"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","net_extraordinary_gains_losses","discontinued_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","raw_materials","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","deferred_tax_assets_long_term","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2013_Q3",17.579375,"Down",287902000,-244017000,43885000,-43574000,-28795000,-3093000,-11686000,311000,-16127000,68000,-16195000,-15816000,-19454000,343000,-19111000,-529000,-529000,-19640000,-19640000,-19640000,425660000,425660000,25070000,25070000,1152112000,1143737000,249255000,246742000,1852097000,16928000,77685000,7e+06,41814000,28871000,94613000,1946710000,62235000,62235000,144088000,144088000,206323000,1507153000,1507153000,1713476000,845034000,-611800000,233234000,233234000,1946710000,-19640000,3093000,2203000,25461000,11117000,-2097000,2763000,-181417000,196501000,15084000,28964000,28964000,28964000,3404000,1507153000,26425000,0.15243,0.00108,-0.06822,-0.08421,-0.01009,-1.34547,8.97669,7.3466,0.77421,-0.79675,-0.79675,11.67959,9.46183,1.07201,-0.01128,0.01518,317.7124,3477.46945
"12","2013_Q4",19.80109375,"Up",314439000,-260324000,54115000,-45643000,-29612000,-2953000,-13078000,8472000,-14346000,-310000,-14036000,-5874000,-5874000,432000,-5442000,-346000,-346000,-5788000,-5788000,-5788000,298346000,298346000,26066000,26066000,1272992000,1265112000,249093000,246013000,1846497000,16734000,79686000,7076000,42477000,30133000,96420000,1942917000,79625000,79625000,129650000,129650000,209275000,1505656000,1505656000,1714931000,845574000,-617588000,227986000,227986000,1942917000,-5788000,2953000,1034000,-120057000,-121858000,-2703000,-2948000,-2112000.00000003,-396000.00000003,-2508000.00000001,-127314000,-127314000,-127314000,11425000,1505656000,-111767000,0.1721,0.02694,-0.01841,-0.02539,-0.00298,19.31012,8.8233,7.52209,0.77495,-0.23367,-0.23367,12.69435,9.20412,-4.51219,-0.00334,-0.06447,105.67265,142.5059
"13","2014_Q1",21.8188524590164,"Up",438334000,-358288000,80046000,-57967000,-36428000,-4023000,-17516000,22079000,-12214000,93000,-12307000,9865000,8867000,2461000,11328000,620000,620000,11948000,11948000,11948000,504459000,504459000,22342000,22342000,1313818000,1304694000,51791000,48978000,1892410000,1.7e+07,77379000,5253000,44997000,27129000,94379000,1986789000,83800000,83800000,150256000,150256000,234056000,1512183000,1512183000,1746239000,846190000,-605640000,240550000,240550000,1986789000,11948000,4023000,564000,7017000,23552000,-4189000,190419000,192790000,-200648000,-7858000,206113000,206113000,206113000,26102000,1512183000,26469000,0.18261,0.05037,0.02726,0.04967,0.00601,2.21535,8.08529,7.25936,0.76112,0.48003,0.48003,17.61085,9.66452,1.06344,0.00682,0.0151,38.60716,45.64174
"14","2014_Q2",19.4466666666667,"Down",293170000,-238500000,54670000,-43138000,-28410000,-2907000,-11821000,11532000,-15438000,319000,-15757000,-3906000,-3906000,-42000,-3948000,-1190000,-1190000,-5138000,-5138000,-5138000,382560000,382560000,21074000,21074000,1382738000,1374987000,51968000,49155000,1838340000,17437000,77056000,5333000,47424000,24299000,94493000,1932833000,60505000,60505000,120465000,120465000,180970000,1516255000,1516255000,1697225000,846386000,-610778000,235608000,235608000,1932833000,-5138000,2907000,146000,-111793000,-113878000,-3200000,-5541000,-2034999.99999994,-445000,-2480000,-121899000,-121899000,-121899000,14439000,1516255000,-100512000,0.18648,0.03934,-0.01753,-0.02181,-0.00266,19.56248,10.15826,7.2036,0.78447,-0.20545,-0.20545,11.72258,9.42093,-4.01903,-0.00293,-0.05737,78.51617,98.30862
"15","2014_Q3",18.36078125,"Down",270021000,-217849000,52172000,-46555000,-32628000,-2831000,-11096000,5617000,-13744000,-17000,-13727000,-8127000,-8280000,56000,-8224000,253000,253000,-7971000,-7971000,-7971000,299620000,299620000,28911000,28911000,1488111000,1480360000,53578000,50765000,1870220000,18142000,63022000,5407000,36547000,21068000,81164000,1951384000,71891000,71891000,136822000,136822000,208713000,1511873000,1511873000,1720586000,849547000,-618749000,230798000,230798000,1951384000,-7971000,2831000,1277000,-70311000,-74174000,-3441000,-6080000,-2712000,26000,-2686000,-82940000,-82940000,-82940000,8448000,1511873000,-65360000,0.19321,0.0208,-0.02952,-0.03454,-0.00408,8.19972,8.96073,7.45494,0.77477,-0.31481,-0.31481,10.66434,9.11524,-2.58136,-0.00457,-0.03751,143.49586,215.81859
"16","2014_Q4",18.30328125,"Down",354671000,-285867000,68804000,-53716000,-35994000,-3400000,-14322000,15088000,-10286000,-80999.9999999998,-10205000,4802000,-14962000,1769000,-13193000,838000,838000,-12355000,-12355000,-12355000,206482000,206482000,28999000,28999000,1595542000,1587954000,62717000,57963000,1893740000,17183000,66471000,5480000,34224000,26767000,83654000,1977394000,84435000,84435000,136714000,136714000,221149000,1537242000,1537242000,1758391000,850107000,-631104000,219003000,219003000,1977394000,-12355000,3400000,2799000,-95385000,-101541000,-2343000,-10728000,-300338000,319469000,19131000,-93138000,-93138000,-93138000,18488000,1537242000,-81009000,0.19399,0.04254,-0.03484,-0.05641,-0.00625,6.55678,8.56319,8.02907,0.77741,-0.46762,-0.46762,13.42383,8.28897,-3.06608,-0.00703,-0.04613,71.97966,88.19989
"17","2015_Q1",17.0304918032787,"Down",545905000,-458092000,87813000,-64361000,-39431000,-4141000,-20789000,23452000,-3178000,6324000,-9502000,20274000,20274000,40014000,60288000,-441000,-441000,59847000,59847000,59847000,324154000,324154000,34429000,34429000,1561353000,1557496000,62987000,62941000,1982923000,18673000,64624000,2823000,38341000,23460000,83297000,2066220000,106237000,106237000,145432000,145432000,251669000,1535433000,1535433000,1787102000,851651000,-571257000,279118000,279118000,2066220000,59847000,4141000,-12869000,78005000,129124000,-5569000,-9682000,322483000,-324253000,-1770000,117672000,117672000,117672000,27593000,1535433000,60015000,0.16086,0.04296,0.10963,0.21441,0.02896,1.00281,7.87909,6.40268,0.74311,2.26436,1.18673,20.65475,10.56065,2.27072,0.03298,0.03307,43.89805,51.64928
"18","2015_Q2",18.4019047619048,"Up",265764000,-230546000,35218000,-44708000,-31441000,-2341000,-10926000,-9490000,-9292000,142000.000000002,-9434000,-18782000,-18782000,696000,-18086000,-4254000,-4254000,-22340000,-22340000,-22340000,138680000,138680000,32316000,32316000,1679054000,1677611000,64138000,64092000,1914188000,19315000,55883000,46000.0000000009,34735000,21102000,75198000,1989386000,65845000,65845000,128790000,128790000,194635000,1536591000,1536591000,1731226000,852827000,-593597000,258160000,258160000,1989386000,-22340000,2341000,489999.999999998,-153023000,-172532000,-2934000,-5229000,-7388000.00000012,-324999.999999881,-7713000,-185474000,-185474000,-185474000,-7149000.00000001,1536591000,-163802000,0.13252,-0.03571,-0.08406,-0.08654,-0.01123,7.33223,9.83476,6.70602,0.77239,-0.844389999999999,-0.84439,10.04513,9.75772,-6.19125,-0.01245,-0.09127,-195.53938,-147.30358
"19","2015_Q3",17.42765625,"Down",299359000,-245446000,53913000,-47477000,-32727000,-2781000,-11969000,6436000,-8391000,82000,-8473000,-1955000,-1955000,-105000,-2060000,64000,64000,-1996000,-1996000,-1996000,146261000,146261000,35880000,35880000,1757036000,1757036000,43215000,43169000,1982392000,21153000,28708000,46000,10372000,18290000,49861000,2032253000,100844000,100844000,137435000,137435000,238279000,1535172000,1535172000,1773451000,854395000,-595593000,258802000,258802000,2032253000,-1996000,2781000,3329000,-34498000,-30384000,-4544000,40064000,-2126000,27000,-2099000,7581000,7581000,7581000,9217000,1535172000,-29720000,0.18009,0.0215,-0.00667,-0.00771,-0.00098,14.88978,8.31963,6.85254,0.7554,-0.07538,-0.07538,11.3051,9.77349,-1.12236,-0.00111,-0.01657,150.69014,215.80345
"20","2015_Q4",13.695625,"Down",429438000,-353330000,76108000,-58412000,-37669000,-3497000,-17246000,17696000,-5610000,153000,-5763000,12086000,12086000,135000,12221000,-45999.9999999995,-45999.9999999995,12175000,12175000,12175000,128752000,128752000,44882000,44882000,1822090000,1822090000,38073000,37811000,2033797000,22683000,33692000,46000,11407000,22239000,56375000,2090172000,127063000,127063000,136292000,136292000,263355000,1554207000,1554207000,1817562000,856028000,-583418000,272610000,272610000,2090172000,12175000,3497000,1744999.99999999,-52641000,-35224000,-4278000,133000,17580000,2000,17582000,-17509000,-17509000,-17509000,21193000,1554207000,-35861000,0.17723,0.04121,0.02835,0.04466,0.00581999999999999,-2.94546,7.72264,6.66726,0.74358,0.45975,0.38286,16.21622,10.29416,-1.35417,0.00666,-0.01963,67.26065,80.5523800000001
"21","2016_Q1",8.31344262295082,"Down",632852000,-525647000,107205000,-70260000,-40659000,-4719000,-24882000,36945000,-6184000,159000,-6343000,30761000,30681000,323843000,354524000,1731000,1731000,356255000,356255000,356255000,251583000,251583000,52379000,52379000,1697590000,1697590000,39320000,38901000,2040872000,22230000,346193000,325373000,13734000,7086000,368423000,2409295000,113539000,113539000,148966000,148966000,262505000,1516367000,1516367000,1778872000,857586000,-227163000,630423000,630423000,2409295000,356255000,4719000,-321579000,117696000,157091000,-4208000,-31631000,-26639000,-30000,-26669000,98791000,98791000,98791000,41664000,1516367000,-168691000,0.1694,0.05838,0.56294,0.5651,0.14787,-0.47351,7.7746,2.82171,0.62938,11.45772,8.41196,20.35352,20.2754,-5.42537,0.16595,-0.07858,30.35676,34.23424
"22","2016_Q2",8.09984375,"Down",344449000,-286867000,57582000,-48434000,-31669000,-2991000,-13774000,9148000,-6505000,60000,-6565000,2643000,1815000,-616000,1199000,-2e+05,-2e+05,998999.999999881,998999.999999881,998999.999999881,144881000,144881000,50555000,50555000,1729937000,1729937000,39620000,39351000,1964993000,20236000,353467000,325058000,11721000,16688000,373703000,2338696000,81395000,81395000,122268000,122268000,203663000,1502056000,1502056000,1705719000,859141000,-226164000,632977000,632977000,2338696000,998999.999999881,2991000,2468000,-84307000,-77849000.0000001,-2663000,-1313000,-26926000,-614000.000000007,-27540000,-106702000,-106702000,-106702000,12139000,1502056000,-74215000,0.16717,0.02656,0.00289999999999979,0.00158000000000014,0.000430000000000014,-74.28929,9.64826,2.69476,0.64226,0.0314599999999992,0.0313700000000008,10.8464,19.93189,-2.33697,0.000469999999999998,-0.03476,111.80287,148.35756
"23","2016_Q3",10.188125,"Up",385607000,-326041000,59566000,-56536000,-38898000,-3056000,-14582000,3030000,-6609000,-51000,-6558000,-3579000,-5210000,3898000,-1312000,78000,78000,-1234000,-1234000,-1234000,134933000,134933000,55603000,55603000,1750652000,1750652000,17500000,17279000,1958688000,20699000,354354000,329644000,9015000,15695000,375053000,2333741000,98556000,98556000,142028000,142028000,240584000,1459605000,1459605000,1700189000,860950000,-227398000,633552000,633552000,2333741000,-1234000,3056000,-775000,16917000,17964000,-3354000,17743000,-181295000,135640000,-45655000,-9948000,-9948000,-9948000,6086000,1459605000,15751000,0.15447,0.00786,-0.0032,-0.00195,-0.00053,-12.76418,8.14139,2.68358,0.62544,-0.0388,-0.0388,12.12296,19.91801,0.49519,-0.00059,0.00752,217.65889,437.18548
"24","2016_Q4",12.3553968253968,"Up",459937000,-382284000,77653000,-61344000,-40457000,-3387000,-17500000,16309000,-5282000,62000,-5344000,11027000,11456000,-5349000,6107000,-325000,-325000,5782000,5782000,5782000,127209000,127209000,65905000,65905000,1731850000,1731850000,19067000,18846000,1944031000,21008000,353588000,324763000,9361000,19464000,374596000,2318627000,109449000,109449000,138319000,138319000,247768000,1429483000,1429483000,1677251000,862992000,-221616000,641376000,641376000,2318627000,5782000,3387000,18718000,1129000.00000001,29016000,-3701000,-5540000,-31091000,-109000,-31200000,-7724000,-7724000,-7724000,19696000,1429483000,22473000,0.16883,0.03546,0.01257,0.00901000000000001,0.00249,3.88672000000001,7.84617,2.61508,0.61652,0.18175,0.18171,14.45752,20.16081,0.70641,0.00278999999999999,0.01085,66.1187,79.8500199999999
"25","2017_Q1",12.8417741935484,"Up",632121000,-529715000,102406000,-71568000,-42604000,-4360000,-24604000,30838000,-5803000,60000,-5863000,25035000,13642000,-14431000,-789000,-65000,-65000,-854000,-854000,-854000,228871000,228871000,53226000,53226000,1569279000,1569279000,14697000,14405000,1866073000,19138000,327947000,309955000,10470000,7522000,347085000,2213158000,104174000,104174000,134253000,134253000,238427000,1331878000,1331878000,1570305000,865323000,-222470000,642853000,642853000,2213158000,-854000,4360000,16935000,173453000,193894000,-2501000,-23584000,53241000,-146385000,-93144000,77166000,77166000,77166000,35198000,1331878000,220581000,0.162,0.04878,-0.00135,-0.00133,-0.00039,-258.29157,7.8266,2.44271,0.6018,-0.02684,-0.02691,19.86927,20.20661,6.93346,-0.00043,0.1117,31.33721,35.76779
"26","2017_Q2",12.9333333333333,"Up",339241000,-285578000,53663000,-52388000,-36388000,-2677000,-13323000,1275000,-5174000,22000,-5196000,-3898999.99999999,-3899000,2540000,-1359000,-70000.0000000001,-70000.0000000001,-1429000,-1429000,-1429000,158623000,158623000,51797000,51797000,1618544000,1618544000,16251000,15963000,1845215000,19335000,323593000,312666000,5065000,5862000,342928000,2188143000,86730000,86730000,121711000,121711000,208441000,1336483000,1336483000,1544924000,867118000,-223899000,643219000,643219000,2188143000,-1429000,2677000,2097000,-66179000,-62834000,-2874000,-2604000,-2525000,-727000,-3252000.00000001,-68690000,-68690000,-68690000,3952000,1336483000,-67641000,0.15819,0.00375999999999999,-0.00421,-0.00222,-0.00065,47.3345,8.85246,2.40186,0.61078,-0.04481,-0.04481,10.63685,20.16803,-2.12087,-0.00072,-0.03417,298.0415,923.81176
"27","2017_Q3",15.2039682539683,"Up",425468000,-358070000,67398000,-59887000,-40100000,-3155000,-16632000,7511000,-3907000,33000,-3940000,3604000,-11959000,4464000,-7495000,-40000,-40000,-7535000,-7535000,-7535000,138809000,138809000,43781000,43781000,1631072000,1631072000,14984000,14696000,1828646000,18981000,327574000,317296000,6112000,4166000,346555000,2175201000,100290000,100290000,102527000,102527000,202817000,1334362000,1334362000,1537179000,869457000,-231435000,638022000,638022000,2175201000,-7535000,3155000,-2220000,-2628000,-9228000,-2803000,-3789000,-253682000,245618000,-8064000,-21081000,-21081000,-21081000,10666000,1334362000,771000,0.15841,0.01765,-0.01771,-0.01181,-0.00346,-0.10232,9.01624,2.40929,0.61344,-0.2357,-0.2357,13.30877,19.95752,0.02412,-0.00382,0.00039,112.0901,159.17361
"28","2017_Q4",20.0850793650794,"Up",478588000,-400145000,78443000,-62874000,-40794000,-3307000,-18773000,15569000,-2713000,158000,-2871000,12856000,12856000,-5742000,7114000,9000,9000,7123000,7123000,7123000,168381000,168381000,39816000,39816000,1655853000,1655853000,13115000,12735000,1877165000,18658000,325802000,312370000,3850000,9582000,344460000,2221625000,119408000,119408000,119654000,119654000,239062000,1334623000,1334623000,1573685000,872251000,-224311000,647940000,647940000,2221625000,7123000,3307000,7964000,13760000,32154000,-2984000,-3526000,-966000,-50999.9999999404,-1017000,27611000,27611000,27611000,18876000,1334623000,35394000,0.16391,0.03253,0.01488,0.01099,0.00321,4.96896999999999,7.85221,2.42875,0.60074,0.2228,0.22002,14.96944,20.26649,1.10707,0.00359,0.01785,61.78438,74.90796
"29","2018_Q1",17.717868852459,"Down",672981000,-559621000,113360000,-75577000,-44624000,-4870000,-26083000,37783000,-3065000,158000,-3223000,34718000,37651000,-3958000,33693000,-39000,-39000,33654000,33654000,33654000,292147000,292147000,36323000,36323000,1542807000,1542807000,12550000,12462000,1883827000,17566000,319602000,307896000,3994000,7712000,337168000,2220995000,103484000,103484000,107659000,107659000,211143000,1327412000,1327412000,1538555000,873097000,-190657000,682440000,682440000,2220995000,33654000,4870000,5422000,91871000,135817000,-3779000,-3864000,241690000,-250150000,-8460000,123493000,123493000,123493000,42653000,1327412000,134703000,0.16844,0.05614,0.05001,0.04931,0.01515,4.00259,8.92204,2.25449,0.59767,1.05251,1.00559,21.0471,21.34292,4.21276,0.01674,0.06702,24.2718,27.40029
