"","YQ","p","d","revenue","sales_services_revenue","other_revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","interest_income","income_loss_from_affiliates","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","intangible_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","interest_dividends_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","deferred_revenue_short_term","deferred_tax_liabilities_short_term","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",19.963064516129,"Up",4.652e+09,4.31e+09,3.42e+08,-4.318e+09,3.34e+08,-3.21e+08,-1.59e+08,-1.63e+08,1.3e+07,3e+06,-4.5e+07,-4.6e+07,1e+06,4.8e+07,1.6e+07,1e+06,1.7e+07,2.7e+07,4.4e+07,4.4e+07,4.4e+07,4.4e+07,5.36e+08,5.36e+08,2.239e+09,2.239e+09,2.525e+09,3.46e+08,2.27e+08,5.646e+09,6.39e+09,6.45e+08,2.815e+09,2.57e+08,3.63e+08,3.81e+08,9.85e+09,1.5496e+10,2.984e+09,1.864e+09,7.2e+07,1.048e+09,1e+06,2.82e+08,8.4e+07,1.49e+08,3.267e+09,3.939e+09,4.427e+09,3.989e+09,4.38e+08,8.366e+09,1.1633e+10,3.793e+09,-5.21e+08,3.52e+09,-2.931e+09,3.861e+09,2e+06,3.863e+09,1.5496e+10,4.4e+07,1.63e+08,-6.8e+07,-4.2e+07,9.7e+07,-1.31e+08,-8e+07,-2.11e+08,8.9e+07,8.1e+07,-3.3e+07,-3.3e+07,4e+06,-2.9e+07,1.76e+08,3.94e+09,-2.4e+07,0.0718,0.00279,0.00946,0.01139,0.00284,-0.54545,1.72819,3.01139,0.25426,0.30481,0.30481,32.227,26.7473,-0.16626,6,0.00425,-0.00196,19.34091,261.84615
"12","2013_Q1",20.4935,"Up",4.487e+09,4.187e+09,3e+08,-4.194e+09,2.93e+08,-3.28e+08,-1.64e+08,-1.71e+08,-3.5e+07,-3.6e+07,-6.4e+07,-6.5e+07,1e+06,2.8e+07,-7.1e+07,1.2e+07,-5.9e+07,8e+06,-5.1e+07,-5.1e+07,-5e+07,-5e+07,5.7e+08,5.7e+08,1.862e+09,1.862e+09,2.503e+09,5.61e+08,2.58e+08,5.496e+09,6.408e+09,6.09e+08,2.704e+09,2.53e+08,3.02e+08,3.27e+08,9.721e+09,1.5217e+10,2.749e+09,1.722e+09,5e+07,9.77e+08,2e+06,2.39e+08,7.8e+07,1.46e+08,2.99e+09,3.936e+09,4.813e+09,4.416e+09,3.97e+08,8.749e+09,1.1739e+10,3.803e+09,-5.21e+08,3.463e+09,-3.268e+09,3.477e+09,1e+06,3.478e+09,1.5217e+10,-5.1e+07,1.71e+08,-1.05e+08,1.62e+08,1.77e+08,-1.73e+08,3.7e+07,-1.36e+08,-5.96046447753906e-08,-7e+06,3.4e+07,3.4e+07,1.86264514923096e-09,3.4e+07,1.36e+08,3.938e+09,1.17e+08,0.0653,-0.0078,-0.01114,-0.01438,-0.00329,-2.34,1.83813,3.37522,0.25879,-0.34638,-0.34638,31.08396,24.08712,0.81052,5,-0.00352,0.00957,24.76471,-96.22857
"13","2013_Q2",16.28140625,"Down",4.595e+09,4.317e+09,2.78e+08,-4.242e+09,3.53e+08,-3.22e+08,-1.45e+08,-1.71e+08,3.1e+07,-9.6e+07,-1.04e+08,-1.05e+08,1e+06,8e+06,-6.5e+07,-1e+06,-6.6e+07,-7e+06,-7.3e+07,-7.3e+07,-7.3e+07,-7.3e+07,7.33e+08,7.33e+08,2.119e+09,2.119e+09,2.316e+09,3.86e+08,2.17e+08,5.554e+09,6.246e+09,6.24e+08,2.727e+09,2.49e+08,3.66e+08,3.04e+08,9.597e+09,1.5151e+10,2.799e+09,1.788e+09,6.4e+07,9.47e+08,2e+06,2.86e+08,9.1e+07,1.47e+08,3.087e+09,3.932e+09,4.661e+09,4.263e+09,3.98e+08,8.593e+09,1.168e+10,3.844e+09,-5.2e+08,3.382e+09,-3.236e+09,3.47e+09,1e+06,3.471e+09,1.5151e+10,-7.3e+07,1.71e+08,9e+06,1.28e+08,2.35e+08,-1.16e+08,2.4e+07,-9.2e+07,3.6e+07,2.9e+07,1.72e+08,1.72e+08,-7e+06,1.65e+08,2.02e+08,3.934e+09,2.21e+08,0.07682,0.00675,-0.01589,-0.02103,-0.00482,-3.0274,1.79916,3.36502,0.25965,-0.5057,-0.5057,31.83169,24.0383,1.53097,4,-0.00547,0.01832,15.84653,103.25806
"14","2013_Q3",17.37796875,"Up",4.429e+09,4.119e+09,3.1e+08,-4.114e+09,3.15e+08,-3.2e+08,-1.51e+08,-1.7e+08,-4999999.99999999,-7.1e+07,-6.8e+07,-6.9e+07,1e+06,-3e+06,-7.6e+07,1e+06,-74999999.9999999,-3e+06,-7.8e+07,-7.8e+07,-78000000.0000001,-78000000.0000001,7.67e+08,7.67e+08,1.971e+09,1.971e+09,2.269e+09,4.09e+08,2.42e+08,5.416e+09,6.156e+09,6.21e+08,2.671e+09,2.77e+08,3.06e+08,2.98e+08,9.448e+09,1.4864e+10,2.655e+09,1.65e+09,5.5e+07,9.5e+08,3.22e+08,2.91e+08,9.3e+07,1.51e+08,3.268e+09,3.611e+09,4.511e+09,4.122e+09,3.89e+08,8.122e+09,1.139e+10,3.807e+09,-4.82e+08,3.296e+09,-3.148e+09,3.473e+09,1e+06,3.474e+09,1.4864e+10,-7.8e+07,1.7e+08,2.5e+07,3.4e+07,1.51e+08,-1.16e+08,4e+06,-1.12e+08,-1999999.99999999,-9e+06,3e+07,3e+07,4e+06,3.4e+07,1.65e+08,3.933e+09,8.6e+07,0.07112,-0.00113,-0.01761,-0.0224500000000001,-0.00525000000000001,-1.10256,1.65728,3.27864,0.2646,-0.539849999999999,-0.539849999999999,30.6537,24.0371,0.59522,3,-0.00596,0.00722,19.18788,-633.2
"15","2013_Q4",23.83046875,"Up",4.131e+09,3.856e+09,2.75e+08,-3.749e+09,3.82e+08,-3.27e+08,-1.53e+08,-1.73e+08,5.5e+07,-5.9e+07,-8.5e+07,-8.5e+07,0,2.6e+07,-4e+06,-1.783e+09,-1.787e+09,-4e+06,-1.791e+09,-1.791e+09,-1.791e+09,-1.791e+09,6.97e+08,6.97e+08,1.819e+09,1.819e+09,2.48e+09,3.58e+08,1.96e+08,5.354e+09,6.167e+09,6.07e+08,8.78e+08,2.76e+08,3.11e+08,2.87e+08,7.652e+09,1.3006e+10,2.675e+09,1.63e+09,8e+07,9.65e+08,3.22e+08,2.89e+08,9.3e+07,1.4e+08,3.286e+09,3.618e+09,4.327e+09,3.919e+09,4.08e+08,7.945e+09,1.1231e+10,3.816e+09,-4.81e+08,1.497e+09,-3.058e+09,1.774e+09,1e+06,1.775e+09,1.3006e+10,-1.791e+09,1.73e+08,1.595e+09,5.8e+07,3.5e+07,-1.08e+08,3e+06,-1.05e+08,-1e+06,-9e+06,-7.9e+07,-7.9e+07,7e+06,-7.2e+07,2.28e+08,3.94e+09,1.82e+08,0.09247,0.01331,-0.43355,-1.00901,-0.13771,-0.10162,1.62934,6.32732,0.30294,-12.37502,-12.37502,28.5434,12.25756,1.25754,3,-0.17755,0.01812,14.22368,58.96364
"16","2014_Q1",24.2960655737705,"Up",4.269e+09,3.977e+09,2.92e+08,-3.911e+09,3.58e+08,-3.25e+08,-1.61e+08,-1.7e+08,3.3e+07,-6.6e+07,-7.5e+07,-7.6e+07,1e+06,9e+06,-3.3e+07,-2.71e+08,-3.04e+08,6.01e+08,2.97e+08,2.97e+08,2.97e+08,2.97e+08,6.04e+08,6.04e+08,1.818e+09,1.818e+09,2.688e+09,9.68e+08,2.07e+08,6.078e+09,5.922e+09,6.21e+08,5.22e+08,2.71e+08,1.6e+07,2.35e+08,7.065e+09,1.3143e+10,2.709e+09,1.681e+09,5.4e+07,9.74e+08,3.23e+08,2.13e+08,7.3e+07,1.4e+08,3.245e+09,3.616e+09,2.906e+09,2.064e+09,4.24e+08,6.522e+09,9.767e+09,3.818e+09,-4.8e+08,1.789e+09,-1.752e+09,3.375e+09,1e+06,3.376e+09,1.3143e+10,2.97e+08,1.7e+08,-1.1e+07,-4.72e+08,-1.6e+07,-1.37e+08,6.2e+07,-7.5e+07,7.45058059692383e-09,-6999999.99999999,-9.8e+07,-9.8e+07,5e+06,-9.3e+07,2.03e+08,3.939e+09,-1.007e+09,0.08386,0.00773,0.06957,0.0879700000000001,0.0226,-3.39057,1.87304,2.89307,0.2997,2.05186,2.05186,29.49284,23.31655,-6.95697,5,0.02974,-0.09852,16.42857,101.06061
"17","2014_Q2",23.7268253968254,"Down",4.448e+09,4.169e+09,2.79e+08,-4.038e+09,4.1e+08,-3.04e+08,-1.38e+08,-1.66e+08,1.06e+08,-7.3e+07,-6.9e+07,-7e+07,1e+06,-4e+06,3.3e+07,2e+07,5.3e+07,-1e+06,5.2e+07,5.2e+07,5.2e+07,5.2e+07,1.099e+09,1.099e+09,2.064e+09,2.064e+09,2.411e+09,9.06e+08,2.23e+08,6.48e+09,5.791e+09,6.07e+08,5.16e+08,2.66e+08,2e+07,2.3e+08,6.914e+09,1.3394e+10,2.945e+09,1.89e+09,7.8e+07,9.77e+08,3.23e+08,2.71e+08,1.1e+08,1.35e+08,3.539e+09,3.615e+09,2.789e+09,1.964e+09,4.22e+08,6.404e+09,9.943e+09,3.826e+09,-4.79e+08,1.807e+09,-1.704e+09,3.45e+09,1e+06,3.451e+09,1.3394e+10,5.2e+07,1.66e+08,-2.6e+07,3.78e+08,5.7e+08,-7.1e+07,5e+06,-6.6e+07,-241289477.393509,-7e+06,4.97e+08,4.97e+08,-2e+06,4.95e+08,2.72e+08,3.938e+09,5.8e+08,0.09218,0.02383,0.01169,0.01507,0.00388,11.15385,1.83103,2.88119,0.29401,0.33309,0.33309,28.492,22.09924,3.71523,7,0.0058,0.05699,10.4375,26.78302
"18","2014_Q3",32.59609375,"Up",4.4e+09,4.128e+09,2.72e+08,-4.097e+09,3.03e+08,-3.08e+08,-1.43e+08,-1.65e+08,-4999999.99999997,-7000000.00000001,-6.4e+07,-6.5e+07,1e+06,5.7e+07,-11999999.9999999,-1.7e+07,-2.9e+07,1.1e+07,-1.8e+07,-1.8e+07,-18000000.0000001,-18000000.0000001,1.471e+09,1.471e+09,1.957e+09,1.957e+09,2.337e+09,7.62e+08,1.7e+08,6.527e+09,5.736e+09,6.22e+08,5.21e+08,2.66e+08,1.8e+07,2.37e+08,6.879e+09,1.3406e+10,3.236e+09,2.186e+09,5.2e+07,9.98e+08,2e+07,2.65e+08,1.08e+08,1.13e+08,3.521e+09,3.605e+09,2.766e+09,1.841e+09,4.19e+08,6.371e+09,9.892e+09,3.789e+09,-4.4e+08,1.808e+09,-1.644e+09,3.513e+09,1e+06,3.514e+09,1.3406e+10,-1.8e+07,1.65e+08,-7.3e+07,7.07e+08,7.81e+08,-8.9e+07,8e+06,-8.1e+07,-3.22e+08,-3.29e+08,3.71e+08,3.71e+08,-1e+06,3.7e+08,1.6e+08,3.625e+09,7.67e+08,0.06886,-0.00114,-0.00409000000000002,-0.00511999999999993,-0.00134,-42.61111,1.85373,2.81503,0.2704,-0.124240000000001,-0.124240000000001,30.36912,24.24698,5.29389,5,-0.00101,0.07744,13.4625,-430.8
"19","2014_Q4",31.05140625,"Down",4.587e+09,4.285e+09,3.02e+08,-3.848e+09,7.39e+08,-2.83e+08,-1.25e+08,-1.58e+08,4.56e+08,-1e+07,-6e+07,-6.2e+07,2e+06,5e+07,4.46e+08,-6.47e+08,-2.01e+08,-6e+06,-2.07e+08,-2.07e+08,-2.07e+08,-2.07e+08,1.257e+09,1.257e+09,1.876e+09,1.876e+09,2.199e+09,7.69e+08,2.2e+08,6.101e+09,4.57e+09,5.86e+08,7.51e+08,2.05e+08,1.3e+07,5.33e+08,5.907e+09,1.2008e+10,2.939e+09,1.941e+09,7.3e+07,9.25e+08,3.36e+08,2.75e+08,1.31e+08,1.18e+08,3.55e+09,3.162e+09,1.353e+09,5.54e+08,3.88e+08,4.515e+09,8.065e+09,3.774e+09,-4.1e+08,1.594e+09,-1.016e+09,3.942e+09,1e+06,3.943e+09,1.2008e+10,-2.07e+08,1.58e+08,3.91e+08,-4.46e+08,-1.04e+08,-9.4e+07,7e+06,-8.7e+07,-1e+06,1e+06,-1.9e+08,-1.9e+08,-2.2e+07,-2.12e+08,6.14e+08,3.498e+09,8e+07,0.16111,0.09941,-0.04513,-0.0525,-0.01724,-0.38647,1.71859,2.0454,0.29131,-1.42417,-1.42417,31.55874,27.12112,0.5504,6,-0.02274,0.0091,3.64984,4.91447
"20","2015_Q1",22.1411475409836,"Down",4.072e+09,3.567e+09,5.05e+08,-3.472e+09,6e+08,-2.43e+08,-1.17e+08,-1.38e+08,3.57e+08,-1.1e+07,-5e+07,-5.8e+07,8e+06,3.9e+07,3.46e+08,1e+06,3.47e+08,-7.2e+07,2.75e+08,2.75e+08,2.75e+08,2.75e+08,1.354e+09,1.354e+09,1.632e+09,1.632e+09,2.496e+09,3.47e+08,3.47e+08,5.829e+09,4.574e+09,5.77e+08,1.033e+09,2.04e+08,3.47e+08,4.82e+08,6.184e+09,1.2013e+10,2.926e+09,1.871e+09,5.2e+07,1.003e+09,3.78e+08,2.65e+08,1.31e+08,1.34e+08,3.569e+09,3.12e+09,1.524e+09,1.117e+09,4.07e+08,4.644e+09,8.213e+09,3.774e+09,-3.96e+08,1.862e+09,-1.441e+09,3.799e+09,1e+06,3.8e+09,1.2013e+10,2.75e+08,1.38e+08,6.3e+07,-1.7e+08,3.06e+08,-1.97e+08,4e+06,-1.93e+08,-2e+06,-5999999.99999997,1.07e+08,1.07e+08,-1e+07,97000000.0000001,4.95e+08,3.498e+09,2e+08,0.14735,0.08767,0.06753,0.07237,0.02289,0.72727,1.63323,2.16132,0.29118,1.69684,1.69684,25.12557,23.44107,1.23407,7,0.03197,0.02267,4.33131000000001,6.00559999999991
"21","2015_Q2",22.927619047619,"Up",3.272e+09,2.946e+09,3.26e+08,-3.066e+09,2.06e+08,-2.46e+08,-1.02e+08,-1.44e+08,-4e+07,-5.6e+07,-6.2e+07,-6.2e+07,0,6e+06,-9.6e+07,-1.53e+08,-2.49e+08,1.74e+08,-7.5e+07,-7.5e+07,-7.5e+07,-7.5e+07,1.266e+09,1.266e+09,1.423e+09,1.423e+09,2.418e+09,6.35e+08,2.73e+08,5.742e+09,4.354e+09,5.78e+08,8.7e+08,2.02e+08,2.16e+08,4.52e+08,5.802e+09,1.1544e+10,2.631e+09,1.702e+09,7.3e+07,8.56e+08,3.78e+08,3e+08,1.35e+08,1.33e+08,3.309e+09,3.124e+09,1.443e+09,1.033e+09,4.03e+08,4.567e+09,7.876e+09,3.784e+09,-3.95e+08,1.779e+09,-1.501e+09,3.667e+09,1e+06,3.668e+09,1.1544e+10,-7.5e+07,1.44e+08,-4e+07,4.4e+07,7.3e+07,-1.09e+08,1e+06,-1.08e+08,0,-7e+06,-4.2e+07,-4.2e+07,-4.6e+07,-8.8e+07,1.04e+08,3.502e+09,-1.35e+08,0.06296,-0.01222,-0.02292,-0.02045,-0.0065,1.8,1.73527,2.14722,0.30336,-0.51464,-0.51464,22.45202,25.16245,-0.92635,3,-0.0079,-0.01567,21.5,-55.9
"22","2015_Q3",15.66140625,"Down",2.9e+09,2.509e+09,3.91e+08,-2.792e+09,1.08e+08,-2.44e+08,-1.07e+08,-1.38e+08,-1.36e+08,-3.8e+07,-5.5e+07,-5.5e+07,-9.31322574615479e-10,1.7e+07,-1.74e+08,-2.73e+08,-4.47e+08,1.86e+08,-2.61e+08,-2.61e+08,-2.61e+08,-2.61e+08,1.21e+09,1.21e+09,1.27e+09,1.27e+09,2.33e+09,6.26e+08,2.73e+08,5.436e+09,4.431e+09,5.64e+08,7.82e+08,2e+08,3.65e+08,2.17e+08,5.777e+09,1.1213e+10,2.609e+09,1.678e+09,5.2e+07,8.79e+08,3.62e+08,2.71e+08,1.33e+08,1.26e+08,3.242e+09,3.124e+09,1.366e+09,9.52e+08,3.98e+08,4.49e+09,7.732e+09,3.747e+09,-3.45e+08,1.51e+09,-1.432e+09,3.48e+09,1e+06,3.481e+09,1.1213e+10,-2.61e+08,1.38e+08,6.3e+07,1.38e+08,7.8e+07,-1.27e+08,4e+06,-1.23e+08,-1.8e+07,-2.7e+07,-7.2e+07,-7.2e+07,1.4e+07,-5.8e+07,1999999.99999997,3.486e+09,-1.73e+08,0.03724,-0.0469,-0.09,-0.07498,-0.02328,0.66284,1.67674,2.2212,0.31089,-1.78814,-1.78814,19.86818,23.84182,-1.18524,2,-0.03036,-0.02076,1138,-16.73529
"23","2015_Q4",9.2384375,"Down",2.83e+09,2.446e+09,3.84e+08,-2.654e+09,1.76e+08,-2.34e+08,-9.9e+07,-1.36e+08,-5.8e+07,-4.7e+07,-5.3e+07,-5.5e+07,2e+06,6e+06,-1.05e+08,-1.18e+08,-2.23e+08,5e+07,-1.73e+08,-1.73e+08,-1.73e+08,-1.73e+08,1.165e+09,1.165e+09,1.138e+09,1.138e+09,2.435e+09,6.47e+08,2.35e+08,5.385e+09,4.415e+09,5.51e+08,8.4e+08,1.98e+08,4.21e+08,2.21e+08,5.806e+09,1.1191e+10,2.734e+09,1.742e+09,7.3e+07,9.19e+08,3.62e+08,2.37e+08,1.39e+08,8.9e+07,3.333e+09,3.127e+09,1.559e+09,1.156e+09,3.93e+08,4.686e+09,8.019e+09,3.749e+09,-3.41e+08,1.331e+09,-1.568e+09,3.171e+09,1e+06,3.172e+09,1.1191e+10,-1.73e+08,1.36e+08,6.4e+07,7.5e+07,1.02e+08,-1.41e+08,1e+06,-1.4e+08,0,-5e+06,-4.3e+07,-4.3e+07,0,-4.3e+07,7.8e+07,3.489e+09,-3.8e+07,0.06219,-0.02049,-0.06113,-0.05454,-0.01546,0.21965,1.61566,2.52806,0.31177,-1.18231,-1.18231,19.34064,21.67109,-0.2597,3,-0.02019,-0.00462,29.79487,-40.06897
"24","2016_Q1",9.43344262295082,"Up",2.572e+09,2.21e+09,3.62e+08,-2.629e+09,-5.7e+07,-2.37e+08,-1.07e+08,-1.29e+08,-2.94e+08,-4.2e+07,-5.1e+07,-5.2e+07,1e+06,9e+06,-3.36e+08,-2.04e+08,-5.4e+08,-5.93e+08,-1.133e+09,-1.133e+09,-1.133e+09,-1.133e+09,7.55e+08,7.55e+08,8.64e+08,8.64e+08,2.074e+09,2.24e+08,2.24e+08,3.917e+09,4.411e+09,5.4e+08,2.99e+08,1.96e+08,1.5e+07,8.8e+07,5.25e+09,9.167e+09,1.923e+09,1.412e+09,4.9e+07,4.62e+08,4.5e+07,1.8e+08,8.1e+07,9.9e+07,2.148e+09,3.093e+09,1.489e+09,1.101e+09,3.59e+08,4.582e+09,6.73e+09,3.754e+09,-3.39e+08,1.9e+08,-1.169e+09,2.436e+09,1e+06,2.437e+09,9.167e+09,-1.133e+09,1.29e+08,8.81e+08,2.3e+08,1.07e+08,-1.44e+08,5e+06,-1.39e+08,-3.61e+08,-3.69e+08,-4.01e+08,-4.01e+08,-9e+06,-4.1e+08,-1.65e+08,3.138e+09,5.14e+08,-0.02216,-0.11431,-0.44051,-0.46492,-0.1236,-0.45366,1.82356,2.76159,0.34231,-7.74134,-7.74134,17.57347,16.64423,3.51196,4,-0.1594,0.07276,-14.4424199999999,-8.10544000000001
"25","2016_Q2",15.964375,"Up",2.341e+09,2.026e+09,3.15e+08,-2.436e+09,-9.5e+07,-1.98e+08,-6.9e+07,-1.29e+08,-2.93e+08,-2e+07,-6.5e+07,-6.6e+07,1e+06,4.5e+07,-3.13e+08,-1.3e+07,-3.26e+08,-1.4e+07,-3.4e+08,-3.4e+08,-3.4e+08,-3.4e+08,7.05e+08,7.05e+08,9.6e+08,9.6e+08,1.801e+09,2.17e+08,2.17e+08,3.683e+09,4.395e+09,5.4e+08,3.18e+08,1.95e+08,7e+06,1.16e+08,5.253e+09,8.936e+09,1.93e+09,1.375e+09,6.7e+07,4.88e+08,4.5e+07,2.18e+08,8.8e+07,1.04e+08,2.193e+09,3.076e+09,1.724e+09,1.317e+09,3.78e+08,4.8e+09,6.993e+09,3.745e+09,-3.25e+08,-1.57e+08,-1.321e+09,1.942e+09,1e+06,1.943e+09,8.936e+09,-3.4e+08,1.29e+08,-3e+07,3.54e+08,1.13e+08,-1.48e+08,-4e+06,-1.52e+08,-1.7e+07,-2.4e+07,-6.3e+07,-6.3e+07,1.3e+07,-5e+07,-1.64e+08,3.121e+09,5.6e+07,-0.04058,-0.12516,-0.14524,-0.17499,-0.03805,-0.16471,1.67943,3.59907,0.34926,-2.32237,-2.32237,15.99022,13.26485,0.38251,2,-0.04906,0.00825,-14.73171,-8.24573
"26","2016_Q3",19.65984375,"Up",2.584e+09,2.32e+09,2.64e+08,-2.397e+09,1.87e+08,-1.93e+08,-6.4e+07,-1.29e+08,-6e+06,-3.1e+07,-5.9e+07,-6.1e+07,2e+06,2.8e+07,-3.7e+07,-1.6e+07,-5.3e+07,7000000.00000006,-46000000.0000001,-46000000.0000001,-45999999.9999999,-45999999.9999999,8.2e+08,8.2e+08,1.091e+09,1.091e+09,1.675e+09,1.91e+08,1.91e+08,3.777e+09,4.306e+09,5.34e+08,3.24e+08,1.93e+08,1.4e+07,1.17e+08,5.164e+09,8.941e+09,2.043e+09,1.542e+09,4.6e+07,4.55e+08,8.2e+07,1.98e+08,8.9e+07,1.09e+08,2.323e+09,3.058e+09,1.646e+09,1.26e+09,3.58e+08,4.704e+09,7.027e+09,3.706e+09,-2.97e+08,-1.97e+08,-1.299e+09,1.913e+09,1e+06,1.914e+09,8.941e+09,-46000000.0000001,1.29e+08,-51999999.9999999,1.69e+08,2e+08,-6.8e+07,-1.4e+07,-8.2e+07,1.3e+07,4999999.99999997,1.23e+08,1.23e+08,-8e+06,1.15e+08,1.23e+08,3.14e+09,2.17e+08,0.07237,-0.00232,-0.0178,-0.02403,-0.00514000000000001,-4.71739,1.62591,3.67137,0.35119,-0.313819999999999,-0.313820000000001,17.62836,13.05072,1.4804,5,-0.00567,0.03239,18.86179,-386.66667
"27","2016_Q4",25.5271428571429,"Up",2.686e+09,2.37e+09,3.16e+08,-2.36e+09,3.26e+08,-1.98e+08,-7.3e+07,-1.26e+08,1.28e+08,-4.4e+07,-6.2e+07,-6.4e+07,2e+06,1.8e+07,8.4e+07,-1.4e+07,7e+07,-1.9e+07,5.1e+07,5.1e+07,5.1e+07,5.1e+07,1.445e+09,1.445e+09,1.014e+09,1.014e+09,1.742e+09,2.1e+08,2.1e+08,4.411e+09,4.218e+09,5.38e+08,3e+08,1.77e+08,6e+06,1.17e+08,5.056e+09,9.467e+09,2.108e+09,1.566e+09,7.8e+07,4.64e+08,9.2e+07,1.97e+08,8.9e+07,1.08e+08,2.397e+09,2.988e+09,1.48e+09,1.097e+09,3.55e+08,4.468e+09,6.865e+09,4.268e+09,-2.77e+08,-1.45e+08,-1.245e+09,2.601e+09,1e+06,2.602e+09,9.467e+09,5.1e+07,1.26e+08,-1.2e+07,1.02e+08,2.67e+08,-4.6e+07,-2e+06,-4.8e+07,-5.7e+07,4.04e+08,6.23e+08,6.23e+08,2e+06,6.25e+08,2.54e+08,3.08e+09,3.29e+08,0.12137,0.04765,0.01899,0.0196,0.00539,6.45098,1.84022,2.63836,0.32534,0.3154,0.3154,16.61101,16.08534,2.03463,7,0.0081,0.04594,6.43701,12.77344
"28","2017_Q1",33.9896774193548,"Up",2.65e+09,2.329e+09,3.21e+08,-2.415e+09,2.35e+08,-2.22e+08,-1e+08,-1.23e+08,1.3e+07,-3.6e+07,-4.3e+07,-4.3e+07,0,7e+06,-2.3e+07,-8.4e+07,-1.07e+08,2e+06,-1.05e+08,-1.05e+08,-1.05e+08,-1.05e+08,1.515e+09,1.515e+09,9.76e+08,9.76e+08,1.573e+09,2.92e+08,2.92e+08,4.356e+09,3.979e+09,5.28e+08,2.97e+08,1.75e+08,6e+06,1.16e+08,4.804e+09,9.16e+09,2.087e+09,1.602e+09,8.5e+07,4e+08,5e+07,1.94e+08,6.6e+07,1.28e+08,2.331e+09,2.981e+09,1.573e+09,1.216e+09,3.29e+08,4.554e+09,6.885e+09,4.203e+09,-1.82e+08,-2.5e+08,-1.497e+09,2.274e+09,1e+06,2.275e+09,9.16e+09,-1.05e+08,1.23e+08,1.15e+08,4.1e+07,1.74e+08,-3.2e+07,-1e+06,-3.3e+07,-7.4e+07,-5.3e+07,87999999.9999999,87999999.9999999,-1.5e+07,72999999.9999999,1.36e+08,3.031e+09,1.43e+08,0.08868,0.00491,-0.03962,-0.04615,-0.01146,-1.3619,1.86873,3.02637,0.3309,-0.61044,-0.61044,15.40626,13.22032,0.83136,7,-0.01396,0.02079,11.14706,116.61538
"29","2017_Q2",22.7277777777778,"Down",2.725e+09,2.412e+09,3.13e+08,-2.559e+09,1.66e+08,-2.18e+08,-8.1e+07,-1.37e+08,-5.2e+07,-5.9e+07,-6.3e+07,-6.7e+07,4e+06,4e+06,-1.11e+08,-5e+07,-1.61e+08,-1.9e+07,-1.8e+08,-1.8e+08,-1.8e+08,-1.8e+08,1.326e+09,1.326e+09,1.116e+09,1.116e+09,1.718e+09,3.18e+08,3.18e+08,4.478e+09,3.88e+09,5.33e+08,2.95e+08,1.73e+08,4e+06,1.18e+08,4.708e+09,9.186e+09,2.214e+09,1.828e+09,6.6e+07,3.2e+08,2.81e+08,2.23e+08,8.3e+07,1.4e+08,2.718e+09,2.752e+09,1.542e+09,1.18e+09,3.34e+08,4.294e+09,7.012e+09,4.145e+09,-1.19e+08,-4.25e+08,-1.428e+09,2.173e+09,1e+06,2.174e+09,9.186e+09,-1.8e+08,1.37e+08,4.3e+07,-1.37e+08,-1.37e+08,-4.7e+07,-1e+06,-4.8e+07,0,-4e+06,-1.89e+08,-1.89e+08,1e+06,-1.88e+08,8.5e+07,3.033e+09,-8e+07,0.06092,-0.01908,-0.06606,-0.0828,-0.0196,0.44444,1.64753,3.22539,0.33018,-1.03305,-1.03305,15.63917,12.47116,-0.45913,5,-0.02534,-0.01185,20.08235,-32.82692
