"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2017_Q3",19.3369841269841,"Up",230265000,-209712000,20553000,-8312000,-8312000,12241000,-1014000,-46000,-968000,11227000,11227000,-3415000,7812000,7812000,7812000,7812000,42740000,42740000,156535000,156535000,138729000,25420000,25420000,363424000,130918000,29029000,6191000,4804000,18034000,159947000,523371000,176129000,150730000,25399000,185129000,12441000,12441000,12441000,197570000,301021000,66426000,-15985000,325801000,325801000,523371000,7812000,5716000,-1178000,-298000,12052000,-8735000,-669000,-9404000,-9.31322574615479e-10,0,-8368000,-5720000,-5720000,-1559000,-7279000,17957000,0,12339000,0.08926,0.05316,0.03393,0.02398,0.01493,1.57949,1.96309,0.60641,0,0.28563,0.28454,8.4192,11.91229,0.45115,0.0231,0.03648,-2.38013,-3.49154
"12","2017_Q4",20.6301587301587,"Up",232930000,-214212000,18718000,-9179000,-9179000,9539000,332000,-41000,373000,9871000,9871000,-1754000,8117000,8117000,8117000,8117000,40056000,40056000,161703000,161703000,143929000,26830000,26830000,372518000,132131000,28486000,6191000,4822000,17473000,160617000,533135000,179513000,152385000,27128000,186013000,12744000,12744000,12744000,198757000,301753000,74543000,-13260000,334378000,334378000,533135000,8117000,6072000,1463000,-7001000,8651000,-6033000,-2e+05,-6233000,-2500000,-1.16415321826935e-10,-5497000,-3079000,-3079000,395000,-2684000,15611000,-2.27373675443232e-13,4331000,0.08036,0.04095,0.03485,0.02427,0.01523,0.53357,2.00264,0.59441,-4.2351647362715e-22,0.2977,0.29607,8.54287,12.26355,0.15884,0.02338,0.01248,-2.56588,-4.19918
"13","2018_Q1",17.977868852459,"Down",241268000,-223266000,18002000,-9547000,-9547000,8455000,1117000,-104000,1221000,9572000,9572000,-1444000,8128000,8128000,8128000,8128000,44555000,44555000,169785000,169785000,144606000,29219000,29219000,388165000,137549000,29230000,6191000,4581000,18458000,166779000,554944000,189249000,154619000,34630000,199249000,13423000,13423000,13423000,212672000,302483000,82671000,-9084000,342272000,342272000,554944000,8128000,6403000,1988000,-4507000,12012000,-7865000,77000,-7788000,3500000,0,-1505000,2719000,2719000,1780000,4499000,14858000,0,3930000,0.07461,0.03504,0.03369,0.02375,0.01465,0.48351,1.94814,0.62135,0,0.30151,0.29933,8.94977,12.69649,0.14578,0.02285,0.01105,-2.99872,-5.26966
"14","2018_Q2",17.85828125,"Down",253204000,-233751000,19453000,-9930000,-9930000,9523000,1312000,-98000,1410000,10835000,10835000,-2355000,8480000,8480000,8480000,8480000,38316000,38316000,174820000,174820000,164632000,31126000,31126000,408894000,136915000,29693000,6191000,4423000,19079000,166608000,575502000,200098000,166655000,33443000,214098000,12432000,12432000,12432000,226530000,299983000,91151000,-7022000,348972000,348972000,575502000,8480000,6369000,-532000.000000001,-14486000,-169000.000000002,-6072000,6000.00000000001,-6066000,4e+06,-1508000,-948000,-7183000,-7183000,944000,-6239000,15892000,3.63797880709171e-12,-2311000,0.07683,0.03761,0.03349,0.0243,0.01473,-0.27252,1.90985,0.64914,0,0.31572,0.31375,9.42716,12.99274,-0.08604,0.02346,-0.00639000000000001,-2.41102,-4.02352
"15","2018_Q3",19.6769841269841,"Up",258151000,-237152000,20999000,-10739000,-10739000,10260000,326000,-95000,421000,10586000,10586000,-18933000,-8347000,-8347000,-8347000,-8347000,35638000,35638000,173663000,173663000,179862000,26248000,26248000,415411000,140978000,28137000,6191000,4700000,17246000,169115000,584526000,207944000,178366000,29578000,218944000,24506000,24506000,24506000,243450000,301441000,82804000,-5098000,341076000,341076000,584526000,-8347000,6386000,5966000,7565000,11570000,-8529000,-122000,-8651000,-3e+06,0,-6020000,-3101000,-3101000,423000,-2678000,16646000,0,34615000,0.08134,0.03974,-0.03233,-0.02447,-0.01428,-4.147,1.89734,0.71377,0,-0.31186,-0.31186,9.6451,12.74336,1.29329,-0.02283,0.09468,-2.14093,-3.47349
"16","2018_Q4",17.6073015873016,"Down",283938000,-261011000,22927000,-11716000,-11716000,11211000,1918000,-126000,2044000,13129000,13129000,-2294000,10835000,10835000,10835000,10835000,44244000,44244000,189502000,189502000,193240000,25243000,25243000,452229000,141943000,26883000,6191000,4533000,16159000,168826000,621055000,222825000,190775000,32050000,239075000,24862000,24862000,24862000,263937000,302828000,93590000,-1229000,357118000,357118000,621055000,10835000,6824000,1445000,-9617000,9487000,-6686000,-420000,-7106000,5250000,2.3283064365387e-10,5250000,7631000,7631000,975000,8606000,18035000,5.82076609134674e-11,4026000,0.08075,0.03948,0.03816,0.03034,0.01745,0.371570000000001,1.89158,0.73908,5.42101086242752e-20,0.40559,0.4036,10.62881,13.3682,0.15071,0.02837,0.01054,-2.45323,-3.94648
"17","2019_Q1",16.0883606557377,"Down",276768000,-253945000,22823000,-11469000,-11469000,11354000,-1129000,-135000,-994000,10225000,10225000,-4441000,5784000,5784000,5784000,5784000,46428000,46428000,173559000,173559000,201596000,15405000,15405000,436988000,137210000,34560000,6191000,4375000,23994000,171770000,608758000,220234000,187788000,32446000,228571000,24660000,24660000,24660000,253231000,304215000,99374000,-6899000,355527000,355527000,608758000,5784000,6797000,-525000,7256000,19312000,-4328000,-63000,-4391000,-7792000,0,-10885000,4036000,4036000,-1852000,2184000,18151000,0,25520000,0.08246,0.04102,0.0209,0.01627,0.0095,4.41217,1.91183,0.71227,0,0.2171,0.21118,10.38841,13.34461,0.95789,0.01521,0.06712,-2.55788,-4.08913
"18","2019_Q2",15.5084126984127,"Down",265620000,-247434000,18186000,-11154000,-11246000,7032000,-554000,-383000,-171000,6478000,6478000,-1409000,5069000,5069000,5069000,5069000,74969000,74969000,169630000,169630000,188572000,59206000,15587000,492377000,134831000,35668000,6191000,4713000,24764000,170499000,662876000,220791000,192657000,28134000,280062000,23930000,23930000,23930000,303992000,301729000,107493000,-5884000,358884000,358884000,662876000,5069000,6755000,-187000,-21650000,-10013000,-4503000,-143000,-4646000,50950000,-2208000,43714000,29055000,29055000,-514000,28541000,13787000,-9.31322574615479e-10,-10957000,0.06847,0.02647,0.01908,0.01412,0.00765,-2.16157,1.7581,0.84705,8.67361737988404e-19,0.19123,0.19036,10.02075,13.53922,-0.41336,0.01324,-0.02862,-5.43766,-10.66112
"19","2019_Q3",14.8340625,"Down",284149000,-263705000,20444000,-10232000,-10232000,10212000,-1593000,-1073000,-520000,8619000,8619000,-1504000,7115000,7115000,7115000,7115000,35863000,35863000,189717000,189717000,207006000,67672000,18043000,500258000,140283000,60131000,10841000,23727000,25563000,200414000,700672000,231845000,197999000,33846000,320989000,27106000,27106000,27106000,348095000,303125000,114608000,-7478000,352577000,352577000,700672000,7115000,7252000,638000,-9386000,5619000,-3613000,-333000,-47835000,17062000,-3000,3550000,-38666000,-38666000,-440000,-39106000,17464000,0,5969000,0.07195,0.03594,0.02504,0.02018,0.01015,0.83893,1.55849,0.98729,0,0.27373,0.27177,10.93175,13.56431,0.22964,0.01874,0.01572,-2.05354,-3.51185
"20","2019_Q4",16.43890625,"Up",313454000,-286900000,26554000,-12057000,-12057000,14497000,177000,-1146000,1323000,14674000,14674000,-2825000,11849000,11849000,11849000,11849000,47150000,47150000,225775000,225775000,213200000,76115000,23893000,562240000,140560000,59080000,11409000,23038000,24633000,199640000,761880000,249204000,209819000,39385000,284748000,26157000,26157000,117657000,402405000,304515000,126457000,-9080000,359475000,359475000,761880000,11849000,7480000,1270000,-35185000,-14586000,-6655000,-328000,-6983000,37945000,0,33051000,11482000,11482000,-195000,11287000,21977000,91500000,-17038000,0.08471,0.04625,0.0378,0.03296,0.01555,-1.43793,1.97452,1.11942,0.1201,0.46505,0.46042,12.30245,14.10868,-0.66871,0.02483,-0.03571,2.01802,3.05925
"21","2020_Q1",14.9001612903226,"Down",318621000,-295399000,23222000,-12903000,-13118000,10319000,-1605000,-1405000,-2e+05,8714000,8714000,-1189000,7525000,7525000,7525000,7525000,49276000,49276000,225555000,225555000,203840000,76642000,24713000,555313000,143629000,65169000,18104000,22188000,24877000,208798000,764111000,240197000,197001000,43196000,274910000,27847000,27847000,119347000,394257000,305917000,133982000,-7628000,369854000,369854000,764111000,7525000,7386000,2863000,-5542000,12232000,-8858000,-387000,-9245000,-885000,0,-885000,2102000,2102000,24000,2126000,17705000,91500000,4494000,0.07288,0.03239,0.02362,0.02035,0.00985,0.59721,2.01998,1.06598,0.11975,0.29569,0.29184,12.51998,14.53314,0.17659,0.01538,0.00919,2.38486,4.09187
"22","2020_Q2",12.855873015873,"Down",313385000,-291192000,22193000,-11078000,-11078000,11115000,-2402000,-1190000,-1212000,8713000,8713000,-2115000,6598000,6598000,6598000,6598000,55351000,55351000,185771000,185771000,200753000,86177000,25377000,528052000,142895000,68948000,19936000,21505000,27507000,211843000,739895000,231510000,193300000,38210000,249577000,29565000,29565000,121065000,370642000,304112000,140580000,-11572000,369253000,369253000,739895000,6598000,7312000,662000,25047000,39619000,-11559000,-166000,-11725000,-16486000,-1012000,-20588000,7306000,7306000,-1231000,6075000,18427000,91500000,34030000,0.07082,0.03547,0.02105,0.01787,0.00892,5.15762,2.11579,1.00376,0.12367,0.2588,0.25764,12.29202,14.48335,1.33477,0.01346,0.0694,1.96174,3.25227
"23","2020_Q3",13.1125,"Up",307084000,-286573000,20511000,-11827000,-11827000,8684000,143000,-1142000,1285000,8827000,8827000,-2215000,6612000,6612000,6612000,6612000,52203000,52203000,196323000,196323000,202402000,89585000,22578000,540513000,147761000,69691000,19936000,20742000,29013000,217452000,757965000,231138000,195159000,35979000,259068000,30559000,30559000,122059000,381127000,305041000,147192000,-8945000,376838000,376838000,757965000,6612000,7674000,2476000,-17099000,-337000,-10279000,30000,-10249000,9703000,0,6685000,-3901000,-3901000,753000,-3148000,16358000,91500000,-8805000,0.06679,0.02828,0.02153,0.01755,0.00872,-1.33167,2.08638,1.01138,0.12072,0.26189,0.26035,12.16319,14.92605,-0.34875,0.01325,-0.01765,2.40231,4.52522
"24","2020_Q4",14.1784375,"Up",293925000,-273713000,20212000,-9624000,-9624000,10588000,-1893000,-1148000,-745000,8695000,8695000,-2436000,6259000,6259000,6259000,6259000,58312000,58312000,191343000,191343000,198961000,94848000,25374000,543464000,145958000,68828000,19936000,20003000,28889000,214786000,758250000,231162000,191551000,39611000,262063000,29299000,29299000,120799000,382862000,305906000,153451000,-14899000,375388000,375388000,758250000,6259000,7897000,174000.000000001,-2294000,12036000,-5597000,-31000,-5628000,3100000,0,414000,6822000,6822000,-713000,6109000,18485000,91500000,13030000,0.06877,0.03602,0.02129,0.01667,0.00825,2.0818,2.07379,1.01991,0.12067,0.24855,0.24649,11.67203,14.907,0.51743,0.01261,0.02626,1.7954,3.13449
"25","2021_Q1",22.7627868852459,"Up",286156000,-265231000,20925000,-11391000,-11391000,9534000,-2687000,-881000,-1806000,6847000,-1078000,-195000,-1273000,-1273000,-1273000,-1273000,64990000,64990000,180133000,180133000,219043000,94241000,23891000,558407000,154529000,61893000,12011000,19343000,30539000,216422000,774829000,245967000,203703000,42264000,272605000,31359000,31359000,122859000,395464000,306808000,152178000,-79621000,379365000,379365000,774829000,-1273000,7989000,12574000,2200000,21490000,-10771000,-109000,-10880000,-4400000,-45000,-4445000,6165000,6165000,513000,6678000,17523000,118138000,9147000,0.07312,0.03332,-0.00445,-0.00336,-0.00164,-7.18539,2.04841,1.04244,0.15247,-0.05082,-0.05029,11.42431,15.14552,0.36518,-0.00241,0.0173,3.03304,5.57458
"26","2021_Q2",22.5198412698413,"Down",331749000,-301166000,30583000,-12776000,-13117000,17807000,2135000,-816000,2951000,19942000,19942000,-3131000,16811000,16811000,16811000,16811000,73375000,73375000,190794000,190794000,201475000,94592000,24404000,560236000,153578000,66560000,12011000,18943000,35606000,220138000,780374000,238302000,190461000,47841000,257265000,30897000,30897000,122397000,379662000,305207000,168989000,-73484000,400712000,400712000,780374000,16811000,8314000,-639000,-3785000,20701000,-7941000,-381000,-8322000,-5016000,-771000,-5787000,6592000,6592000,1793000,8385000,26121000,110463000,17526000,0.09219,0.05368,0.05067,0.04195,0.02154,1.04253,2.17766,0.94747,0.14155,0.66835,0.66526,13.18924,15.93098,0.69678,0.03101,0.03233,1.41985,2.08278
"27","2021_Q3",22.85265625,"Up",320604000,-290939000,29665000,-13486000,-13486000,16179000,2411000,-590000,3001000,18590000,18590000,-3528000,15062000,15062000,15062000,15062000,93618000,93618000,209054000,209054000,174422000,87360000,25791000,564454000,153572000,67822000,12011000,18205000,37606000,221394000,785848000,248513000,199382000,49131000,273596000,31614000,31614000,92614000,366210000,306120000,184051000,-70533000,419638000,419638000,785848000,15062000,8448000,1100000,26945000,51555000,-6029000,-66000,-6095000,-24650000,0,-27646000,17814000,17814000,2429000,20243000,24627000,86083000,49071000,0.09253,0.05046,0.04698,0.03589,0.01917,3.25793,2.06309,0.87268,0.10954,0.60006,0.59628,12.77256,16.71798,1.95494,0.02803,0.09132,-0.30596,-0.46573
"28","2021_Q4",25.05859375,"Up",310329000,-284323000,26006000,-11368000,-11744000,14638000,-641000,-332000,-309000,13997000,13997000,-3525000,10472000,10472000,10472000,10472000,89651000,89651000,197769000,197769000,181131000,85130000,31959000,553681000,154409000,67143000,12011000,17590000,37542000,221552000,775233000,258266000,208281000,49985000,278784000,31484000,31484000,71484000,350268000,306997000,194523000,-76555000,424965000,424965000,775233000,10472000,8483000,-1716000,14260000,31499000,-8343000,-212000,-8555000,-25296000,0,-25296000,-2352000,-2352000,-1615000,-3967000,23121000,60518000,32563000,0.0838,0.04717,0.03374,0.02464,0.01351,3.10953,1.98606,0.82423,0.07806,0.41806,0.41336,12.38888,16.96535,1.29997,0.02026,0.06299,-1.26002,-1.99023
"29","2022_Q1",19.3812903225806,"Down",329125000,-297344000,31781000,-14702000,-14357000,17079000,446000,-325000,771000,17525000,17525000,-3079000,14446000,14446000,14446000,14446000,106442000,106442000,203382000,203382000,200386000,73183000,27320000,583393000,163251000,67417000,12011000,17008000,38398000,230668000,814061000,274560000,216544000,58016000,300774000,31315000,31315000,71315000,372089000,308123000,208969000,-75120000,441972000,441972000,814061000,14446000,8775000,130000,2989000,26340000,-15556000,-268000,-15824000,5651000,0,5651000,16167000,16167000,624000,16791000,25854000,66214000,16366000,0.09656,0.05189,0.04389,0.03269,0.01775,1.13291,1.93964,0.84188,0.08134,0.57671,0.57162,13.13925,17.6443,0.65336,0.02678,0.03034,-1.55597,-2.35541
"30","2022_Q2",18.8290322580645,"Down",292717000,-277117000,15600000,-10820000,-12204000,4780000,-1249000,-371000,-878000,3531000,3531000,-967000,2564000,2564000,2564000,2564000,89324000,89324000,176881000,176881000,262125000,73853000,27773000,602183000,166085000,69998000,12011000,16606000,41381000,236083000,838266000,293947000,247175000,46772000,326583000,31869000,31869000,71869000,398452000,306086000,211533000,-77805000,439814000,439814000,838266000,2564000,8908000,1263000,-20922000,-8187000,-12505000,-363000,-12868000,6536000,-1571000,4965000,-16090000,-16090000,-1028000,-17118000,13688000,72636000,-18772000,0.05329,0.01633,0.00876,0.00583,0.00306,-7.32137,1.84389,0.90596,0.08665,0.1022,0.10141,11.66761,17.53085,-0.74825,0.00471,-0.03449,-1.21917,-3.49121
"31","2022_Q3",20.38953125,"Up",315264000,-294427000,20837000,-13923000,-13923000,6914000,-209000,-462000,253000,6705000,6705000,-1592000,5113000,5113000,5113000,5113000,56738000,56738000,186175000,186175000,304194000,85655000,28469000,632762000,179046000,71417000,12011000,15893000,43513000,250463000,883225000,304428000,254987000,49441000,367466000,30592000,30592000,70592000,438058000,307996000,216646000,-79475000,445167000,445167000,883225000,5113000,7047000,1866000,-62302000,-48276000,-14463000,-474000,-14937000,30500000,0,30500000,-32713000,-32713000,127000,-32586000,13961000,103038000,-61212000,0.06609,0.02193,0.01622,0.01149,0.00579,-11.97184,1.72196,0.98403,0.11666,0.20334,0.20209,12.53784,17.704,-2.43436,0.00883,-0.10576,3.31638,6.69656
