"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","total_current_liabilities","long_term_debt","other_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","dividend_payout_ratio","net_debt_ebit"
"11","2012_Q4",12.0822580645161,"Up",1.913e+09,-1.413e+09,5e+08,-3.91e+08,-3.91e+08,1.09e+08,-5.7e+07,-6.2e+07,5e+06,5.2e+07,5.1e+07,-1.6e+07,3.5e+07,2.4e+07,-9e+06,1.5e+07,1.5e+07,1.166e+09,1.166e+09,1.156e+09,8.3e+08,1.03e+08,8.3e+07,3.255e+09,1.484e+09,2.277e+09,1.891e+09,1.93e+08,1.93e+08,3.761e+09,7.016e+09,1.75e+09,8.66e+08,8.84e+08,1.967e+09,3.422e+09,9.53e+08,4.375e+09,6.342e+09,3.83e+08,-1.5e+07,9.9e+07,4.67e+08,2.07e+08,6.74e+08,7.016e+09,8.2e+07,1.2e+07,9.4e+07,-2.7e+07,5e+06,1.9e+07,-2e+06,-2.7e+07,0,-7.71e+08,-6.79e+08,-6.79e+08,1.8e+07,-6.61e+08,3.422e+09,0.26137,0.05698,0.00784,0.02226,0.00214,1.6548,9.4095,0.48774,0.04298,0.04261,5.48138,1.33811,0.07736,6,0.00832,1.8,20.69725
"12","2013_Q1",14.5245,"Up",1.831e+09,-1.38e+09,4.51e+08,-3.75e+08,-3.75e+08,7.6e+07,-5.7e+07,-6e+07,3e+06,1.9e+07,-2.6e+07,-3.7e+07,-6.3e+07,-8e+07,-7e+06,-8.7e+07,-8.7e+07,1.351e+09,1.04e+09,9.33e+08,7.26e+08,2.07e+08,1.07e+08,3.217e+09,1.326e+09,2.332e+09,1.894e+09,1.51e+08,2.87e+08,3.658e+09,6.875e+09,1.611e+09,7.88e+08,8.23e+08,1.862e+09,3.422e+09,1.057e+09,4.479e+09,6.341e+09,3.65e+08,-1.02e+08,5.9e+07,3.22e+08,2.12e+08,5.34e+08,6.875e+09,-2.7e+08,1.37e+08,1.91e+08,3e+06,8e+06,-3.1e+07,-1.2e+07,-2.7e+07,0,-2.8e+07,1.51e+08,1.51e+08,-7.45058059692383e-09,1.51e+08,3.422e+09,0.24631,0.04151,-0.04752,-0.16292,-0.01265,1.72771,11.87453,0.49775,-0.24928,-0.25145,5.24642,0.92264,0.07736,6,-0.01197,-0.310339999999999,27.25
"13","2013_Q2",15.8103125,"Up",1.876e+09,-1.368e+09,5.08e+08,-3.76e+08,-3.76e+08,1.32e+08,-4.7e+07,-6e+07,1.3e+07,8.5e+07,8.5e+07,-1.4e+07,7.1e+07,6.2e+07,-9e+06,5.3e+07,5.3e+07,1.032e+09,1.032e+09,1.174e+09,7.63e+08,2.05e+08,1.07e+08,3.174e+09,1.294e+09,2.311e+09,1.891e+09,1.5e+08,2.7e+08,3.605e+09,6.779e+09,1.577e+09,8.63e+08,7.14e+08,1.826e+09,3.421e+09,1.037e+09,4.458e+09,6.284e+09,3.49e+08,-1.03e+08,3.6e+07,2.82e+08,2.13e+08,4.95e+08,6.779e+09,1.3e+08,-3.4e+08,-2.1e+08,-2.6e+07,5e+06,9.6e+07,7e+07,-2.6e+07,-3.5e+07,-6.5e+07,-2.05e+08,-2.05e+08,-7e+06,-2.12e+08,3.421e+09,0.27079,0.07036,0.02825,0.10707,0.00782,1.73823,12.69495,0.50465,0.15143,0.15057,5.36,0.80571,0.07429,5,0.01595,0.49057,18.09848
"14","2013_Q3",15.71046875,"Down",2.149e+09,-1.54e+09,6.09e+08,-4.21e+08,-4.21e+08,1.88e+08,-5.6e+07,-6e+07,4e+06,1.32e+08,1.32e+08,-3.9e+07,9.3e+07,8.8e+07,-1e+07,7.8e+07,7.8e+07,1.223e+09,1.223e+09,1.255e+09,7.91e+08,2.1e+08,1.09e+08,3.479e+09,1.276e+09,2.307e+09,1.894e+09,1.49e+08,2.64e+08,3.583e+09,7.062e+09,1.787e+09,9.98e+08,7.89e+08,2.042e+09,3.421e+09,1.05e+09,4.471e+09,6.513e+09,3.49e+08,-4e+07,4.7e+07,3.56e+08,1.93e+08,5.49e+08,7.062e+09,1.69e+08,99999999.9999998,2.69e+08,-2.6e+07,6e+06,1.2e+07,-7999999.99999999,-6.2e+07,7.45058059692383e-09,-6.2e+07,1.99e+08,1.99e+08,1e+06,2e+08,3.421e+09,0.28339,0.08748,0.0363,0.14208,0.01105,1.70372,11.86339,0.48442,0.2235,0.22159,6.15759,1.02006,0.17765,7,0.02789,0.79487,11.69149
"15","2013_Q4",16.46140625,"Up",2.15e+09,-1.543e+09,6.07e+08,-3.95e+08,-3.95e+08,2.12e+08,-5.2e+07,-5.8e+07,6e+06,1.6e+08,1.6e+08,-3.8e+07,1.22e+08,1.2e+08,-1.1e+07,1.09e+08,1.09e+08,1.288e+09,1.011e+09,1.211e+09,7.77e+08,2.17e+08,1.19e+08,3.493e+09,1.257e+09,2.309e+09,1.9e+09,1.49e+08,2.6e+08,3.566e+09,7.059e+09,1.833e+09,9.86e+08,8.47e+08,1.887e+09,3.421e+09,1.065e+09,4.486e+09,6.373e+09,3.57e+08,3.6e+07,8.1e+07,4.74e+08,2.12e+08,6.86e+08,7.059e+09,1.9e+08,1.01e+08,2.91e+08,-1.2e+07,2e+06,-7.3e+07,-8.3e+07,-2.7e+07,0,-2.29e+08,-2.1e+07,-2.1e+07,4e+06,-1.7e+07,3.421e+09,0.28233,0.0986,0.0507,0.15889,0.01544,1.85109,9.29009,0.48463,0.31322,0.30966,6.17816,1.36207,0.07759,8,0.0263,0.24771,10.06132
"16","2014_Q1",17.5140983606557,"Up",5.86e+08,-3.51e+08,2.35e+08,-1.55e+08,-1.55e+08,8e+07,-7.1e+07,-5.7e+07,-1.4e+07,9e+06,9e+06,5e+06,1.4e+07,5.9e+07,-1.1e+07,4.8e+07,4.8e+07,1.544e+09,1.223e+09,1.004e+09,7.65e+08,1.55e+08,8.2e+07,3.468e+09,1.252e+09,2.237e+09,1.903e+09,1.49e+08,1.85e+08,3.489e+09,6.957e+09,1.68e+09,9.02e+08,7.78e+08,1.686e+09,3.421e+09,1.063e+09,4.484e+09,6.17e+09,3.65e+08,7.9e+07,1.15e+08,5.59e+08,2.28e+08,7.87e+08,6.957e+09,-1.6e+08,1.77e+08,2.95e+08,-3.5e+07,3e+06,-3.9e+07,-5.6e+07,-2.6e+07,0,-2.6e+07,2.13e+08,2.13e+08,-1e+06,2.12e+08,3.421e+09,0.40102,0.13652,0.08191,0.06099,0.0069,2.05694,7.8399,0.49173,0.13598,0.13636,1.66006,1.58357,0.07365,7,0.01404,0.54167,23.4625
"17","2014_Q2",16.8157142857143,"Down",1.965e+09,-1.418e+09,5.47e+08,-3.95e+08,-3.95e+08,1.52e+08,-5.9e+07,-5.6e+07,-3e+06,9.3e+07,9.3e+07,-5e+06,8.8e+07,8.6e+07,-1.2e+07,7.4e+07,7.4e+07,1.211e+09,9.06e+08,1.215e+09,8.38e+08,1.54e+08,1.54e+08,3.418e+09,1.232e+09,2.23e+09,1.903e+09,1.5e+08,1.77e+08,3.462e+09,6.88e+09,1.714e+09,9.54e+08,7.6e+08,1.72e+09,3.421e+09,9.38e+08,4.359e+09,6.079e+09,3.49e+08,9.8e+07,1.15e+08,5.62e+08,2.39e+08,8.01e+08,6.88e+09,1.21e+08,-3.65e+08,-2.44e+08,-2.1e+07,2e+06,1.5e+07,-6e+06,-2.7e+07,-3.9e+07,-6.6e+07,-3.16e+08,-3.16e+08,-1e+06,-3.17e+08,3.421e+09,0.27837,0.07735,0.03766,0.09238,0.01076,1.98721,7.58926,0.49724,0.21083,0.20904,5.59829,1.60114,0.07692,6,0.01957,0.36486,14.53947
"18","2014_Q3",17.69078125,"Up",1.541e+09,-1.031e+09,5.1e+08,-2.88e+08,-2.88e+08,2.22e+08,-5e+07,-5.6e+07,6e+06,1.72e+08,1.72e+08,-3.3e+07,1.39e+08,1.52e+08,-1.3e+07,1.39e+08,1.39e+08,1.423e+09,1.195e+09,1.306e+09,8.94e+08,1.6e+08,1.6e+08,3.783e+09,1.216e+09,2.228e+09,1.902e+09,1.49e+08,1.77e+08,3.444e+09,7.227e+09,1.955e+09,1.122e+09,8.33e+08,2.462e+09,2.921e+09,9.42e+08,3.863e+09,6.325e+09,3.62e+08,2.05e+08,1.19e+08,6.86e+08,2.16e+08,9.02e+08,7.227e+09,2.24e+08,81000000.0000001,3.05e+08,-2.5e+07,1.1e+07,6e+07,4.6e+07,-6.1e+07,999999.999999993,-5.9e+07,2.92e+08,2.92e+08,-3e+06,2.89e+08,2.921e+09,0.33095,0.14406,0.0902,0.1541,0.01923,1.53656,7.0122,0.40418,0.39828,0.39489,4.41547,1.96562,0.17479,6,0.04197,0.43885,6.74775
"19","2014_Q4",18.5509375,"Up",1.834e+09,-1.312e+09,5.22e+08,-3.41e+08,-3.41e+08,1.81e+08,-5e+07,-5.7e+07,7e+06,1.31e+08,1.31e+08,4.15e+08,5.46e+08,5.56e+08,-1.3e+07,5.43e+08,5.43e+08,1.557e+09,1.282e+09,1.229e+09,8.62e+08,3.53e+08,3.53e+08,4.001e+09,1.153e+09,2.219e+09,1.891e+09,1.47e+08,1.81e+08,3.372e+09,7.373e+09,1.91e+09,1.02e+09,8.9e+08,2.415e+09,2.919e+09,6.81e+08,3.6e+09,6.015e+09,3.67e+08,7.16e+08,6.4e+07,1.147e+09,2.11e+08,1.358e+09,7.373e+09,1.98e+08,4.7e+07,2.45e+08,-2.4e+07,0,-7.6e+07,-1e+08,-3.2e+07,0,-3.5e+07,1.1e+08,1.1e+08,-2.3e+07,8.7e+07,2.919e+09,0.28462,0.09869,0.29607,0.39985,0.07365,1.65673,4.42931,0.3959,1.55143,1.53824,5.24,3.27714,0.09143,5,0.11597,0.05893,7.52486
"20","2015_Q1",20.465737704918,"Up",1.666e+09,-1.185e+09,4.81e+08,-3.23e+08,-3.23e+08,1.58e+08,-5.5e+07,-5.6e+07,1e+06,1.03e+08,1.11e+08,-1.6e+07,9.5e+07,1.09e+08,-9e+06,99999999.9999999,99999999.9999999,1.685e+09,1.379e+09,8.2e+08,7.12e+08,4.03e+08,6.8e+07,3.62e+09,1.046e+09,2.542e+09,8.4e+08,1.42e+08,1.56e+09,3.588e+09,7.208e+09,1.406e+09,7.21e+08,6.85e+08,2.211e+09,2.919e+09,9.5e+08,3.869e+09,6.08e+09,3.45e+08,6.9e+08,-1.11e+08,9.24e+08,2.04e+08,1.128e+09,7.208e+09,3.6e+08,1.44e+08,2.96e+08,-4.2e+07,5.1e+07,-4.9e+07,-4e+07,-3.1e+07,-1.19e+08,-1.37e+08,1.19e+08,1.19e+08,-1.8e+07,1.01e+08,2.919e+09,0.28872,0.09484,0.06002,0.08865,0.01387,1.63727,5.39007,0.40497,0.28902,0.28653,4.81503,2.67052,0.0896,7,0.02622,0.31,7.81013
"21","2015_Q2",21.4226984126984,"Up",1.659e+09,-1.164e+09,4.95e+08,-3.3e+08,-3.3e+08,1.65e+08,-5.5e+07,-5.6e+07,1e+06,1.1e+08,1.1e+08,-4e+07,7e+07,7.3e+07,-9e+06,6.4e+07,6.4e+07,1.775e+09,1.578e+09,1.248e+09,8.63e+08,2.93e+08,7.4e+07,4.179e+09,1.106e+09,2.183e+09,1.878e+09,1.58e+08,1.47e+08,3.289e+09,7.468e+09,1.701e+09,1.019e+09,6.82e+08,2.207e+09,3.418e+09,8.84e+08,4.302e+09,6.509e+09,3.43e+08,6.06e+08,-1.8e+08,7.69e+08,1.9e+08,9.59e+08,7.468e+09,1.44e+08,-2.96e+08,-1.52e+08,-2.9e+07,3e+06,6.3e+07,1.1e+07,-3.2e+07,-1.03e+08,3.62e+08,2.21e+08,2.21e+08,-2.6e+07,1.95e+08,3.418e+09,0.29837,0.09946,0.03858,0.06674,0.00857,1.89352,6.78728,0.45769,0.18605,0.18444,4.82267,2.23547,0.09302,4,0.01825,0.5,9.95758
"22","2015_Q3",23.256875,"Up",1.929e+09,-1.292e+09,6.37e+08,-3.58e+08,-3.58e+08,2.79e+08,-5.8e+07,-6.1e+07,3e+06,2.21e+08,2.21e+08,-1.02e+08,1.19e+08,1.15e+08,-1e+07,1.05e+08,1.05e+08,1.507e+09,1.297e+09,1.105e+09,7.79e+08,1.99e+08,7.2e+07,3.59e+09,1.027e+09,1.252e+09,8.45e+08,1.64e+08,2.43e+08,2.279e+09,5.869e+09,1.584e+09,8.89e+08,6.95e+08,1.59e+09,3.419e+09,7.29e+08,4.148e+09,5.738e+09,3.39e+08,-2.39e+08,-1.47e+08,-4.7e+07,1.78e+08,1.31e+08,5.869e+09,2.11e+08,8e+07,2.91e+08,-3.7e+07,3e+06,-2.1e+07,-7.1e+07,-6.6e+07,-1.04e+08,-5.21e+08,-3.01e+08,-3.01e+08,2e+07,-2.81e+08,3.419e+09,0.33022,0.14463,0.05443,0.80153,0.01789,2.25786,43.80153,0.58255,0.30882,0.30523,5.67353,-0.13824,0.19412,6,0.03996,0.62857,6.85305
"23","2015_Q4",25.89515625,"Up",1.839e+09,-1.25e+09,5.89e+08,-3.31e+08,-3.31e+08,2.58e+08,-6e+07,-5.4e+07,-6e+06,1.98e+08,1.98e+08,-7.7e+07,1.21e+08,1.21e+08,-1e+07,1.11e+08,1.11e+08,1.534e+09,1.279e+09,1.006e+09,7.49e+08,2.51e+08,7.4e+07,3.54e+09,1.025e+09,1.162e+09,8.43e+08,1.63e+08,1.56e+08,2.187e+09,5.727e+09,1.554e+09,8.27e+08,7.27e+08,1.56e+09,3.418e+09,7.21e+08,4.139e+09,5.699e+09,3.32e+08,-3.32e+08,-1.59e+08,-1.59e+08,1.87e+08,2.8e+07,5.727e+09,2.26e+08,5.7e+07,2.83e+08,-3.3e+07,1e+06,-5.3e+07,-8.4e+07,-3.2e+07,-1.98e+08,-2.14e+08,-1.5e+07,-1.5e+07,-3e+06,-1.8e+07,3.418e+09,0.32028,0.14029,0.06036,3.96429,0.01938,2.26923,203.53571,0.59682,0.33134,0.3284,5.48955,-0.47463,0.09552,7,0.03432,0.28829,7.30233
