"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","net_extraordinary_gains_losses","discontinued_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",12.1208064516129,"Up",2.741e+09,-2.204e+09,5.37e+08,-2.55e+08,-2.2e+08,-3.5e+07,0,2.82e+08,-5.3e+07,-5.6e+07,2e+06,1e+06,2.29e+08,-4.8e+07,1.81e+08,-6.1e+07,1.2e+08,0,-1e+06,1.2e+08,1.2e+08,1.2e+08,4.35e+08,4.35e+08,1.626e+09,1.807e+09,3.74e+08,2.7e+08,4.242e+09,3.626e+09,1.078e+09,7.4e+07,1.07e+08,1.9e+08,2.23e+08,4.84e+08,4.704e+09,8.946e+09,1.747e+09,1.017e+09,7.3e+08,1.3e+08,1.905e+09,3.55e+09,1.275e+09,3.62e+08,9.13e+08,4.825e+09,6.73e+09,3.262e+09,-6.23e+08,-4.97e+08,2.092e+09,1.24e+08,2.216e+09,8.946e+09,1.2e+08,1.2e+08,1.08e+08,5e+07,-7e+07,2.08e+08,-8.5e+07,1.1e+07,-1.14e+08,-2.4e+07,-8.6e+07,1e+06,1e+06,-5e+06,-1.14e+08,-2e+07,-2e+07,3e+06,-1.7e+07,3.9e+08,3.68e+09,2.96e+08,0.19591,0.10288,0.04378,0.05415,0.01341,2.46667,2.22677,3.037,0.41136,0.50441,0.49834,11.52165,8.79361,1.24422,0.10088,0.02008,0.04128,0.2,8.32051,11.50709
"12","2013_Q1",13.7771666666667,"Up",2.619e+09,-2.199e+09,4.2e+08,-3.05e+08,-2.78e+08,-4e+07,1.3e+07,1.15e+08,-5.3e+07,-5.4e+07,2e+06,-1e+06,6.2e+07,-1.18e+08,-5.6e+07,1.7e+07,-3.9e+07,1e+06,-2.3283064365387e-10,-3.8e+07,-3.8e+07,-3.8e+07,3.87e+08,3.87e+08,1.534e+09,1.819e+09,3.79e+08,2.8e+08,4.119e+09,3.745e+09,1.02e+09,6.8e+07,1.17e+08,2.29e+08,2.38e+08,3.68e+08,4.765e+09,8.884e+09,1.855e+09,1.102e+09,7.53e+08,2.88e+08,2.181e+09,3.414e+09,1.393e+09,2.28e+08,1.165e+09,4.807e+09,6.988e+09,3.266e+09,-6.87e+08,-7.56e+08,1.773e+09,1.23e+08,1.896e+09,8.884e+09,-3.8e+07,-3.8e+07,1.08e+08,5000000.00000001,1.43e+08,2.18e+08,-1.64e+08,3.5e+07,-1.72e+08,-2.4e+07,-6.6e+07,1e+06,1e+06,-6e+06,-9.5e+07,-4.9e+07,-4.9e+07,1e+06,-4.8e+07,2.23e+08,3.702e+09,1.85e+08,0.16037,0.04391,-0.01451,-0.02004,-0.00428,-4.86842,1.88858,3.68565,0.4167,-0.15953,-0.15768,10.99496,7.44332,0.77666,0.10076,-0.002,0.02646,-0.63158,14.86547,28.82609
"13","2013_Q2",14.08359375,"Up",2.702e+09,-2.353e+09,3.49e+08,-2.55e+08,-2.26e+08,-3.6e+07,7e+06,9.4e+07,-5e+07,-5.1e+07,1e+06,460133.865701837,4.4e+07,-7.9e+07,-3.5e+07,2e+07,-1.5e+07,-2e+06,-2e+06,-1.7e+07,-1.7e+07,-1.7e+07,2.47e+08,2.47e+08,1.594e+09,1.797e+09,3.65e+08,2.65e+08,4.003e+09,3.643e+09,1.073e+09,6.3e+07,1.16e+08,2.16e+08,2.36e+08,4.42e+08,4.716e+09,8.719e+09,1.787e+09,1.101e+09,6.86e+08,2.98e+08,2.123e+09,3.489e+09,1.282e+09,1.63e+08,1.119e+09,4.771e+09,6.894e+09,3.29e+09,-7.47e+08,-7.98e+08,1.695e+09,1.3e+08,1.825e+09,8.719e+09,-1.7e+07,-1.7e+07,1.07e+08,-8e+06,-1.56e+08,-7.4e+07,-8.9e+07,1.6e+07,-8.5e+07,-3e+07,5.9e+07,3e+06,3e+06,-1.1e+07,2.1e+07,-1.38e+08,-1.38e+08,-2e+06,-1.4e+08,2.01e+08,3.787e+09,-6.4e+07,0.12916,0.03479,-0.00629,-0.00932,-0.00195,3.76471,1.88554,3.77753,0.43434,-0.07113,-0.07113,11.30544,7.09205,-0.26778,0.12552,0.00189,-0.00928000000000001,-1.76471,17.61194,37.65957
"14","2013_Q3",14.14046875,"Up",2.83e+09,-2.379e+09,4.51e+08,-2.81e+08,-2.33e+08,-3.4e+07,-1.4e+07,1.7e+08,-4.3e+07,-4.7e+07,2e+06,2e+06,1.27e+08,-2.9e+07,9.8e+07,-4.4e+07,5.4e+07,0,2.3283064365387e-10,5.4e+07,5.4e+07,5.4e+07,1.72e+08,1.72e+08,1.685e+09,1.698e+09,3.77e+08,2.86e+08,3.932e+09,3.613e+09,1.109e+09,5.9e+07,1.3e+08,2.19e+08,2.46e+08,4.55e+08,4.722e+09,8.654e+09,1.736e+09,9.96e+08,7.4e+08,3.17e+08,2.091e+09,3.454e+09,1.266e+09,1.71e+08,1.095e+09,4.72e+09,6.811e+09,3.296e+09,-7.32e+08,-8.05e+08,1.709e+09,1.34e+08,1.843e+09,8.654e+09,5.4e+07,5.4e+07,1.09e+08,1.2e+07,-1.03e+08,7.2e+07,-9.2e+07,2.2e+07,-9.7e+07,-3e+07,-2.1e+07,-4.65661287307739e-10,4.65661287307739e-10,3e+06,-4.8e+07,-7.3e+07,-7.3e+07,-2e+06,-7.5e+07,2.79e+08,3.771e+09,1.28e+08,0.15936,0.06007,0.01908,0.0293,0.00624,2.37037,1.88044,3.6956,0.43575,0.22528,0.22296,11.80642,7.12975,0.534,0.12516,0.01221,0.0186,0.555559999999999,12.89964,21.17059
"15","2013_Q4",17.77171875,"Up",2.842e+09,-2.335e+09,5.07e+08,-2.72e+08,-2.38e+08,-3.5e+07,1e+06,2.35e+08,-4.5e+07,-4.8e+07,3e+06,0,1.9e+08,-3.7e+07,1.53e+08,-8.1e+07,7.2e+07,-2e+06,-2e+06,7e+07,7e+07,7e+07,3.97e+08,3.97e+08,1.674e+09,1.695e+09,3.6e+08,2.43e+08,4.126e+09,3.745e+09,1.15e+09,5.5e+07,1.31e+08,2.38e+08,2.74e+08,4.52e+08,4.895e+09,9.021e+09,1.764e+09,1.034e+09,7.3e+08,2.95e+08,2.097e+09,3.574e+09,1.387e+09,2.67e+08,1.12e+09,4.961e+09,7.058e+09,3.299e+09,-6.98e+08,-7.3e+08,1.821e+09,1.42e+08,1.963e+09,9.021e+09,7e+07,7e+07,1.1e+08,1.19e+08,9.1e+07,3.9e+08,-1.14e+08,1.1e+07,-2.06e+08,-3e+07,7e+07,1e+06,1e+06,-2e+06,3.9e+07,2.23e+08,2.23e+08,2e+06,2.25e+08,3.45e+08,3.869e+09,4.03e+08,0.1784,0.08269,0.02463,0.03566,0.00776,5.75714,1.96757,3.59552,0.42889,0.29191,0.28866,11.85154,7.59383,1.68057,0.1251,0.01385,0.05582,0.42857,10.06377,14.77447
"16","2014_Q1",18.2077049180328,"Up",2.705e+09,-2.259e+09,4.46e+08,-2.84e+08,-2.45e+08,-3.5e+07,-4e+06,1.62e+08,-4.2e+07,-4.4e+07,2e+06,0,1.2e+08,-5.7e+07,6.3e+07,-2e+07,4.3e+07,-1e+06,-1e+06,4.2e+07,4.2e+07,4.2e+07,5.2e+08,5.2e+08,1.542e+09,1.741e+09,3.56e+08,2.42e+08,4.159e+09,3.824e+09,1.205e+09,8.7e+07,1.31e+08,2.43e+08,2.85e+08,4.59e+08,5.029e+09,9.188e+09,1.839e+09,1.067e+09,7.72e+08,2.77e+08,2.159e+09,3.633e+09,1.267e+09,3.13e+08,9.54e+08,4.9e+09,7.059e+09,3.307e+09,-6.87e+08,-5.9e+08,1.98e+09,1.49e+08,2.129e+09,9.188e+09,4.2e+07,4.2e+07,1.22e+08,2.1e+07,1.35e+08,3.2e+08,-1.76e+08,2.6e+07,-1.78e+08,-3e+07,9999999.99999999,9e+06,9e+06,-7e+06,-1.8e+07,1.24e+08,1.24e+08,-1e+06,1.23e+08,2.84e+08,3.91e+09,2.63e+08,0.16488,0.05989,0.01553,0.01973,0.00457,6.2619,1.92635,3.31564,0.42556,0.17478,0.1708,11.25676,8.2397,1.09447,0.12484,0.00985,0.036,0.71429,11.93662,20.92593
"17","2014_Q2",20.6398412698413,"Up",2.755e+09,-2.305e+09,4.5e+08,-2.61e+08,-2.29e+08,-3.6e+07,4e+06,1.89e+08,-4.5e+07,-4.8e+07,2e+06,1e+06,1.44e+08,-3.9e+07,1.05e+08,-3.6e+07,6.9e+07,-7e+06,-7e+06,6.2e+07,6.2e+07,6.2e+07,2.77e+08,2.77e+08,1.691e+09,1.911e+09,3.49e+08,2.44e+08,4.228e+09,3.794e+09,1.205e+09,8.2e+07,1.3e+08,2.41e+08,2.85e+08,4.67e+08,4.999e+09,9.227e+09,1.902e+09,1.144e+09,7.58e+08,2.7e+08,2.215e+09,3.621e+09,1.214e+09,2.92e+08,9.22e+08,4.835e+09,7.05e+09,3.336e+09,-6.69e+08,-5.97e+08,2.02e+09,1.57e+08,2.177e+09,9.227e+09,6.2e+07,6.2e+07,1.23e+08,-7e+06,-2.45e+08,-6.7e+07,-1.07e+08,1.4e+07,-1.04e+08,-3e+07,-2.7e+07,4e+06,4e+06,-1.8e+07,-7.1e+07,-2.42e+08,-2.42e+08,-1e+06,-2.43e+08,3.12e+08,3.891e+09,-4e+06,0.16334,0.0686,0.0225,0.02848,0.00672,-0.06452,1.9088,3.2384,0.4217,0.25737,0.25358,11.43628,8.38522,-0.0166,0.12453,0.01263,-0.000550000000000002,0.48387,11.58333,19.12169
"18","2014_Q3",21.57390625,"Up",2.988e+09,-2.483e+09,5.05e+08,-2.76e+08,-2.44e+08,-3.7e+07,5e+06,2.29e+08,-4.9e+07,-5.1e+07,2e+06,0,1.8e+08,-1.3e+07,1.67e+08,-4.3e+07,1.24e+08,0,-1.86264514923096e-09,1.24e+08,1.24e+08,1.24e+08,4.03e+08,4.03e+08,1.819e+09,1.847e+09,3.79e+08,2.79e+08,4.448e+09,3.776e+09,1.218e+09,7.5e+07,1.3e+08,2.4e+08,2.9e+08,4.83e+08,4.994e+09,9.442e+09,1.844e+09,1.117e+09,7.27e+08,2.57e+08,2.144e+09,3.809e+09,1.181e+09,2.7e+08,9.11e+08,4.99e+09,7.134e+09,3.361e+09,-5.82e+08,-5.76e+08,2.153e+09,1.55e+08,2.308e+09,9.442e+09,1.24e+08,1.24e+08,1.16e+08,0,-1.9e+08,5e+07,-1.07e+08,2.7e+07,-9.8e+07,-3e+07,1.85e+08,2.4e+07,2.4e+07,-5e+06,1.74e+08,1.26e+08,1.26e+08,0,1.26e+08,3.45e+08,4.066e+09,9.1e+07,0.16901,0.07664,0.0415,0.05373,0.01313,0.733870000000001,2.07463,3.09099,0.43063,0.51303,0.50509,12.36243,8.90774,0.3765,0.12412,0.02038,0.01205,0.24194,10.61739,15.99563
"19","2014_Q4",19.29171875,"Down",2.884e+09,-2.369e+09,5.15e+08,-2.74e+08,-2.27e+08,-4e+07,-7e+06,2.41e+08,-4.8e+07,-4.9e+07,2e+06,-1e+06,1.93e+08,-3.9e+07,1.54e+08,4e+07,1.94e+08,0,0,1.94e+08,1.94e+08,1.94e+08,5.82e+08,5.82e+08,1.639e+09,1.788e+09,4.85e+08,3.42e+08,4.494e+09,3.703e+09,1.212e+09,7.1e+07,1.26e+08,2.17e+08,2.92e+08,5.06e+08,4.915e+09,9.409e+09,1.805e+09,1.133e+09,6.72e+08,2.74e+08,2.122e+09,3.752e+09,1.139e+09,2.95e+08,8.44e+08,4.891e+09,7.013e+09,3.369e+09,-4.25e+08,-6.6e+08,2.234e+09,1.62e+08,2.396e+09,9.409e+09,1.94e+08,1.94e+08,9.6e+07,3e+07,4e+07,3.6e+08,-1.37e+08,1e+07,-1.35e+08,-3.1e+07,1.4e+07,4e+06,4e+06,-2.8e+07,-4.1e+07,1.84e+08,1.84e+08,-5e+06,1.79e+08,3.37e+08,4.026e+09,2e+08,0.17857,0.08356,0.06727,0.08097,0.02062,1.03093,2.11781,2.92696,0.42789,0.79901,0.78511,11.87809,9.20099,0.82372,0.12768,0.02976,0.02645,0.15979,10.21958,14.29046
"20","2015_Q1",17.8585245901639,"Down",2.951e+09,-2.502e+09,4.49e+08,-3.17e+08,-2.74e+08,-4.5e+07,2e+06,1.32e+08,-5.9e+07,-5.7e+07,0,-2e+06,7.3e+07,-9.5e+07,-2.2e+07,-1.2e+07,-3.4e+07,-1e+06,-1e+06,-3.5e+07,-3.5e+07,-3.5e+07,8.6e+08,8.6e+08,1.665e+09,2.025e+09,4.89e+08,3.65e+08,5.039e+09,4.423e+09,1.461e+09,9.5e+07,1.22e+08,4.35e+08,3.5e+08,4.59e+08,5.884e+09,1.0923e+10,2.014e+09,1.218e+09,7.96e+08,2.67e+08,2.332e+09,4.854e+09,1.786e+09,3.33e+08,1.453e+09,6.64e+09,8.972e+09,3.388e+09,-4.93e+08,-1.067e+09,1.778e+09,1.73e+08,1.951e+09,1.0923e+10,-3.5e+07,-3.5e+07,1.1e+08,4.1e+07,3.01e+08,4.17e+08,-2.5e+08,1.2e+07,-1.269e+09,-3e+07,1.202e+09,1.5e+07,1.5e+07,-5.2e+07,1.135e+09,2.83e+08,2.83e+08,-5e+06,2.78e+08,2.42e+08,5.121e+09,3.05e+08,0.15215,0.04473,-0.01186,-0.01794,-0.0032,-8.71429,2.16081,4.59867,0.46883,-0.14403,-0.14176,12.14403,7.31687,1.25514,0.12346,-0.00056,0.03443,-0.85714,17.60744,32.2803
"21","2015_Q2",18.1998412698413,"Up",2.589e+09,-2.139e+09,4.5e+08,-2.8e+08,-2.46e+08,-4.2e+07,8e+06,1.7e+08,-5.5e+07,-5.6e+07,2e+06,-1e+06,1.15e+08,-9.6e+07,1.9e+07,-2e+06,1.7e+07,-2e+06,-2e+06,1.5e+07,1.5e+07,1.5e+07,9.94e+08,9.94e+08,1.633e+09,1.869e+09,3.91e+08,2.75e+08,4.887e+09,4.25e+09,1.614e+09,9.4e+07,1.19e+08,4.1e+08,3.5e+08,6.41e+08,5.864e+09,1.0751e+10,1.896e+09,1.162e+09,7.34e+08,5.29e+08,2.474e+09,4.829e+09,1.675e+09,3.27e+08,1.348e+09,6.504e+09,8.978e+09,3.417e+09,-5.26e+08,-1.244e+09,1.597e+09,1.76e+08,1.773e+09,1.0751e+10,1.5e+07,1.5e+07,9.5e+07,5e+06,-8.1e+07,3.4e+07,-1.49e+08,8.1e+07,-8.1e+07,-3.1e+07,2.39e+08,6921267.29433681,12718974.479181,-1.9e+07,1.89e+08,1.42e+08,1.42e+08,-8e+06,1.34e+08,2.65e+08,5.358e+09,3.7e+07,0.17381,0.06566,0.00579,0.00845999999999998,0.0014,2.46667,1.97534,5.06373,0.49837,0.0615,0.06068,10.61501,6.54777,0.1517,0.1271,0.00522,0.0042,2.06667,16.46792,25.67059
"22","2015_Q3",13.92546875,"Down",2.74e+09,-2.191e+09,5.49e+08,-2.89e+08,-2.49e+08,-4.1e+07,999999.999999998,2.6e+08,-5.1e+07,-5.3e+07,3e+06,-1e+06,2.09e+08,-1.34e+08,7.5e+07,-3.4e+07,4.1e+07,-2e+06,-2e+06,3.9e+07,3.9e+07,3.9e+07,5.99e+08,5.99e+08,1.721e+09,1.938e+09,3.37e+08,2.32e+08,4.595e+09,4.328e+09,1.655e+09,9.2e+07,1.19e+08,4.44e+08,3.5e+08,6.5e+08,5.983e+09,1.0578e+10,1.946e+09,1.179e+09,7.67e+08,1.27e+08,2.122e+09,4.92e+09,1.694e+09,3.39e+08,1.355e+09,6.614e+09,8.736e+09,3.419e+09,-5.28e+08,-1.183e+09,1.658e+09,1.84e+08,1.842e+09,1.0578e+10,3.9e+07,3.9e+07,9.9e+07,6.4e+07,-5.5e+07,1.47e+08,-1.47e+08,2.9e+07,-1.52e+08,-3.1e+07,-3.34e+08,1e+06,1000000.00000001,-2.7e+07,-3.91e+08,-3.96e+08,-3.96e+08,1e+06,-3.95e+08,3.59e+08,5.047e+09,1.91e+08,0.20036,0.09489,0.01423,0.02117,0.00369,4.89744,2.16541,4.74267,0.47712,0.15977,0.15764,11.22491,6.7923,0.78247,0.127,0.00816,0.02225,0.79487,12.38997,17.10769
"23","2015_Q4",9.67515625,"Down",2.638e+09,-2.165e+09,4.73e+08,-2.9e+08,-2.32e+08,-4.1e+07,-1.7e+07,1.83e+08,-4.9e+07,-4.9e+07,0,0,1.34e+08,-2.2e+07,1.12e+08,-4.9e+07,6.3e+07,0,0,6.3e+07,6.3e+07,6.3e+07,4.33e+08,4.33e+08,1.596e+09,1.85e+09,3.72e+08,2.4e+08,4.251e+09,4.38e+09,1.605e+09,8.6e+07,1.17e+08,4.24e+08,3.46e+08,6.32e+08,5.985e+09,1.0236e+10,1.863e+09,1.037e+09,8.26e+08,1.58e+08,2.065e+09,4.709e+09,1.671e+09,3.48e+08,1.323e+09,6.38e+09,8.445e+09,3.422e+09,-5.03e+08,-1.266e+09,1.603e+09,1.88e+08,1.791e+09,1.0236e+10,6.3e+07,6.3e+07,1.03e+08,3.7e+07,3e+06,2.06e+08,-1.58e+08,1.3e+07,-1.5e+08,-3e+07,-1.73e+08,0,0,-1.3e+07,-2.16e+08,-1.6e+08,-1.6e+08,-6e+06,-1.66e+08,2.86e+08,4.867e+09,1.8e+08,0.1793,0.06937,0.02388,0.03518,0.00615,2.85714,2.0586,4.71524,0.47548,0.25788,0.25568,10.7982,6.5616,0.7368,0.1228,0.01117,0.02161,0.47619,15.5035,24.22951
"24","2016_Q1",8.53803278688525,"Down",1.72e+08,9e+07,2.62e+08,-7.5e+07,-6.4e+07,-1.9e+07,8e+06,1.87e+08,-4.3e+07,-4.7e+07,1e+06,3e+06,1.44e+08,1.38e+08,2.82e+08,2.5e+07,3.07e+08,-2.98e+08,-2.98e+08,9e+06,9e+06,9e+06,2.57e+08,2.57e+08,1.42e+09,1.692e+09,4.65e+08,3.53e+08,3.834e+09,4.446e+09,1.54e+09,8.6e+07,1.16e+08,4.18e+08,3.47e+08,5.73e+08,5.986e+09,9.82e+09,1.747e+09,1.034e+09,7.13e+08,1.7e+08,1.917e+09,4.625e+09,1.649e+09,4.22e+08,1.227e+09,6.274e+09,8.191e+09,3.41e+09,-5.28e+08,-1.305e+09,1.442e+09,1.87e+08,1.629e+09,9.82e+09,3.11e+08,9e+06,1e+06,-3.4e+07,-5.1e+07,1.88e+08,-7e+06,-4.1e+07,-2.17e+08,-2.9e+07,-6e+06,-1e+08,2.3283064365387e-10,-9e+06,-1.44e+08,-1.73e+08,-1.73e+08,-3e+06,-1.76e+08,1.88e+08,4.795e+09,1.05e+08,1.52326,1.08721,0.05233,0.00552,0.00092,11.66667,2,5.02824,0.48829,0.0376700000000001,0.03741,0.71997,6.036,0.43951,0.12139,0.00471,0.01301,3.22222,24.1383,24.26738
"25","2016_Q2",12.2365625,"Up",2.355e+09,-1.939e+09,4.16e+08,-2.65e+08,-2.23e+08,-3.7e+07,-5e+06,1.51e+08,-4.8e+07,-5e+07,1e+06,1e+06,1.03e+08,-1.3e+07,9e+07,-2.7e+07,6.3e+07,-1e+06,-1e+06,6.2e+07,6.2e+07,6.2e+07,2.08e+08,2.08e+08,1.558e+09,1.689e+09,3.75e+08,3.05e+08,3.83e+09,4.437e+09,1.573e+09,1.06e+08,1.23e+08,4.24e+08,3.44e+08,5.76e+08,6.01e+09,9.84e+09,1.679e+09,9.99e+08,6.8e+08,1.03e+08,1.782e+09,4.724e+09,1.649e+09,4.25e+08,1.224e+09,6.373e+09,8.155e+09,3.442e+09,-5.04e+08,-1.289e+09,1.499e+09,1.86e+08,1.685e+09,9.84e+09,6.2e+07,6.2e+07,1e+08,2.4e+07,-9.8e+07,8.8e+07,-9.9e+07,1e+07,-1.01e+08,-3e+07,3e+06,-144244354.364186,-4916152.59949202,-1.1e+07,-3.8e+07,-5.1e+07,-5.1e+07,2e+06,-4.9e+07,2.51e+08,4.827e+09,8.1e+07,0.17665,0.06412,0.02633,0.0368,0.0063,1.30645,2.14927,4.83976,0.49055,0.2626,0.26061,9.97459,6.349,0.34307,0.12706,0.01127,0.00993,0.48387,18.40239,30.5894
"26","2016_Q3",13.32234375,"Up",2.544e+09,-2.087e+09,4.57e+08,-2.52e+08,-2.34e+08,-3.9e+07,2.1e+07,2.05e+08,-4.7e+07,-5e+07,2e+06,1e+06,1.58e+08,-3.1e+07,1.27e+08,-3.2e+07,9.5e+07,-1e+06,-1e+06,9.4e+07,9.4e+07,9.4e+07,3.73e+08,3.73e+08,1.532e+09,1.522e+09,3.64e+08,3.09e+08,3.791e+09,4.377e+09,1.559e+09,9.7e+07,1.23e+08,4.07e+08,3.35e+08,5.97e+08,5.936e+09,9.727e+09,1.593e+09,9.63e+08,6.3e+08,9.6e+07,1.689e+09,4.653e+09,1.677e+09,4.66e+08,1.211e+09,6.33e+09,8.019e+09,3.446e+09,-4.47e+08,-1.32e+09,1.529e+09,1.79e+08,1.708e+09,9.727e+09,9.4e+07,9.4e+07,1.09e+08,5.4e+07,9.8e+07,3.55e+08,-9e+07,1.9e+07,-7.3e+07,-3e+07,-6.5e+07,-115501211.373712,-10499385.1509149,-2e+07,-1.15e+08,1.67e+08,1.67e+08,-2e+06,1.65e+08,3.14e+08,4.749e+09,3.54e+08,0.17964,0.08058,0.03695,0.05504,0.00966,3.76596,2.24452,4.69496,0.48823,0.3978,0.3938,10.76598,6.47059,1.4981,0.12696,0.01524,0.04352,0.31915,13.93631,21.34634
"27","2016_Q4",15.3977777777778,"Up",7.15e+08,-4.18e+08,2.97e+08,-1.47e+08,-1.07e+08,-2.7e+07,-1.3e+07,1.5e+08,-5.5e+07,-5.3e+07,1e+06,-3e+06,9.5e+07,-1.5e+07,8e+07,-6e+06,7.4e+07,-1e+07,-1e+07,6.4e+07,6.4e+07,6.4e+07,4.39e+08,4.39e+08,1.456e+09,1.444e+09,4.44e+08,3.38e+08,3.783e+09,4.298e+09,1.626e+09,9.7e+07,1.23e+08,4.04e+08,3.37e+08,6.65e+08,5.924e+09,9.707e+09,1.681e+09,9.99e+08,6.82e+08,8.8e+07,1.789e+09,4.468e+09,1.679e+09,4.71e+08,1.208e+09,6.147e+09,7.936e+09,3.448e+09,-4.23e+08,-1.287e+09,1.588e+09,1.83e+08,1.771e+09,9.707e+09,7.6e+07,6.4e+07,2.9e+07,4.6e+07,1.42e+08,4.05e+08,-2.5e+07,-2.6e+07,-9.6e+07,-3e+07,-2.09e+08,-53757462.6963821,-10582925.1268803,-5e+06,-2.44e+08,6.5e+07,6.5e+07,1e+06,6.6e+07,1.79e+08,4.556e+09,3.02e+08,0.41538,0.20979,0.08951,0.03614,0.00659,4.71875,2.11459,4.48108,0.46935,0.27096,0.26589,3.0271,6.72312,1.27858,0.12701,0.01174,0.03772,0.46875,23,27.44667
"28","2017_Q1",18.3537096774194,"Up",1.904e+09,-1.556e+09,3.48e+08,-1.44e+08,-2.08e+08,-3.4e+07,9.8e+07,2.04e+08,-3.6e+07,-5e+07,1e+06,1.3e+07,1.68e+08,9e+06,1.77e+08,-4.4e+07,1.33e+08,4e+06,4e+06,1.37e+08,1.37e+08,1.37e+08,3.85e+08,3.85e+08,1.168e+09,9.18e+08,1.084e+09,2.58e+08,3.555e+09,3.034e+09,2.6e+09,4.3e+07,1.21e+08,2.53e+08,2.48e+08,1.935e+09,5.634e+09,9.189e+09,1.261e+09,7.74e+08,4.87e+08,5e+07,1.778e+09,4.122e+09,1.822e+09,3.71e+08,1.451e+09,5.944e+09,7.722e+09,3.45e+09,-3.25e+08,-1.688e+09,1.287e+09,1.8e+08,1.467e+09,9.189e+09,1.33e+08,1.37e+08,8e+07,-1.71e+08,1.96e+08,2.4e+08,-1.04e+08,-3000000.00000001,6.7e+07,-3e+07,-2.89e+08,1e+06,1e+06,-8e+06,-3.26e+08,-1.9e+07,-1.9e+07,-7e+06,-2.6e+07,2.84e+08,4.172e+09,4.2e+08,0.18277,0.10714,0.07195,0.09339,0.01491,3.06569,1.99944,5.2638,0.45402,0.57904,0.56823,8.04734,5.43956,1.77515,0.1268,0.02238,0.05629,0.21898,13.33451,18.56373
"29","2017_Q2",21.2515873015873,"Up",1.932e+09,-1.542e+09,3.9e+08,-2.19e+08,-1.92e+08,-3.4e+07,7e+06,1.71e+08,-4.4e+07,-4.8e+07,3061853.0736954,4e+06,1.27e+08,-9e+06,1.18e+08,-1.9e+07,9.9e+07,-7e+06,-7e+06,9.2e+07,9.2e+07,9.2e+07,4.57e+08,4.57e+08,1.471e+09,1.486e+09,4.21e+08,3.58e+08,3.835e+09,4.186e+09,1.467e+09,8.2e+07,1.22e+08,4.12e+08,3.36e+08,5.15e+08,5.653e+09,9.488e+09,1.794e+09,1.125e+09,6.69e+08,6.1e+07,1.855e+09,4.161e+09,1.823e+09,4.37e+08,1.386e+09,5.984e+09,7.839e+09,3.507e+09,-3e+08,-1.605e+09,1.452e+09,1.97e+08,1.649e+09,9.488e+09,9.9e+07,9.2e+07,7.6e+07,5e+06,-1.1e+08,9.3e+07,-5.1e+07,4e+06,-2.3e+07,-3e+07,-8e+06,1.7e+07,1.7e+07,-1e+07,-3.1e+07,3.9e+07,3.9e+07,5e+06,4.4e+07,2.47e+08,4.222e+09,1.05e+08,0.20186,0.08851,0.04762,0.05579,0.0097,1.1413,2.06739,4.75379,0.44498,0.38753,0.37938,8.13816,6.11626,0.44229,0.12637,0.01586,0.01365,0.32609,15.24291,22.01754
