"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_change_in_long_term_investment","increase_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",10.543064516129,"Down",1.1145e+10,-8.292e+09,2.853e+09,-2.472e+09,-2.472e+09,3.81e+08,-3.7e+07,-3.7e+07,3.44e+08,0,3.44e+08,-1.22e+08,2.2e+08,1.74e+08,1.56e+08,1.56e+08,2.093e+09,2.073e+09,1.968e+09,1.968e+09,7.78e+09,1.098e+09,1.098e+09,1.2939e+10,3.697e+09,3.212e+09,2.447e+09,4.69e+08,7.188e+09,2.0127e+10,9.693e+09,7.557e+09,2.093e+09,6.05e+08,4.13e+08,4.13e+08,1.0711e+10,1.692e+09,1.161e+09,1.161e+09,2.853e+09,1.3564e+10,3.6e+07,3.6e+07,5.676e+09,1.45e+08,5.857e+09,6.563e+09,2.0127e+10,1.74e+08,2.21e+08,7e+07,3.2e+07,3.7e+07,2.66e+08,-1.54e+08,-1.052e+09,1.439e+09,3.3e+07,7.31e+08,-2.03e+08,-2.03e+08,-2.03e+08,7.6e+07,-4e+06,1.4e+07,-1.13e+08,-5.7e+07,-2.28e+08,-3.03e+08,1.6e+07,-1.9e+07,-6.07e+08,1.1e+07,1.1e+07,-1.7e+07,-6e+06,6.02e+08,2.297e+09,7.87e+08,0.25599,0.03419,0.014,0.02377,0.00775,5.04487,1.20801,2.06674,0.11413,0.42916,0.4189,30.66025,16.11279,2.16506,0.15681,6,0.02126,0.07854,0.36538,0.33887,0.53543
"12","2013_Q1",12.5921666666667,"Up",7.941e+09,-6.569e+09,1.372e+09,-5.55e+08,-5.55e+08,8.17e+08,-5e+06,-3e+06,8.12e+08,3.5e+07,8.47e+08,-2.94e+08,5.56e+08,-7.01e+08,-1.921e+09,-1.921e+09,1.199e+09,1.199e+09,2.288e+09,2.288e+09,5.731e+09,1.079e+09,1.079e+09,1.0297e+10,3.471e+09,2.097e+09,1.335e+09,4.03e+08,5.708e+09,1.6005e+10,7.876e+09,5.364e+09,2.224e+09,5.23e+08,4.56e+08,4.56e+08,8.855e+09,1.685e+09,1.099e+09,1.099e+09,2.784e+09,1.1639e+10,3.4e+07,3.4e+07,3.621e+09,9e+07,3.745e+09,4.366e+09,1.6005e+10,-7.01e+08,1.42e+08,1.564e+09,1.1e+07,1.39e+09,1.92e+08,-6.64e+08,-6.74e+08,1.157e+09,3.73e+08,1.197e+09,-1.29e+08,-1.29e+08,-1.29e+08,1.37e+08,7.45058059692383e-09,7.3e+07,-9.2e+07,-5.6e+07,1.38e+08,-3.13e+08,-1e+06,-1.299e+09,-1.53e+09,-4.25e+08,-4.25e+08,-7e+06,-4.32e+08,9.59e+08,2.208e+09,1.316e+09,0.17277,0.10288,-0.24191,-0.43999,-0.12002,-0.685060000000002,1.16285,2.66583,0.13796,-5.34651,-5.20596,22.10131,10.42304,3.66268,0.15586,3,-0.24306,0.17151,-0.02915,1.05214,1.23501
"13","2013_Q2",19.16421875,"Up",1.0373e+10,-7.789e+09,2.584e+09,-2.193e+09,-2.193e+09,3.91e+08,-2.5e+07,-2.8e+07,3.66e+08,-1.27e+08,2.39e+08,-7e+07,1.69e+08,1.52e+08,1.58e+08,1.58e+08,1.386e+09,1.386e+09,1.846e+09,1.846e+09,6.065e+09,1.019e+09,1.019e+09,1.0316e+10,3.407e+09,2.16e+09,1.335e+09,4.71e+08,5.695e+09,1.6011e+10,8.236e+09,5.731e+09,2.233e+09,3.49e+08,4.16e+08,4.16e+08,9.001e+09,1.678e+09,1.025e+09,1.025e+09,2.703e+09,1.1704e+10,5.4e+07,3.4e+07,3.52e+09,9.8e+07,3.672e+09,4.307e+09,1.6011e+10,1.52e+08,2.27e+08,9.8e+07,3.3e+07,1.63e+08,-9.8e+07,6.23e+08,7.65e+08,-1.153e+09,-3.33e+08,3.79e+08,-1.41e+08,-1.41e+08,-1.41e+08,1.2e+07,-5e+06,2e+07,-9.4e+07,0,-1.95e+08,-1.19e+08,1.3e+07,9e+06,-3.05e+08,-2e+07,-2e+07,5e+06,-1.5e+07,6.18e+08,2.027e+09,4.49e+08,0.24911,0.03769,0.01523,0.03668,0.00987,2.84177,1.14609,2.71744,0.1266,0.46172,0.46091,30.31268,10.73057,1.3121,0,4,0.02147,0.06101,0,1.03722,1.63939
"14","2013_Q3",24.83703125,"Up",9.339e+09,-7.078e+09,2.261e+09,-2.082e+09,-2.082e+09,1.79e+08,-2.4e+07,-2.6e+07,1.55e+08,-9.1e+07,63999999.9999999,-3.3e+07,31000000.0000001,-7000000.00000012,1.2e+07,1.2e+07,6.8e+08,6.8e+08,2.135e+09,2.135e+09,6.299e+09,1.07e+09,1.07e+09,1.0184e+10,3.407e+09,2.167e+09,1.342e+09,4.74e+08,5.665e+09,1.5849e+10,8.002e+09,6.055e+09,1.94e+09,1.061e+09,3.85e+08,3.85e+08,9.448e+09,1.165e+09,1.125e+09,1.125e+09,2.29e+09,1.1738e+10,3.4e+07,3.4e+07,3.395e+09,8.6e+07,3.515e+09,4.111e+09,1.5849e+10,-7000000.00000012,2.18e+08,1.42e+08,3.1e+07,1.01e+08,-9.54e+08,-3.23e+08,-2.53e+08,3.19e+08,-6.97e+08,-6.01e+08,-1.75e+08,-1.75e+08,-1.75e+08,4.1e+07,-6e+06,5.3e+07,-1.01e+08,-1.09e+08,2.18e+08,-1.21e+08,2e+06,-17000000.0000001,-2.9e+07,-7.31e+08,-7.31e+08,2.5e+07,-7.06e+08,3.97e+08,2.226e+09,-6.99e+08,0.2421,0.01917,0.00128000000000001,0.00291999999999999,0.000760000000000021,-58.25,1.0779,2.85527,0.14045,0.0354599999999999,0.0354400000000002,27.59752,10.38712,-2.0656,0.3221,3,0.01622,-0.09367,9.08333,3.89421,8.63687
"15","2013_Q4",30.80015625,"Up",9.381e+09,-7.153e+09,2.228e+09,-2.192e+09,-2.192e+09,3.6e+07,-1.7e+07,-2.7e+07,1.9e+07,-3.4e+07,-1.5e+07,6e+06,-9e+06,1e+06,-1e+07,-1e+07,3.09e+08,3.09e+08,2.25e+09,2.25e+09,8.156e+09,1.131e+09,1.131e+09,1.1846e+10,3.407e+09,2.212e+09,1.344e+09,5.24e+08,5.71e+09,1.7556e+10,9.902e+09,7.933e+09,1.96e+09,8.54e+08,3.92e+08,3.92e+08,1.1148e+10,1.158e+09,1.122e+09,1.122e+09,2.28e+09,1.3428e+10,7.4e+07,3.4e+07,3.328e+09,1.05e+08,3.507e+09,4.128e+09,1.7556e+10,1e+06,2.12e+08,5.9e+07,3.1e+07,3.6e+07,-1.71e+08,-8.4e+07,-1.842e+09,1.801e+09,-4.6e+07,1.01e+08,-2.06e+08,-2.06e+08,-2.06e+08,2e+06,-2e+06,-1.4e+07,-2.17e+08,-5.7e+07,-2.23e+08,1.1e+07,1.1e+07,-4e+06,-2.73e+08,-3.89e+08,-3.89e+08,1.8e+07,-3.71e+08,2.48e+08,2.012e+09,-1.35e+08,0.2375,0.00384,-0.00107,-0.00242,-0.00057,13.5,1.06261,3.25291,0.1146,-0.02966,-0.02943,27.82028,10.40036,-0.40036,0.16904,4,0.00647,-0.01859,-5.7,6.86694,47.30556
"16","2014_Q1",20.6480327868852,"Down",9.159e+09,-7.209e+09,1.95e+09,-1.438e+09,-1.438e+09,5.12e+08,-2e+07,-1.8e+07,4.92e+08,-7.76e+08,-2.84e+08,-1.66e+08,-4.5e+08,-5.66e+08,-6.01e+08,-6.01e+08,1.826e+09,1.826e+09,2.704e+09,2.704e+09,6.571e+09,9.46e+08,9.46e+08,1.2047e+10,3.27e+09,1.47e+09,5.28e+08,6.08e+08,4.74e+09,1.6787e+10,8.788e+09,6.951e+09,1.708e+09,1.143e+09,8.79e+08,4.28e+08,1.081e+10,1.153e+09,1.109e+09,1.109e+09,2.262e+09,1.3072e+10,8.8e+07,3.4e+07,2.861e+09,1.12e+08,3.061e+09,3.715e+09,1.6787e+10,-5.66e+08,1.37e+08,1.139e+09,1.2e+07,1.05e+09,8.65e+08,-7.67e+08,4.18e+08,7.68e+08,4.46e+08,1.575e+09,-1.83e+08,-1.83e+08,-1.83e+08,1e+06,0,5.8e+07,-1.26e+08,-5.8e+07,3.27e+08,1.32e+08,-999999.999999996,-5e+06,3.96e+08,1.845e+09,1.845e+09,-5.2e+07,1.793e+09,6.49e+08,2.296e+09,1.497e+09,0.21291,0.0559,-0.06562,-0.16178,-0.0358,-2.49084999999999,1.11443,3.51871,0.13677,-1.7855,-1.80372,27.21034,9.09388,4.44742,0.17231,7,-0.07626,0.21025,-0.0965100000000021,0.724189999999999,0.917970000000004
"17","2014_Q2",20.4642857142857,"Down",9.347e+09,-7.189e+09,2.158e+09,-1.984e+09,-1.984e+09,1.74e+08,-2.2e+07,-2.7e+07,1.52e+08,-6e+06,1.46e+08,-4.9e+07,9.7e+07,-7.3e+07,-8.1e+07,-8.1e+07,9.08e+08,9.08e+08,9.37e+08,9.37e+08,5.461e+09,2.7e+09,8.21e+08,1.0006e+10,2.83e+09,1.495e+09,5.28e+08,7.87e+08,4.325e+09,1.4331e+10,5.864e+09,4.776e+09,1.08e+09,5.44e+08,2.153e+09,1.758e+09,8.561e+09,1.142e+09,1.08e+09,1.08e+09,2.222e+09,1.0783e+10,1.11e+08,3.4e+07,2.723e+09,8.2e+07,2.916e+09,3.548e+09,1.4331e+10,-7.3e+07,2e+08,2.35e+08,2.2e+07,2.29e+08,-3.67e+08,4.73e+08,7.02e+08,-1.118e+09,-4.24e+08,-5e+06,-1.74e+08,-1.74e+08,-1.74e+08,1.1e+07,-1e+06,2.1e+07,-1.16e+08,-5.8e+07,-5.92e+08,9e+06,9e+06,0,-6.41e+08,-7.62e+08,-7.62e+08,7e+06,-7.55e+08,3.74e+08,1.686e+09,-1.18e+08,0.23088,0.01862,-0.00867,-0.02283,-0.00565,1.45679,1.16879,3.03918,0.11765,-0.23894,-0.23754,27.57227,8.60177,-0.34808,0.17109,5,-0.00364,-0.01869,-0.71605,2.08021,4.47126
"18","2014_Q3",23.9728125,"Up",9.266e+09,-6.808e+09,2.458e+09,-2.038e+09,-2.038e+09,4.2e+08,-2.1e+07,-2.6e+07,3.99e+08,7e+06,4.06e+08,-1.69e+08,2.37e+08,2.48e+08,2.66e+08,2.66e+08,1.91e+09,1.91e+09,1.188e+09,1.188e+09,5.437e+09,8.79e+08,8.79e+08,9.414e+09,2.744e+09,1.126e+09,5.28e+08,4.21e+08,3.87e+09,1.3284e+10,6.217e+09,4.968e+09,1.119e+09,43999999.9999999,7.67e+08,3.58e+08,7.028e+09,1.634e+09,1.017e+09,1.017e+09,2.651e+09,9.679e+09,1.43e+08,3.4e+07,2.93e+09,5.29e+08,3.602e+09,3.605e+09,1.3284e+10,2.48e+08,1.75e+08,70000000.0000001,2.3e+07,3.4e+07,-4.69e+08,-3.28e+08,-1.33e+08,3999999.99999976,-1.2e+07,24000000.0000002,-1.27e+08,-1.27e+08,-1.27e+08,2.2e+07,-1999999.99999997,-2.3e+07,-8.7e+07,-5.8e+07,9.85e+08,1.3e+07,1.3e+07,-7e+06,9.33e+08,8.7e+08,8.7e+08,-3.1e+07,8.39e+08,5.95e+08,1.678e+09,1.68e+08,0.26527,0.04533,0.02871,0.07379,0.02002,0.63158,1.3395,2.68488,0.12632,0.78143,0.77101,27.22092,10.58167,0.49354,0.17039,6,0.05143,0.02667,0.21805,-0.38992,-0.552379999999999
"19","2014_Q4",27.0078125,"Up",9.327e+09,-7.17e+09,2.157e+09,-2.036e+09,-2.036e+09,1.21e+08,-1.6e+07,-2.4e+07,1.05e+08,-2.7e+07,7.8e+07,-3.4e+07,4.4e+07,5.4e+07,5.4e+07,5.4e+07,2.17e+09,2.17e+09,1.123e+09,1.123e+09,6.978e+09,9.63e+08,9.63e+08,1.1234e+10,2.726e+09,1.108e+09,5.28e+08,4.05e+08,3.834e+09,1.5068e+10,7.834e+09,6.578e+09,1.165e+09,4.5e+07,7.86e+08,3.68e+08,8.665e+09,1.624e+09,1.035e+09,1.035e+09,2.659e+09,1.1324e+10,2.88e+08,3.5e+07,2.926e+09,5.28e+08,3.742e+09,3.744e+09,1.5068e+10,5.4e+07,1.62e+08,4.8e+07,2.5e+07,2.3e+07,4.1e+07,6.3e+07,-1.543e+09,1.579e+09,-5.8e+07,3.05e+08,-1.21e+08,-1.21e+08,-1.21e+08,1.1e+07,-2e+06,-2e+06,-1.12e+08,-5.8e+07,-6e+06,1.25e+08,1.25e+08,6e+06,6.7e+07,2.6e+08,2.6e+08,0,2.6e+08,2.83e+08,1.669e+09,2.37e+08,0.23126,0.01297,0.00579,0.01442,0.00358,4.38889,1.29648,3.02457,0.11076,0.15757,0.15433,27.21622,10.91917,0.69157,0.16924,6,0.01737,0.03676,1.07407,-1.77032,-4.1405
"20","2015_Q1",29.5637704918033,"Up",1.2399e+10,-1.0125e+10,2.274e+09,-1.534e+09,-1.534e+09,7.4e+08,-1.7e+07,-1.3e+07,7.23e+08,3.4e+07,7.57e+08,1.11e+08,8.68e+08,1.006e+09,9.94e+08,9.94e+08,2.901e+09,2.678e+09,1.308e+09,1.308e+09,5.376e+09,9e+08,9e+08,1.0485e+10,2.598e+09,9.3e+08,4.25e+08,4.04e+08,3.528e+09,1.4013e+10,6.586e+09,5.122e+09,1.317e+09,4.5e+07,8.05e+08,4.06e+08,7.436e+09,1.612e+09,9.76e+08,9.76e+08,2.588e+09,1.0024e+10,3.35e+08,3.5e+07,3.159e+09,4.92e+08,3.986e+09,3.989e+09,1.4013e+10,1.006e+09,1.19e+08,-5.33e+08,1.7e+07,-2.56e+08,1.019e+09,-2.27e+08,8.33e+08,-3.1e+07,4.44e+08,1.611e+09,-1.39e+08,-1.39e+08,-1.39e+08,-1.268e+09,-2.799e+09,3.8e+07,-1.397e+09,-7.7e+07,-4.11e+08,-9.7e+07,-9.7e+07,3e+06,-5.82e+08,-3.68e+08,-3.68e+08,-2.8e+07,-3.96e+08,8.59e+08,1.657e+09,1.628e+09,0.1834,0.05968,0.08017,0.24919,0.07093,1.63783,1.41003,2.51291,0.11825,2.87034,2.80395,35.80422,11.51025,4.70113,0.22235,6,0.16173,0.24585,0.07746,-1.4482,-1.68108
"21","2015_Q2",27.8747619047619,"Down",8.639e+09,-6.672e+09,1.967e+09,-1.755e+09,-1.755e+09,2.12e+08,-1.9e+07,-2.3e+07,1.93e+08,-2e+06,1.91e+08,2.78e+08,4.69e+08,4.61e+08,4.61e+08,4.61e+08,3.066e+09,2.569e+09,8.71e+08,8.71e+08,5.255e+09,9.26e+08,9.26e+08,1.0118e+10,2.525e+09,1.268e+09,4.25e+08,7.43e+08,3.793e+09,1.3911e+10,6.08e+09,4.952e+09,1.081e+09,4.4e+07,7.56e+08,3.62e+08,6.88e+09,1.604e+09,1.003e+09,1.003e+09,2.607e+09,9.487e+09,3.65e+08,3.5e+07,3.562e+09,4.94e+08,4.421e+09,4.424e+09,1.3911e+10,4.61e+08,1.61e+08,-3.72e+08,2.3e+07,6e+06,5.8e+07,4.36e+08,1.21e+08,-1.44e+08,-3.55e+08,3.08e+08,-1.11e+08,-1.11e+08,-1.11e+08,-2.72e+08,-4.96e+08,2.1e+07,-3.62e+08,-5.9e+07,-6e+06,9e+06,9e+06,3e+06,-5.3e+07,-1.07e+08,-1.07e+08,-2e+06,-1.09e+08,3.73e+08,1.648e+09,4.2e+07,0.22769,0.02454,0.05336,0.1042,0.03314,0.09111,1.47064,2.14444,0.11847,1.327,1.31564,24.86759,12.72596,0.1209,0.16983,4,0.0735,0.00594,0.12798,-3.80161,-6.68868
"22","2015_Q3",27.116875,"Down",8.459e+09,-6.481e+09,1.978e+09,-1.748e+09,-1.748e+09,2.3e+08,-1.7e+07,-2.3e+07,2.13e+08,-3e+06,2.1e+08,-7.3e+07,1.37e+08,1.47e+08,1.46e+08,1.46e+08,3.08e+09,2.141e+09,1.005e+09,1.005e+09,5.583e+09,9.43e+08,9.43e+08,1.0611e+10,2.532e+09,1.206e+09,4.25e+08,6.81e+08,3.738e+09,1.4349e+10,6.395e+09,5.244e+09,1.083e+09,4.3e+07,8.13e+08,3.71e+08,7.251e+09,1.592e+09,9.76e+08,9.76e+08,2.568e+09,9.819e+09,3.83e+08,3.5e+07,3.649e+09,4.94e+08,4.526e+09,4.53e+09,1.4349e+10,1.47e+08,1.58e+08,3.3e+07,1.7e+07,9e+06,-1.59e+08,-1.35e+08,-3.26e+08,2.64e+08,3.8e+07,1.79e+08,-1.47e+08,-1.47e+08,-1.47e+08,-4.43e+08,-6.98e+08,8e+06,-5.45e+08,-5.9e+07,-5999999.99999997,8e+06,8e+06,-4e+06,-6.1e+07,-4.27e+08,-4.27e+08,-1e+06,-4.28e+08,3.88e+08,1.635e+09,1.55e+08,0.23383,0.02719,0.01726,0.03223,0.01017,1.06164,1.46338,2.16755,0.11395,0.41798,0.41454,24.21701,12.95734,0.44374,0.16891,5,0.02871,0.02171,0.40411,-3.72423,-6.28261
"23","2015_Q4",26.35484375,"Down",9.032e+09,-6.956e+09,2.076e+09,-1.866e+09,-1.866e+09,2.1e+08,-2.2e+07,-2.2e+07,1.88e+08,0,1.88e+08,-7.2e+07,1.16e+08,1.07e+08,1.07e+08,1.07e+08,3.138e+09,1.929e+09,1.066e+09,1.066e+09,6.9e+09,9.59e+08,9.59e+08,1.2063e+10,2.524e+09,1.175e+09,4.25e+08,6.51e+08,3.699e+09,1.5762e+10,7.752e+09,6.626e+09,1.093e+09,4.4e+07,8.3e+08,3.81e+08,8.626e+09,1.591e+09,9.72e+08,9.72e+08,2.563e+09,1.1189e+10,4.12e+08,3.5e+07,3.689e+09,4.68e+08,4.569e+09,4.573e+09,1.5762e+10,1.07e+08,1.65e+08,4.1e+07,2.3e+07,5e+06,-2.6e+07,-6.4e+07,-1.336e+09,1.406e+09,-3.2e+07,2.87e+08,-1.67e+08,-1.67e+08,-1.67e+08,-2.68e+08,-8.73e+08,-1e+06,-4.35e+08,-6.7e+07,-7e+06,1e+07,1e+07,3e+06,-6.1e+07,-2.09e+08,-2.09e+08,-3e+06,-2.12e+08,3.75e+08,1.635e+09,2.54e+08,0.22985,0.02325,0.01185,0.0234,0.00679,2.37383,1.39845,2.44675,0.10373,0.30563,0.30226,25.79834,13.05056,0.72551,0.19137,7,0.02423,0.03538,0.62617,-4.008,-7.15714
"24","2016_Q1",24.3901639344262,"Down",1.3398e+10,-1.0228e+10,3.17e+09,-2.249e+09,-2.249e+09,9.21e+08,-9e+06,-1.2e+07,9.12e+08,-1.91e+08,7.21e+08,-6.36e+08,8.5e+07,1.82e+08,1.83e+08,1.83e+08,3.281e+09,1.976e+09,1.162e+09,1.162e+09,5.051e+09,3.92e+08,3.92e+08,9.886e+09,2.346e+09,1.287e+09,4.25e+08,8.62e+08,3.633e+09,1.3519e+10,5.764e+09,4.45e+09,1.186e+09,3.95e+08,7.66e+08,4.09e+08,6.925e+09,1.339e+09,8.77e+08,8.77e+08,2.216e+09,9.141e+09,3.2e+07,3.2e+07,4.13e+09,2.71e+08,4.378e+09,4.378e+09,1.3519e+10,1.82e+08,1.73e+08,6.12e+08,4.1e+07,1.41e+08,-3.98e+08,-1.14e+08,1.627e+09,-2.062e+09,1.51e+08,5.69e+08,-2.24e+08,-2.24e+08,-2.24e+08,1.129e+09,-2.14e+08,-9.31322574615479e-10,8.16e+08,-3.14e+08,-9e+06,-1.035e+09,2e+07,-3e+06,-1.361e+09,2.4e+07,2.4e+07,-3.2e+07,-7999999.99999997,1.094e+09,1.734e+09,1.108e+09,0.2366,0.06874,0.01366,0.0418,0.01354,6.05464,1.42758,2.08794,0.12826,0.52107,0.51146,38.1492,12.46583,3.1549,0.89408,7,0.07111,0.15853,1.71585,-1.41408,-1.6797
"25","2016_Q2",25.81984375,"Up",8.443e+09,-6.298e+09,2.145e+09,-1.744e+09,-1.744e+09,4.01e+08,-1.4e+07,-2e+07,3.87e+08,-2.7e+07,3.6e+08,-1.34e+08,2.26e+08,2.29e+08,2.29e+08,2.29e+08,3.065e+09,1.845e+09,1.097e+09,1.097e+09,4.719e+09,4.01e+08,4.01e+08,9.282e+09,2.332e+09,1.287e+09,4.25e+08,8.62e+08,3.619e+09,1.2901e+10,5.562e+09,4.397e+09,1.068e+09,4.4e+07,7.28e+08,3.79e+08,6.334e+09,1.334e+09,8.07e+08,8.07e+08,2.141e+09,8.475e+09,3.2e+07,3.2e+07,4.078e+09,3.16e+08,4.426e+09,4.426e+09,1.2901e+10,2.29e+08,1.62e+08,6.5e+07,3.1e+07,2.6e+07,3.6e+07,7.3e+07,3.65e+08,-7.3e+07,-3.29e+08,4.92e+08,-1.36e+08,-1.36e+08,-1.36e+08,9.2e+07,-5.91e+08,4e+06,-4e+07,-2.38e+08,-3.62e+08,-3.1e+07,2.1e+07,1e+07,-6.21e+08,-1.69e+08,-1.69e+08,4e+07,-1.29e+08,5.63e+08,1.378e+09,5.97e+08,0.25406,0.04749,0.02712,0.05174,0.01775,2.60699,1.46542,1.91482,0.10681,0.64983,0.64038,23.95857,12.55959,1.6941,0.67537,6,0.07064,0.0903,1.0393,-2.99645,-4.20698
"26","2016_Q3",29.09734375,"Up",8.533e+09,-6.471e+09,2.062e+09,-1.773e+09,-1.773e+09,2.89e+08,-1e+07,-1.8e+07,2.79e+08,-2.98023223876953e-08,2.79e+08,-9.7e+07,1.82e+08,1.98e+08,1.98e+08,1.98e+08,3.451e+09,1.861e+09,9.26e+08,9.26e+08,4.908e+09,4.09e+08,4.09e+08,9.694e+09,2.295e+09,1.265e+09,4.25e+08,8.4e+08,3.56e+09,1.3254e+10,6.008e+09,4.8e+09,1.112e+09,4.3e+07,7.49e+08,3.69e+08,6.8e+09,1.341e+09,7.94e+08,7.94e+08,2.135e+09,8.935e+09,3.2e+07,3.2e+07,3.991e+09,2.96e+08,4.319e+09,4.319e+09,1.3254e+10,1.98e+08,1.65e+08,-7999999.99999994,2.6e+07,-2.6e+07,4.5e+08,1.66e+08,-2.04e+08,4.28e+08,59999999.9999999,8.05e+08,-8.4e+07,-1.4e+08,-1.4e+08,-3.68e+08,-7.97e+08,1e+06,-4.51e+08,-9e+07,-12000000.0000001,-2.17e+08,2e+06,-2e+06,-3.21e+08,33000000.0000001,33000000.0000001,-1.5e+07,17999999.9999999,4.54e+08,1.384e+09,9.17e+08,0.24165,0.03387,0.0232,0.04584,0.01494,4.63131,1.42559,2.06877,0.10442,0.56636,0.55948,24.40789,12.35412,2.623,0.25744,7,0.04433,0.14114,0.45455,-4.55286,-7.15225
"27","2016_Q4",35.4793650793651,"Up",8.945e+09,-6.742e+09,2.203e+09,-1.89e+09,-1.89e+09,3.13e+08,-8e+06,-1.6e+07,3.05e+08,-1e+06,3.04e+08,-1.12e+08,1.92e+08,1.94e+08,1.94e+08,1.94e+08,3.118e+09,1.341e+09,1.174e+09,1.174e+09,6.331e+09,3.98e+08,3.98e+08,1.1021e+10,2.298e+09,1.223e+09,4.25e+08,7.98e+08,3.521e+09,1.4542e+10,7.366e+09,6.233e+09,1.09e+09,4.3e+07,7.57e+08,3.77e+08,8.166e+09,1.324e+09,7.91e+08,7.91e+08,2.115e+09,1.0281e+10,3.1e+07,3.1e+07,3.953e+09,2.77e+08,4.261e+09,4.261e+09,1.4542e+10,1.94e+08,1.64e+08,6.1e+07,2.5e+07,8e+06,-3.09e+08,-1.6e+08,-1.53e+09,1.446e+09,-6.5e+07,1.1e+08,-1.69e+08,-1.69e+08,-1.69e+08,-1.88e+08,-7.61e+08,0,-3.57e+08,-8.9e+07,-1e+07,-1.58e+08,4.3e+07,0,-2.57e+08,-5.04e+08,-5.04e+08,-1.2e+07,-5.16e+08,4.77e+08,1.367e+09,1.11e+08,0.24628,0.03499,0.02169,0.04553,0.01334,0.57216,1.34962,2.41281,0.094,0.56281,0.55587,25.9501,12.36147,0.32202,0.2582,7,0.04409,0.01729,0.45876,-3.67086,-5.59425
"28","2017_Q1",37.5129032258065,"Up",1.3482e+10,-1.0452e+10,3.03e+09,-2.14e+09,-2.14e+09,8.9e+08,-9e+06,-1.8e+07,8.81e+08,-8e+06,8.73e+08,-2.66e+08,6.07e+08,6.07e+08,6.07e+08,6.07e+08,3.921e+09,2.24e+09,1.347e+09,1.347e+09,4.864e+09,3.84e+08,3.84e+08,1.0516e+10,2.293e+09,1.047e+09,4.25e+08,6.22e+08,3.34e+09,1.3856e+10,6.233e+09,4.984e+09,1.223e+09,4.4e+07,8.45e+08,4.27e+08,7.122e+09,1.321e+09,7.04e+08,7.04e+08,2.025e+09,9.147e+09,3.1e+07,3.1e+07,4.399e+09,2.79e+08,4.709e+09,4.709e+09,1.3856e+10,6.07e+08,1.63e+08,2.13e+08,2.6e+07,1.4e+07,1.67e+08,-2.72e+08,1.568e+09,-1.283e+09,1.54e+08,1.15e+09,-1.35e+08,-1.35e+08,-1.35e+08,1.08e+08,-8.96e+08,-2e+06,-2.9e+07,-8.8e+07,-1e+07,-1.21e+08,1.05e+08,-4.65661287307739e-10,-2.19e+08,9.02e+08,9.02e+08,-3e+06,8.99e+08,1.053e+09,1.365e+09,1.351e+09,0.22474,0.06601,0.04502,0.1289,0.04381,2.2257,1.47655,1.94245,0.09851,1.78898,1.7733,39.73475,13.87857,3.98173,0.25936,8,0.10254,0.19932,0.14498,-2.42735,-2.87191
