"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","derivative_hedging_assets_short_term","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","intangible_assets","goodwill","derivative_hedging_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","interest_dividends_payable","other_payables_accruals","short_term_debt","short_term_borrowings","current_portion_of_long_term_debt","other_short_term_liabilities","liabilities_from_derivatives_hedging_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","long_term_borrowings","other_long_term_liabilities","pension_liabilities","pensions","deferred_tax_liabilities_long_term","liabilities_from_derivatives_hedging_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",36.4332258064516,"Up",2.206e+09,-7.61e+08,1.445e+09,-1.037e+09,-6.92e+08,-2.65e+08,-8e+07,4.08e+08,-7.2e+07,-1.1e+08,3.8e+07,3.36e+08,2e+06,3.38e+08,-1.08e+08,2.3e+08,2.3e+08,-3e+06,2.27e+08,2.27e+08,5.9e+07,5.9e+07,1.164e+09,1.164e+09,2.31e+08,1.276e+09,1.23e+08,1.095e+09,2.73e+09,1.4404e+10,2.3442e+10,-9.038e+09,8.775e+09,6.7e+07,2.02e+09,6.3e+07,6.625e+09,2.3179e+10,2.5909e+10,9.53e+08,7.24e+08,1.07e+08,1.22e+08,7.31e+08,9.8e+07,6.33e+08,6.25e+08,1.46e+08,4.79e+08,2.309e+09,6.818e+09,6.806e+09,9.351e+09,2.557e+09,1.216e+09,3.331e+09,3e+07,3.433e+09,1.6169e+10,1.8478e+10,3.567e+09,3.969e+09,-1.47e+08,7.389e+09,4.2e+07,7.431e+09,2.5909e+10,2.3e+08,2.65e+08,1.5e+07,5.8e+07,5.68e+08,-3.57e+08,-3.52e+08,-1.01e+08,-2.49e+08,9e+06,-1e+06,-3.42e+08,-1.26e+08,-1.26e+08,-1.26e+08,6.73e+08,7.549e+09,0.65503,0.18495,0.1029,0.03055,0.00876,1.18233,2.48661,0.29137,1.11671,1.12321,10.85229,36.34977,0.49686,6,0.01348,0.44493,11.12927,18.35784
"12","2013_Q1",39.2066666666667,"Up",2.311e+09,-9.49e+08,1.362e+09,-1.092e+09,-7.66e+08,-2.48e+08,-7.8e+07,2.7e+08,-8.9e+07,-1.03e+08,1.4e+07,1.81e+08,-7e+06,1.74e+08,-3.5e+07,1.39e+08,8.3e+07,-2e+06,8.1e+07,8.1e+07,6.5e+07,6.5e+07,1.336e+09,1.336e+09,2.34e+08,1.28e+09,1.08e+08,1.172e+09,2.915e+09,1.4684e+10,2.3631e+10,-8.947e+09,8.74e+09,1.35e+08,2.018e+09,3.9e+07,6.548e+09,2.3424e+10,2.6339e+10,1.048e+09,8.48e+08,1.07e+08,9.3e+07,1.057e+09,2.4e+08,8.17e+08,6.63e+08,1.25e+08,5.38e+08,2.768e+09,6.712e+09,6.7e+09,9.448e+09,2.658e+09,1.498e+09,3.247e+09,2.6e+07,3.517e+09,1.616e+10,1.8928e+10,3.587e+09,3.944e+09,-1.58e+08,7.373e+09,3.8e+07,7.411e+09,2.6339e+10,8.3e+07,2.71e+08,5.8e+07,6.8e+07,4.8e+08,-6.6e+08,-5.85e+08,-1.07e+08,2.14e+08,1e+07,-6e+06,1.11e+08,5999999.99999994,5999999.99999994,5999999.99999994,5.41e+08,7.769e+09,0.58936,0.11683,0.03505,0.01093,0.00308,1.05311,2.55404,0.29496,0.40314,0.40314,11.5018,36.69528,0.53254,5,0.00763,1.32099,14.2403,28.53333
"13","2013_Q2",42.546875,"Up",2.516e+09,-1.024e+09,1.492e+09,-1.088e+09,-7.35e+08,-2.59e+08,-9.4e+07,4.04e+08,-7e+07,-1.07e+08,3.7e+07,3.34e+08,6e+06,3.4e+08,-1.05e+08,2.35e+08,2.35e+08,-1e+06,2.34e+08,2.34e+08,6.5e+07,6.5e+07,1.336e+09,1.336e+09,2.34e+08,1.28e+09,1.08e+08,1.151e+09,2.915e+09,1.4684e+10,2.3631e+10,-8.947e+09,8.74e+09,1.35e+08,2.018e+09,3.9e+07,6.548e+09,2.3424e+10,2.6339e+10,1.048e+09,8.48e+08,1.07e+08,9.3e+07,1.057e+09,2.4e+08,8.17e+08,6.63e+08,1.25e+08,5.38e+08,2.768e+09,6.712e+09,6.7e+09,9.448e+09,2.658e+09,1.498e+09,3.247e+09,2.6e+07,3.517e+09,1.616e+10,1.8928e+10,3.587e+09,3.944e+09,-1.58e+08,7.373e+09,3.8e+07,7.411e+09,2.6339e+10,2.35e+08,2.59e+08,6.5e+07,3.8e+07,5.97e+08,-3.36e+08,-3.32e+08,-1.07e+08,-9e+06,1e+07,-6e+06,-1.12e+08,1.53e+08,1.53e+08,1.53e+08,6.63e+08,7.769e+09,0.593,0.16057,0.093,0.03157,0.00888,1.05311,2.55404,0.29496,1.15115,1.15115,12.37732,36.27106,0.52638,6,0.01385,0.45726,11.61991,19.06931
"14","2013_Q3",42.28328125,"Down",2.225e+09,-9.4e+08,1.285e+09,-1.057e+09,-7.05e+08,-2.68e+08,-8.4e+07,2.28e+08,-7.2e+07,-1.09e+08,3.7e+07,1.56e+08,-5e+06,1.51e+08,-4.4e+07,1.07e+08,1.07e+08,-2e+06,1.05e+08,1.05e+08,6.5e+07,6.5e+07,1.336e+09,1.336e+09,2.34e+08,1.28e+09,1.08e+08,1.151e+09,2.915e+09,1.4684e+10,2.3631e+10,-8.947e+09,8.74e+09,1.35e+08,2.018e+09,3.9e+07,6.548e+09,2.3424e+10,2.6339e+10,1.048e+09,8.48e+08,1.07e+08,9.3e+07,1.057e+09,2.4e+08,8.17e+08,6.63e+08,1.25e+08,5.38e+08,2.768e+09,6.712e+09,6.7e+09,9.448e+09,2.658e+09,1.498e+09,3.247e+09,2.6e+07,3.517e+09,1.616e+10,1.8928e+10,3.587e+09,3.944e+09,-1.58e+08,7.373e+09,3.8e+07,7.411e+09,2.6339e+10,1.07e+08,2.68e+08,6.9e+07,2.26e+08,6.7e+08,-5.9e+08,-5.79e+08,-1.08e+08,-1.59e+08,9e+06,-5e+06,-2.63e+08,-1.72e+08,-1.72e+08,-1.72e+08,4.96e+08,7.769e+09,0.57753,0.10247,0.04719,0.01417,0.00399,1.05311,2.55404,0.29496,0.51064,0.51064,10.82067,35.85653,0.52523,5,0.00865,1.02857,15.53226,33.78947
"15","2013_Q4",42.23734375,"Down",2.387e+09,-9.67e+08,1.42e+09,-1.096e+09,-7.28e+08,-2.84e+08,-8.4e+07,3.24e+08,-5.3e+07,-1.04e+08,5.1e+07,2.71e+08,5e+06,2.76e+08,-7.6e+07,2e+08,2e+08,-2e+06,1.98e+08,1.98e+08,6.5e+07,6.5e+07,1.336e+09,1.336e+09,2.34e+08,1.28e+09,1.08e+08,1.151e+09,2.915e+09,1.4684e+10,2.3631e+10,-8.947e+09,8.74e+09,1.35e+08,2.018e+09,3.9e+07,6.548e+09,2.3424e+10,2.6339e+10,1.048e+09,8.48e+08,1.07e+08,9.3e+07,1.057e+09,2.4e+08,8.17e+08,6.63e+08,1.25e+08,5.38e+08,2.768e+09,6.712e+09,6.7e+09,9.448e+09,2.658e+09,1.498e+09,3.247e+09,2.6e+07,3.517e+09,1.616e+10,1.8928e+10,3.587e+09,3.944e+09,-1.58e+08,7.373e+09,3.8e+07,7.411e+09,2.6339e+10,2e+08,2.84e+08,3.8e+07,-7.4e+07,4.48e+08,-4.31e+08,-4.26e+08,-1.14e+08,1.12e+08,1e+07,-5e+06,3e+06,2.5e+07,2.5e+07,2.5e+07,6.08e+08,7.769e+09,0.59489,0.13574,0.08295,0.02672,0.00752,1.05311,2.55404,0.29496,0.96292,0.95745,11.60851,35.85653,0.55441,5,0.01267,0.57576,12.67105,23.77778
"16","2014_Q1",43.8355737704918,"Up",2.533e+09,-1.894e+09,6.39e+08,-4.01e+08,-4e+07,-2.83e+08,-7.8e+07,2.38e+08,-8.6e+07,-1.07e+08,2.1e+07,1.52e+08,3e+06,1.55e+08,-2.9e+07,1.26e+08,1.26e+08,-2e+06,1.24e+08,1.24e+08,5.2e+07,5.2e+07,1.542e+09,1.542e+09,2.65e+08,9.47e+08,9.9e+07,8.48e+08,2.806e+09,1.58e+10,2.5123e+10,-9.323e+09,7.329e+09,1.22e+08,2.018e+09,2.7e+07,5.162e+09,2.3129e+10,2.5935e+10,1.168e+09,9.62e+08,1.16e+08,9e+07,1.029e+09,1.31e+08,8.98e+08,9.92e+08,1.95e+08,7.97e+08,3.189e+09,7.109e+09,7.098e+09,7.683e+09,1.003e+09,6.53e+08,3.368e+09,4.3e+07,3.269e+09,1.4792e+10,1.7981e+10,3.907e+09,4.15e+09,-1.36e+08,7.921e+09,3.3e+07,7.954e+09,2.5935e+10,1.26e+08,2.83e+08,9e+06,2.1e+07,4.39e+08,-5.64e+08,-5.69e+08,-1.16e+08,2.2e+08,1e+07,-3e+06,1.11e+08,-1.9e+07,-1.9e+07,-1.9e+07,5.21e+08,8.138e+09,0.25227,0.09396,0.04895,0.01559,0.00478,0.8799,2.26062,0.31378,0.59623,0.59961,12.17935,38.08631,0.55776,5,0.01009,0.93548,15.52015,33.97479
"17","2014_Q2",48.7195238095238,"Up",3.93e+09,-2.155e+09,1.775e+09,-1.216e+09,-8.41e+08,-2.8e+08,-9.5e+07,5.59e+08,-7.5e+07,-1.08e+08,3.3e+07,4.84e+08,1e+06,4.85e+08,-1.58e+08,3.27e+08,3.27e+08,-1e+06,3.26e+08,3.26e+08,9.8e+07,9.8e+07,1.811e+09,1.811e+09,2.72e+08,7.92e+08,7.9e+07,7.13e+08,2.973e+09,1.5985e+10,2.5384e+10,-9.399e+09,7.203e+09,1.18e+08,2.018e+09,1.7e+07,5.05e+09,2.3188e+10,2.6161e+10,1.179e+09,9.45e+08,1.16e+08,1.18e+08,1.444e+09,3.75e+08,1.069e+09,9.46e+08,1.4e+08,8.06e+08,3.569e+09,6.923e+09,6.918e+09,7.532e+09,9.58e+08,6.3e+08,3.434e+09,1.6e+07,3.124e+09,1.4455e+10,1.8024e+10,3.894e+09,4.36e+09,-1.37e+08,8.117e+09,2e+07,8.137e+09,2.6161e+10,3.27e+08,2.8e+08,7.6e+07,-1.51e+08,5.32e+08,-4.45e+08,-4.42e+08,-1.16e+08,1.29e+08,-5e+07,-7e+06,-4.4e+07,4.6e+07,4.6e+07,4.6e+07,8.39e+08,8.367e+09,0.45165,0.14224,0.08295,0.04006,0.01246,0.83301,2.21507,0.31983,1.5675,1.5675,18.8965,39.02873,0.55776,5,0.01839,0.35583,9.85578,14.79249
"18","2014_Q3",49.06140625,"Up",2.698e+09,-1.276e+09,1.422e+09,-1.18e+09,-8.11e+08,-2.82e+08,-8.7e+07,2.42e+08,-7.3e+07,-1.03e+08,3e+07,1.69e+08,7e+06,1.76e+08,-5e+07,1.26e+08,1.26e+08,-2e+06,1.24e+08,1.24e+08,7.5e+07,7.5e+07,1.4e+09,1.4e+09,2.77e+08,9.69e+08,9.8e+07,8.71e+08,2.721e+09,1.6307e+10,2.5836e+10,-9.529e+09,7.161e+09,1.12e+08,2.018e+09,2.6e+07,5.005e+09,2.3468e+10,2.6189e+10,1.27e+09,9.46e+08,2.38e+08,8.6e+07,7.4e+08,5.11e+08,2.29e+08,8.09e+08,1.48e+08,6.61e+08,2.819e+09,7.813e+09,7.809e+09,7.531e+09,8.71e+08,5.64e+08,3.542e+09,2.9e+07,3.089e+09,1.5344e+10,1.8163e+10,3.896e+09,4.246e+09,-1.34e+08,8.008e+09,1.8e+07,8.026e+09,2.6189e+10,1.26e+08,2.82e+08,1.21e+08,1.5e+07,5.44e+08,-6.53e+08,-6.25e+08,-1.16e+08,1.82e+08,-2e+06,-6e+06,5.8e+07,-2.3e+07,-2.3e+07,-2.3e+07,5.24e+08,8.553e+09,0.52706,0.0897,0.04596,0.01545,0.00473,0.96524,2.26302,0.32659,0.59623,0.59623,12.97271,38.50463,0.55776,5,0.00995,0.93548,16.17939,35.03306
"19","2014_Q4",53.06421875,"Up",2.595e+09,-1.119e+09,1.476e+09,-1.239e+09,-8.6e+08,-2.93e+08,-8.6e+07,2.37e+08,-6.1e+07,-1.05e+08,4.4e+07,1.76e+08,2e+06,1.78e+08,-2.1e+07,1.57e+08,1.57e+08,-1e+06,1.56e+08,1.56e+08,6e+07,6e+07,1.257e+09,1.257e+09,2.82e+08,1.156e+09,6.8e+07,1.088e+09,2.755e+09,1.6499e+10,2.6169e+10,-9.67e+09,7.122e+09,1.08e+08,2.018e+09,2.9e+07,4.967e+09,2.3621e+10,2.6376e+10,1.105e+09,8.73e+08,1.22e+08,1.1e+08,9.27e+08,6.53e+08,2.74e+08,7.73e+08,1.34e+08,6.39e+08,2.805e+09,7.909e+09,7.906e+09,7.476e+09,7.85e+08,4.99e+08,3.589e+09,1.9e+07,3.083e+09,1.5385e+10,1.819e+10,3.9e+09,4.402e+09,-1.33e+08,8.169e+09,1.7e+07,8.186e+09,2.6376e+10,1.57e+08,2.93e+08,5.4e+07,-2.82e+08,2.22e+08,-3.95e+08,-3.9e+08,-1.16e+08,2.78e+08,0,-9e+06,1.53e+08,-1.5e+07,-1.5e+07,-1.5e+07,5.3e+08,8.836e+09,0.56879,0.09133,0.06012,0.01906,0.00591,0.98217,2.22209,0.335,0.75009,0.75009,12.47746,39.27876,0.55776,4,0.0111,0.74359,16.55849,37.02954
"20","2015_Q1",55.3322950819672,"Up",3.078e+09,-2.472e+09,6.06e+08,-6.6e+07,3.08e+08,-2.9e+08,-8.4e+07,5.4e+08,-1.06e+08,-1.03e+08,-3000000.00000001,4.34e+08,2e+06,4.36e+08,-1.35e+08,3.01e+08,3.01e+08,-2e+06,2.99e+08,2.99e+08,4.8e+07,4.8e+07,1.504e+09,1.504e+09,2.92e+08,1.168e+09,1.28e+08,1.04e+09,3.012e+09,1.682e+10,2.6538e+10,-9.718e+09,8.067e+09,1.02e+08,2.018e+09,4.4e+07,5.903e+09,2.4887e+10,2.7899e+10,1.181e+09,9.73e+08,1.22e+08,8.6e+07,6.72e+08,3.98e+08,2.74e+08,7.24e+08,7.7e+07,6.47e+08,2.577e+09,8.343e+09,8.34e+09,8.637e+09,1.795e+09,1.28e+09,3.742e+09,8e+06,3.092e+09,1.698e+10,1.9557e+10,3.904e+09,4.578e+09,-1.55e+08,8.327e+09,1.5e+07,8.342e+09,2.7899e+10,3.01e+08,2.9e+08,1.35e+08,-1.79e+08,5.47e+08,-5.7e+08,-6.03e+08,-1.22e+08,1.77e+08,0,-1.1e+07,4.4e+07,-1.2e+07,-1.2e+07,-1.2e+07,8.3e+08,9.015e+09,0.19688,0.17544,0.09714,0.03584,0.01072,1.1688,2.3444,0.32313,1.43767,1.43767,14.79986,40.03847,0.58661,6,0.0162,0.40803,10.80361,16.60556
"21","2015_Q2",52.0022222222222,"Down",2.984e+09,-1.698e+09,1.286e+09,-8.35e+08,-5.26e+08,-2.09e+08,-1e+08,4.51e+08,-6.5e+07,-1.06e+08,4.1e+07,3.86e+08,1e+07,3.96e+08,-1.22e+08,2.74e+08,2.74e+08,-1e+06,2.73e+08,2.73e+08,9.9e+07,9.9e+07,1.534e+09,1.534e+09,3e+08,8.55e+08,7.4e+07,7.81e+08,2.788e+09,1.7235e+10,2.7124e+10,-9.889e+09,8.045e+09,1e+08,2.018e+09,4e+07,5.887e+09,2.528e+10,2.8068e+10,1.065e+09,8.25e+08,1.24e+08,1.16e+08,1.66e+08,0,1.66e+08,6.08e+08,5.2e+07,5.56e+08,1.839e+09,8.838e+09,8.828e+09,8.713e+09,1.662e+09,1.282e+09,3.91e+09,2.3e+07,3.118e+09,1.7551e+10,1.939e+10,4.093e+09,4.727e+09,-1.55e+08,8.665e+09,1.3e+07,8.678e+09,2.8068e+10,2.74e+08,2.09e+08,8.2e+07,1.82e+08,7.47e+08,-3.07e+08,-5.56e+08,-1.22e+08,-2e+07,9e+06,-7e+06,-1.4e+08,5.1e+07,5.1e+07,5.1e+07,6.6e+08,9.004e+09,0.43097,0.15114,0.09149,0.03146,0.00973,1.51604,2.23439,0.32079,1.30528,1.30528,14.26727,41.4296,0.58331,4,0.01496,0.44689,13.49242,19.74501
"22","2015_Q3",52.4534375,"Up",2.268e+09,-1.203e+09,1.065e+09,-8.43e+08,-5.32e+08,-2.2e+08,-9.1e+07,2.22e+08,-7.3e+07,-1.13e+08,4e+07,1.49e+08,-1.8e+07,1.31e+08,-2.6e+07,1.05e+08,1.05e+08,4e+06,1.09e+08,1.09e+08,2.3e+08,2.3e+08,1.251e+09,1.251e+09,3.08e+08,9.02e+08,8.9e+07,8.13e+08,2.691e+09,1.7576e+10,2.7579e+10,-1.0003e+10,8.083e+09,9e+07,2.018e+09,3.6e+07,5.939e+09,2.5659e+10,2.835e+10,1.194e+09,8.48e+08,2.55e+08,9.1e+07,4.67e+08,2.98023223876953e-08,4.67e+08,5.71e+08,6.2e+07,5.09e+08,2.232e+09,8.835e+09,8.826e+09,8.726e+09,1.507e+09,1.184e+09,3.964e+09,2.2e+07,3.233e+09,1.7561e+10,1.9793e+10,4.11e+09,4.58e+09,-1.51e+08,8.539e+09,1.8e+07,8.557e+09,2.835e+10,1.05e+08,2.2e+08,9e+07,1.8e+07,4.33e+08,-4.72e+08,-4.8e+08,-1.24e+08,2.97e+08,0,5e+06,1.78e+08,1.31e+08,1.31e+08,1.31e+08,4.42e+08,9.302e+09,0.46958,0.09788,0.04806,0.01274,0.00384,1.20565,2.31308,0.32811,0.51825,0.51825,10.78331,40.59907,0.58956,4,0.00876,1.13761,20.52489,40.86486
"23","2015_Q4",54.49953125,"Up",2.598e+09,-1.328e+09,1.27e+09,-8.29e+08,-5.42e+08,-1.96e+08,-9.1e+07,4.41e+08,-7.4e+07,-1.12e+08,3.8e+07,3.67e+08,-1e+06,3.66e+08,-1.02e+08,2.64e+08,2.64e+08,1e+06,2.65e+08,2.65e+08,6.7e+07,6.7e+07,1.242e+09,1.242e+09,3.07e+08,1.084e+09,9e+07,9.94e+08,2.7e+09,1.7867e+10,2.8014e+10,-1.0147e+10,8.087e+09,8.9e+07,2.018e+09,4.8e+07,5.932e+09,2.5954e+10,2.8654e+10,1.085e+09,8.35e+08,1.31e+08,1.19e+08,6.53e+08,1.85e+08,4.68e+08,5.35e+08,5.6e+07,4.79e+08,2.273e+09,8.856e+09,8.848e+09,8.692e+09,1.422e+09,1.12e+09,4.072e+09,2.7e+07,3.171e+09,1.7548e+10,1.9821e+10,4.117e+09,4.845e+09,-1.5e+08,8.812e+09,2.1e+07,8.833e+09,2.8654e+10,2.64e+08,1.96e+08,1.12e+08,-2.79e+08,2.93e+08,-5.1e+08,-5.36e+08,-1.24e+08,2.06e+08,0,-2e+06,8e+07,-1.63e+08,-1.63e+08,-1.63e+08,6.37e+08,9.509e+09,0.48884,0.16975,0.102,0.03,0.00925,1.18786,2.24397,0.33186,1.25296,1.25296,12.28369,41.6643,0.58629,5,0.01439,0.46792,14.82261,21.41043
"24","2016_Q1",57.7104918032787,"Up",2.487e+09,-1.333e+09,1.154e+09,-9.23e+08,-6.14e+08,-2.27e+08,-8.2e+07,2.31e+08,-7.7e+07,-1.06e+08,2.9e+07,1.54e+08,-9.7e+07,5.7e+07,2e+07,7.7e+07,77000000.0000001,3e+06,8e+07,8e+07,3.7e+07,3.7e+07,1.276e+09,1.276e+09,3.23e+08,9.39e+08,1.29e+08,8.1e+08,2.575e+09,1.8034e+10,2.8121e+10,-1.0087e+10,8.053e+09,8.9e+07,2.018e+09,5.4e+07,5.892e+09,2.6087e+10,2.8662e+10,1.029e+09,8.09e+08,1.31e+08,8.9e+07,9.72e+08,4.99e+08,4.73e+08,5.27e+08,5.7e+07,4.7e+08,2.528e+09,8.76e+09,8.745e+09,8.579e+09,1.361e+09,1.133e+09,3.985e+09,8.6e+07,3.147e+09,1.7339e+10,1.9867e+10,4.123e+09,4.794e+09,-1.45e+08,8.772e+09,2.3e+07,8.795e+09,2.8662e+10,76999999.9999999,2.27e+08,8.3e+07,55999999.9999999,4.43e+08,-5.92e+08,-6.32e+08,-1.31e+08,2.88e+08,-9e+06,1.1e+07,1.59e+08,-3e+07,-3e+07,-3e+07,4.58e+08,9.732e+09,0.46401,0.09288,0.03217,0.00909999999999999,0.00279,1.01859,2.2589,0.33954,0.38036,0.38036,11.82456,41.70688,0.62285,4,0.00778,1.6375,21.16812,41.9697
"25","2016_Q2",62.28109375,"Up",2.566e+09,-1.341e+09,1.225e+09,-8.44e+08,-5.16e+08,-2.29e+08,-9.9e+07,3.81e+08,-5.8e+07,-1.02e+08,4.4e+07,3.23e+08,0,3.23e+08,-8.3e+07,2.4e+08,2.4e+08,7e+06,2.47e+08,2.47e+08,3.5e+07,3.5e+07,1.185e+09,1.185e+09,3.09e+08,8.33e+08,1.09e+08,7.24e+08,2.362e+09,1.8127e+10,2.8273e+10,-1.0146e+10,8.075e+09,9e+07,2.018e+09,5.3e+07,5.914e+09,2.6202e+10,2.8564e+10,8.99e+08,6.49e+08,1.31e+08,1.19e+08,8.27e+08,3.65e+08,4.62e+08,4.83e+08,6.7e+07,4.16e+08,2.209e+09,8.758e+09,8.746e+09,8.687e+09,1.329e+09,1.13e+09,4.066e+09,9.6e+07,3.196e+09,1.7445e+10,1.9654e+10,4.118e+09,4.909e+09,-1.4e+08,8.887e+09,2.3e+07,8.91e+09,2.8564e+10,2.4e+08,2.29e+08,9.3e+07,1.83e+08,7.45e+08,-4.11e+08,-4.37e+08,-1.31e+08,-1.45e+08,-3.3e+07,-1e+06,-3.1e+08,-2e+06,-2e+06,-2e+06,6.1e+08,9.585e+09,0.4774,0.14848,0.09626,0.02772,0.00865,1.06926,2.20584,0.33556,1.17437,1.16785,12.20017,42.25366,0.62285,5,0.01391,0.53036,15.65574,25.06562
"26","2016_Q3",66.1425,"Up",2.262e+09,-1.131e+09,1.131e+09,-8.76e+08,-5.42e+08,-2.43e+08,-9.1e+07,2.55e+08,-6.1e+07,-1.11e+08,5e+07,1.94e+08,1e+06,1.95e+08,-5e+07,1.45e+08,1.45e+08,7e+06,1.52e+08,1.52e+08,3.2e+07,3.2e+07,1.18e+09,1.18e+09,3.32e+08,7.14e+08,5.3e+07,6.61e+08,2.258e+09,1.8295e+10,2.8371e+10,-1.0076e+10,8.216e+09,9.7e+07,2.018e+09,3.5e+07,6.066e+09,2.6511e+10,2.8769e+10,1.105e+09,7.45e+08,2.69e+08,9.1e+07,3.4e+08,1.75e+08,1.65e+08,4.38e+08,4.7e+07,3.91e+08,1.883e+09,9.343e+09,9.331e+09,8.744e+09,1.311e+09,1.136e+09,4.119e+09,9.4e+07,3.22e+09,1.8087e+10,1.997e+10,4.129e+09,4.791e+09,-1.42e+08,8.778e+09,2.1e+07,8.799e+09,2.8769e+10,1.45e+08,2.43e+08,5.8e+07,8.5e+07,5.31e+08,-4.06e+08,-5.01e+08,-1.31e+08,95999999.9999999,0,2e+06,-33000000.0000001,-3e+06,-3e+06,-3e+06,4.98e+08,9.683e+09,0.5,0.11273,0.0672,0.01727,0.00528,1.19915,2.26958,0.33658,0.72269,0.71868,10.75478,41.73541,0.62285,5,0.01039,0.86184,19.37952,37.84706
"27","2016_Q4",65.7974603174603,"Down",2.928e+09,-1.537e+09,1.391e+09,-8.84e+08,-5.62e+08,-2.3e+08,-9.2e+07,5.07e+08,-7.2e+07,-1.11e+08,3.9e+07,4.35e+08,0,4.35e+08,-1.1e+08,3.25e+08,3.25e+08,1.3e+07,3.38e+08,3.38e+08,6.6e+07,6.6e+07,1.25e+09,1.25e+09,3.26e+08,9.53e+08,5.6e+07,7.67e+08,2.595e+09,1.855e+10,2.8748e+10,-1.0198e+10,8.317e+09,9.1e+07,2.018e+09,4.6e+07,6.162e+09,2.6867e+10,2.9462e+10,1.066e+09,8.13e+08,1.38e+08,1.15e+08,4.25e+08,4.1e+08,1.5e+07,4.78e+08,8.5e+07,3.93e+08,1.969e+09,9.478e+09,9.471e+09,8.866e+09,1.28e+09,1.132e+09,4.229e+09,9.9e+07,3.258e+09,1.8344e+10,2.0313e+10,4.137e+09,5.131e+09,-1.38e+08,9.13e+09,1.9e+07,9.149e+09,2.9462e+10,3.25e+08,2.3e+08,1.25e+08,-1.89e+08,4.91e+08,-4.87e+08,-5.65e+08,-1.31e+08,2.25e+08,0,1.4e+07,1.08e+08,3.4e+07,3.4e+07,3.4e+07,7.37e+08,9.903e+09,0.47507,0.17316,0.11544,0.03694,0.01147,1.31793,2.22024,0.33613,1.60704,1.59811,13.92131,43.40901,0.62285,6,0.0168,0.38757,13.34735,19.40237
"28","2017_Q1",69.9179032258065,"Up",2.874e+09,-1.521e+09,1.353e+09,-1.044e+09,-6.82e+08,-2.74e+08,-8.8e+07,3.09e+08,-1.49e+08,-1.28e+08,-2.1e+07,1.6e+08,-8e+06,1.52e+08,-2.8e+07,1.24e+08,1.24e+08,7e+06,1.31e+08,1.31e+08,9.2e+07,9.2e+07,1.522e+09,1.522e+09,3.56e+08,7.92e+08,4.7e+07,7.45e+08,2.762e+09,1.973e+10,3.0029e+10,-1.0299e+10,9.549e+09,8.42e+08,2.286e+09,3.4e+07,6.387e+09,2.9279e+10,3.2041e+10,1.323e+09,1.079e+09,1.48e+08,9.6e+07,5.13e+08,4.99e+08,1.4e+07,6.01e+08,6.9e+07,5.32e+08,2.437e+09,1.1269e+10,1.1262e+10,8.836e+09,1.188e+09,1.152e+09,4.255e+09,9.8e+07,3.295e+09,2.0105e+10,2.2542e+10,4.03e+09,5.114e+09,-1.33e+08,9.011e+09,4.88e+08,9.499e+09,3.2041e+10,1.24e+08,2.74e+08,3.4e+07,-1.15e+08,3.17e+08,-7.04e+08,-1.885e+09,-1.38e+08,9.93e+08,6.54e+08,8.5e+07,1.594e+09,2.6e+07,2.6e+07,2.6e+07,5.83e+08,1.1782e+10,0.47077,0.10752,0.04558,0.01379,0.00409,1.13336,2.37309,0.36772,0.62285,0.63346,13.66457,42.84322,0.65613,8,0.00893,1.05344,20.05146,37.83172
