"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_investment_income_loss","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2016_Q3",23.14171875,"Up",7.64e+08,-297100000,466900000,-405700000,-62300000,-343400000,61200000,-15200000,-2.7e+07,-2e+05,11900000,1e+05,4.6e+07,-5600000,40400000,-16400000,2.4e+07,2.4e+07,2.4e+07,2.4e+07,93316000,93316000,67231000,67231000,94925000,94925000,255472000,1447997000,3245072000,233329000,2410713000,92659000,508371000,4693069000,4948541000,430333000,298456000,131877000,19196000,170833000,170833000,620362000,1913439000,860814000,860814000,2774253000,3394615000,1187592000,365418000,1596000,1553926000,1553926000,4948541000,2.4e+07,62300000,34400000,-9600000,111100000,-69100000,13500000,-82600000,-6800000,-5e+05,-76400000,-29300000,-300000.00000003,-49200000,-14500000,-14500000,-1e+05,-14600000,123500000,1932635000,61200000,0.61113,0.0801,0.03141,0.01544,0.00485,2.55,0.41181,2.18454,0.39055,0.24441,0.24423,7.78052,15.82506,0.62326,0.01003,0.01408,14.89327,30.05423
"12","2016_Q4",25.5544444444444,"Up",779800000,-2.93e+08,486800000,-416400000,-63100000,-353300000,70400000,-1.5e+07,-26700000,-199999.999999999,1.2e+07,-1e+05,55400000,-4900000,50500000,-20100000,30400000,30400000,30400000,30400000,46312000,46312000,57741000,57741000,91574000,91574000,195627000,1537951000,3235678000,231179000,2410713000,75557000,518229000,4773629000,4969256000,413020000,261447000,151573000,19400000,162737000,162737000,595157000,1929628000,877690000,877690000,2807318000,3402475000,1189297000,376094000,2070000,1566781000,1566781000,4969256000,30400000,63100000,42200000,-58400000,77300000,-115800000,5e+05,-116300000,-3399999.99999997,-1100000,-120300000,15699999.9999999,0,-3999999.99999997,-4.7e+07,-4.7e+07,0,-4.7e+07,133500000,1949028000,-20600000,0.62426,0.09028,0.03898,0.0194,0.00612,-0.677629999999999,0.3287,2.17163,0.39222,0.30959,0.3097,7.94142,15.95597,-0.20979,0.0114,-0.00469,14.25255,27.02722
"13","2017_Q1",24.9574193548387,"Down",926100000,-345300000,580800000,-509300000,-82400000,-426900000,71500000,-20800000,-40700000,6e+05,19600000,-3e+05,50700000,-38300000,12400000,16600000,2.9e+07,2.9e+07,2.9e+07,2.9e+07,207100000,207100000,213600000,213600000,262900000,192500000,683600000,3035900000,4922300000,365100000,3.933e+09,90400000,533800000,7958200000,8641800000,830800000,501800000,3.29e+08,81200000,277200000,277200000,1189200000,4355100000,1086800000,1065800000,5441900000,6631100000,1629500000,384400000,-2500000,2010700000,2010700000,8641800000,2.9e+07,82400000,44800000,64200000,220400000,-164600000,5e+05,-165100000,-913400000,-5200000,-1083200000,1132400000,-65900000,1.046e+09,183200000,183200000,7e+05,183900000,153900000,4436300000,36900000,0.62715,0.07721,0.03131,0.01442,0.00336,1.27241,0.57484,3.29791,0.51335,0.2878,0.28754,9.19078,19.95455,0.3662,0.00657,0.0049,27.48018,59.14965
"14","2017_Q2",21.1428571428571,"Down",1281400000,-479400000,8.02e+08,-706500000,-125300000,-581200000,95500000,-56100000,-6.2e+07,5600000,-2300000.00000001,2600000,39400000,-40200000,-799999.999999985,9200000.00000001,8400000.00000001,8400000,8400000.00000001,8400000.00000001,313100000,313100000,144800000,144800000,433100000,211700000,8.91e+08,3162200000,5886800000,362600000,4823700000,105400000,595100000,9.049e+09,9.94e+09,841100000,510400000,330700000,103200000,294500000,294500000,1238800000,4793100000,1306400000,1279800000,6099500000,7338300000,2240300000,366500000,-4400000,2601700000,2601700000,9.94e+09,8400000,125300000,63500000,-24700000,172500000,-157300000,4e+06,-161300000,-584600000,-1600000,-743500000,1.17e+08,-3.4e+07,674300000,103300000,103300000,2900000,106200000,220800000,4896300000,29600000,0.62588,0.07453,0.00656000000000001,0.00323,0.00085,3.52381,0.71924,2.82058,0.49259,0.0692200000000001,0.06919,10.55884,21.43822,0.24391,0.00393,0.00336,20.75725,47.99162
"15","2017_Q3",13.2712698412698,"Down",1202300000,-441900000,760400000,-768300000,-133300000,-6.35e+08,-7900000,-266700000,-7e+07,-6e+05,-1.95e+08,-1100000,-274600000,-11500000,-286100000,109600000,-176500000,-176500000,-176500000,-176500000,127800000,127800000,153800000,153800000,340700000,230200000,622300000,3.254e+09,5935400000,389400000,4832200000,204700000,509100000,9189400000,9811700000,767600000,477800000,289800000,86200000,292800000,292800000,1146600000,4848200000,1339400000,1292500000,6187600000,7334200000,2242500000,163600000,72100000,2477500000,2477500000,9811700000,-176500000,133300000,106700000,-126200000,-62700000,-138300000,18400000,-156700000,1e+06,-1200000,-138500000,29400000,4500000,6900000,-194300000,-194300000,8800000,-185500000,125400000,4934400000,-248700000,0.63245,-0.00657,-0.1468,-0.07124,-0.01799,1.40907,0.54274,2.96032,0.50291,-1.34505,-1.34549,9.16234,18.88022,-1.89526,-0.01716,-0.02842,38.33014,-608.43038
"16","2017_Q4",11.344126984127,"Down",1178700000,-425500000,753200000,-751800000,-135300000,-616500000,1400000,-56200000,-71400000,16600000,-1799999.99999994,4e+05,-54800000.0000001,-5500000,-60300000,17600000,-42700000.0000001,-42700000,-42700000,-42700000,2.6e+08,2.6e+08,128900000,128900000,233100000,233100000,6.22e+08,3244500000,6044200000,387800000,4889500000,222200000,544700000,9288700000,9910700000,806500000,469100000,337400000,89100000,284600000,284600000,1180200000,4871800000,1433500000,1386100000,6305300000,7485500000,2242100000,94500000,105800000,2425200000,2425200000,9910700000,-42700000,135300000,9200000,1.8e+07,119800000,-149600000,1e+05,-149700000,94700000,127600000,72700000,-10700000,-6800000,-60200000,132300000,132300000,8200000,140500000,136700000,4960900000,-12500000,0.63901,0.00119000000000002,-0.03623,-0.01761,-0.00431,0.29274,0.52703,3.08655,0.50056,-0.32564,-0.32564,8.98906,18.49519,-0.0953299999999999,-0.00187,-0.00142,34.38844,3357.78571
"17","2018_Q1",11.6313114754098,"Up",1416800000,-509600000,907200000,-787600000,-144700000,-642900000,119600000,-56100000,-70600000,1e+06,13900000,-4e+05,63500000,-49400000,14100000,-290500000,-276400000,-276400000,-276400000,-276400000,3.1e+08,3.1e+08,271500000,271500000,290900000,210900000,872400000,3116500000,5.817e+09,380500000,4931700000,28900000,475900000,8933500000,9805900000,920700000,569600000,351100000,87700000,4.01e+08,4.01e+08,1409400000,4.799e+09,1484300000,1434700000,6283300000,7692700000,2243700000,-207900000,125600000,2113200000,2113200000,9805900000,-276400000,144700000,399100000,40400000,307800000,-157500000,1600000,-159100000,-1600000,9100000,-1.5e+08,-81500000,-3800000,-128700000,29100000,29100000,-2200000,26900000,264300000,4886700000,437700000,0.64032,0.08442,-0.19509,-0.1308,-0.02819,-1.58357,0.61899,3.64031,0.49834,-2.13803,-2.13803,10.95933,16.34617,3.38573,-0.02953,0.05159,17.31631,38.26672
"18","2018_Q2",13.349375,"Up",1383600000,-492700000,890900000,-776300000,-130500000,-645800000,114600000,-7.7e+07,-7.2e+07,5200000,-8999999.99999999,-1200000,37600000,-15200000,22400000,-4700000.00000006,17700000.0000001,17699999.9999999,17699999.9999999,17699999.9999999,300900000,300900000,167100000,167100000,270100000,215700000,738100000,3091300000,5856300000,3.78e+08,4944200000,28200000,505900000,8947600000,9685700000,802700000,454200000,348500000,86600000,332900000,332900000,1222200000,4817200000,1.561e+09,1512500000,6378200000,7600400000,2244700000,-251700000,140500000,2085300000,2085300000,9685700000,17699999.9999999,130500000,76700000.0000001,-59500000,165400000,-103500000,3800000,-107300000,-10700000,-599999.999999985,-114800000,-21400000,-1700000,-62400000,-11800000,-11800000,6e+06,-5800000,245100000,4903800000,86799999.9999999,0.6439,0.08283,0.01279,0.00849,0.00183,4.90395,0.60391,3.64475,0.50629,0.13823,0.13823,10.80549,16.28555,0.67788,0.00509,0.01015,18.77968,40.1649199999996
"19","2018_Q3",15.2977777777778,"Up",1442500000,-543600000,898900000,-804900000,-137700000,-667200000,9.4e+07,-59700000,-7.2e+07,1500000,1.3e+07,-2200000,34300000,-14700000,19600000,2600000,22200000,22200000,22200000,22200000,316400000,316400000,179100000,179100000,345400000,214900000,840900000,3028100000,5662800000,365300000,4830700000,28200000,438600000,8690900000,9531800000,8.48e+08,535800000,312200000,84200000,311200000,311200000,1243400000,4739400000,1578700000,1534400000,6318100000,7561500000,2248700000,-255500000,33500000,1970300000,1970300000,9531800000,22200000,137700000,23800000,-5.2e+07,131700000,-124100000,9700000,-133800000,7100000,50300000,-66700000,-21400000,-2200000,-55500000,9500000,9500000,5400000,14900000,231700000,4823600000,5.3e+07,0.62315,0.06516,0.01539,0.01127,0.00233,2.38739,0.67629,3.83774,0.50605,0.17339,0.17339,11.26619,15.3884,0.41394,0.00571,0.00633,19.45274,47.94894
"20","2018_Q4",14.9406349206349,"Down",1221400000,-442400000,7.79e+08,-782800000,-130200000,-652600000,-3800000,-57100000,-73700000,7e+05,7e+07,-54100000,-60900000,-28400000,-89300000,-11100000,-100400000,-100400000,-100400000,-100400000,333300000,333300000,155200000,155200000,1.98e+08,1.98e+08,686500000,3028600000,5647900000,359300000,4820800000,29500000,438300000,8676500000,9.363e+09,782200000,395100000,387100000,8.3e+07,293200000,293200000,1158400000,5.357e+09,1592700000,1548400000,6949700000,8108100000,1995900000,-710600000,2.6e+07,1254900000,1254900000,9.363e+09,-100400000,130200000,21700000,-49800000,1699999.99999997,-133400000,4e+05,-133800000,200900000,-299999.999999993,67200000,585600000,-12100000,-37400000,31500000,31500000,-14600000,16900000,126400000,5.44e+09,-45700000,0.63779,-0.00311000000000002,-0.0822,-0.08001,-0.01072,0.45518,0.59263,6.46115,0.58101,-0.81577,-0.81577,9.92411,10.1963,-0.37132,0.01033,-0.00551,40.40111,-1343.86842
"21","2019_Q1",13.1809836065574,"Down",1413300000,-502400000,910900000,-805600000,-139400000,-666200000,105300000,9.4e+07,-83100000,-1200000,12700000,165600000,199300000,-28300000,1.71e+08,-4e+05,170600000,170600000,170600000,170600000,313300000,313300000,259500000,259500000,208500000,208500000,781300000,3039600000,5674900000,352100000,4788700000,28600000,505500000,8714500000,9495800000,831100000,452600000,378500000,82200000,414800000,414800000,1328100000,4707800000,2061900000,2020300000,6769700000,8097800000,1999800000,-550900000,5500000,1.398e+09,1.398e+09,9495800000,170600000,139400000,-124200000,38600000,224400000,7200000,208600000,-201400000,-208700000,-1400000,-202900000,-16900000,-1200000,-39500000,-1.8e+07,-1.8e+07,-2300000,-20300000,244700000,4.79e+09,290900000,0.64452,0.07451,0.12071,0.12203,0.01797,1.70516,0.58828,5.79242,0.50443,1.65108,1.20769,13.67807,13.52999,2.81536,0.02319,0.03526,18.29465,42.51377
"22","2019_Q2",12.5111111111111,"Down",1200400000,-426800000,773600000,-8.04e+08,-1.13e+08,-6.91e+08,-30400000,-80600000,-73400000,16100000,6499999.99999999,-29800000,-1.11e+08,-13500000,-124500000,-5700000,-130200000,-130200000,-130200000,-130200000,184600000,184600000,193800000,193800000,173200000,173200000,551600000,2600800000,10320800000,1.99e+08,4787900000,3.1e+07,5302900000,12921600000,13473200000,725200000,382800000,342400000,26800000,940800000,370100000,1692800000,4737700000,5739200000,5693400000,10476900000,12169700000,2002700000,-623400000,-19400000,1303500000,1303500000,13473200000,-130200000,1.13e+08,73100000,-54500000,1399999.99999997,-97500000,17300000,-114800000,-100000.00000006,-899999.999999998,-98499999.9999999,-11000000.0000001,-1100000,-33900000,-1.31e+08,-1.31e+08,2200000,-128800000,82600000,4764500000,-63700000,0.64445,-0.02532,-0.10846,-0.09988,-0.00966,0.48925,0.32585,9.33617,0.35363,-1.25454,-1.25454,11.56644,12.55986,-0.613780000000002,-0.00918,-0.0054,55.44673,-150.65461
"23","2019_Q3",10.4171875,"Down",1506100000,-558900000,947200000,-838500000,-1.12e+08,-726500000,108700000,-40600000,-76300000,2100000,10200000,23400000.0000001,68100000,-13300000,54800000,-5400000,49400000,49400000,49400000,49400000,190500000,190500000,228500000,228500000,1.71e+08,1.71e+08,5.9e+08,2613900000,1.0311e+10,197600000,4.763e+09,31100000,5319300000,12924900000,13514900000,7.41e+08,423200000,317800000,32300000,940600000,369800000,1713900000,4713100000,5762800000,5711100000,10475900000,12189800000,2007800000,-597700000,-28600000,1325100000,1325100000,13514900000,49400000,1.12e+08,1.7e+07,-26200000,152200000,-111100000,3999999.99999997,-115100000,-11800000,1e+05,-122800000,11600000,-11400000,-20600000,8800000,8800000,-2800000,6e+06,220700000,4745400000,88800000,0.62891,0.07217,0.0328,0.03728,0.00366,1.79757,0.34424,9.19915,0.35112,0.47571,0.47571,14.50335,12.76036,0.85512,0.00593,0.0075,20.63842,41.9034
"24","2019_Q4",8.59625,"Down",1316800000,-4.84e+08,832800000,-807300000,-112100000,-695200000,25500000,-65700000,-7.5e+07,500000.000000004,7500000,1300000,-40200000,-14800000,-54999999.9999999,200000.000000002,-54799999.9999999,-54800000,-54800000,-54800000,100400000,100400000,157900000,157900000,190400000,190400000,448700000,2581400000,10251200000,193900000,4693800000,30700000,5332800000,12832600000,13281300000,700200000,361600000,338600000,31400000,915600000,347500000,1647200000,4710100000,5740700000,5690900000,10450800000,1.2098e+10,2009900000,-673500000,-96700000,1183300000,1183300000,13281300000,-54800000,112100000,33100000,-33800000,56600000,-118200000,1e+05,-118300000,-9400000,5e+05,-127100000,2899999.99999999,-5e+05,-18400000,-88900000,-88900000,-1700000,-90600000,137600000,4741500000,-14600000,0.63244,0.01937,-0.04162,-0.04631,-0.00413,0.26642,0.2724,10.22395,0.35701,-0.52768,-0.52768,12.67983,11.39432,-0.14059,-0.00291,-0.00124999999999999,33.72892,182.00392
"25","2020_Q1",5.7241935483871,"Down",1447700000,-508100000,939600000,-807600000,-112900000,-694700000,1.32e+08,-72700000,-68100000,-2700000,6400000,-8299999.99999999,59300000,-106200000,-46900000,33400000,-13500000,-13500000,-13500000,-13500000,2.65e+08,2.65e+08,254200000,254200000,153900000,153900000,673100000,2649200000,10353500000,195300000,4789100000,70100000,5.299e+09,13002700000,13675800000,867900000,543300000,324600000,2e+07,1045300000,449200000,1933200000,4733400000,5.795e+09,5.749e+09,10528400000,12461600000,2002900000,-706200000,-26100000,1214200000,1214200000,13675800000,-13500000,112900000,88900000,180500000,368800000,-168100000,1800000,-169900000,9500000,-9100000,-167700000,-19100000,-2e+05,-4e+07,161100000,161100000,3800000,164900000,244900000,4753400000,223900000,0.64903,0.09118,-0.00933,-0.01112,-0.00099,-16.58519,0.34818,10.26322,0.34758,-0.13,-0.13,13.9403,11.69186,2.15599,0.00061,0.01903,18.32748,34.00303
