"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2013_Q2",22.00296875,"Down",441674000,-367726000,73948000,-68933000,5015000,-6012000,-6609000,-997000,-997000,394000,-603000,-603000,-414000,-414000,114252000,114252000,86019000,86019000,1001227000,17170000,9786000,1218668000,65759000,57589000,295808000,1514476000,841865000,33867000,807998000,31260000,31260000,873125000,184926000,56693000,8970000,241619000,1114744000,237263000,160310000,396647000,399732000,1514476000,-603000,5869000,2368000,-13953000,-6319000,-5546000,771000,-9623000,-2740000,8680000,5940000,-10002000,-10002000,-10108000,10884000,184926000,-9009000,0.16743,0.01135,-0.00094,-0.00104,-0.00027,21.76087,1.39575,2.78873,0.12211,-0.01985,-0.01985,21.17934,19.02019,-0.432,-0.00065,-0.01405,6.49338,14.09252
"12","2013_Q3",18.27609375,"Down",488180000,-404638000,83542000,-70145000,13397000,-6841000,-7178000,6556000.00000001,6556000,-2589000,3967000,3967000,3833000,3833000,102407000,102407000,94432000,94432000,1105819000,32880000,27113000,1335538000,66148000,57737000,301273000,1636811000,942313000,39724000,902557000,26721000,26721000,969034000,209909000,54211000,6608000,264120000,1233154000,237772000,164143000,400840000,403657000,1636811000,3967000,7473000,1209000,-54811000,-42162000,-6994000,-75999.9999999998,-7070000,24748000,12641000,37389000,-11843000,-11843000,-11845000,20870000,209909000,-38346000,0.17113,0.02744,0.00785,0.0095,0.00234,-10.00417,1.37822,3.05496,0.12824,0.18356,0.1808,23.37803,19.19548,-1.83632,0.00574,-0.05742,5.15103,8.02433
"13","2013_Q4",16.8640625,"Down",587961000,-494355000,93606000,-75005000,18601000,-8532000,-8272000,10069000,10069000,-4311000,5758000,5758000,5825000,5825000,113368000,113368000,110981000,110981000,1175665000,28752000,25893000,1428766000,66312000,57701000,302164000,1730930000,1025622000,34289000,991180000,27991000,27991000,1053613000,213717000,53354000,6445000,267071000,1320684000,238331000,169968000,407384000,410246000,1730930000,5758000,9806000,188000,-74626000,-58874000,6562000,-837000,5725000,-9774000,73815000,64041000,10892000,10892000,10961000,28407000,213717000,-35346000,0.1592,0.03164,0.00991,0.0142,0.00337,-6.06798,1.35606,3.21925,0.12347,0.27869,0.27697,28.13076,19.49112,-1.69112,0.0086,-0.05219,3.53254,5.39482
"14","2014_Q1",16.3659016393443,"Down",708631000,-611653000,96978000,-86834000,10144000,-7061000,-8496000,3083000,2801000,-3819000,-1018000,-1018000,-393000,-522000,74242000,74242000,97894000,97894000,1075978000,25591000,24740000,1273705000,62943000,49265000,290943000,1564648000,813751000,23714000,789693000,61286000,61286000,875037000,224425000,53844000,6515000,278269000,1153306000,238857000,169575000,408771000,411342000,1564648000,-1018000,7646000,6630000,11854000,25112000,3680000,211000,3891000,-2276000,-65291000,-67567000,-38564000,-38564000,-39126000,17790000,224425000,37143000,0.13685,0.01431,-0.000739999999999999,-0.00127,-0.00033,-71.15517,1.4556,2.80376,0.14343,-0.02493,-0.02477,33.84264,19.52199,1.77387,-0.00076,0.05386,8.44199,14.80511
"15","2014_Q2",16.7814285714286,"Up",465463000,-389524000,75939000,-71152000,4787000,-10612000,-8034000,-5825000,-8626000,1733000,-6893000,-6893000,-6549000,-6489000,82011000,82011000,79895000,79895000,1116977000,23565000,17392000,1302448000,62414000,48973000,294194000,1596642000,904307000,26138000,878166000,36384000,36384000,940691000,196418000,54214000,7360000,250632000,1191323000,238795000,165380000,402897000,405319000,1596642000,-6893000,6729000,1210000,-55648000,-54602000,-5236000,-887000,-6123000,3327000,65098000,68425000,7700000,7700000,7769000,11516000,196418000,-51101000,0.16315,0.01028,-0.01394,-0.01601,-0.00406,7.87502,1.38457,2.93922,0.12302,-0.30972,-0.30972,22.21674,19.23044,-2.43907,-0.00989,-0.0779,9.93461,23.89952
"16","2014_Q3",14.19015625,"Down",450990000,-371337000,79653000,-67795000,11858000,-9895000,-8867000,1963000,1812000,-2587000,-775000,-775000,-614000.000000001,-560000,89713000,89713000,86305000,86305000,1137700000,16216000,12461000,1329934000,61967000,48693000,295022000,1624956000,951908000,23182000,928726000,21055000,21055000,972963000,197201000,50181000,2824000,247382000,1220345000,239383000,162412000,402057000,404611000,1624956000,-775000,8017000,2511000,-34558000,-24805000,-1071000,1215000,144000,-3053000,35428000,32375000,7714000,7714000,7702000,19875000,197201000,-13167000,0.17662,0.02629,-0.00124,-0.00138,-0.00034,23.5125,1.36689,3.01609,0.12136,-0.02668,-0.02668,21.49004,19.15834,-0.62742,-0.00086,-0.0202,5.4082,9.0646
"17","2014_Q4",13.623125,"Down",493141000,-408450000,84691000,-69459000,15232000,-9519000,-9030000,5713000,5713000,-3400000,2313000,2313000,2470000,2436000,110222000,110222000,104388000,104388000,1062123000,17598000,15271000,1294331000,61494000,48084000,278441000,1572772000,863884000,26680000,837156000,20893000,20893000,884777000,232168000,50794000,2869000,282962000,1167739000,240057000,164882000,403044000,405033000,1572772000,2313000,9169000,4608000,-19238000,-3148000,6799000,2220000,8435000,33447000,-17677000,15770000,21057000,21057000,20509000,24401000,232168000,15362000,0.17174,0.03089,0.00494,0.00601,0.00155,6.30624,1.46289,2.88307,0.14762,0.11603,0.11544,23.48962,19.19806,0.73173,0.00354,0.02233,4.99758,8.00591
"18","2015_Q1",13.4916393442623,"Down",490652000,-422551000,68101000,-96090000,-27989000,-9037000,-8860000,-37026000,-37239000,9177000,-28062000,-28062000,-27464000,-26985000,127528000,127528000,76382000,76382000,879440000,26112000,10634000,1109462000,7472000,7472000,216152000,1325614000,689595000,17659000,668407000,37925000,37925000,727520000,196452000,23283000,3312000,219735000,947255000,240180000,137418000,376499000,378359000,1325614000,-28062000,7853000,20795000,123027000,123613000,-701000,2648000,1947000,-65197000,-42369000,-107566000,17994000,17994000,17306000,-20136000,196452000,93013000,0.1388,-0.05704,-0.055,-0.07132,-0.02036,-3.44684000000007,1.52499,2.50359,0.1482,-1.28347,-1.2901,23.3366,17.90721,4.42392,-0.04512,0.15552,-3.42292,-2.46254
"19","2015_Q2",14.2560317460317,"Up",353196000,-292761000,60435000,-57110000,3325000,-10550000,-8426000,-7225000,-8826000,1936000,-6890000,-6890000,-6304000,-6199000,104355000,104355000,64892000,64892000,880060000,23128000,5179000,1072435000,30497000,12009000,225285000,1297720000,682251000,17539000,664712000,27787000,27787000,710038000,178905000,42732000,3488000,221637000,931675000,240505000,131114000,365890000,366045000,1297720000,-6890000,6667000,3171000,11358000,14306000,-1648000,198000,-1450000,-4876000,-30444000,-35320000,-22464000,-22464000,-23173000,9992000,178905000,17766000,0.17111,0.00941,-0.01755,-0.01694,-0.00478,-2.86595,1.51039,2.54525,0.13786,-0.29457,-0.29457,16.78369,17.3869,0.84423,-0.01055,0.03023,7.46097,22.42105
"20","2015_Q3",13.5959375,"Down",334190000,-272121000,62069000,-55385000,6684000.00000001,-7267000,-8104000,-583000.000000004,-479000,649000,170000,170000,6000,13000,95416000,95416000,70797000,70797000,877823000,20433000,5353000,1064469000,30059000,11762000,216059000,1280528000,674421000,18358000,656063000,17973000,17973000,692394000,175799000,42722000,3289000,218521000,910915000,241158000,131120000,368786000,369613000,1280528000,170000,7157000,2395000,161541000,171263000,-311000,272000,-38999.9999999998,-19534000,-160873000,-180407000,-9183000,-9183000,-8939000.00000001,13841000,175799000,174422000,0.18573,0.02,3.99999999999949e-05,3.9999999999988e-05,9.99999999999873e-06,13417.07692,1.53737,2.46451,0.13729,0.000620000000000065,0.000609999999999999,15.83464,17.47387,8.26449,1.99999999999992e-05,0.29657,5.8076,12.02618
"21","2015_Q4",11.60609375,"Down",344975000,-277834000,67141000,-53484000,13657000,-7921000,-8643000,5736000,5714000,-2231000,3483000,3483000,3456000,3397000,78409000,78409000,69390000,69390000,813840000,21964000,7300000,983603000,31286000,12799000,210067000,1193670000,599214000,23185000,576029000,14505000,14505000,613719000,163721000,42396000,3083000,206117000,819836000,242149000,134576000,373020000,373834000,1193670000,3483000,7764000,2315000,-370000,13192000,1089000,40000,1129000,-17967000,-13241000,-31208000,-16887000,-16887000,-17007000,21421000,163721000,24371000,0.19463,0.03959,0.00985,0.00909,0.00285,7.17427,1.60269,2.19305,0.13716,0.16077,0.1601,16.32709,17.65441,1.15344,0.00586,0.04202,3.98263,6.24676
"22","2016_Q1",9.83049180327869,"Down",335474000,-319205000,16269000,-61448000,-45179000,-7363000,-7450000,-52542000,-52620000,17628000,-34992000,-34992000,-35050000,-34386000,89465000,89465000,65534000,65534000,680482000,22764000,9753000,858245000,6451000,1317000,189630000,1047875000,492266000,16863000,475403000,31159000,31159000,523425000,172554000,13547000,2412000,186101000,709526000,242491000,99526000,337556000,338349000,1047875000,-34992000,6950000,-2025000,63190000,33123000,236000,-2000,234000,-1592000,-20429000,-22021000,11336000,11336000,11056000,-38229000,172554000,7569000,0.0485,-0.13467,-0.1025,-0.10163,-0.03281,-0.220119999997657,1.63967,2.09702,0.16467,-1.62459,-1.64016,15.84966,15.94803,0.3576,-0.06557,0.01443,-2.17345,-1.83911
"23","2016_Q2",11.49296875,"Up",284860000,-231312000,53548000,-54502000,-954000,-4599000,-4736000,-5553000,-5800000,1942000,-3858000,-3858000,-3684000,-3616000,63782000,63782000,55389000,55389000,684829000,18548000,6686000,822548000,6413000,1322000,183495000,1006043000,505242000,18322000,486882000,16769000,16769000,522011000,134328000,13078000,2269000,147406000,669417000,243736000,95842000,336019000,336626000,1006043000,-3858000,6208000,-241000,-26983000,-24874000,-720000,48000,-672000,-25509000,24959000,-550000,-26096000,-26096000,-25683000,5254000,134328000,-24391000,0.18798,-0.00335,-0.01269,-0.01074,-0.00359,6.7453,1.57573,1.98861,0.13352,-0.17054,-0.17054,13.43489,15.84771,-1.15036,-0.00747,-0.05039,13.4271,-73.94759
"24","2016_Q3",11.05296875,"Down",278333000,-225400000,52933000,-51487000,1445999.99999999,-5971000,-6583000,-4525000,-4548999.99999999,1847000,-2702000,-2702000,-2520000,-2471000,51090000,51090000,60076000,60076000,682049000,10522000,6148000,803737000,6473000,1432000,181069000,984806000,493252000,16265000,476949000,14026000,14026000,507278000,134538000,13218000,2225000,147756000,655034000,240674000,93322000,329772000,329772000,984806000,-2702000,6620000,2526000,78865000,85309000,-2803000,-114000,-2917000,-823000,-94019000,-94842000,-12450000,-12450000,-12692000,8066000,134538000,82281000,0.19018,0.00520000000000003,-0.00888000000000001,-0.00749000000000001,-0.00251,-33.29866,1.58441,1.98632,0.13661,-0.11653,-0.11653,13.12582,15.55162,3.88026,-0.00517,0.17231,10.34565,57.70954
"25","2016_Q4",11.9260317460317,"Up",332266000,-273840000,58426000,-53143000,5283000,-4952000,-5454000,331000,56000,208000,264000,264000,264000,267000,52431000,52431000,71803000,71803000,607629000,12050000,7491000,743913000,6420000,1394000,176384000,920297000,445810000,22888000,422922000,16215000,16215000,462025000,113181000,12748000,2217000,125929000,587954000,242019000,93586000,332343000,332343000,920297000,264000,7068000,771000,5860000,13963000,-4407000,980000,-3427000,-21616000,12370000,-9246000,1290000,1290000,1341000,12351000,113181000,13596000,0.17584,0.0159,8e-04,8e-04,0.00029,50.92135,1.61011,1.76912,0.12298,0.01258,0.01255,15.65963,15.66326,0.64078,0.00058,0.02967,4.91863,11.49915
"26","2017_Q1",13.9690322580645,"Up",317621000,-268799000,48822000,-56650000,-7828000,-4819000,-5092000,-12647000,-12420000,4181000,-8239000,-8239000,-8239000,-8116000,53151000,53151000,60082000,60082000,478266000,16369000,10989000,607868000,6907000,1359000,163554000,771422000,282460000,17326000,265134000,26366000,26366000,308826000,126737000,14680000,5180000,141417000,450243000,240615000,85347000,321179000,321179000,771422000,-8239000,6972000,1917000,65949000,66599000,-2107000,-1999.99999999977,-2109000,-3403000,-59935000,-63338000,1152000,1152000,720000,-856000,126737000,58805000,0.15371,-0.02465,-0.02555,-0.02527,-0.01052,-7.24556,1.96832,1.40184,0.16429,-0.37661,-0.37751,14.73879,14.9039,2.72877,-0.01754,0.12712,-85.96495,-9.40036
"27","2017_Q2",16.4338095238095,"Up",264118000,-215199000,48919000,-51987000,-3068000,-3998000,-4776000,-7066000,-9410000,3478000,-5932000,-5932000,-5932000,-5818000,56241000,56241000,62946000,62946000,484090000,13239000,7868000,616516000,6659000,1347000,166412000,782928000,304764000,20123000,284641000,23620000,23620000,328384000,126606000,10642000,5694000,137248000,465632000,242938000,78163000,317296000,317296000,782928000,-5932000,6095000,-1175000,41944000,40932000,-9770000,21000,-9749000,-1560000,-26607000,-28167000,3016000,3016000,3090000,3027000,126606000,31723000,0.18522,-0.01162,-0.02203,-0.01834,-0.00743,-5.45256,1.87742,1.4675,0.16171,-0.27221,-0.27221,12.35755,14.84565,1.48426,-0.0128,0.06979,23.24579,-22.93514
"28","2017_Q3",16.1333333333333,"Down",268871000,-216064000,52807000,-50523000,2284000,-3945000,-4627000,-1661000,-7210000,2024000,-5186000,-5186000,-5186000,-5300000,57526000,57526000,63698000,63698000,517464000,16514000,10465000,655202000,6606000,1312000,167219000,822421000,354751000,16331000,338420000,20769000,20769000,375520000,120144000,12032000,8769000,132176000,507696000,244522000,72977000,314725000,314725000,822421000,-5186000,6173000,-1786000,26744000,25945000,-5671000,57000,-5614000,-7502000,-11905000,-19407000,924000,924000,1285000,8457000,120144000,27506000,0.1964,0.00849,-0.01971,-0.01684,-0.00644,-5.18981,1.74479,1.61314,0.14609,-0.24599,-0.24599,12.47893,14.60712,1.27662,-0.01186,0.06155,7.40428,27.41594
"29","2017_Q4",17.1968253968254,"Up",330341000,-268864000,61477000,-50505000,10972000,-3630000,-4010000,7342000,4886000,-2502000,2384000,2384000,2384000,2384000,43861000,43861000,73605000,73605000,529761000,8474000,8363000,655701000,6163000,948000,162589000,818290000,370833000,19567000,351266000,15111000,15111000,385944000,98169000,15022000,10216000,113191000,499135000,245140000,75361000,319155000,319155000,818290000,2384000,6681000,3681000,-23592000,-10846000,-3908000,352000,-3556000,-23152000,23787000,635000,-13767000,-13767000,-13665000,17653000,98169000,-7345000,0.1861,0.03321,0.00722,0.00747,0.00291,-3.08096,1.69895,1.56393,0.11997,0.11045,0.11015,15.30419,14.78596,-0.34028,0.00551,-0.01699,3.07642,4.94969
"30","2018_Q1",20.9237704918033,"Up",339608000,-287511000,52097000,-50861000,1236000,-3791000,-3586000,-2555000,-2705000,4390000,1685000,1685000,1685000,1826000,53396000,53396000,60672000,60672000,472467000,12611000,12611000,599146000,10115000,1200000,161162000,760308000,295965000,15136000,280829000,32324000,32324000,328289000,97397000,12767000,10492000,110164000,438453000,246509000,77046000,321855000,321855000,760308000,1685000,6156000,-4303000,36243000,39781000,-1736000,-282000,-5670000,-664000,-23863000,-24527000,9584000,9584000,9535000,7392000,97397000,37509000,0.1534,0.00364,0.00538,0.00567,0.0024,20.54162,1.82506,1.36227,0.1281,0.08427,0.0845,15.67325,14.85393,1.73108,0.00423,0.08682,5.95252,35.59951
"31","2018_Q2",19.35625,"Down",245678000,-198120000,47558000,-46727000,831000,-2996000,-3381000,-2165000,-2165000,551000,-1614000,-1614000,-1614000,-1588000,57254000,57254000,66172000,66172000,518173000,11747000,11651000,653346000,9956000,1442000,156069000,809415000,361169000,16288000,344881000,32874000,32874000,394043000,84746000,9142000,8011000,93888000,487931000,246451000,75432000,321484000,321484000,809415000,-1614000,5526000,807000,-31745000,-27026000,-2402000,-184000,-2586000,-13419000,46769000,33350000,3738000,3738000,3858000,6357000,84746000,-28341000,0.19358,0.00338,-0.00646,-0.00494,-0.00196,17.84698,1.65806,1.51775,0.1047,-0.07307,-0.07307,11.30386,14.79175,-1.30399,-0.00382,-0.06823,4.32468,33.08303
"32","2018_Q3",15.8160317460317,"Down",299891000,-240990000,58901000,-47789000,11112000,-2755000,-4216000,8357000,7792000,-2612000,5180000,5180000,5180000,5097000,49673000,49673000,78411000,78411000,547062000,11149000,11149000,686295000,9579000,1433000,153154000,839449000,413140000,18721000,394419000,22731000,22731000,480315000,22419000,10760000,8268000,33179000,513494000,247149000,80613000,325955000,325955000,839449000,5180000,5921000,4371000,-2532999.99999999,12939000,-2738000,15000,-2723000,-20668000,3034999.99999999,-17633000,-7417000,-7417000,-7581000,17033000,66863000,14374000,0.19641,0.03705,0.017,0.01564,0.00607,2.82009,1.42884,1.57535,0.07965,0.23353,0.23348,13.74008,14.93425,0.658569999999999,0.01263,0.03562,1.00922,1.54698
"33","2018_Q4",14.8722222222222,"Down",363650000,-294108000,69542000,-53608000,15934000,-3316000,-3472000,12618000,12769000,-1994000,10775000,10775000,10775000,10598000,52243000,52243000,81690000,81690000,525277000,9085000,9085000,668295000,12889000,1252000,156915000,825210000,386756000,21165000,365591000,16908000,16908000,448511000,26255000,12864000,7423000,39119000,487630000,247813000,91387000,337580000,337580000,825210000,10775000,6442000,3606000,4990000,25813000,-2879000,-15529000,-18408000,2143000,-6551000,-4408000,2997000,2997000,2570000,22376000,71102000,26481000,0.19123,0.04382,0.02914,0.03139,0.01284,2.49868,1.49003,1.44449,0.08616,0.48537,0.48521,16.65445,15.4605,1.21278,0.02514,0.06282,0.84282,1.18357
