"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2019_Q4",21.6803125,"Down",6.72e+08,-3.84e+08,2.88e+08,-1.55e+08,-8e+06,-6.1e+07,-8.6e+07,1.33e+08,-9e+07,-3.1e+07,3e+06,-6.2e+07,4.3e+07,-3.4e+07,9e+06,0,9e+06,9e+06,-4e+06,5e+06,5e+06,3.21e+08,3.21e+08,1.93e+08,1.93e+08,4.3e+07,4.3e+07,5.57e+08,9.986e+09,1.077e+09,4.6e+07,5.2e+07,2.96e+08,1.1063e+10,1.162e+10,3.65e+08,2.37e+08,3.76e+08,3.76e+08,7.41e+08,4.1e+09,3.26e+08,2.84e+08,4.426e+09,5.167e+09,4.574e+09,1.931e+09,6.497e+09,-4.4e+07,6.453e+09,1.162e+10,9e+06,6.1e+07,1.3e+07,2.2e+07,1.05e+08,-6.1e+07,8e+06,-9.66e+08,-1.4e+07,7.45e+08,-1.16e+08,-1.16e+08,-1.16e+08,1.94e+08,4.1e+09,1.55e+08,0.42857,0.19792,0.00744,0.00077,0.00043,31,0.75169,0.80071,0.35284,0.02415,0.02404,3.24638,31.38647,0.74879,0.00882,0.01425,19.47938,28.41353
"12","2020_Q1",17.4154838709677,"Down",8.1e+08,-6.04e+08,2.06e+08,-1.39e+08,-1.5e+07,-8e+07,-4.4e+07,6.7e+07,6.2e+07,-4.1e+07,-4e+06,1.07e+08,1.29e+08,20000000.0000001,1.49e+08,-2.3e+07,1.26e+08,1.26e+08,-3e+06,1.23e+08,1.23e+08,3.46e+08,3.46e+08,1.8e+08,1.8e+08,1.94e+08,4e+07,7.2e+08,9.594e+09,9.76e+08,4.6e+07,3.5e+07,2.88e+08,1.057e+10,1.129e+10,2.17e+08,2.17e+08,4.41e+08,4.41e+08,6.58e+08,3.871e+09,3.1e+08,2.6e+08,4.181e+09,4.839e+09,4.577e+09,1.922e+09,6.496e+09,-4.5e+07,6.451e+09,1.129e+10,1.26e+08,8e+07,-5e+07,-6e+06,1.5e+08,1.41e+08,8e+07,2.2e+08,-4e+06,-3.48e+08,2.2e+07,2.2e+07,2.2e+07,1.47e+08,3.871e+09,3.05e+08,0.25432,0.0827199999999999,0.15185,0.01907,0.01089,2.47967,1.09422,0.75012,0.34287,0.51464,0.5125,3.38912,27.17992,1.27615,0.0221,0.02869,23.97959,52.61194
"13","2020_Q2",9.10253968253968,"Down",5.99e+08,-4.32e+08,1.67e+08,-1.72e+08,-1.6e+07,-7.5e+07,-8.1e+07,-5e+06,-4.2e+07,-3.9e+07,-1e+06,-2e+06,-4.7e+07,-6.32e+08,-6.79e+08,-1e+07,-6.89e+08,-6.89e+08,1e+06,-6.88e+08,-6.88e+08,1.304e+09,1.304e+09,1.13e+08,1.13e+08,3.8e+07,3.8e+07,1.455e+09,9.383e+09,4.39e+08,4.6e+07,3e+07,2.9e+08,9.822e+09,1.1277e+10,2.91e+08,1.88e+08,2.41e+08,2.41e+08,5.32e+08,4.87e+09,2.92e+08,2.57e+08,5.162e+09,5.694e+09,4.506e+09,1.129e+09,5.63e+09,-4.7e+07,5.583e+09,1.1277e+10,-6.89e+08,7.5e+07,6.42e+08,-4.1e+07,-1.3e+07,1.79e+08,1e+06,1.8e+08,-7e+06,7.89e+08,9.56e+08,9.56e+08,9.56e+08,7e+07,4.87e+09,2.18e+08,0.2788,-0.00835,-1.14858,-0.12323,-0.06101,-0.31686,2.73496,1.01988,0.43185,-2.89076,-2.89076,2.51681,23.65546,0.91597,-0.05137,0.02029,50.94286,-713.2
"14","2020_Q3",9.253125,"Up",4.2e+07,-9.4e+07,-5.2e+07,-1.49e+08,-1.4e+07,-7.5e+07,-6e+07,-2.01e+08,-5.8e+07,-4.9e+07,-8e+06,-1e+06,-2.59e+08,1e+06,-2.58e+08,-3e+06,-2.61e+08,-2.61e+08,2e+06,-2.59e+08,-2.59e+08,1.274e+09,1.274e+09,3.1e+07,3.1e+07,3.5e+07,3.5e+07,1.34e+09,9.323e+09,3.96e+08,4.5e+07,2.3e+07,2.85e+08,9.719e+09,1.1059e+10,2.03e+08,1.29e+08,1.23e+08,1.23e+08,3.26e+08,5.118e+09,2.89e+08,2.53e+08,5.407e+09,5.733e+09,4.51e+09,8.71e+08,5.375e+09,-4.9e+07,5.326e+09,1.1059e+10,-2.61e+08,7.5e+07,17000000.0000001,2.4e+07,-1.45e+08,-2.8e+07,-1999999.99999999,-29999999.9999999,-1.5e+07,1.42e+08,-3.3e+07,-3.3e+07,-3.3e+07,-1.26e+08,5.118e+09,-1.27e+08,-1.2381,-4.78571,-6.16667,-0.04863,-0.02342,0.490350000000001,4.11043,1.07642,0.46279,-1.10684,-1.10684,0.17949,22.97009,-0.54274,-0.01435,-0.01183,-30.50794,-19.1243799999997
"15","2020_Q4",13.544375,"Up",9.8e+07,-1.14e+08,-1.6e+07,-1.77e+08,-1.2e+07,-7.5e+07,-9e+07,-1.93e+08,-6.9e+07,-5.9e+07,-7e+06,-3e+06,-2.62e+08,-1.3e+07,-2.75e+08,-1e+06,-2.76e+08,-2.76e+08,0,-2.76e+08,-2.76e+08,1.134e+09,1.134e+09,3.6e+07,3.6e+07,3.5e+07,3.5e+07,1.205e+09,9.255e+09,3.93e+08,4.5e+07,1.7e+07,2.88e+08,9.648e+09,1.0853e+10,2.7e+08,1.68e+08,1.24e+08,1.24e+08,3.94e+08,5.121e+09,2.83e+08,2.49e+08,5.404e+09,5.798e+09,4.514e+09,5.95e+08,5.104e+09,-4.9e+07,5.055e+09,1.0853e+10,-2.76e+08,7.5e+07,2e+07,6.5e+07,-1.16e+08,-1.4e+07,0,-1.4e+07,-2.3e+07,-1e+07,-1.4e+08,-1.4e+08,-1.4e+08,-1.18e+08,5.121e+09,-6.6e+07,-0.16327,-1.96939,-2.81633,-0.0546,-0.02543,0.23913,3.05838,1.14698,0.47185,-1.16949,-1.16949,0.41525,21.62712,-0.27966,-0.02639,-0.00631,-33.78814,-20.65803
"16","2021_Q1",19.405737704918,"Up",1.13e+08,-1.15e+08,-1999999.99999999,-1.57e+08,-2.1e+07,-7.3e+07,-6.3e+07,-1.59e+08,-7.9e+07,-6.4e+07,-6e+06,-9e+06,-2.38e+08,0,-2.38e+08,2e+07,-2.18e+08,-2.18e+08,1e+06,-2.17e+08,-2.17e+08,9.51e+08,9.51e+08,2.6e+07,2.6e+07,6.9e+07,3e+07,1.046e+09,9.193e+09,3.48e+08,4.5e+07,1.4e+07,2.89e+08,9.541e+09,1.0587e+10,1.47e+08,1.47e+08,2.22e+08,2.22e+08,3.69e+08,5.121e+09,2.54e+08,2.44e+08,5.375e+09,5.744e+09,4.521e+09,3.76e+08,4.893e+09,-5e+07,4.843e+09,1.0587e+10,-2.18e+08,7.3e+07,-4000000.00000003,-1.5e+07,-1.64e+08,-1.6e+07,-999999.999999998,-1.7e+07,-5e+06,-7e+06,-1.88e+08,-1.88e+08,-1.88e+08,-8.6e+07,5.121e+09,-1.37e+08,-0.0177,-1.40708,-1.92035,-0.04481,-0.0205,0.63134,2.83469,1.18604,0.48371,-0.91949,-0.91949,0.47881,20.73305,-0.58051,-0.02124,-0.01341,-48.48837,-26.22642
"17","2021_Q2",20.9260317460317,"Up",1.65e+08,-1.41e+08,2.4e+07,-1.47e+08,-1.8e+07,-7.4e+07,-5.5e+07,-1.23e+08,-6.7e+07,-6.3e+07,-4e+06,-5290191.58946245,-1.9e+08,22997665.7663616,-1.9e+08,-1e+06,-1.91e+08,-1.91e+08,1e+06,-1.9e+08,-1.9e+08,8.68e+08,8.68e+08,3.8e+07,3.8e+07,6.7e+07,3.2e+07,9.73e+08,9.125e+09,3.36e+08,4.4e+07,1.4e+07,2.78e+08,9.461e+09,1.0434e+10,1.96e+08,1.96e+08,2.14e+08,2.14e+08,4.1e+08,5.121e+09,2.5e+08,2.4e+08,5.371e+09,5.781e+09,4.522e+09,1.85e+08,4.704e+09,-5.1e+07,4.653e+09,1.0434e+10,-1.91e+08,7.4e+07,1.2e+07,3.4e+07,-7.1e+07,-5e+06,2e+06,-3e+06,-6e+06,-7e+06,-8.1e+07,-8.1e+07,-8.1e+07,-4.9e+07,5.121e+09,-1.9e+07,0.14545,-0.74545,-1.15152,-0.04083,-0.01821,0.1,2.37317,1.24242,0.4908,-0.80851,-0.80508,0.70213,20.01702,-0.08085,-0.01895,-0.0019,-86.79592,-34.57724
"18","2021_Q3",18.448125,"Down",3.23e+08,-3.16e+08,6999999.99999999,-5.2e+07,-1.6e+07,-7.1e+07,3.5e+07,-4.5e+07,-7e+07,-6.6e+07,-2e+06,-2e+06,-1.15e+08,1e+06,-1.14e+08,2e+06,-1.12e+08,-1.12e+08,-2e+06,-1.14e+08,-1.14e+08,9.09e+08,9.09e+08,6.3e+07,6.3e+07,1.47e+08,3.5e+07,1.119e+09,8.82e+09,3.27e+08,4.4e+07,1.3e+07,2.7e+08,9.147e+09,1.0266e+10,1.78e+08,1.78e+08,1.97e+08,1.97e+08,3.75e+08,5.1e+09,2.46e+08,2.36e+08,5.346e+09,5.721e+09,4.527e+09,7e+07,4.594e+09,-4.9e+07,4.545e+09,1.0266e+10,-1.14e+08,7.1e+07,1e+07,-5.7e+07,-9e+07,1.6e+08,-2999999.99999997,1.57e+08,-1.3e+07,-2.3e+07,4.4e+07,4.4e+07,4.4e+07,2.6e+07,5.1e+09,1.27e+08,0.02167,-0.13932,-0.35294,-0.02508,-0.0111,-1.11404,2.984,1.25875,0.49679,-0.48511,-0.48305,1.37447,19.54894,0.54043,-0.01153,0.01284,161.19231,-93.1333299999998
"19","2021_Q4",18.3840625,"Down",4.23e+08,-2.77e+08,1.46e+08,-1.47e+08,-1.4e+07,-6.8e+07,-6.5e+07,-1e+06,-7.1e+07,-6.6e+07,-1359708.33209925,-5e+06,-7.2e+07,-1.3e+07,-8.5e+07,3e+06,-8.2e+07,-8.2e+07,-4e+06,-8.6e+07,-8.6e+07,7.72e+08,7.72e+08,6.2e+07,6.2e+07,1.04e+08,7e+07,9.38e+08,8.549e+09,3.07e+08,4.4e+07,1.4e+07,2.49e+08,8.856e+09,9.794e+09,2.04e+08,2.04e+08,2.11e+08,2.11e+08,4.15e+08,4.67e+09,2.41e+08,2.32e+08,4.911e+09,5.326e+09,4.531e+09,-1.6e+07,4.515e+09,-4.7e+07,4.468e+09,9.794e+09,-8.2e+07,6.8e+07,2.6e+07,5.4e+07,6.6e+07,-1.83e+08,4.54e+08,2.71e+08,-3e+06,-4.39e+08,-1.02e+08,-1.02e+08,-1.02e+08,6.7e+07,4.67e+09,-6.5e+07,0.34515,-0.00236,-0.20331,-0.01925,-0.00878,0.75581,2.26024,1.19203,0.47682,-0.36441,-0.36441,1.79237,19.13136,-0.27542,-0.00917,-0.00693,58.1791,-3898
"20","2022_Q1",18.3367741935484,"Down",4.51e+08,-2.1e+08,2.41e+08,-2.37e+08,-1.4e+07,-6.8e+07,-1.55e+08,4e+06,-6.3e+07,-6.2e+07,-1e+06,0,-5.9e+07,-2e+06,-6.1e+07,-6e+06,-6.7e+07,-6.7e+07,-2e+06,-6.9e+07,-6.9e+07,6.88e+08,6.88e+08,9.6e+07,9.6e+07,1.1e+08,7.5e+07,8.94e+08,8.511e+09,3.38e+08,4.4e+07,1.5e+07,2.79e+08,8.849e+09,9.743e+09,1.56e+08,1.56e+08,2.85e+08,2.85e+08,4.41e+08,4.672e+09,2.27e+08,2.27e+08,4.899e+09,5.34e+09,4.535e+09,-8.3e+07,4.452e+09,-4.9e+07,4.403e+09,9.743e+09,-6.5e+07,6.8e+07,1e+07,-5.5e+07,-4.2e+07,4.28e+08,-4.55e+08,-3.1e+07,-4e+06,-6e+06,-7.9e+07,-7.9e+07,-7.9e+07,7.2e+07,4.672e+09,4.51e+08,0.53437,0.00887,-0.15299,-0.01567,-0.00708,-6.53623,2.02721,1.21281,0.47952,-0.29237,-0.29237,1.91102,18.86441,1.91102,-0.00742,0.04848,55.33333,996
