"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",67.5803225806452,"Up",4.319e+09,-7.75e+08,3.544e+09,-2.121e+09,-1.241e+09,-8.8e+08,1.423e+09,-1.6e+08,-2.71e+08,1.11e+08,1.263e+09,1.263e+09,-1.56e+08,1.107e+09,1.107e+09,1.107e+09,1.107e+09,2.5374e+10,5.823e+09,1.9551e+10,2.696e+09,2.696e+09,2.769e+09,1.766e+09,1.766e+09,3.2605e+10,5.381e+09,1.7462e+10,3.68e+09,1.2589e+10,1.193e+09,2.2843e+10,5.5448e+10,5.909e+09,8.78e+08,5.031e+09,2.458e+09,8.367e+09,2.402e+10,3.159e+09,3.159e+09,2.7179e+10,3.5546e+10,2.9103e+10,-9.348e+09,1.47e+08,1.9902e+10,1.9902e+10,5.5448e+10,1.107e+09,2.87e+08,1.58e+08,1.71e+08,1.723e+09,-1.73e+08,-2.742e+09,6.1e+07,-3.173e+09,-2.79e+08,1.954e+09,-2.65e+08,1.4e+07,1.424e+09,-2.6e+07,-2.6e+07,-2.6e+07,1.71e+09,2.6478e+10,1.864e+09,0.82056,0.32947,0.25631,0.05562,0.01996,1.68383,3.89686,1.78605,0.47753,1.4358,1.41379,5.60182,25.81323,2.41764,0.36187,5,0.02798,0.03763,0.25203,0.64561,0.77583
"12","2013_Q1",69.2871666666667,"Up",4.421e+09,-9.22e+08,3.499e+09,-2.411e+09,-1.473e+09,-9.38e+08,1.088e+09,-1.65e+08,-2.91e+08,1.26e+08,9.23e+08,9.23e+08,-1.35e+08,7.88e+08,7.88e+08,7.88e+08,7.88e+08,2.4061e+10,3.257e+09,2.0804e+10,2.518e+09,2.518e+09,2.744e+09,1.886e+09,1.886e+09,3.1209e+10,5.326e+09,1.7763e+10,3.968e+09,1.2662e+10,1.133e+09,2.3089e+10,5.4298e+10,5.696e+09,9.05e+08,4.791e+09,2.495e+09,8.191e+09,2.4034e+10,3.013e+09,3.013e+09,2.7047e+10,3.5238e+10,2.9337e+10,-1.0423e+10,1.46e+08,1.906e+10,1.906e+10,5.4298e+10,7.88e+08,2.73e+08,2.95e+08,-5.44e+08,8.12e+08,-2.25e+08,-1.433e+09,2.7e+07,-2.031e+09,-2.74e+08,-2.1e+07,-1.058e+09,6e+06,-1.347e+09,-2.566e+09,-2.566e+09,-2.566e+09,1.361e+09,2.6529e+10,7.27e+08,0.79145,0.2461,0.17824,0.04134,0.01451,0.92259,3.81016,1.84879,0.48858,1.03412,1.00896,5.80184,25.01312,0.95407,0.35958,5,0.02185,0.01496,0.34772,1.81337,2.26838
"13","2013_Q2",81.32015625,"Up",4.238e+09,-7.44e+08,3.494e+09,-2.052e+09,-1.174e+09,-8.78e+08,1.442e+09,-9.9e+07,-2.63e+08,1.64e+08,1.343e+09,1.343e+09,9.1e+07,1.434e+09,1.434e+09,1.434e+09,1.434e+09,2.1271e+10,2.53e+09,1.8741e+10,2.528e+09,2.528e+09,2.737e+09,2.159e+09,2.159e+09,2.8695e+10,5.296e+09,1.7649e+10,3.897e+09,1.2604e+10,1.148e+09,2.2945e+10,5.164e+10,5.135e+09,9.4e+08,4.195e+09,7e+06,5.142e+09,2.3885e+10,3.122e+09,3.122e+09,2.7007e+10,3.2149e+10,2.9465e+10,-1.0111e+10,1.37e+08,1.9491e+10,1.9491e+10,5.164e+10,1.434e+09,2.77e+08,5.4e+07,-7.16e+08,1.049e+09,-1.58e+08,1.973e+09,-6e+06,1.809e+09,-3.53e+08,-2.5e+09,-7.39e+08,7e+06,-3.585e+09,-7.27e+08,-7.27e+08,-7.27e+08,1.719e+09,2.3892e+10,7.54e+08,0.82445,0.34025,0.33837,0.07357,0.02777,0.5258,5.58051,1.64943,0.46266,1.90945,1.87696,5.64314,25.9534,1.00399,0.47004,6,0.03843,0.01621,0.24616,1.52472,1.81761
"14","2013_Q3",85.35421875,"Up",4.679e+09,-7.85e+08,3.894e+09,-2.344e+09,-1.377e+09,-9.67e+08,1.55e+09,-1.45e+08,-2.41e+08,9.6e+07,1.405e+09,1.405e+09,-1.47e+08,1.258e+09,1.258e+09,1.258e+09,1.258e+09,2.2018e+10,5.806e+09,1.6212e+10,2.674e+09,2.674e+09,2.773e+09,2.208e+09,2.208e+09,2.9673e+10,5.293e+09,1.7644e+10,3.776e+09,1.2578e+10,1.29e+09,2.2937e+10,5.261e+10,4.777e+09,1.006e+09,3.771e+09,7e+06,4.784e+09,2.3908e+10,3.324e+09,3.324e+09,2.7232e+10,3.2016e+10,2.9519e+10,-8.854e+09,-7.1e+07,2.0594e+10,2.0594e+10,5.261e+10,1.258e+09,2.77e+08,2.85e+08,-2.2e+08,1.6e+09,-1.59e+08,2.162e+09,-4.4e+07,1.959e+09,-3.54e+08,0,1.19e+08,-4.8e+07,-2.83e+08,3.276e+09,3.276e+09,3.276e+09,1.827e+09,2.3915e+10,1.595e+09,0.83223,0.33127,0.26886,0.06109,0.02391,1.26789,6.20255,1.55463,0.45457,1.67287,1.6466,6.22207,27.38564,2.12101,0.47074,6,0.0337,0.03335,0.2814,1.03831,1.22387
"15","2013_Q4",89.92609375,"Up",4.748e+09,-7.88e+08,3.96e+09,-2.272e+09,-1.283e+09,-9.89e+08,1.688e+09,-1.85e+08,-2.57e+08,7.2e+07,1.503e+09,1.503e+09,-1.35e+08,1.368e+09,1.368e+09,1.368e+09,1.368e+09,2.2558e+10,8.281e+09,1.4277e+10,2.67e+09,2.67e+09,2.838e+09,2.609e+09,2.609e+09,3.0675e+10,5.283e+09,2.1115e+10,3.682e+09,1.2572e+10,4.861e+09,2.6398e+10,5.7073e+10,4.832e+09,8.95e+08,3.937e+09,1.1e+07,4.843e+09,2.7178e+10,3.324e+09,3.324e+09,3.0502e+10,3.5345e+10,2.9665e+10,-7.84e+09,-9.7e+07,2.1728e+10,2.1728e+10,5.7073e+10,1.368e+09,2.88e+08,8.4e+07,6.7e+07,1.807e+09,-1.75e+08,-1.424e+09,-5.2e+08,-2.119e+09,-3.54e+08,3.074e+09,5.6e+07,1.1e+07,2.787e+09,2.475e+09,2.475e+09,2.475e+09,1.976e+09,2.7189e+10,2.003e+09,0.83404,0.35552,0.28812,0.06296,0.02397,1.46418,6.33388,1.6267,0.47639,1.81432,1.79058,6.29708,28.81698,2.6565,0.4695,7,0.03296,0.03834,0.25877,2.34362,2.74348
"16","2014_Q1",96.3409836065574,"Up",5.011e+09,-1.029e+09,3.982e+09,-2.795e+09,-1.546e+09,-1.249e+09,1.187e+09,-1.73e+08,-2.61e+08,8.8e+07,1.014e+09,1.014e+09,7e+06,1.021e+09,1.021e+09,1.021e+09,1.021e+09,1.9401e+10,3.805e+09,1.5596e+10,2.697e+09,2.697e+09,3.019e+09,2.25e+09,2.25e+09,2.7367e+10,5.349e+09,3.3409e+10,1.3262e+10,1.4968e+10,5.179e+09,3.8758e+10,6.6125e+10,5.442e+09,7.87e+08,4.655e+09,2.505e+09,7.947e+09,2.9623e+10,6.459e+09,2.961e+09,3.6082e+10,4.4029e+10,2.9891e+10,-7.634e+09,-1.61e+08,2.2096e+10,2.2096e+10,6.6125e+10,1.021e+09,4.44e+08,-1.06e+08,4.76e+08,1.835e+09,-1.81e+08,-4.63e+08,-39999999.9999999,-1.0118e+10,-3.54e+08,4.109e+09,2.8e+07,2.4e+07,3.807e+09,-4.476e+09,-4.476e+09,-4.476e+09,1.631e+09,3.2128e+10,1.919e+09,0.79465,0.23688,0.20375,0.04621,0.01544,1.87953,3.44369,1.99262,0.48587,1.35232,1.32943,6.63709,29.26623,2.54172,0.46887,6,0.02266,0.03162,0.34672,7.80319,10.72199
"17","2014_Q2",92.4284126984127,"Down",4.521e+09,-1.09e+09,3.431e+09,-2.067e+09,-1.04e+09,-1.027e+09,1.364e+09,-1.6e+08,-2.59e+08,9.9e+07,1.204e+09,1.204e+09,-1.31e+08,1.073e+09,1.073e+09,1.073e+09,1.073e+09,1.9802e+10,3.687e+09,1.6115e+10,2.514e+09,2.514e+09,2.966e+09,3.02e+09,3.02e+09,2.8302e+10,5.365e+09,3.3337e+10,1.3566e+10,1.4832e+10,4.939e+09,3.8702e+10,6.7004e+10,5.698e+09,9.49e+08,4.749e+09,2.505e+09,8.203e+09,2.9519e+10,6.541e+09,6.541e+09,3.606e+10,4.4263e+10,2.989e+10,-7.023e+09,-1.26e+08,2.2741e+10,2.2741e+10,6.7004e+10,1.073e+09,5.18e+08,7.9e+07,-5.28e+08,1.142e+09,-1.72e+08,-1.16e+08,-3.73e+08,-7.65e+08,-4.6e+08,-1.25e+08,3.8e+07,5.2e+07,-4.95e+08,-1.18e+08,-1.18e+08,-1.18e+08,1.882e+09,3.2024e+10,1.313e+09,0.7589,0.3017,0.23734,0.04718,0.01601,1.22367,3.4502,1.9464,0.47794,1.41744,1.39714,5.97226,30.04095,1.73448,0.60766,4,0.02501,0.02142,0.4287,6.49416,8.96041
"18","2014_Q3",104.799375,"Up",5.18e+09,-1.081e+09,4.099e+09,-2.197e+09,-1.179e+09,-1.018e+09,1.902e+09,-1.44e+08,-2.82e+08,1.38e+08,1.758e+09,1.758e+09,-2.11e+08,1.547e+09,1.547e+09,1.547e+09,1.547e+09,2.6188e+10,4.352e+09,2.1836e+10,2.697e+09,2.697e+09,2.954e+09,2.489e+09,2.489e+09,3.4328e+10,5.371e+09,2.9835e+10,1.3499e+10,1.4844e+10,1.492e+09,3.5206e+10,6.9534e+10,5.366e+09,9.82e+08,4.384e+09,2.5e+09,7.866e+09,3.0828e+10,6.458e+09,6.458e+09,3.7286e+10,4.5152e+10,2.9981e+10,-5.476e+09,-1.23e+08,2.4382e+10,2.4382e+10,6.9534e+10,1.547e+09,5.06e+08,1.21e+08,52999999.9999998,2.227e+09,-1.73e+08,-3.045e+09,7.71e+08,-2.458e+09,-4.63e+08,1.246e+09,6.1e+07,5.2e+07,8.96e+08,6.65e+08,6.65e+08,6.65e+08,2.408e+09,3.3328e+10,2.499e+09,0.79131,0.36718,0.29865,0.06345,0.02225,1.61538,4.3641,1.85186,0.47931,2.03821,2.01432,6.82477,32.12385,3.29249,0.61001,4,0.03132,0.03894,0.29929,2.96512,3.75394
"19","2014_Q4",125.608125,"Up",5.031e+09,-1.068e+09,3.963e+09,-2.497e+09,-1.479e+09,-1.018e+09,1.466e+09,-1.29e+08,-2.69e+08,1.4e+08,1.337e+09,1.337e+09,-9.3e+07,1.244e+09,1.244e+09,1.244e+09,1.244e+09,2.8075e+10,3.677e+09,2.4398e+10,2.355e+09,2.355e+09,2.885e+09,2.733e+09,2.733e+09,3.6048e+10,5.267e+09,2.946e+10,1.31e+10,1.4815e+10,1.545e+09,3.4727e+10,7.0775e+10,6.051e+09,9.55e+08,5.096e+09,2.5e+09,8.551e+09,3.048e+10,6.419e+09,6.419e+09,3.6899e+10,4.545e+10,3.0127e+10,-4.698e+09,-1.04e+08,2.5325e+10,2.5325e+10,7.0775e+10,1.244e+09,5.43e+08,1.38e+08,8.16e+08,2.741e+09,-3.2e+08,-2.648e+09,6.5e+07,-2.903e+09,-4.64e+08,-1.25e+08,5.4e+07,2.2e+07,-5.13e+08,-6.75e+08,-6.75e+08,-6.75e+08,2.009e+09,3.298e+10,2.598e+09,0.78772,0.29139,0.24727,0.04912,0.01758,2.08842,4.21565,1.79467,0.46598,1.63469,1.61349,6.61104,33.27858,3.41393,0.60972,4,0.02639,0.04014,0.37299,2.44151,3.34584
"20","2015_Q1",127.531475409836,"Up",5.331e+09,-1.183e+09,4.148e+09,-2.689e+09,-1.455e+09,-1.234e+09,1.459e+09,-1.73e+08,-2.61e+08,8.8e+07,1.286e+09,1.286e+09,8e+06,1.294e+09,1.294e+09,1.294e+09,1.294e+09,2.7026e+10,3.731e+09,2.3295e+10,2.546e+09,2.546e+09,2.647e+09,2.494e+09,2.494e+09,3.4713e+10,5.223e+09,2.9073e+10,1.2693e+10,1.4788e+10,1.592e+09,3.4296e+10,6.9009e+10,6.508e+09,9.95e+08,5.513e+09,5e+08,7.008e+09,3.0215e+10,6.008e+09,2.547e+09,3.6223e+10,4.3231e+10,3.041e+10,-4.624e+09,-8e+06,2.5778e+10,2.5778e+10,6.9009e+10,1.294e+09,5.25e+08,1.8e+07,1.005e+09,2.842e+09,-3.35e+08,8.27e+08,-67999999.9999999,3.74e+08,-4.64e+08,-2.125e+09,-1.05e+08,-4.68e+08,-3.162e+09,54000000.0000001,54000000.0000001,54000000.0000001,1.984e+09,3.0715e+10,2.646e+09,0.77809,0.27368,0.24273,0.0502,0.01875,2.04482,4.95334,1.67705,0.44509,1.70487,1.674,7.02372,33.96311,3.48617,0.61133,6,0.02813,0.04234,0.35858,1.85938,2.52844
"21","2015_Q2",130.355238095238,"Up",5.033e+09,-1.033e+09,4e+09,-1.978e+09,-1.084e+09,-8.94e+08,2.022e+09,-1.46e+08,-2.52e+08,1.06e+08,1.876e+09,1.876e+09,-2.53e+08,1.623e+09,1.623e+09,1.623e+09,1.623e+09,2.7118e+10,2.864e+09,2.4254e+10,2.548e+09,2.548e+09,2.686e+09,2.712e+09,2.712e+09,3.5064e+10,5.123e+09,2.8765e+10,1.2265e+10,1.4721e+10,1.779e+09,3.3888e+10,6.8952e+10,5.836e+09,8.88e+08,4.948e+09,5e+08,6.336e+09,2.9841e+10,6.269e+09,2.939e+09,3.611e+10,4.2446e+10,3.042e+10,-4.051e+09,1.37e+08,2.6506e+10,2.6506e+10,6.8952e+10,1.623e+09,5.24e+08,-1.8e+07,-6.47e+08,1.482e+09,-1.18e+08,-7.31e+08,-1.03e+08,-9.52e+08,-5.99e+08,-1.25e+08,-4.64e+08,-2.09e+08,-1.397e+09,-8.67e+08,-8.67e+08,-8.67e+08,2.546e+09,3.0341e+10,2.034e+09,0.79475,0.40175,0.32247,0.06123,0.02354,1.25323,5.53409,1.60137,0.44003,2.13272,2.10779,6.61367,34.83049,2.6728,0.78712,6,0.03521,0.03223,0.36907,1.26591,1.59397
"22","2015_Q3",128.8621875,"Down",5.37e+09,-1.089e+09,4.281e+09,-2.205e+09,-1.241e+09,-9.64e+08,2.076e+09,-7.9e+07,-2.77e+08,1.98e+08,1.997e+09,1.997e+09,-3.44e+08,1.653e+09,1.653e+09,1.653e+09,1.653e+09,2.9993e+10,3.795e+09,2.6198e+10,2.779e+09,2.779e+09,2.567e+09,2.397e+09,2.397e+09,3.7736e+10,5.05e+09,2.8423e+10,1.1988e+10,1.4723e+10,1.712e+09,3.3473e+10,7.1209e+10,5.641e+09,9.34e+08,4.707e+09,1.25e+09,6.891e+09,3.0702e+10,6.132e+09,2.905e+09,3.6834e+10,4.3725e+10,3.0464e+10,-2.912e+09,-6.8e+07,2.7484e+10,2.7484e+10,7.1209e+10,1.653e+09,5.19e+08,5.7e+07,1.055e+09,3.284e+09,4.3e+07,-2.278e+09,-1.24e+08,-2.359e+09,-6.02e+08,1.439e+09,-4.76e+08,-3.55e+08,6e+06,9.31e+08,9.31e+08,9.31e+08,2.595e+09,3.1952e+10,4.037e+09,0.79721,0.38659,0.30782,0.06014,0.02321,2.44223,5.47613,1.59093,0.44871,2.175,2.15234,7.06579,36.16316,5.31184,0.79211,7,0.03439,0.06157,0.36419,0.75491,0.94364
"23","2015_Q4",129.1621875,"Up",5.723e+09,-1.034e+09,4.689e+09,-2.35e+09,-1.231e+09,-1.119e+09,2.339e+09,-1.47e+08,-2.82e+08,1.35e+08,2.192e+09,2.192e+09,-3.29e+08,1.863e+09,1.863e+09,1.863e+09,1.863e+09,3.112e+10,3.226e+09,2.7894e+10,2.901e+09,2.901e+09,2.531e+09,2.292e+09,2.292e+09,3.8844e+10,4.988e+09,2.8037e+10,1.1613e+10,1.4674e+10,1.75e+09,3.3025e+10,7.1869e+10,5.915e+09,1.067e+09,4.848e+09,1.25e+09,7.165e+09,3.0511e+10,6.226e+09,3.117e+09,3.6737e+10,4.3902e+10,3.0556e+10,-2.352e+09,-2.37e+08,2.7967e+10,2.7967e+10,7.1869e+10,1.863e+09,5.23e+08,-2.2e+07,5.28e+08,2.892e+09,-4.3e+07,-1.82e+09,-1.4e+08,-2.003e+09,-5.99e+08,-1.25e+08,-7.44e+08,1e+07,-1.458e+09,-5.69e+08,-5.69e+08,-5.69e+08,2.862e+09,3.1761e+10,3.676e+09,0.81933,0.4087,0.32553,0.06661,0.02592,1.97316,5.42135,1.56978,0.44193,2.46103,2.43848,7.56011,36.94452,4.85601,0.79128,9,0.03733,0.05574,0.32152,0.22397,0.27405
"24","2016_Q1",122.846721311475,"Down",5.536e+09,-1.071e+09,4.465e+09,-2.432e+09,-1.339e+09,-1.093e+09,2.033e+09,-1.2e+08,-2.84e+08,1.64e+08,1.913e+09,1.913e+09,-1.13e+08,1.8e+09,1.8e+09,1.8e+09,1.8e+09,3.1382e+10,4.144e+09,2.7238e+10,2.995e+09,2.995e+09,2.435e+09,1.703e+09,1.703e+09,3.8515e+10,4.907e+09,2.8027e+10,1.1641e+10,1.4787e+10,1.599e+09,3.2934e+10,7.1449e+10,6.417e+09,9.65e+08,5.452e+09,2.247e+09,8.664e+09,2.9182e+10,5.52e+09,3.281e+09,3.4702e+10,4.3366e+10,3.0649e+10,-2.086e+09,-4.8e+08,2.8083e+10,2.8083e+10,7.1449e+10,1.8e+09,5.42e+08,-4.48e+08,1.79e+08,2.073e+09,-2.02e+08,4.08e+08,-8e+07,-2.33e+08,-5.96e+08,-1.24e+08,-1.83e+08,-1.9e+07,-9.22e+08,9.18e+08,9.18e+08,9.18e+08,2.575e+09,3.1429e+10,2.665e+09,0.80654,0.36723,0.32514,0.0641,0.02519,1.48056,4.44541,1.54421,0.43988,2.38727,2.3622,7.34218,37.24536,3.53448,0.79045,7,0.03684,0.04098,0.33111,0.01825,0.02312
"25","2016_Q2",129.40671875,"Up",5.527e+09,-1.018e+09,4.509e+09,-2.107e+09,-1.235e+09,-8.72e+08,2.402e+09,-1.44e+08,-2.94e+08,1.5e+08,2.258e+09,2.258e+09,-3.58e+08,1.9e+09,1.9e+09,1.9e+09,1.9e+09,3.474e+10,2.896e+09,3.1844e+10,3.078e+09,3.078e+09,2.572e+09,1.816e+09,1.816e+09,4.2206e+10,4.885e+09,2.8025e+10,1.1448e+10,1.4804e+10,1.773e+09,3.291e+10,7.5116e+10,6.276e+09,8.18e+08,5.458e+09,2.247e+09,8.523e+09,3.206e+10,5.851e+09,3.649e+09,3.7911e+10,4.6434e+10,3.0588e+10,-1.638e+09,-2.68e+08,2.8682e+10,2.8682e+10,7.5116e+10,1.9e+09,5.21e+08,1.19e+08,-6.25e+08,1.915e+09,-1.56e+08,-4.239e+09,5e+06,-4.39e+09,-7.52e+08,2.784e+09,-6.76e+08,-1.29e+08,1.227e+09,-1.248e+09,-1.248e+09,-1.248e+09,2.923e+09,3.4307e+10,2.5e+09,0.81581,0.43459,0.34377,0.06624,0.02529,1.31579,4.95201,1.61892,0.45672,2.52324,2.5,7.33997,38.09031,3.32005,0.99867,8,0.03852,0.03632,0.39579,-0.14814,-0.18027
"26","2016_Q3",141.6275,"Up",5.688e+09,-1.05e+09,4.638e+09,-2.258e+09,-1.358e+09,-9e+08,2.38e+09,-1.76e+08,-3.13e+08,1.37e+08,2.204e+09,2.204e+09,-3.34e+08,1.87e+09,1.87e+09,1.87e+09,1.87e+09,3.5034e+10,2.63e+09,3.2404e+10,3.078e+09,3.078e+09,2.671e+09,2.164e+09,2.164e+09,4.2947e+10,4.884e+09,2.764e+10,1.1068e+10,1.4799e+10,1.773e+09,3.2524e+10,7.5471e+10,5.536e+09,8.7e+08,4.666e+09,5.294e+09,1.083e+10,2.7928e+10,6.58e+09,3.982e+09,3.4508e+10,4.5338e+10,3.0595e+10,-3.56e+08,-1.06e+08,3.0133e+10,3.0133e+10,7.5471e+10,1.87e+09,5.22e+08,3.07e+08,-2.2e+07,2.677e+09,-2.87e+08,-3.28e+08,-4.2e+07,-6.57e+08,-7.52e+08,-8.76e+08,-5.42e+08,-1.16e+08,-2.286e+09,-2.66e+08,-2.66e+08,-2.66e+08,2.902e+09,3.3222e+10,2.927e+09,0.8154,0.41842,0.32876,0.06206,0.02478,1.56524,3.96556,1.5046,0.4402,2.49001,2.47354,7.5739,40.12383,3.89747,1.00133,8,0.03749,0.04185,0.40214,-0.6244,-0.76134
"27","2016_Q4",126.818571428571,"Down",5.811e+09,-1.027e+09,4.784e+09,-2.257e+09,-1.267e+09,-9.9e+08,2.527e+09,-1.09e+08,-3.25e+08,2.16e+08,2.418e+09,2.418e+09,-4.01e+08,2.017e+09,2.017e+09,2.017e+09,2.017e+09,3.798e+10,3.485e+09,3.4495e+10,3.186e+09,3.186e+09,2.681e+09,1.997e+09,1.997e+09,4.5844e+10,4.912e+09,2.7394e+10,1.069e+10,1.4802e+10,1.902e+09,3.2306e+10,7.815e+10,5.745e+09,8.25e+08,4.92e+09,4.797e+09,1.0542e+10,3.0526e+10,6.309e+09,3.897e+09,3.6835e+10,4.7377e+10,3.0691e+10,2.21e+08,-1.39e+08,3.0773e+10,3.0773e+10,7.815e+10,2.017e+09,5.03e+08,-3.1e+07,1.73e+08,2.662e+09,-6.8e+07,-2.111e+09,-2.1e+08,-2.389e+09,-7.47e+08,2.08e+09,-7.64e+08,1.3e+07,5.82e+08,8.55e+08,8.55e+08,8.55e+08,3.03e+09,3.5323e+10,3.536e+09,0.82327,0.43486,0.3471,0.06554,0.02581,1.7531,4.3487,1.53956,0.45199,2.70013,2.67862,7.77912,41.19545,4.7336,1,6,0.03817,0.04884,0.37035,-0.8769,-1.05144
"28","2017_Q1",141.033387096774,"Up",5.965e+09,-1.067e+09,4.898e+09,-2.413e+09,-1.335e+09,-1.078e+09,2.485e+09,-2.02e+08,-3.28e+08,1.26e+08,2.283e+09,2.283e+09,-3.48e+08,1.935e+09,1.935e+09,1.935e+09,1.935e+09,3.8085e+10,3.241e+09,3.4844e+10,3.165e+09,3.165e+09,2.745e+09,2.015e+09,2.015e+09,4.601e+10,4.961e+09,2.6655e+10,1.0279e+10,1.4751e+10,1.625e+09,3.1616e+10,7.7626e+10,6.801e+09,9.17e+08,5.884e+09,4.403e+09,1.1204e+10,3.0193e+10,6.354e+09,3.918e+09,3.6547e+10,4.7751e+10,3.0784e+10,-4.38e+08,-4.71e+08,2.9875e+10,2.9875e+10,7.7626e+10,1.935e+09,5.59e+08,1.31e+08,4.75e+08,3.1e+09,-2.27e+08,-9.99e+08,3999999.99999997,-1.222e+09,-7.47e+08,-3.95e+08,-9.83e+08,3e+06,-2.122e+09,-2.44e+08,-2.44e+08,-2.44e+08,3.044e+09,3.4596e+10,3.64e+09,0.82112,0.4166,0.32439,0.06477,0.02493,1.88114,4.10657,1.59836,0.44568,2.61134,2.59036,8.04993,40.31714,4.91228,1.0081,7,0.03787,0.05139,0.38605,-1.14619,-1.40402
"29","2017_Q2",138.994603174603,"Down",5.464e+09,-9.96e+08,4.468e+09,-1.877e+09,-1.108e+09,-7.69e+08,2.591e+09,-1.31e+08,-3.26e+08,1.95e+08,2.46e+09,2.46e+09,-3.89e+08,2.071e+09,2.071e+09,2.071e+09,2.071e+09,3.8398e+10,3.358e+09,3.504e+10,3.248e+09,3.248e+09,2.871e+09,1.939e+09,1.939e+09,4.6456e+10,4.96e+09,2.6446e+10,9.922e+09,1.4757e+10,1.767e+09,3.1406e+10,7.7862e+10,6.724e+09,9.02e+08,5.822e+09,3.799e+09,1.0523e+10,3.0293e+10,6.409e+09,4.039e+09,3.6702e+10,4.7225e+10,3.0766e+10,2.33e+08,-3.62e+08,3.0637e+10,3.0637e+10,7.7862e+10,2.071e+09,5.24e+08,-2e+06,-2.08e+08,2.385e+09,-1.68e+08,6.3e+07,-5.2e+07,-1.57e+08,-8.47e+08,-6.05e+08,-5.86e+08,-7.3e+07,-2.111e+09,1.17e+08,1.17e+08,1.17e+08,3.115e+09,3.4092e+10,3.128e+09,0.81772,0.47419,0.37903,0.0676,0.0266,1.51038,4.41471,1.54144,0.43785,2.81004,2.79487,7.41384,41.56988,4.24423,1.14925,7,0.04102,0.04397,0.40898,-1.38234,-1.66191
"30","2017_Q3",152.460793650794,"Up",5.81e+09,-1.024e+09,4.786e+09,-2.088e+09,-1.215e+09,-8.73e+08,2.698e+09,-1.56e+08,-3.21e+08,1.65e+08,2.542e+09,2.542e+09,-3.91e+08,2.151e+09,2.151e+09,2.151e+09,2.151e+09,3.9227e+10,2.629e+09,3.6598e+10,3.56e+09,3.56e+09,2.961e+09,2.694e+09,2.694e+09,4.8442e+10,4.98e+09,2.6165e+10,9.561e+09,1.4766e+10,1.838e+09,3.1145e+10,7.9587e+10,6.356e+09,8.83e+08,5.473e+09,1.459e+09,7.815e+09,3.3603e+10,6.447e+09,4.148e+09,4.005e+10,4.7865e+10,3.0793e+10,1.378e+09,-4.49e+08,3.1722e+10,3.1722e+10,7.9587e+10,2.151e+09,5.18e+08,8.7e+07,-4.3e+08,2.326e+09,-1.85e+08,-1.598e+09,-3e+07,-1.813e+09,-8.46e+08,6.44e+08,-9.76e+08,-6.4e+07,-1.242e+09,-7.29e+08,-7.29e+08,-7.29e+08,3.216e+09,3.5062e+10,2.992e+09,0.82375,0.46437,0.37022,0.06781,0.02703,1.39098,6.19859,1.50889,0.44055,2.93052,2.91463,7.91553,43.21798,4.07629,1.15259,7,0.04093,0.04086,0.39331,-1.29509,-1.54374
