"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","income_taxes_receivable","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","total_current_liabilities","other_long_term_liabilities","pension_liabilities","pensions","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repurchase_of_equity","decrease_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2013_Q2",12.2209375,"Down",425821000,-268227000,157594000,-97735000,-44914000,-52821000,59859000,220000,-335000,555000,60079000,-2640000,57439000,-22363000,35076000,35076000,35076000,35076000,10283000,10283000,375126000,375126000,132682000,32574000,10516000,11996000,4110000,550665000,758587000,43324000,24093000,19231000,801911000,1352576000,161377000,122797000,777000,37803000,161377000,278710000,27798000,27798000,150210000,100702000,278710000,440087000,22056000,904860000,-14427000,912489000,912489000,1352576000,35076000,53572000,-7780000,8441000,89309000,-50045000,-50045000,-4961000,-4961000,-43144000,-3880000,-3880000,-3880000,113431000,0,94190000,0.37009,0.14057,0.08237,0.03844,0.02593,2.68531,3.41229,0.48229,0,0.16224,0.16125,1.96962,4.2207,0.43567,0.04793,0.07907,-0.09065,-0.17179
"12","2013_Q3",13.20171875,"Up",457566000,-287578000,169988000,-100378000,-47611000,-52767000,69610000,-1073000,-882000,-191000,68537000,-1757000,66780000,-26364000,40416000,40416000,40416000,40416000,10259000,10259000,380951000,380951000,134170000,21012000,8056000,17154345.1171365,5294000,546392000,739624000,42966000,24093000,18873000,782590000,1328982000,162548000,108286000,10111000,44151000,162548000,249287000,27066000,27066000,141382000,80839000,249287000,411835000,21936000,909867000,-14656000,917147000,917147000,1328982000,40416000,53484000,7733000,9706000,111339000,-53287000,-53287000,-15626000,-15626000,-58076000,-24000,-24000,-24000,123094000,0,105877000,0.3715,0.15213,0.08833,0.04407,0.03041,2.61968,3.36142,0.44904,0,0.18721,0.18651,2.11951,4.24835,0.49044,0.05352,0.09077,-0.08334,-0.14738
"13","2013_Q4",15.84265625,"Up",491121000,-303707000,187414000,-100307000,-47096000,-53211000,87107000,1004000,-275000,1279000,88111000,-1268000,86843000,-33083000,53760000,53760000,53760000,53760000,22937000,22937000,390008000,390008000,128203000,30781000,5116000,15088000,3406000,571929000,736829000,43571000,24093000,19478000,780400000,1352329000,165738000,116318000,168000,49252000,165738000,239640000,28076000,28076000,146035000,65529000,239640000,405378000,21904000,939336000,-14289000,946951000,946951000,1352329000,53760000,53650000,-3678000,-843000,102889000,-47944000,-47944000,-4534000,-4534000,-42267000,12678000,12678000,12678000,140757000,0,125053000,0.3816,0.17736,0.10946,0.05677,0.03975,2.32613,3.4508,0.42809,0,0.24997,0.24873,2.28356,4.40303,0.58146,0.06376,0.10539,-0.16295,-0.26332
"14","2014_Q1",16.8332786885246,"Up",486981000,-318900000,168081000,-97847000,-43518000,-54329000,70234000,-1320000,78000.0000000001,-1398000,68914000,-3706000,65208000,-27565000,37643000,37643000,37643000,37643000,8700000,8700000,437132000,437132000,126604000,32489000,9143000,5720000,3441000,604925000,726307000,52628000,31861000,20767000,778935000,1383860000,168052000,119170000,1694171.83321259,48882000,168052000,247106000,21966000,21966000,153176000,71964000,247106000,415158000,21899000,956918000,-10115000,968702000,968702000,1383860000,37643000,55106000,8246000,-38908000,62087000,-39334000,-56378000,-1000,-1000,-19946000,-14237000,-14237000,-14237000,125340000,0,74663000,0.34515,0.14422,0.0773,0.03886,0.0272,1.98345,3.59963,0.42857,0,0.17519,0.17381,2.26639,4.5083,0.34748,0.04895,0.06141,-0.06941,-0.12387
"15","2014_Q2",20.1538095238095,"Up",501692000,-330015000,171677000,-104213000,-48708000,-55505000,67464000,-253000,-333000,80000,67211000,-2232000,64979000,-25591000,39388000,39388000,39388000,39388000,44293000,44293000,467978000,467978000,135727000,24830000,8538000,2099000,1691000,672828000,707774000,53693000,32150000,21543000,761467000,1434295000,192539000,141398000,6593000,44548000,192539000,263444000,22229000,22229000,141330000,99885000,263444000,455983000,21884000,966966000,-10538000,978312000,978312000,1434295000,39388000,56280000,-1513000,-16287000,77868000,-37433000,-37433000,-13144000,-13144000,-4842000,35593000,35593000,35593000,123744000,0,95615000,0.3422,0.13447,0.07851,0.04026,0.02746,2.42752,3.4945,0.46609,0,0.18305,0.18217,2.33155,4.54659,0.44436,0.05023,0.077,-0.35794,-0.65654
"16","2014_Q3",20.6696875,"Up",582831000,-374275000,208556000,-104120000,-47603000,-56517000,104436000,788000,-42999.9999999999,831000,105224000,-1405000,103819000,-40536000,63283000,63283000,63283000,63283000,22164000,22164000,565940000,565940000,138836000,41287000,6002000,16874000,6787000,768227000,708598000,54036000,32150000,21886000,762634000,1530861000,205460000,150894000,535000,54031000,205460000,303756000,22867000,22867000,127459000,153430000,303756000,509216000,21883000,1009711000,-9949000,1021645000,1021645000,1530861000,63283000,57028000,-21493000,-85198000,13620000,-63413000,-63413000,0,1.86264514923096e-09,27664000,-22129000,-22129000,-22129000,161464000,0,53389000,0.35783,0.17919,0.10858,0.06194,0.04134,0.84365,3.73906,0.49843,0,0.29403,0.29265,2.70802,4.74689,0.24806,0.06502,0.04028,-0.13727,-0.21223
"17","2014_Q4",14.27,"Down",620684000,-398306000,222378000,-108033000,-50814000,-57219000,114345000,-906000,-452000,-454000,113439000,-7684000,105755000,-40870000,64885000,64885000,64885000,64885000,8522000,8522000,591585000,591585000,153948000,31001000,5507000,11081000,3562000,785056000,775714000,55263000,32150000,23113000,830977000,1616033000,241476000,182123000,558000.000000001,58795000,241476000,313612000,22786000,22786000,114459000,176367000,313612000,555088000,21860000,1049636000,-10551000,1060945000,1060945000,1616033000,64885000,58074000,4067000,-12240000,114786000,-121647000,-121647000,-4404000,-4404000,-6781000,-13642000,-13642000,-13642000,172419000,0,79402000,0.35828,0.18422,0.10454,0.06116,0.04015,1.22373,3.25107,0.5232,0,0.30151,0.29993,2.88419,4.93,0.36896,0.06389,0.05777,-0.04943,-0.07453
"18","2015_Q1",11.7229508196721,"Down",632206000,-390486000,241720000,-111564000,-49992000,-61572000,130156000,-1172000,-584000,-588000,128984000,-4151000,124833000,-47196000,77637000,77637000,77637000,77637000,9772000,9772000,634730000,634730000,155611000,51515000,9135000,29115000,3843000,851628000,849383000,58347000,32150000,26197000,907730000,1759358000,239012000,175416000,944000,62652000,239012000,441964000,34399000,34399000,156977000,250588000,441964000,680976000,21654000,1074561000,-17833000,1078382000,1078382000,1759358000,77637000,62558000,32446000,-56158000,116483000,-130302000,-132856000,-32049000,-32049000,17623000,1250000,1250000,1250000,192714000,0,53450000,0.38234,0.20588,0.1228,0.07199,0.04413,0.688460000000001,3.56312,0.63148,0,0.38968,0.38772,3.17323,5.41272,0.26828,0.06605,0.03516,-0.05071,-0.0750800000000003
"19","2015_Q2",13.8574603174603,"Up",406270000,-292445000,113825000,-108409000,-42433000,-65976000,5416000,4900000,-685000,5585000,10316000,958000,11274000,-3726000,7548000,7548000,7548000,7548000,15476000,15476000,430612000,430612000,153698000,34447000,8507000,14512000,2958000,634233000,857632000,58115000,32150000,25965000,915747000,1549980000,133559000,91349000,1727000,40483000,133559000,354326000,34561000,34561000,137774000,181991000,354326000,487885000,21707000,1059105000,-18717000,1062095000,1062095000,1549980000,7548000,67555000,-1624000,127113000,200592000,-100593000,-100593000,-4093000,-4093000,-94295000,5704000,5704000,5704000,72971000,0,103217000,0.28017,0.01333,0.01858,0.00711,0.00487,13.67475,4.74871,0.45936,0,0.03593,0.03592,1.93398,5.05593,0.49135,0.0214,0.07287,-0.21208,-2.85746
"20","2015_Q3",10.72828125,"Down",297560000,-241617000,55943000,-110008000,-40207000,-69801000,-54065000,-239000.000000002,-381000,142000.000000001,-54304000,1718000,-52586000,18531000,-34055000,-34055000,-34055000,-34055000,14844000,14844000,299550000,299550000,146945000,50266000,6417000,32292000,2530000,511605000,813993000,58184000,32150000,26034000,872177000,1383782000,116729000,75606000,4051000,37072000,116729000,247058000,35014000,35014000,130002000,82042000,247058000,363787000,21702000,1016754000,-18461000,1019995000,1019995000,1383782000,-34055000,70359000,-23209000,130530000,143625000,-32670000,-32670000,3.72529029846191e-09,-3.72529029846191e-09,-111587000,-632000,-632000,-632000,16294000,0,95623000,0.18801,-0.18169,-0.11445,-0.03339,-0.02461,-2.8079,4.38284,0.35666,0,-0.1636,-0.1636,1.4295,4.90015,0.45938,-0.01832,0.07547,-0.91101,0.274560000000001
"21","2015_Q4",11.26015625,"Up",291924000,-234640000,57284000,-106392000,-37345000,-69047000,-49108000,-1040000,-245000,-795000,-50148000,-3791000,-53939000,18766000,-35173000,-35173000,-35173000,-35173000,7508000,7508000,285134000,285134000,136248000,49152000,6038000,27078000,7940000,478042000,753414000,56635000,32150000,24485000,810049000,1288091000,117264000,78028000,5961000,33275000,117264000,183918000,33661000,33661000,103891000,46366000,183918000,301182000,21701000,984168000,-18960000,986909000,986909000,1288091000,-35173000,70506000,-13269000,20004000,42068000,-14004000,-14004000,0,0,-35400000,-7336000,-7336000,-7336000,21398000,0,8632000,0.19623,-0.16822,-0.12049,-0.03564,-0.02731,-0.24542,4.07663,0.30518,0,-0.16722,-0.16722,1.38785,4.69193,0.04104,-0.03004,0.00737,-0.35087,0.15289
"22","2016_Q1",11.9240983606557,"Up",268086000,-217442000,50644000,-102747000,-36594000,-66153000,-52103000,-385000,-638000,253000,-52488000,-5302000,-57790000,19909000,-37881000,-37881000,-37881000,-37881000,65196000,65196000,232187000,232187000,128441000,66384000,8961000,51392000,6031000,492208000,688335000,56551000,32150000,24401000,744886000,1237094000,107464000,75811000,7639000,24014000,107464000,177349000,33009000,33009000,115495000,28845000,177349000,284813000,21699000,948551000,-17969000,952281000,952281000,1237094000,-37881000,66993000,-650000,59045000,87507000,-10316000,-10316000,0,-2.3283064365387e-10,-19503000,57688000,57688000,57688000,14890000,0,43710000,0.18891,-0.19435,-0.1413,-0.03978,-0.03062,-1.15388,4.58021,0.29909,0,-0.17824,-0.17832,1.26143,4.4808,0.20567,-0.03353,0.03869,-4.37851,1.25129
"23","2016_Q2",13.7703125,"Up",189095000,-161256000,27839000,-104182000,-43546000,-60636000,-76343000,40000,-302000,342000,-76303000,1256000,-75047000,42536000,-32511000,-32511000,-32511000,-32511000,108309000,108309000,175554000,175554000,125089000,54510000,7384000,41294000,5832000,463462000,635307000,56427000,32150000,24277000,691734000,1155196000,81901000,45884000,8704000,27313000,81901000,153472000,32077000,32077000,107769000,13626000,153472000,235373000,21761000,915221000,-17159000,919823000,919823000,1155196000,-32511000,61418000,4660000,19905000,53472000,-7571000,-7571000,-3191000,-3191000,-2788000,43113000,43113000,43113000,-14925000,0,-45127000,0.14722,-0.40373,-0.17193,-0.03534,-0.02814,1.38805,5.65881,0.25589,0,-0.15184,-0.15184,0.88316,4.29601,-0.21076,-0.03029,-0.04205,7.25688,1.41872
"24","2016_Q3",14.2790625,"Up",142998000,-126997000,16001000,-92738000,-36458000,-56280000,-76737000,-176000,-22000,-154000,-76913000,1515000,-75398000,26712000,-48686000,-48686000,-48686000,-48686000,141354000,141354000,130903000,130903000,115954000,61326000,5111000,50565000,5650000,449537000,584963000,56777000,32150000,24627000,641740000,1091277000,76046000,39512000,8167000,28367000,76046000,141222000,32520000,32520000,95257000,13445000,141222000,217268000,21755000,869122000,-16868000,874009000,874009000,1091277000,-48686000,57381000,-18397000,48491000,38789000,-5588000,-5588000,-3000,-3000,-155999.999999998,33045000,33045000,33045000,-19356000,0,-3165000,0.1119,-0.53663,-0.34047,-0.0557,-0.04461,0.06501,5.91138,0.24859,0,-0.22723,-0.22723,0.66739,4.07914,-0.01477,-0.04796,-0.00312,7.30285,1.84206
"25","2016_Q4",17.6380952380952,"Up",175884000,-146615000,29269000,-86834000,-34859000,-51975000,-57565000,140000,54000,86000,-57425000,1148000,-56277000,17335000,-38942000,-38942000,-38942000,-38942000,139087000,139087000,144785000,144785000,110868000,61066000,4528000,50264000,6274000,455806000,539270000,57816000,32150000,25666000,597086000,1052892000,87084000,54822000,4026000,28236000,87084000,127998000,30289000,30289000,84665000,13044000,127998000,215082000,21752000,832937000,-16879000,837810000,837810000,1052892000,-38942000,52843000,-8230000,-3372000,2299000,-4617000,-4617000,-24000,-24000,51000,-2267000,-2267000,-2267000,-4722000,0,-30046000,0.16641,-0.32729,-0.22141,-0.04648,-0.03699,0.77156,5.2341,0.25672,0,-0.18175,-0.18175,0.82087,3.91014,-0.14023,-0.04032,-0.03111,29.4551,2.41617
"26","2017_Q1",19.0462903225806,"Up",220997000,-173020000,47977000,-84194000,-35827000,-48367000,-36217000,-422000,56000,-478000,-36639000,4001000,-32638000,11531000,-21107000,-21107000,-21107000,-21107000,131835000,131835000,169166000,169166000,108316000,69740000,6718000,57174000,5848000,479057000,497986000,58409000,32150000,26259000,556395000,1035452000,101468000,70536000,4929000,26003000,101468000,127185000,32864000,32864000,81466000,12855000,127185000,228653000,21749000,803152000,-18102000,806799000,806799000,1035452000,-21107000,49396000,-13482000,-7663000,7144000,-3563000,-3563000,-39000,-39000.0000000002,-10833000,-7252000,-7252000,-7252000,13179000,0,-9578000,0.21709,-0.16388,-0.09551,-0.02616,-0.02038,0.45378,4.72126,0.28341,0,-0.09851,-0.09851,1.0314,3.76537,-0.0447,-0.01097,-0.01025,-10.00341,3.64013999999995
"27","2017_Q2",17.9607936507937,"Down",298119000,-216242000,81877000,-81820000,-37157000,-44663000,57000,238000,26000,212000,295000,1517000,1812000,1822000,3634000,3634000,3634000,3634000,104498000,104498000,246583000,246583000,111945000,61627000,6897000,48461000,6269000,524653000,465249000,59152000,32150000,27002000,524401000,1049054000,124770000,92270000,3805000,28695000,124770000,116676000,33637000,33637000,69869000,13170000,116676000,241446000,21778000,803770000,-17940000,807608000,807608000,1049054000,3634000,45412000,-1963000,-59532000,-12449000,-9214000,-9214000,-5674000,-5674000,-5674000,-27337000,-27337000,-27337000,45469000,0,-25099000,0.27465,0.00019,0.01219,0.0045,0.00346,-6.90671,4.20496,0.29896,0,0.01693,0.01693,1.38873,3.76207,-0.11692,0.00393,-0.02716,-2.29823,-1833.29825
"28","2017_Q3",19.6279365079365,"Up",398810000,-254016000,144794000,-81551000,-40288000,-41263000,63243000,2307000,297000,2010000,65550000,3759000,69309000,-25469000,43840000,43840000,43840000,43840000,125812000,125812000,343299000,343299000,112658000,19909000,5410000,8926000,5573000,601678000,443555000,60652000,32150000,28502000,504207000,1105885000,148344000,103801000,15206000,29337000,148344000,109230000,34918000,34918000,60849000,13463000,109230000,257574000,21735000,844198000,-17622000,848311000,848311000,1105885000,43840000,41967000,31497000,-76186000,41118000,-13024000,-13024000,-6780000,-6780000,-6780000,21314000,21314000,21314000,105210000,0,41469000,0.36307,0.15858,0.10993,0.05168,0.03964,0.94592,4.05596,0.30363,0,0.20429,0.20429,1.85844,3.9531,0.19324,0.04578,0.04331,-1.19582,-1.98933999999986
"29","2017_Q4",22.8130158730159,"Up",470999000,-294820000,176179000,-79325000,-39738000,-39587000,96854000,947000,383000,564000,97801000,503000,98304000,-40970000,57334000,57334000,57334000,57334000,136892000,136892000,375418000,375418000,113359000,16771000,5587000,3141000,8043000,642440000,444662000,61524000,32150000,29374000,506186000,1148626000,164363000,121880000,4201000,38282000,164363000,102410000,34934000,34934000,53529000,13947000,102410000,266773000,21658000,877320000,-17125000,881853000,881853000,1148626000,57334000,40300000,710000,-17722000,80622000,-42246000,-42246000,-14270000,-14270000,-27296000,11080000,11080000,11080000,137154000,0,118156000,0.37405,0.20564,0.12173,0.06502,0.04992,2.06084,3.90867,0.30251,0,0.26775,0.26775,2.1996,4.11833,0.5518,0.07148,0.12005,-0.99809,-1.41339
