"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",36.9767741935484,"Up",6.484e+09,-3.856e+09,2.628e+09,-1.338e+09,-1.338e+09,1.29e+09,-5.1e+07,-5.1e+07,1.239e+09,-8.4e+07,1.155e+09,-3.68e+08,7.87e+08,7.87e+08,-1.7e+07,7.7e+08,7.7e+08,2.292e+09,2.292e+09,4.601e+09,4.601e+09,2.367e+09,7.43e+08,7.43e+08,1.0003e+10,3.418e+09,1.0905e+10,8.739e+09,1.856e+09,3.1e+08,1.4323e+10,2.4326e+10,5.336e+09,2.617e+09,2.561e+09,2.06e+09,7.396e+09,3.789e+09,2.476e+09,2.476e+09,6.265e+09,1.3661e+10,7.94e+08,4.77e+08,3.17e+08,-7.623e+09,1.8115e+10,-7.67e+08,1.0519e+10,1.46e+08,1.0665e+10,2.4326e+10,7.87e+08,2.11e+08,-1.8e+07,-1.34e+08,8.46e+08,-1.41e+08,-1.1e+07,3e+06,-1.49e+08,-2.93e+08,5e+06,-1.98e+08,-8e+06,-4.94e+08,2.03e+08,2.03e+08,-6.4e+07,1.39e+08,1.501e+09,5.849e+09,1.594e+09,0.40531,0.19895,0.11875,0.0722,0.03165,2.07013,1.35249,1.28092,0.24044,1.05407,1.04847,8.87611,14.39973,2.18207,0.4011,8,0.05598,0.08394,0.38052,2.36975,2.75736
"12","2013_Q1",42.2123333333333,"Up",6.7e+09,-3.951e+09,2.749e+09,-1.385e+09,-1.385e+09,1.364e+09,-5.7e+07,-5.7e+07,1.307e+09,-7.14e+08,5.93e+08,-2.93e+08,3e+08,3e+08,-1.8e+07,2.82e+08,2.82e+08,2.367e+09,2.367e+09,4.983e+09,4.983e+09,2.125e+09,6.51e+08,6.51e+08,1.0126e+10,3.509e+09,1.0183e+10,8.026e+09,1.838e+09,3.19e+08,1.3692e+10,2.3818e+10,5.627e+09,2.767e+09,2.732e+09,1.506e+09,7.133e+09,3.787e+09,2.456e+09,2.456e+09,6.243e+09,1.3376e+10,8.01e+08,4.77e+08,3.24e+08,-7.882e+09,1.8107e+10,-7.31e+08,1.0295e+10,1.47e+08,1.0442e+10,2.3818e+10,3e+08,2.06e+08,5.29e+08,2.76e+08,1.311e+09,-2.37e+08,1.16e+08,-3.9e+07,-1.6e+08,-2.9e+08,-5.57e+08,-2.7e+08,1.6e+07,-1.101e+09,5e+07,5e+07,2.5e+07,7.5e+07,1.57e+09,5.293e+09,1.902e+09,0.4103,0.20358,0.04209,0.02701,0.01184,6.74468,1.4196,1.28098,0.22223,0.38902,0.38688,9.24265,14.20196,2.62381,0.40006,7,0.03144,0.10456,1.02837,1.86369,2.14516
"13","2013_Q2",42.2496875,"Up",5.553e+09,-3.346e+09,2.207e+09,-1.394e+09,-1.394e+09,8.13e+08,-5.4e+07,-5.4e+07,7.59e+08,-8.6e+07,6.73e+08,-2.07e+08,4.66e+08,4.66e+08,-1.2e+07,4.54e+08,4.54e+08,2.527e+09,2.527e+09,4.556e+09,4.556e+09,2.308e+09,6.95e+08,6.95e+08,1.0086e+10,3.503e+09,1.0182e+10,8.068e+09,1.798e+09,3.16e+08,1.3685e+10,2.3771e+10,5.291e+09,2.431e+09,2.648e+09,1.912e+09,7.203e+09,3.542e+09,2.408e+09,2.408e+09,5.95e+09,1.3153e+10,8.03e+08,4.77e+08,3.26e+08,-7.972e+09,1.8264e+10,-6.17e+08,1.0478e+10,1.4e+08,1.0618e+10,2.3771e+10,4.66e+08,2.06e+08,8.6e+07,-1.19e+08,6.39e+08,-2e+08,3e+06,-2.2e+07,-2.19e+08,-2.97e+08,1.6e+08,-1.13e+08,-8e+06,-2.58e+08,1.62e+08,1.62e+08,-2e+06,1.6e+08,1.019e+09,5.454e+09,9.07e+08,0.39744,0.14641,0.08176,0.04276,0.0191,1.9978,1.40025,1.23875,0.22944,0.62855,0.62457,7.68794,14.50644,1.25571,0.41119,9,0.04064,0.04908,0.65419,2.87242,3.60025
"14","2013_Q3",46.26859375,"Up",5.96e+09,-3.587e+09,2.373e+09,-1.426e+09,-1.426e+09,9.47e+08,-5.7e+07,-5.7e+07,8.9e+08,-5.9e+07,8.31e+08,-2.53e+08,5.78e+08,5.78e+08,-1.7e+07,5.61e+08,5.61e+08,2.615e+09,2.615e+09,4.559e+09,4.559e+09,2.327e+09,6.88e+08,6.88e+08,1.0189e+10,3.481e+09,1.0054e+10,8.007e+09,1.734e+09,3.13e+08,1.3535e+10,2.3724e+10,5.159e+09,2.46e+09,2.651e+09,1.485e+09,6.644e+09,4.059e+09,2.347e+09,2.347e+09,6.406e+09,1.305e+10,8.13e+08,4.77e+08,3.36e+08,-8.102e+09,1.8529e+10,-7.08e+08,1.0532e+10,1.42e+08,1.0674e+10,2.3724e+10,5.78e+08,2.05e+08,9000000.00000006,-2.18e+08,5.74e+08,-9.7e+07,0,-2.6e+07,-1.23e+08,-2.96e+08,9e+07,-1.58e+08,2.2e+07,-3.42e+08,1.09e+08,1.09e+08,-2.1e+07,8.8e+07,1.152e+09,5.544e+09,1.09e+09,0.39815,0.15889,0.09413,0.05256,0.02365,1.94296,1.53356,1.2226,0.23369,0.77863,0.77347,8.27203,14.61763,1.51284,0.41083,8,0.04616,0.05871,0.52763,2.54253,3.09293
"15","2013_Q4",50.86015625,"Up",6.344e+09,-3.776e+09,2.568e+09,-1.396e+09,-1.396e+09,1.172e+09,-5.1e+07,-5.1e+07,1.121e+09,-6.1e+08,5.11e+08,-2.97e+08,2.14e+08,2.14e+08,-2e+07,1.94e+08,1.94e+08,2.81e+09,2.81e+09,4.725e+09,4.725e+09,2.304e+09,6.67e+08,6.67e+08,1.0506e+10,3.475e+09,9.532e+09,7.514e+09,1.698e+09,3.2e+08,1.3007e+10,2.3513e+10,5.464e+09,2.614e+09,2.783e+09,1.486e+09,6.95e+09,4.059e+09,2.24e+09,2.24e+09,6.299e+09,1.3249e+10,8.21e+08,4.77e+08,3.44e+08,-8.388e+09,1.8428e+10,-7.45e+08,1.0116e+10,1.48e+08,1.0264e+10,2.3513e+10,2.14e+08,2.01e+08,4.97e+08,7.8e+07,9.9e+08,-1.4e+08,-2e+07,-2.8e+07,-1.88e+08,-2.95e+08,1e+06,-3.02e+08,-2e+06,-5.98e+08,2.04e+08,2.04e+08,-9e+06,1.95e+08,1.373e+09,5.545e+09,1.608e+09,0.40479,0.18474,0.03058,0.0189,0.00825,8.28866,1.51165,1.29082,0.23583,0.27061,0.26862,8.84921,14.11075,2.24299,0.41149,5,0.02709,0.08909,1.52062,1.99199,2.33362
"16","2014_Q1",50.4413114754098,"Down",6.812e+09,-4.008e+09,2.804e+09,-1.432e+09,-1.432e+09,1.372e+09,-5.6e+07,-5.6e+07,1.316e+09,-1.35e+08,1.181e+09,-3.73e+08,8.08e+08,8.08e+08,-1.3e+07,7.95e+08,7.95e+08,3.275e+09,3.275e+09,4.808e+09,4.808e+09,1.895e+09,1.021e+09,1.021e+09,1.0999e+10,3.605e+09,1.0107e+10,7.509e+09,1.672e+09,9.26e+08,1.3712e+10,2.4711e+10,6.038e+09,2.725e+09,3.184e+09,1.587e+09,7.625e+09,4.055e+09,2.313e+09,2.313e+09,6.368e+09,1.3993e+10,8.29e+08,4.77e+08,3.52e+08,-8.985e+09,1.893e+10,-1.89e+08,1.0585e+10,1.33e+08,1.0718e+10,2.4711e+10,8.08e+08,2.07e+08,1.3e+08,3.01e+08,1.446e+09,-2.41e+08,999999.999999985,-1.9e+07,-2.59e+08,-2.93e+08,9.8e+07,-5.37e+08,-3e+06,-7.35e+08,4.52e+08,4.52e+08,1.3e+07,4.65e+08,1.579e+09,5.642e+09,2.012e+09,0.41163,0.20141,0.11671,0.07417,0.03217,2.53082,1.44249,1.30556,0.22832,1.11799,1.10848,9.57952,14.88539,2.82942,0.41204,7,0.05827,0.10775,0.36855,1.49905,1.72522
"17","2014_Q2",51.862380952381,"Up",5.606e+09,-3.37e+09,2.236e+09,-1.444e+09,-1.444e+09,7.92e+08,-5.4e+07,-5.4e+07,7.38e+08,-9.5e+07,6.43e+08,-1.66e+08,4.77e+08,4.77e+08,-1.5e+07,4.62e+08,4.62e+08,2.737e+09,2.737e+09,4.429e+09,4.429e+09,2.162e+09,6.71e+08,6.71e+08,9.999e+09,3.639e+09,1.0486e+10,7.871e+09,1.839e+09,7.76e+08,1.4125e+10,2.4124e+10,5.15e+09,2.425e+09,2.526e+09,1.958e+09,7.108e+09,3.834e+09,2.299e+09,2.299e+09,6.133e+09,1.3241e+10,1.005e+09,4.77e+08,5.28e+08,-9.206e+09,1.9088e+10,-1.46e+08,1.0741e+10,1.42e+08,1.0883e+10,2.4124e+10,4.77e+08,2.09e+08,5.9e+07,-5.4e+07,6.91e+08,-2.36e+08,-3.08e+08,-1.1e+07,-5.55e+08,-3.04e+08,7.3e+07,-3.9e+08,-5.4e+07,-6.75e+08,-5.39e+08,-5.39e+08,1e+06,-5.38e+08,1.001e+09,5.792e+09,8.77e+08,0.39886,0.14128,0.08241,0.04245,0.01915,1.89827,1.40672,1.21667,0.24009,0.65672,0.65245,7.96873,15.26795,1.24662,0.43213,7,0.04037,0.04622,0.65801,3.05195,3.85732
"18","2014_Q3",50.41984375,"Down",5.812e+09,-3.417e+09,2.395e+09,-1.394e+09,-1.394e+09,1.001e+09,-4.7e+07,-4.7e+07,9.54e+08,-1.37e+08,8.17e+08,-2.63e+08,5.54e+08,5.54e+08,-7e+06,5.47e+08,5.47e+08,2.724e+09,2.724e+09,4.563e+09,4.563e+09,2.233e+09,6.83e+08,6.83e+08,1.0203e+10,3.692e+09,1.0451e+10,7.875e+09,1.81e+09,7.66e+08,1.4143e+10,2.4346e+10,5.171e+09,2.522e+09,2.583e+09,2.661e+09,7.832e+09,3.836e+09,2.153e+09,2.153e+09,5.989e+09,1.3821e+10,6.77e+08,4.77e+08,2e+08,-9.405e+09,1.9333e+10,-1.28e+08,1.0477e+10,4.8e+07,1.0525e+10,2.4346e+10,5.54e+08,2.1e+08,3e+07,-2.19e+08,5.75e+08,-1.61e+08,0,-4.4e+07,-2.05e+08,-3.02e+08,6.96e+08,-2.06e+08,-5.57e+08,-3.69e+08,1e+06,1e+06,-1.4e+07,-1.3e+07,1.211e+09,6.497e+09,1.094e+09,0.41208,0.17223,0.09412,0.05197,0.02247,2,1.30273,1.31316,0.26686,0.77954,0.77567,8.28274,14.93088,1.55907,0.43038,6,0.04428,0.05705,0.5521,3.11561,3.76923
"19","2014_Q4",48.9865625,"Down",6.312e+09,-3.674e+09,2.638e+09,-1.424e+09,-1.424e+09,1.214e+09,-4.6e+07,-4.6e+07,1.168e+09,-9.6e+07,1.072e+09,-3.34e+08,7.38e+08,7.38e+08,-1e+07,7.28e+08,7.28e+08,3.049e+09,3.049e+09,4.772e+09,4.772e+09,2.253e+09,7.39e+08,7.39e+08,1.0813e+10,3.737e+09,1.0565e+10,7.917e+09,1.768e+09,8.8e+08,1.4302e+10,2.5115e+10,5.558e+09,2.645e+09,2.736e+09,2.975e+09,8.533e+09,3.565e+09,2.144e+09,2.144e+09,5.709e+09,1.4242e+10,6.97e+08,4.77e+08,2.2e+08,-9.582e+09,1.9757e+10,-5.2e+07,1.082e+10,5.3e+07,1.0873e+10,2.5115e+10,7.38e+08,2.04e+08,-4e+07,1.16e+08,1.018e+09,-1.76e+08,-3.8e+07,-5.2e+07,-2.66e+08,-3.04e+08,4.2e+07,-1.87e+08,1.8e+07,-4.31e+08,3.21e+08,3.21e+08,4e+06,3.25e+08,1.418e+09,6.54e+09,1.692e+09,0.41793,0.19233,0.11534,0.06695,0.02899,2.32418,1.2672,1.30985,0.2604,1.04059,1.03512,9.0223,15.46598,2.41852,0.43453,7,0.05277,0.08652,0.41758,2.46192,2.87562
"20","2015_Q1",45.81,"Down",6.807e+09,-3.918e+09,2.889e+09,-1.453e+09,-1.453e+09,1.436e+09,-4.7e+07,-4.7e+07,1.389e+09,-5.73e+08,8.16e+08,-4.01e+08,4.15e+08,4.15e+08,-5e+06,4.1e+08,4.1e+08,3.149e+09,3.149e+09,5.019e+09,5.019e+09,2.057e+09,6.42e+08,6.42e+08,1.0867e+10,3.802e+09,9.508e+09,7.182e+09,1.689e+09,6.37e+08,1.331e+10,2.4177e+10,5.989e+09,2.951e+09,2.876e+09,2.465e+09,8.454e+09,3.559e+09,1.997e+09,1.997e+09,5.556e+09,1.401e+10,6.38e+08,4.77e+08,1.61e+08,-9.811e+09,1.9867e+10,-5.75e+08,1.0119e+10,4.8e+07,1.0167e+10,2.4177e+10,4.15e+08,2.08e+08,5.14e+08,2.71e+08,1.408e+09,-1.94e+08,9.9e+07,-3.8e+07,-1.33e+08,-3e+08,-5.17e+08,-2.65e+08,-2e+06,-1.084e+09,1.91e+08,1.91e+08,-9.1e+07,1e+08,1.644e+09,6.024e+09,2.122e+09,0.42442,0.21096,0.06023,0.04033,0.01696,5.17561,1.28543,1.37799,0.24916,0.58908,0.58588,9.78017,14.53879,3.04885,0.43103,6,0.03904,0.11667,0.73171,1.74878,2.00209
"21","2015_Q2",46.6760317460317,"Up",5.587e+09,-3.307e+09,2.28e+09,-1.405e+09,-1.405e+09,8.75e+08,-4.6e+07,-4.6e+07,8.29e+08,-6.4e+07,7.65e+08,-2.36e+08,5.29e+08,5.29e+08,-4e+06,5.25e+08,5.25e+08,3.122e+09,3.122e+09,4.404e+09,4.404e+09,2.121e+09,8.36e+08,8.36e+08,1.0483e+10,3.631e+09,9.61e+09,6.94e+09,1.649e+09,1.021e+09,1.3241e+10,2.3724e+10,5.393e+09,2.468e+09,2.64e+09,3.484e+09,8.877e+09,3.289e+09,2.002e+09,2.002e+09,5.291e+09,1.4168e+10,6.39e+08,4.77e+08,1.62e+08,-1.0317e+10,2.0066e+10,-8.75e+08,9.513e+09,4.3e+07,9.556e+09,2.3724e+10,5.29e+08,2.07e+08,2.7e+07,-1.92e+08,5.71e+08,-2.07e+08,-1.43e+08,-2.6e+07,-3.76e+08,-3.26e+08,7.48e+08,-5.09e+08,-5.9e+07,-1.46e+08,4.9e+07,4.9e+07,-7.6e+07,-2.7e+07,1.082e+09,6.773e+09,9.19e+08,0.40809,0.15661,0.09397,0.05494,0.02213,1.75048,1.18092,1.48263,0.28549,0.75933,0.75572,8.08071,13.75904,1.32919,0.47151,7,0.04642,0.05013,0.62095,3.37431,4.17257
"22","2015_Q3",39.39921875,"Down",5.4e+09,-3.234e+09,2.166e+09,-1.318e+09,-1.318e+09,8.48e+08,-4e+07,-4e+07,8.08e+08,7.96e+08,1.604e+09,-6.25e+08,9.79e+08,9.79e+08,-6e+06,9.73e+08,9.73e+08,3.256e+09,3.256e+09,4.299e+09,4.299e+09,2.107e+09,6.82e+08,6.82e+08,1.0344e+10,3.57e+09,9.054e+09,6.805e+09,1.555e+09,6.94e+08,1.2624e+10,2.2968e+10,5.412e+09,2.407e+09,2.595e+09,3.358e+09,8.77e+09,3.272e+09,1.958e+09,1.958e+09,5.23e+09,1.4e+10,6.5e+08,4.77e+08,1.73e+08,-1.1177e+10,2.0718e+10,-1.273e+09,8.918e+09,5e+07,8.968e+09,2.2968e+10,9.79e+08,2.05e+08,-4.88e+08,-3.38e+08,3.58e+08,-1.52e+08,1.389e+09,-6e+07,1.177e+09,-3.21e+08,-1.45e+08,-8.42e+08,3.9e+07,-1.269e+09,2.66e+08,2.66e+08,-1.32e+08,1.34e+08,1.053e+09,6.63e+09,1.188e+09,0.40111,0.15704,0.18019,0.1085,0.04236,1.22097,1.17948,1.56111,0.28866,1.42899,1.42231,7.93068,13.09737,1.74475,0.47143,5,0.07371,0.06767,0.32991,3.20418,3.97877
"23","2015_Q4",38.52625,"Down",5.503e+09,-3.269e+09,2.234e+09,-1.276e+09,-1.276e+09,9.58e+08,-4e+07,-4e+07,9.18e+08,-1.22e+08,7.96e+08,-2.22e+08,5.74e+08,5.74e+08,-1e+07,5.64e+08,5.64e+08,3.393e+09,3.393e+09,4.272e+09,4.272e+09,2.144e+09,8.35e+08,8.35e+08,1.0644e+10,3.61e+09,9.21e+09,6.93e+09,1.575e+09,7.05e+08,1.282e+10,2.3464e+10,5.133e+09,2.402e+09,2.678e+09,3.179e+09,8.312e+09,4.29e+09,2.063e+09,2.063e+09,6.353e+09,1.4665e+10,6.39e+08,4.77e+08,1.62e+08,-1.1803e+10,2.0969e+10,-1.056e+09,8.749e+09,5e+07,8.799e+09,2.3464e+10,5.74e+08,2.01e+08,-2.76e+08,0,4.99e+08,-1.57e+08,-9.7e+07,0,-2.54e+08,-3.13e+08,8.38e+08,-6.9e+08,8e+06,-1.57e+08,8.8e+07,8.8e+07,4.9e+07,1.37e+08,1.159e+09,7.469e+09,1.224e+09,0.40596,0.17409,0.10249,0.0641,0.02404,2.17021,1.28056,1.66667,0.31832,0.84723,0.84318,8.26649,13.14256,1.83867,0.47018,4,0.04784,0.06677,0.55496,3.51682,4.2547
"24","2016_Q1",39.4501639344262,"Up",5.814e+09,-3.446e+09,2.368e+09,-1.185e+09,-1.185e+09,1.183e+09,-4.5e+07,-4.5e+07,1.138e+09,-1.42e+08,9.96e+08,-3.45e+08,6.51e+08,6.51e+08,-3e+06,6.48e+08,6.48e+08,3.054e+09,3.054e+09,2.87e+09,2.87e+09,1.265e+09,2.86e+09,7.24e+08,1.0049e+10,2.929e+09,9.11e+09,3.847e+09,9.38e+08,4.325e+09,1.2039e+10,2.2088e+10,3.682e+09,1.537e+09,2.058e+09,2.552e+09,7.8e+09,4.289e+09,1.871e+09,1.871e+09,6.16e+09,1.396e+10,6.47e+08,4.77e+08,1.7e+08,-1.2257e+10,2.1308e+10,-1.617e+09,8.081e+09,4.7e+07,8.128e+09,2.2088e+10,6.51e+08,2.02e+08,-1.4e+08,3.88e+08,1.101e+09,-1.69e+08,3.39e+08,-1.26e+08,44000000.0000002,-3.09e+08,-6e+08,-4.6e+08,-7e+06,-1.376e+09,-2.31e+08,-2.31e+08,-1.08e+08,-3.39e+08,1.385e+09,6.841e+09,1.949e+09,0.40729,0.20347,0.11146,0.07972,0.02934,3.00772,1.28833,1.71752,0.30972,0.98901,0.98435,8.87363,12.33364,2.97466,0.47161,6,0.05683,0.11574,0.47685,2.7343,3.20118
"25","2016_Q2",43.84234375,"Up",3.337e+09,-1.923e+09,1.414e+09,-8.79e+08,-8.79e+08,5.35e+08,-4.7e+07,-4.7e+07,4.88e+08,-5.4e+07,4.34e+08,-1.27e+08,3.07e+08,3.53e+08,-4e+06,3.49e+08,3.49e+08,3.109e+09,3.109e+09,3.842e+09,3.842e+09,1.903e+09,8.4e+08,8.4e+08,9.694e+09,3.52e+09,8.338e+09,6.601e+09,1.467e+09,2.7e+08,1.1858e+10,2.1552e+10,4.793e+09,2.075e+09,2.616e+09,3.409e+09,8.202e+09,4.043e+09,1.81e+09,1.81e+09,5.853e+09,1.4055e+10,6.55e+08,4.77e+08,1.78e+08,-1.2808e+10,2.1347e+10,-1.738e+09,7.456e+09,4.1e+07,7.497e+09,2.1552e+10,3.07e+08,1.44e+08,9e+07,-1.55e+08,4.87e+08,-1.24e+08,-6e+06,-1.3e+07,-1.63e+08,-3.1e+08,6.1e+08,-5.07e+08,-4e+06,-2.11e+08,1.13e+08,1.13e+08,-5.8e+07,5.5e+07,6.79e+08,7.452e+09,5.27e+08,0.42373,0.16032,0.10458,0.04655,0.01619,1.51003,1.18191,1.87475,0.34577,0.53692,0.53487,5.13385,11.47077,0.81077,0.47692,6,0.03932,0.03145,0.88825,6.39617,8.11776
"26","2016_Q3",44.6390625,"Up",6.304e+09,-3.835e+09,2.469e+09,-1.565e+09,-1.565e+09,9.04e+08,-4.5e+07,-4.5e+07,8.59e+08,-1.82e+08,6.77e+08,-2.55e+08,4.22e+08,3.76e+08,-7e+06,3.69e+08,3.69e+08,3.322e+09,3.322e+09,3.874e+09,3.874e+09,1.95e+09,7.67e+08,7.67e+08,9.913e+09,3.523e+09,8.328e+09,6.642e+09,1.437e+09,2.49e+08,1.1851e+10,2.1764e+10,4.95e+09,2.14e+09,2.722e+09,3.232e+09,8.182e+09,4.062e+09,1.777e+09,1.777e+09,5.839e+09,1.4021e+10,6.66e+08,4.77e+08,1.89e+08,-1.2802e+10,2.141e+10,-1.582e+09,7.692e+09,5.1e+07,7.743e+09,2.1764e+10,4.22e+08,2.53e+08,46999999.9999999,9.8e+07,7.19e+08,-1.23e+08,-5e+06,8.3e+07,-24999999.9999999,-3.06e+08,-1.59e+08,-47999999.9999999,-1e+06,-5.14e+08,1.8e+08,1.8e+08,3.3e+07,2.13e+08,1.157e+09,7.294e+09,1.387e+09,0.39166,0.1434,0.05853,0.04766,0.01695,3.75881,1.21156,1.8108,0.33514,0.57477,0.57236,9.81931,11.98131,2.16044,0.47664,6,0.04015,0.08249,0.82927,3.43302,4.39381
"27","2016_Q4",45.2288888888889,"Up",9.49e+08,-2.83e+08,6.66e+08,-1.65e+08,-1.65e+08,5.01e+08,-4.7e+07,-4.7e+07,4.54e+08,7.7e+07,5.31e+08,-1.27e+08,4.04e+08,4.9e+08,-1.1e+07,4.79e+08,4.79e+08,3.516e+09,3.516e+09,4.014e+09,4.014e+09,1.949e+09,7.41e+08,7.41e+08,1.022e+10,3.521e+09,8.341e+09,6.667e+09,1.411e+09,2.63e+08,1.1862e+10,2.2082e+10,5.106e+09,2.23e+09,2.797e+09,3.22e+09,8.326e+09,4.062e+09,1.739e+09,1.739e+09,5.801e+09,1.4127e+10,6.77e+08,4.77e+08,2e+08,-1.2795e+10,2.1583e+10,-1.564e+09,7.901e+09,5.4e+07,7.955e+09,2.2082e+10,4.04e+08,2.9e+07,2.7e+07,-2.2e+07,7.18e+08,-5.4e+07,-5.1e+07,-2.5e+07,-1.85e+08,-3.06e+08,-1.1e+07,0,-8e+06,-3.25e+08,2.08e+08,2.08e+08,-1.4e+07,1.94e+08,5.3e+08,7.282e+09,5.81e+08,0.70179,0.52792,0.50474,0.06021,0.02169,1.21294,1.22748,1.77586,0.32977,0.74587,0.74241,1.47773,12.30302,0.9047,0.47649,5,0.04624,0.03422,0.63883,7.10566,7.51697
"28","2017_Q1",50.5808064516129,"Up",3.932e+09,-2.219e+09,1.713e+09,-8.55e+08,-8.55e+08,8.58e+08,-4.9e+07,-4.9e+07,8.09e+08,-1.35e+08,6.74e+08,-1.88e+08,4.86e+08,4.45e+08,-7e+06,4.38e+08,4.38e+08,3.182e+09,3.182e+09,2.701e+09,2.701e+09,1.208e+09,2.869e+09,6.69e+08,9.96e+09,2.931e+09,8.841e+09,3.909e+09,9.02e+08,4.03e+09,1.1772e+10,2.1732e+10,3.823e+09,1.517e+09,2.126e+09,2.584e+09,8.008e+09,4.051e+09,2.055e+09,2.055e+09,6.106e+09,1.4114e+10,6.82e+08,4.77e+08,2.05e+08,-1.2831e+10,2.1716e+10,-1.999e+09,7.568e+09,5e+07,7.618e+09,2.1732e+10,4.86e+08,1.42e+08,5.5e+07,1.72e+08,9.57e+08,-1.46e+08,-7e+07,-1.5e+07,-2.53e+08,-3.05e+08,-6.38e+08,-4.6e+07,-6e+06,-9.95e+08,-2.91e+08,-2.91e+08,-4.3e+07,-3.34e+08,1e+09,6.635e+09,1.214e+09,0.43566,0.21821,0.11139,0.0575,0.02015,2.77169,1.24376,1.85272,0.30531,0.68246,0.67928,6.12652,11.79184,1.89156,0.47523,6,0.04556,0.07444,0.69635,3.453,4.02448
"29","2017_Q2",50.6565079365079,"Up",3.216e+09,-1.851e+09,1.365e+09,-8.22e+08,-8.22e+08,5.43e+08,-4.6e+07,-4.6e+07,4.97e+08,-3.3e+07,4.64e+08,-9.4e+07,3.7e+08,3.15e+08,-6e+06,3.09e+08,3.09e+08,4.151e+09,4.151e+09,2.426e+09,2.426e+09,1.278e+09,1.022e+09,5.52e+08,8.877e+09,2.861e+09,5.733e+09,3.861e+09,8.79e+08,9.93e+08,8.594e+09,1.7471e+10,3.603e+09,1.335e+09,1.872e+09,2.54e+08,4.146e+09,3.815e+09,1.756e+09,1.756e+09,5.571e+09,9.717e+09,7.83e+08,4.77e+08,3.06e+08,-1.2754e+10,2.1714e+10,-2.03e+09,7.713e+09,4.1e+07,7.754e+09,1.7471e+10,3.7e+08,1.43e+08,3.5e+07,-1.38e+08,2.38e+08,-1e+08,-1.6e+07,-2e+07,3.758e+09,-3.11e+08,-2.566e+09,0,-4.3e+07,-2.92e+09,1.076e+09,1.076e+09,-1.07e+08,9.69e+08,6.86e+08,4.069e+09,5.42e+08,0.42444,0.16884,0.09608,0.03985,0.01769,1.75405,2.1411,1.25316,0.2329,0.48071,0.47959,5.00311,11.99907,0.84319,0.48382,7,0.04566,0.03991,1.00647,-0.11953,-0.15101
"30","2017_Q3",51.9446031746032,"Up",3.574e+09,-2.017e+09,1.557e+09,-8.68e+08,-8.68e+08,6.89e+08,-4.1e+07,-4.1e+07,6.48e+08,-8.3e+07,5.65e+08,-1.81e+08,3.84e+08,3e+08,-8e+06,2.92e+08,2.92e+08,5.039e+09,5.039e+09,2.479e+09,2.479e+09,1.331e+09,5.97e+08,5.97e+08,9.446e+09,2.88e+09,4.951e+09,3.891e+09,8.69e+08,1.91e+08,7.831e+09,1.7277e+10,3.519e+09,1.368e+09,1.952e+09,2.52e+08,3.771e+09,3.816e+09,1.633e+09,1.633e+09,5.449e+09,9.22e+09,8.14e+08,4.77e+08,3.37e+08,-1.2814e+10,2.1696e+10,-1.69e+09,8.006e+09,5.1e+07,8.057e+09,1.7277e+10,3.84e+08,1.4e+08,6.5e+07,11999999.9999999,1.72e+08,-9.4e+07,1.19209289550781e-07,-3e+07,1.033e+09,-3.1e+08,-3999999.99999952,-1.2e+08,7.2e+07,-3.62e+08,8.43e+08,8.43e+08,4.5e+07,8.88e+08,8.29e+08,4.068e+09,9.28e+08,0.43565,0.19278,0.0817,0.03624,0.0169,3.17808,2.50491,1.14435,0.23546,0.4537,0.45285,5.55314,12.4394,1.44189,0.48167,4,0.04376,0.06745,1.06164,-1.17129,-1.40929
