"","YQ","p","d","revenue","net_interest_income","total_interest_income","total_interest_expense","total_non_interest_income","other_non_interest_income","provision_for_loan_losses","net_revenue_after_provisions","total_non_interest_expense","other_operating_expenses","operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","short_long_term_investments","net_loans","total_loans","total_consumer_loans","student_loans","intangible_assets","other_assets","total_assets","short_term_debt","long_term_debt","other_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","provision_for_loan_losses_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","total_debt","operating_margin","net_profit_margin","return_on_equity","return_on_assets","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","return_on_invested_capital","dividend_payout_ratio","net_debt_ebit"
"11","2017_Q1",11.5211290322581,"Down",6.03e+08,3.78e+08,1.028e+09,-6.5e+08,2.25e+08,2.25e+08,-1.02e+08,5.01e+08,-2.45e+08,-2.45e+08,2.56e+08,2.56e+08,-1.4e+07,2.42e+08,-9.6e+07,1.46e+08,1.46e+08,1.46e+08,1.46e+08,1.253e+09,3.5e+08,1.1107e+11,1.1107e+11,1.1107e+11,1.1107e+11,6.7e+08,7.793e+09,1.21136e+11,2.334e+09,1.12368e+11,2.711e+09,1.17413e+11,3.026e+09,-2.223e+09,2.89e+09,6e+06,3.699e+09,3.723e+09,1.21136e+11,1.46e+08,1.02e+08,-7e+06,-8e+06,2.33e+08,-1.34e+08,2.784e+09,-4.7e+07,-5.141e+09,-1.8e+08,1.648e+09,-3.72e+09,-7.03e+08,-7.03e+08,-7.03e+08,1.14702e+11,0.42454,0.24212,0.03922,0.00121,31.5372,0.94689,0.5,0.48505,2.06507,12.66781,0.16096,0.00159,0.32192,443.16016
"12","2017_Q2",11.4622222222222,"Down",4.92e+08,3.4e+08,1.015e+09,-6.75e+08,1.52e+08,1.52e+08,-1.07e+08,3.85e+08,-2.38e+08,-2.38e+08,1.47e+08,1.47e+08,-6e+06,1.41e+08,-5.3e+07,8.8e+07,8.8e+07,8.8e+07,8.8e+07,1.364e+09,3.14e+08,1.07836e+11,1.07836e+11,1.07836e+11,1.07836e+11,6.64e+08,7.712e+09,1.1789e+11,2.16e+09,1.09586e+11,2.472e+09,1.14218e+11,3.051e+09,-2.355e+09,2.93e+09,2.2e+07,3.648e+09,3.672e+09,1.1789e+11,8.8e+07,1.07e+08,3.3e+07,1.29e+08,3.57e+08,2.3e+07,3.143e+09,-4.6e+07,-4.893e+09,-1.1e+08,1.789e+09,-3.26e+09,2.4e+08,2.4e+08,2.4e+08,1.11746e+11,0.29878,0.17886,0.02397,0.00075,31.10512,0.94788,0.3045,0.2973,1.70242,12.62284,0.15917,0.00114,0.52273,750.89796
"13","2017_Q3",11.2012698412698,"Down",5.13e+08,3.51e+08,1.07e+09,-7.19e+08,1.62e+08,1.62e+08,-1.05e+08,4.08e+08,-2.31e+08,-2.31e+08,1.77e+08,1.77e+08,-5e+06,1.72e+08,-6e+07,1.12e+08,1.12e+08,1.12e+08,1.12e+08,1.153e+09,3.15e+08,1.10363e+11,1.10363e+11,1.10363e+11,1.10363e+11,6.58e+08,7.865e+09,1.20354e+11,3.918e+09,1.10778e+11,2.094e+09,1.1679e+11,3.06e+09,-2.524e+09,2.997e+09,7e+06,3.54e+09,3.564e+09,1.20354e+11,1.12e+08,1.05e+08,1.8e+07,3.8e+07,2.73e+08,-1.88e+08,-1.268e+09,-4.5e+07,-1.395e+09,-1.65e+08,2.264e+09,6.59e+08,-3.36e+08,-3.36e+08,-3.36e+08,1.14696e+11,0.34503,0.21832,0.03143,0.00093,32.76936,0.95299,0.40143,0.39161,1.83871,12.68817,0.16129,0.0013,0.40179,641.48588
"14","2017_Q4",9.82349206349206,"Down",6.18e+08,3.55e+08,1.139e+09,-7.84e+08,2.63e+08,2.6e+08,-1.05e+08,5.13e+08,-2.38e+08,-2.38e+08,2.75e+08,2.75e+08,-6e+06,2.69e+08,-9.3e+07,1.76e+08,1.76e+08,1.76e+08,1.76e+08,1.248e+09,2.96e+08,1.0734e+11,1.0734e+11,1.0734e+11,1.0734e+11,7.27e+08,7.474e+09,1.17085e+11,3.281e+09,1.08557e+11,1.697e+09,1.13535e+11,3.071e+09,-2.691e+09,3.13e+09,1.6e+07,3.526e+09,3.55e+09,1.17085e+11,1.76e+08,1.05e+08,-3.5e+07,3.8e+07,2.84e+08,1.14e+08,2.943e+09,-4.2e+07,-6.019e+09,-1.65e+08,2.896e+09,-3.33e+09,-1.03e+08,-1.03e+08,-1.03e+08,1.11838e+11,0.44498,0.28479,0.04958,0.0015,31.98169,0.95519,0.65428,0.64469,2.2974,13.10781,0.15613,0.00186,0.23864,402.14545
"15","2018_Q1",10.7068852459016,"Up",5.85e+08,3.66e+08,1.159e+09,-7.93e+08,2.19e+08,2.19e+08,-1.09e+08,4.76e+08,-2.59e+08,-2.59e+08,2.17e+08,2.17e+08,-3.5e+07,1.82e+08,-2.66e+08,-8.4e+07,-8.4e+07,-8.4e+07,-8.4e+07,1.518e+09,3.88e+08,1.05122e+11,1.05122e+11,1.05122e+11,1.05122e+11,8.1e+08,7.153e+09,1.14991e+11,4.771e+09,1.05012e+11,1.723e+09,1.11506e+11,3.081e+09,-2.692e+09,3.004e+09,6.1e+07,3.454e+09,3.485e+09,1.14991e+11,-8.4e+07,1.09e+08,-3.8e+07,2.57e+08,2.44e+08,-1.4e+07,2.3e+09,-4.3e+07,-3.826e+09,0,1.458e+09,-2.411e+09,1.33e+08,1.33e+08,1.33e+08,1.09783e+11,0.37094,-0.14359,-0.0241,-0.00073,31.99598,0.95471,-0.31939,-0.31227,2.22433,13.13308,0.1635,-0.00036,-0.5119,498.91705
"16","2018_Q2",10.8546875,"Up",5.4e+08,3.29e+08,1.172e+09,-8.43e+08,2.11e+08,2.11e+08,-8.7e+07,4.53e+08,-2.75e+08,-2.75e+08,1.78e+08,1.78e+08,-1.6e+07,1.62e+08,-3.6e+07,1.26e+08,1.26e+08,1.26e+08,1.26e+08,2.398e+09,3.56e+08,1.02326e+11,1.02326e+11,1.02326e+11,1.02326e+11,8.02e+08,7.327e+09,1.13209e+11,5.131e+09,1.02797e+11,1.613e+09,1.09541e+11,3.131e+09,-2.74e+09,3.073e+09,1.73e+08,3.637e+09,3.668e+09,1.13209e+11,1.26e+08,8.7e+07,-4.1e+07,1.12e+08,2.84e+08,-5e+06,2.721e+09,-4.2e+07,-5.683e+09,53101967.0972368,3.871e+09,-1.854e+09,1.151e+09,1.151e+09,1.151e+09,1.07928e+11,0.32963,0.23333,0.03435,0.00111,29.86396,0.95335,0.47727,0.4684,2.04545,13.77652,0.15909,0.00148,0.33333,592.86517
"17","2018_Q3",10.901746031746,"Up",4.34e+08,2.97e+08,1.227e+09,-9.3e+08,1.37e+08,1.37e+08,-1.12e+08,3.22e+08,-2.01e+08,-2.01e+08,1.21e+08,1.21e+08,-9e+06,1.12e+08,-2.8e+07,8.4e+07,8.4e+07,8.4e+07,8.4e+07,1.622e+09,3.62e+08,9.9177e+10,9.9177e+10,9.9177e+10,9.9177e+10,7.98e+08,6.99e+09,1.08949e+11,4.752e+09,9.869e+10,1.762e+09,1.05204e+11,3.138e+09,-2.741e+09,3.114e+09,2.03e+08,3.714e+09,3.745e+09,1.08949e+11,8.4e+07,1.12e+08,2e+07,-1.8e+07,1.98e+08,-2.4e+07,3.035e+09,-4.3e+07,-5.505e+09,-9728092.77247566,1.526e+09,-4.022e+09,-7.89e+08,-7.89e+08,-7.89e+08,1.03442e+11,0.2788,0.19355,0.02243,0.00077,28.09186,0.94945,0.31698,0.31227,1.63774,14.01509,0.16226,0.00117,0.5119,841.4876
"18","2018_Q4",9.34238095238095,"Down",5.11e+08,3.06e+08,1.24e+09,-9.34e+08,2.05e+08,2.05e+08,-8.5e+07,4.26e+08,-2.55e+08,-2.55e+08,1.71e+08,1.71e+08,-2.4e+07,1.47e+08,-3.4e+07,1.13e+08,1.13e+08,1.13e+08,1.13e+08,2.143e+09,2.96e+08,9.6704e+10,9.6704e+10,9.6704e+10,9.6704e+10,7.92e+08,6.558e+09,1.06493e+11,5.007e+09,9.6089e+10,1.642e+09,1.02738e+11,3.146e+09,-2.835e+09,3.186e+09,2.27e+08,3.724e+09,3.755e+09,1.06493e+11,1.13e+08,8.5e+07,-1.3e+07,-1.2e+07,1.73e+08,3.9e+07,2.443e+09,-4.1e+07,-3.91e+09,-95000000.0000001,1.67e+09,-2.376e+09,2.4e+08,2.4e+08,2.4e+08,1.01096e+11,0.33464,0.22114,0.03009,0.00106,27.36032,0.94932,0.43462,0.42803,1.96538,14.32308,0.15769,0.00145,0.36283,578.67251
"19","2019_Q1",9.48491803278688,"Up",4.57e+08,3.08e+08,1.269e+09,-9.61e+08,1.49e+08,1.49e+08,-8.6e+07,3.71e+08,-2.53e+08,-2.53e+08,1.18e+08,1.18e+08,-1.1e+07,1.07e+08,-3.5e+07,7.2e+07,7.2e+07,7.2e+07,7.2e+07,1.286e+09,2.26e+08,9.4498e+10,9.4498e+10,9.4498e+10,9.4498e+10,7.86e+08,7.38e+09,1.04176e+11,5.422e+09,9.3519e+10,1.688e+09,1.00629e+11,3.149e+09,-2.961e+09,3.218e+09,1.13e+08,3.519e+09,3.547e+09,1.04176e+11,7.2e+07,8.6e+07,1.24e+08,2.03e+08,4.85e+08,-8.6e+07,2.161e+09,-4e+07,7.595e+09,-1.25e+08,-1.0062e+10,-2.632e+09,1.4e+07,1.4e+07,1.4e+07,9.8941e+10,0.25821,0.15755,0.0203,0.00069,28.37017,0.94975,0.28685,0.28346,1.82072,14.01992,0.15936,0.00108,0.55556,827.58475
"20","2019_Q2",10.9253968253968,"Up",5.04e+08,2.85e+08,1.234e+09,-9.49e+08,2.19e+08,2.19e+08,-7.6e+07,4.28e+08,-2.56e+08,-2.56e+08,1.72e+08,1.72e+08,-8e+06,1.64e+08,-3.6e+07,1.28e+08,1.28e+08,1.28e+08,1.28e+08,1.206e+09,2.07e+08,9.2049e+10,9.2049e+10,9.2049e+10,9.2049e+10,7.8e+08,6.337e+09,1.00579e+11,7.505e+09,8.814e+10,1.491e+09,9.7136e+10,3.178e+09,-3.094e+09,3.303e+09,4.3e+07,3.43e+09,3.443e+09,1.00579e+11,1.28e+08,7.6e+07,4.9e+07,-6.5e+07,1.88e+08,2.7e+07,2.408e+09,-3.9e+07,-5.888e+09,-1.07e+08,2.396e+09,-3.638e+09,-1.042e+09,-1.042e+09,-1.042e+09,9.5645e+10,0.34127,0.25397,0.03718,0.00127,28.21261,0.95094,0.52459,0.51822,2.06557,14.05738,0.15984,0.00166,0.30469,549.06395
"21","2019_Q3",11.3078125,"Up",5.16e+08,2.94e+08,1.205e+09,-9.11e+08,2.22e+08,2.06e+08,-6.8e+07,4.48e+08,-2.41e+08,-2.41e+08,2.07e+08,2.07e+08,-1.2e+07,1.95e+08,-4.2e+07,1.53e+08,1.53e+08,1.53e+08,1.53e+08,1.746e+09,2.22e+08,8.5871e+10,8.5871e+10,8.5871e+10,8.5871e+10,7.69e+08,9.712e+09,9.832e+10,6.785e+09,8.6776e+10,1.447e+09,9.5008e+10,3.185e+09,-3.222e+09,3.418e+09,-8e+07,3.301e+09,3.312e+09,9.832e+10,1.53e+08,6.8e+07,8.4e+07,2.9e+07,3.34e+08,5e+06,2.473e+09,-3.7e+07,-4.756e+09,-1.26e+08,2.318e+09,-2.601e+09,2.06e+08,2.06e+08,2.06e+08,9.3561e+10,0.40116,0.29651,0.0462,0.00156,28.68599,0.9516,0.65385,0.64557,2.20513,14.10684,0.15812,0.00193,0.24183,443.55072
"22","2019_Q4",11.55765625,"Up",5.08e+08,3.12e+08,1.166e+09,-8.54e+08,1.96e+08,1.96e+08,-6.4e+07,4.44e+08,-2.52e+08,-2.52e+08,1.92e+08,1.92e+08,-7e+06,1.85e+08,-4.1e+07,1.44e+08,1.44e+08,1.44e+08,1.44e+08,1.583e+09,2.41e+08,8.4367e+10,8.4367e+10,8.4367e+10,8.4367e+10,7.63e+08,9.599e+09,9.6553e+10,7.004e+09,8.4769e+10,1.528e+09,9.3301e+10,3.192e+09,-3.355e+09,3.527e+09,-1.24e+08,3.24e+09,3.252e+09,9.6553e+10,1.44e+08,6.4e+07,4.6e+07,5.5e+07,3.09e+08,-2.5e+07,1.525e+09,-3.6e+07,-1.078e+09,-1.3e+08,-7.56e+08,-2e+09,-1.66e+08,-1.66e+08,-1.66e+08,9.1773e+10,0.37795,0.28346,0.04428,0.00149,28.69034,0.95049,0.63436,0.62609,2.23789,14.27313,0.15859,0.00186,0.25,469.73958
"23","2020_Q1",10.3646774193548,"Down",4.46e+08,2.94e+08,1.068e+09,-7.74e+08,1.52e+08,1.52e+08,-5e+07,3.96e+08,-2.35e+08,-2.35e+08,1.61e+08,1.61e+08,5.8e+07,2.19e+08,-4.7e+07,1.72e+08,1.72e+08,1.72e+08,1.72e+08,1.233e+09,2.11e+08,8.682e+10,8.682e+10,8.682e+10,8.682e+10,7.57e+08,5.882e+09,9.4903e+10,8.483e+09,8.1715e+10,1.356e+09,9.1554e+10,3.202e+09,-3.439e+09,3.664e+09,-9.1e+07,3.336e+09,3.349e+09,9.4903e+10,1.72e+08,-2.08e+08,2.03e+08,2.1e+07,1.88e+08,9e+06,1.079e+09,-3.5e+07,3.42e+09,-7.7e+07,-5.054e+09,-1.746e+09,-4.79e+08,-4.79e+08,-4.79e+08,9.0198e+10,0.36099,0.38565,0.05136,0.00181,27.33771,0.95042,0.8,0.78899,2.07442,15.51628,0.16279,0.00218,0.20349,552.57764
"24","2020_Q2",6.5831746031746,"Down",2.25e+08,2.73e+08,9.87e+08,-7.14e+08,-4.8e+07,-4.8e+07,-9.5e+07,1.3e+08,-2.51e+08,-2.51e+08,-1.21e+08,-1.21e+08,-1e+07,-1.31e+08,2.5e+07,-1.06e+08,-1.06e+08,-1.06e+08,-1.06e+08,1.084e+09,3.16e+08,8.483e+10,8.483e+10,8.483e+10,8.483e+10,7.52e+08,6.263e+09,9.3245e+10,8.452e+09,8.1297e+10,1.448e+09,9.1197e+10,3.216e+09,-3.786e+09,2.905e+09,-3e+08,2.035e+09,2.048e+09,9.3245e+10,-1.06e+08,-396233009.890941,5.5e+08,9e+06,4.53e+08,-1.14e+08,9.85e+08,-3.1e+07,-1.125e+09,-3.35e+08,4e+07,-1.451e+09,-1.3e+07,-1.3e+07,-1.3e+07,8.9749e+10,-0.53778,-0.47111,-0.05176,-0.00114,44.52979,0.96251,-0.53,-0.53,1.125,10.175,0.155,-8e-04,-0.29245,-732.7686
"25","2020_Q3",7.391875,"Up",4.33e+08,3e+08,8.2e+08,-5.2e+08,1.33e+08,1.33e+08,-4.4e+07,3.89e+08,-2.12e+08,-2.12e+08,1.77e+08,1.77e+08,-7e+06,1.7e+08,-4.5e+07,1.25e+08,1.25e+08,1.25e+08,1.25e+08,1.632e+09,3.16e+08,8.2383e+10,8.2383e+10,8.2383e+10,8.2383e+10,7.46e+08,5.968e+09,9.1045e+10,7.31e+09,8.026e+10,1.349e+09,8.8919e+10,3.219e+09,-3.786e+09,2.999e+09,-3.17e+08,2.115e+09,2.126e+09,9.1045e+10,1.25e+08,-427255957.411188,8.2e+07,-6.5e+07,1.42e+08,-2e+06,2.407e+09,-3.1e+07,-1.346e+09,0,-9.51e+08,-2.328e+09,2.21e+08,2.21e+08,2.21e+08,8.757e+10,0.40878,0.28868,0.0588,0.00137,41.82455,0.96183,0.64433,0.63776,2.23196,10.90206,0.15979,0.00171,0.248,485.52542
