"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","preferred_dividends","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","interest_dividends_payable","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",34.5437096774194,"Down",3.976e+09,-1.401e+09,2.575e+09,-1.961e+09,-6.17e+08,6.14e+08,-1.5e+08,-1.78e+08,2.6e+07,4.64e+08,4.64e+08,-1e+08,3.64e+08,3.64e+08,3.64e+08,-3e+06,3.61e+08,2.96e+08,2.96e+08,1.185e+09,1.185e+09,4.54e+08,3.658e+09,3.639e+09,5.593e+09,3.565e+10,5.2011e+10,-1.6361e+10,9.625e+09,9.625e+09,4.5275e+10,5.0868e+10,2.313e+09,8.21e+08,3.97e+08,2.726e+09,2.726e+09,5.436e+09,1.2915e+10,1.9132e+10,3.57e+09,6.724e+09,8.838e+09,3.2047e+10,3.7483e+10,8.362e+09,4.957e+09,-1.86e+08,1.3133e+10,2.52e+08,1.3385e+10,5.0868e+10,3.64e+08,6.17e+08,6.38e+08,-3.41e+08,1.278e+09,-1.142e+09,-1.1e+07,-1.153e+09,6.5e+07,-1.39e+08,-1.21e+08,4e+06,4e+06,4e+06,1.231e+09,1.3312e+10,-1.52e+08,0.64764,0.15443,0.09079,0.02697,0.0071,-0.42105,1.02888,2.80037,0.2617,0.84149,0.84149,9.26807,30.61305,-0.35431,6,0.01198,-0.00332,10.57352,21.1987
"12","2013_Q1",35.7243333333333,"Up",3.83e+09,-1.326e+09,2.504e+09,-2.379e+09,-4.65e+08,1.25e+08,-1.88e+08,-1.75e+08,-1.4e+07,-6.3e+07,-6.3e+07,5.4e+07,-9e+06,-9e+06,-9e+06,-4e+06,-13000000.0000001,4.01e+08,4.01e+08,9.37e+08,9.37e+08,4.44e+08,3.339e+09,3.128e+09,5.121e+09,3.7523e+10,5.4167e+10,-1.6644e+10,9.805e+09,9.805e+09,4.7328e+10,5.2449e+10,2.555e+09,8.7e+08,8.92e+08,2.809e+09,2.809e+09,6.256e+09,1.2517e+10,2.035e+10,3.575e+09,6.748e+09,1.0027e+10,3.2867e+10,3.9123e+10,8.428e+09,4.747e+09,-1.01e+08,1.3074e+10,2.52e+08,1.3326e+10,5.2449e+10,-9e+06,4.65e+08,6.34e+08,3.4e+08,1.43e+09,-1.263e+09,9.6e+07,-1.167e+09,9.3e+07,-1.1e+08,-1.58e+08,1.05e+08,1.05e+08,1.05e+08,5.9e+08,1.3409e+10,-3.87e+08,0.65379,0.03264,-0.00338999999999999,-0.000979999999999998,-0.000249999999999999,29.76923,0.81857,2.93584,0.25566,-0.0302299999999999,-0.0303,8.90698,30.40465,-0.9,3,0.00376,-0.00822,22.04746,104.064
"13","2013_Q2",39.33953125,"Up",3.672e+09,-1.329e+09,2.343e+09,-1.841e+09,-5.03e+08,5.02e+08,-1.46e+08,-1.76e+08,2.8e+07,3.56e+08,3.56e+08,-1.14e+08,2.42e+08,2.42e+08,2.42e+08,-3e+06,2.39e+08,2.78e+08,2.78e+08,9.43e+08,9.43e+08,3.89e+08,3.282e+09,3.116e+09,4.892e+09,3.8282e+10,5.5243e+10,-1.6961e+10,9.888e+09,9.888e+09,4.817e+10,5.3062e+10,2.372e+09,8.31e+08,1.888e+09,2.788e+09,2.744e+09,7.048e+09,1.1518e+10,2.0672e+10,3.626e+09,6.87e+09,1.0176e+10,3.219e+10,3.9238e+10,8.879e+09,4.784e+09,-9.1e+07,1.3572e+10,2.52e+08,1.3824e+10,5.3062e+10,2.42e+08,5.03e+08,6.4e+07,6e+07,8.69e+08,-1.249e+09,4.2e+07,-1.207e+09,-2e+06,-1.8e+07,2.15e+08,-1.23e+08,-1.23e+08,-1.23e+08,1.005e+09,1.3406e+10,-7e+07,0.63807,0.13671,0.06509,0.01729,0.0045,-0.29289,0.6941,2.8384,0.25265,0.55069,0.54943,8.46083,31.27189,-0.16129,4,0.00898,-0.00146,13.06269,26.15139
"14","2013_Q3",37.42453125,"Down",3.776e+09,-1.368e+09,2.408e+09,-1.772e+09,-5.16e+08,6.36e+08,-1.51e+08,-1.77e+08,2.4e+07,4.85e+08,4.85e+08,-1.53e+08,3.32e+08,3.32e+08,3.32e+08,-4e+06,3.28e+08,2.81e+08,2.81e+08,1.034e+09,1.034e+09,4.75e+08,3.652e+09,3.287e+09,5.442e+09,3.9067e+10,5.642e+10,-1.7353e+10,9.815e+09,9.815e+09,4.8882e+10,5.4324e+10,2.505e+09,8.77e+08,2.24e+09,2.637e+09,2.531e+09,7.382e+09,1.1917e+10,2.0903e+10,3.665e+09,6.988e+09,1.025e+10,3.282e+10,4.0202e+10,9.032e+09,4.909e+09,-7.1e+07,1.387e+10,2.52e+08,1.4122e+10,5.4324e+10,3.32e+08,5.16e+08,1.95e+08,-4.53e+08,5.9e+08,-1.272e+09,7999999.99999999,-1.264e+09,7.44e+08,-8e+06,6.77e+08,3000000.00000003,3000000.00000003,3000000.00000003,1.152e+09,1.4157e+10,-4.2e+08,0.63771,0.16843,0.08686,0.02323,0.00604,-1.28049,0.7372,2.84676,0.2606,0.74208,0.74041,8.54299,31.38009,-0.95023,5,0.01063,-0.00854,12.04514,21.81761
"15","2013_Q4",35.68578125,"Down",4.175e+09,-1.776e+09,2.399e+09,-2.108e+09,-5.23e+08,2.91e+08,-1.51e+08,-1.79e+08,2.6e+07,1.4e+08,1.4e+08,2.4e+07,1.64e+08,1.64e+08,1.64e+08,-3e+06,1.61e+08,2.81e+08,2.81e+08,1.099e+09,1.099e+09,5e+08,3.642e+09,3.265e+09,5.522e+09,3.9757e+10,5.7317e+10,-1.756e+10,9.935e+09,9.935e+09,4.9692e+10,5.5214e+10,2.582e+09,8.52e+08,2.241e+09,2.821e+09,1.158e+09,7.644e+09,1.1918e+10,2.1392e+10,3.711e+09,7.275e+09,1.0406e+10,3.331e+10,4.0954e+10,9.212e+09,4.866e+09,-7e+07,1.4008e+10,2.52e+08,1.426e+10,5.5214e+10,1.64e+08,5.23e+08,6.72e+08,1.5e+07,1.374e+09,-1.36e+09,1.8e+07,-1.342e+09,0,3e+06,-3.2e+07,0,0,0,8.14e+08,1.4159e+10,-5.55e+08,0.57461,0.0697,0.03856,0.01129,0.00292,-3.4472,0.7224,2.87195,0.25644,0.36018,0.35938,9.34004,31.33781,-1.24161,4,0.00719,-0.01114,17.04914,47.69072
"16","2014_Q1",37.3468852459016,"Up",3.975e+09,-1.511e+09,2.464e+09,-2.131e+09,-5.35e+08,3.33e+08,-2.18e+08,-1.83e+08,-3.8e+07,1.15e+08,1.15e+08,-2.5e+07,9e+07,9e+07,9e+07,-4e+06,8.6e+07,2.96e+08,2.96e+08,1.091e+09,1.091e+09,4.54e+08,4.136e+09,3.562e+09,5.977e+09,4.1252e+10,5.9096e+10,-1.7844e+10,8.376e+09,8.376e+09,4.9628e+10,5.5605e+10,2.656e+09,8.92e+08,2.063e+09,2.774e+09,2.774e+09,7.493e+09,1.2717e+10,2.0801e+10,1.601e+09,7.823e+09,1.1377e+10,3.3518e+10,4.1011e+10,9.55e+09,4.742e+09,5e+07,1.4342e+10,2.52e+08,1.4594e+10,5.5605e+10,9e+07,5.35e+08,3.92e+08,-4.23e+08,5.94e+08,-1.326e+09,3.2e+07,-1.294e+09,6.11e+08,-1.8e+07,7.15e+08,1.5e+07,1.5e+07,1.5e+07,8.68e+08,1.478e+10,-8.56e+08,0.61987,0.08377,0.02164,0.00589,0.00155,-9.95349,0.79768,2.81013,0.2658,0.18985,0.18943,8.77483,31.66004,-1.88962,5,0.00568,-0.01706,16.68664,43.4955
"17","2014_Q2",40.3165079365079,"Up",3.891e+09,-1.57e+09,2.321e+09,-1.837e+09,-5.38e+08,4.84e+08,-1.63e+08,-1.85e+08,1.9e+07,3.21e+08,3.21e+08,-9.1e+07,2.3e+08,2.3e+08,2.3e+08,-3e+06,2.27e+08,1.08e+08,1.08e+08,8.77e+08,8.77e+08,3.92e+08,4.515e+09,3.913e+09,5.892e+09,4.1817e+10,6.0026e+10,-1.8209e+10,8.278e+09,8.278e+09,5.0095e+10,5.5987e+10,2.506e+09,8.62e+08,9.3e+08,2.711e+09,2.711e+09,6.147e+09,1.3965e+10,2.0943e+10,1.592e+09,7.838e+09,1.1513e+10,3.4908e+10,4.1055e+10,9.869e+09,4.756e+09,5.5e+07,1.468e+10,2.52e+08,1.4932e+10,5.5987e+10,2.3e+08,5.38e+08,-3.27e+08,3.3e+08,7.71e+08,-1.197e+09,8e+06,-1.189e+09,1.03e+08,2.7e+07,2.3e+08,-1.88e+08,-1.88e+08,-1.88e+08,1.022e+09,1.4895e+10,2.46e+08,0.5965,0.12439,0.05834,0.0152,0.00405,1.0837,0.95852,2.74946,0.26604,0.49455,0.49348,8.47712,31.98257,0.53595,5,0.00845,0.00485,14.46869,30.55165
"18","2014_Q3",41.30015625,"Up",3.952e+09,-1.549e+09,2.403e+09,-1.885e+09,-5.57e+08,5.18e+08,-1.43e+08,-1.88e+08,4.3e+07,3.75e+08,3.75e+08,-1.04e+08,2.71e+08,2.71e+08,2.71e+08,-4e+06,2.67e+08,1.32e+08,1.32e+08,1.009e+09,1.009e+09,4.61e+08,4.595e+09,3.982e+09,6.197e+09,4.2483e+10,6.1013e+10,-1.853e+10,8.345e+09,8.345e+09,5.0828e+10,5.7025e+10,2.498e+09,8.65e+08,1.452e+09,2.699e+09,2.699e+09,6.649e+09,1.3966e+10,2.113e+10,1.578e+09,7.874e+09,1.1678e+10,3.5096e+10,4.1745e+10,1.0176e+10,4.808e+09,4.4e+07,1.5028e+10,2.52e+08,1.528e+10,5.7025e+10,2.71e+08,5.57e+08,1.6e+08,-4.79e+08,5.09e+08,-1.123e+09,1.9e+07,-1.104e+09,5.21e+08,1.7e+07,6.19e+08,2.4e+07,2.4e+07,2.4e+07,1.075e+09,1.5418e+10,-4.23e+08,0.60805,0.13107,0.06756,0.01747,0.00468,-1.58427,0.93202,2.732,0.27037,0.57173,0.5693,8.46253,32.17987,-0.90578,4,0.00913,-0.00816,14.21953,29.50965
"19","2014_Q4",44.9440625,"Up",4.939e+09,-1.916e+09,3.023e+09,-1.958e+09,-6.71e+08,1.065e+09,-1.36e+08,-1.74e+08,3.6e+07,9.29e+08,9.29e+08,-1.15e+08,8.14e+08,8.14e+08,8.14e+08,-3e+06,8.11e+08,1.39e+08,1.39e+08,1.121e+09,1.121e+09,4.97e+08,4.314e+09,4.137e+09,6.071e+09,4.3172e+10,6.1889e+10,-1.8717e+10,8.641e+09,8.641e+09,5.1813e+10,5.7884e+10,1.766e+09,1.49e+08,4.26e+08,3.534e+09,3.534e+09,5.726e+09,1.4555e+10,2.1572e+10,1.559e+09,8.032e+09,1.1981e+10,3.6127e+10,4.1853e+10,1.035e+10,5.403e+09,2.6e+07,1.5779e+10,2.52e+08,1.6031e+10,5.7884e+10,8.14e+08,6.71e+08,-4.32e+08,6.24e+08,1.677e+09,-1.244e+09,7.6e+07,-1.168e+09,-4.43e+08,-4e+06,-5.02e+08,7e+06,7e+06,7e+06,1.736e+09,1.4981e+10,1.231e+09,0.61207,0.21563,0.1642,0.05059,0.01401,1.51788,1.06025,2.61075,0.25881,1.71822,1.71097,10.46398,33.43008,2.60805,7,0.0194,0.02341,8.54954,13.93615
"20","2015_Q1",50.5113114754098,"Up",4.308e+09,-1.534e+09,2.774e+09,-2.391e+09,-6.67e+08,3.83e+08,-2.13e+08,-1.87e+08,-2.8e+07,1.7e+08,1.7e+08,-3.5e+07,1.35e+08,1.35e+08,1.35e+08,-4e+06,1.31e+08,1.51e+08,1.51e+08,9.6e+08,9.6e+08,4.76e+08,4.802e+09,4.604e+09,6.389e+09,4.3941e+10,6.3062e+10,-1.9121e+10,9.797e+09,9.797e+09,5.3738e+10,6.0127e+10,1.917e+09,1.97e+08,6.33e+08,3.37e+09,3.37e+09,5.92e+09,1.505e+10,2.3157e+10,2.561e+09,8.513e+09,1.2083e+10,3.8207e+10,4.4127e+10,1.0421e+10,5.316e+09,1.1e+07,1.5748e+10,2.52e+08,1.6e+10,6.0127e+10,1.35e+08,6.67e+08,-5.1e+07,-31000000.0000002,7.2e+08,-1.269e+09,1.6e+07,-1.253e+09,6.95e+08,2e+06,5.45e+08,1.2e+07,1.2e+07,1.2e+07,1.05e+09,1.5683e+10,-2.15e+08,0.64392,0.0889,0.03041,0.00819,0.00218,-1.64122,1.07922,2.75794,0.26083,0.27637,0.27463,9.08861,33.22363,-0.45359,7,0.00624,-0.00392,14.79238,40.55352
"21","2015_Q2",47.971746031746,"Down",3.899e+09,-1.274e+09,2.625e+09,-2.554e+09,-6.31e+08,7.1e+07,-1.3e+08,-1.89e+08,5.8e+07,-5.9e+07,-5.9e+07,9.3e+07,3.4e+07,3.4e+07,3.4e+07,-3e+06,3.1e+07,1.45e+08,1.45e+08,9.05e+08,9.05e+08,4.18e+08,4.558e+09,4.363e+09,6.026e+09,4.4441e+10,6.3975e+10,-1.9534e+10,1.008e+10,1.008e+10,5.4521e+10,6.0547e+10,1.702e+09,1.5e+08,8.56e+08,3.595e+09,3.595e+09,6.153e+09,1.5051e+10,2.3388e+10,2.551e+09,8.626e+09,1.2211e+10,3.8439e+10,4.4592e+10,1.0583e+10,5.126e+09,-6e+06,1.5703e+10,2.52e+08,1.5955e+10,6.0547e+10,3.4e+07,6.31e+08,3.85e+08,3e+07,1.08e+09,-1.191e+09,-8.1e+07,-1.272e+09,2.23e+08,2.3e+07,1.86e+08,-6e+06,-6e+06,-6e+06,7.02e+08,1.5907e+10,-5.52e+08,0.67325,0.01821,0.00795,0.00194,0.00051,-17.80645,0.97936,2.79486,0.26272,0.06499,0.06445,8.174,32.92034,-1.15723,6,0.00438,-0.00999,22.45299,222
"22","2015_Q3",47.58890625,"Down",4.217e+09,-1.395e+09,2.822e+09,-2.135e+09,-6.51e+08,6.87e+08,-1.71e+08,-1.92e+08,1.8e+07,5.16e+08,5.16e+08,-1.1e+08,4.06e+08,4.06e+08,4.06e+08,-4e+06,4.02e+08,2.49e+08,2.49e+08,1.049e+09,1.049e+09,4.56e+08,4.692e+09,4.5e+09,6.446e+09,4.501e+10,6.4972e+10,-1.9962e+10,1.0175e+10,1.0175e+10,5.5185e+10,6.1631e+10,1.839e+09,2.03e+08,1.016e+09,3.447e+09,3.447e+09,6.302e+09,1.5544e+10,2.3514e+10,2.536e+09,8.732e+09,1.2246e+10,3.9058e+10,4.536e+10,1.0717e+10,5.308e+09,-6e+06,1.6019e+10,2.52e+08,1.6271e+10,6.1631e+10,4.06e+08,6.51e+08,-4e+06,-2.74e+08,7.79e+08,-1.219e+09,5e+06,-1.214e+09,6.44e+08,7e+06,5.39e+08,1.04e+08,1.04e+08,1.04e+08,1.338e+09,1.656e+10,-4.5e+07,0.6692,0.16291,0.09533,0.02471,0.00652,-0.111940000000001,1.02285,2.78778,0.2687,0.8375,0.8323,8.78542,33.37292,-0.09375,7,0.01091,-8e-04,12.19058,23.74236
"23","2015_Q4",49.92765625,"Up",4.55e+09,-1.731e+09,2.819e+09,-2.274e+09,-6.53e+08,5.45e+08,-1.68e+08,-1.94e+08,2.4e+07,3.77e+08,3.77e+08,-6.7e+07,3.1e+08,3.1e+08,3.1e+08,-3e+06,3.07e+08,1.54e+08,1.54e+08,1.194e+09,1.194e+09,4.71e+08,4.312e+09,4.156e+09,6.131e+09,4.5647e+10,6.5821e+10,-2.0174e+10,1.0211e+10,1.0211e+10,5.5858e+10,6.1989e+10,1.861e+09,1.4e+08,8.81e+08,3.366e+09,3.366e+09,6.108e+09,1.5545e+10,2.3516e+10,2.523e+09,8.773e+09,1.222e+10,3.9061e+10,4.5169e+10,1.1183e+10,5.391e+09,-6e+06,1.6568e+10,2.52e+08,1.682e+10,6.1989e+10,3.1e+08,6.53e+08,3.94e+08,-2.74e+08,1.083e+09,-1.252e+09,4e+06,-1.248e+09,-1.36e+08,-1.7e+07,7e+07,-9.5e+07,-9.5e+07,-9.5e+07,1.198e+09,1.6426e+10,-2.61e+08,0.61956,0.11978,0.06747,0.01825,0.00495,-0.85016,1.00377,2.68543,0.26498,0.63169,0.62781,9.36214,34.09053,-0.53704,5,0.00918,-0.0046,13.58264,29.85688
"24","2016_Q1",52.7924590163934,"Up",4.167e+09,-1.362e+09,2.805e+09,-2.6e+09,-6.77e+08,2.05e+08,-1.78e+08,-1.98e+08,1.7e+07,2.7e+07,2.7e+07,1.11e+08,1.38e+08,1.38e+08,1.38e+08,-4e+06,1.34e+08,1.23e+08,1.23e+08,1.106e+09,1.106e+09,4.39e+08,4.145e+09,3.99e+09,5.813e+09,4.6723e+10,6.7342e+10,-2.0619e+10,1.0698e+10,1.0698e+10,5.7421e+10,6.3234e+10,2.018e+09,2.06e+08,1.179e+09,3.166e+09,3.166e+09,6.363e+09,1.5925e+10,2.4118e+10,2.622e+09,9.206e+09,1.229e+10,4.0043e+10,4.6406e+10,1.1282e+10,5.301e+09,-7e+06,1.6576e+10,2.52e+08,1.6828e+10,6.3234e+10,1.38e+08,6.77e+08,3e+08,-3.04e+08,8.11e+08,-1.511e+09,3.4e+07,-1.477e+09,7.75e+08,-1.3e+07,6.35e+08,-3.1e+07,-3.1e+07,-3.1e+07,8.82e+08,1.7104e+10,-1.044e+09,0.67315,0.0492,0.03216,0.00796,0.00212,-7.79104,0.91356,2.75767,0.27049,0.27181,0.27071,8.45233,33.62272,-2.11765,4,0.00606,-0.01798,19.25283,82.83415
"25","2016_Q2",57.17640625,"Up",3.974e+09,-1.172e+09,2.802e+09,-2.707e+09,-6.97e+08,9.5e+07,-1.72e+08,-2.03e+08,2.7e+07,-7.7e+07,-7.7e+07,1.87e+08,1.1e+08,1.1e+08,1.1e+08,-3e+06,1.07e+08,1.42e+08,1.42e+08,1.01e+09,1.01e+09,4.53e+08,4.029e+09,3.799e+09,5.634e+09,4.8044e+10,6.9106e+10,-2.1062e+10,1.0972e+10,1.0972e+10,5.9016e+10,6.465e+10,1.805e+09,1.45e+08,8.53e+08,3.316e+09,3.316e+09,5.974e+09,1.6522e+10,2.529e+10,2.629e+09,9.323e+09,1.3338e+10,4.1812e+10,4.7786e+10,1.144e+10,5.179e+09,-7e+06,1.6612e+10,2.52e+08,1.6864e+10,6.465e+10,1.1e+08,6.97e+08,1.63e+08,8.5e+07,1.055e+09,-1.229e+09,-2e+07,-1.249e+09,2.67e+08,2e+07,2.14e+08,2e+07,2e+07,2e+07,7.92e+08,1.7375e+10,-5.39e+08,0.70508,0.02391,0.02693,0.00634,0.00166,-5.03738,0.94309,2.83361,0.26875,0.21704,0.21616,8.06085,33.69574,-1.09331,5,0.00548,-0.00905,21.75884,181.4
"26","2016_Q3",61.0846875,"Up",4.169e+09,-1.231e+09,2.938e+09,-2.537e+09,-6.99e+08,4.01e+08,-1.79e+08,-2.07e+08,2.3e+07,2.22e+08,2.22e+08,-1.2e+07,2.1e+08,2.1e+08,2.1e+08,-4e+06,2.06e+08,1.89e+08,1.89e+08,1.039e+09,1.039e+09,4.69e+08,4.438e+09,4.204e+09,6.135e+09,4.8597e+10,7.0093e+10,-2.1496e+10,1.1195e+10,1.1195e+10,5.9792e+10,6.5927e+10,2.054e+09,2.14e+08,1.689e+09,2.908e+09,2.908e+09,6.651e+09,1.6525e+10,2.5753e+10,2.631e+09,9.556e+09,1.3566e+10,4.2278e+10,4.8929e+10,1.1616e+10,5.137e+09,-7e+06,1.6746e+10,2.52e+08,1.6998e+10,6.5927e+10,2.1e+08,6.99e+08,5.4e+07,-2.03e+08,7.6e+08,-1.422e+09,-1.5e+07,-1.437e+09,8.34e+08,-3.3e+07,7.23e+08,4.6e+07,4.6e+07,4.6e+07,1.1e+09,1.8214e+10,-5.13e+08,0.70473,0.09619,0.04941,0.01212,0.00312,-2.49029,0.92242,2.87852,0.27628,0.41449,0.41365,8.38833,33.69416,-1.03219,5,0.007,-0.00841,16.38636,44.95012
"27","2016_Q4",58.0834920634921,"Down",4.81e+09,-1.693e+09,3.117e+09,-2.477e+09,-6.94e+08,6.4e+08,-1.79e+08,-2.11e+08,2.4e+07,4.61e+08,4.61e+08,-7e+07,3.91e+08,3.91e+08,3.91e+08,-3e+06,3.88e+08,7.1e+07,7.1e+07,1.233e+09,1.233e+09,4.77e+08,3.968e+09,3.75e+09,5.749e+09,4.943e+10,7.1035e+10,-2.1605e+10,1.1386e+10,1.1386e+10,6.0816e+10,6.6565e+10,2.01e+09,1.44e+08,1.305e+09,2.955e+09,2.955e+09,6.27e+09,1.6528e+10,2.6161e+10,2.632e+09,9.85e+09,1.3679e+10,4.2689e+10,4.8959e+10,1.2083e+10,5.278e+09,-7e+06,1.7354e+10,2.52e+08,1.7606e+10,6.6565e+10,3.91e+08,6.94e+08,5.77e+08,-1.94e+08,1.468e+09,-1.477e+09,8e+07,-1.397e+09,-3.85e+08,-4e+06,-1.89e+08,-1.18e+08,-1.18e+08,-1.18e+08,1.334e+09,1.7833e+10,-2.67e+08,0.64802,0.13306,0.08067,0.02204,0.00583,-0.68814,0.91691,2.78081,0.2679,0.77445,0.77137,9.6008,34.63872,-0.53293,6,0.01016,-0.00433,13.31484,27.75312
"28","2017_Q1",62.3288709677419,"Up",4.713e+09,-1.284e+09,3.429e+09,-2.388e+09,-6.65e+08,1.041e+09,-1.85e+08,-2.08e+08,1.7e+07,8.56e+08,8.56e+08,-1.6e+08,6.96e+08,6.96e+08,6.96e+08,-4e+06,6.92e+08,1.77e+08,1.77e+08,1.252e+09,1.252e+09,4.63e+08,4.272e+09,4.112e+09,6.164e+09,5.0581e+10,7.2595e+10,-2.2014e+10,1.1853e+10,1.1853e+10,6.2434e+10,6.8598e+10,2.144e+09,2.16e+08,2.216e+09,3.204e+09,3.204e+09,7.564e+09,1.622e+10,2.6622e+10,2.641e+09,1.0213e+10,1.3768e+10,4.2842e+10,5.0406e+10,1.2198e+10,5.751e+09,-9e+06,1.794e+10,2.52e+08,1.8192e+10,6.8598e+10,6.96e+08,6.65e+08,-89000000.0000001,-1.46e+08,1.126e+09,-1.581e+09,1.38e+08,-1.443e+09,5.98e+08,-2.7e+07,4.23e+08,1.06e+08,1.06e+08,1.06e+08,1.706e+09,1.8436e+10,1.39e+08,0.72756,0.22088,0.14683,0.03804,0.01009,0.20087,0.81491,2.77078,0.26875,1.3703,1.3622,9.33267,35.52475,0.27525,7,0.01478,0.0022,10.70281,17.53987
"29","2017_Q2",66.3165079365079,"Up",4.268e+09,-1.172e+09,3.096e+09,-2.229e+09,-7.12e+08,8.67e+08,-1.79e+08,-2.18e+08,3.4e+07,6.88e+08,6.88e+08,-1.09e+08,5.79e+08,5.79e+08,5.79e+08,-3e+06,5.76e+08,1.64e+08,1.64e+08,1.197e+09,1.197e+09,4.65e+08,4.154e+09,3.994e+09,5.98e+09,5.108e+10,7.3567e+10,-2.2487e+10,1.2104e+10,1.2104e+10,6.3184e+10,6.9164e+10,1.917e+09,1.68e+08,1.463e+09,3.158e+09,3.158e+09,6.538e+09,1.6813e+10,2.7208e+10,2.666e+09,1.0488e+10,1.4054e+10,4.4021e+10,5.0559e+10,1.2292e+10,6.07e+09,-9e+06,1.8353e+10,2.52e+08,1.8605e+10,6.9164e+10,5.79e+08,7.12e+08,1.4e+07,2.69e+08,1.574e+09,-1.216e+09,-1.9e+07,-1.235e+09,-1.65e+08,-9e+07,-3.52e+08,-1.3e+07,-1.3e+07,-1.3e+07,1.579e+09,1.8276e+10,7.41e+08,0.7254,0.20314,0.13496,0.03096,0.00833,1.28646,0.91465,2.7175,0.26424,1.13386,1.1272,8.40157,36.12795,1.45866,7,0.01278,0.01156,11.47055,20.89043
"30","2017_Q3",68.0174603174603,"Up",4.25e+09,-1.244e+09,3.006e+09,-2.324e+09,-7.12e+08,6.82e+08,-1.91e+08,-2.25e+08,2.6e+07,4.91e+08,5.44e+08,-1.34e+08,4.1e+08,4.1e+08,4.1e+08,-4e+06,4.06e+08,1.78e+08,1.78e+08,1.208e+09,1.208e+09,5.01e+08,4.184e+09,4.091e+09,6.071e+09,5.1636e+10,7.456e+10,-2.2924e+10,1.2348e+10,1.2348e+10,6.3984e+10,7.0055e+10,2.032e+09,2.2e+08,1.88e+09,3.036e+09,3.036e+09,6.948e+09,1.6616e+10,2.76e+10,2.687e+09,1.0753e+10,1.416e+10,4.4216e+10,5.1164e+10,1.2442e+10,6.205e+09,-8e+06,1.8639e+10,2.52e+08,1.8891e+10,7.0055e+10,4.1e+08,7.12e+08,3.37e+08,-2.77e+08,1.182e+09,-1.258e+09,4e+06,-1.254e+09,2.15e+08,1.5e+07,8.6e+07,1.4e+07,1.4e+07,1.4e+07,1.394e+09,1.8496e+10,-7000000.00000012,0.70729,0.16047,0.09553,0.02149,0.0058,-0.0172399999999999,0.87378,2.70838,0.26402,0.79452,0.79142,8.31703,36.47554,-0.0137,6,0.01002,-0.000110000000000002,13.1406,26.85924
"31","2017_Q4",56.0122222222222,"Down",4.517e+09,-1.544e+09,2.973e+09,-2.034e+09,-7.1e+08,9.39e+08,-1.73e+08,-2.2e+08,3.8e+07,7.66e+08,7.13e+08,-1.6e+08,5.53e+08,5.53e+08,5.53e+08,-3e+06,5.5e+08,1.91e+08,1.91e+08,1.368e+09,1.368e+09,4.98e+08,4.326e+09,4.301e+09,6.383e+09,5.2523e+10,7.5509e+10,-2.2986e+10,1.262e+10,1.262e+10,6.5143e+10,7.1526e+10,2.065e+09,1.63e+08,1.569e+09,3.839e+09,3.839e+09,7.473e+09,1.6619e+10,2.8148e+10,2.707e+09,1.1085e+10,1.4356e+10,4.4767e+10,5.224e+10,1.256e+10,6.482e+09,-8e+06,1.9034e+10,2.52e+08,1.9286e+10,7.1526e+10,5.53e+08,7.1e+08,4.89e+08,2.29e+08,1.981e+09,-1.464e+09,3e+06,-1.461e+09,-3.13e+08,-2.6e+07,-5.07e+08,1.3e+07,1.3e+07,1.3e+07,1.649e+09,1.8188e+10,5.74e+08,0.65818,0.20788,0.12176,0.02852,0.00769,1.04364,0.85414,2.7087,0.25429,1.07212,1.06589,8.80507,37.10331,1.11891,6,0.01243,0.00875,10.91389,19.16613
