"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2013_Q3",5.26140625,"Up",17737000,-13411000,4326000,-2438000,-1984000,-454000,1888000,553000,553000,2441000,1269000,3710000,-733000,2977000,2977000,2977000,2977000,87759000,6398000,81361000,1288000,1288000,13515000,5299000,1730000,107861000,8191000,90000,90000,8281000,116142000,5741000,2265000,3476000,3193000,3193000,8934000,1622000,0,1622000,10556000,11126000,94460000,105586000,105586000,116142000,2977000,292000,998000,-1549000,2718000,-612000,-612000,2106000,2106000,2106000,2180000,0,752000,0.2439,0.10644,0.16784,0.0282,0.02563,0.2526,12.07309,0.09998,0,0.20852,0.20852,1.24235,7.39553,0.05267,0.02777,0.00701,-40.25642,-46.48252
"12","2013_Q4",6.08265625,"Up",18690000,-13720000,4970000,-2287000,-1867000,-420000,2683000,534000,516000,3217000,145000,3362000,-873000,2489000,2489000,2489000,2489000,90514000,8491000,82023000,1142000,1142000,11894000,4922000,2257000,108472000,8354000,87000,87000,8441000,116913000,4541000,1695000,2846000,1569000,1569000,6110000,2668000,-6.46234853557053e-27,2668000,8778000,11185000,96950000,108135000,108135000,116913000,2489000,303000,553000,-782000,2563000,-470000,-470000,2093000,2093000,2093000,2986000,0,2607000,0.26592,0.14355,0.13317,0.02302,0.02129,1.04741,17.75319,0.08118,0,0.17434,0.17434,1.3091,7.57407,0.1826,0.02246,0.02353,-30.31279,-33.7361200000009
"13","2014_Q1",6.7316393442623,"Up",7568000,-6278000,1290000,-1293000,-902000,-391000,-3000,507000,522000,504000,568000,1072000,1163000,2235000,2235000,2235000,2235000,92670000,9557000,83113000,1200000,1200000,14126000,795000,795000,108791000,8079000,78000,78000,8157000,116948000,4093000,1283000,2810000,1943000,1943000,6036000,484000,0,484000,6520000,11244000,99184000,110428000,110428000,116948000,2235000,351000,-2628000,1199000,1157000,-91000,-91000,1066000,1066000,1066000,348000,0,293000,0.17045,-4e-04,0.29532,0.02024,0.01911,0.1311,18.02369,0.05904,0,0.15655,0.15641,0.53008,7.73468,0.02052,0.02015,0.00264,-266.2931,30890
"14","2014_Q2",6.90761904761905,"Up",10019000,-8487000,1532000,-2114000,-1734000,-380000,-582000,925000,940000,343000,538000,881000,-435000,446000,446000,446000,446000,89593000,5002000,84591000,967000,967000,14031000,3144000,818000,107735000,7999000,75000,75000,8074000,115809000,3044000,1046000,1998000,1127000,1127000,4171000,704000,-1.03397576569128e-25,704000,4875000,11304000,99630000,110934000,110934000,115809000,446000,334000,-641000,-4443000,-4304000,-251000,-251000,-4555000,-4555000,-4555000,-248000,0,-4507000,0.15291,-0.05809,0.0445200000000001,0.00402,0.00385,-10.10538,25.82954,0.04395,0,0.03124,0.0311,0.70176,7.77012,-0.31568,0.004,-0.04037,361.2621,153.939860000002
"15","2014_Q3",6.99875,"Up",14541000,-10851000,3690000,-1870000,-1519000,-351000,1820000,497000,490000,2317000,685000,3002000,-1101000,1901000,1901000,1901000,1901000,91418000,5652000,85766000,1189000,1189000,12747000,5872000,399000,111226000,7981000,73000,73000,8054000,119280000,3369000,1524000,1845000,1941000,1941000,5310000,1058000,0,1058000,6368000,11380000,101532000,112912000,112912000,119280000,1901000,342000,-478000,-769000,996000,-346000,-346000,650000,650000,650000,2162000,0,2148000,0.25377,0.12516,0.13073,0.01684,0.01594,1.12993,20.94652,0.0564,0,0.13315,0.13214,1.01849,7.90866,0.15045,0.01668,0.01885,-42.284,-50.22967
"16","2014_Q4",6.45359375,"Down",10547000,-8266000,2281000,-1909000,-1557000,-352000,372000,610000,168000,982000,1658000,2640000,-977000,1663000,1663000,1663000,1663000,97329000,9737000,87592000,1149000,1149000,12615000,1036000,625000,112129000,7391000,70000,70000,7461000,119590000,3271000,1045000,2226000,330000,330000,3601000,1351000,8.27180612553028e-25,1351000,4952000,11443000,103195000,114638000,114638000,119590000,1663000,353000,-213000,1601000,3404000,681000,681000,4085000,4085000,4085000,725000,0,3984000,0.21627,0.03527,0.15768,0.01451,0.01391,2.39567,31.13829,0.0432,0,0.11648,0.11549,0.738739999999998,8.02955999999999,0.27905,0.01434,0.03435,-134.2469,-261.6371
"17","2015_Q1",6.38262295081967,"Down",4910000,-4590000,320000,-1956000,-1617000,-339000,-1636000,195000,189000,-1441000,-669000,-2110000,1573000,-537000,-537000,-537000,-537000,94305000,7193000,87112000,1448000,1448000,13673000,1193000,849000,110619000,7141000,68000,68000,7209000,117828000,2636000,947000,1689000,324000,324000,2960000,693000,0,693000,3653000,11518000,102657000,114175000,114175000,117828000,-537000,343000,-766000,-1500000,-2460000,-95000,-95000,-2544000,-2544000,-2544000,-1293000,0,-4461000,0.06517,-0.3332,-0.10937,-0.0047,-0.00456,8.30726,37.37128,0.03199,0,-0.03761,-0.03726,0.34391,7.99713,-0.31246,-0.00467,-0.03884,72.93503,57.64364
"18","2015_Q2",6.46952380952381,"Up",6287000,-5942000,345000,-1979000,-1650000,-329000,-1634000,322000,323000,-1312000,-427000,-1739000,643000,-1096000,-1096000,-1096000,-1096000,92637000,5629000,87008000,730000,730000,13304000,3877000,1519000,110548000,6753000,66000,66000,6819000,117367000,2252000,777000,1475000,1522000,1522000,3774000,449000,1.32348898008484e-23,449000,4223000,11581000,101563000,113144000,113144000,117367000,-1096000,325000,-510000,-283000,-1564000,-407769.860796583,-407769.860796883,-1564000,-1564000,-1564000,-1309000,0,122737.174667788,0.05488,-0.2599,-0.17433,-0.00969,-0.00934,9.16314370611833,29.292,0.03732,0,-0.0767600000000002,-0.07676,0.440309999999988,7.92408000000003,-3.58341260040537,-0.00965,0.00125629546352461,70.76929,56.6933900000001
"19","2015_Q3",6.29734375,"Down",13754000,-10121000,3633000,-2133000,-1776000,-357000,1500000,198000,197000,1698000,195000,1893000,-708000,1185000,1185000,1185000,1185000,97410000,10010000,87400000,2096000,2096000,13351000,3240000,896000,116097000,6673000,63000,63000,6736000,122833000,3393000,1934000,1459000,4659000,4659000,8052000,390000,0,390000,8442000,11645000,102746000,114391000,114391000,122833000,1185000,343000,-184000,3298000,4642000,-261000,-261000,4381000,4381000,4381000,1843000,0,5588000,0.26414,0.10906,0.08616,0.01036,0.00965,4.71561,14.41841,0.0738,0,0.08299,0.08181,0.96327,8.01142,0.39136,0.01032,0.04868,-52.85404,-64.94
"20","2015_Q4",7.085,"Up",10940000,-8540000,2400000,-2056000,-1704000,-352000,344000,154000,152000,498000,-77000,421000,-156000,265000,265000,265000,265000,97043000,9568000,87475000,1249000,1249000,13152000,919000,393000,112363000,6661000,61000.0000000001,61000,6722000,119085000,2675000,1286000,1389000,1511000,1511000,4186000,150000,-2.11758236813575e-22,150000,4336000,11737000,103012000,114749000,114749000,119085000,265000,340000,-305000,-445000,-145000.000000001,-326000,-326000,-442000,-442000,-442000,684000,0,69000,0.21938,0.03144,0.02422,0.00231,0.00223,0.26038,26.84257,0.03779,0,44.16667,0.02764,1823.33333,19124.83333,11.5,0.00231,6e-04,-141.87573,-282.10174
"21","2016_Q1",8.46114754098361,"Up",8249000,-7121000,1128000,-2132000,-1748000,-384000,-1004000,212000,211000,-792000,-3329000,-4121000,1948000,-2173000,-2173000,-2173000,-2173000,95509000,11152000,84357000,874000,874000,12770000,3213000,817000,112366000,6388000,1390000,59000,7778000,120144000,2981000,1529000,1452000,4418000,4418000,7399000,0,0,0,7399000,11907000,100838000,112745000,112745000,120144000,-2173000,377000,-1606000,4981000,1579000,-102000,-102000,1584000,1584000,1584000,-627000,0,2304000,0.13674,-0.12171,-0.26343,-0.01927,-0.01809,-1.06029,15.18665,0.06563,0,-0.07606,-0.0766,0.28874,3.94641,0.0806500000000003,-0.01927,0.02044,152.32695,95.12849
"22","2016_Q2",9.788125,"Up",13258000,-9976000,3282000,-2167000,-1785000,-382000,1115000,386000,385000,1501000,593000,2094000,-519000,1575000,1575000,1575000,1575000,95693000,10358000,85335000,1019000,1019000,15071000,4986000,942000,116769000,6058000,1088000,56000,7146000,123915000,3455000,1868000,1587000,6135000,6135000,9590000,0,3.3881317890172e-21,0,9590000,11912000,102413000,114325000,114325000,123915000,1575000,362000,-187000,-2515000,-765000.000000001,-29000,-29000,-794000.000000001,-794000.000000001,-794000.000000001,1477000,0,-548000,0.24755,0.0841,0.1188,0.01378,0.01271,-0.34794,12.17612,0.08388,0,0.110090000000005,0.10919,0.926680000000071,7.99083999999992,-0.0383,0.01378,-0.00479,-64.78876,-85.82332
"23","2016_Q3",11.42328125,"Up",22078000,-16637000,5441000,-2569000,-2190000,-379000,2872000,205000,204000,3077000,-490000,2587000,-957000,1630000,1630000,1630000,1630000,102191000,17143000,85048000,1510000,1510000,13845000,2943000,554000,120489000,5768000,847000,54000,6615000,127104000,4263000,2420000,1843000,6774000,6774000,11037000,0,0,0,11037000,12023000,104044000,116067000,116067000,127104000,1630000,358000,-35000,4787000,6740000,-56000,-56000,6785000,6785000,6785000,3230000,0,8918000,0.24644,0.13008,0.07383,0.01404,0.01282,5.47117,10.91683,0.09509,0,0.11382,0.11245,1.54165,8.10467,0.62272,0.01404,0.07683,-31.63808,-35.58182
"24","2016_Q4",13.5580952380952,"Up",19863000,-14712000,5151000,-2358000,-1979000,-379000,2793000,99000,99000,2892000,464000,3356000,-1242000,2114000,2114000,2114000,2114000,96500000,10888000,85612000,1499000,1499000,11557000,10248000,511000,119804000,5502000,588000,53000,6090000,125894000,4033000,1193000,2840000,3608000,3608000,7641000,-7.27595761418343e-12,-5.42101086242752e-20,-7.27595761418343e-12,7641000,12096000,106157000,118253000,118253000,125894000,2114000,330000,94000,-8783000,-6245000,-73000,-73000,-6255000,-6255000,-6255000,3123000,0,-4491000,0.25933,0.14061,0.10643,0.01788,0.01679,-2.12441,15.6791,0.06462,0,0.147470000000001,0.14526,1.38563,8.24924999999991,-0.31329,0.01788,-0.03798,-30.89978,-34.55066
"25","2017_Q1",14.9503225806452,"Up",14792000,-11141000,3651000,-2615000,-2188000,-427000,1036000,66000,66000,1102000,261000,1363000,361000,1724000,1724000,1724000,1724000,104157000,18219000,85938000,1110000,1110000,11634000,6519000,1598000,123420000,5239000,53000,53000,5292000,128712000,3707000,1443000,2264000,4484000,4484000,8191000,316000,0,316000,8507000,12324000,107881000,120205000,120205000,128712000,1724000,347000,714000,4478000,7263000,-148000,-148000,7331000,7331000,7331000,1383000,0,5352000,0.24682,0.07004,0.11655,0.01434,0.01339,3.10441,15.06776,0.07077,0,0.11995,0.1179,1.02915,8.36325,0.37236,0.0143,0.04441,-75.31236,-100.53764
"26","2017_Q2",16.0031746031746,"Up",15783000,-11633000,4150000,-2606000,-2190000,-416000,1544000,41000,41000,1585000,407000,1992000,-598000,1394000,1394000,1394000,1394000,106948000,20562000,86386000,794000,794000,12537000,8227000,1536000,128506000,5181000,53000,53000,5234000,133740000,4234000,1891000,2343000,7517000,7517000,11751000,362000,-4.33680868994202e-19,362000,12113000,12352000,109275000,121627000,121627000,133740000,1394000,310000,-33000,913999.999999998,2585000,-252000,-252000,2343000,2343000,2343000,1854000,0,3114000,0.26294,0.09783,0.08832,0.01146,0.01042,2.23386,10.93575,0.09959,0,0.09694,0.09555,1.09757,8.45806999999999,0.21655,0.01143,0.02553,-57.68501,-69.26684
"27","2017_Q3",16.1206349206349,"Up",22526000,-15869000,6657000,-2597000,-2127000,-470000,4060000,162000,162000,4222000,656000,4878000,-1463000,3415000,3415000,3415000,3415000,114240000,27036000,87204000,1692000,1692000,14598000,2969000,1289000,133499000,5054000,53000,53000,5107000,138606000,5755000,3141000,2614000,7279000,7279000,13034000,424000,0,424000,13458000,12458000,112690000,125148000,125148000,138606000,3415000,295000,-178000,3022000,6554000,-168000,-168000,6474000,6474000,6474000,4355000,0,8672000,0.29553,0.18024,0.1516,0.02729,0.02464,2.53939,10.24237,0.10754,0,0.23735,0.23392,1.56561,8.69808,0.60272,0.0272,0.06906,-26.23192,-28.13793
"28","2017_Q4",17.5066666666667,"Up",23743000,-17053000,6690000,-2896000,-2259000,-637000,3794000,181000,181000,3975000,-253000,3722000,-1134000,2588000,2588000,2588000,2588000,112351000,25219000,87132000,1383000,1383000,15321000,6604000,1707000,135659000,5231000,53000,53000,5284000,140943000,5605000,2246000,3359000,7224000,7224000,12829000,322000,0,322000,13151000,12514000,115278000,127792000,127792000,140943000,2588000,257000,-166000,-4100000,-1421000,-434000,-434000,-1817000,-1817000,-1817000,4051000,0,651000,0.28177,0.15979,0.109,0.02025,0.01836,0.25155,10.5744,0.10291,0,0.1797,0.17425,1.64859,8.87321,0.0452,0.0202,0.00508,-27.73414,-29.61281
"29","2018_Q1",16.6008196721311,"Down",18556000,-14894000,3662000,-2824000,-2200000,-624000,838000,261000,266000,1099000,487000,1586000,-565000,1021000,1021000,1021000,1021000,110819000,22933000,87886000,1184000,1184000,16687000,8428000,1660000,137118000,5722000,53000,53000,5775000,142893000,3746000,1320000,2426000,8628000,8628000,12374000,1601000,0,1601000,13975000,12619000,116299000,128918000,128918000,142893000,1021000,266000,1033000,-3930000,-1610000,-763000,-763000,-2286000,-2286000,-2286000,1104000,0,-3024000,0.19735,0.04516,0.05502,0.00792,0.00715,-2.9618,11.08114,0.1084,0,0.07083,0.06955,1.28736,8.94394,-0.2098,0.00782,-0.02317,-100.37953,-132.24224
"30","2018_Q2",15.8140625,"Down",23122000,-18039000,5083000,-3392000,-2692000,-7e+05,1691000,297000,293000,1988000,161000,2149000,197000,2346000,2346000,2346000,2346000,113203000,24863000,88340000,1317000,1317000,16925000,6977000,1250000,138422000,7376000,53000,53000,7429000,145851000,6114000,3315000,2799000,7313000,7313000,13427000,875000,1.11022302462516e-16,875000,14302000,12904000,118645000,131549000,131549000,145851000,2346000,3e+05,-1044000,2015000,3617000,-1954000,-1954000,1930000,1930000,1930000,1991000,0,1855000,0.21983,0.07313,0.10146,0.01783,0.01608,0.79071,10.30923,0.10872,0,0.16226,0.15934,1.59925,9.0987,0.1283,0.01772,0.01401,-56.85736,-66.94441
"31","2018_Q3",13.74,"Down",30829000,-22059000,8770000,-3679000,-2921000,-758000,5091000,386000,383000,5477000,-719000,4758000,-994000,3764000,3764000,3764000,3764000,110887000,22883000,88004000,1830000,1830000,15076000,11711000,783000,139504000,7783000,53000,53000,7836000,147340000,6114000,3704000,2410000,5187000,5187000,11301000,634000,0,634000,11935000,12996000,122409000,135405000,135405000,147340000,3764000,348000,-644000,-4766000,-1298000,-755000,-755000,-1980000,-1980000,-1980000,5439000,0,912000,0.28447,0.16514,0.12209,0.0278,0.02555,0.2423,12.34439,0.08814,0,0.25991,0.25558,2.12878,9.34988,0.0629700000000001,0.02767,0.00669999999999999,-20.38739,-21.78099
"32","2018_Q4",11.4052380952381,"Down",24118000,-17702000,6416000,-2960000,-2179000,-781000,3456000,399000,399000,3855000,-503000,3352000,-671000,2681000,2681000,2681000,2681000,112811000,24911000,87900000,1599000,1599000,16244000,9291000,955000,139945000,8026000,53000,53000,8079000,148024000,5615000,3093000,2522000,3745000,3745000,9360000,519000,1.77635683940025e-15,519000,9879000,13054000,125091000,138145000,138145000,148024000,2681000,362000,-528000,79999.9999999981,2595000,-608000,-608000,2028000,2028000,2028000,3818000,0,3961000,0.26603,0.1433,0.11116,0.01941,0.01811,1.47743,14.95139,0.07151,0,0.18501,0.18211,1.66434,9.53316,0.27334,0.01933,0.02857,-29.54715,-32.64207
"33","2019_Q1",13.0696721311475,"Up",20545000,-14193000,6352000,-2875000,-2199000,-676000,3477000,455000,460000,3932000,698000,4630000,-857000,3773000,3773000,3773000,3773000,112070000,8012000,104058000,993000,993000,18214000,13804000,1904000,145081000,7889000,53000,53000,7942000,153023000,3923000,1838000,2085000,4563000,4563000,8486000,2358000,0,2358000,10844000,13316000,128863000,142179000,142179000,153023000,3773000,370000,-13405000,-7649000,-16911000,-233000,-233000,-16899000,-16899000,-16899000,3847000,0,-3178000,0.30917,0.16924,0.18365,0.02654,0.02466,-0.8423,17.09651,0.07627,0,0.25954,0.25632,1.41329,9.78049,-0.21861,0.0261,-0.02199,-29.13179,-32.23181
"34","2019_Q2",12.2007936507937,"Down",21327000,-16410000,4917000,-2913000,-2190000,-723000,2004000,534000,534000,2538000,-2147000,391000,-77999.9999999998,313000.000000001,313000.000000001,313000.000000001,313000.000000001,108714000,4269000,104445000,1500000,1500000,20229000,14901000,1582000,145344000,8164000,53000,53000,8217000,153561000,5782000,3593000,2189000,3397000,3397000,9179000,1873000,2.8421709430404e-14,1873000,11052000,13333000,129176000,142509000,142509000,153561000,313000,386000,-2889000,-891999.999999999,-3082000,-661000,-661000,-3743000,-3743000,-3743000,2390000,0,915000,0.23055,0.09397,0.01468,0.0022,0.00203999999999999,2.92332,15.8344,0.07755,0,0.02153,0.02129,1.46668,9.8005,0.06293,0.00217,0.00634,-45.48703,-54.2485
