"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_affiliates_net_of_taxes","income_loss_from_continuing_operations","net_extraordinary_gains_losses","discontinued_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","long_term_investments_receivables","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","pensions","other_post_retirement_benefits","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",23.6,"Up",7.026e+09,-5.14e+09,1.886e+09,-1.352e+09,-9.3e+08,-3.83e+08,-3.9e+07,5.34e+08,-1.63e+08,-1.63e+08,3.71e+08,-5.1e+07,3.2e+08,-1.3e+08,3.4e+07,2.24e+08,1.4e+07,1.4e+07,2.38e+08,2.37e+08,2.37e+08,1.275e+09,1.275e+09,3.699e+09,2.667e+09,1.352e+09,2.27e+08,8.993e+09,1.4541e+10,1.4541e+10,8.7e+08,8.157e+09,4.406e+09,3.751e+09,2.3568e+10,3.2561e+10,4.521e+09,2.69e+09,1.831e+09,4.13e+08,4.997e+09,1.2083e+10,8.136e+09,3.06e+09,2.597e+09,4.63e+08,3.782e+09,1.294e+09,2.0219e+10,2.5216e+10,6.413e+09,4.39e+08,5.974e+09,-9e+06,3.561e+09,-2.959e+09,7.006e+09,3.39e+08,7.345e+09,3.2561e+10,2.24e+08,2.38e+08,3.83e+08,1.35e+08,1.21e+08,8.79e+08,-2.96e+08,-6.7e+07,9.8e+07,-1.15e+08,-8.55e+08,3.9e+07,-7e+06,-9.38e+08,3.9e+07,3.9e+07,8e+06,4.7e+07,9.17e+08,1.2496e+10,8.72e+08,0.26843,0.076,0.03373,0.03227,0.00728,3.67932,1.79968,3.43308,0.38377,0.51582,0.5103,15.29168,15.24815,1.89786,0.25029,4,0.01258,0.03117,0.48523,12.23664,21.01311
"12","2013_Q1",27.8601666666667,"Up",1.094e+09,1.07e+08,1.201e+09,-8.29e+08,-4.32e+08,-3.62e+08,-3.5e+07,3.72e+08,-1.68e+08,-1.68e+08,2.04e+08,2.6e+07,2.3e+08,-4.9e+07,8999999.99999999,1.9e+08,4.2e+07,4.2e+07,2.32e+08,2.35e+08,2.35e+08,1.302e+09,1.302e+09,3.562e+09,2.73e+09,1.311e+09,2.29e+08,8.905e+09,1.4571e+10,1.4571e+10,8.87e+08,7.79e+09,4.315e+09,3.475e+09,2.3248e+10,3.2153e+10,4.51e+09,2.775e+09,1.735e+09,4.44e+08,4.998e+09,1.1732e+10,8.787e+09,4.585e+09,4.112e+09,4.73e+08,3.026e+09,1.176e+09,2.0519e+10,2.5517e+10,6.482e+09,4.4e+08,6.042e+09,0,3.662e+09,-3.84e+09,6.304e+09,3.32e+08,6.636e+09,3.2153e+10,2.67e+08,2.32e+08,3.75e+08,1.35e+08,-8.4e+07,7.13e+08,-3.82e+08,-1e+07,-3.76e+08,-1.32e+08,-2.85e+08,4.8e+07,5.4e+07,-3.15e+08,2.2e+07,2.2e+07,5e+06,2.7e+07,7.47e+08,1.2176e+10,3.3e+08,1.09781,0.34004,0.21481,0.03541,0.00731,1.40426,1.78171,3.84524,0.37869,0.50947,0.50302,2.37176,13.66689,0.71543,0.28617,4,0.0133,0.01196,0.5617,14.55689,29.23118
"13","2013_Q2",30.150625,"Up",7.09e+09,-5.22e+09,1.87e+09,-1.417e+09,-9.89e+08,-3.79e+08,-4.9e+07,4.53e+08,-1.64e+08,-1.64e+08,2.89e+08,-5.9e+07,2.3e+08,6.9e+07,-1e+07,2.89e+08,2.6e+07,2.6e+07,3.15e+08,3.18e+08,3.18e+08,9.34e+08,9.34e+08,3.869e+09,2.793e+09,1.385e+09,2.7e+08,8.981e+09,1.4772e+10,1.4772e+10,8.1e+08,8.135e+09,4.527e+09,3.608e+09,2.3717e+10,3.2698e+10,4.487e+09,2.902e+09,1.585e+09,7.27e+08,5.257e+09,1.1533e+10,8.774e+09,4.58e+09,4.117e+09,4.63e+08,3.105e+09,1.089e+09,2.0307e+10,2.5564e+10,6.728e+09,4.45e+08,6.283e+09,-3.2e+07,3.844e+09,-3.762e+09,6.778e+09,3.56e+08,7.134e+09,3.2698e+10,2.89e+08,3.15e+08,3.79e+08,1.29e+08,-2.81e+08,5.31e+08,-2.16e+08,-6.7e+07,-7.9e+08,-1.32e+08,8.7e+07,1.4e+08,-2.01e+08,-1.06e+08,-3.65e+08,-3.65e+08,-3e+06,-3.68e+08,8.32e+08,1.226e+10,2.66e+08,0.26375,0.06389,0.04485,0.04458,0.00973,0.83648,1.70839,3.5834,0.37495,0.68208,0.67504,15.20728,14.53808,0.57054,0.28313,6,0.01598,0.00944,0.41509,13.61298,25.00221
"14","2013_Q3",31.2659375,"Up",7.335e+09,-5.414e+09,1.921e+09,-1.407e+09,-9.64e+08,-3.96e+08,-4.7e+07,5.14e+08,-1.68e+08,-1.68e+08,3.46e+08,1.7e+07,3.63e+08,-9.4e+07,-3.6e+07,2.33e+08,2.4e+07,2.4e+07,2.57e+08,2.59e+08,2.59e+08,1.205e+09,1.205e+09,3.946e+09,2.745e+09,1.372e+09,2.76e+08,9.268e+09,1.4416e+10,1.4416e+10,7.3e+08,8.131e+09,4.437e+09,3.694e+09,2.3277e+10,3.2545e+10,4.555e+09,2.926e+09,1.629e+09,1.068e+09,5.677e+09,1.1097e+10,8.746e+09,4.542e+09,4.089e+09,4.53e+08,3.137e+09,1.067e+09,1.9843e+10,2.552e+10,6.808e+09,4.46e+08,6.362e+09,-3.2e+07,3.967e+09,-4.036e+09,6.707e+09,3.18e+08,7.025e+09,3.2545e+10,2.33e+08,2.57e+08,3.96e+08,2.07e+08,-1.13e+08,7.48e+08,-2.72e+08,6000000.00000001,-2.63e+08,-1.34e+08,-7.9e+07,5.2e+07,-4e+07,-2.01e+08,2.84e+08,2.84e+08,-1.3e+07,2.71e+08,9.1e+08,1.2165e+10,6.19e+08,0.2619,0.07007,0.03531,0.03687,0.00796,2.38996,1.63255,3.63274,0.37379,0.55128,0.5454,15.61255,14.27585,1.31754,0.28522,6,0.01407,0.02216,0.51737,12.04396,21.32296
"15","2013_Q4",30.28046875,"Down",3.21e+09,-1.608e+09,1.602e+09,-1.027e+09,-5.96e+08,-3.89e+08,-4.2e+07,5.75e+08,-1.46e+08,-1.46e+08,4.29e+08,-3.3e+07,3.96e+08,-3.6e+07,1.6e+07,3.76e+08,0,0,3.76e+08,3.82e+08,3.82e+08,1.946e+09,1.946e+09,4.024e+09,2.841e+09,6.64e+08,2.43e+08,9.475e+09,1.4277e+10,1.4277e+10,7.55e+08,8.082e+09,4.491e+09,3.591e+09,2.3114e+10,3.2589e+10,4.612e+09,2.904e+09,1.708e+09,7.83e+08,5.395e+09,1.0942e+10,8.71e+09,4.367e+09,3.932e+09,4.35e+08,3.33e+09,1.013e+09,1.9652e+10,2.5047e+10,6.879e+09,4.47e+08,6.432e+09,-4.9e+07,4.212e+09,-3.812e+09,7.23e+09,3.12e+08,7.542e+09,3.2589e+10,4.26e+08,3.76e+08,4.01e+08,1.14e+08,-1.91e+08,7.1e+08,-1.95e+08,2.9e+07,5.64e+08,-1.34e+08,-4.33e+08,2.6e+07,-2e+06,-5.43e+08,7.31e+08,7.31e+08,8e+06,7.39e+08,9.76e+08,1.1725e+10,6.26e+08,0.49907,0.17913,0.119,0.05065,0.01172,1.63874,1.75626,3.321,0.35978,0.81126,0.80334,6.81716,15.35454,1.32945,0.28458,6,0.01844,0.02238,0.35079,10.01947,17.00696
"16","2014_Q1",31.684262295082,"Up",5.848e+09,-4.04e+09,1.808e+09,-1.237e+09,-8.3e+08,-3.67e+08,-4e+07,5.71e+08,-1.34e+08,-1.34e+08,4.37e+08,-1.98e+08,2.39e+08,5.59e+08,-9e+06,7.89e+08,-3.59e+08,-3.59e+08,4.3e+08,4.36e+08,4.36e+08,1.802e+09,1.802e+09,3.756e+09,2.825e+09,6.42e+08,3.4e+08,9.025e+09,1.4229e+10,1.4229e+10,7.33e+08,7.541e+09,3.987e+09,3.554e+09,2.2503e+10,3.1528e+10,4.466e+09,2.9e+09,1.566e+09,6.61e+08,5.127e+09,1.087e+10,7.084e+09,2.617e+09,2.205e+09,4.12e+08,3.765e+09,7.02e+08,1.7954e+10,2.3081e+10,6.91e+09,4.47e+08,6.463e+09,-4.92e+08,4.446e+09,-2.759e+09,8.105e+09,3.42e+08,8.447e+09,3.1528e+10,4.3e+08,4.3e+08,3.71e+08,1.39e+08,99000000.0000001,1.039e+09,-4.5e+08,1.17e+08,-3.38e+08,-1.54e+08,-1.79e+08,-4.32e+08,-7.3e+07,-8.38e+08,-1.37e+08,-1.37e+08,-5e+06,-1.42e+08,9.42e+08,1.1531e+10,3.2e+07,0.30917,0.09764,0.07456,0.05162,0.01383,0.0733900000000001,1.76029,2.73245,0.36574,0.93645,0.92511,12.5604,17.408,0.06873,0.33076,6,0.0218,0.00118,0.35321,10.32803,17.03853
"17","2014_Q2",31.4706349206349,"Down",5.724e+09,-4.034e+09,1.69e+09,-1.187e+09,-7.94e+08,-3.47e+08,-4.6e+07,5.03e+08,-1.43e+08,-1.43e+08,3.6e+08,-4.99e+08,-1.39e+08,8e+07,-3.3e+07,-9.2e+07,-7e+06,-7e+06,-9.9e+07,-9.5e+07,-9.5e+07,1.341e+09,1.341e+09,3.933e+09,2.809e+09,6.5e+08,3.47e+08,8.733e+09,1.3772e+10,1.3772e+10,6.59e+08,7.531e+09,3.996e+09,3.535e+09,2.1962e+10,3.0695e+10,4.467e+09,2.954e+09,1.513e+09,5.61e+08,5.028e+09,1.0912e+10,6.841e+09,2.727e+09,2.319e+09,4.08e+08,3.54e+09,5.74e+08,1.7753e+10,2.2781e+10,6.831e+09,4.48e+08,6.383e+09,-6.73e+08,4.193e+09,-2.778e+09,7.573e+09,3.41e+08,7.914e+09,3.0695e+10,-9.9e+07,-9.9e+07,3.52e+08,4.44e+08,-2.26e+08,4.71e+08,-2.77e+08,-9.3e+07,-3.7e+08,-1.53e+08,-5.6e+07,-3.7e+08,1.6e+07,-5.63e+08,-4.62e+08,-4.62e+08,1e+06,-4.61e+08,8.55e+08,1.1473e+10,2.72e+08,0.29525,0.08788,-0.0166,-0.012,-0.00309,-2.86316,1.73687,2.87857,0.37377,-0.20652,-0.20652,12.44365,16.46327,0.59131,0.33261,5,0.00221,0.01037,-1.61053,11.85029,20.14314
"18","2014_Q3",33.32203125,"Up",5.899e+09,-4.06e+09,1.839e+09,-1.216e+09,-8.13e+08,-3.55e+08,-4.8e+07,6.23e+08,-1.64e+08,-1.64e+08,4.59e+08,-3.07e+08,1.52e+08,-2.2e+07,4.1e+07,1.71e+08,-1.3e+07,-1.3e+07,1.58e+08,1.61e+08,1.61e+08,1.293e+09,1.293e+09,3.969e+09,2.798e+09,6.91e+08,3.84e+08,8.751e+09,1.3802e+10,1.3802e+10,7.27e+08,7.522e+09,4.007e+09,3.515e+09,2.2051e+10,3.0802e+10,4.441e+09,2.918e+09,1.523e+09,9.52e+08,5.393e+09,1.1044e+10,6.674e+09,2.488e+09,2.099e+09,3.89e+08,3.587e+09,5.99e+08,1.7718e+10,2.3111e+10,6.883e+09,4.48e+08,6.435e+09,-9.68e+08,4.235e+09,-2.628e+09,7.522e+09,1.69e+08,7.691e+09,3.0802e+10,1.58e+08,1.58e+08,3.59e+08,1.4e+08,-1.28e+08,5.29e+08,-3.29e+08,-3e+06,-3.32e+08,-1.49e+08,5.41e+08,-2.75e+08,-3.67e+08,-2.5e+08,-5.3e+07,-52999999.9999999,5e+06,-4.8e+07,9.82e+08,1.1996e+10,5.47e+08,0.31175,0.10561,0.02729,0.02093,0.00523,3.39752,1.62266,3.00494,0.38946,0.35547,0.35284,13.02442,16.60785,1.20772,0.32898,5,0.01176,0.02075,0.92547,10.89919,17.17978
"19","2014_Q4",35.69484375,"Up",6.051e+09,-4.055e+09,1.996e+09,-1.262e+09,-8.61e+08,-3.58e+08,-4.3e+07,7.34e+08,-1.58e+08,-1.58e+08,5.76e+08,-2.4e+07,5.52e+08,-1.47e+08,-7.2e+07,3.33e+08,1.6e+07,1.6e+07,3.49e+08,3.55e+08,3.55e+08,1.718e+09,1.718e+09,3.293e+09,2.493e+09,6.35e+08,3.01e+08,8.139e+09,1.3444e+10,1.3444e+10,5.3e+08,7.29e+09,3.931e+09,3.359e+09,2.1264e+10,2.9403e+10,4.146e+09,2.619e+09,1.527e+09,7.24e+08,4.87e+09,1.1037e+10,6.519e+09,2.335e+09,1.961e+09,3.74e+08,3.6e+09,5.84e+08,1.7556e+10,2.2426e+10,6.607e+09,4.49e+08,6.158e+09,-1.172e+09,4.446e+09,-3.065e+09,6.816e+09,1.61e+08,6.977e+09,2.9403e+10,3.49e+08,3.49e+08,3.57e+08,2.09e+08,1.8e+07,9.33e+08,-3.06e+08,6.5e+07,1.44e+08,-1.49e+08,-2.77e+08,-1.87e+08,-1.6e+07,-6.29e+08,4.48e+08,4.48e+08,-2.3e+07,4.25e+08,1.091e+09,1.1761e+10,9.5e+08,0.32986,0.1213,0.05867,0.05088,0.01207,2.67606,1.67125,3.21428,0.39999,0.79044,0.78435,13.47311,15.17645,2.11526,0.33176,6,0.01995,0.03761,0.41972,9.20532,13.68256
"20","2015_Q1",38.1085245901639,"Up",5.943e+09,-4.105e+09,1.838e+09,-1.235e+09,-8.46e+08,-3.46e+08,-4.3e+07,6.03e+08,-1.42e+08,-1.42e+08,4.61e+08,-1.54e+08,3.07e+08,-3.4e+07,-1.36e+08,1.37e+08,-9e+06,-9e+06,1.28e+08,1.34e+08,1.34e+08,1.881e+09,1.881e+09,3.083e+09,2.424e+09,5.71e+08,2.4e+08,7.959e+09,1.3235e+10,1.3235e+10,2.48e+08,7.242e+09,3.773e+09,3.469e+09,2.0725e+10,2.8684e+10,4.167e+09,2.664e+09,1.503e+09,7.42e+08,4.909e+09,1.0681e+10,7.831e+09,4.215e+09,3.819e+09,3.96e+08,3.063e+09,5.53e+08,1.8512e+10,2.3421e+10,6.694e+09,4.49e+08,6.245e+09,-1.342e+09,4.409e+09,-4.646e+09,5.115e+09,1.48e+08,5.263e+09,2.8684e+10,1.28e+08,1.28e+08,3.46e+08,4.92e+08,1.78e+08,1.144e+09,-3.93e+08,6.5e+07,-3.02e+08,-1.69e+08,-3.21e+08,-1.64e+08,10000000.0000001,-6.44e+08,1.98e+08,1.98e+08,-3.5e+07,1.63e+08,9.49e+08,1.1423e+10,7.68e+08,0.30927,0.10146,0.02255,0.02546,0.00467,5.73134,1.62131,4.45012,0.39824,0.30141,0.29394,13.36779,11.50534,1.72749,0.38014,6,0.01236,0.03133,1.26119,10.05479,15.82421
"21","2015_Q2",36.6571428571429,"Down",5.517e+09,-3.844e+09,1.673e+09,-1.13e+09,-7.63e+08,-3.23e+08,-4.4e+07,5.43e+08,-1.37e+08,-1.37e+08,4.06e+08,0,4.06e+08,-1.3e+08,3.5e+07,3.11e+08,0,0,3.11e+08,3.13e+08,3.13e+08,1.576e+09,1.576e+09,3.074e+09,2.437e+09,5.73e+08,2.4e+08,7.66e+09,1.2923e+10,1.2923e+10,2.72e+08,7.112e+09,3.677e+09,3.435e+09,2.0307e+10,2.7967e+10,4.112e+09,2.678e+09,1.434e+09,6.64e+08,4.776e+09,1.0513e+10,7.675e+09,4.181e+09,3.801e+09,3.8e+08,3e+09,4.94e+08,1.8188e+10,2.2964e+10,6.639e+09,4.49e+08,6.19e+09,-1.287e+09,4.548e+09,-5.042e+09,4.858e+09,1.45e+08,5.003e+09,2.7967e+10,3.11e+08,3.11e+08,3.23e+08,1.6e+08,-1.56e+08,6.38e+08,-3.1e+08,-6.7e+07,-3.77e+08,-1.69e+08,-2.4e+08,-1.37e+08,0,-5.46e+08,-2.85e+08,-2.85e+08,-2e+07,-3.05e+08,8.66e+08,1.1177e+10,5.3e+08,0.30324,0.09842,0.05673,0.06256,0.01119,1.69329,1.60385,4.59005,0.39965,0.70371,0.69956,12.40368,10.92208,1.19158,0.37996,7,0.02021,0.02222,0.53994,11.08661,17.6814
"22","2015_Q3",31.59609375,"Down",5.714e+09,-3.968e+09,1.746e+09,-1.142e+09,-7.7e+08,-3.28e+08,-4.4e+07,6.04e+08,-1.44e+08,-1.44e+08,4.6e+08,-1.94e+08,2.66e+08,-1.1e+08,6.2e+07,2.18e+08,0,0,2.18e+08,2.27e+08,2.27e+08,1.59e+09,1.59e+09,3.14e+09,2.424e+09,5.73e+08,2.43e+08,7.727e+09,1.3009e+10,1.3009e+10,3.35e+08,7.107e+09,3.686e+09,3.421e+09,2.0451e+10,2.8178e+10,4.195e+09,2.744e+09,1.451e+09,9.09e+08,5.104e+09,1.1071e+10,6.975e+09,3.419e+09,3.039e+09,3.8e+08,3.078e+09,4.78e+08,1.8046e+10,2.315e+10,6.672e+09,4.49e+08,6.223e+09,-1.498e+09,4.604e+09,-4.886e+09,4.892e+09,1.36e+08,5.028e+09,2.8178e+10,2.18e+08,2.18e+08,3.28e+08,-4.43e+08,11999999.9999999,1.15e+08,-3.44e+08,-1.7e+07,-3.61e+08,-1.68e+08,8.29e+08,-2.14e+08,-1.92e+08,2.55e+08,9000000.00000006,9000000.00000006,5e+06,1.4e+07,9.32e+08,1.198e+10,7.1e+08,0.30557,0.10571,0.03973,0.04515,0.00806,3.12775,1.51391,4.60422,0.42515,0.51181,0.50951,12.8833,11.02994,1.60083,0.37879,5,0.01647,0.0296,0.74009,11.14807,17.20199
"23","2015_Q4",28.96921875,"Down",5.691e+09,-3.891e+09,1.8e+09,-1.119e+09,-7.51e+08,-3.29e+08,-3.9e+07,6.81e+08,-1.41e+08,-1.41e+08,5.4e+08,-2.11e+08,3.29e+08,-1.06e+08,-1.3e+07,2.1e+08,0,0,2.1e+08,2.2e+08,2.2e+08,1.104e+09,1.104e+09,2.832e+09,2.34e+09,6.478e+09,5.057e+09,1.2754e+10,1.2188e+10,1.2188e+10,2.6e+08,6.779e+09,3.472e+09,3.307e+09,1.9227e+10,3.1981e+10,3.631e+09,2.096e+09,1.535e+09,4.973e+09,9.547e+09,1.0943e+10,7.021e+09,3.38e+09,3.017e+09,3.63e+08,3.191e+09,4.5e+08,1.7964e+10,2.7511e+10,6.7e+09,4.49e+08,6.251e+09,-1.649e+09,4.656e+09,-5.358e+09,4.349e+09,1.21e+08,4.47e+09,3.1981e+10,2.1e+08,2.1e+08,3.29e+08,4.37e+08,-1.39e+08,8.37e+08,-3.12e+08,-9.4e+07,-6.04e+08,-1.66e+08,-3.51e+08,-1.52e+08,-4e+06,-6.73e+08,-4.4e+08,-4.4e+08,-4.6e+07,-4.86e+08,1.01e+09,1.5916e+10,6.65e+08,0.31629,0.11966,0.03866,0.04922,0.00688,3.02273,1.33592,6.15459,0.49767,0.50189,0.499,12.98291,9.9214,1.51707,0.3787,5,0.01408,0.02426,0.75455,14.66535,21.75037
"24","2016_Q1",26.5603278688525,"Down",3.753e+09,-2.61e+09,1.143e+09,-7.21e+08,-5.03e+08,-1.87e+08,-3.1e+07,4.22e+08,-1.33e+08,-1.33e+08,2.89e+08,-1.58e+08,1.31e+08,-7.1e+07,3.3e+07,9.3e+07,8.5e+07,8.5e+07,1.78e+08,1.78e+08,1.78e+08,1.05e+09,1.05e+09,2.675e+09,2.228e+09,523999999.999999,212000000.000001,6.477e+09,1.2346e+10,1.2346e+10,2.28e+08,1.148e+10,3.335e+09,8.145e+09,2.4054e+10,3.0531e+10,3.498e+09,2.078e+09,1.42e+09,426000000.000001,3.924e+09,1.5121e+10,7.577e+09,3.912e+09,3.548e+09,3.64e+08,3.231e+09,4.34e+08,2.2698e+10,2.6622e+10,6.692e+09,4.49e+08,6.243e+09,-1.749e+09,4.649e+09,-5.708e+09,3.884e+09,2.5e+07,3.909e+09,3.0531e+10,1.78e+08,1.78e+08,3.14e+08,4.02e+08,60999999.9999999,9.55e+08,-4.84e+08,9.9e+07,-3.62e+08,-1.82e+08,-3.12e+08,-1e+08,-4.3e+07,-6.37e+08,-4.4e+07,-43999999.9999999,-1e+07,-53999999.9999999,7.36e+08,1.5547e+10,3.84e+08,0.30456,0.11244,0.04743,0.04554,0.00583,2.1573,1.65061,6.81044,0.50922,0.40784,0.402,8.59903,8.89918,0.87984,0.41701,6,0.01332,0.0142,1.02247,19.69701,34.35308
"25","2016_Q2",30.61375,"Up",5.11e+09,-3.611e+09,1.499e+09,-1.021e+09,-6.96e+08,-2.84e+08,-4.1e+07,4.78e+08,-1.23e+08,-1.23e+08,3.55e+08,-3.8e+07,3.17e+08,-4.1e+07,6.3e+07,3.39e+08,-5e+06,-5e+06,3.34e+08,3.34e+08,3.34e+08,1.155e+09,1.155e+09,2.641e+09,2.217e+09,7.79e+08,2.68e+08,6.792e+09,1.2436e+10,1.2436e+10,2.87e+08,1.1528e+10,3.354e+09,8.174e+09,2.4251e+10,3.1043e+10,3.449e+09,2.065e+09,1.384e+09,5.51e+08,4.098e+09,1.5103e+10,7.582e+09,3.871e+09,3.533e+09,3.38e+08,3.277e+09,4.34e+08,2.2685e+10,2.6783e+10,6.579e+09,4.49e+08,6.13e+09,-1.756e+09,4.8e+09,-5.389e+09,4.234e+09,2.6e+07,4.26e+09,3.1043e+10,3.34e+08,3.34e+08,2.84e+08,5.6e+07,-5.4e+07,6.2e+08,-3.01e+08,-7.5e+07,-3.76e+08,-1.81e+08,1.45e+08,-1.31e+08,3e+06,-1.64e+08,8e+07,8e+07,2.5e+07,1.05e+08,7.62e+08,1.5654e+10,4.48e+08,0.29335,0.09354,0.06536,0.0784,0.01076,1.34132,1.65739,6.28709,0.50427,0.76993,0.76398,11.77949,9.76015,1.03272,0.41724,5,0.01873,0.01629,0.54192,19.02756,30.33264
"26","2016_Q3",34.35609375,"Up",5.322e+09,-4.112e+09,1.21e+09,-1.067e+09,-7.25e+08,-3.01e+08,-4.1e+07,1.43e+08,-1.29e+08,-1.29e+08,14000000.0000001,-2.8e+07,-14000000.0000001,9000000.00000001,4.5e+07,4e+07,-1.49011611938477e-08,-1.49011611938477e-08,4e+07,4e+07,4e+07,1.254e+09,1.254e+09,2.837e+09,2.165e+09,6.15e+08,3.18e+08,6.871e+09,1.2683e+10,1.2683e+10,2.79e+08,1.1559e+10,3.367e+09,8.192e+09,2.4521e+10,3.1392e+10,3.456e+09,2.016e+09,1.44e+09,6.26e+08,4.082e+09,1.5101e+10,8.163e+09,4.478e+09,4.15e+09,3.28e+08,3.256e+09,4.29e+08,2.3264e+10,2.7346e+10,6.603e+09,4.49e+08,6.154e+09,-1.755e+09,4.657e+09,-5.481e+09,4.024e+09,2.2e+07,4.046e+09,3.1392e+10,4e+07,39999999.9999999,3.01e+08,3.63e+08,-9.9e+07,6.05e+08,-3.25e+08,-3.1e+07,-3.16e+08,-1.81e+08,-1.1e+07,-1e+06,2999999.99999999,-1.9e+08,99000000.0000001,98999999.9999999,3.72529029846191e-09,9.9e+07,4.44e+08,1.5727e+10,10999999.9999999,0.22736,0.02687,0.00751999999999999,0.00989000000000001,0.00127,0.275,1.68324,6.75877,0.50099,0.09212,0.09134,12.25626,9.26704,0.0253299999999999,0.41683,5,0.00791,0.000390000000000001,4.525,32.59685,101.20979
"27","2016_Q4",36.3807936507936,"Up",5.266e+09,-3.622e+09,1.644e+09,-1.088e+09,-7.33e+08,-3.14e+08,-4.1e+07,5.56e+08,-1.32e+08,-1.32e+08,4.24e+08,-5.1e+07,3.73e+08,-1.07e+08,4.3e+07,3.09e+08,0,0,3.09e+08,3.12e+08,3.12e+08,2.562e+09,2.562e+09,2.807e+09,2.222e+09,5.12e+08,2.25e+08,8.103e+09,1.2652e+10,1.2652e+10,3.25e+08,1.1521e+10,3.362e+09,8.159e+09,2.4498e+10,3.2601e+10,3.463e+09,2.031e+09,1.432e+09,7.8e+07,3.541e+09,1.7105e+10,7.726e+09,4.029e+09,3.709e+09,3.2e+08,3.273e+09,4.24e+08,2.4831e+10,2.8372e+10,6.629e+09,4.49e+08,6.18e+09,-1.755e+09,4.793e+09,-5.458e+09,4.209e+09,2e+07,4.229e+09,3.2601e+10,3.09e+08,3.09e+08,3.14e+08,-3.73e+08,9.1e+07,3.41e+08,-2.64e+08,-2.4e+07,-2.79e+08,-1.81e+08,1.458e+09,0,-4.5e+07,1.232e+09,1.294e+09,1.294e+09,1.4e+07,1.308e+09,8.7e+08,1.7183e+10,8.04e+08,0.31219,0.10558,0.05925,0.07378,0.00957,2.57692,2.28834,6.70891,0.52707,0.71852,0.71142,12.12729,9.69308,1.85157,0.41683,6,0.01692,0.02759,0.58013,16.80575,26.29676
"28","2017_Q1",39.7741935483871,"Up",3.797e+09,-2.712e+09,1.085e+09,-8.23e+08,-5.67e+08,-2.25e+08,-3.1e+07,2.62e+08,-1.36e+08,-1.36e+08,1.26e+08,-7e+06,1.19e+08,-5.4e+07,4.7e+07,1.12e+08,1.07e+08,1.07e+08,2.19e+08,2.18e+08,2.18e+08,1.033e+09,1.033e+09,2.852e+09,2.233e+09,5.52e+08,1.91e+08,6.67e+09,1.3459e+10,1.3459e+10,3.6e+08,1.2604e+10,3.364e+09,9.24e+09,2.6423e+10,3.3093e+10,3.669e+09,2.199e+09,1.47e+09,2.39e+08,4.069e+09,1.7359e+10,7.306e+09,3.73e+09,3.4e+09,3.3e+08,3.127e+09,4.49e+08,2.4665e+10,2.8734e+10,6.638e+09,4.49e+08,6.189e+09,-1.753e+09,4.818e+09,-5.362e+09,4.341e+09,1.8e+07,4.359e+09,3.3093e+10,2.19e+08,2.19e+08,3.28e+08,1.74e+08,1.33e+08,8.54e+08,-4.39e+08,1.39e+08,-2.469e+09,-1.9e+08,3e+08,-3.72529029846191e-09,-6000000.00000001,1.04e+08,-1.511e+09,-1.511e+09,-1.8e+07,-1.529e+09,5.9e+08,1.7598e+10,3.38e+08,0.28575,0.069,0.05741,0.05001,0.00659,1.55046,1.63922,6.59188,0.53177,0.50204,0.4934,8.74427,9.99707,0.77839,0.43756,5,0.01394,0.01155,0.87156,28.07627,63.22519
