"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","interest_income","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","derivative_hedging_assets_short_term","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","liabilities_from_derivatives_hedging_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2016_Q4",12.068253968254,"Up",422779000,-383211000,39568000,-40789000,-19735000,-5329000,-15725000,-1221000,-6664000,-6645000,-6685000,40000,-7885000,-7885000,-909000,-8794000,-8794000,-8794000,-9282000,3449000,3449000,133321000,133321000,266728000,144499000,98299000,46200000,547997000,250713000,110152000,24676000,70550000,14926000,360865000,908862000,105878000,63307000,42571000,1424000,262957000,58533000,204424000,370259000,371441000,30830000,14999000,15831000,402271000,772530000,177407000,-41075000,136332000,136332000,908862000,-8794000,6345000,1339000,-124963000,-126073000,-4586000,-4586000,-4586000,-4570000,135001000,-12045000,122956000,-7687000,-7687000,-36000,-7723000,5124000,372865000,-123516000,0.09359,-0.00289,-0.02195,-0.06808,-0.01021,13.30705,1.48004,5.66653,0.41025,-0.35392,-0.35392,16.12045,5.1983,-4.70963,-0.01719,-0.22872,72.09524,-302.55201
"12","2017_Q1",13.5067741935484,"Up",766825000,-715151000,51674000,-44198000,-22158000,-5236000,-16804000,7476000,-7345000,-7345000,-7354000,8999.99999999997,131000.000000004,131000.000000004,-1247000,-1116000,-1116000,-1116000,-1714000,2682000,2682000,221954000,221954000,318899000,110174000,66858000,43316000,653709000,251101000,107664000,23446000,70550000,13668000,358765000,1012474000,183849000,138358000,45491000,4189999.99999999,263160000,95339000,167821000,451199000,402133000,33705000,15481000,18224000,435838000,887037000,170796000,-45359000,125437000,125437000,1012474000,-1116000,6250000,2550000,16965000,24649000,-4550000,-4550000,-4550000,-4543000,-8388000,-12478000,-20866000,-760000,-760000,-7000,-767000,13726000,406323000,27388000.0000001,0.06739,0.00975,-0.00224,-0.01366,-0.00169,-15.979,1.44883,7.07157,0.40132,-0.0653499999999999,-0.0653499999999999,29.23883,4.78288,1.0443,-0.00303,0.04843,29.40704,53.99157
"13","2017_Q2",13.757619047619,"Up",917807000,-795146000,122661000,-49053000,-26289000,-5932000,-16832000,73608000,-7007000,-7071000,-7155000,84000,66601000,66601000,-2102000,64499000,64499000,64499000,63757000,14506000,14506000,196466000,196466000,224288000,96371000,64030000,32341000,531631000,257921000,161250000,22167000,70550000,68533000,419171000,950802000,134271000,81600000,52671000,1311000,149348000,47251000,102097000,284930000,455467000,34138000,16751000,17387000,489605000,774535000,186602000,-10335000,176267000,176267000,950802000,64499000,6947000,2039000,31927000,105412000,-7176000,-7176000,-7176000,-65938000,-12135000,-15536000,-27671000,11803000,11803000,21000,11824000,80555000,456778000,107408000,0.13365,0.0802,0.06947,0.36171,0.06706,1.68465,1.86583,4.3941,0.48041,2.43104,2.43104,34.99573,6.72101,4.09544,0.09556,0.16099,5.49031,6.00848
"14","2017_Q3",13.7252380952381,"Down",513626000,-469058000,44568000,-43475000,-19624000,-6950000,-16901000,1092999.99999999,-8072000,-8191000,-8279000,88000,-6978999.99999997,-6978999.99999997,-813000,-7792000,-7792000,-7792000,-8646000,3648000,3648000,119348000,119348000,159100000,9.3e+07,67401000,25599000,375096000,297061000,196499000,30120000,85655000,80724000,493560000,868656000,92655000,50654000,42001000,6462000,80790000,52976000,27814000,179907000,483273000,18566000,17045000,1521000,501839000,681746000,197185000,-10275000,186910000,186910000,868656000,-7792000,9403000,1173000,115164000,117948000,-11942000,-11942000,-11942000,-24499000,-86576000,-17768000,-104344000,-10895000,-10895000,37000,-10858000,10496000,489735000,114531000,0.08677,0.00212999999999999,-0.01683,-0.04626,-0.00995,-13.2467,2.08494,3.64746,0.56378,-0.32967,-0.32967,19.58442,7.12683,4.36704,-0.01244,0.16474,46.31164,444.72736
"15","2017_Q4",13.2674603174603,"Down",491393000,-456656000,34737000,-41105000,-17559000,-6655000,-16891000,-6368000,-7095000,-7095000,-7170000,75000,-13463000,-13463000,-853000,-14316000,-14316000,-14316000,-15340000,3194000,3194000,144395000,144395000,249101000,94329000,64365000,29964000,491019000,311379000,194255000,28426000,85655000,80174000,505634000,996653000,102163000,62276000,39887000,6343000,100259000,71041000,29218000,208765000,610525000,19146000,17523000,1623000,629671000,838436000,168075000,-9858000,158217000,158217000,996653000,-14316000,7531000,-923000,-88761000,-96469000,-20656000,-20656000,-20656000,-20610000,131737000,-15175000,116562000,-517000,-517000,63000,-454000,1163000,616868000,-107401000,0.07069,-0.01296,-0.03122,-0.09696,-0.01539,7.00137,2.35202,5.29928,0.61894,-0.58491,-0.58491,18.73668,6.03277,-4.09517,-0.01931,-0.13523,527.66466,-96.3684
"16","2018_Q1",13.6201639344262,"Up",932170000,-881928000,50242000,-54358000,-24110000,-8588000,-21660000,-4116000,-8724000,-8649000,-8741000,92000,-12840000,-12840000,-53999.9999999998,-12894000,-12894000,-12894000,-14267000,6815000,6815000,316613000,316613000,335859000,147200000,107254000,39946000,806487000,350059000,206439000,71891000,115037000,12018000,556498000,1362985000,254143000,205105000,49038000,6476000,443604000,156763000,286841000,704223000,449737000,77191000,17623000,59568000,526928000,1231151000,140704000,-8870000,131834000,131834000,1362985000,-12894000,9480000,636000,-67071000,-69849000,-7181000,-7181000,-7181000,-42222000,131192000,-15453000,115739000,3668000,3668000,-47000,3621000,5364000,456213000,-68834000,0.0539,-0.00442,-0.01531,-0.10822,-0.01047,4.8247,1.14522,9.33865,0.33472,-0.544,-0.544,35.54339,5.02679,-2.62462,-0.02145,-0.10347,83.7803900000001,-109.18319
"17","2018_Q2",13.14984375,"Down",1331148000,-1183982000,147166000,-59498000,-27864000,-8425000,-23209000,87668000,-9772000,-9772000,-9884000,112000,77896000,77896000,-2975000,74921000,74921000,74921000,73207000,5609000,5609000,281459000,281459000,234626000,80887000,53438000,27449000,602581000,349045000,213730000,68764000,115037000,11211000,562775000,1165356000,137766000,90708000,47058000,6541000,310916000,57126000,253790000,455223000,498144000,22947000,18321000,4626000,521091000,976314000,196333000,-7291000,189042000,189042000,1165356000,74921000,9307000,2146000,-29639000,56735000,-3681000,-3681000,-3681000,-3652000,-34054000,-20232000,-54286000,-1203000,-1203000,-3000,-1206000,96975000,504685000,66630000,0.11056,0.06586,0.055,0.38725,0.06282,0.91016,1.32371,5.16453,0.43307,2.79136,2.79136,50.75631,7.20812,2.54058,0.10215,0.09297,5.14644,5.6928
"18","2018_Q3",14.6901587301587,"Up",741656000,-696673000,44983000,-49221000,-18562000,-8378000,-22281000,-4238000.00000001,-9243000,-9243000,-9412000,169000,-13481000,-13481000,285999.999999999,-13195000,-13195000,-13195000,-15250000,8607000,8607000,184229000,184229000,179350000,56535000,44741000,11794000,428721000,350303000,206811000,65747000,115037000,10415000,557114000,985835000,124601000,69493000,55108000,6704000,108426000,43612000,64814000,239731000,561356000,25311000,18352000,6959000,586667000,826398000,1.66e+08,-6563000,159437000,159437000,985835000,-13195000,9262000,167000,152363000,148597000,-5617000,-5617000,-5617000,-5603000,-123325000,-16650000,-139975000,3019000,3019000,-21000,2998000,5024000,568060000,151484000,0.06065,-0.00570999999999998,-0.02056,-0.09565,-0.01547,-9.93338,1.78834,5.18323,0.57622,-0.581480000000001,-0.581480000000001,28.27914,6.07929,5.77604,-0.02026,0.20123,111.35609,-132.00873
"19","2018_Q4",12.3712698412698,"Down",618455000,-581624000,36831000,-46313000,-16923000,-8343000,-21047000,-9482000,-8657000,-8950000,-9073000,123000,-18139000,-18139000,-295000,-18434000,-18434000,-18434000,-20489000,18621000,18621000,190770000,190770000,211946000,70220000,50466000,19754000,491557000,350145000,199608000,62754000,115037000,9496000,549753000,1041310000,140741000,94431000,46310000,6914000,117698000,71712000,45986000,265353000,623522000,28067000,17678000,10389000,651589000,916942000,130006000,-5638000,124368000,124368000,1041310000,-18434000,9233000,-1181000,-3648000,-14030000,-4035000,-4035000,-4035000,-3701000,44906000,-17216000,27690000,9959000,9959000,55000,10014000,-249000,630436000,-7637000,0.05955,-0.01533,-0.03313,-0.16474,-0.01968,0.37274,1.85246,7.37281,0.60543,-0.78124,-0.78124,23.58152,4.74212,-0.2912,-0.02617,-0.00976,-2457.08835,-64.52383
"20","2019_Q1",10.6445901639344,"Down",1079874000,-983106000,96768000,-47804000,-17450000,-8232000,-22122000,48964000,-10389000,-10389000,-10562000,173000,38575000,38575000,-2048000,36527000,36527000,36527000,34472000,7530000,7530000,269908000,269908000,259568000,162326000,153438000,8888000,699332000,349846000,196062000,59987000,115037000,8694000,545908000,1245240000,263954000,197995000,65959000,7044000,252157000,90151000,162006000,523155000,553235000,31874000,17766000,14108000,585109000,1108264000,148498000,-11522000,136976000,136976000,1245240000,36527000,9128000,150000,-78128000,-32323000,-3916000,-3916000,-3916000,-3899000,42550000,51327000,25256000,-10966000,-10966000,-125000,-11091000,58092000,560279000,-21904000,0.08961,0.04534,0.03192,0.25166,0.02768,-0.635409999999999,1.33676,8.09094,0.44994,1.31441,1.31441,41.1753,5.22286,-0.83519,0.14139,-0.03004,9.51506000000018,11.28889
"21","2019_Q2",11.6084126984127,"Up",1258308000,-1159112000,99196000,-53090000,-20913000,-8388000,-23789000,46106000,-11772000,-11772000,-11959000,187000,34334000,34334000,-413000,33921000,33921000,33921000,31866000,6457000,6457000,274813000,274813000,209817000,81239000,57436000,23803000,572326000,347062000,218795000,57308000,115037000,25905000,565857000,1138183000,160213000,113865000,46348000,7214000,182510000,43944000,138566000,349937000,597744000,40092000,18764000,21328000,637836000,987773000,164992000,-14582000,150410000,150410000,1138183000,33921000,9286000,1071000,-47253000,-2975000,-2193000,-2193000,-2193000,-2171000,21270000,-17230000,4040000,-1106000,-1106000,33000,-1073000,55392000,604958000,6359000,0.07883,0.03664,0.02532,0.21186,0.028,0.19955,1.63551,6.5672,0.53151,1.21504,1.21504,47.97894,5.73509,0.24247,0.04006,0.00799,10.80483,12.98098
"22","2019_Q3",11.38875,"Down",662018000,-608660000,53358000,-47310000,-17826000,-8409000,-21075000,6048000,-9771000,-9899000,-10038000,139000,-3723000,-3723000,-1056000,-4779000,-4779000,-4779000,-6834000,6100000,6100000,160863000,160863000,126566000,91614000,66482000,25132000,385143000,344981000,215577000,54705000,115037000,24985000,560558000,945701000,110455000,64156000,46299000,7353000,71613000,45252000,26361000,189421000,588234000,44579000,18051000,26528000,632813000,822234000,143123000,-19656000,123467000,123467000,945701000,-4779000,9306000,-74000,135992000,140445000,-3231000,-3231000,-3231000,-3053000,-120504000,17230000,-137734000,-342000.000000002,-342000.000000002,-15000,-357000.000000002,15354000,595587000,149171000,0.0806,0.00914,-0.01032,-0.05535,-0.00723,-21.82777,2.03326,6.65954,0.62978,-0.26058,-0.26058,25.24257,4.70776,5.68785,0.03618,0.19534,38.3930599999998,97.46809
"23","2019_Q4",11.55421875,"Up",582590000,-534420000,48170000,-46497000,-17570000,-8466000,-20461000,1673000,-9797000,-9797000,-9918000,121000,-8124000,-8124000,-1609000,-9733000,-9733000,-9733000,-9733000,6946000,6946000,158744000,158744000,156079000,92524000,63041000,29483000,414293000,344558000,211332000,52122000,115037000,26495000,555890000,970183000,126345000,81482000,44863000,7496000,122749000,47985000,74764000,256590000,569437000,49396000,17320000,32076000,618833000,875423000,116285000,-21525000,94760000,94760000,970183000,-9733000,9363000,-455000,-5951000,-6776000,-4974000,-4974000,-4974000,-4938000,29797000,0,12566000,852000,852000,-6000,846000,11036000,576933000,1720000,0.08268,0.00287,-0.01671,-0.10271,-0.01003,-0.17672,1.61461,9.23832,0.59466,-0.37112,-0.37112,22.214,3.61317,0.06558,0.0104,0.00239,51.64797,340.69755
"24","2020_Q1",10.3296774193548,"Down",999494000,-925811000,73683000,-50177000,-21826000,-8752000,-19599000,23506000,-11427000,-10921000,-11029000,108000,12079000,12079000,-232000,11847000,11847000,11847000,9794000,5386000,5386000,281527000,281527000,293224000,141576000,77871000,63705000,721713000,348039000,205791000,49764000,115037000,24183000,553830000,1275543000,190963000,147577000,43386000,13858000,516991000,74154000,442837000,721812000,374600000,85349000,16202000,69147000,459949000,1181761000,113470000,-19688000,93782000,93782000,1275543000,11847000,9650000,254000,-217810000,-196059000,-3894000,-3894000,-3894000,-3724000,213379000,-6542327.32213835,198196000,-1587000,-1587000,27000,-1560000,33156000,388458000,-188316000,0.07372,0.02352,0.0098,0.10443,0.00768,-19.22769,0.99986,12.60115,0.30454,0.37344,0.37344,38.11044,3.57588,-7.18044,0.04401,-0.33178,11.55363,16.29678
"25","2020_Q2",10.5319047619048,"Up",959879000,-850020000,109859000,-49443000,-20033000,-8598000,-20812000,60416000,-11111000,-11111000,-11286000,175000,49305000,49305000,-2571000,46734000,46734000,46734000,44662000,9555000,9555000,181232000,181232000,109926000,366171000,334654000,31517000,666884000,344715000,228052000,47491000,115037000,21211000,572767000,1239651000,137903000,76876000,61027000,14028000,531321000,243367000,287954000,683252000,3.52e+08,86214000,15656000,70558000,438214000,1121466000,146039000,-27854000,118185000,118185000,1239651000,46734000,9495000,47000,144825000,201101000,-3001000,-3012000,-3012000,-3001000,-178326000,-297000,-193807000,4293000,4293000,-124000,4169000,69911000,366028000,214306000,0.11445,0.06294,0.04653,0.3779,0.03603,4.7984,0.97604,9.48907,0.29527,1.70295,1.70295,36.59993,4.50636,8.17143,0.10491,0.37569,5.09895,5.90031
"26","2020_Q3",12.1753125,"Up",358214000,-325232000,32982000,-45911000,-18923000,-8517000,-18471000,-12929000,-10651000,-10715000,-10788000,73000,-23580000,-23580000,-1542000,-25122000,-25122000,-25122000,-27194000,3748000,3748000,107158000,107158000,196439000,250130000,191330000,58800000,557475000,340961000,214987000,45296000,115037000,24254000,555948000,1113423000,78588000,38771000,39817000,14286000,464660000,172233000,292427000,557534000,3.92e+08,87041000,15538000,71503000,479041000,1036575000,104396000,-27548000,76848000,76848000,1113423000,-25122000,10545000,1421000,-10664000.0000001,-23820000,-2144000,-2374000,-2374000,-2144000,43904000,-5669000,20861999.9999999,-5102000,-5102000,-705000,-5807000,-2384000,406286000,-13649999.9999999,0.09207,-0.03609,-0.07592,-0.35387,-0.02442,0.501950000000003,0.99989,13.48864,0.3649,-1.0369,-1.0369,13.6586,2.93019,-0.52047,-0.01722,-0.0239400000000001,-168.84983,-31.1345
"27","2020_Q4",13.7584375,"Up",390458000,-324682000,65776000,-45020000,-18046000,-8470000,-18504000,20756000,-9518000,-9518000,-9552000,34000,11238000,11238000,-1567000,9671000,9671000,9671000,7597000,11367000,11367000,112708000,112708000,224813000,175114000,160352000,14762000,524002000,337948000,203906000,43121000,115037000,22574000,541854000,1065856000,106756000,60580000,46176000,14613000,401339000,120288000,281051000,522708000,385200000,87900000,15465000,72435000,473100000,995808000,97316000,-27268000,70048000,70048000,1065856000,9671000,9554000,437000,27001000,46663000,-2223000,-2403000,-2403000,-2223000,-19706000,-477000,-37557000,6883000,6883000,736000,7619000,30310000,399813000,56655000,0.16846,0.05316,0.01946,0.10845,0.00713,7.45755,1.00248,14.21608,0.37511,0.28967,0.28967,14.88806,2.67091,2.16024,0.04477,0.10158,12.81577,18.71488
