"","YQ","p","d","revenue","sales_services_revenue","other_revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","selling_marketing","general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_revenue_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",2.48774193548387,"Up",867361000,795911000,71450000,-172371000,694990000,-463241000,-241330000,-60676000,-180654000,-13506000,-66571000,231749000,-70244000,-70356000,112000,161505000,54400000,20113000,74513000,74513000,74513000,74513000,556270000,556270000,102963000,102963000,35823000,1167672000,158668000,95994000,1862728000,1601363000,5690951000,2532455000,1815673000,97827000,7292314000,9155042000,578942000,514479000,64463000,279893000,1439803000,1426815000,12988000,2298638000,2430427000,269802000,158223000,111579000,2700229000,4998867000,10623771000,-6467635000,33000,4156175000,4156175000,9155042000,74513000,66571000,49869000,28856000,219809000,-24602000,-2.3283064365387e-10,-24602000,-476442000,50579000,-81404000,-507267000,-312060000,-312060000,-312060000,298320000,2710320000,282461000,0.80127,0.26719,0.08591,0.0179300000000001,0.00813999999999998,3.79076,0.81036,1.20276,0.29605,0.01828,0.01133,0.21274,1.0194,0.06928,0.0104399999999999,0.03958,7.2206,9.29475
"12","2013_Q1",2.82716666666667,"Up",892415000,819178000,73237000,-187239000,705176000,-492080000,-267250000,-72448000,-194802000,-16375000,-66814000,213096000,-41225000,-41636000,411000,171871000,171871000,-15625999.9999995,156245000,156245000,156245000,156245000,520945000,520945000,106142000,106142000,25337000,1175758000,134194000,117592000,1828182000,1571922000,5654739000,2519610000,1815365000,100508000,7226661000,9054843000,621606000,587652000,33954000,212088000,1480894000,1474138000,6756000,2314588000,2430986000,269704000,159501000,110203000,2700690000,5015278000,10350829000,-6311390000,120000,4039565000,4039565000,9054843000,156245000,66814000,-24329999.9999995,94504000,293233000,-23747000,-26000,-23773000,-11842000,34119000,-1.49011611938477e-08,-304785000,-35325000.0000001,-35325000.0000001,-35325000.0000001,279910000,2643074000,366293000,0.79019,0.23879,0.17508,0.03868,0.01726,2.34435,0.78985,1.24154,0.2919,0.0299,0.01984,0.17076,0.77294,0.07009,0.06952,0.05269,7.58147,9.95856
"13","2013_Q2",2.9665625,"Up",897398000,821709000,75689000,-181726000,715672000,-468741000,-238350000,-65899000,-172451000,-14842000,-67018000,246931000,-44289000,-44536000,247000,202642000,202642000,-79040000,123602000,123602000,123602000,123602000,206727000,206727000,107875000,107875000,20095000,1264556000,183308000,111017000,1599253000,1542970000,5500974000,2507019000,1815365000,89150000,7043944000,8643197000,581534000,516526000,65008000,144344000,1529255000,1516608000,12647000,2255133000,2384343000,266340000,162461000,103879000,2650683000,4905816000,9953144000,-6187788000,-52000,3737381000,3737381000,8643197000,123602000,67018000,52301000,-74006000,168915000,-26434000,685448.8984935,-26434000,-1933000,-454766000,0,-456699000,-314218000,-314218000,-314218000,313949000,2528687000,292549000,0.7975,0.27516,0.13773,0.03307,0.0143,2.36686,0.70916,1.31263,0.29256,0.01975,0.01871,0.14336,0.59704,0.04673,0.01892,0.04478,7.39598,9.40327
"14","2013_Q3",3.35984375,"Up",940110000,854918000,85192000,-175606000,764504000,-496767000,-258441000,-68057000,-190384000,-15052000,-67415000,267737000,-49179000,-49434000,255000,218558000,202181000,-76659000,125522000,125522000,125522000,125522000,651769000,651769000,101203000,101203000,16688000,1174303000,159585000,120415000,1943963000,1523615000,5483608000,2494474000,1815365000,83788000,7007223000,8951186000,588781000,550959000,37822000,75727000,1547768000,1539841000,7927000,2212276000,3245904000,254160000,152914000,101246000,3500064000,5712340000,9336446000,-6062266000,-161000,3238846000,3238846000,8951186000,125522000,67415000,57048000,23121000,273106000,-36546000,2.3283064365387e-10,-36546000,855393000,-632192000,-14719000,208482000,445042000,445042000,445042000,335152000,3321631000,398386000,0.81321,0.28479,0.13352,0.03876,0.01402,3.17383,0.87872,1.7637,0.37108,0.01975,0.01947,0.14793,0.50963,0.06269,0.01842,0.05846,7.96612,9.97196
"15","2013_Q4",3.3715625,"Up",961509000,873960000,87549000,-173837000,787672000,-503143000,-268976000,-75638000,-193338000,-13007000,-58533000,284529000,-52506000,-52913000,407000,232023000,124052000,-61158000,62894000,62894000,62894000,62894000,716784000,716784000,102778000,102778000,14242000,1117461000,138319000,91960000,1951265000,1542887000,5412160000,2482367000,1815365000,77720000,6955047000,8906312000,582091000,528173000,53918000,542779000,1528634000,1522513000,6121000,2653504000,3172320000,245820000,145656000,100164000,3418140000,6071644000,8834212000,-5999372000,-172000,2834668000,2834668000,8906312000,62894000,58533000,135170000,45639000,302236000,-55255000,-1719000,-56974000,442940000,-493583000,-129604000,-180247000,65015000,65015000,65015000,343062000,3715099000,394604000,0.8192,0.29592,0.06541,0.02219,0.00706,6.27411,0.73535,2.14192,0.41713,0.01017,0.01,0.15551,0.45847,0.06382,0.00926,0.05807,8.73986,10.53782
"16","2014_Q1",3.19,"Down",1000078000,903934000,96144000,-185679000,814399000,-569043000,-283002000,-81430000,-201572000,-15068000,-60348000,245356000,-50517000,-57788000,7271000,194839000,108217000,-43020000,65197000,65197000,65197000,65197000,134805000,134805000,192912000,192912000,13863000,1077433000,130690000,9145000,1419013000,1594574000,5831193000,2700062000,2204553000,58521000,7425767000,8844780000,620418000,578333000,42085000,511555000,1606931000,1586611000,20320000,2738904000,3093821000,266313000,149026000,117287000,3360134000,6099038000,8680225000,-5934175000,-308000,2745742000,2745742000,8844780000,65197000,60348000,161398000,71632000,358575000,-55382000,4.65661287307739e-10,-580734000,-122497000,-159851000,-77472000,-359820000,-581979000,-581979000,-581979000,305704000,3605376000,364974000,0.81434,0.24534,0.06519,0.02374,0.00737,5.59802,0.5181,2.22127,0.40763,0.01067,0.01052,0.16361,0.44919,0.05971,0.00985,0.05515,11.35272,14.14504
"17","2014_Q2",2.93460317460317,"Down",997711000,897628000,100083000,-195123000,802588000,-555181000,-275592000,-76327000,-199265000,-15911000,-68267000,247407000,-49648000,-49743000,95000,197759000,170736000,-76748000,93988000,93988000,93988000,93988000,121171000,121171000,103872000,103872000,18987000,1133755000,142740000,94629000,1377785000,1571460000,5784930000,2685978000,2203409000,60880000,7356390000,8734175000,616132000,558756000,57376000,512158000,1671204000,1623668000,47536000,2799494000,2943202000,266066000,146830000,119236000,3209268000,6008762000,8613403000,-5840187000,-190000,2725413000,2725413000,8734175000,93988000,68267000,133950000,-44815000,251390000,-28601000,0,-27457000,-152528000,-80810000,-4229000,-237567000,-13634000,-13634000,-13634000,315674000,3455360000,319006000,0.80443,0.24797,0.0942,0.03449,0.01076,3.39411,0.49216,2.20472,0.39561,0.01542,0.01522,0.1637,0.44717,0.05234,0.01458,0.04948,10.56213,13.47653
"18","2014_Q3",3.1534375,"Up",1035345000,931274000,104071000,-192963000,842382000,-557803000,-274748000,-77759000,-196989000,-15630000,-67204000,284579000,-70334000,-68587000,-1747000,214245000,206783000,-86822000,119961000,119961000,119961000,119961000,169980000,169980000,109117000,109117000,21555000,1069466000,124758000,98096000,1370118000,1549881000,5704535000,2672118000,2203409000,27929000,7254416000,8624534000,615619000,560591000,55028000,512150000,1640862000,1635901000,4961000,2768631000,4115429000,254585000,144717000,109868000,4370014000,7138645000,7227084000,-5720226000,-230000,1485889000,1485889000,8624534000,119961000,67204000,130903000,22614000,340682000,-29816000,24178000,-5638000,1167943000,-1451094000,-3084000,-286235000,48808999.9999999,48808999.9999999,48808999.9999999,351783000,4627579000,431403000,0.81362,0.27486,0.11587,0.08073,0.01391,3.59619,0.49487,4.80429,0.53656,0.02045,0.01932,0.17653,0.25335,0.07356,0.01884,0.06774,12.67145,15.66384
"19","2014_Q4",3.106875,"Down",1057087000,950943000,106144000,-199213000,857874000,-563847000,-278854000,-83906000,-194948000,-16136000,-64550000,294027000,-68813000,-78699000,9886000,225214000,225214000,-89044000,136170000,136170000,136170000,136170000,103585000,103585000,102646000,102646000,24350000,1028871000,136575000,108153000,1259452000,1522635000,5667270000,2658476000,2205107000,28540000,7189905000,8449357000,628396000,552412000,75984000,511764000,1615656000,1612388000,3268000,2755816000,4259646000,260480000,148474000,112006000,4520126000,7275942000,6773324000,-5584056000,-288000,1173415000,1173415000,8449357000,136170000,64550000,126800000,-31424000,296096000,-28827000,0,-28827000,142018000,-458214000,-17468000,-333664000,-66395000,-66395000,-66395000,358577000,4771410000,387370000,0.81155,0.27815,0.12882,0.11605,0.01612,2.84475,0.45702,6.20066,0.56471,0.0242,0.02279,0.18789,0.20857,0.06885,0.02194,0.06243,13.01764,15.8755
"20","2015_Q1",3.3872131147541,"Up",1090952000,980100000,110852000,-211009000,879943000,-586286000,-294688000,-98488000,-196200000,-15107000,-66402000,293657000,-65604000,-71981000,6377000,228053000,228053000,-84931000,143122000,143122000,143122000,143122000,147724000,147724000,220579000,220579000,19397000,1162046000,119099000,4344000,1549746000,1510112000,5309207000,2645046000,2205107000,21318000,6819319000,8369065000,668195000,587755000,80440000,8876000,1636721000,1632381000,4340000,2313792000,4487419000,258017000,151901000,106116000,4745436000,7059228000,6777207000,-5440934000,-402000,1309837000,1309837000,8369065000,143122000,66402000,119420000,36132000,365076000,-34402000,-3.72529029846191e-09,-34402000,232352000,-506350000,-12537000,-286535000,44139000,44139000,44139000,360059000,4496295000,446720000,0.80658,0.26917,0.13119,0.10927,0.0171,3.12125,0.66979,5.38939,0.53725,0.0257,0.02812,0.19587,0.23516,0.0802,0.0236,0.07367,12.07738,14.80833
"21","2015_Q2",3.49888888888889,"Up",1080990000,963184000,117806000,-193392000,887598000,-573792000,-280827000,-78744000,-202083000,-14960000,-65027000,313806000,-69185000,-69908000,723000,244621000,244621000,-138929000,105692000,105692000,105692000,105692000,482043000,482043000,219421000,219421000,22937000,1079343000,138202000,3374000.00000001,1803744000,1477657000,5268608000,2631823000,2205107000,29399000,6746265000,8550009000,616613000,548863000,67750000,8104000.00000006,1673344000,1668484000,4860000,2298061000,5101886000,261884000,156102000,105782000,5363770000,7661831000,6248680000,-5335242000,-402000,888178000,888178000,8550009000,105692000,65027000,170696000,-31386000,310029000,-29831000,-3966000,-33797000,606014000,-535216000,-12711000,58087000,334319000,334319000,334319000,378833000,5109990000,456545000,0.8211,0.2903,0.09777,0.119,0.01236,4.31958,0.7849,8.62646,0.59766,0.01897,0.01874,0.19405,0.15944,0.08195,0.01688,0.07293,12.21632,14.7478
"22","2015_Q3",3.45875,"Down",1123210000,998179000,125031000,-193946000,929264000,-709835000,-295134000,-86493000,-208641000,-16088000,-67096000,219429000,-71159000,-75380000,4221000,148270000,148270000,-45421000,102849000,102849000,102849000,102849000,294053000,294053000,240325000,240325000,24599000,1071389000,163916000,4097000,1630366000,1463827000,5313878000,2618802000,2205107000,94745000,6777705000,8408071000,884283000,787040000,97243000,8074000,1698919000,1694232000,4687000,2591276000,5108336000,261195000,156229000,104966000,5369531000,7960807000,5715863000,-5232393000,-411000,447264000,447264000,8408071000,102849000,67096000,76666000,155701000,402312000,-31398000,9.31322574615479e-10,-31398000,-7217000,-548978000,-2709000,-558904000,-187990000,-187990000,-187990000,286525000,5116410000,456249000,0.82733,0.19536,0.09157,0.22995,0.01223,4.43611,0.62917,17.7989,0.60851,0.01889,0.01867,0.20634,0.08216,0.08381,0.01766,0.07833,16.83049,21.97684
"23","2015_Q4",3.64796875,"Up",1169712000,1033477000,136235000,-202188000,967524000,-615940000,-290784000,-90541000,-200243000,-16132000,-70404000,351584000,-72491000,-76624000,4133000,279093000,279093000,-112543000,166550000,166550000,166550000,166550000,152545000,152545000,237200000,237200000,26743000,999634000,189857000,8725000,1416122000,1440368000,5284391000,2605978000,2205107000,83497000,6724759000,8140881000,701756000,606393000,95363000,5646000,1714448000,1711435000,3013000,2421850000,5400321000,257798000,154473000,103325000,5658119000,8079969000,5152361000,-5065843000,-502000,60912000,60912000,8140881000,166550000,70404000,148116000,-196457000,188613000,-29714000,0,-29714000,287070000,-563275000,-24202000,-300407000,-141508000,-141508000,-141508000,421988000,5405967000,308360000,0.82715,0.30057,0.14239,2.73427,0.02046,1.85146,0.58473,132.64987,0.66405,0.03144,0.03115,0.22079,0.0115,0.05821,0.02909,0.05387,12.44922,14.94215
"24","2016_Q1",3.37196721311475,"Down",1196146000,1063168000,132978000,-218806000,977340000,-683471000,-344844000,-98411000,-246433000,-17223000,-69687000,293869000,-73889000,-77191000,3302000,219980000,219980000,-85347000,134633000,134633000,134633000,134633000,111838000,111838000,234782000,234782000,22295000,192974000,187033000,5941000,561889000,1415401000,6069372000,2593346000,2205107000,155188000,7484773000,8046662000,716968000,625313000,91655000,4764000,1774755000,1771915000,2840000,2496487000,5443614000,273052000,157609000,108762000,5716666000,8213153000,4788948000,-4931210000,-502000,-166491000,-166491000,8046662000,134633000,69687000,127442000,11335000.0000001,343097000,-43949000,0,-43949000,45587000.0000001,-370525000,-14917000,-339855000,-40707000,-40707000,-40707000,363556000,5448378000,416289000,0.81707,0.24568,0.11256,-0.80865,0.01673,3.09203,0.22507,-49.33091,0.6771,0.02594,0.02566,0.23044,-0.03207,0.0802,0.02424,0.07494,14.67873,18.15959
"25","2016_Q2",3.54625,"Up",1201010000,1068344000,132666000,-215284000,985726000,-637492000,-298680000,-88726000,-209954000,-19441000,-67627000,348234000,-67552000,-78400000,10848000,280682000,280682000,-108242000,172440000,172440000,172440000,172440000,101952000,101952000,228170000,228170000,21755000,210276000,204849000,5427000,562153000,1400755000,5965334000,2580906000,2205107000,166672000,7366089000,7928242000,696626000,606744000,89882000,5501000,1802331000,1799491000,2840000,2504458000,5709319000,278409000,160506000,111395000,5987728000,8492186000,4213737000,-4759871000,-53000.0000000001,-563944000,-563944000,7928242000,172440000,67627000,137200000,-15081000,362186000,-30171000,-3798000,-33969000,257701000,-594450000,-1354000,-338103000,-9886000,-9886000,-9886000,415861000,5714820000,478851000,0.82075,0.28995,0.14358,-0.30578,0.02175,2.77691,0.22446,-15.05856,0.72082,0.03404,0.03374,0.2371,-0.11133,0.09454,0.03176,0.0882,13.49698,16.11809
"26","2016_Q3",3.76796875,"Up",1235566000,1094663000,140903000,-221932000,1013634000,-651478000,-301492000,-91358000,-210134000,-18893000,-66708000,362156000,-80881000,-83396000,2515000,281275000,281275000,-106310000,174965000,174965000,174965000,174965000,476453000,476453000,225380000,225380000,26276000,205268000,200356000,4912000,933377000,1373874000,5832594000,2568648000,2205107000,148329000,7206468000,8139845000,714951000,617848000,97103000,5611000,1818266000,1815426000,2840000,2538828000,6096808000,279328000,163386000,109261000,6376136000,8914964000,3831263000,-4586856000,-68000,-775119000,-775119000,8139845000,174965000,66708000,153010000,37419000,432102000,-37001000,-154999.999999999,-37156000,384762000,-401182000,-4025000,-20445000,374501000,374501000,374501000,428864000,6102419000,535592000,0.82038,0.29311,0.14161,-0.22573,0.02149,3.06114,0.36764,-11.50141,0.7497,0.03543,0.03508,0.25017,-0.15694,0.10845,0.03121,0.09553,13.1183,15.53465
