"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_repurchase_of_equity","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"30","2017_Q3",31.0598412698413,"Up",5.13e+08,-2.71e+08,2.42e+08,-2.43e+08,-1.65e+08,-7.8e+07,-1e+06,-2e+06,-3e+06,-2999999.99999999,-1e+06,-4e+06,-4e+06,-4e+06,-4e+06,1.085e+09,1.085e+09,3.56e+08,3.56e+08,4.2e+07,6.5e+07,6.5e+07,1.548e+09,1.43e+08,6.47e+08,4.01e+08,5.1e+07,2.4e+07,7.9e+08,2.338e+09,2.26e+08,9.7e+07,1.29e+08,5.21e+08,4.31e+08,9e+07,7.92e+08,5.08e+08,1.66e+08,1.07e+08,3.5e+07,6.74e+08,1.466e+09,1.267e+09,-3.18e+08,-7.7e+07,8.72e+08,8.72e+08,2.338e+09,-4e+06,3.4e+07,7e+06,1.9e+07,-1.2e+07,2.4e+07,8.6e+07,-2e+06,-6e+07,6.1e+07,-1.4e+07,-1.4e+07,-2e+06,-3.4e+07,-6999999.99999999,-7e+06,-7e+06,-1.08e+08,-1.08e+08,5e+06,-1.1e+08,-82999999.9999999,-82999999.9999999,4e+06,-7.9e+07,3.3e+07,5.53e+08,4.4e+07,0.47173,-0.00195000000000001,-0.0078,-0.00458999999999999,-0.00171,-11,1.95455,1.68119,0.23653,-0.03127,-0.03127,4.01095,6.81783,0.34402,-0.00251,0.02766,-16.12121,532
"31","2017_Q4",35.7474603174603,"Up",5.26e+08,-2.76e+08,2.5e+08,-2.41e+08,-1.61e+08,-8e+07,9e+06,-3e+06,6e+06,6e+06,7e+06,1.3e+07,1.3e+07,1.3e+07,1.3e+07,1.025e+09,1.025e+09,3.66e+08,3.66e+08,4.5e+07,7.2e+07,7.2e+07,1.508e+09,1.59e+08,6.4e+08,3.98e+08,5.3e+07,3e+07,7.99e+08,2.307e+09,2.45e+08,1.06e+08,1.39e+08,4.58e+08,3.64e+08,9.4e+07,9.36e+08,4.93e+08,1.59e+08,1.07e+08,2.3e+07,6.52e+08,1.588e+09,1.293e+09,-5.05e+08,-6.9e+07,7.19e+08,7.19e+08,2.307e+09,1.3e+07,3.3e+07,1.4e+07,1.6e+07,-2e+06,-6.8e+07,-1e+07,-3e+06,-5.5e+07,-8e+06,-2.9e+07,-2.9e+07,-3e+06,-3.2e+07,1.72e+08,-8e+06,-8e+06,-2e+08,-2e+08,8e+06,-2e+07,-6e+07,-6e+07,0,-6e+07,4.2e+07,7.26e+08,-6.2e+07,0.47529,0.01711,0.02471,0.01808,0.00564,-4.76923,1.61111,2.20862,0.31469,0.10509,0.10334,4.25222,5.81245,-0.50121,0.0081,-0.03865,-7.11905,-33.22222
"32","2018_Q1",39.3854098360656,"Up",6.26e+08,-3.19e+08,3.07e+08,-2.47e+08,-1.7e+08,-7.7e+07,6e+07,-3e+06,5.7e+07,5.7e+07,-1.31e+08,-7.4e+07,-7.4e+07,-7.4e+07,-7.4e+07,1.089e+09,1.089e+09,5.54e+08,5.54e+08,3e+07,7.7e+07,7.7e+07,1.75e+09,1.62e+08,6.44e+08,3.99e+08,5.7e+07,4.4e+07,8.06e+08,2.556e+09,2.47e+08,7.4e+07,1.73e+08,5.16e+08,4.14e+08,1.02e+08,1.063e+09,4.78e+08,3.47e+08,1.09e+08,1.49e+08,8.25e+08,1.888e+09,1.321e+09,-5.79e+08,-7.4e+07,6.68e+08,6.68e+08,2.556e+09,-7.4e+07,3.5e+07,5e+06,1.7e+07,-1.2e+07,5.7e+07,-1.88e+08,1.4e+07,2.31e+08,2.3e+07,-1.9e+07,-1.9e+07,-2e+06,-2.4e+07,5.3e+07,-7e+06,-7e+06,0,0,1.2e+07,6.5e+07,6.4e+07,6.4e+07,0,6.4e+07,9.5e+07,7.78e+08,2.64e+08,0.49042,0.09585,-0.11821,-0.11078,-0.02895,-3.56757,1.64628,2.82635,0.30438,-0.61056,-0.62133,5.16502,5.51155,2.17822,-0.04127,0.14724,-3.27368,-5.18332999999996
"33","2018_Q2",40.25734375,"Up",5.06e+08,-2.83e+08,2.23e+08,-2.27e+08,-1.52e+08,-7.5e+07,-4e+06,-4e+06,-8e+06,-8e+06,1e+06,-7e+06,-7e+06,-7e+06,-7e+06,9.39e+08,9.39e+08,4.51e+08,4.51e+08,4.3e+07,9.7e+07,9.7e+07,1.53e+09,1.72e+08,6.53e+08,4.01e+08,5.8e+07,6.6e+07,8.25e+08,2.355e+09,2.2e+08,1.1e+08,1.1e+08,6.25e+08,5.32e+08,9.3e+07,9.13e+08,4.56e+08,3.42e+08,1.11e+08,1.5e+08,7.98e+08,1.711e+09,1.351e+09,-6.37e+08,-7e+07,6.44e+08,6.44e+08,2.355e+09,-7e+06,3.4e+07,1.4e+07,1.9e+07,-5e+06,1.43e+08,8.3e+07,-1.3e+07,7.3e+07,1.84e+08,-2.6e+07,-2.6e+07,-2e+06,-2.8e+07,-2.55e+08,-1.5e+07,-1.5e+07,-6e+07,-6e+07,1e+07,-3.05e+08,-1.49e+08,-1.49e+08,0,-1.49e+08,3e+07,5.24e+08,1.46e+08,0.44071,-0.00791,-0.01383,-0.01087,-0.00297,-20.85714,1.67579,2.65683,0.22251,-0.05766,-0.05766,4.16804,5.30478,1.20264,-0.00464,0.09669,-13.83333,103.75
"34","2018_Q3",40.337619047619,"Up",5.44e+08,-2.94e+08,2.5e+08,-2.4e+08,-1.63e+08,-7.7e+07,9999999.99999999,-4e+06,6e+06,6e+06,-2000000.00000001,4e+06,4e+06,4e+06,4e+06,8.82e+08,8.82e+08,3.69e+08,3.69e+08,2.8e+07,1.04e+08,1.04e+08,1.383e+09,1.87e+08,6.33e+08,3.97e+08,5.4e+07,6.8e+07,8.2e+08,2.203e+09,2.19e+08,8.3e+07,1.36e+08,5.49e+08,4.61e+08,8.8e+07,7.74e+08,4.91e+08,3.66e+08,1.09e+08,1.4e+08,8.57e+08,1.631e+09,1.377e+09,-7.14e+08,-9.1e+07,5.72e+08,5.72e+08,2.203e+09,4e+06,3e+07,1.5e+07,1.6e+07,-1e+06,5.7e+07,1.02e+08,1.5e+07,-6e+07,1.06e+08,-3.2e+07,-3.2e+07,-2e+06,-3.4e+07,-2.5e+07,-2.5e+07,-2.5e+07,-9.7e+07,-9.7e+07,8e+06,-1.14e+08,-4.2e+07,-4.2e+07,-1.5e+07,-5.7e+07,4e+07,4.97e+08,6.7e+07,0.45956,0.01838,0.00735000000000002,0.00699,0.00182,16.75,1.78682,2.8514,0.2256,0.0334699999999999,0.0329200000000001,4.5523,4.78661,0.56067,0.00279,0.04669,-9.625,-38.5
"35","2018_Q4",36.5842857142857,"Down",5.26e+08,-2.62e+08,2.64e+08,-2.5e+08,-1.66e+08,-8.4e+07,1.4e+07,-4e+06,1e+07,1e+07,8e+06,1.8e+07,1.8e+07,1.8e+07,1.8e+07,7.68e+08,7.68e+08,3.72e+08,3.72e+08,4.5e+07,9.9e+07,9.9e+07,1.284e+09,2.26e+08,6.26e+08,3.96e+08,5.4e+07,7.5e+07,8.52e+08,2.136e+09,2.42e+08,9.5e+07,1.47e+08,4.7e+08,3.84e+08,8.6e+07,7.25e+08,4.84e+08,3.67e+08,1.09e+08,1.52e+08,8.51e+08,1.576e+09,1.398e+09,-7.45e+08,-9.3e+07,5.6e+08,5.6e+08,2.136e+09,1.8e+07,3.1e+07,1e+07,1.5e+07,-5e+06,-9.2e+07,-3e+06,-1.7e+07,-7.2e+07,-3.3e+07,-3.4e+07,-3.4e+07,-1e+06,-3.5e+07,-1e+06,-999999.999999996,-1e+06,-4.9e+07,-4.9e+07,5e+06,-4.5e+07,-1.13e+08,-1.13e+08,-2e+06,-1.15e+08,4.5e+07,4.97e+08,-8.9e+07,0.5019,0.02662,0.03422,0.03214,0.00843,-4.94444,1.77103,2.81429,0.23268,0.15164,0.14913,4.43134,4.71778,-0.74979,0.01264,-0.0625,-6.02222,-19.35714
"36","2019_Q1",44.9104918032787,"Up",5.88e+08,-2.99e+08,2.89e+08,-2.66e+08,-1.85e+08,-8.1e+07,2.3e+07,-4e+06,1.9e+07,1.9e+07,-4e+06,1.5e+07,1.5e+07,1.5e+07,1.5e+07,7.15e+08,7.15e+08,5.88e+08,5.88e+08,2.8e+07,9.7e+07,9.7e+07,1.428e+09,2.95e+08,6.37e+08,3.95e+08,6.7e+07,8.7e+07,9.32e+08,2.36e+09,3.65e+08,1.41e+08,2.24e+08,6.25e+08,4.9e+08,1.35e+08,1.009e+09,4.78e+08,3.78e+08,1.13e+08,1.57e+08,8.56e+08,1.865e+09,1.419e+09,-8.23e+08,-1.01e+08,4.95e+08,4.95e+08,2.36e+09,1.5e+07,3.5e+07,8e+06,1.5e+07,-7e+06,4.9e+07,-2.16e+08,1.7e+07,2.48e+08,1.07e+08,-6.1e+07,-6.1e+07,-5e+06,-6.6e+07,1e+06,1e+06,999999.999999998,-9.4e+07,-9.4e+07,3e+06,-9e+07,-4.9e+07,-4.9e+07,-3e+06,-5.2e+07,5.8e+07,4.97e+08,5e+07,0.4915,0.03912,0.02551,0.0303,0.00636,3.33333,1.41526,3.76768,0.21059,0.12799,0.12376,5.01706,4.22355,0.42662,0.01095,0.0365,-3.75862,-9.47826
"37","2019_Q2",38.9822222222222,"Down",4.68e+08,-2.44e+08,2.24e+08,-2.29e+08,-1.51e+08,-7.8e+07,-5e+06,-5e+06,-1e+07,-1e+07,0,-1e+07,-1e+07,-1e+07,-1e+07,7.23e+08,7.23e+08,4.45e+08,4.45e+08,5.2e+07,8.2e+07,8.2e+07,1.302e+09,3.03e+08,6.81e+08,3.96e+08,6.6e+07,1.45e+08,9.84e+08,2.286e+09,2.02e+08,9.9e+07,1.03e+08,6.87e+08,5.69e+08,1.18e+08,9.14e+08,4.72e+08,4.33e+08,1.04e+08,2.25e+08,9.05e+08,1.819e+09,1.467e+09,-8.91e+08,-1.09e+08,4.67e+08,4.67e+08,2.286e+09,-1e+07,3.7e+07,1.7e+07,1.5e+07,2e+06,5e+06,1.43e+08,-2.4e+07,-1.14e+08,4.9e+07,-1.5e+07,-1.5e+07,-1e+06,-1.6e+07,0,-4.65661287307739e-10,0,-5.6e+07,-5.6e+07,3e+07,-2.6e+07,7e+06,7e+06,1e+06,8e+06,3.2e+07,4.97e+08,2.2e+07,0.47863,-0.01068,-0.02137,-0.02141,-0.00437,-2.2,1.42451,3.89507,0.21741,-0.0854,-0.0854,3.99658,3.98804,0.18787,-0.00716,0.01575,-7.0625,45.2
"38","2019_Q3",33.73875,"Down",4.78e+08,-2.42e+08,2.36e+08,-2.26e+08,-1.45e+08,-8.1e+07,1e+07,-5e+06,5e+06,5e+06,-6e+06,-1e+06,-1e+06,-1e+06,-1e+06,6.35e+08,6.35e+08,3.77e+08,3.77e+08,3.5e+07,8.2e+07,8.2e+07,1.129e+09,3.17e+08,6.77e+08,3.96e+08,7e+07,1.5e+08,9.94e+08,2.123e+09,2.16e+08,1.02e+08,1.14e+08,6.24e+08,4.98e+08,1.26e+08,8.65e+08,4.66e+08,4.25e+08,1.02e+08,2.37e+08,8.91e+08,1.756e+09,1.492e+09,-1.009e+09,-1.16e+08,3.67e+08,3.67e+08,2.123e+09,-1e+06,4e+07,2e+07,2.2e+07,-2e+06,-4e+06,6.8e+07,1.7e+07,-8.9e+07,5.5e+07,-1.2e+07,-1.2e+07,-1e+06,-1.3e+07,-6e+06,-6e+06,-6e+06,-1.19e+08,-1.19e+08,-3e+06,-1.28e+08,-8.6e+07,-8.6e+07,-1e+06,-8.7e+07,5e+07,4.91e+08,4e+07,0.49372,0.02092,-0.00209,-0.00272,-0.000470000000000002,-40,1.3052,4.78474,0.23128,-0.00866,-0.00866,4.13853,3.17749,0.34632,-0.000780000000000003,0.03118,-2.88,-14.4
"39","2019_Q4",27.80578125,"Down",4.59e+08,-2.12e+08,2.47e+08,-2.37e+08,-1.51e+08,-8.6e+07,1e+07,-6e+06,4e+06,4e+06,6e+06,1e+07,1e+07,1e+07,1e+07,5.28e+08,5.28e+08,3.28e+08,3.28e+08,3.6e+07,8.6e+07,8.6e+07,9.78e+08,3.33e+08,6.68e+08,3.94e+08,6.7e+07,1.54e+08,1.001e+09,1.979e+09,2.18e+08,1.03e+08,1.15e+08,5.29e+08,4.08e+08,1.21e+08,7.72e+08,4.6e+08,4.19e+08,1.01e+08,2.46e+08,8.79e+08,1.651e+09,1.518e+09,-1.063e+09,-1.27e+08,3.28e+08,3.28e+08,1.979e+09,1e+07,3.6e+07,2.3e+07,2.2e+07,1e+06,-7.9e+07,4.9e+07,-1e+06,-1.27e+08,-1e+07,-1.6e+07,-1.6e+07,-1e+06,-1.7e+07,-6e+06,-6e+06,-6e+06,-6.4e+07,-6.4e+07,-5e+06,-7.5e+07,-1.02e+08,-1.02e+08,-6e+06,-1.08e+08,4.6e+07,4.85e+08,-5.5e+07,0.53813,0.02179,0.02179,0.03049,0.00505,-5.5,1.26684,5.03354,0.24507,0.0885,0.0885,4.06195,2.90265,-0.48673,0.00812,-0.04464,-0.93478,-4.3
"40","2020_Q1",23.0412903225806,"Down",4.94e+08,-2.46e+08,2.48e+08,-2.53e+08,-1.71e+08,-8.2e+07,-5e+06,-7e+06,-1.2e+07,-1.2e+07,-7e+06,-1.9e+07,-1.9e+07,-1.9e+07,-1.9e+07,4.94e+08,4.94e+08,3.98e+08,3.98e+08,3.1e+07,9.1e+07,9.1e+07,1.014e+09,3.5e+08,6.93e+08,3.96e+08,8.7e+07,2.1e+08,1.043e+09,2.057e+09,2.23e+08,6.6e+07,1.57e+08,6.38e+08,4.72e+08,1.66e+08,8.86e+08,4.54e+08,4.55e+08,1.37e+08,2.51e+08,9.09e+08,1.795e+09,1.546e+09,-1.143e+09,-1.41e+08,2.62e+08,2.62e+08,2.057e+09,-1.9e+07,3.7e+07,2e+07,2.4e+07,-3999999.99999999,1.6e+07,-7e+07,5e+06,8.1e+07,5.4e+07,-1.1e+07,-1.1e+07,-2e+06,-1.3e+07,-7e+06,-7e+06,-7e+06,-6.1e+07,-6.1e+07,-1.1e+07,-7.9e+07,-3.8e+07,-3.8e+07,5e+06,-3.3e+07,3.2e+07,4.79e+08,4.4e+07,0.50202,-0.01012,-0.03846,-0.07252,-0.00924,-2.31579,1.14447,6.85115,0.23286,-0.17086,-0.17086,4.44245,2.35612,0.39568,-0.01589,0.03679,-0.46875,3
"41","2020_Q2",21.7344444444444,"Down",4.34e+08,-2.09e+08,2.25e+08,-2.31e+08,-1.58e+08,-7.3e+07,-6e+06,-8e+06,-1.4e+07,-1.4e+07,1.82e+08,1.68e+08,1.68e+08,1.68e+08,1.68e+08,3.94e+08,3.94e+08,4.48e+08,4.48e+08,2.8e+07,1.04e+08,1.04e+08,9.74e+08,3.34e+08,8.43e+08,3.94e+08,2.53e+08,1.66e+08,1.177e+09,2.151e+09,1.82e+08,9.6e+07,8.6e+07,6.99e+08,5.55e+08,1.44e+08,9.06e+08,4.48e+08,4.48e+08,1.33e+08,2.65e+08,8.96e+08,1.802e+09,1.568e+09,-1.05e+09,-1.69e+08,3.49e+08,3.49e+08,2.151e+09,1.68e+08,4.2e+07,-1.28e+08,2.1e+07,-1.49e+08,-7.2e+07,-5e+07,3e+06,-2.5e+07,1e+07,-1e+07,-1e+07,-2e+06,-1.2e+07,-1.5e+07,-1.5e+07,-1.5e+07,-7.3e+07,-7.3e+07,-9384398.8056738,-8.8e+07,-9e+07,-9e+07,-1e+07,-1e+08,3.6e+07,4.73e+08,-2.28e+08,0.51843,-0.01382,0.3871,0.48138,0.0781,-1.35714,1.07506,5.16332,0.2199,1.52312,1.50943,3.93472,3.1641,-2.06709,0.13228,-0.17953,2.19444,-13.16667
"42","2020_Q3",22.21234375,"Up",4.57e+08,-2.01e+08,2.56e+08,-2.48e+08,-1.65e+08,-8.3e+07,8e+06,-1.1e+07,-3e+06,-3e+06,-4e+07,-42999999.9999999,-42999999.9999999,-42999999.9999999,-42999999.9999999,4.94e+08,4.94e+08,3.39e+08,3.39e+08,2.6e+07,8.9e+07,8.9e+07,9.48e+08,3.37e+08,8.17e+08,3.95e+08,2.36e+08,1.61e+08,1.154e+09,2.102e+09,1.81e+08,6.2e+07,1.19e+08,6.81e+08,5.18e+08,1.63e+08,8.93e+08,4.36e+08,4.27e+08,1.35e+08,2.45e+08,8.63e+08,1.756e+09,1.604e+09,-1.093e+09,-1.65e+08,3.46e+08,3.46e+08,2.102e+09,-42999999.9999999,4.3e+07,3.1e+07,3.1e+07,0,99000000.0000001,1.09e+08,2e+06,-1.2e+07,1.3e+08,-1.3e+07,-1.3e+07,-2e+06,-1.5e+07,-2.3e+07,-2.3e+07,-2.3e+07,-2e+06,-2e+06,6e+06,-1.9e+07,9.6e+07,9.6e+07,3e+06,9.9e+07,5.1e+07,4.67e+08,1.77e+08,0.56018,0.01751,-0.0940900000000002,-0.12428,-0.02046,-4.11628,1.06159,5.07514,0.22217,-0.39631,-0.39126,4.21198,3.18894,1.63134,-0.03468,0.14274,-0.52941,-3.375
"43","2020_Q4",21.45046875,"Down",4.54e+08,-2e+08,2.54e+08,-2.53e+08,-1.63e+08,-9e+07,1e+06,-1.1e+07,-1e+07,-1e+07,9e+06,-1e+06,-1e+06,-1e+06,-1e+06,5.33e+08,5.33e+08,3.21e+08,3.21e+08,1.4e+07,9.7e+07,9.7e+07,9.65e+08,3.36e+08,8.16e+08,3.97e+08,2.38e+08,1.62e+08,1.152e+09,2.117e+09,1.9e+08,5.9e+07,1.31e+08,6.67e+08,4.82e+08,1.85e+08,8.95e+08,4.23e+08,4.15e+08,1.36e+08,2.35e+08,8.38e+08,1.733e+09,1.633e+09,-1.094e+09,-1.55e+08,3.84e+08,3.84e+08,2.117e+09,-1e+06,4.1e+07,2.4e+07,2.7e+07,-3e+06,7e+06,1.8e+07,1.2e+07,-2.3e+07,7.1e+07,-1.1e+07,-1.1e+07,-2e+06,-1.3e+07,-2.4e+07,-2.4e+07,-2.4e+07,0,0,1e+06,-2.3e+07,3.5e+07,3.5e+07,4e+06,3.9e+07,4.2e+07,4.61e+08,2.9e+07,0.55947,0.0022,-0.0022,-0.0026,-0.00047,-29,1.07821,4.51302,0.21776,-0.00917,-0.00897,4.16132,3.51971,0.26581,-0.00079,0.02302,-1.71429,-72
"44","2021_Q1",36.5222950819672,"Up",4.91e+08,-2.07e+08,2.84e+08,-2.71e+08,-1.83e+08,-8.8e+07,1.3e+07,-1e+07,3e+06,3e+06,2e+06,5000000.00000001,5000000.00000001,5000000.00000001,5000000.00000001,5.29e+08,5.29e+08,3.31e+08,3.31e+08,2.9e+07,1.55e+08,1.55e+08,1.044e+09,3.39e+08,8.1e+08,4.01e+08,2.22e+08,1.87e+08,1.149e+09,2.193e+09,2.2e+08,5e+07,1.7e+08,6.88e+08,4.99e+08,1.89e+08,9.52e+08,4.11e+08,4.3e+08,1.52e+08,2.34e+08,8.41e+08,1.793e+09,1.657e+09,-1.114e+09,-1.43e+08,4e+08,4e+08,2.193e+09,5000000.00000001,4.6e+07,5.6e+07,2.2e+07,3.4e+07,-5.1e+07,-1e+07,-1.5e+07,-2.6e+07,5.6e+07,-1e+07,-1e+07,-1e+06,-1.1e+07,3.7e+07,3.7e+07,3.7e+07,-2.5e+07,-2.5e+07,-6.8e+07,-5.6e+07,-1.1e+07,-1.1e+07,1e+07,-1000000.00000001,5.9e+07,4.55e+08,-4000000.00000003,0.57841,0.02648,0.01018,0.0125,0.00228,-0.799999999999994,1.09664,4.4825,0.20748,0.0457500000000002,0.0439800000000001,4.49222,3.65965,-0.0366000000000001,0.00389,-0.00311000000000002,-1.25424,-5.69231000000002
"45","2021_Q2",45.495873015873,"Up",4.91e+08,-1.84e+08,3.07e+08,-2.26e+08,-1.49e+08,-7.7e+07,8.1e+07,-9e+06,7.2e+07,7.2e+07,-1.9e+07,5.3e+07,5.3e+07,5.3e+07,5.3e+07,5.38e+08,5.38e+08,3.67e+08,3.67e+08,1.6e+07,1.54e+08,1.54e+08,1.075e+09,3.44e+08,7.84e+08,3.99e+08,2.09e+08,1.76e+08,1.128e+09,2.203e+09,1.61e+08,5.5e+07,1.06e+08,7.44e+08,5.57e+08,1.87e+08,9.55e+08,3.99e+08,4.32e+08,1.43e+08,2.39e+08,8.31e+08,1.786e+09,1.709e+09,-1.146e+09,-1.46e+08,4.17e+08,4.17e+08,2.203e+09,5.3e+07,3.9e+07,3.1e+07,2.1e+07,1e+07,-1.3e+07,-3.6e+07,1.3e+07,1e+07,1.1e+08,-4e+06,-4e+06,-1e+06,-5e+06,-2.1e+07,-2.1e+07,-2.1e+07,-8.3e+07,-8.3e+07,1.3e+07,-9.1e+07,1.4e+07,1.4e+07,-5e+06,9e+06,1.2e+08,4.49e+08,1.22e+08,0.62525,0.16497,0.10794,0.1271,0.02406,2.30189,1.12565,4.28297,0.20381,0.48758,0.46986,4.51702,3.83625,1.12236,0.04083,0.09399,-0.74167,-1.09877
"46","2021_Q3",51.53921875,"Up",4.91e+08,-1.81e+08,3.1e+08,-2.4e+08,-1.61e+08,-7.9e+07,7e+07,-1.1e+07,5.9e+07,5.9e+07,-1.5e+07,4.4e+07,4.4e+07,4.4e+07,4.4e+07,6.84e+08,6.84e+08,2.99e+08,2.99e+08,2e+07,1.43e+08,1.43e+08,1.146e+09,3.25e+08,7.74e+08,3.99e+08,2.08e+08,1.67e+08,1.099e+09,2.245e+09,2.1e+08,9.1e+07,1.19e+08,7.26e+08,5.44e+08,1.82e+08,9.98e+08,3.74e+08,4.02e+08,1.43e+08,2.12e+08,7.76e+08,1.774e+09,1.744e+09,-1.138e+09,-1.35e+08,4.71e+08,4.71e+08,2.245e+09,4.4e+07,3.7e+07,3e+07,3.1e+07,-1e+06,1.14e+08,6.8e+07,-4e+06,5e+07,2.25e+08,-5e+06,-5e+06,-1e+06,-6e+06,-4.2e+07,-4.2e+07,-4.2e+07,-3.8e+07,-3.8e+07,5e+06,-7.5e+07,1.44e+08,1.44e+08,1e+06,1.45e+08,1.07e+08,4.36e+08,2.31e+08,0.63136,0.14257,0.08961,0.09342,0.0196,5.25,1.1483,3.76645,0.19421,0.40478,0.39007,4.51702,4.33303,2.12511,0.03361,0.17647,-2.31776,-3.54286
"47","2021_Q4",49.34890625,"Down",4.6e+08,-1.85e+08,2.75e+08,-2.45e+08,-1.66e+08,-7.9e+07,3e+07,-1.1e+07,1.9e+07,1.9e+07,-2e+06,1.7e+07,1.7e+07,1.7e+07,1.7e+07,6.13e+08,6.13e+08,2.9e+08,2.9e+08,1.7e+07,1.44e+08,1.44e+08,1.064e+09,3e+08,7.7e+08,3.97e+08,2.05e+08,1.68e+08,1.07e+09,2.134e+09,2.41e+08,1.04e+08,1.37e+08,6.39e+08,4.64e+08,1.75e+08,9.55e+08,3.49e+08,3.73e+08,1.41e+08,1.96e+08,7.22e+08,1.677e+09,1.777e+09,-1.179e+09,-1.41e+08,4.57e+08,4.57e+08,2.134e+09,1.7e+07,3.7e+07,2.8e+07,35544708.1825498,3209170.08123752,-4.9e+07,94144515.3854111,-10869833.3774053,62009014.5552097,3.3e+07,-1e+07,-4974857.5246799,0,-1e+07,-3.7e+07,-59479889.6453434,23769152.3396712,-5.5e+07,-5.5e+07,6e+06,-8.6e+07,-6.3e+07,-6.3e+07,-7e+06,-7e+07,6.7e+07,4.24e+08,1e+07,0.59783,0.06522,0.03696,0.0372,0.00797,0.58824,1.11414,3.66958,0.19869,0.15611,0.15031,4.22406,4.19651,0.09183,0.01356,0.00797,-2.8209,-6.3
"48","2022_Q1",45.8541935483871,"Down",4.75e+08,-1.81e+08,2.94e+08,-2.44e+08,-1.7e+08,-7.4e+07,5e+07,-8e+06,4.2e+07,4.2e+07,-9e+06,3.3e+07,3.3e+07,3.3e+07,3.3e+07,5.92e+08,5.92e+08,3.36e+08,3.36e+08,2.6e+07,1.52e+08,1.52e+08,1.106e+09,2.88e+08,7.75e+08,3.96e+08,2.02e+08,1.77e+08,1.063e+09,2.169e+09,2.15e+08,6.7e+07,1.48e+08,7.3e+08,5.52e+08,1.78e+08,1.033e+09,3.24e+08,3.52e+08,1.38e+08,1.8e+08,6.76e+08,1.709e+09,1.809e+09,-1.211e+09,-1.38e+08,4.6e+08,4.6e+08,2.169e+09,3.3e+07,3.6e+07,3.7e+07,33810268.8434408,8578562.77896933,-1.1e+07,44001055.2452616,501015.123469345,48433009.2624062,9.5e+07,-9e+06,-2784000.24297812,-1e+06,-1e+07,5.6e+07,-69096293.4106731,70244006.0343362,-6.8e+07,-6.8e+07,-9.2e+07,-1.04e+08,-1.9e+07,-1.9e+07,-3e+06,-21999999.9999999,8.6e+07,4.12e+08,75000000.0000001,0.61895,0.10526,0.06947,0.07174,0.01521,2.27273,1.07067,3.71522,0.18995,0.30303,0.28871,4.3618,4.22406,0.68871,0.02696,0.06127,-2.09302,-3.6
