"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","deferred_revenue_long_term","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2017_Q1",27.5987096774194,"Up",327969000,-117814000,210155000,-132660000,-61262000,-71398000,77495000,-358000,560000,77137000,77137000,-18354000,58783000,58783000,58783000,58783000,867833000,567923000,299910000,253119000,253119000,236490000,168684000,168684000,1526126000,76961000,36136000,89784000,70960000,18824000,202881000,1729007000,170408000,79457000,90951000,289145000,273350000,15795000,459553000,161634000,99585000,14498000,47551000,161634000,621187000,674190000,435105000,-1475000,1107820000,1107820000,1729007000,58783000,4942000,8823000,-6981000,65567000,-4935000,-1289000,-6224000,9299000,9299000,-665000,8634000,67977000,67977000,-331000,67646000,82437000,0,88875000,0.64078,0.23629,0.17923,0.05306,0.034,1.51192,3.32089,0.56073,0,0.20995,0.19751,1.17138,3.95673,0.31743,0.04631,0.07001,-10.52723,-11.19857
"12","2017_Q2",36.2214285714286,"Up",335475000,-121265000,214210000,-140792000,-59182000,-81610000,73418000,310000,1025000,73728000,73728000,9233000,82961000,82961000,82961000,82961000,1043242000,746567000,296675000,209062000,209062000,286786000,197735000,197735000,1736825000,76319000,36136000,90318000,70433000,19885000,202773000,1939598000,136275000,60984000,75291000,396238000,383245000,12993000,532513000,178711000,113925000,17581000,47205000,178711000,711224000,711130000,518874000,-1630000,1228374000,1228374000,1939598000,82961000,4939000,19290000,55672000,162862000,-4645000,2977000,-1668000,19481000,19481000,-963000,18518000,179712000,179712000,184000,179896000,78357000,0,120151000,0.63853,0.21885,0.24729,0.06754,0.04277,1.44828,3.26156,0.579,0,0.29165,0.26756,1.17936,4.31833,0.42239,0.05896,0.08539,-13.31396,-14.20962
"13","2017_Q3",41.8306349206349,"Up",405211000,-145434000,259777000,-143143000,-61949000,-81194000,116634000,496000,1119000,117130000,117130000,-14445000,102685000,102685000,102685000,102685000,1124839000,823475000,301364000,269624000,269624000,363803000,190923000,190923000,1949189000,75840000,36136000,101775000,81469000,20306000,213751000,2162940000,164831000,80418000,84413000,445966000,426750000,19216000,610797000,194394000,127760000,19970000,46664000,194394000,805191000,737443000,621559000,-1253000,1357749000,1357749000,2162940000,102685000,5094000,7787000,-36333000,79233000,-4889000,-5119000,-10008000,8624000,8624000,-1166000,7458000,76683000,76683000,227000,76910000,121728000,0,94951000,0.64109,0.28784,0.25341,0.07563,0.04747,0.92468,3.19122,0.59303,0,0.35658,0.32596,1.40714,4.71493,0.32973,0.06616,0.06117,-9.24059,-9.64418
"14","2017_Q4",53.5103174603175,"Up",437633000,-157016000,280617000,-139785000,-60175000,-79610000,140832000,1435000,2136000,142267000,142267000,-8545000,133722000,133722000,133722000,133722000,1343114000,854479000,488635000,212611000,212611000,333157000,186657000,186657000,2075539000,73061000,36136000,116974000,95697000,21277000,226171000,2301710000,127352000,32893000,94459000,440195000,423705000,16490000,567547000,209611000,141440000,22161000,46010000,209611000,777158000,770346000,755281000,-1075000,1524552000,1524552000,2301710000,133722000,5322000,6277000,60547000,205868000,-2625000,-187789000,-187414000,13765000,13765000,-1498000,12267000,30721000,30721000,286000,31007000,146154000,0,212621000,0.64122,0.3218,0.30556,0.08771,0.0581,1.59002,3.65703,0.50976,0,0.46055,0.42145,1.50725,5.2507,0.73229,0.07711,0.12261,-9.18972,-9.53699
"15","2018_Q1",67.4208196721311,"Up",467867000,-160702000,307165000,-167777000,-60597000,-107180000,139388000,2247000,2988000,141635000,141635000,-37802000,103833000,103833000,103833000,103833000,1535555000,859192000,676363000,247346000,247346000,306198000,177330000,177330000,2266429000,74279000,36136000,84016000,65125000,18891000,194431000,2460860000,186027000,52200000,133827000,343878000,327706000,16172000,529905000,269041000,187556000,34067000,47418000,269041000,798946000,804738000,859114000,-1938000,1661914000,1661914000,2460860000,103833000,5285000,51951000,22595000,183664000,-3120000,-189110000,-192230000,15241000,15241000,-2015000,13226000,4660000,4660000,56000,4716000,144673000,0,201950000,0.65652,0.29792,0.22193,0.06248,0.04219,1.94495,4.27705,0.48074,0,0.35395,0.32321,1.5949,5.66526,0.68842,0.05377,0.10459,-10.61397,-11.01641
"16","2018_Q2",65.33375,"Down",472489000,-169570000,302919000,-164181000,-61819000,-102362000,138738000,4156000,4843000,142894000,142894000,1643999.99999999,144538000,144538000,144538000,144538000,1738040000,886160000,851880000,207339000,207339000,268131000,165664000,165664000,2379174000,73825000,36136000,90899000,68020000,22879000,200860000,2580034000,156159000,70431000,85728000,301620000,274677000,26943000,457779000,277216000,181377000,37358000,58481000,277216000,734995000,841439000,1007226000,-3626000,1845039000,1845039000,2580034000,144538000,5697000,17280000,28026000,195541000,-6336000,-177528000,-183864000,17300000,17300000,-1992000,15308000,26985000,26985000,-14000,26971000,144435000,0,164481000,0.64111,0.29363,0.30591,0.07834,0.05602,1.13798,5.19721,0.39836,0,0.48834,0.44765,1.59638,6.23375,0.55572,0.06811,0.0775,-12.03337,-12.5275
"17","2018_Q3",68.0812698412698,"Up",519845000,-185962000,333883000,-168686000,-64608000,-104078000,165197000,-2169000,-1489000,163028000,-241972000,86703000,-155269000,-155269000,-155269000,-155269000,1860404000,711157000,1149247000,260917000,260917000,245439000,253802000,253802000,2620562000,73736000,35036000,102780000,82761000,20019000,211552000,2832114000,139875000,53182000,86693000,686888000,262345000,424543000,826763000,285378000,186299000,40369000,58710000,285378000,1112141000,872567000,851957000,-4551000,1719973000,1719973000,2832114000,-155269000,5631000,421085000,-140863000,130584000,-6735000,-296373000,-313108000,11510000,11510000,-3392000,8118000,-174406000,-174406000,-593000,-174999000,170828000,0,-63473000,0.64227,0.31778,-0.29868,-0.09027,-0.05482,0.40879,3.16967,0.6466,0,-0.52102,-0.52102,1.74438,5.77149,-0.21299,-0.07743,-0.03165,-10.89051,-11.26173
"18","2018_Q4",57.4493650793651,"Down",563309000,-201726000,361583000,-180813000,-63224000,-117589000,180770000,8619000,9292000,189389000,189389000,-20865000,168524000,168524000,168524000,168524000,1661799000,524687000,1137112000,322053000,322053000,216313000,235881000,235881000,2436046000,75397000,35036000,251759000,114282000,20199000,362192000,2798238000,188205000,85097000,103108000,351577000,318850000,32727000,539782000,312580000,211005000,42470000,59105000,312580000,852362000,929837000,1020481000,-4442000,1945876000,1945876000,2798238000,168524000,7112000,-414160000,119699000,-118825000,-100182000,13702000,-86480000,20832000,20832000,-2922000,17910000,-187395000,-187395000,-377000,-187772000,187882000,0,228264000,0.64189,0.32091,0.29917,0.08661,0.06023,1.35449,4.51302,0.43804,0,0.56166,0.52002,1.87742,6.4853,0.76077,0.07462,0.10107,-8.84491,-9.19289
"19","2019_Q1",63.4703278688525,"Up",595726000,-220734000,374992000,-181350000,-62911000,-118439000,193642000,4848000,2808000,198490000,198490000,-28168000,170322000,170322000,170322000,170322000,1956147000,649950000,1306197000,331777000,331777000,264557000,162321000,162321000,2714802000,75355000,30336000,261490000,126492000,22704000,367181000,3081983000,217011000,93757000,123254000,389493000,358586000,30907000,606504000,332090000,228641000,36167000,67282000,332090000,938594000,956580000,1190803000,-3994000,2143389000,2143389000,3081983000,170322000,9231000,19541000,96725000,295819000,89423000,-166263000,-171661000,4016000,4016000,-2501000,1515000,125673000,125673000,-406000,125267000,202873000,0,417189000,0.62947,0.32505,0.28591,0.07946,0.05526,2.44941,4.47615,0.4379,0,0.56404,0.48868,1.97281,7.09807,1.38157,0.0688,0.16853,-9.64222,-10.10187
"20","2019_Q2",69.2355555555555,"Up",595424000,-214854000,380570000,-186228000,-66559000,-119669000,194342000,12333000,12333000,206675000,206675000,-5646000,201029000,201029000,201029000,201029000,2150918000,809491000,1341427000,271246000,271246000,347153000,131657000,131657000,2900974000,41529000,31486000,358455000,126045000,123615000,431470000,3332444000,194051000,89823000,104228000,349142000,304729000,44413000,543193000,388884000,231742000,37925000,119217000,388884000,932077000,1005413000,1395534000,-580000,2400367000,2400367000,3332444000,201029000,8362000,20354000,-59648000,170097000,-5237000,-29983000,-35220000,26323000,26323000,-1850000,24473000,159350000,159350000,195000,159545000,202704000,0,143465000,0.63916,0.32639,0.33762,0.08375,0.06032,0.71365,5.3406,0.38831,0,0.66198,0.61892,1.9607,7.90426,0.47242,0.07207,0.05143,-10.61113,-11.0677
"21","2019_Q3",61.90984375,"Down",608321000,-218130000,390191000,-183354000,-69059000,-114295000,206837000,13811000,13811000,220648000,220648000,-31397000,189251000,189251000,189251000,189251000,2257803000,944414000,1313389000,343080000,343080000,314177000,113458000,113458000,3028518000,41023000,31486000,340265000,113660000,121309000,412774000,3441292000,200032000,86134000,113898000,324988000,272366000,52622000,525020000,390712000,229852000,45804000,115056000,390712000,915732000,1038748000,1484777000,2035000,2525560000,2525560000,3441292000,189251000,8395000,38693000,-39960000,196379000,-3402000,33112000,29710000,-88227000,11781000,-2812000,-91039000,135050000,135050000,-123000,134927000,215232000,0,203267000,0.64142,0.34001,0.3111,0.07493,0.05499,1.07406,5.76839,0.36259,0,0.61801,0.58166,1.98652,8.24743,0.66379,0.06489,0.0697,-10.49009,-10.91586
"22","2019_Q4",52.62046875,"Down",654415000,-237141000,417274000,-188668000,-69936000,-118732000,228606000,19169000,19169000,247775000,247775000,-38880000,208895000,208895000,208895000,208895000,2447040000,1095265000,1351775000,447252000,447252000,239802000,106326000,106326000,3240420000,40188000,4150000,335067000,110630000,121263000,379405000,3619825000,207530000,78600000,128930000,340659000,291384000,49275000,548189000,415632000,237628000,60278000,117726000,415632000,963821000,1076740000,1579063000,201000,2656004000,2656004000,3619825000,208895000,8191000,27291000,25020000,269397000,-4680000,-36708000,-14533000,-100536000,14073000,-2407000,-102943000,151921000,151921000,-1066000,150855000,236797000,0,296017000,0.63763,0.34933,0.31921,0.07865,0.05771,1.41706,5.91114,0.36288,0,0.68332,0.64657,2.14065,8.68804,0.9683,0.06801,0.09637,-10.33391,-10.70418
"23","2020_Q1",51.9177419354839,"Down",552546000,-196243000,356303000,-180314000,-70251000,-110063000,175989000,11183000,11183000,187172000,187172000,73520000,260692000,260692000,260692000,260692000,2724368000,1111286000,1613082000,391987000,391987000,243825000,111456000,111456000,3471636000,39273000,4150000,670231000,452025000,118116000,713654000,4185290000,232354000,92105000,140249000,364720000,312668000,52052000,597074000,693530000,262620000,254710000,176200000,693530000,1290604000,1106313000,1788230000,143000,2894686000,2894686000,4185290000,260692000,7901000,-56818000,115386000,327161000,-2432000,-233377000,-264029000,-46324000,5201000,-2131000,-48455000,14677000,14677000,1347000,16024000,183890000,0,223324000,0.64484,0.31851,0.4718,0.09006,0.06229,0.85666,5.81441,0.44585,0,0.85366,0.81259,1.80937,9.47896,0.7313,0.07265,0.06224,-14.8152,-15.48033
"24","2020_Q2",54.1153968253968,"Up",523029000,-184778000,338251000,-188589000,-75435000,-113154000,149662000,12157000,12157000,161819000,161819000,-23388000,138431000,138431000,138431000,138431000,2636993000,761333000,1875660000,352159000,352159000,261798000,85949000,85949000,3336899000,37806000,4150000,732990000,448432000,110404000,774946000,4111845000,185258000,84815000,100443000,387749000,332175000,55574000,573007000,690012000,264600000,308811000,116601000,690012000,1263019000,1149232000,1698766000,828000,2848826000,2848826000,4111845000,138431000,10208000,33128000,13080000,194847000,-3107000,-260146000,-329478000,-210813000,17082000,-1740000,-212553000,-347184000,-347184000,-2691000,-349875000,159870000,0,193231000,0.64672,0.28614,0.26467,0.04859,0.03367,1.39587,5.82349,0.44335,0,0.45379,0.43293,1.71453,9.3387,0.63343,0.03912,0.0546,-16.49461,-17.61966
"25","2020_Q3",54.94171875,"Up",540570000,-196481000,344089000,-177100000,-65556000,-111544000,166989000,8256000,8256000,175245000,175245000,-30452000,144793000,144793000,144793000,144793000,2781771000,800182000,1981589000,383225000,383225000,326997000,84885000,84885000,3576878000,35263000,4150000,719560000,446254000,104776000,758973000,4335851000,222942000,122872000,100070000,417239000,328525000,88714000,640181000,659187000,248986000,297263000,112938000,659187000,1299368000,1185101000,1843559000,7823000,3036483000,3036483000,4335851000,144793000,10962000,41179000,-58718000,138216000,-2071000,-101118000,-103281000,5146000,5146000,-2260000,2886000,37821000,37821000,1028000,38849000,177951000,0,147614000,0.63653,0.30891,0.26785,0.04768,0.03339,1.01948,5.58729,0.42792,0,0.4775,0.45647,1.78269,10.01373,0.4868,0.03918,0.03994,-15.63223,-16.65841
"26","2020_Q4",63.37828125,"Up",605431000,-220469000,384962000,-196567000,-68518000,-128049000,188395000,13224000,13224000,201619000,201619000,-33244000,168375000,168375000,168375000,168375000,2845901000,970349000,1875552000,300217000,300217000,438102000,69647000,69647000,3653867000,32670000,4150000,708685000,443229000,102736000,745505000,4399372000,273450000,163102000,110348000,391333000,321290000,70043000,664783000,650712000,241014000,247712000,161986000,650712000,1315495000,1240155000,1844656000,-934000,3083877000,3083877000,4399372000,168375000,10805000,35105000,842000,215127000,-2523000,104806000,102283000,-146802000,20476000,-1932000,-148734000,168676000,168676000,1417000,170093000,199200000,0,230763000,0.63585,0.31118,0.27811,0.0546,0.03827,1.37053,5.49633,0.42657,0,0.55387,0.5307,1.99155,10.14433,0.75909,0.04509,0.06179,-14.28665,-15.10603
"27","2021_Q1",74.7847540983607,"Up",648482000,-233898000,414584000,-219946000,-86099000,-133847000,194638000,5542000,5542000,200180000,200180000,-17222000,182958000,182958000,182958000,182958000,2872868000,893219000,1979649000,389540000,389540000,479668000,94922000,94922000,3836998000,32231000,8314000,861376000,441531000,107359000,901921000,4738919000,277592000,134235000,143357000,490651000,396259000,94392000,768243000,650385000,254568000,227936000,167881000,650385000,1418628000,1292439000,2027614000,238000,3320291000,3320291000,4738919000,182958000,3183000,41673000,-40890000,186924000,-7683000,-109540000,-278326000,14852000,14852000,-2790000,12062000,-79340000,-79340000,2212000,-77128000,197821000,0,166470000,0.63931,0.30014,0.28213,0.0551,0.03861,0.90988,4.99451,0.42726,0,0.60291,0.57677,2.13699,10.94159,0.54858,0.04608,0.04192,-14.52256,-14.76006
"28","2021_Q2",83.5226984126984,"Up",667562000,-242290000,425272000,-218980000,-86493000,-132487000,206292000,1575000,1575000,207867000,207867000,-27501000,180366000,180366000,180366000,180366000,3027666000,843336000,2184330000,380466000,380466000,483168000,111595000,111595000,4002895000,32462000,10314000,848059000,438277000,106146000,890835000,4893730000,259351000,136885000,122466000,527181000,457799000,69382000,786532000,655860000,262232000,225924000,167704000,655860000,1442392000,1345577000,2106625000,-863999.999999999,3451338000,3451338000,4893730000,180366000,12658000,48667000,12984000,254675000,-5096000,-212871000,-217949000,-83274000,18081000,-2496000,-85769999.9999999,-49044000,-49044000,-838000,-49882000,218950000,0,254339000,0.63705,0.30902,0.27019,0.05226,0.03686,1.41013,5.0893,0.41792,0,0.59093,0.56631,2.18712,11.30756,0.83329,0.04391,0.06193,-13.82812,-14.6766
"29","2021_Q3",91.65640625,"Up",707319000,-253141000,454178000,-234813000,-91520000,-143293000,219365000,1719000,1719000,221084000,221084000,-24196000,196888000,196888000,196888000,196888000,3281703000,893688000,2388015000,364214000,364214000,543199000,139279000,139279000,4328395000,32362000,13647000,833876000,433674000,103930000,879885000,5208280000,308404000,145159000,163245000,551531000,482112000,69419000,859935000,650504000,263978000,216746000,169780000,650504000,1510439000,1395467000,2303513000,-1139000,3697841000,3697841000,5208280000,196888000,12577000,51363000,2538000,263366000,-4471000,-208979000,-218133000,8803000,8803000,-3857000,4946000,50179000,50179000,173000,50352000,231942000,0,254205000,0.64211,0.31014,0.27836,0.05324,0.0378,1.29111,5.0334,0.40847,0,0.64506,0.61819,2.31738,12.11517,0.83285,0.04528,0.05846,-14.14881,-14.96001
"30","2021_Q4",119.35265625,"Up",748697000,-270082000,478615000,-245321000,-92228000,-153093000,233294000,1346000,1346000,234640000,234640000,-10335000,224305000,224305000,224305000,224305000,3386481000,630982000,2755499000,395590000,395590000,575665000,166222000,166222000,4523958000,75373000,18247000,819772000,428764000,101898000,913392000,5437350000,309677000,135252000,174425000,583710000,511354000,72356000,893387000,678703000,289086000,214261000,175356000,678703000,1572090000,1473595000,2393661000,-2004000,3865260000,3865260000,5437350000,224305000,12629000,66960000,-31315000,272579000,-45888000,-385357000,-425281000,-104887000,29270000,-4269000,-109156000,-261858000,-261858000,-848000,-262706000,245923000,0,179055000,0.63926,0.3116,0.29959,0.05803,0.04125,0.79827,5.06383,0.40672,0,0.7326,0.7032,2.44532,12.62428,0.58481,0.04936,0.03941,-13.77049,-14.51594
