"","YQ","p","d","revenue","sales_services_revenue","cost_of_revenue","cost_of_goods_services","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","other_post_retirement_benefits","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"28","2017_Q1",48.1833870967742,"Up",1.111e+09,1.111e+09,-5.23e+08,-5.23e+08,5.88e+08,-4.05e+08,-3.21e+08,-8.4e+07,1.83e+08,-3.2e+07,-1.6e+07,-1.6e+07,1.51e+08,1.51e+08,-2.5e+07,1.26e+08,1.26e+08,1.26e+08,1.26e+08,2.289e+09,2.289e+09,6.31e+08,6.31e+08,5.33e+08,1.82e+08,1.82e+08,3.635e+09,6.39e+08,1.35e+08,3.385e+09,2.517e+09,4.16e+08,4.52e+08,4.159e+09,7.794e+09,2.57e+08,2.57e+08,6.88e+08,2.69e+08,4.19e+08,9.45e+08,1.904e+09,6.99e+08,3.6e+08,3.6e+08,3.39e+08,2.603e+09,3.548e+09,9.165e+09,6e+06,9.159e+09,6.089e+09,-5.03e+08,4.243e+09,4.246e+09,7.794e+09,1.26e+08,5.6e+07,2e+06,1.1e+07,-3.1e+07,2.2e+07,5e+07,-5.2e+07,4e+06,1.2e+07,8.6e+07,2.34e+08,-5.2e+07,-5.2e+07,-5.2e+07,0,-7.8e+07,-3.8e+07,-4.3e+07,3e+06,-4.6e+07,-2e+06,-5.6e+07,1e+08,1e+08,-1e+07,9e+07,2.39e+08,1.904e+09,2.62e+08,0.52925,0.16472,0.11341,0.02967,0.01617,2.07937,3.84656,0.83561,0.24429,0.38889,0.38415,3.42901,13.09568,0.80864,0.11728,0.02395,0.03825,0.30159,-1.61088,-2.10383
"29","2017_Q2",54.5093650793651,"Up",1.067e+09,1.067e+09,-4.93e+08,-4.93e+08,5.74e+08,-3.68e+08,-2.89e+08,-7.9e+07,2.06e+08,-1.3e+07,-1.6e+07,3e+06,1.93e+08,1.93e+08,-2.5e+07,1.68e+08,1.68e+08,1.68e+08,1.68e+08,2.241e+09,2.241e+09,6.53e+08,6.53e+08,5.51e+08,1.9e+08,1.9e+08,3.635e+09,6.53e+08,1.33e+08,3.451e+09,2.563e+09,4.11e+08,4.77e+08,4.237e+09,7.872e+09,2.68e+08,2.68e+08,6.31e+08,2.99e+08,3.32e+08,1.089e+09,1.802e+09,6.81e+08,3.5e+08,3.5e+08,3.31e+08,2.483e+09,3.572e+09,5.239e+09,3e+06,5.236e+09,-4.53e+08,-4.89e+08,4.297e+09,4.3e+09,7.872e+09,1.68e+08,5.5e+07,4.5e+07,2e+07,1.6e+07,9e+06,-1.52e+08,-3.1e+07,-2.6e+07,9e+06,-1.04e+08,1.16e+08,-3.2e+07,-3.2e+07,-3.2e+07,0,-1.01e+08,-4.2e+07,-9.3e+07,1.8e+07,-1.11e+08,-1.2e+07,-5.8e+07,-4.3e+07,-4.3e+07,-5e+06,-4.8e+07,2.61e+08,1.992e+09,1.02e+08,0.53796,0.19306,0.15745,0.03907,0.02134,0.60714,3.33792,0.8307,0.25305,0.52174,0.51534,3.31366,13.34472,0.31677,0.13043,0.03012,0.01463,0.25,-0.95402,-1.20874
"30","2017_Q3",59.7412698412698,"Up",1.102e+09,1.102e+09,-5.1e+08,-5.1e+08,5.92e+08,-3.91e+08,-3.07e+08,-8.4e+07,2.01e+08,-1e+07,-1.5e+07,5e+06,1.91e+08,1.91e+08,-2.7e+07,1.64e+08,1.64e+08,1.64e+08,1.64e+08,2.389e+09,2.389e+09,6.77e+08,6.77e+08,5.48e+08,1.86e+08,1.86e+08,3.8e+09,6.75e+08,1.34e+08,3.407e+09,2.568e+09,3.73e+08,4.66e+08,4.216e+09,8.016e+09,2.65e+08,2.65e+08,6.81e+08,3.01e+08,3.8e+08,1.187e+09,1.802e+09,6.52e+08,3.17e+08,3.17e+08,3.35e+08,2.454e+09,3.641e+09,5.242e+09,3e+06,5.239e+09,-3.93e+08,-4.77e+08,4.372e+09,4.375e+09,8.016e+09,1.64e+08,5.4e+07,2.7e+07,1.5e+07,4000000.00000001,8e+06,1.2e+07,-1.7e+07,-3e+06,-3e+06,3.5e+07,2.57e+08,-4.3e+07,-4.3e+07,-4.3e+07,0,-4.3e+07,-4.3e+07,-7.5e+07,8e+06,-8.3e+07,-999999.999999998,-6.7e+07,1.47e+08,1.47e+08,1e+06,1.48e+08,2.55e+08,2.043e+09,2.51e+08,0.53721,0.1824,0.14882,0.03749,0.02046,1.53049,3.20135,0.83223,0.25487,0.5109,0.50462,3.43302,13.61994,0.78193,0.13396,0.02928,0.0355,0.2622,-1.35686,-1.72139
"31","2017_Q4",64.8265079365079,"Up",1.114e+09,1.114e+09,-5.18e+08,-5.18e+08,5.96e+08,-3.95e+08,-3.08e+08,-8.7e+07,2.01e+08,-8e+06,-1.3e+07,5e+06,1.93e+08,1.93e+08,-1.8e+07,1.75e+08,1.75e+08,1.75e+08,1.75e+08,2.563e+09,2.563e+09,6.78e+08,6.78e+08,5.66e+08,1.89e+08,1.89e+08,3.996e+09,7.16e+08,1.37e+08,3.412e+09,2.612e+09,3.75e+08,4.25e+08,4.265e+09,8.261e+09,2.89e+08,2.89e+08,6.72e+08,3.01e+08,3.71e+08,1.241e+09,1.801e+09,6.08e+08,3.23e+08,3.23e+08,2.85e+08,2.409e+09,3.65e+09,5.285e+09,3e+06,5.282e+09,-2.6e+08,-4.17e+08,4.608e+09,4.611e+09,8.261e+09,1.75e+08,5.1e+07,8.3e+07,1.3e+07,6.3e+07,7e+06,-8.1e+07,1.9e+07,-1.7e+07,5e+06,-8.8e+07,2.28e+08,-4.3e+07,-4.3e+07,-4.3e+07,-1e+06,-1.01e+08,-4.2e+07,3.2e+07,3.2e+07,0,0,2.9e+07,1.56e+08,1.56e+08,1.8e+07,1.74e+08,2.52e+08,2.081e+09,1.46e+08,0.53501,0.18043,0.15709,0.03795,0.02118,0.83429,3.21998,0.79159,0.25191,0.54517,0.53681,3.4704,14.35514,0.45483,0.13084,0.02973,0.02,0.24,-1.9127,-2.39801
"32","2018_Q1",67.5147540983607,"Up",1.189e+09,1.189e+09,-5.42e+08,-5.42e+08,6.47e+08,-4.14e+08,-3.25e+08,-8.9e+07,2.33e+08,-7e+06,-1.3e+07,6e+06,2.26e+08,2.26e+08,-4.9e+07,1.77e+08,1.77e+08,1.77e+08,1.77e+08,2.678e+09,2.678e+09,7.24e+08,7.24e+08,5.75e+08,1.92e+08,1.92e+08,4.169e+09,7.57e+08,1.38e+08,3.362e+09,2.607e+09,3.61e+08,3.94e+08,4.257e+09,8.426e+09,3.05e+08,3.05e+08,7.48e+08,2.91e+08,4.57e+08,1.263e+09,1.801e+09,5.27e+08,2.34e+08,2.34e+08,2.93e+08,2.328e+09,3.591e+09,5.303e+09,3e+06,5.3e+09,-1.26e+08,-3.46e+08,4.831e+09,4.835e+09,8.426e+09,1.77e+08,5.2e+07,3.8e+07,1.2e+07,1.9e+07,7000000.00000001,2.1e+07,-5.2e+07,-1.5e+07,-9e+06,9.7e+07,2.88e+08,-5.8e+07,-5.8e+07,-5.8e+07,-2e+06,-6e+07,-4.3e+07,8000000.00000001,8e+06,0,-1e+06,-1.06e+08,1.22e+08,1.22e+08,-7e+06,1.15e+08,2.85e+08,2.011e+09,2.97e+08,0.54415,0.19596,0.14886,0.03661,0.02101,1.67797,3.30087,0.74271,0.23867,0.5463,0.54128,3.66975,14.91049,0.91667,0.13272,0.02984,0.04028,0.24294,-2.34035,-2.86266
"33","2018_Q2",62.99140625,"Down",1.211e+09,1.211e+09,-5.41e+08,-5.41e+08,6.7e+08,-4.41e+08,-3.47e+08,-9.4e+07,2.29e+08,4e+06,-1.1e+07,1.5e+07,2.33e+08,2.33e+08,-5.53e+08,-3.2e+08,-3.2e+08,-3.2e+08,-3.2e+08,2.887e+09,2.887e+09,7.51e+08,7.51e+08,6.08e+08,1.51e+08,1.51e+08,4.397e+09,7.92e+08,1.4e+08,3.369e+09,2.633e+09,3.41e+08,3.95e+08,4.301e+09,8.698e+09,2.92e+08,2.92e+08,7.24e+08,3.21e+08,4.03e+08,1.361e+09,1.8e+09,1.011e+09,2.41e+08,2.41e+08,7.7e+08,2.811e+09,4.172e+09,5.323e+09,3e+06,5.32e+09,-5.29e+08,-2.69e+08,4.522e+09,4.526e+09,8.698e+09,-3.2e+08,5.1e+07,5.64e+08,3.1e+07,-6e+06,5.39e+08,-8e+07,-5e+06,-3.4e+07,-3e+06,-3.8e+07,2.15e+08,-6e+07,-6e+07,-6e+07,-1e+06,-6.7e+07,-4.8e+07,-2.2e+07,2.5e+07,-4.7e+07,-2.8e+07,3.7e+07,1.85e+08,1.85e+08,2.5e+07,2.1e+08,2.8e+08,2.145e+09,6.93e+08,0.55326,0.1891,-0.26424,-0.0707,-0.03679,-2.16562,3.23071,0.92179,0.24661,-0.99071,-0.99071,3.74923,14,2.14551,0.14861,-0.03541,0.09021,-0.15,-2.65,-3.24017
"34","2018_Q3",64.0415873015873,"Up",1.206e+09,1.206e+09,-5.63e+08,-5.63e+08,6.43e+08,-4.33e+08,-3.41e+08,-9.2e+07,2.1e+08,1.7e+07,-9e+06,2.6e+07,2.27e+08,2.27e+08,-2.2e+07,2.05e+08,2.05e+08,2.05e+08,2.05e+08,3.011e+09,3.011e+09,7.54e+08,7.54e+08,5.94e+08,1.66e+08,1.66e+08,4.525e+09,7.98e+08,1.39e+08,3.322e+09,2.618e+09,3.14e+08,3.9e+08,4.259e+09,8.784e+09,2.71e+08,2.71e+08,7.79e+08,3.33e+08,4.46e+08,1.365e+09,1.8e+09,1.002e+09,2.26e+08,2.26e+08,7.76e+08,2.802e+09,4.167e+09,5.335e+09,3e+06,5.332e+09,-4.12e+08,-3.1e+08,4.613e+09,4.617e+09,8.784e+09,2.05e+08,5e+07,17999999.9999999,1.2e+07,-7e+06,12999999.9999998,3e+07,-1.6e+07,0,-1.1e+07,57000000.0000001,3.03e+08,-4.8e+07,-4.8e+07,-4.8e+07,-2e+06,-5.1e+07,-4.8e+07,-3.5e+07,1.1e+07,-4.6e+07,-999999.999999996,-1.14e+08,1.38e+08,1.38e+08,-1.6e+07,1.22e+08,2.6e+08,2.115e+09,2.64e+08,0.53317,0.17413,0.16998,0.0444,0.02334,1.2878,3.31502,0.90253,0.24078,0.63665,0.62883,3.74534,14.32609,0.81988,0.14907,0.03271,0.03413,0.23415,-3.44615,-4.26667
"35","2018_Q4",65.2496825396825,"Up",1.203e+09,1.203e+09,-5.38e+08,-5.38e+08,6.65e+08,-4.25e+08,-3.3e+08,-9.5e+07,2.4e+08,2e+06,-9e+06,1.1e+07,2.42e+08,2.42e+08,-6e+06,2.36e+08,2.36e+08,2.36e+08,2.36e+08,2.131e+09,2.131e+09,7.33e+08,7.33e+08,6.23e+08,1.8e+08,1.8e+08,3.667e+09,8.01e+08,7e+07,3.811e+09,2.933e+09,5.15e+08,3.63e+08,4.682e+09,8.349e+09,2.73e+08,2.73e+08,7.41e+08,3.28e+08,4.13e+08,1.014e+09,1.799e+09,9.68e+08,2.18e+08,2.18e+08,7.5e+08,2.767e+09,3.781e+09,5.315e+09,3e+06,5.312e+09,-4.16e+08,-3.35e+08,4.564e+09,4.568e+09,8.349e+09,2.36e+08,5.3e+07,-5e+06,1.3e+07,-8e+06,-1e+07,-8.7e+07,1.2e+07,-3.2e+07,5e+06,-7.2e+07,1.97e+08,-3.3e+07,-3.3e+07,-3.3e+07,-9e+06,-4.72e+08,-4.8e+07,-2.26e+08,1.7e+07,-2.43e+08,0,-5.89e+08,-8.64e+08,-8.64e+08,-1.5e+07,-8.79e+08,2.93e+08,1.799e+09,1.79e+08,0.55278,0.1995,0.19618,0.05166,0.02827,0.75847,3.61637,0.82771,0.21547,0.7375,0.7284,3.75938,14.2625,0.55937,0.15,0.03872,0.0244,0.20339,-1.13311,-1.38333
"36","2019_Q1",73.7975409836066,"Up",1.294e+09,1.294e+09,-5.92e+08,-5.92e+08,7.02e+08,-4.77e+08,-3.71e+08,-1.06e+08,2.25e+08,1.9e+07,-8e+06,2.7e+07,2.44e+08,2.44e+08,-4.9e+07,1.95e+08,1.95e+08,1.95e+08,1.95e+08,2.247e+09,2.247e+09,7.76e+08,7.76e+08,6.38e+08,1.87e+08,1.87e+08,3.848e+09,8.22e+08,6.8e+07,3.803e+09,2.973e+09,4.91e+08,3.39e+08,4.693e+09,8.541e+09,3.4e+08,3.4e+08,8.31e+08,3.24e+08,5.07e+08,1.171e+09,1.799e+09,1e+09,2.39e+08,2.39e+08,7.61e+08,2.799e+09,3.97e+09,5.311e+09,3e+06,5.308e+09,-3.36e+08,-4.08e+08,4.567e+09,4.571e+09,8.541e+09,1.95e+08,5.6e+07,-4.87e+08,1.4e+07,4999999.99999999,-5.06e+08,6.08e+08,-5.6e+07,-1.7e+07,4.9e+07,6.32e+08,3.72e+08,-3.5e+07,-3.6e+07,-3.6e+07,-1e+06,-1.15e+08,-4.7e+07,-8.3e+07,3e+06,-8.6e+07,-999999.999999999,-1.31e+08,1.26e+08,1.26e+08,-1.1e+07,1.15e+08,2.81e+08,1.799e+09,9.03e+08,0.5425,0.17388,0.1507,0.04266,0.02283,4.63077,3.28608,0.86852,0.21063,0.61129,0.59633,4.05643,14.31661,2.83072,0.14734,0.03284,0.12252,0.24103,-1.59431,-1.99111
"37","2019_Q2",72.1703174603175,"Down",1.284e+09,1.284e+09,-5.77e+08,-5.77e+08,7.07e+08,-4.57e+08,-3.55e+08,-1.02e+08,2.5e+08,-2e+06,-8e+06,6e+06,2.48e+08,2.48e+08,2.56e+08,5.04e+08,5.04e+08,5.04e+08,5.04e+08,2.057e+09,2.057e+09,8.33e+08,8.33e+08,6.53e+08,1.69e+08,1.69e+08,3.712e+09,8.29e+08,7.7e+07,4.334e+09,3.133e+09,5.66e+08,6.35e+08,5.24e+09,8.952e+09,3.15e+08,3.15e+08,7.8e+08,3.46e+08,4.34e+08,1.095e+09,1.798e+09,1.023e+09,2.38e+08,2.38e+08,7.85e+08,2.821e+09,3.916e+09,5.327e+09,3e+06,5.324e+09,9e+07,-3.81e+08,5.036e+09,5.036e+09,8.952e+09,5.04e+08,5.4e+07,-2.5e+08,2.4e+07,-2.81e+08,7e+06,-9.5e+07,-2.2e+07,-1.2e+07,-1.6e+07,-4.5e+07,2.13e+08,-3.9e+07,-3.9e+07,-3.9e+07,-3e+06,-2.9e+08,-5.2e+07,-5.3e+07,2.2e+07,-7.5e+07,-1.7e+07,-1.22e+08,-1.99e+08,-1.99e+08,9e+06,-1.9e+08,3.04e+08,1.798e+09,-8.6e+07,0.55062,0.1947,0.39252,0.10008,0.0563,-0.17063,3.38995,0.7776,0.20085,1.58491,1.56522,4.03774,15.83648,-0.27044,0.16352,0.07076,-0.01095,0.10317,-0.85197,-1.036
"38","2019_Q3",70.4278125,"Down",1.238e+09,1.238e+09,-5.69e+08,-5.69e+08,6.69e+08,-4.53e+08,-3.54e+08,-9.9e+07,2.16e+08,2e+06,-7e+06,9e+06,2.18e+08,2.18e+08,-35999999.9999999,1.82e+08,1.82e+08,1.82e+08,1.82e+08,2.155e+09,2.155e+09,8.19e+08,8.19e+08,6.57e+08,1.81e+08,1.81e+08,3.812e+09,8.27e+08,9.6e+07,4.287e+09,3.112e+09,5.38e+08,6.37e+08,5.21e+09,9.022e+09,3.14e+08,3.14e+08,8.04e+08,3.47e+08,4.57e+08,1.118e+09,1.798e+09,9.81e+08,2.29e+08,2.29e+08,7.52e+08,2.779e+09,3.897e+09,5.346e+09,3e+06,5.343e+09,1.78e+08,-3.98e+08,5.125e+09,5.125e+09,9.022e+09,1.82e+08,5.3e+07,2.7e+07,1.6e+07,9000000.00000012,2000000.00000006,-1e+07,5e+06,-9e+06,7999999.99999999,-14000000.0000001,2.52e+08,-3.9e+07,-3.9e+07,-3.9e+07,-1.7e+07,-5.6e+07,-5.2e+07,-3.9e+07,1.1e+07,-5e+07,-999999.999999996,-9.2e+07,1.04e+08,1.04e+08,-7e+06,97000000.0000001,2.69e+08,1.798e+09,2.56e+08,0.54039,0.17447,0.14701,0.03551,0.02017,1.40659,3.40966,0.76039,0.19929,0.57413,0.56698,3.90536,16.16719,0.80757,0.16404,0.02961,0.03239,0.28571,-1.32714,-1.65278
"39","2019_Q4",77.024375,"Up",1.274e+09,1.274e+09,-5.82e+08,-5.82e+08,6.92e+08,-4.67e+08,-3.66e+08,-1.01e+08,2.25e+08,-3e+06,-8e+06,5e+06,2.22e+08,2.22e+08,-3.1e+07,1.91e+08,1.91e+08,1.91e+08,1.91e+08,1.765e+09,1.765e+09,8.56e+08,8.56e+08,6.6e+08,1.76e+08,1.76e+08,3.457e+09,8.39e+08,9.9e+07,4.23e+09,3.107e+09,5.11e+08,6.12e+08,5.168e+09,8.625e+09,3.16e+08,3.16e+08,8.02e+08,3.44e+08,4.58e+08,1.622e+09,1.294e+09,9.62e+08,2.25e+08,2.25e+08,7.37e+08,2.256e+09,3.878e+09,5.273e+09,3e+06,5.27e+09,-1.22e+08,-4.04e+08,4.747e+09,4.747e+09,8.625e+09,1.91e+08,5.5e+07,2.9e+07,1.7e+07,5e+06,7e+06,-3.3e+07,-4.1e+07,-1e+07,8e+06,1e+07,2.42e+08,-4.7e+07,-4.7e+07,-4.7e+07,-4e+06,-5.1e+07,-5.1e+07,-5.3e+08,1.9e+07,-5.49e+08,-1e+06,-5.82e+08,-3.91e+08,-3.91e+08,1e+06,-3.9e+08,2.8e+08,1.798e+09,2.31e+08,0.54317,0.17661,0.14992,0.04024,0.02214,1.20942,2.13132,0.81694,0.20846,0.61022,0.60252,4.07029,15.16613,0.73802,0.16294,0.03224,0.03077,0.26702,0.11786,0.14667
"40","2020_Q1",78.7538709677419,"Up",1.367e+09,1.367e+09,-6.3e+08,-6.3e+08,7.37e+08,-4.87e+08,-3.85e+08,-1.02e+08,2.5e+08,-1.9e+07,-1.5e+07,-4e+06,2.31e+08,2.31e+08,-3.7e+07,1.94e+08,1.94e+08,1.94e+08,1.94e+08,1.382e+09,1.382e+09,9.3e+08,9.3e+08,6.79e+08,1.98e+08,1.98e+08,3.189e+09,8.5e+08,1.02e+08,5.311e+09,3.593e+09,1.107e+09,6.11e+08,6.263e+09,9.452e+09,7.94e+08,3.54e+08,6.7e+08,3.36e+08,3.34e+08,2.08e+09,1.791e+09,8.33e+08,3.6e+08,3.6e+08,4.73e+08,2.624e+09,4.704e+09,5.28e+09,3e+06,5.277e+09,-1.8e+07,-5.14e+08,4.748e+09,4.748e+09,9.452e+09,1.94e+08,7.6e+07,4.2e+07,1.5e+07,1.2e+07,1.5e+07,2000000.00000003,-4.8e+07,-5e+06,2.9e+07,2.6e+07,3.14e+08,-3e+07,-3e+07,-3e+07,-3e+06,-1.193e+09,-5.1e+07,-4.7e+07,2e+06,-49000000.0000001,-5e+06,4.97e+08,-3.82e+08,-3.82e+08,-1e+06,-3.83e+08,3.26e+08,2.407e+09,3.35e+08,0.53914,0.18288,0.14192,0.04086,0.02052,1.7268,1.53317,0.99073,0.25466,0.62987,0.62179,4.43831,15.41558,1.08766,0.16558,0.03067,0.04194,0.26289,3.14417,4.1
"41","2020_Q2",80.5231746031746,"Up",1.357e+09,1.357e+09,-6.34e+08,-6.34e+08,7.23e+08,-5.08e+08,-4.04e+08,-1.04e+08,2.15e+08,4e+06,-1.7e+07,2.1e+07,2.19e+08,2.19e+08,-2.2e+07,1.97e+08,1.97e+08,1.97e+08,1.97e+08,1.226e+09,1.226e+09,9.66e+08,9.66e+08,7.06e+08,2.04e+08,2.04e+08,3.102e+09,8.44e+08,1.18e+08,5.437e+09,3.589e+09,1.059e+09,7.89e+08,6.399e+09,9.501e+09,3.29e+08,3.29e+08,8.88e+08,3.79e+08,5.09e+08,1.892e+09,1.787e+09,9.74e+08,3.54e+08,3.54e+08,6.2e+08,2.761e+09,4.653e+09,5.296e+09,3e+06,5.293e+09,7.3e+07,-5.21e+08,4.848e+09,4.848e+09,9.501e+09,1.97e+08,7.9e+07,2.7e+07,2.7e+07,1e+07,-1e+07,-3.62e+08,-4e+07,-3.2e+07,-1.5e+07,-2.75e+08,-5.9e+07,-3.4e+07,-3.4e+07,-3.4e+07,-1e+06,-3.5e+07,-5.6e+07,-2.8e+07,3.2e+07,-6e+07,-3.3e+07,-6.1e+07,-1.55e+08,-1.55e+08,-1e+06,-1.56e+08,2.94e+08,2.462e+09,-8e+07,0.53279,0.15844,0.14517,0.04064,0.02073,-0.40609,1.63953,0.95978,0.25913,0.63548,0.62939,4.37742,15.63871,-0.25806,0.18065,0.03054,-0.00966,0.28426,4.20408,5.74884
"42","2020_Q3",95.16953125,"Up",1.238e+09,1.238e+09,-5.81e+08,-5.81e+08,6.57e+08,-5.55e+08,-3.58e+08,-1.97e+08,1.02e+08,1.9e+07,-1.7e+07,3.6e+07,1.21e+08,1.21e+08,-2e+07,1.01e+08,1.01e+08,1.01e+08,1.01e+08,1.324e+09,1.324e+09,8.86e+08,8.86e+08,7.5e+08,2.11e+08,2.11e+08,3.171e+09,8.36e+08,1.41e+08,5.307e+09,3.582e+09,9.21e+08,8.04e+08,6.284e+09,9.455e+09,3.33e+08,3.33e+08,9.12e+08,3.99e+08,5.13e+08,1.945e+09,1.788e+09,9.54e+08,3.4e+08,3.4e+08,6.14e+08,2.742e+09,4.687e+09,5.291e+09,3e+06,5.288e+09,1.5e+07,-5.38e+08,4.768e+09,4.768e+09,9.455e+09,1.01e+08,7.6e+07,9.8e+07,-2.7e+07,-1.3e+07,1.38e+08,3.8e+07,6.5e+07,-5.3e+07,5000000.00000001,20999999.9999999,3.13e+08,-3.3e+07,-3.3e+07,-3.3e+07,-2e+07,-52999999.9999998,-5.5e+07,-1.26e+08,3.72529029846191e-09,-1.26e+08,3.72529029846191e-09,-1.56e+08,1.04e+08,1.04e+08,-7e+06,9.7e+07,1.78e+08,2.488e+09,2.03e+08,0.53069,0.08239,0.08158,0.02118,0.01068,2.0099,1.63033,0.98301,0.26314,0.32581,0.32268,3.99355,15.38065,0.65484,0.17742,0.019,0.02473,0.54455,6.53933,11.41176
"43","2020_Q4",109.13890625,"Up",1.261e+09,1.261e+09,-5.92e+08,-5.92e+08,6.69e+08,-4.39e+08,-3.47e+08,-9.2e+07,2.3e+08,-1.1e+07,-1.8e+07,7e+06,2.19e+08,2.19e+08,-2e+07,1.99e+08,1.99e+08,1.99e+08,1.99e+08,1.358e+09,1.358e+09,9.3e+08,9.3e+08,7.46e+08,2.11e+08,2.11e+08,3.245e+09,8.46e+08,1.48e+08,5.307e+09,3.606e+09,8.76e+08,8.25e+08,6.301e+09,9.546e+09,3.11e+08,3.11e+08,9.63e+08,3.97e+08,5.66e+08,1.314e+09,2.283e+09,9.68e+08,3.55e+08,3.55e+08,6.13e+08,3.251e+09,4.565e+09,5.327e+09,3e+06,5.324e+09,1.3e+08,-4.76e+08,4.981e+09,4.981e+09,9.546e+09,1.99e+08,7.7e+07,3.4e+07,6.3e+07,2e+06,-3.1e+07,-2e+07,-2.4e+07,-1e+06,-2.5e+07,3e+07,2.9e+08,-2.4e+07,-2.5e+07,-2.5e+07,-8e+06,-3.2e+07,-5.6e+07,-9e+06,2.4e+07,-3.3e+07,-5e+06,-2.31e+08,2.7e+07,2.7e+07,8e+06,3.5e+07,3.07e+08,2.323e+09,2.83e+08,0.53053,0.18239,0.15781,0.03995,0.02085,1.42211,2.46956,0.91648,0.24335,0.64821,0.64194,4.10749,16.22476,0.92182,0.18241,0.03083,0.03421,0.28141,3.14332,4.19565
"44","2021_Q1",122.132950819672,"Up",1.483e+09,1423926370.3655,-6.95e+08,-658872288.209322,7.88e+08,-4.89e+08,-3.87e+08,-1.02e+08,2.99e+08,-1.6e+07,-1.8e+07,2e+06,2.83e+08,2.83e+08,-6.1e+07,2.22e+08,2.22e+08,2.22e+08,2.22e+08,1.441e+09,1.441e+09,1.038e+09,1.038e+09,7.2e+08,2.16e+08,2.16e+08,3.415e+09,8.45e+08,1.58e+08,5.209e+09,3.602e+09,8.31e+08,7.76e+08,6.212e+09,9.627e+09,6.39e+08,3.54e+08,7.53e+08,3.86e+08,3.67e+08,1.467e+09,2.284e+09,1.003e+09,3.89e+08,3.89e+08,6.14e+08,3.287e+09,4.754e+09,5.314e+09,3e+06,5.311e+09,8.1e+07,-5.22e+08,4.873e+09,4.873e+09,9.627e+09,2.22e+08,7.6e+07,6.1e+07,81094748.1517475,26798954.4768505,-60874362.0301248,1.8e+07,-66702310.5857237,-1914016.55466864,7181203.3192476,-179435939.011427,3.77e+08,-2.7e+07,-34931252.8321943,-34931252.8321943,0,-2.7e+07,-5.5e+07,-2.46e+08,4e+06,-2.5e+08,-3e+06,-2.69e+08,8.1e+07,8.1e+07,2e+06,8.3e+07,3.75e+08,2.359e+09,4.27e+08,0.53136,0.20162,0.1497,0.04556,0.02306,1.92342,2.32788,0.97558,0.24504,0.71845,0.71154,4.79935,15.77023,1.38188,0.17799,0.03364,0.05185,0.24775,2.448,3.07023
