"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","selling_marketing","general_administrative","research_development","operating_income_loss","non_operating_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","change_in_accounts_receivable","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2015_Q1",78.34,"Up",3.851e+09,-6.52e+08,3.199e+09,-2.066e+09,-9.55e+08,-6.25e+08,-3.3e+08,-1.111e+09,1.133e+09,-1.9e+07,-1.9e+07,1.114e+09,1.114e+09,-4.13e+08,7.01e+08,7.01e+08,7.01e+08,6.96e+08,1.1199e+10,4.315e+09,6.884e+09,1.678e+09,1.678e+09,5.13e+08,5.13e+08,1.339e+10,3.967e+09,2.2609e+10,3.929e+09,6.99e+08,2.6576e+10,3.9966e+10,1.244e+09,1.76e+08,1.068e+09,6.6e+07,6.6e+07,1.424e+09,2.327e+09,2.327e+09,2.446e+09,3.87e+09,3.0225e+10,3.0225e+10,6.099e+09,-2.28e+08,3.6096e+10,3.6096e+10,3.9966e+10,7.01e+08,4.33e+08,2.531e+09,-2.13e+08,-3.46e+08,1.9e+07,1.14e+08,3.452e+09,-5.17e+08,-1.643e+09,1.246e+09,-2.889e+09,-2.35e+08,-6.616e+09,-1.417e+09,-1.468e+09,-4.632e+09,-4.632e+09,-5.2e+07,-4.684e+09,1.566e+09,2.33e+08,1.249e+09,0.83069,0.29421,0.18073,0.01928,0.01741,1.79454,9.40309,0.10721,0.00583,0.25181,0.24964,1.39327,13.05933,0.45188,0.018,0.03231,-7.00255,-9.67873
"12","2015_Q2",81.6592063492063,"Up",3.543e+09,-6.54e+08,2.889e+09,-1.956e+09,-8.94e+08,-6.2e+08,-2.74e+08,-1.062e+09,9.33e+08,-1e+06,-1e+06,9.32e+08,9.32e+08,-4.2e+08,5.12e+08,5.12e+08,5.12e+08,5.09e+08,1.2413e+10,3.419e+09,8.994e+09,1.508e+09,1.508e+09,1.083e+09,1.083e+09,1.5004e+10,4.619e+09,2.2384e+10,3.774e+09,6.05e+08,2.7003e+10,4.2007e+10,1.618e+09,1.29e+08,1.489e+09,5.5e+07,5.5e+07,1.746e+09,2.647e+09,2.647e+09,2.76e+09,4.506e+09,3.1337e+10,3.1337e+10,6.611e+09,-4.47e+08,3.7501e+10,3.7501e+10,4.2007e+10,5.12e+08,4.57e+08,4.77e+08,2.54e+08,84000000.0000001,-1.5e+07,1.85e+08,1.7e+09,-5.02e+08,-2.108e+09,9.47e+08,-3.055e+09,2.3e+07,-2.844e+09,4.18e+08,3.71e+08,-773000000.000001,-773000000.000001,-1.23e+08,-895999999.999999,1.39e+09,1.86e+08,1.562e+09,0.81541,0.26334,0.14366,0.01357,0.01212,3.06876,8.59336,0.12016,0.00443,0.18283,0.17948,1.27263,13.47019,0.56106,0.01262,0.03873,-8.7964,-13.10504
"13","2015_Q3",91.764375,"Up",4.043e+09,-6.69e+08,3.374e+09,-2.101e+09,-9.32e+08,-6.27e+08,-3.05e+08,-1.169e+09,1.273e+09,-9.31322574615479e-10,9.31322574615479e-10,1.273e+09,1.273e+09,-5.54e+08,7.19e+08,7.19e+08,7.19e+08,7.15e+08,1.4125e+10,5.123e+09,9.002e+09,1.815e+09,1.815e+09,1.011e+09,1.011e+09,1.6951e+10,4.955e+09,2.2224e+10,3.605e+09,5.94e+08,2.7179e+10,4.413e+10,1.793e+09,1.39e+08,1.654e+09,4.9e+07,4.9e+07,1.881e+09,2.687e+09,2.687e+09,2.797e+09,4.678e+09,3.2479e+10,3.2479e+10,7.33e+09,-3.57e+08,3.9452e+10,3.9452e+10,4.413e+10,7.19e+08,4.59e+08,6.98e+08,4e+06,-2.82e+08,3.1e+07,2.55e+08,1.88e+09,-5.49e+08,-1.1e+07,2.494e+09,-2.505e+09,2.1e+07,-5.64e+08,3.79e+08,3.42e+08,1.658e+09,1.658e+09,4.6e+07,1.704e+09,1.732e+09,1.49e+08,1.741e+09,0.83453,0.31487,0.17685,0.01812,0.0162,2.43497,9.0117,0.11857,0.00338,0.25572,0.25088,1.44599,14.11016,0.62268,0.01691,0.04117,-8.06928,-10.97879
"14","2015_Q4",102.72609375,"Up",4.501e+09,-7.2e+08,3.781e+09,-2.322e+09,-1.051e+09,-7.06e+08,-3.45e+08,-1.271e+09,1.459e+09,-2.7e+07,-2.7e+07,1.432e+09,1.432e+09,-5.36e+08,8.96e+08,8.96e+08,8.96e+08,8.91e+08,1.5834e+10,4.308e+09,1.1526e+10,2.01e+09,2.01e+09,1.295e+09,1.295e+09,1.9139e+10,5.335e+09,2.1995e+10,3.437e+09,5.34e+08,2.733e+10,4.6469e+10,1.728e+09,1.49e+08,1.579e+09,4.7e+07,4.7e+07,1.792e+09,3.148e+09,3.148e+09,3.257e+09,5.049e+09,3.3574e+10,3.3574e+10,8.226e+09,-3.8e+08,4.142e+10,4.142e+10,4.6469e+10,8.96e+08,4.86e+08,3.8e+08,4.3e+08,-2.07e+08,-9e+06,6.46e+08,2.192e+09,-7.8e+08,-2.526e+09,2.247e+09,-4.773e+09,3.3e+07,-3.3e+09,3.38e+08,3.15e+08,-7.93e+08,-7.93e+08,-2.2e+07,-8.15e+08,1.945e+09,1.26e+08,2.131e+09,0.84004,0.32415,0.19796,0.02151,0.01917,2.39169,10.68025,0.1219,0.00271,0.31731,0.31121,1.60292,14.75071,0.7589,0.01994,0.04768,-8.07609,-10.76628
"15","2016_Q1",105.512295081967,"Up",5.841e+09,-8.24e+08,5.017e+09,-2.457e+09,-1.143e+09,-7.72e+08,-3.71e+08,-1.314e+09,2.56e+09,-3e+06,-3e+06,2.557e+09,2.557e+09,-9.96e+08,1.561e+09,1.561e+09,1.561e+09,1.554e+09,1.8434e+10,4.907e+09,1.3527e+10,2.559e+09,2.559e+09,6.59e+08,6.59e+08,2.1652e+10,5.687e+09,2.2068e+10,3.246e+09,7.96e+08,2.7755e+10,4.9407e+10,1.862e+09,1.96e+08,1.666e+09,5.6e+07,5.6e+07,1.925e+09,3.157e+09,3.157e+09,3.264e+09,5.189e+09,3.4886e+10,3.4886e+10,9.787e+09,-4.55e+08,4.4218e+10,4.4218e+10,4.9407e+10,1.561e+09,5.43e+08,2.348e+09,9.6e+07,-5.68e+08,1.1e+07,6.53e+08,4.548e+09,-6.92e+08,-2.055e+09,3.55e+09,-5.605e+09,2.5e+07,-2.726e+09,-1.155e+09,-1.167e+09,6.55e+08,6.55e+08,-5.6e+07,5.99e+08,3.103e+09,1.14e+08,3.503e+09,0.85893,0.43828,0.26605,0.03514,0.03145,2.25418,11.24779,0.11735,0.00231,0.55028,0.54279,2.06834,15.65793,1.24044,0.03272,0.07376,-5.90396,-7.15625
"16","2016_Q2",115.22671875,"Up",5.382e+09,-8.38e+08,4.544e+09,-2.534e+09,-1.191e+09,-8.26e+08,-3.65e+08,-1.343e+09,2.01e+09,5.6e+07,5.6e+07,2.066e+09,2.066e+09,-3.28e+08,1.738e+09,1.738e+09,1.738e+09,1.732e+09,2.0621e+10,6.456e+09,1.4165e+10,2.348e+09,2.348e+09,8.43e+08,8.43e+08,2.3812e+10,6.467e+09,2.1796e+10,3.067e+09,7e+08,2.8263e+10,5.2075e+10,1.754e+09,1.49e+08,1.605e+09,5.5e+07,5.5e+07,1.809e+09,3.116e+09,3.116e+09,3.116e+09,4.925e+09,3.6129e+10,3.6129e+10,1.1297e+10,-2.76e+08,4.715e+10,4.715e+10,5.2075e+10,1.738e+09,5.52e+08,6.82e+08,5.05e+08,2.67e+08,2e+06,2.36e+08,3.477e+09,-1.132e+09,-5.76e+08,2.55e+09,-3.126e+09,3.3e+07,-1.676e+09,2e+06,-3.1e+08,1.491e+09,1.491e+09,5.8e+07,1.549e+09,2.562e+09,0,2.263e+09,0.8443,0.37347,0.32181,0.03673,0.03326,1.30658,13.16307,0.10445,-4.33680868994202e-19,0.60922,0.59972,1.89307,16.58459,0.79599,0.03446,0.04502,-8.04879,-10.2592
"17","2016_Q3",124.139375,"Up",6.436e+09,-9.17e+08,5.519e+09,-2.786e+09,-1.315e+09,-9.02e+08,-4.13e+08,-1.471e+09,2.733e+09,2.2e+07,2.2e+07,2.755e+09,2.755e+09,-4.72e+08,2.283e+09,2.283e+09,2.283e+09,2.276e+09,2.3293e+10,5.108e+09,1.8185e+10,2.801e+09,2.801e+09,9.16e+08,9.16e+08,2.701e+10,7.104e+09,2.1625e+10,2.879e+09,7.03e+08,2.8729e+10,5.5739e+10,2.132e+09,1.3e+08,2.002e+09,7.9e+07,7.9e+07,2.211e+09,3.145e+09,3.145e+09,3.145e+09,5.356e+09,3.7405e+10,3.7405e+10,1.3352e+10,-3.74e+08,5.0383e+10,5.0383e+10,5.5739e+10,2.283e+09,5.85e+08,7.22e+08,7.5e+07,-4.92e+08,-4.1e+07,6.08e+08,3.665e+09,-9.95e+08,-3.998e+09,2.511e+09,-6.509e+09,4.1e+07,-4.971e+09,4e+06,4e+06,-1.302e+09,-1.302e+09,-4.6e+07,-1.348e+09,3.318e+09,0,2.87e+09,0.85752,0.42464,0.35364,0.04517,0.04083,1.26098,12.21619,0.10631,0,0.79692,0.78375,2.2535,17.64111,1.0049,0.04252,0.05362,-7.02019,-8.52287
"18","2016_Q4",122.812063492063,"Down",7.011e+09,-9.87e+08,6.024e+09,-2.907e+09,-1.365e+09,-9.26e+08,-4.39e+08,-1.542e+09,3.117e+09,4.7e+07,4.7e+07,3.164e+09,3.164e+09,-5.37e+08,2.627e+09,2.627e+09,2.627e+09,2.62e+09,2.614e+10,6.038e+09,2.0102e+10,3.07e+09,3.07e+09,1.118e+09,1.118e+09,3.0328e+10,7.899e+09,2.1447e+10,2.702e+09,6.6e+08,2.9346e+10,5.9674e+10,2.517e+09,2.6e+08,2.257e+09,7.8e+07,7.8e+07,2.595e+09,2.964e+09,2.964e+09,2.964e+09,5.559e+09,3.8756e+10,3.8756e+10,1.5731e+10,-3.72e+08,5.4115e+10,5.4115e+10,5.9674e+10,2.627e+09,5.91e+08,8.05e+08,12999999.9999999,-2.53e+08,1.8e+07,2.48e+08,4.036e+09,-1.095e+09,-1.969e+09,5.764e+09,-7.733e+09,8e+06,-3.117e+09,-8e+06,-8000000.00000001,9.11e+08,9.11e+08,1.9e+07,9.3e+08,3.708e+09,0,3.163e+09,0.85922,0.44459,0.3737,0.04842,0.04391,1.20725,11.68709,0.10273,5.42101086242752e-20,0.91257,0.8988,2.44201,18.84883,1.10171,0.0459,0.05541,-7.04962,-8.38627
"19","2017_Q1",133.637419354839,"Up",8.809e+09,-1.047e+09,7.762e+09,-3.195e+09,-1.632e+09,-1.118e+09,-5.14e+08,-1.563e+09,4.567e+09,-3.4e+07,-3.4e+07,4.533e+09,4.533e+09,-9.64e+08,3.569e+09,3.569e+09,3.569e+09,3.56e+09,2.9449e+10,8.903e+09,2.0546e+10,3.993e+09,3.993e+09,9.59e+08,9.59e+08,3.4401e+10,8.591e+09,2.1969e+10,2.535e+09,1.312e+09,3.056e+10,6.4961e+10,2.785e+09,3.02e+08,2.483e+09,9e+07,9e+07,2.875e+09,2.892e+09,2.892e+09,2.892e+09,5.767e+09,3.8227e+10,3.8227e+10,2.167e+10,-7.03e+08,5.9194e+10,5.9194e+10,6.4961e+10,3.569e+09,6.14e+08,5.82e+08,1.65e+08,-1.011e+09,3.5e+07,1.141e+09,4.93e+09,-1.269e+09,-6.43e+08,4.33e+09,-4.973e+09,-7.4e+07,-2.028e+09,4e+06,4e+06,2.906e+09,2.906e+09,-9.4e+07,2.812e+09,5.181e+09,0,5.041e+09,0.88114,0.51845,0.40413,0.06014,0.0548,1.41601,11.96557,0.09743,0,1.23525,1.18944,3.05656,20.53921,1.74913,0.05734,0.08119,-5.68404,-6.44822
"20","2017_Q2",148.686349206349,"Up",8.032e+09,-1.159e+09,6.873e+09,-3.546e+09,-1.712e+09,-1.057e+09,-6.55e+08,-1.834e+09,3.327e+09,8.1e+07,8.1e+07,3.408e+09,3.408e+09,-3.44e+08,3.064e+09,3.064e+09,3.064e+09,3.059e+09,3.2306e+10,7.104e+09,2.5202e+10,3.415e+09,3.415e+09,1.209e+09,1.209e+09,3.693e+10,9.462e+09,2.2322e+10,2.36e+09,1.836e+09,3.1784e+10,6.8714e+10,2.848e+09,1.7e+08,2.678e+09,8e+07,8e+07,2.928e+09,3.598e+09,3.598e+09,3.598e+09,6.526e+09,3.8639e+10,3.8639e+10,2.4175e+10,-6.26e+08,6.2188e+10,6.2188e+10,6.8714e+10,3.064e+09,6.71e+08,7.88e+08,5.35e+08,6.09e+08,-1e+07,-63999999.9999998,5.058e+09,-1.271e+09,-4.631e+09,2.361e+09,-6.992e+09,-1.8e+07,-5.92e+09,-7.64e+08,-9.92e+08,-1.854e+09,-1.854e+09,2.8e+07,-1.826e+09,3.998e+09,-2.3283064365387e-10,3.606e+09,0.8557,0.41422,0.38085,0.04919,0.04452,1.17882,12.6127,0.10494,0,1.05811,1.03906,2.77828,21.5109,1.24732,0.0465,0.05481,-8.08054,-9.71025
"21","2017_Q3",166.875396825397,"Up",9.321e+09,-1.236e+09,8.085e+09,-3.683e+09,-1.764e+09,-1.124e+09,-6.4e+08,-1.919e+09,4.402e+09,8.7e+07,8.7e+07,4.489e+09,4.489e+09,-5.94e+08,3.895e+09,3.895e+09,3.895e+09,3.89e+09,3.5452e+10,6.252e+09,2.92e+10,3.897e+09,3.897e+09,1.455e+09,1.455e+09,4.0804e+10,1.0628e+10,2.2411e+10,2.186e+09,2.096e+09,3.3039e+10,7.3843e+10,3.227e+09,3.23e+08,2.904e+09,8.8e+07,8.8e+07,3.315e+09,4.047e+09,4.047e+09,4.047e+09,7.362e+09,3.9291e+10,3.9291e+10,2.756e+10,-3.7e+08,6.6481e+10,6.6481e+10,7.3843e+10,3.895e+09,7.29e+08,1.065e+09,-3.29e+08,-3.86e+08,-2.8e+07,8.5e+07,5.36e+09,-1.444e+09,-4.01e+09,3.135e+09,-7.145e+09,-4e+06,-5.466e+09,-7.19e+08,-8.69e+08,-9.75e+08,-9.75e+08,9.4e+07,-8.81e+08,5.131e+09,0,3.952e+09,0.8674,0.47227,0.41734,0.05851,0.05268,1.01594,12.3089,0.11074,0,1.34138,1.3182,3.21414,22.92448,1.36276,0.05516,0.05603,-6.90937,-8.05361
"22","2017_Q4",176.741428571429,"Up",1.0328e+10,-1.448e+09,8.88e+09,-3.758e+09,-1.706e+09,-1.17e+09,-5.36e+08,-2.052e+09,5.122e+09,1.13e+08,1.13e+08,5.235e+09,5.235e+09,-5.29e+08,4.706e+09,4.706e+09,4.706e+09,4.703e+09,3.8289e+10,7.201e+09,3.1088e+10,4.424e+09,4.424e+09,1.49e+09,1.49e+09,4.4203e+10,1.2158e+10,2.2637e+10,2.05e+09,2.374e+09,3.4795e+10,7.8998e+10,3.2e+09,3.83e+08,2.817e+09,1.05e+08,1.05e+08,3.305e+09,4.485e+09,4.485e+09,4.485e+09,7.79e+09,4.0199e+10,4.0199e+10,3.1209e+10,-2e+08,7.1208e+10,7.1208e+10,7.8998e+10,4.706e+09,7.72e+08,9.22e+08,-2.73e+08,-4.58e+08,3.1e+07,1.54e+08,6.127e+09,-1.755e+09,-1.892e+09,4.381e+09,-6.273e+09,1.6e+07,-3.729e+09,-8.91e+08,-1.531e+09,8.67e+08,8.67e+08,7e+07,9.37e+08,5.894e+09,-1.45519152283669e-11,4.395e+09,0.8598,0.49593,0.45536,0.06605,0.05953,0.93451,13.37458,0.1094,0,1.61949,1.591,3.55647,24.52066,1.51343,0.06213,0.05806,-6.49627,-7.4754
"23","2018_Q1",179.551147540984,"Up",1.2972e+10,-1.611e+09,1.1361e+10,-4.009e+09,-2.06e+09,-1.374e+09,-6.86e+08,-1.949e+09,7.352e+09,1.1e+08,1.1e+08,7.462e+09,7.462e+09,-3.193e+09,4.269e+09,4.269e+09,4.269e+09,4.268e+09,4.1711e+10,8.079e+09,3.3632e+10,5.832e+09,5.832e+09,1.02e+09,1.02e+09,4.8563e+10,1.3721e+10,2.224e+10,1.884e+09,2.135e+09,3.5961e+10,8.4524e+10,3.662e+09,3.8e+08,3.282e+09,9.8e+07,9.8e+07,3.76e+09,6.417e+09,6.417e+09,6.417e+09,1.0177e+10,4.0584e+10,4.0584e+10,3.399e+10,-2.27e+08,7.4347e+10,7.4347e+10,8.4524e+10,4.269e+09,8.53e+08,5.95e+08,1.954e+09,-1.374e+09,5e+07,3.278e+09,7.671e+09,-2.263e+09,-2.717e+09,2.555e+09,-5.272e+09,-7e+06,-5.003e+09,-8.85e+08,-1.843e+09,8.25e+08,8.25e+08,4e+07,8.65e+08,8.205e+09,0,1.1089e+10,0.87581,0.56676,0.32902,0.05741,0.05049,2.59817,12.91569,0.13689,0,1.46717,1.43559,4.45926,25.55758,3.81196,0.05285,0.1373,-5.08361,-5.67342
"24","2018_Q2",180.7046875,"Up",1.1966e+10,-1.927e+09,1.0039e+10,-4.59e+09,-2.352e+09,-1.595e+09,-7.57e+08,-2.238e+09,5.449e+09,1.61e+08,1.61e+08,5.61e+09,5.61e+09,-6.22e+08,4.988e+09,4.988e+09,4.988e+09,4.987e+09,4.3956e+10,1.2082e+10,3.1874e+10,5.115e+09,5.115e+09,1.341e+09,1.341e+09,5.0412e+10,1.6211e+10,2.2322e+10,1.735e+09,2.319e+09,3.8533e+10,8.8945e+10,4.992e+09,5.93e+08,4.399e+09,9.4e+07,9.4e+07,5.086e+09,6.239e+09,6.239e+09,6.239e+09,1.1325e+10,4.1134e+10,4.1134e+10,3.678e+10,-2.94e+08,7.762e+10,7.762e+10,8.8945e+10,4.988e+09,9.49e+08,9.16e+08,1.007e+09,7.88e+08,1e+06,2.18e+08,7.86e+09,-2.812e+09,1.575e+09,5.597e+09,-4.022e+09,-5e+07,-1.287e+09,-8.29e+08,-2.603e+09,3.97e+09,3.97e+09,3.6e+07,4.006e+09,6.398e+09,9.09494701772928e-13,5.215e+09,0.83896,0.45537,0.41676,0.06425,0.05607,1.04572,9.91192,0.1459,0,1.7161,1.69338,4.11769,26.71025,1.79456,0.05947,0.06219,-6.87027,-8.0668
"25","2018_Q3",181.028571428571,"Up",1.3231e+10,-2.214e+09,1.1017e+10,-5.153e+09,-2.63e+09,-1.855e+09,-7.75e+08,-2.523e+09,5.864e+09,4e+06,4e+06,5.868e+09,5.868e+09,-7.63e+08,5.105e+09,5.105e+09,5.105e+09,5.105e+09,4.2309e+10,1.1552e+10,3.0757e+10,5.59e+09,5.59e+09,1.934e+09,1.934e+09,4.9833e+10,1.8357e+10,2.2101e+10,1.573e+09,2.265e+09,4.0458e+10,9.0291e+10,4.579e+09,4.19e+08,4.16e+09,9.1e+07,9.1e+07,4.67e+09,6.239e+09,6.239e+09,6.239e+09,1.0909e+10,4.1832e+10,4.1832e+10,3.8237e+10,-6.87e+08,7.9382e+10,7.9382e+10,9.0291e+10,5.105e+09,1.034e+09,1.297e+09,-1.138e+09,-6.27e+08,4.9e+07,-5.6e+08,6.298e+09,-3.46e+09,1.092e+09,5.353e+09,-4.261e+09,-1.6e+07,-2.384e+09,-9.22e+08,-4.271e+09,-3.57e+08,-3.57e+08,-1.85e+08,-5.42e+08,6.898e+09,0,3.063e+09,0.83267,0.4432,0.38584,0.06431,0.05654,0.6,10.67088,0.13742,0,1.76339,1.74232,4.57029,27.42038,1.05803,0.05962,0.03577,-6.13352,-7.21504
"26","2018_Q4",144.86873015873,"Down",1.3727e+10,-2.418e+09,1.1309e+10,-5.529e+09,-2.872e+09,-1.929e+09,-9.43e+08,-2.657e+09,5.78e+09,1.32e+08,1.32e+08,5.912e+09,5.912e+09,-7.75e+08,5.137e+09,5.137e+09,5.137e+09,5.139e+09,4.1206e+10,9.637e+09,3.1569e+10,6.058e+09,6.058e+09,1.883e+09,1.883e+09,4.9147e+10,2.1112e+10,2.2193e+10,1.451e+09,2.438e+09,4.3305e+10,9.2452e+10,5.347e+09,5.9e+08,4.757e+09,1.15e+08,1.15e+08,5.462e+09,6.648e+09,6.648e+09,6.648e+09,1.211e+10,4.2352e+10,4.2352e+10,3.8767e+10,-7.77e+08,8.0342e+10,8.0342e+10,9.2452e+10,5.137e+09,1.107e+09,1.069e+09,1.85e+08,-4.89e+08,3.8e+07,6.36e+08,7.498e+09,-3.342e+09,-8.3e+08,3.545e+09,-4.375e+09,-7.5e+07,-4.247e+09,-9.01e+08,-5.157e+09,-1.906e+09,-1.906e+09,-1.8e+07,-1.924e+09,6.887e+09,5.6843418860808e-14,4.505e+09,0.82385,0.42107,0.37437,0.06396,0.05559,0.87663,8.99799,0.15073,0,1.78128,1.76416,4.75806,27.84818,1.56153,0.05908,0.05179,-5.98316,-7.12907
"27","2019_Q1",159.032459016393,"Up",1.6914e+10,-2.796e+09,1.4118e+10,-6.298e+09,-3.443e+09,-2.467e+09,-9.76e+08,-2.855e+09,7.82e+09,1.51e+08,1.51e+08,7.971e+09,7.971e+09,-1.089e+09,6.882e+09,6.882e+09,6.882e+09,6.88e+09,4.1114e+10,1.0019e+10,3.1095e+10,7.587e+09,7.587e+09,1.779e+09,1.779e+09,5.048e+10,2.4683e+10,2.2171e+10,1.294e+09,2.576e+09,4.6854e+10,9.7334e+10,6.87e+09,8.2e+08,6.05e+09,1.47e+08,1.47e+08,7.017e+09,6.19e+09,6.19e+09,6.19e+09,1.3207e+10,4.2906e+10,4.2906e+10,4.1981e+10,-7.6e+08,8.4127e+10,8.4127e+10,9.7334e+10,6.882e+09,1.225e+09,1.092e+09,-1.581e+09,-1.564e+09,1.33e+08,-1.5e+08,7.618e+09,-4.301e+09,6.12e+08,2.635e+09,-2.023e+09,1.41e+08,-3.685e+09,-4.1e+07,-3.541e+09,3.92e+08,3.92e+08,-1.2e+07,3.8e+08,9.045e+09,0,4.252e+09,0.83469,0.46234,0.40676,0.08178,0.07068,0.61802,7.19396,0.15699,0,2.39388,2.37569,5.88518,29.27175,1.47947,0.07618,0.04708,-4.54549,-5.25754
"28","2019_Q2",182.71,"Up",1.5077e+10,-2.816e+09,1.2261e+10,-8.944e+09,-6.084e+09,-2.02e+09,-4.064e+09,-2.86e+09,3.317e+09,1.65e+08,1.65e+08,3.482e+09,3.482e+09,-1.053e+09,2.429e+09,2.429e+09,2.429e+09,2.429e+09,4.5243e+10,1.1076e+10,3.4167e+10,6.475e+09,6.475e+09,1.582e+09,1.582e+09,5.33e+10,2.7345e+10,2.8832e+10,1.15e+09,9.349e+09,5.6177e+10,1.09477e+11,9.121e+09,6.04e+08,8.517e+09,7.87e+08,1.42e+08,9.908e+09,1.3053e+10,1.3053e+10,1.3053e+10,2.2961e+10,4.3533e+10,4.3533e+10,4.3764e+10,-7.81e+08,8.6516e+10,8.6516e+10,1.09477e+11,2.429e+09,1.355e+09,1.199e+09,4.325e+09,1.07e+09,-9.6e+07,3.351e+09,9.308e+09,-3.837e+09,-2.881e+09,3.722e+09,-6.603e+09,72173550.0558914,-6.768e+09,-6.85e+08,-1.423e+09,1.117e+09,1.117e+09,-4.4e+07,1.073e+09,4.672e+09,-7.105427357601e-15,6.213e+09,0.81323,0.22,0.16111,0.02808,0.02219,2.55784,5.37949,0.2654,-1.03397576569128e-25,0.85049,0.84664,5.27906,30.29272,2.17542,0.0244,0.0624,-9.68386,-13.63973
"29","2019_Q3",190.07421875,"Up",1.6886e+10,-3.307e+09,1.3579e+10,-8.953e+09,-5.638e+09,-2.414e+09,-3.224e+09,-3.315e+09,4.626e+09,2.06e+08,2.06e+08,4.832e+09,4.832e+09,-2.216e+09,2.616e+09,2.616e+09,2.616e+09,2.616e+09,4.8596e+10,1.3877e+10,3.4719e+10,7.513e+09,7.513e+09,1.852e+09,1.852e+09,5.7961e+10,2.9999e+10,2.9046e+10,9.94e+08,9.718e+09,5.9045e+10,1.17006e+11,1.2093e+10,6.55e+08,1.1438e+10,8.86e+08,1.98e+08,1.2979e+10,1.5265e+10,1.5265e+10,1.5265e+10,2.8244e+10,4.4277e+10,4.4277e+10,4.4968e+10,-4.83e+08,8.8762e+10,8.8762e+10,1.17006e+11,2.616e+09,1.502e+09,1.312e+09,3.186e+09,-1.006e+09,9e+06,4.183e+09,8.616e+09,-3.633e+09,-3.13e+08,4.839e+09,-5.152e+09,-61000000.0000001,-4.01e+09,-5.44e+08,-1.831e+09,2.775e+09,2.775e+09,2.6e+07,2.801e+09,6.128e+09,0,7.897e+09,0.80416,0.27395,0.15492,0.02947,0.02236,3.01873,4.46575,0.3182,0,0.91661,0.90928,5.91661,31.10091,2.76699,0.02515,0.07591,-7.93016,-10.50497
"30","2019_Q4",193.69046875,"Up",1.7652e+10,-3.156e+09,1.4496e+10,-7.311e+09,-3.764e+09,-2.416e+09,-1.348e+09,-3.547e+09,7.185e+09,1.44e+08,1.44e+08,7.329e+09,7.329e+09,-1.238e+09,6.091e+09,6.091e+09,6.091e+09,6.091e+09,5.2269e+10,1.5979e+10,3.629e+10,7.673e+09,7.673e+09,2.137e+09,2.137e+09,6.2079e+10,3.2284e+10,3.0055e+10,8.53e+08,1.0864e+10,6.2339e+10,1.24418e+11,1.2327e+10,8.6e+08,1.1467e+10,1.001e+09,2.25e+08,1.3328e+10,1.7091e+10,1.7091e+10,1.7091e+10,3.0419e+10,4.5059e+10,4.5059e+10,4.9789e+10,-8.49e+08,9.3999e+10,9.3999e+10,1.24418e+11,6.091e+09,1.416e+09,1.453e+09,3.47e+08,-3.28e+08,8.9e+07,5.86e+08,9.307e+09,-3.532e+09,-1.569e+09,5.889e+09,-7.458e+09,6.1e+07,-5.05e+09,-7.27e+08,-2.019e+09,2.238e+09,2.238e+09,-1.56e+08,2.082e+09,8.601e+09,4.44089209850063e-16,6.654e+09,0.82121,0.40704,0.34506,0.0648,0.04896,1.09243,4.65779,0.32361,0,2.13345,2.11567,6.18284,32.92434,2.33065,0.05483,0.0599,-6.07708,-7.27474
