"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","other_investment_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","accrued_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_change_in_fixed_assets_intangibles","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",46.0853225806452,"Up",4.626e+09,-1.718e+09,2.908e+09,-1.526e+09,-5.45e+08,-9.74e+08,1.382e+09,2e+08,2e+08,1.582e+09,1.582e+09,-3.76e+08,1.206e+09,1.203e+09,1.207e+09,1.207e+09,1.3395e+10,3.412e+09,9.983e+09,1.25e+09,1.25e+09,8.2e+08,9.12e+08,4e+08,1.6377e+10,2.888e+09,1.0028e+10,3.843e+09,3.845e+09,1.677e+09,6.63e+08,2.6068e+10,4.2445e+10,1.724e+09,1.116e+09,6.08e+08,2.824e+09,5.47e+08,2.277e+09,5.516e+09,4.324e+09,3.809e+09,5.15e+08,4.324e+09,9.84e+09,1.2096e+10,1.9868e+10,6.2e+08,3.2584e+10,3.2605e+10,4.2445e+10,1.203e+09,2.21e+08,-8.9e+07,2.64e+08,-3.53e+08,-4.13e+08,-5.4e+07,-3.2e+07,-9e+07,-2.37e+08,9.22e+08,-3.99e+08,-3.99e+08,-2.532e+09,2.877e+09,-5.409e+09,-3.71e+08,-3.302e+09,-4.29e+08,-1.5e+08,2.23e+08,-3.73e+08,3.92e+08,-1.87e+08,-2.567e+09,-2.567e+09,-1.9e+07,-2.586e+09,1.603e+09,9.68e+08,1.167e+09,0.62862,0.29875,0.26092,0.03702,0.02844,0.96686,2.969,0.30179,0.02281,0.70379,0.68736,2.69738,18.99942,0.68047,0.25015,4,0.04317,0.03079,0.35543,-7.75234,-8.99204
"12","2013_Q1",49.363,"Up",4.87e+09,-1.841e+09,3.029e+09,-1.795e+09,-6.27e+08,-1.114e+09,1.234e+09,2.91e+08,2.91e+08,1.525e+09,1.525e+09,-2.86e+08,1.239e+09,1.262e+09,1.271e+09,1.271e+09,1.2374e+10,3.807e+09,8.567e+09,1.459e+09,1.459e+09,1.03e+09,7.82e+08,4.73e+08,1.5645e+10,2.851e+09,1.0053e+10,3.917e+09,2.938e+09,1.412e+09,1.786e+09,2.7367e+10,4.3012e+10,1.962e+09,1.298e+09,6.64e+08,3.34e+09,5.45e+08,2.795e+09,5.302e+09,4.165e+09,3.739e+09,4.26e+08,4.165e+09,9.467e+09,1.1956e+10,2.0701e+10,8.66e+08,3.3523e+10,3.3545e+10,4.3012e+10,1.262e+09,2.57e+08,3.02e+08,2.83e+08,1.9e+07,-4.12e+08,-2.07e+08,-1.99e+08,1.74e+08,-1.8e+08,1.409e+09,-2.5e+08,-2.5e+08,4.11e+08,5.847e+09,-5.436e+09,-1.63e+08,-2e+06,-4.25e+08,-4.85e+08,3.56e+08,-8.41e+08,-1.07e+08,-1.017e+09,3.9e+08,3.9e+08,5e+06,3.95e+08,1.491e+09,0,1.115e+09,0.62197,0.25339,0.26099,0.03789,0.02955,0.87726,2.95077,0.28222,0,0.74633,0.72878,2.85966,19.68467,0.65473,0.24956,5,0.04497,0.02957,0.33438,-8.29913,-10.02755
"13","2013_Q2",48.29390625,"Down",6.018e+09,-2.237e+09,3.781e+09,-1.693e+09,-5.87e+08,-1.106e+09,2.088e+09,2.39e+08,2.39e+08,2.327e+09,2.327e+09,-4.24e+08,1.903e+09,1.903e+09,1.906e+09,1.906e+09,1.3275e+10,4.293e+09,8.982e+09,1.647e+09,1.647e+09,1.277e+09,9.04e+08,5.95e+08,1.7103e+10,2.874e+09,9.768e+09,3.929e+09,2.826e+09,1.327e+09,1.686e+09,2.7738e+10,4.4841e+10,2.275e+09,1.657e+09,6.18e+08,2.73e+09,7.33e+08,1.997e+09,5.005e+09,4.482e+09,3.516e+09,9.66e+08,4.482e+09,9.487e+09,1.2282e+10,2.2172e+10,8.8e+08,3.5334e+10,3.5354e+10,4.4841e+10,1.903e+09,2.41e+08,3.29e+08,2.83e+08,4.6e+07,-4.98e+08,-1.85e+08,-2.47e+08,3.76e+08,-4.42e+08,1.975e+09,-2.05e+08,-2.05e+08,-1.009e+09,3.25e+09,-4.259e+09,-1.3e+07,-1.227e+09,-4.28e+08,9e+07,3.4e+08,-2.5e+08,6.3e+07,-2.75e+08,4.73e+08,4.86e+08,0,4.86e+08,2.329e+09,0,2.05e+09,0.62828,0.34696,0.31672,0.05391,0.04251,1.07555,3.41718,0.26834,0,1.11527,1.08852,3.52136,20.67525,1.19953,0.25044,7,0.05859,0.05146,0.22455,-5.69987,-6.35776
"14","2013_Q3",49.90546875,"Up",6.125e+09,-2.372e+09,3.753e+09,-1.875e+09,-6.61e+08,-1.214e+09,1.878e+09,2.58e+08,2.58e+08,2.136e+09,2.136e+09,-2.73e+08,1.863e+09,1.863e+09,1.866e+09,1.866e+09,1.3493e+10,4.093e+09,9.4e+09,1.889e+09,1.889e+09,1.484e+09,9e+08,5.82e+08,1.7766e+10,2.971e+09,9.816e+09,3.975e+09,2.735e+09,1.229e+09,1.877e+09,2.9833e+10,4.7599e+10,2.307e+09,1.628e+09,6.79e+08,2.956e+09,5.14e+08,2.442e+09,5.263e+09,4.708e+09,3.697e+09,1.011e+09,4.708e+09,9.971e+09,1.2991e+10,2.3599e+10,1.021e+09,3.7611e+10,3.7628e+10,4.7599e+10,1.863e+09,2.48e+08,1.17e+08,2.67e+08,-1.5e+08,-1.2e+07,-2.39e+08,-2.07e+08,1000000.00000006,4.33e+08,2.216e+09,-2.89e+08,-2.89e+08,-2.106e+09,2.88e+09,-4.986e+09,-4.9e+07,-2.444e+09,-4.31e+08,4.07e+08,4.07e+08,0,37999999.9999999,1.4e+07,-2.14e+08,-1.96e+08,-4e+06,-2e+08,2.126e+09,2.98023223876953e-08,2.098e+09,0.61273,0.30661,0.30465,0.04959,0.0392,1.12433,3.37564,0.26499,0,1.08299,1.05842,3.55485,21.82879,1.21764,0.25015,4,0.05426,0.04956,0.23098,-6.34666,-7.18477
"15","2013_Q4",53.9778125,"Up",6.242e+09,-2.497e+09,3.745e+09,-2.069e+09,-6.13e+08,-1.298e+09,1.676e+09,2.33e+08,2.33e+08,1.909e+09,1.909e+09,-3.31e+08,1.578e+09,1.578e+09,1.58e+09,1.58e+09,1.1461e+10,2.533e+09,8.928e+09,1.949e+09,1.949e+09,1.727e+09,8.35e+08,5.06e+08,1.5972e+10,2.974e+09,8.922e+09,3.995e+09,2.69e+09,1.446e+09,7.91e+08,3.0837e+10,4.6809e+10,2.563e+09,1.85e+09,7.13e+08,2.465e+09,4.82e+08,1.983e+09,5.028e+09,4.198e+09,3.679e+09,5.19e+08,4.198e+09,9.226e+09,1.2316e+10,2.4564e+10,6.98e+08,3.7578e+10,3.7583e+10,4.6809e+10,1.578e+09,2.55e+08,3.69e+08,2.81e+08,8.8e+07,-1.25e+08,-2.1e+07,-2.45e+08,2.21e+08,-8e+07,2.077e+09,-3.14e+08,-3.14e+08,-1.953e+09,3.572e+09,-5.525e+09,-4.9e+07,-2.316e+09,-6.04e+08,-8.22e+08,2.17e+08,-1.039e+09,1.54e+08,-1.272e+09,-1.511e+09,-1.557e+09,-3e+06,-1.56e+09,1.931e+09,0,1.823e+09,0.59997,0.2685,0.25312,0.04204,0.03375,1.1538,3.17661,0.24548,0,0.91435,0.89468,3.61227,21.74653,1.05498,0.34954,6,0.05227,0.04363,0.38228,-5.93527,-6.83831
"16","2014_Q1",57.9037704918033,"Up",6.481e+09,-2.714e+09,3.767e+09,-2.179e+09,-6.57e+08,-1.349e+09,1.588e+09,2.34e+08,2.57e+08,1.822e+09,1.822e+09,-3.21e+08,1.501e+09,1.501e+09,1.501e+09,1.501e+09,1.4966e+10,6.142e+09,8.824e+09,2.142e+09,2.142e+09,1.302e+09,1.145e+09,5.72e+08,1.9555e+10,2.995e+09,8.526e+09,3.976e+09,2.553e+09,1.059e+09,9.38e+08,2.5961e+10,4.5516e+10,2.393e+09,1.554e+09,8.39e+08,2.82e+09,5.01e+08,2.319e+09,5.213e+09,4.216e+09,3.666e+09,5.5e+08,4.216e+09,9.429e+09,9.874e+09,2.5461e+10,7.53e+08,3.6088e+10,3.6087e+10,4.5516e+10,1.501e+09,2.73e+08,2.16e+08,2.74e+08,-5.8e+07,5.2e+08,-2.35e+08,3.99e+08,-2.91e+08,6.47e+08,2.51e+09,-2.36e+08,-2.4e+08,4.666e+09,7.159e+09,-2.493e+09,-2.1e+07,4.409e+09,-5.92e+08,-2.76e+09,5.61e+08,-3.321e+09,-5.5e+07,-3.312e+09,3.607e+09,3.607e+09,2e+06,3.609e+09,1.861e+09,1.86264514923096e-09,2.466e+09,0.58124,0.24502,0.2316,0.04159,0.03298,1.6429,3.7512,0.26129,0,0.88294,0.86463,3.81235,21.22824,1.45059,0.34824,7,0.05193,0.06119,0.3944,-8.04191,-9.42443
"17","2014_Q2",61.4144444444444,"Up",6.622e+09,-2.706e+09,3.916e+09,-2.423e+09,-6.23e+08,-1.328e+09,1.493e+09,2.64e+08,2.64e+08,1.757e+09,1.757e+09,-3.13e+08,1.444e+09,1.874e+09,1.875e+09,1.875e+09,1.728e+10,8.292e+09,8.988e+09,1.327e+09,1.327e+09,1.064e+09,9.14e+08,5.1e+08,2.0585e+10,2.562e+09,8.805e+09,4.212e+09,2.49e+09,1.346e+09,7.57e+08,2.5697e+10,4.6282e+10,2.081e+09,1.375e+09,7.06e+08,3.232e+09,4.7e+08,2.762e+09,5.313e+09,3.942e+09,3.566e+09,3.76e+08,3.942e+09,9.255e+09,9.506e+09,2.6737e+10,7.84e+08,3.7027e+10,3.7027e+10,4.6282e+10,1.874e+09,2.72e+08,1.3e+08,2.82e+08,-1.52e+08,5.05e+08,7.88e+08,2.37e+08,-1.48e+08,-3.72e+08,2.781e+09,5.78e+08,-2.1e+08,1.01e+08,2.941e+09,-2.84e+09,-2.34e+08,4.45e+08,-5.9e+08,-5.61e+08,4.41e+08,-1.002e+09,7.8e+07,-1.073e+09,2.153e+09,2.149e+09,1e+06,2.15e+09,1.765e+09,0,3.161e+09,0.59136,0.22546,0.28315,0.05064,0.04051,1.68587,3.87446,0.24995,0,1.11078,1.08885,3.92299,21.93543,1.87263,0.34953,5,0.06017,0.07716,0.31467,-9.79037,-11.57401
"18","2014_Q3",59.408125,"Down",6.367e+09,-2.483e+09,3.884e+09,-1.894e+09,-5.39e+08,-1.355e+09,1.99e+09,2.82e+08,2.82e+08,2.272e+09,2.272e+09,-3.13e+08,1.959e+09,1.959e+09,1.96e+09,1.96e+09,1.6628e+10,6.337e+09,1.0291e+10,2.217e+09,2.217e+09,1.147e+09,1.016e+09,5.21e+08,2.1008e+10,2.573e+09,8.869e+09,4.226e+09,2.699e+09,1.161e+09,7.83e+08,2.6867e+10,4.7875e+10,2.29e+09,1.551e+09,7.39e+08,3.611e+09,6.25e+08,2.986e+09,5.901e+09,3.721e+09,3.367e+09,3.54e+08,3.721e+09,9.622e+09,9.347e+09,2.8097e+10,8.1e+08,3.8254e+10,3.8253e+10,4.7875e+10,1.959e+09,2.89e+08,6.6e+07,2.5e+08,-1.84e+08,-5e+08,-8.84e+08,-8.4e+07,1.83e+08,2.85e+08,1.814e+09,-5.87e+08,-5.87e+08,-2.265e+09,4.536e+09,-6.801e+09,-5.1e+07,-2.903e+09,-5.89e+08,-4.9e+08,5.12e+08,-1.002e+09,2.11e+08,-8.68e+08,-1.957e+09,-1.953e+09,-2e+06,-1.955e+09,2.279e+09,9.31322574615479e-10,1.505e+09,0.61002,0.31255,0.30784,0.05124,0.04094,0.76786,3.56007,0.25154,0,1.16114,1.1402,3.77192,22.66232,0.89159,0.34893,5,0.06073,0.03586,0.30051,-7.29618,-8.35578
"19","2014_Q4",57.1765625,"Down",6.806e+09,-2.74e+09,4.066e+09,-1.991e+09,-5.83e+08,-1.43e+09,2.075e+09,4.22e+08,4.22e+08,2.497e+09,2.497e+09,-2.6e+08,2.237e+09,2.237e+09,2.238e+09,2.238e+09,1.8153e+10,7.944e+09,1.0209e+10,2.084e+09,2.084e+09,1.185e+09,9.86e+08,5.35e+08,2.2408e+10,2.555e+09,8.829e+09,4.183e+09,2.608e+09,1.195e+09,8.43e+08,2.5947e+10,4.8355e+10,2.64e+09,1.9e+09,7.4e+08,3.381e+09,7.05e+08,2.676e+09,6.021e+09,3.547e+09,3.168e+09,3.79e+08,3.547e+09,9.568e+09,8.346e+09,2.9618e+10,8.25e+08,3.8789e+10,3.8787e+10,4.8355e+10,2.237e+09,2.92e+08,7.2e+07,2.74e+08,-2.02e+08,7.2e+07,1.39e+08,-3.7e+07,2.86e+08,-3.16e+08,2.673e+09,-1.21e+08,-1.58e+08,1.124e+09,4.886e+09,-3.762e+09,-9.7e+07,9.06e+08,-7.05e+08,-1.156e+09,1.94e+08,-1.35e+09,-1.15e+08,-1.976e+09,1.603e+09,1.603e+09,4e+06,1.607e+09,2.367e+09,0,2.578e+09,0.59741,0.30488,0.32883,0.0577,0.04628,1.15192,3.72164,0.24668,0,1.32977,1.30572,4.04397,23.04753,1.53179,0.41889,7,0.06952,0.0609,0.31501,-7.6692,-8.74843
"20","2015_Q1",55.3659016393443,"Down",6.692e+09,-2.757e+09,3.935e+09,-1.943e+09,-5.45e+08,-1.364e+09,1.992e+09,2.6e+08,2.65e+08,2.252e+09,2.252e+09,-3.58e+08,1.894e+09,1.894e+09,1.894e+09,1.894e+09,1.7565e+10,7.907e+09,9.658e+09,2.412e+09,2.412e+09,1.458e+09,9.78e+08,4.01e+08,2.2413e+10,2.487e+09,9.217e+09,4.488e+09,2.58e+09,1.174e+09,9.75e+08,2.6161e+10,4.8574e+10,2.985e+09,2.183e+09,8.02e+08,3.028e+09,7.85e+08,2.243e+09,6.013e+09,3.395e+09,2.967e+09,4.28e+08,3.395e+09,9.408e+09,7.736e+09,3.0799e+10,6.34e+08,3.9169e+10,3.9166e+10,4.8574e+10,1.894e+09,2.97e+08,1.23e+08,2.53e+08,-1.3e+08,-6.95e+08,-3.24e+08,-2.71e+08,2.98e+08,-3.98e+08,1.619e+09,-2.3e+08,-2.3e+08,5.75e+08,4.048e+09,-3.473e+09,-4.32e+08,-86999999.9999995,-7.02e+08,-9.03e+08,2.92e+08,-1.195e+09,42000000.0000001,-1.563e+09,-30999999.9999995,-3.1e+07,-6e+06,-37000000.0000005,2.289e+09,0,1.722e+09,0.58802,0.29767,0.28302,0.04836,0.03899,0.90919,3.72742,0.24021,2.16840434497101e-19,1.1321,1.11346,4,23.41243,1.02929,0.41961,5,0.06099,0.04046,0.37064,-7.67366,-8.81777
"21","2015_Q2",53.9263492063492,"Down",7.099e+09,-3.047e+09,4.052e+09,-1.988e+09,-5.83e+08,-1.352e+09,2.064e+09,2.34e+08,2.35e+08,2.298e+09,2.298e+09,-3.27e+08,1.971e+09,1.971e+09,1.972e+09,1.972e+09,1.7788e+10,6.325e+09,1.1463e+10,2.239e+09,2.239e+09,1.761e+09,9.73e+08,5.28e+08,2.2761e+10,2.531e+09,9.34e+09,4.413e+09,2.497e+09,1.329e+09,1.101e+09,2.5686e+10,4.8447e+10,3.268e+09,2.482e+09,7.86e+08,3.137e+09,8.85e+08,2.252e+09,6.405e+09,3.223e+09,2.763e+09,4.6e+08,3.223e+09,9.628e+09,6.334e+09,3.2061e+10,4.28e+08,3.8823e+10,3.8819e+10,4.8447e+10,1.971e+09,2.87e+08,1.61e+08,2.73e+08,-1.12e+08,-5.5e+07,1.73e+08,-3.03e+08,2.68e+08,-1.93e+08,2.364e+09,-2.53e+08,-2.53e+08,-1.394e+09,4.874e+09,-6.268e+09,-8.9e+07,-1.736e+09,-6.97e+08,-1.548e+09,1.16e+08,-1.664e+09,4.2e+07,-2.203e+09,-1.575e+09,-1.575e+09,-7e+06,-1.582e+09,2.351e+09,0,2.37e+09,0.57078,0.29075,0.27779,0.0508,0.0407,1.20183,3.55363,0.24802,0,1.18724,1.16963,4.27393,23.37327,1.42685,0.41963,6,0.06348,0.05637,0.35345,-7.56614,-8.61822
"22","2015_Q3",47.3053125,"Down",6.894e+09,-2.629e+09,4.265e+09,-2.929e+09,-5.45e+08,-1.374e+09,1.336e+09,2.03e+08,2.04e+08,1.539e+09,1.539e+09,-4.87e+08,1.052e+09,1.052e+09,1.053e+09,1.053e+09,1.5555e+10,5.492e+09,1.0063e+10,2.058e+09,2.058e+09,1.861e+09,1.266e+09,7.33e+08,2.074e+10,2.523e+09,9.855e+09,4.388e+09,2.482e+09,1.049e+09,1.936e+09,2.6433e+10,4.7173e+10,2.427e+09,1.683e+09,7.44e+08,2.646e+09,7.78e+08,1.868e+09,6.169e+09,3.17e+09,2.667e+09,5.03e+08,3.17e+09,9.339e+09,4.956e+09,3.2411e+10,4.72e+08,3.7839e+10,3.7834e+10,4.7173e+10,1.052e+09,3.04e+08,2.93e+08,2.49e+08,4.4e+07,-2.307e+09,1.65e+08,-1e+08,-7.76e+08,-1.596e+09,-6.58e+08,-1.96e+08,-1.96e+08,1.282e+09,4.467e+09,-3.185e+09,-4e+07,1.046e+09,-6.88e+08,-1.646e+09,3.01e+08,-1.947e+09,2.7e+07,-1.213e+09,-8.25e+08,-8.25e+08,-8e+06,-8.33e+08,1.64e+09,1.096e+09,-3.76e+08,0.61865,0.19379,0.15274,0.02783,0.02232,-0.35708,3.36197,0.24684,0.02323,0.64012,0.63167,4.19088,23.00243,-0.22857,0.41824,4,0.04135,-0.00892999999999999,0.65337,-8.81646,-10.8226
"23","2015_Q4",42.86765625,"Down",5.832e+09,-2.45e+09,3.382e+09,-2.146e+09,-6.21e+08,-1.407e+09,1.236e+09,1.63e+08,1.95e+08,1.399e+09,1.399e+09,-2.15e+08,1.184e+09,1.184e+09,1.184e+09,1.184e+09,2.1331e+10,9.987e+09,1.1344e+10,1.961e+09,1.961e+09,1.583e+09,1.053e+09,5.81e+08,2.5928e+10,2.574e+09,9.899e+09,4.259e+09,2.405e+09,1.275e+09,1.96e+09,2.6367e+10,5.2295e+10,2.109e+09,1.412e+09,6.97e+08,2.974e+09,6.8e+08,2.294e+09,6.083e+09,3.103e+09,2.576e+09,5.27e+08,1.3016e+10,1.9099e+10,0,3.2699e+10,5.03e+08,3.3202e+10,3.3196e+10,5.2295e+10,1.184e+09,2.97e+08,4.37e+08,2.71e+08,1.66e+08,1.98e+08,1e+08,2.81e+08,-2.61e+08,7.8e+07,2.116e+09,-2.05e+08,-3.66e+08,-1.135e+09,3.564e+09,-4.699e+09,-1.9e+08,-1.53e+09,-7.57e+08,-5.251e+09,1.54e+08,-5.405e+09,7e+07,3.904e+09,4.49e+09,4.49e+09,5e+06,4.495e+09,1.533e+09,1.0913e+10,1.741e+09,0.5799,0.21193,0.20302,0.03567,0.02264,1.47044,4.26237,0.57534,0.20868,0.73632,0.72683,3.62687,20.64801,1.08271,0.47077,5,0.04111,0.03688,0.63936,-6.79583,-8.4288
"24","2016_Q1",39.57,"Down",5.456e+09,-2.252e+09,3.204e+09,-2.064e+09,-5.95e+08,-1.357e+09,1.14e+09,1.11e+08,1.81e+08,1.251e+09,1.251e+09,-1.9e+08,1.061e+09,1.061e+09,1.062e+09,1.062e+09,1.7321e+10,7.56e+09,9.761e+09,1.964e+09,1.964e+09,1.492e+09,1.322e+09,6.87e+08,2.2099e+10,2.534e+09,1.2537e+10,5.479e+09,3.742e+09,1.453e+09,1.863e+09,2.8697e+10,5.0796e+10,2.161e+09,1.3e+09,8.61e+08,2.939e+09,5.83e+08,2.356e+09,6.1e+09,3.313e+09,2.496e+09,8.17e+08,1.3282e+10,1.9382e+10,0,3.1226e+10,1.95e+08,3.1421e+10,3.1414e+10,5.0796e+10,1.061e+09,3.26e+08,79999999.9999999,2.33e+08,-1.53e+08,2.17e+08,1.12e+08,2.15e+08,-1.39e+08,2.9e+07,1.684e+09,-7.4e+07,-1.79e+08,1.425e+09,3.833e+09,-2.408e+09,-2.703e+09,-1.352e+09,-7.38e+08,-2.014e+09,2.16e+08,-2.23e+09,2e+06,-2.749e+09,-2.417e+09,-2.417e+09,-1e+07,-2.427e+09,1.466e+09,1.0969e+10,1.799e+09,0.58724,0.20894,0.19465,0.03381,0.02091,1.69397,3.62279,0.61699,0.21594,0.68164,0.67471,3.50193,20.16752,1.15469,0.47368,4,0.03939,0.03937,0.69492,-4.33288,-5.57193
"25","2016_Q2",43.17609375,"Up",5.775e+09,-2.534e+09,3.241e+09,-1.556e+09,-5.78e+08,-1.352e+09,1.685e+09,2.5e+07,9.9e+07,1.71e+09,1.71e+09,-2.14e+08,1.496e+09,1.496e+09,1.498e+09,1.498e+09,1.6528e+10,6.913e+09,9.615e+09,1.323e+09,1.323e+09,1.216e+09,1.271e+09,6.64e+08,2.0338e+10,2.484e+09,1.3344e+10,5.669e+09,4.068e+09,1.616e+09,1.991e+09,2.9891e+10,5.0229e+10,2.254e+09,1.359e+09,8.95e+08,3.249e+09,6.39e+08,2.61e+09,6.503e+09,3.543e+09,2.63e+09,9.13e+08,1.3493e+10,1.9996e+10,0,3.0172e+10,6.9e+07,3.0241e+10,3.0233e+10,5.0229e+10,1.496e+09,3.64e+08,-2.35e+08,2.47e+08,-4.82e+08,1.114e+09,6.46e+08,2.91e+08,5e+07,1.27e+08,2.739e+09,1.04e+08,-1.28e+08,-6.52e+08,3.234e+09,-3.886e+09,-1.68e+08,-7.16e+08,-7.17e+08,-1.951e+09,9.9e+07,-2.05e+09,4e+06,-2.665e+09,-6.42e+08,-6.42e+08,-5e+06,-6.47e+08,2.049e+09,1.095e+10,3.481e+09,0.56121,0.29177,0.25939,0.04955,0.02982,2.32377,3.12748,0.6614,0.218,0.99734,0.98748,3.84487,20.13382,2.31758,0.47736,4,0.04952,0.07783,0.47864,-2.7223,-3.31039
"26","2016_Q3",50.28578125,"Up",5.551e+09,-2.141e+09,3.41e+09,-1.996e+09,-6.2e+08,-1.301e+09,1.414e+09,5.6e+07,1.27e+08,1.47e+09,1.47e+09,-3.06e+08,1.164e+09,1.164e+09,1.164e+09,1.164e+09,1.6402e+10,5.775e+09,1.0627e+10,1.738e+09,1.738e+09,1.427e+09,5.9e+08,5.9e+08,2.0157e+10,2.391e+09,1.393e+10,5.657e+09,3.896e+09,2.203e+09,2.174e+09,2.9903e+10,5.006e+10,2.237e+09,1.452e+09,7.85e+08,2.84e+09,7.91e+08,2.049e+09,7.026e+09,3.404e+09,2.526e+09,8.78e+08,1.3397e+10,2.0423e+10,-2.98023223876953e-08,2.9485e+10,1.6e+08,2.9645e+10,2.9637e+10,5.006e+10,1.164e+09,3.72e+08,2.85e+08,2.47e+08,3.8e+07,-1.084e+09,-3.92e+08,-2.12e+08,8.7e+07,-5.67e+08,7.37e+08,-1.25e+08,-1.25e+08,-7.38e+08,3.328e+09,-4.066e+09,1.44e+08,-7.19e+08,-7.1e+08,-1.376e+09,1.72e+08,-1.548e+09,-2e+07,-1.157e+09,-1.139e+09,-1.139e+09,1e+06,-1.138e+09,1.786e+09,1.1942e+10,8.83e+08,0.6143,0.25473,0.20969,0.03928,0.02325,0.75859,2.86892,0.6891,0.23855,0.78278,0.77704,3.73302,19.93611,0.59381,0.47747,4,0.04166,0.01963,0.60997,-2.4972,-3.15417
"27","2016_Q4",56.0030158730159,"Up",6.044e+09,-2.535e+09,3.509e+09,-1.917e+09,-6.19e+08,-1.269e+09,1.592e+09,1.01e+08,1.77e+08,1.693e+09,1.693e+09,-2.5e+08,1.443e+09,1.443e+09,1.444e+09,1.444e+09,1.711e+10,5.885e+09,1.1225e+10,1.939e+09,1.939e+09,1.338e+09,5.92e+08,5.92e+08,2.0979e+10,2.341e+09,1.3544e+10,5.657e+09,3.669e+09,2.075e+09,2.143e+09,2.9807e+10,5.0786e+10,2.446e+09,1.572e+09,8.74e+08,2.648e+09,5.35e+08,2.113e+09,6.843e+09,3.281e+09,2.426e+09,8.55e+08,1.3305e+10,2.0148e+10,1.69e+08,3.0134e+10,3.44e+08,3.0647e+10,3.0638e+10,5.0786e+10,1.443e+09,3.56e+08,1.51e+08,2.36e+08,-8.5e+07,-1.1e+08,-2.15e+08,9e+07,1.26e+08,-1.11e+08,1.84e+09,-1.36e+08,-1.36e+08,-6.65e+08,4.52e+09,-5.185e+09,7e+06,-7.94e+08,-7.81e+08,5.1e+07,1.51e+08,-1e+08,-1.3e+07,-9.43e+08,1.03e+08,1.03e+08,7e+06,1.1e+08,1.948e+09,1.1773e+10,1.952e+09,0.58058,0.2634,0.23891,0.04713,0.02843,1.3518,3.06576,0.65761,0.23182,0.98165,0.97174,4.10877,20.83413,1.32699,0.53093,7,0.0487,0.04272,0.54086,-2.73973,-3.35239
"28","2017_Q1",48.7825806451613,"Down",6.184e+09,-2.539e+09,3.645e+09,-1.841e+09,-5.68e+08,-1.229e+09,1.804e+09,1.56e+08,2.32e+08,1.96e+09,1.96e+09,-3.61e+08,1.599e+09,1.599e+09,1.599e+09,1.599e+09,1.8648e+10,5.946e+09,1.2702e+10,2.219e+09,2.219e+09,1.556e+09,5.58e+08,5.58e+08,2.2981e+10,2.306e+09,1.337e+10,5.679e+09,3.5e+09,2.03e+09,2.161e+09,2.9378e+10,5.2359e+10,2.792e+09,1.858e+09,9.34e+08,2.77e+09,5.09e+08,2.261e+09,7.311e+09,3.272e+09,2.377e+09,8.95e+08,1.328e+10,2.0591e+10,4.14e+08,3.0936e+10,4.28e+08,3.1778e+10,3.1768e+10,5.2359e+10,1.599e+09,3.36e+08,2.3e+08,2.13e+08,1.7e+07,1.51e+08,-2.71e+08,-2.18e+08,2.78e+08,3.62e+08,2.316e+09,-9.1e+07,-1.5e+08,-9.72e+08,4.083e+09,-5.055e+09,-1.96e+08,-1.259e+09,-7.82e+08,2.1e+07,2.46e+08,-2.25e+08,-2.29e+08,-9.89e+08,67999999.9999999,68000000.0000002,-7e+06,60999999.9999998,2.14e+09,1.1757e+10,2.561e+09,0.58942,0.29172,0.25857,0.05033,0.03054,1.60163,3.14335,0.64817,0.22455,1.08333,1.07243,4.1897,21.52981,1.73509,0.52981,8,0.05088,0.05473,0.48906,-3.22009,-3.81984
