"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","preferred_dividends","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repayment_of_long_term_debt_net","cash_from_long_term_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",31.9235483870968,"Up",3.734e+09,-1.694e+09,2.04e+09,-1.391e+09,-3.99e+08,-9.92e+08,6.49e+08,-1.03e+08,-1.3e+08,2.7e+07,5.46e+08,6.5e+07,6.11e+08,-2.29e+08,3.82e+08,2.15e+08,2.15e+08,-2.5e+07,1.9e+08,1.08e+09,1.08e+09,1.167e+09,1.167e+09,5.08e+08,9.52e+08,5.48e+08,4.494e+09,3.3858e+10,1.2193e+10,1.1532e+10,4.6051e+10,5.0545e+10,1.464e+09,1.257e+09,9.94e+08,1.816e+09,1.541e+09,4.274e+09,1.3708e+10,2.0543e+10,2.884e+09,5.745e+09,1.1914e+10,3.4251e+10,3.8525e+10,2.385e+09,7.806e+09,-1.68e+08,1.0023e+10,1.997e+09,1.202e+10,5.0545e+10,3.82e+08,3.99e+08,1.58e+08,1.5e+08,2.45e+08,-3.38e+08,-2e+06,4.5e+08,9.98e+08,-8.73e+08,-9.8e+08,-3.9e+07,-1.036e+09,-1.06e+08,8.9e+07,9e+07,-1e+06,0,-1e+06,-1e+06,-3.8e+07,-2e+06,-4e+07,-4e+07,-4e+07,1.048e+09,1.4702e+10,6.49e+08,0.54633,0.17381,0.05088,0.01581,0.00376,3.41579,1.05147,3.20507,0.29087,0.58282,0.5919,11.45399,30.7454,1.9908,0.32515,5,0.00626,0.01373,0.55789,12.99809,20.98921
"12","2013_Q1",33.9201666666667,"Up",3.06e+09,-8.7e+08,2.19e+09,-1.388e+09,-3.75e+08,-1.013e+09,8.02e+08,-1.08e+08,-1.31e+08,2.3e+07,6.94e+08,-3.7e+07,6.57e+08,1.54e+08,8.11e+08,-5.15e+08,-5.15e+08,-2.5e+07,-5.4e+08,1.7e+08,1.7e+08,7.62e+08,7.62e+08,3.4e+08,8.5e+08,7.21e+08,2.672e+09,3.0273e+10,1.1449e+10,1.1364e+10,4.1722e+10,4.4394e+10,1.423e+09,1.423e+09,1.75e+08,2.146e+09,1.895e+09,3.744e+09,9.231e+09,2.0228e+10,2.614e+09,6.231e+09,1.1383e+10,2.9459e+10,3.3203e+10,2.373e+09,7.146e+09,-8.7e+07,9.432e+09,1.759e+09,1.1191e+10,4.4394e+10,8.11e+08,4.47e+08,-5.9e+07,-34999999.9999999,7.4e+07,3.15e+08,-3e+06,-9e+07,1.176e+09,-1.037e+09,-1.044e+09,-5.4e+07,-1.767e+09,-1.06e+08,-2.39e+08,-2.33e+08,-6e+06,-4000000.00000003,2.98023223876953e-08,-5.96046447753906e-08,-4.9e+07,-3.74e+08,-9.65e+08,-9.65e+08,-9.65e+08,1.249e+09,9.406e+09,1.32e+08,0.71569,0.26209,-0.17647,-0.04825,-0.01216,-0.24444,0.71368,2.96694,0.21188,-1.65644,-1.60714,9.3865,28.93252,0.40491,0.32515,4,-0.01063,0.00323,-0.1963,7.39472,11.51621
"13","2013_Q2",35.07515625,"Up",2.632e+09,-8.53e+08,1.779e+09,-1.287e+09,-4.14e+08,-8.73e+08,4.92e+08,-1.08e+08,-1.31e+08,2.3e+07,3.84e+08,0,3.84e+08,-9.8e+07,2.86e+08,2.98e+08,2.98e+08,-2.7e+07,2.71e+08,1.15e+08,1.15e+08,7.97e+08,7.97e+08,3.51e+08,1.004e+09,8.67e+08,2.67e+09,3.0745e+10,1.174e+10,1.1657e+10,4.2485e+10,4.5155e+10,1.226e+09,1.1e+09,1.22e+09,1.833e+09,1.418e+09,4.279e+09,8.829e+09,2.0738e+10,2.61e+09,6.289e+09,1.1839e+10,2.9567e+10,3.3846e+10,2.38e+09,7.262e+09,-8.7e+07,9.555e+09,1.754e+09,1.1309e+10,4.5155e+10,2.86e+08,4.14e+08,2.22e+08,2.22e+08,-4.16e+08,-3.8e+07,-1.1e+07,-3.02e+08,5.06e+08,-9.79e+08,-9.79e+08,-3.5e+07,-1.014e+09,-1.1e+08,6.38e+08,2.45e+08,3.93e+08,3.94e+08,-1.3e+07,3.87e+08,-6.2e+07,4.53e+08,-5.5e+07,-5.5e+07,-5.5e+07,9.06e+08,1.0049e+10,-3.91e+08,0.67591,0.18693,0.10296,0.02396,0.006,-1.4428,0.62398,2.99284,0.22254,0.83129,0.82371,8.07362,29.30982,-1.19939,0.33742,6,0.00905,-0.00929,0.4059,10.96468,20.19106
"14","2013_Q3",33.835,"Down",3.046e+09,-1.156e+09,1.89e+09,-1.385e+09,-4.18e+08,-9.67e+08,5.05e+08,-1.15e+08,-1.34e+08,1.9e+07,3.9e+08,-5.75e+08,-1.85e+08,1.02e+08,-82999999.9999999,-7.1e+07,-70999999.9999998,-2.4e+07,-94999999.9999999,1.48e+08,1.48e+08,8.15e+08,8.15e+08,2.67e+08,1.051e+09,9.33e+08,3.022e+09,2.9376e+10,1.2629e+10,1.2554e+10,4.2005e+10,4.5027e+10,1.487e+09,1.288e+09,1.653e+09,1.748e+09,1.496e+09,4.888e+09,8.83e+09,2.0201e+10,2.234e+09,6.304e+09,1.1663e+10,2.9031e+10,3.3919e+10,2.388e+09,7.049e+09,-8.2e+07,9.355e+09,1.753e+09,1.1108e+10,4.5027e+10,-83000000.0000001,4.18e+08,6.44e+08,6.44e+08,-2.24e+08,-9000000.00000003,8.4e+07,-4.52e+08,7.55e+08,-8.55e+08,-8.55e+08,-1.6e+08,-1.015e+09,-1.1e+08,2.35e+08,4.33e+08,-1.98e+08,0,0,-5.96046447753906e-08,1.68e+08,2.93e+08,3.3e+07,3.3e+07,3.3e+07,9.23e+08,1.0483e+10,-2.58e+08,0.62049,0.16579,-0.03119,-0.00854999999999998,-0.00211,2.71579,0.61825,3.05356,0.23282,-0.29141,-0.291410000000001,9.34356,28.69632,-0.79141,0.33742,5,0.000359999999999999,-0.00617,-1.15789,11.19718,20.46535
"15","2013_Q4",34.054375,"Up",3.96e+09,-1.809e+09,2.151e+09,-1.361e+09,-3.92e+08,-9.69e+08,7.9e+08,-1.26e+08,-1.37e+08,1.1e+07,6.64e+08,0,6.64e+08,-1.77e+08,4.87e+08,4.62e+08,4.62e+08,-2.4e+07,4.38e+08,6.1e+08,6.1e+08,1.174e+09,1.174e+09,2.72e+08,7.49e+08,6.75e+08,3.603e+09,2.9809e+10,1.3286e+10,1.3079e+10,4.3095e+10,4.6698e+10,1.342e+09,1.24e+09,1.929e+09,2.118e+09,1.682e+09,5.389e+09,9.232e+09,2.0635e+10,2.237e+09,6.546e+09,1.1852e+10,2.9867e+10,3.5256e+10,2.397e+09,7.371e+09,-7.9e+07,9.689e+09,1.753e+09,1.1442e+10,4.6698e+10,4.87e+08,3.92e+08,1.18e+08,1.18e+08,-1.88e+08,-3.59e+08,-5e+06,1.09e+08,8.09e+08,-9.27e+08,-9.27e+08,5.1e+07,-8.76e+08,-1.1e+08,6.72e+08,6.74e+08,-2e+06,0,0,0,-3.3e+07,5.29e+08,4.62e+08,4.62e+08,4.62e+08,1.182e+09,1.1161e+10,2.44e+08,0.54318,0.19949,0.11061,0.03828,0.00938,0.55708,0.66858,3.08128,0.239,1.34356,1.31928,12.14724,29.72086,0.74847,0.33742,6,0.01267,0.00564,0.25114,8.9264,13.3557
"16","2014_Q1",36.1716393442623,"Up",2.943e+09,-1.073e+09,1.87e+09,-1.371e+09,-3.98e+08,-9.73e+08,4.99e+08,-1.45e+08,-1.42e+08,-3e+06,3.54e+08,4e+06,3.58e+08,-68999999.9999999,2.89e+08,3.26e+08,3.26e+08,-2.5e+07,3.01e+08,1.46e+08,1.46e+08,8.38e+08,8.38e+08,2.56e+08,1.476e+09,9.33e+08,3.312e+09,3.0455e+10,1.2879e+10,1.2628e+10,4.3334e+10,4.6646e+10,1.407e+09,1.407e+09,8.1e+08,2.664e+09,2.154e+09,4.881e+09,9.825e+09,2.0249e+10,1.378e+09,7.346e+09,1.1525e+10,3.0074e+10,3.4955e+10,2.403e+09,7.548e+09,-1.3e+07,9.938e+09,1.753e+09,1.1691e+10,4.6646e+10,2.89e+08,4.72e+08,-45999999.9999999,-46000000.0000001,1.82e+08,3.5e+08,1.2e+07,-69999999.9999999,8.97e+08,-6.57e+08,-8.38e+08,-1e+07,-6.67e+08,-1.1e+08,-3.62e+08,-1.32e+09,9.58e+08,1.774e+09,7.45058059692383e-09,2.98023223876953e-08,-2.22e+08,-6.94e+08,-4.64e+08,-4.64e+08,-4.64e+08,9.71e+08,1.0635e+10,5.65e+08,0.63541,0.16955,0.10228,0.02575,0.00645,1.87708,0.67855,2.98991,0.22799,0.92331,0.91489,9.02761,30.48466,1.73313,0.33742,5,0.00965,0.01327,0.36545,10.80227,21.02004
"17","2014_Q2",40.955873015873,"Up",2.926e+09,-1.143e+09,1.783e+09,-1.221e+09,-4.1e+08,-8.11e+08,5.62e+08,-1.26e+08,-1.41e+08,1.5e+07,4.36e+08,-2.31e+08,2.05e+08,1.9e+07,2.24e+08,2.02e+08,2.02e+08,-2.6e+07,1.76e+08,1.49e+08,1.49e+08,7.25e+08,7.25e+08,2.68e+08,1.802e+09,1.321e+09,3.52e+09,3.0817e+10,1.3051e+10,1.2811e+10,4.3868e+10,4.7388e+10,1.116e+09,1.116e+09,1.212e+09,2.229e+09,1.663e+09,4.557e+09,9.825e+09,2.1004e+10,1.36e+09,7.437e+09,1.2207e+10,3.0829e+10,3.5386e+10,2.417e+09,7.573e+09,-1.1e+07,9.979e+09,2.023e+09,1.2002e+10,4.7388e+10,2.24e+08,4.32e+08,3.12e+08,3.12e+08,-4.03e+08,1.12e+08,-1.2e+07,-4.4e+08,5.65e+08,-9.4e+08,-9.4e+08,-1.02e+08,-1.042e+09,-1.16e+08,3.98e+08,4.01e+08,-3e+06,-1e+06,2.7e+08,2.7e+08,-7.2e+07,4.8e+08,3e+06,3e+06,3e+06,9.94e+08,1.1037e+10,-3.68e+08,0.60936,0.19207,0.06015,0.01466,0.00371,-2.09091,0.77244,2.94834,0.23291,0.53988,0.53495,8.97546,30.61043,-1.12883,0.35583,5,0.00663,-0.00836,0.65909,10.95372,19.37367
"18","2014_Q3",42.01765625,"Up",3.017e+09,-1.239e+09,1.778e+09,-1.203e+09,-4.14e+08,-7.89e+08,5.75e+08,-1.09e+08,-1.4e+08,3.1e+07,4.66e+08,0,4.66e+08,-8.4e+07,3.82e+08,5.66e+08,5.66e+08,-3e+07,5.36e+08,1.9e+08,1.9e+08,1.034e+09,1.034e+09,2.77e+08,2.18e+09,1.698e+09,4.551e+09,3.1364e+10,1.2949e+10,1.2732e+10,4.4313e+10,4.8864e+10,1.306e+09,1.306e+09,2.153e+09,2.314e+09,2.043e+09,5.773e+09,9.926e+09,2.0762e+10,1.327e+09,6.709e+09,1.2726e+10,3.0688e+10,3.6461e+10,2.434e+09,7.96e+09,-1.3e+07,1.0381e+10,2.022e+09,1.2403e+10,4.8864e+10,3.82e+08,4.32e+08,-1.3e+08,-1.3e+08,-6.41e+08,-2.97e+08,-9e+06,-5.14e+08,4.3e+07,-9.16e+08,-9.16e+08,2.6e+07,-8.9e+08,-1.15e+08,1.037e+09,6.42e+08,3.95e+08,3.97e+08,-1e+06,-999999.99999994,-3.3e+07,8.88e+08,40999999.9999999,40999999.9999999,40999999.9999999,1.007e+09,1.2079e+10,-4.66e+08,0.58933,0.19059,0.17766,0.04322,0.01097,-0.869399999999999,0.78832,2.93969,0.2472,1.64417,1.62918,9.2546,31.84356,-1.42945,0.35276,4,0.01439,-0.0103,0.21455,11.80636,20.67652
"19","2014_Q4",45.99265625,"Up",4.355e+09,-2.181e+09,2.174e+09,-1.304e+09,-4.24e+08,-8.8e+08,8.7e+08,-1.3e+08,-1.41e+08,1.1e+07,7.4e+08,3e+06,7.43e+08,-2.19e+08,5.24e+08,5.08e+08,5.08e+08,-2.8e+07,4.8e+08,1.42e+08,1.42e+08,1.218e+09,1.218e+09,2.75e+08,1.865e+09,1.637e+09,4.498e+09,3.2021e+10,1.2956e+10,1.2711e+10,4.4977e+10,4.9475e+10,1.455e+09,1.455e+09,2.053e+09,2.341e+09,1.996e+09,5.849e+09,1.0133e+10,2.0735e+10,1.454e+09,6.762e+09,1.2519e+10,3.0868e+10,3.6717e+10,2.445e+09,8.314e+09,-2.3e+07,1.0736e+10,2.022e+09,1.2758e+10,4.9475e+10,5.24e+08,4.48e+08,1.93e+08,1.93e+08,2.54e+08,-1.84e+08,2e+06,3.41e+08,1.419e+09,-1e+09,-1e+09,-4e+06,-1.004e+09,-1.16e+08,-3.07e+08,9.5e+07,-4.02e+08,-1e+06,0,0,-4e+07,-4.63e+08,-4.8e+07,-4.8e+07,-4.8e+07,1.318e+09,1.2186e+10,7.91e+08,0.4992,0.19977,0.11022,0.03762,0.0097,1.64792,0.76902,2.87796,0.24631,1.47239,1.45897,13.3589,32.93252,2.42638,0.35583,7,0.01305,0.01732,0.24167,9.13809,13.84368
"20","2015_Q1",48.5852459016393,"Up",3.115e+09,-1.03e+09,2.085e+09,-1.463e+09,-4.72e+08,-9.91e+08,6.22e+08,-1.28e+08,-1.38e+08,1e+07,4.94e+08,7.1e+07,5.65e+08,-1.59e+08,4.06e+08,4.45e+08,4.48e+08,-2.8e+07,4.2e+08,1.32e+08,1.32e+08,7.9e+08,7.9e+08,2.81e+08,1.732e+09,1.63e+09,3.567e+09,3.2981e+10,1.3186e+10,1.2967e+10,4.6167e+10,4.9734e+10,1.58e+09,1.58e+09,1.795e+09,2.104e+09,1.827e+09,5.479e+09,1.0234e+10,2.1033e+10,2.155e+09,6.861e+09,1.2017e+10,3.1267e+10,3.6746e+10,2.445e+09,8.573e+09,-5.8e+07,1.096e+10,2.028e+09,1.2988e+10,4.9734e+10,4.06e+08,5.03e+08,72999999.9999999,7.3e+07,2.39e+08,4.33e+08,-6e+06,8999999.99999988,1.221e+09,-1.05e+09,-1.05e+09,7.9e+07,-9.71e+08,-1.16e+08,-1.62e+08,-59000000.0000001,-1.03e+08,9.9e+07,0,0,1.8e+07,-2.6e+08,-9999999.99999999,-9999999.99999999,-9999999.99999999,1.125e+09,1.2029e+10,4.73e+08,0.66934,0.19968,0.13483,0.03234,0.00844,1.12619,0.65103,2.82923,0.24187,1.28834,1.2766,9.55521,33.61963,1.45092,0.35583,6,0.01164,0.01027,0.27619,10.57511,19.12701
"21","2015_Q2",45.0444444444444,"Down",2.512e+09,-7.86e+08,1.726e+09,-1.188e+09,-4.63e+08,-7.25e+08,5.38e+08,-1.14e+08,-1.43e+08,2.9e+07,4.24e+08,56430844.4372327,4.24e+08,-1.06e+08,3.18e+08,3.18e+08,3.27e+08,-2.8e+07,2.99e+08,1.15e+08,1.15e+08,7.52e+08,7.52e+08,2.9e+08,1.987e+09,1.534e+09,3.78e+09,3.3372e+10,1.3426e+10,1.3214e+10,4.6798e+10,5.0578e+10,1.203e+09,1.203e+09,1.44e+09,1.928e+09,1.625e+09,4.571e+09,1.1133e+10,2.1773e+10,2.176e+09,7.415e+09,1.2182e+10,3.2906e+10,3.7477e+10,2.46e+09,8.675e+09,-5.9e+07,1.1076e+10,2.025e+09,1.3101e+10,5.0578e+10,3.18e+08,4.85e+08,8.5e+07,8.5e+07,7.6e+07,3.1e+07,-1e+07,-8e+06,9.64e+08,-1.268e+09,-1.268e+09,-2.6e+07,-1.294e+09,-1.36e+08,5.13e+08,-3.55e+08,8.68e+08,1.287e+09,0,0,-6.4e+07,3.13e+08,-1.7e+07,-1.7e+07,-1.7e+07,1.023e+09,1.2573e+10,-6.3e+07,0.6871,0.21417,0.11903,0.02282,0.00591,-0.2107,0.82695,2.86062,0.24859,0.91718,0.90881,7.70552,33.97546,-0.19325,0.41718,6,0.00917,-0.00133,0.45485,12.17791,23.15613
"22","2015_Q3",44.86,"Down",2.908e+09,-1.078e+09,1.83e+09,-1.308e+09,-4.82e+08,-8.26e+08,5.22e+08,-1.09e+08,-1.38e+08,2.9e+07,4.13e+08,0,4.13e+08,-6999999.99999999,4.06e+08,4.06e+08,4.07e+08,-2.8e+07,3.79e+08,1.39e+08,1.39e+08,7.68e+08,7.68e+08,2.76e+08,1.87e+09,1.503e+09,3.906e+09,3.3726e+10,1.3607e+10,1.3413e+10,4.7333e+10,5.1239e+10,1.294e+09,1.294e+09,1.619e+09,1.923e+09,1.725e+09,4.836e+09,1.1265e+10,2.1788e+10,2.176e+09,7.599e+09,1.2013e+10,3.3053e+10,3.7889e+10,2.472e+09,8.909e+09,-5.6e+07,1.1325e+10,2.025e+09,1.335e+10,5.1239e+10,4.06e+08,5.02e+08,2.6e+07,2.6e+07,-1.3e+08,1e+06,1.5e+07,-2.13e+08,8.04e+08,-9.29e+08,-9.29e+08,-1.1e+07,-9.4e+08,-1.36e+08,3.06e+08,4.8e+08,-1.74e+08,1.28e+08,0,1.49011611938477e-08,-9999999.99999999,1.6e+08,2.4e+07,2.4e+07,2.4e+07,1.024e+09,1.2884e+10,-2.8e+07,0.6293,0.1795,0.13033,0.02839,0.0074,-0.0738800000000001,0.80769,2.83813,0.25145,1.16258,1.15549,8.92025,34.73926,-0.08589,0.41718,6,0.01072,-0.000579999999999999,0.35884,12.44629,24.41571
"23","2015_Q4",46.4940625,"Up",3.763e+09,-1.784e+09,1.979e+09,-1.369e+09,-5.06e+08,-8.63e+08,6.1e+08,-1.23e+08,-1.39e+08,1.6e+07,4.87e+08,0,4.87e+08,-8.2e+07,4.05e+08,4.48e+08,4.49e+08,-2.8e+07,4.21e+08,1.34e+08,1.34e+08,1.211e+09,1.211e+09,2.7e+08,1.152e+09,9.19e+08,3.792e+09,3.4202e+10,1.3276e+10,1.3088e+10,4.7478e+10,5.127e+10,1.33e+09,1.33e+09,1.449e+09,2.46e+09,2.173e+09,5.239e+09,1.0957e+10,2.1443e+10,2.175e+09,7.698e+09,1.157e+10,3.24e+10,3.7639e+10,2.475e+09,9.18e+09,-5.5e+07,1.16e+10,2.031e+09,1.3631e+10,5.127e+10,4.05e+08,5.28e+08,-4.02e+08,-4.02e+08,5.34e+08,-4.44e+08,5e+06,9.39e+08,1.065e+09,-9.37e+08,-9.37e+08,3.14e+08,-6.23e+08,-1.36e+08,-2.77e+08,-2.37e+08,-4e+07,0,-6e+06,3.19e+08,-2.8e+07,-4.47e+08,-5e+06,-5e+06,-5e+06,1.138e+09,1.2406e+10,8.17e+08,0.52591,0.1621,0.11188,0.03089,0.00821,1.94062,0.7238,2.76128,0.24197,1.29141,1.28354,11.54294,35.58282,2.50613,0.41718,5,0.01173,0.01721,0.32304,10.78383,20.11803
"24","2016_Q1",49.7203278688525,"Up",2.341e+09,-6.18e+08,1.723e+09,-1.38e+09,-4.68e+08,-9.12e+08,3.43e+08,-9.4e+07,-1.35e+08,4.1e+07,2.49e+08,-5e+06,2.44e+08,-2.91e+08,-4.7e+07,-5.5e+07,-50000000.0000001,-2.9e+07,-78999999.9999999,1.61e+08,1.61e+08,7.71e+08,7.71e+08,2.67e+08,8.9e+08,8.11e+08,2.654e+09,3.5085e+10,1.249e+10,1.2406e+10,4.7575e+10,5.0229e+10,1.31e+09,1.31e+09,9.9e+08,2.627e+09,2.337e+09,4.927e+09,1.0883e+10,2.1025e+10,1.759e+09,7.48e+09,1.1786e+10,3.1908e+10,3.6835e+10,2.484e+09,8.94e+09,-5.6e+07,1.1368e+10,2.026e+09,1.3394e+10,5.0229e+10,-47000000.0000001,4.9e+08,25999999.9999999,26000000.0000001,1.207e+09,4.61e+08,4e+06,8.98e+08,1.676e+09,-1.091e+09,-1.091e+09,5.6e+07,-1.035e+09,-1.36e+08,-4.56e+08,-4.6e+08,4000000.00000003,4999999.99999997,1.28e+08,1.28e+08,-1.5e+08,-6.14e+08,2.7e+07,2.7e+07,2.7e+07,8.33e+08,1.1873e+10,1.24e+09,0.73601,0.14652,-0.03375,-0.0059,-0.00157,-15.6962,0.53866,2.75011,0.23638,-0.24233,-0.23867,7.18098,34.87117,3.80368,0.41718,3,0.00123,0.02679,-1.72152,14.06002,34.14577
"25","2016_Q2",55.4,"Up",2.44e+09,-7.94e+08,1.646e+09,-1.198e+09,-4.77e+08,-7.21e+08,4.48e+08,-1.15e+08,-1.4e+08,2.5e+07,3.33e+08,0,3.33e+08,-2.8e+07,3.05e+08,3.06e+08,3.11e+08,-3e+07,2.81e+08,1.37e+08,1.37e+08,6.49e+08,6.49e+08,2.68e+08,8.61e+08,7.96e+08,2.427e+09,3.5464e+10,1.2568e+10,1.249e+10,4.8032e+10,5.0459e+10,9.38e+08,9.38e+08,6.58e+08,2.637e+09,2.266e+09,4.233e+09,1.1243e+10,2.1348e+10,1.771e+09,7.699e+09,1.1878e+10,3.2591e+10,3.6824e+10,2.491e+09,9.002e+09,-5.4e+07,1.1439e+10,2.196e+09,1.3635e+10,5.0459e+10,3.05e+08,4.99e+08,-9.6e+07,-9.6e+07,1.47e+08,1.17e+08,-1e+06,2.15e+08,8.55e+08,-9.51e+08,-9.51e+08,1.17e+08,-8.34e+08,-1.56e+08,2.5e+07,-3.32e+08,3.57e+08,3.97e+08,1.69e+08,2.94e+08,-8.3e+07,-4.5e+07,-2.4e+07,-2.4e+07,-2.4e+07,9.47e+08,1.1901e+10,1.71e+08,0.67459,0.18361,0.11516,0.02061,0.00557,0.60854,0.57335,2.7007,0.23585,0.86196,0.85671,7.48466,35.08896,0.52454,0.47853,4,0.00932,0.00365,0.55516,12.42239,26.25893
"26","2016_Q3",58.26671875,"Up",2.778e+09,-1.064e+09,1.714e+09,-1.312e+09,-5.05e+08,-8.07e+08,4.02e+08,-1.23e+08,-1.44e+08,2.1e+07,2.79e+08,-2.1e+07,2.58e+08,5.2e+07,3.1e+08,3.08e+08,3.11e+08,-3.1e+07,2.8e+08,1.11e+08,1.11e+08,8.01e+08,8.01e+08,3.08e+08,7.57e+08,6.92e+08,2.659e+09,3.5777e+10,1.2761e+10,1.2692e+10,4.8538e+10,5.1197e+10,1.166e+09,1.166e+09,1.496e+09,2.487e+09,2.218e+09,5.149e+09,1.0845e+10,2.1455e+10,1.774e+09,7.892e+09,1.1789e+10,3.23e+10,3.7449e+10,2.499e+09,9.111e+09,-5.3e+07,1.1557e+10,2.191e+09,1.3748e+10,5.1197e+10,3.1e+08,5.26e+08,-1.18e+08,-1.18e+08,-1.41e+08,-1.5e+08,-4e+07,-2.02e+08,5.77e+08,-8.77e+08,-8.77e+08,3e+07,-8.47e+08,-1.57e+08,4.37e+08,4.38e+08,-1e+06,0,0,0,-3.6e+07,2.44e+08,-2.6e+07,-2.6e+07,-2.6e+07,9.28e+08,1.2341e+10,-1.42e+08,0.61699,0.14471,0.10079,0.02037,0.00547,-0.507140000000001,0.51641,2.72396,0.24105,0.8589,0.85106,8.52147,35.45092,-0.43558,0.4816,4,0.00919,-0.00299,0.56071,13.17888,30.42289
"27","2016_Q4",55.1668253968254,"Down",3.767e+09,-1.718e+09,2.049e+09,-1.353e+09,-5.22e+08,-8.31e+08,6.96e+08,-1.25e+08,-1.47e+08,2.2e+07,5.71e+08,0,5.71e+08,-1.2e+08,4.51e+08,4.51e+08,4.52e+08,-3.1e+07,4.21e+08,8.4e+07,8.4e+07,9.99e+08,9.99e+08,3.1e+08,6.42e+08,5.82e+08,2.605e+09,3.6231e+10,1.2721e+10,1.2654e+10,4.8952e+10,5.1557e+10,1.18e+09,1.18e+09,1.638e+09,2.524e+09,2.171e+09,5.342e+09,1.0407e+10,2.1803e+10,1.776e+09,8.177e+09,1.185e+10,3.221e+10,3.7552e+10,2.503e+09,9.362e+09,-5.1e+07,1.1814e+10,2.191e+09,1.4005e+10,5.1557e+10,4.51e+08,5.5e+08,-8.1e+07,-8.1e+07,1.5e+08,-2.02e+08,-2e+06,2.7e+08,1.07e+09,-9.45e+08,-9.45e+08,1.49e+08,-7.96e+08,-1.56e+08,-8.8e+07,-4.6e+07,-4.2e+07,0,1.02e+08,1.02e+08,-1.59e+08,-3.01e+08,-2.7e+07,-2.7e+07,-2.7e+07,1.246e+09,1.2045e+10,5.71e+08,0.54393,0.18476,0.11176,0.03006,0.00817,1.35629,0.48765,2.68133,0.23362,1.29141,1.27964,11.55521,36.23926,1.75153,0.47853,5,0.01206,0.01193,0.37055,9.59952,17.18534
"28","2017_Q1",59.7412903225806,"Up",2.884e+09,-9.51e+08,1.933e+09,-1.366e+09,-5.03e+08,-8.63e+08,5.67e+08,-1.39e+08,-1.5e+08,1.1e+07,4.28e+08,5.58793544769287e-09,4.28e+08,-8.1e+07,3.47e+08,3.6e+08,3.6e+08,-3.1e+07,3.29e+08,9.6e+07,9.6e+07,7.14e+08,7.14e+08,2.39e+08,7.04e+08,5.27e+08,2.123e+09,3.7e+10,1.2196e+10,1.2196e+10,4.9196e+10,5.1319e+10,1.342e+09,1.342e+09,2.288e+09,2.282e+09,2.016e+09,5.912e+09,1.0175e+10,2.104e+10,1.354e+09,8.327e+09,1.1359e+10,3.1215e+10,3.7127e+10,2.505e+09,9.544e+09,-5.3e+07,1.1996e+10,2.196e+09,1.4192e+10,5.1319e+10,3.47e+08,5.23e+08,4.3e+07,4.3e+07,-1.59e+08,2.87e+08,5.1e+07,-3.81e+08,7.54e+08,-9.61e+08,-9.61e+08,2.2e+07,-9.39e+08,-1.57e+08,4.14e+08,5.51e+08,-1.37e+08,0,3.3e+07,3.3e+07,-9.3e+07,1.97e+08,1.2e+07,1.2e+07,1.2e+07,1.09e+09,1.2463e+10,5.1e+07,0.67025,0.1966,0.11408,0.02318,0.00641,0.15502,0.3591,2.61605,0.24285,1.0092,0.98503,8.84663,36.79755,0.15644,0.4816,6,0.01019,0.00107,0.4772,11.34587,21.81129
