"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","interest_dividends_payable","short_term_debt","current_portion_of_long_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","long_term_borrowings","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2013_Q4",22.8003125,"Down",3.756e+09,-1.543e+09,2.213e+09,-1.172e+09,-1.58e+08,-4.67e+08,-5.47e+08,1.041e+09,-3.07e+08,-4.18e+08,1e+08,1.1e+07,7.34e+08,-1.2e+07,7.22e+08,-1.71e+08,5.51e+08,5.51e+08,-2.65e+08,2.86e+08,2.86e+08,8.16e+08,8.16e+08,1.42e+09,1.42e+09,4.35e+08,9.2e+08,4.92e+08,3.591e+09,3.5275e+10,6.044e+09,2.9665e+10,2.4494e+10,2.474e+09,2.697e+09,7.0984e+10,7.4575e+10,1.818e+09,1.427e+09,3.91e+08,2.973e+09,2.973e+09,1.624e+09,1.624e+09,6.415e+09,3.0814e+10,3.0814e+10,9.044e+09,4.73e+09,3.9858e+10,4.6273e+10,1.4646e+10,1.4636e+10,-1.284e+09,-9.7e+07,1.3265e+10,1.5037e+10,2.8302e+10,7.4575e+10,5.51e+08,4.67e+08,-6.2e+07,1.02e+08,1.058e+09,-8.74e+08,-5.5e+07,-9.36e+08,-4.17e+08,-5.8e+07,4.76e+08,-3.31e+08,-2.09e+08,-2.09e+08,-2.01e+08,1.508e+09,3.3787e+10,9.07e+08,0.58919,0.27716,0.07614,0.01011,0.00384,3.17133,0.55978,1.63497,0.45306,0.27606,0.27606,3.62548,12.80405,0.87548,0.40251,0.00988,0.01275,1.45804,21.86406,31.67243
"12","2014_Q1",22.0640983606557,"Down",3.872e+09,-1.486e+09,2.386e+09,-1.324e+09,-1.32e+08,-4.79e+08,-7.13e+08,1.062e+09,-3.12e+08,-4.28e+08,9.8e+07,1.8e+07,7.5e+08,2.3e+07,7.73e+08,-6.7e+07,7.06e+08,7.04e+08,-3.66e+08,3.38e+08,3.38e+08,5.98e+08,5.98e+08,1.721e+09,1.721e+09,4.3e+08,1.119e+09,4.36e+08,3.868e+09,3.5847e+10,5.951e+09,2.9519e+10,2.4504e+10,2.438e+09,2.577e+09,7.1317e+10,7.5185e+10,2.825e+09,1.676e+09,5.65e+08,2.306e+09,2.306e+09,9.44e+08,9.44e+08,6.075e+09,3.181e+10,3.181e+10,9.015e+09,4.364e+09,4.0825e+10,4.69e+10,1.4489e+10,1.4479e+10,-1.372e+09,-2.4e+07,1.3093e+10,1.5192e+10,2.8285e+10,7.5185e+10,7.04e+08,4.79e+08,2.26e+08,-7.9e+07,1.33e+09,-1.173e+09,1.04e+08,-1.069e+09,-4.26e+08,1.924e+09,-1.794e+09,-4.7e+08,-2.09e+08,-2.09e+08,-2.18e+08,1.541e+09,3.4116e+10,3.56e+08,0.61622,0.27428,0.08729,0.01195,0.0045,1.05325,0.63671,1.65812,0.45376,0.32625,0.32625,3.73745,12.63803,0.34363,0.4112,0.0107,0.00498,1.26036,21.75081,31.56121
"13","2014_Q2",22.5188888888889,"Up",4.047e+09,-1.643e+09,2.404e+09,-1.257e+09,-1.72e+08,-4.96e+08,-5.89e+08,1.147e+09,-3.36e+08,-4.48e+08,9.9e+07,1.3e+07,8.11e+08,-1e+07,8.01e+08,-2e+08,6.01e+08,6.01e+08,-3.14e+08,2.87e+08,2.87e+08,5.13e+08,5.13e+08,1.645e+09,1.645e+09,4.17e+08,1.087e+09,6.39e+08,3.662e+09,3.6952e+10,5.962e+09,2.9478e+10,2.4563e+10,2.403e+09,2.512e+09,7.2392e+10,7.6054e+10,2.619e+09,1.575e+09,4.11e+08,2.412e+09,2.412e+09,1.037e+09,1.037e+09,6.068e+09,3.283e+10,3.283e+10,8.722e+09,4.123e+09,4.1552e+10,4.762e+10,1.4372e+10,1.4362e+10,-1.51e+09,-6.2e+07,1.28e+10,1.5634e+10,2.8434e+10,7.6054e+10,6.01e+08,4.96e+08,1.3e+07,8e+06,1.118e+09,-8.45e+08,1.6e+07,-1.819e+09,-4.25e+08,1.007e+09,1.93e+08,6.26e+08,-7.5e+07,-7.5e+07,-8.5e+07,1.643e+09,3.5242e+10,1.006e+09,0.59402,0.28342,0.07092,0.01009,0.00377,3.50523,0.60349,1.67476,0.46338,0.27891,0.27891,3.93294,12.43926,0.97765,0.41302,0.00983,0.0139,1.48084,21.13755,30.27812
"14","2014_Q3",25.65625,"Up",3.937e+09,-1.61e+09,2.327e+09,-1.311e+09,-1.54e+08,-5.02e+08,-6.55e+08,1.016e+09,-3.27e+08,-4.4e+08,1e+08,1.3e+07,6.89e+08,-1.4e+07,6.75e+08,-1.78e+08,4.97e+08,4.97e+08,-2.13e+08,2.84e+08,2.84e+08,3.63e+08,3.63e+08,1.633e+09,1.633e+09,4.6e+08,9.11e+08,5.82e+08,3.367e+09,3.7607e+10,5.862e+09,2.9528e+10,2.4653e+10,2.367e+09,2.508e+09,7.2997e+10,7.6364e+10,2.753e+09,1.501e+09,6e+08,2.623e+09,2.623e+09,1.111e+09,1.111e+09,6.487e+09,3.2548e+10,3.2548e+10,8.674e+09,4.12e+09,4.1222e+10,4.7709e+10,1.4349e+10,1.4339e+10,-1.661e+09,-6.8e+07,1.262e+10,1.6035e+10,2.8655e+10,7.6364e+10,4.97e+08,5.02e+08,4.2e+07,4.4e+07,1.085e+09,-8.72e+08,-1.3e+07,-8.88e+08,-4.35e+08,-7.1e+07,1.96e+08,-3.53e+08,-1.56e+08,-1.56e+08,-1.5e+08,1.518e+09,3.5171e+10,8.68e+08,0.59106,0.25806,0.07214,0.00991,0.00372,3.05634,0.51904,1.66495,0.46057,0.27626,0.27626,3.82977,12.27626,0.84436,0.42315,0.00992,0.01197,1.53169,22.93017,34.25984
"15","2014_Q4",26.8846875,"Up",4.291e+09,-1.642e+09,2.649e+09,-1.317e+09,-1.35e+08,-5.2e+08,-6.62e+08,1.332e+09,-2.95e+08,-4.32e+08,1.07e+08,3e+07,1.037e+09,-1.2e+07,1.025e+09,-2.46e+08,7.79e+08,7.79e+08,-4.5e+08,3.29e+08,3.29e+08,4.72e+08,4.72e+08,1.696e+09,1.696e+09,4.61e+08,8.57e+08,6.35e+08,3.486e+09,3.81e+10,6.041e+09,2.9491e+10,2.4642e+10,2.337e+09,2.512e+09,7.3632e+10,7.7118e+10,2.648e+09,1.543e+09,4.21e+08,2.307e+09,2.307e+09,1.13e+09,1.13e+09,6.085e+09,3.3745e+10,3.3745e+10,8.519e+09,3.914e+09,4.2264e+10,4.8349e+10,1.4371e+10,1.4361e+10,-1.776e+09,-5e+07,1.2545e+10,1.6224e+10,2.8769e+10,7.7118e+10,7.79e+08,5.2e+08,2e+07,-3e+07,1.289e+09,-9.61e+08,-2.45e+08,-1.313e+09,-4.44e+08,8.78e+08,-2.96e+08,1.38e+08,1.14e+08,1.14e+08,1.09e+08,1.852e+09,3.6052e+10,1.107e+09,0.61734,0.31042,0.07667,0.01144,0.00427,3.36474,0.57288,1.68059,0.46749,0.32004,0.32004,4.17412,12.20331,1.07685,0.43191,0.01054,0.01509,1.34954,19.21166,26.71171
"16","2015_Q1",28.5827868852459,"Up",3.951e+09,-1.383e+09,2.568e+09,-1.341e+09,-1.49e+08,-5.22e+08,-6.7e+08,1.227e+09,-3.54e+08,-4.78e+08,1e+08,2.4e+07,8.73e+08,-2.83e+08,5.9e+08,-2.4e+07,5.66e+08,5.66e+08,-4.4e+08,1.26e+08,1.26e+08,3.15e+08,3.15e+08,1.641e+09,1.641e+09,4.59e+08,1.337e+09,7.46e+08,3.752e+09,3.8564e+10,6.036e+09,3.4697e+10,2.4654e+10,2.302e+09,2.09e+09,7.9297e+10,8.3049e+10,2.608e+09,1.588e+09,6.37e+08,2.717e+09,2.717e+09,1.037e+09,1.037e+09,6.362e+09,3.8212e+10,3.8212e+10,4.049e+09,4.049e+09,4.2261e+10,4.8623e+10,3.6199e+10,3.6178e+10,-2.106e+09,-1.7e+07,3.4076e+10,3.5e+08,3.4426e+10,8.3049e+10,5.66e+08,5.22e+08,6.7e+07,-1.8e+08,9.75e+08,-9.34e+08,4.21e+08,-1.19e+09,-4.56e+08,4.958e+09,-4.442e+09,59999999.9999999,-1.55e+08,-1.55e+08,-1.57e+08,1.749e+09,4.0929e+10,6.59e+08,0.64996,0.31055,0.03189,0.00366,0.00152,5.23016,0.58975,1.41239,0.49283,0.08612,0.08612,2.70062,23.29187,0.45044,0.31169,0.00733,0.0083,3.61905,23.22127,33.10024
"17","2015_Q2",29.1388888888889,"Up",3.597e+09,-1.09e+09,2.507e+09,-1.375e+09,-2.16e+08,-5.38e+08,-6.21e+08,1.132e+09,-4.23e+08,-5.12e+08,7.6e+07,1.3e+07,7.09e+08,-6.6e+07,6.43e+08,-2.24e+08,4.19e+08,4.19e+08,1e+07,4.29e+08,4.29e+08,2.59e+08,2.59e+08,1.42e+09,1.42e+09,4.53e+08,1.157e+09,5.4e+08,3.289e+09,4.0289e+10,6.011e+09,3.6575e+10,2.4907e+10,3.762e+09,2.361e+09,8.2875e+10,8.6164e+10,2.33e+09,1.393e+09,5.38e+08,3.435e+09,3.435e+09,1.019e+09,1.019e+09,6.784e+09,3.9633e+10,3.9633e+10,4.388e+09,4.388e+09,4.4021e+10,5.0805e+10,3.7839e+10,3.7839e+10,-2.617e+09,-1.93e+08,3.5029e+10,3.3e+08,3.5359e+10,8.6164e+10,4.19e+08,5.38e+08,2.24e+08,7.5e+07,1.256e+09,-8.97e+08,-1.4e+07,-2.775e+09,-9.62e+08,8.31e+08,-2.7e+07,1.468e+09,-5.1e+07,-5.1e+07,-5.6e+07,1.67e+09,4.3068e+10,1.072e+09,0.69697,0.31471,0.11927,0.01213,0.00498,2.49883,0.48482,1.43683,0.49984,0.19944,0.19944,1.67225,16.28498,0.49837,0.44723,0.0168,0.01294,2.24242,25.63413,37.81714
"18","2015_Q3",23.4034375,"Down",3.463e+09,-1.085e+09,2.378e+09,-1.436e+09,-1.64e+08,-5.7e+08,-7.02e+08,9.42e+08,-3.47e+08,-4.72e+08,1.14e+08,1.1e+07,5.95e+08,-6.4e+07,5.31e+08,-1.89e+08,3.42e+08,3.42e+08,-9000000.00000006,3.33e+08,3.33e+08,1.63e+08,1.63e+08,1.349e+09,1.349e+09,4.74e+08,9.5e+08,4.93e+08,2.936e+09,4.0586e+10,6.028e+09,3.606e+10,2.4965e+10,3.677e+09,2.009e+09,8.2674e+10,8.561e+10,2.313e+09,1.293e+09,6.69e+08,3.154e+09,3.154e+09,1.032e+09,1.032e+09,6.499e+09,3.9676e+10,3.9676e+10,3.93e+09,3.93e+09,4.3606e+10,5.0105e+10,3.8791e+10,3.8791e+10,-3.328e+09,-2.91e+08,3.5172e+10,3.33e+08,3.5505e+10,8.561e+10,3.42e+08,5.7e+08,8.8e+07,2.82e+08,1.282e+09,-1.008e+09,9.4e+07,-9.69e+08,-1.044e+09,-2.87e+08,-10000000.0000005,-4.1e+08,-9.7e+07,-9.7e+07,-9.6e+07,1.512e+09,4.283e+10,9.75e+08,0.68669,0.27202,0.09616,0.00938,0.00389,2.92793,0.45176,1.41121,0.50029,0.1531,0.15226,1.59218,16.17103,0.44828,0.48,0.01674,0.01185,3.13514,28.21892,45.29406
"19","2015_Q4",17.10875,"Down",3.707e+09,-1.106e+09,2.601e+09,-1.495e+09,-1.6e+08,-6.17e+08,-7.18e+08,1.106e+09,-3.91e+08,-5.4e+08,1.4e+08,9e+06,7.15e+08,-4.24e+08,2.91e+08,-1.08e+08,1.83e+08,1.83e+08,3e+06,1.86e+08,1.86e+08,1.79e+08,1.79e+08,1.404e+09,1.404e+09,4.45e+08,1.039e+09,4.6e+08,3.067e+09,4.0608e+10,5.943e+09,3.6059e+10,2.4952e+10,3.619e+09,2.161e+09,8.261e+10,8.5677e+10,2.111e+09,1.226e+09,5.63e+08,3.003e+09,3.003e+09,1.077e+09,1.077e+09,6.191e+09,3.9675e+10,3.9675e+10,3.969e+09,3.969e+09,4.3644e+10,4.9835e+10,4.0084e+10,4.0062e+10,-4.242e+09,-3.28e+08,3.5514e+10,3.28e+08,3.5842e+10,8.5677e+10,1.83e+08,6.17e+08,2.73e+08,-1.04e+08,9.69e+08,-1.049e+09,7.1e+07,-9.78e+08,-1.078e+09,-1.56e+08,-2e+06,2.8e+07,1.9e+07,1.9e+07,1.6e+07,1.723e+09,4.2678e+10,6.78e+08,0.70165,0.29835,0.05018,0.00519,0.00217,3.64516,0.4954,1.39041,0.49813,0.08443,0.08443,1.68271,16.12074,0.30776,0.48933,0.01532,0.00822,5.7957,24.6657,38.42586
"20","2016_Q1",11.9068852459016,"Down",3.636e+09,-7.78e+08,2.858e+09,-1.522e+09,-1.5e+08,-5.84e+08,-7.88e+08,1.336e+09,-4.33e+08,-5.27e+08,8.4e+07,1e+07,9.03e+08,-1.596e+09,-6.93e+08,-4.3e+07,-7.36e+08,-7.36e+08,4.1e+07,-6.95e+08,-7.21e+08,2.29e+08,2.29e+08,1.315e+09,1.315e+09,4.07e+08,8.73e+08,3.26e+08,2.824e+09,4.0547e+10,6.04e+09,3.4693e+10,2.379e+10,3.551e+09,2.029e+09,8.128e+10,8.4104e+10,2.185e+09,1.192e+09,6.95e+08,8.21e+08,8.21e+08,1.059e+09,1.059e+09,4.065e+09,4.0632e+10,4.0632e+10,4.004e+09,4.004e+09,4.4636e+10,4.8701e+10,4.1683e+10,4.1661e+10,-6.103e+09,-4.61e+08,3.5119e+10,2.84e+08,3.5403e+10,8.4104e+10,-7.36e+08,5.84e+08,1.725e+09,2.33e+08,1.806e+09,-9.03e+08,1.75e+08,-9.84e+08,-1.14e+09,-1.188e+09,1.522e+09,-7.69e+08,5.3e+07,5.3e+07,5e+07,1.92e+09,4.1453e+10,1.293e+09,0.78603,0.36744,-0.19829,-0.02037,-0.00857,-1.79334,0.69471,1.37562,0.49288,-0.32317,-0.32317,1.62976,15.74137,0.57956,0.51098,0.00518,0.01599,-1.58114,21.47083,30.85629
"21","2016_Q2",13.06078125,"Up",3.195e+09,-7.31e+08,2.464e+09,-1.413e+09,-1.9e+08,-5.51e+08,-6.72e+08,1.051e+09,-3.28e+08,-4.41e+08,1e+08,1.3e+07,7.23e+08,-2.55e+08,4.68e+08,-1.54e+08,3.14e+08,3.14e+08,1e+06,3.15e+08,2.76e+08,1.75e+08,1.75e+08,1.203e+09,1.203e+09,3.64e+08,7.39e+08,2.85e+08,2.481e+09,4.1042e+10,6.035e+09,3.4671e+10,2.3801e+10,3.496e+09,2.271e+09,8.1748e+10,8.4229e+10,1.799e+09,1.017e+09,5.06e+08,1.702e+09,1.702e+09,8.95e+08,8.95e+08,4.396e+09,4.0093e+10,4.0093e+10,4.194e+09,4.194e+09,4.4287e+10,4.8683e+10,4.17e+10,4.1678e+10,-6.106e+09,-4.14e+08,3.518e+10,3.66e+08,3.5546e+10,8.4229e+10,3.14e+08,5.51e+08,3.63e+08,-1.78e+08,1.05e+09,-8.17e+08,3e+06,-1.144e+09,-3.16e+08,2.74e+08,7.7e+07,3.5e+07,-5.9e+07,-5.9e+07,-5.4e+07,1.602e+09,4.1795e+10,7.61e+08,0.77121,0.32895,0.08638,0.00776000000000001,0.00328,2.75725,0.56438,1.36958,0.49621,0.12382,0.12382,1.43338,15.78286,0.34141,0.14177,0.00726,0.00933,1.14493,25.98002,39.60038
"22","2016_Q3",15.6290625,"Up",3.144e+09,-7.52e+08,2.392e+09,-1.456e+09,-1.89e+08,-5.52e+08,-7.15e+08,9.36e+08,-3.48e+08,-4.71e+08,1.06e+08,1.7e+07,5.88e+08,0,5.88e+08,-2.13e+08,3.75e+08,3.75e+08,-3e+06,3.72e+08,3.33e+08,1.8e+08,1.8e+08,1.278e+09,1.278e+09,3.61e+08,6.51e+08,3.38e+08,2.47e+09,4.1199e+10,6.202e+09,3.4446e+10,2.3802e+10,3.44e+09,2.229e+09,8.1847e+10,8.4317e+10,2.122e+09,1.087e+09,6.3e+08,3.419e+09,3.419e+09,1.025e+09,1.025e+09,6.566e+09,3.8113e+10,3.8113e+10,4.165e+09,4.165e+09,4.2278e+10,4.8844e+10,4.1718e+10,4.1696e+10,-6.053e+09,-5.54e+08,3.5111e+10,3.62e+08,3.5473e+10,8.4317e+10,3.75e+08,5.52e+08,1.73e+08,1.95e+08,1.295e+09,-4.33e+08,-3e+08,-7.36e+08,-3.19e+08,-2.27e+08,-8e+06,-5.54e+08,4999999.99999999,4999999.99999999,5e+06,1.488e+09,4.1532e+10,1.463e+09,0.76081,0.29771,0.10592,0.00939,0.00395,4.39339,0.37618,1.37693,0.49257,0.14939,0.14939,1.4105,15.75191,0.65635,0.14311,0.00803,0.01802,0.95796,27.79032,44.17949
"23","2016_Q4",15.6855555555556,"Up",3.33e+09,-9.71e+08,2.359e+09,-1.401e+09,-1.71e+08,-5.49e+08,-6.81e+08,9.58e+08,-3.23e+08,-4.72e+08,1.37e+08,1.2e+07,6.35e+08,-4.41e+08,1.94e+08,-3.77e+08,-1.83e+08,-1.83e+08,-5e+06,-1.88e+08,-2.27e+08,3.57e+08,3.57e+08,1.282e+09,1.282e+09,3.25e+08,1.399e+09,1.118e+09,3.363e+09,3.878e+10,7.358e+09,3.2103e+10,2.2163e+10,3.384e+09,1.961e+09,7.8241e+10,8.1604e+10,2.388e+09,1.192e+09,5.05e+08,2.944e+09,2.944e+09,7.12e+08,7.12e+08,6.044e+09,3.6708e+10,3.6708e+10,3.884e+09,3.884e+09,4.0592e+10,4.6636e+10,4.1723e+10,4.1701e+10,-6.56e+09,-5.57e+08,3.4606e+10,3.62e+08,3.4968e+10,8.1604e+10,-1.83e+08,5.49e+08,7.91e+08,1e+06,1.158e+09,-6.09e+08,4e+07,8.33e+08,-3.19e+08,-6.97e+08,-7.97e+08,-1.813e+09,1.78e+08,1.78e+08,1.77e+08,1.507e+09,3.9652e+10,1.276e+09,0.70841,0.28769,-0.06817,-0.00649,-0.00278,-5.62115,0.55642,1.33368,0.48591,-0.10179,-0.10179,1.49327,15.51839,0.5722,0.14305,0.00117,0.01625,-1.40529,26.07498,41.01775
"24","2017_Q1",16.3122580645161,"Up",3.389e+09,-9.75e+08,2.414e+09,-1.434e+09,-1.53e+08,-5.57e+08,-7.24e+08,9.8e+08,-2.32e+08,-4.22e+08,1.54e+08,3.6e+07,7.48e+08,-3.6e+08,3.88e+08,-1.73e+08,2.15e+08,2.15e+08,-6e+06,2.09e+08,1.7e+08,6.84e+08,6.84e+08,1.37e+09,1.37e+09,3.57e+08,8.18e+08,4.4e+08,3.229e+09,3.8705e+10,7.027e+09,3.1344e+10,2.2152e+10,3.318e+09,1.522e+09,7.7076e+10,8.0305e+10,2.143e+09,1.257e+09,6.25e+08,2.696e+09,2.696e+09,1.085e+09,1.085e+09,5.924e+09,3.6105e+10,3.6105e+10,3.474e+09,3.474e+09,3.9579e+10,4.5503e+10,4.1761e+10,4.1739e+10,-6.669e+09,-6.61e+08,3.4431e+10,3.71e+08,3.4802e+10,8.0305e+10,2.15e+08,5.57e+08,6.2e+08,-1.37e+08,1.255e+09,-6.93e+08,5.24e+08,-5.78e+08,-3.18e+08,-7.81e+08,7.94e+08,-3.05e+08,3.72e+08,3.72e+08,3.7e+08,1.537e+09,3.8801e+10,8.8e+08,0.7123,0.28917,0.05016,0.00488,0.00212,5.17647,0.54507,1.30748,0.48317,0.07616,0.07616,1.51837,15.42608,0.39427,0.14247,0.00633,0.01142,1.87059,24.79961,38.8949
"25","2017_Q2",14.9284126984127,"Down",3.424e+09,-1.061e+09,2.363e+09,-1.386e+09,-1.84e+08,-5.58e+08,-6.44e+08,9.77e+08,-2.71e+08,-4.65e+08,1.75e+08,1.9e+07,7.06e+08,-1.5e+07,6.91e+08,-2.46e+08,4.45e+08,4.45e+08,-5e+06,4.4e+08,4.01e+08,3.96e+08,3.96e+08,1.263e+09,1.263e+09,3.8e+08,6.36e+08,2.46e+08,2.675e+09,3.9023e+10,7.136e+09,3.0959e+10,2.2154e+10,3.263e+09,1.478e+09,7.7118e+10,7.9793e+10,1.922e+09,1.214e+09,4.44e+08,3.928e+09,3.928e+09,8.39e+08,8.39e+08,6.689e+09,3.4285e+10,3.4285e+10,3.814e+09,3.814e+09,3.8099e+10,4.4788e+10,4.1778e+10,4.1756e+10,-6.54e+09,-5.93e+08,3.4645e+10,3.6e+08,3.5005e+10,7.9793e+10,4.45e+08,5.58e+08,1.49e+08,-2.66e+08,8.86e+08,-5.93e+08,-5.3e+07,-6.5e+08,-3.19e+08,-6.05e+08,3.86e+08,-5.38e+08,-3.02e+08,-3.02e+08,-3.01e+08,1.535e+09,3.8213e+10,9.22e+08,0.69013,0.28534,0.11711,0.01146,0.00503,2.29925,0.39991,1.27947,0.4789,0.17982,0.17982,1.53543,15.53587,0.41345,0.14305,0.00935,0.01197,0.79551,24.63648,38.70727
"26","2017_Q3",14.7185714285714,"Down",3.368e+09,-1.07e+09,2.298e+09,-1.374e+09,-1.57e+08,-5.77e+08,-6.4e+08,9.24e+08,-3.04e+08,-4.63e+08,1.35e+08,2.4e+07,6.2e+08,-2.1e+07,5.99e+08,-2.16e+08,3.83e+08,3.83e+08,-7e+06,3.76e+08,3.37e+08,4.52e+08,4.52e+08,1.184e+09,1.184e+09,4.38e+08,6.52e+08,2.53e+08,2.726e+09,3.9423e+10,7.442e+09,3.0612e+10,2.2159e+10,3.208e+09,1.626e+09,7.7477e+10,8.0203e+10,2.261e+09,1.353e+09,5.73e+08,3.224e+09,3.224e+09,8.78e+08,8.78e+08,6.363e+09,3.39e+10,3.39e+10,3.726e+09,3.726e+09,3.7626e+10,4.3989e+10,4.2114e+10,4.2092e+10,-6.482e+09,-4.83e+08,3.5149e+10,1.065e+09,3.6214e+10,8.0203e+10,3.83e+08,5.77e+08,1.61e+08,1.59e+08,1.28e+09,-6.72e+08,-2.88e+08,-9.6e+08,-3.19e+08,-1.189e+09,1.211e+09,-2.97e+08,2.3e+07,2.3e+07,31999999.9999999,1.501e+09,3.7124e+10,1.204e+09,0.6823,0.27435,0.10006,0.00931,0.0042,3.5727,0.42841,1.2147,0.46288,0.15112,0.15112,1.51031,15.76188,0.53991,0.14305,0.00851,0.01562,0.94659,24.43171,39.68831
"27","2017_Q4",13.642380952381,"Down",3.281e+09,-1.007e+09,2.274e+09,-1.441e+09,-1.68e+08,-5.62e+08,-7.11e+08,8.33e+08,-2.64e+08,-4.59e+08,1.67e+08,2.8e+07,5.69e+08,-2.2e+07,5.47e+08,-1.6e+08,3.87e+08,3.87e+08,-1.4e+07,3.73e+08,3.34e+08,5.39e+08,5.39e+08,1.194e+09,1.194e+09,4.28e+08,4.52e+08,2.57e+08,2.613e+09,3.9867e+10,7.484e+09,3.0387e+10,2.2164e+10,3.153e+09,1.638e+09,7.7738e+10,8.0351e+10,2.077e+09,1.358e+09,4.42e+08,3.156e+09,3.156e+09,9.41e+08,9.41e+08,6.174e+09,3.3969e+10,3.3969e+10,3.684e+09,3.684e+09,3.7653e+10,4.3827e+10,4.2123e+10,4.2101e+10,-6.429e+09,-4.69e+08,3.5225e+10,1.299e+09,3.6524e+10,8.0351e+10,3.87e+08,5.62e+08,9.8e+07,9.4e+07,1.141e+09,-8.48e+08,-5e+07,-8.98e+08,-3.19e+08,-7e+07,2.3e+08,-1.59e+08,8.4e+07,8.4e+07,1.02e+08,1.395e+09,3.7125e+10,8.01e+08,0.69308,0.25389,0.1018,0.00914,0.00416,2.3982,0.42323,1.19995,0.46204,0.14971,0.14971,1.47064,15.78888,0.35903,0.14299,0.00844,0.01036,0.95509,26.22652,43.92077
"28","2018_Q1",13.2611475409836,"Down",3.632e+09,-1.207e+09,2.425e+09,-1.617e+09,-1.79e+08,-5.64e+08,-8.74e+08,8.08e+08,-3.18e+08,-4.45e+08,1.01e+08,2.6e+07,4.9e+08,-1.66e+08,3.24e+08,-1.316e+09,-9.92e+08,-9.92e+08,-1.4e+07,-1.006e+09,-1.045e+09,2.64e+08,2.64e+08,1.448e+09,1.448e+09,4.24e+08,5.79e+08,3e+08,2.715e+09,4.0155e+10,7.298e+09,2.8887e+10,2.2162e+10,3.099e+09,1.582e+09,7.634e+10,7.9055e+10,2.508e+09,1.34e+09,6.21e+08,2.828e+09,2.828e+09,8.45e+08,8.45e+08,6.181e+09,3.3988e+10,3.3988e+10,3.762e+09,3.762e+09,3.775e+10,4.3931e+10,4.1931e+10,4.1909e+10,-7.754e+09,-5.41e+08,3.3636e+10,1.488e+09,3.5124e+10,7.9055e+10,-9.92e+08,5.64e+08,1.711e+09,1.1e+07,1.294e+09,-9.57e+08,7.46e+08,-8.95e+08,-3.19e+08,-3.32e+08,2.14e+08,-6.87e+08,-2.88e+08,-2.88e+08,-2.94e+08,1.372e+09,3.6816e+10,1.742e+09,0.66768,0.22247,-0.28772,-0.02975,-0.01322,-1.66699,0.43925,1.25074,0.4657,-0.46882,-0.46882,1.62943,15.09017,0.78152,0.14311,-0.00959,0.02301,-0.30526,26.6414,45.23762
