"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","total_current_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2013_Q3",12.43046875,"Up",10514368,-6299043,4215325,-3265883,-3265883,949442,22836,972278,972278,-427000,545278,545278,545278,545278,15257133,6814133,8443000,4246997,4246997,3742252,415631,415631,23662013,1565718,4261000,10090480,2570511,259796,15917198,39579211,3340498,1918397,1422101,3340498,22891,3363389,54719813,-18503991,36215822,36215822,39579211,545278,117889,594478,-658617,599028,-395367,485000,89633,4346,4346,-10697,677964,677964,677964,1067331,0,440347,0.40091,0.0903,0.05186,0.01506,0.01378,0.80756,7.08338,0.09287,0,0.04361,0.04218,0.84092,2.89647,0.03522,0.01505,0.01215,-14.29466,-16.06958
"12","2013_Q4",16.6825,"Up",13534769,-7905646,5629123,-3832889,-3832889,1796234,21754,1817988,1817988,-671001,1146987,1146987,1146987,1146987,14905755,6866755,8039000,5048271,5048271,4966348,361658,361658,25282032,1581564,5641000,9468914,2570511,258909,16691478,41973510,4362334,1907466,2454868,4362334,21996,4384330,54946184,-17357004,37589180,37589180,41973510,1146987,122355,811521,-949895,1130968,-141875,-976000,-1117875,70246,70246,39529,52622,52622,52622,1918589,4.13590306276514e-25,1497820,0.4159,0.13271,0.08474,0.03051,0.02733,1.30587,5.79553,0.11664,0,0.09166,0.08685,1.08165,3.00399,0.1197,0.0305,0.03982,-7.76912,-8.29834
"13","2014_Q1",22.3447540983607,"Up",19038581,-10817711,8220870,-4407560,-4407560,3813310,22229,3835539,3835539,-1339171,2496368,2496368,2496368,2496368,15799957,9807957,5992000,7837543,7837543,5626764,317829,317829,29582093,1796812,6770000,8264434,2570511,268240,16831246,46413339,6314202,2627764,3686438,6314202,21101,6335303,54938672,-14860636,40078036,40078036,46413339,2496368,114931,1401055,-1459321,2553033,-339166,918000,578834,49070,49070,-190665,2941202,2941202,2941202,3928241,0,3468925,0.4318,0.20029,0.13112,0.06229,0.05379,1.38959,4.68501,0.15807,0,0.19787,0.1865,1.50909,3.17678,0.27496,0.06225,0.08651,-4.02215,-4.14337
"14","2014_Q2",18.2101587301587,"Down",16147622,-9209977,6937645,-3865019,-3865019,3072626,19700,3092326,3092326,-1110000,1982326,1982326,1982326,1982326,21074304,17734304,3340000,2284344,2284344,5127091,504512,504512,28990251,1735695,8246000,7293035,2570511,272389,17274730,46264981,3901260,2177981,1723279,3901260,72271,3973531,55169760,-12878310,42291450,42291450,46264981,1982326,151910,1216284,3449197,6799717,-92298,1176000,1083702,115744,115744,42928.0000000001,7926347,7926347,7926347,3224536,0,7691435,0.42964,0.19028,0.12276,0.04687,0.04285,3.88001,7.431,0.09396,0,0.15622,0.14636,1.27253,3.33281,0.60613,0.04679,0.18156,-6.53561,-6.85873
"15","2014_Q3",13.92109375,"Down",13213855,-7493292,5720563,-3805011,-3805011,1915552,24753,1940305,1940305,-714000,1226305,1226305,1226305,1226305,23108004,17127004,5981000,3429504,3429504,4855899,976582,976582,32369989,1783233,9525000,6789759,2570511,299136,18097992,50467981,6558668,1915971,4642697,6558668,186314,6744982,55375004,-11652005,43722999,43722999,50467981,1226305,157925,856308,1292420,3532958,-239293,-3920000,-4159293,75707,75707,19035,-607300,-607300,-607300,2073477,0,3840604,0.43292,0.14497,0.0928,0.02805,0.0243,3.13185,4.93545,0.15427,0,0.0962,0.09008,1.03663,3.43009,0.3013,0.02793,0.08747,-11.14457,-12.06337
"16","2014_Q4",12.9596875,"Down",14362934,-8319481,6043453,-4185157,-4185157,1858296,25544,1883840,1883840,-709000,1174840,1174840,1174840,1174840,25267523,18240523,7027000,4771397,4771397,5298570,534575,534575,35872065,2332882,8643000,6159848,2570511,297197,17135730,53007795,7108121,1956237,5151884,7108121,210342,7318463,56166497,-10477165,45689332,45689332,53007795,1174840,182327,841546,-792291,1406422,-729260,-164000,-893260,612981,612981,600357,1113519,1113519,1113519,2040623,-5.29395592033938e-23,1228072,0.42077,0.12938,0.0818,0.02571,0.02216,1.04531,5.04663,0.16018,-7.88860905221012e-31,0.09005,0.08672,1.10095,3.5022,0.09413,0.0256,0.02676,-12.38226,-13.59715
"17","2015_Q1",13.3150819672131,"Up",14320881,-8423776,5897105,-4225453,-4225453,1671652,25706,1697358,1697358,-647978,1049380,1049380,1049380,1049380,24823493,18191493,6632000,5027856,5027856,5390342,543257,543257,35784948,2462250,8302000,5298700,2570511,322132,16062950,51847898,5101264,2104526,2996738,5101264,0,5101264,56174419,-9427785,46746634,46746634,51847898,1049380,207707,913162,-2380595,-210346,-353246,736000,382754,27605,27605,-221438,-49030,-49030,-49030,1879359,0,-206504,0.41178,0.11673,0.07328,0.02245,0.02024,-0.19679,7.01492,0.10913,0,0.0796,0.07659,1.08633,3.54602,-0.01566,0.02245,-0.00442,-13.20849,-14.84968
"18","2015_Q2",14.9465079365079,"Up",13986620,-8244106,5742514,-4125997,-4125997,1616517,25856,1642373,1642373,-573000,1069373,1069373,1069373,1069373,24068024,17174024,6894000,4654977,4654977,5359155,771970,771970,34854126,3997151,8303000,4872841,2570511,316293,17172992,52027118,3881783,2468594,1413189,3881783,108980,3990763,56394767,-8358412,48036355,48036355,52027118,1069373,229900,812627,-1038215,1073685,-1764875,-263000,-2027875,-63279.0000000001,106891,-63279.0000000001,-1017469,-1017469,-1017469,1846417,8.470329472543e-22,-383673,0.41057,0.11558,0.07646,0.02226,0.02055,-0.35878,8.9789,0.08308,0,0.08088,0.07874,1.05781,3.63301,-0.02902,0.02221,-0.00797,-13.03499,-14.88882
"19","2015_Q3",16.94921875,"Up",12370784,-7617347,4753437,-4289304,-4289304,464133,24528,488661,488661,-2e+05,288661,288661,288661,288661,24919497,17061497,7858000,4755767,4755767,5164221,917542,917542,35757027,5258571,7078000,4935004,2570511,310965,17271575,53028602,4496487,2581117,1915370,4496487,577556,5074043,56024310,-8069751,47954559,47954559,53028602,288661,315882,450549,786381,1841473,-1563704,261000,-1302704,-651296,27691,-651296,-112527,-112527,-112527,780015,0,202692,0.38425,0.03752,0.02333,0.00602,0.00544,0.70218,7.95221,0.10581,0,0.02188,0.02131,0.9378,3.63534,0.01537,0.00595,0.00418,-31.94746,-53.69042
"20","2015_Q4",13.70515625,"Down",18195911,-10399171,7796740,-4845764,-4845764,2950976,24924,2975900,2975900,-1023000,1952900,1952900,1952900,1952900,25106041,17161041,7945000,7386712,7386712,6734328,499231,499231,39726312,5628045,7722000,4314119,2570511,291660,17664164,57390476,6147029,3625828,2521201,6147029,951270,7098299,56409028,-6116851,50292177,50292177,57390476,1952900,324910,1277617,-2129532,1425895,-699543,-731000,-1430543,118565,118565,104192,99544,99544,99544,3275886,1.35525271560688e-20,1469811,0.42849,0.16218,0.10733,0.03883,0.03403,0.75263,6.46268,0.14114,1.0097419586829e-28,0.14795,0.14344,1.37847,3.80998,0.11135,0.03811,0.02868,-7.66389,-8.50771000000001
"21","2016_Q1",14.1340983606557,"Up",15770602,-9195340,6575262,-4555533,-4555533,2019729,30583,2050312,2050312,-679238,1371074,1371074,1371074,1371074,25996210,18071210,7925000,6010900,6010900,7182854,416766,416766,39606730,5689673,8290000,4041214,2570511,323804,18020887,57627617,5037255,2357791,2679464,5037255,1311232,6348487,56024907,-4745777,51279130,51279130,57627617,1371074,345391,899175,-108473,2507167,-435142,-548000,-983142,1418,1418,-613856,910169,910169,910169,2365120,0,2500743,0.41693,0.12807,0.08694,0.02674,0.02379,1.82393,7.86276,0.1238,0,0.10347,0.10076,1.19019,3.86998,0.18873,0.02607,0.04755,-10.9915,-12.87114
"22","2016_Q2",17.444375,"Up",15689715,-9012919,6676796,-4697015,-4697015,1979781,33539,2013320,2013320,-525866,1487454,1487454,1487454,1487454,29445033,20699033,8746000,5019660,5019660,6943519,556127,556127,41964339,5551700,6767000,2915992,2570511,345481,15234692,57199031,3680982,2183253,1497729,3680982,386462,4067444,56494044,-3362457,53131587,53131587,57199031,1487454,348749,707044,-285084,2258163,-226710,702000,475290,-104239,153003,-105630,2627823,2627823,2627823,2328530,1.0842021724855e-19,2342602,0.42555,0.12618,0.0948,0.028,0.026,1.57491,11.40031,0.07655,1.61558713389263e-27,0.11193,0.10957,1.18068,3.99826,0.17629,0.02779,0.04377,-12.64533,-14.87287
"23","2016_Q3",18.4878125,"Up",16947187,-9666738,7280449,-5136952,-5136952,2143497,39169,2182666,2182666,-689687,1492979,1492979,1492979,1492979,28944667,20550592,8394075,7854107,7854107,8102529,582186,582186,45483489,5377459,7783000,2921304,2570511,350793,16081763,61565252,5742314,3155222,2587092,5742314,674862,6417176,57071867,-1923791,55148076,55148076,61565252,1492979,357427,893046,-1971288,772164,-194927,-664075,-859002,-26771,49748,-61603,-148441,-148441,-148441,2500924,0,1024396,0.4296,0.12648,0.0881,0.02707,0.02425,0.68614,7.92076,0.11636,0,0.11218,0.10992,1.27335,4.14361,0.07697,0.02674,0.01835,-11.57359,-13.50348
"24","2016_Q4",18.9979365079365,"Up",21598720,-12258523,9340197,-5878352,-5878352,3461845,41608,3503453,3503453,-1141392,2362061,2362061,2362061,2362061,31979646,24587571,7392075,8727163,8727163,8106384,752443,752443,49565636,5560484,8570000,2940770,2570511,370259,17071254,66636890,6551778,3171964,3379814,6551778,754892,7306670,58971590,358630,59330220,59330220,66636890,2362061,362121,1430237,-256090,3898329,-560608,215000,-345608,525326,525326,484258,4036979,4036979,4036979,3823966,-1.73472347597681e-18,4148660,0.43244,0.16028,0.10936,0.03981,0.03545,1.75637,7.56522,0.12315,-2.58493941422821e-26,0.17631,0.17108,1.61214,4.42845,0.30966,0.03931,0.06905,-8.36295,-9.23775
"25","2017_Q1",17.6843548387097,"Down",21052104,-11479298,9572806,-6426237,-6426237,3146569,43086,3189655,3189655,-519087,2670568,2670568,2670568,2670568,33541396,28014321,5527075,7999210,7999210,8373155,1198917,1198917,51112678,5780814,10703000,2998821,2570511,428310,19482635,70595313,7345736,2573292,4772444,7345736,655534,8001270,57461778,5132265,62594043,62594043,70595313,2670568,380905,727691,844931,4624095,-644292,-268000,-912292,75193,75193,-285053,3426750,3426750,3426750,3527474,0,4247200,0.45472,0.14947,0.12686,0.04266,0.03783,1.59037,6.95814,0.12783,0,0.19789,0.19508,1.56,4.63833,0.31473,0.04222,0.06715,-9.50862,-10.65967
"26","2017_Q2",14.1671428571429,"Down",18266162,-11057442,7208720,-6017524,-6017524,1191196,52734,1243930,1243930,-367000,876930,876930,876930,876930,29987981,22057906,7930075,7450917,7450917,8714645,976558,976558,47130101,5904333,13281000,3010079,2570511,439568,22195412,69325513,4443129,2421585,2021544,4443129,658474,5101603,58214715,6009195,64223910,64223910,69325513,876930,388625,593746,-2464605,-605304,-529302,-4981000,-5510302,169517,169517,159191,-5956415,-5956415,-5956415,1579821,0,-1047086,0.39465,0.06521,0.04801,0.01365,0.01265,-1.19404,10.60741,0.07943,4.13590306276514e-25,0.06463,0.06359,1.34632,4.73366,-0.0771799999999999,0.01352,-0.01614,-18.98189,-25.17468
"27","2017_Q3",12.4504761904762,"Down",17651771,-10208957,7442814,-6162178,-6162178,1280636,59885,1340521,1340521,-433000,907521,907521,907521,907521,28296163,22483013,5813150,8114221,8114221,9970877,974990,974990,47356251,6024930,15015000,3009231,2570511,438720,24049161,71405412,5044060,2361377,2682683,5044060,660666,5704726,58783970,6916716,65700686,65700686,71405412,907521,411511,585065,-1310471,593626,-530534,382925,-147609,-20910,28442,-20910,425107,425107,425107,1692147,0,284142,0.42165,0.07255,0.05141,0.01381,0.01271,0.3131,9.38852,0.08683,0,0.06678,0.06574,1.29896,4.8348,0.02091,0.01368,0.00428,-16.72205,-22.0954
"28","2017_Q4",13.4642857142857,"Up",19611297,-11674047,7937250,-6614693,-6614693,1322557,73759,1396316,1396316,-593000,803316,803316,803316,803316,25485247,19748097,5737150,8052829,8052829,9338613,869150,869150,43745839,5511450,17153000,3055500,2570511,484989,25719950,69465789,4333414,2196152,2137262,4333414,678007,5011421,56734336,7720032,64454368,64454368,69465789,803316,405633,1234023,90356,2533328,-566191,-2062000,-2628191,-2188259,165451,-2640053,-2734916,-2734916,-2734916,1728190,-4.44089209850063e-16,1845355,0.40473,0.06744,0.04096,0.01246,0.01156,2.29717,10.09501,0.07775,0,0.0594,0.05907,1.45024,4.76636,0.13646,0.01233,0.02833,-14.74679,-19.26968
"29","2018_Q1",12.883606557377,"Down",18418389,-10742914,7675475,-6157981,-6157981,1517494,87552,1605046,1605046,-344974,1260072,1260072,1260072,1260072,24473261,18536111,5937150,7237641,7237641,8453567,978933,978933,41143402,5434172,19816000,3100463,2570511,245165,28350635,69494037,4243121,1739791,2503330,4243121,725796,4968917,55545016,8980104,64525120,64525120,69494037,1260072,416325,618323,1481683,3776403,-390424,-2863000,-3253424,-1244253,-1,-1734965,-1211986,-1211986,-1211986,1933819,0,3370052,0.41673,0.08239,0.06841,0.01953,0.01813,2.67449,9.6965,0.07701,0,0.09368,0.09368,1.36938,4.79735,0.25056,0.01931,0.05165,-12.6554,-16.12742
"30","2018_Q2",11.978125,"Down",16866884,-9758477,7108407,-6463971,-6463971,644436,95722,740158,740158,203000,943158,943158,943158,943158,25838180,20453030,5385150,5570721,5570721,8140384,939326,939326,40488611,5201901,20357000,3122842,2570511,552331,28681743,69170354,2747675,1205223,1542452,2747675,339718,3087393,56159699,9923262,66082961,66082961,69170354,943158,436198,100881,524285,2004522,-229999,11000.0000000005,-218999.000000001,140658,151508,131396,1916919,1916919,1916919,1080634,7.105427357601e-15,1171920,0.42144,0.03821,0.05592,0.01427,0.01364,1.24255,14.73559,0.04672,-1.05879118406788e-22,0.07015,0.06999,1.25461,4.91544,0.08717,0.0142,0.01764,-23.9102,-40.09425
"31","2018_Q3",12.7301587301587,"Up",16830895,-10051061,6779834,-7305589,-7305589,-525755,119379,-406376,-406376,101000,-305376,-305376,-305376,-305376,15426422,9141197,6285225,7159376,7159376,10879149,1069504,1069504,34534451,5053859,20180000,10555591,4708511,228820,35789450,70323901,3934123,1798776,2135347,3934123,336873,4270996,56435019,9617886,66052905,66052905,70323901,-305376,553714,485794,-476074,258058,-286342,-723075,-11359417,-210474,14700,-210474,-11311833,-11311833,-11311833,27959,0,-835457,0.40282,-0.03124,-0.01814,-0.00462,-0.00434,2.73583,8.77818,0.06466,0,-0.0227,-0.0227,1.25132,4.91082,-0.06211,-0.0046,-0.01258,-551.75156,29.34147
"32","2018_Q4",11.8812698412698,"Down",21480590,-12988545,8492045,-6087362,-6087362,2404683,116549,2521232,2521232,-766000,1755232,1755232,1755232,1755232,17773865,9287640,8486225,9651516,9651516,9688052,698448,698448,37811881,4907410,18226000,10498840,4708511,241009,33632250,71444131,4106105,2016413,2089692,4106105,332495,4438600,55632413,11373118,67005531,67005531,71444131,1755232,556749,497271,-773017,2036235,-320963,-247000,-567963.000000002,-982564,152826,-1321829,146443,146443,146443,2961432,5.6843418860808e-14,2633452,0.39534,0.11195,0.08171,0.0262,0.02457,1.50034,9.2087,0.06624,8.470329472543e-22,0.13069,0.13069,1.59939,4.98906,0.19608,0.02607,0.03911,-6.00177999999994,-7.39134999999999
"33","2019_Q1",13.2075409836066,"Up",22472985,-13856487,8616498,-6069011,-6069011,2547487,125451,2672938,2672938,-791405,1881533,1881533,1881533,1881533,17478002,8547777,8930225,12821258,12821258,10050135,742136,742136,41091531,4744584,17974000,10418527,4708511,227461,33137111,74228642,4980791,2363380,2617411,4980791,372975,5353766,55620225,13254651,68874876,68874876,74228642,1881533,501085,562429,-2696322,248725,-269497,-192000,-461497,-386190,2838,-527091,-739863,-739863,-739863,3048572,0,874158,0.38342,0.11336,0.08372,0.02732,0.02535,0.4646,8.25,0.07773,0,0.1405,0.13985,1.67809,5.14299,0.06527,0.02717,0.01262,-5.73318,-6.86088
"34","2019_Q2",14.1690476190476,"Up",20089150,-12142452,7946698,-6775875,-6775875,1170823,135137,1305960,1305960,-296000,1009960,1009960,1009960,1009960,23848559,15358334,8490225,8167441,8167441,9626116,653202,653202,42295318,4592435,18292000,10304314,4708511,213914,33188749,75484067,4552830,1918301,2634529,4552830,368596,4921426,56298030,14264611,70562641,70562641,75484067,1009960,529414,538524,4747977,6825875,-276599,122000,-154599.000000001,145957,145957,139281,6810557,6810557,6810557,1700237,-1.81898940354586e-12,6467615,0.39557,0.05828,0.05027,0.01431,0.01338,6.40383,9.2899,0.06975,1.35525271560688e-20,0.07537,0.07537,1.49915,5.26572,0.48264,0.01424,0.09118,-14.02661,-20.36906
"35","2019_Q3",12.235625,"Down",19084365,-12059122,7025243,-6727744,-6727744,297499,169443,466942,466942,-99000,367942,367942,367942,367942,24954100,7905627,17048473,8987992,8987992,8273522,1253635,1253635,43469249,4412001,18574000,10213748,4708511,202516,33199749,76668998,4811310,2352411,2458899,4811310,363432,5174742,56861703,14632553,71494256,71494256,76668998,367942,534610,757811,-13676,1646687,-275008,-8824393,-9099401,7,7,7,-7452707,-7452707,-7452707,832109,0,642425,0.36812,0.01559,0.01928,0.00515,0.0048,1.746,9.03481,0.07238,0,0.02741,0.02736,1.42187,5.32665,0.04786,0.00512,0.00894,-29.98898,-83.87961
