"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_income","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","disposition_of_fixed_assets","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","other_investing_activities","net_cash_from_investing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",11.8,"Up",135009000,-83342000,51667000,-33675000,-14250000,-19425000,17992000,191000,191000,191000,18183000,1673000,19856000,-7423000,12433000,12433000,12433000,12433000,212741000,212741000,50756000,50756000,26593000,7146000,4550000,290090000,221988000,410268000,-188280000,13225000,4815000,8410000,256254000,546344000,16642000,9258000,7384000,30844000,30844000,47486000,126700000,47263000,79437000,126700000,174186000,3496000,440768000,372158000,372158000,546344000,12433000,14415000,-5869000,2856000,23835000,-8535000,2793000,2793000,-11328000,-11328000,-107000,-8642000,-13191000,2002000,2002000,2002000,32407000,0,34151000,0.38269,0.13327,0.09209,0.03341,0.02276,2.7468,6.10896,0.46804,0,0.14518,0.1447,1.57645,4.34556,0.39877,7,0.0284,0.06846,-6.56466,-11.8242
"12","2013_Q1",12.6968333333333,"Up",136193000,-83938000,52255000,-33222000,-14974000,-18248000,19033000,174000,174000,174000,19207000,5676000,24883000,-10591000,14292000,14292000,14292000,14292000,119838000,119838000,46555000,46555000,25032000,6603000,2281000,191425000,242371000,432330000,-189959000,13925000,4815000,9110000,276312000,467737000,15022000,7583000,7439000,30333000,30333000,45355000,132018000,51306000,80712000,132018000,177373000,3875000,368313000,290364000,290364000,467737000,14292000,15140000,-1982000,7218000,34668000,-29716000,11735000,11735000,-41451000,-41451000,-7e+05,-29391000,-98180000,-92903000,-92903000,-92903000,34173000,-5.82076609134674e-11,22266000,0.38368,0.13975,0.10494,0.04922,0.03056,1.55793,4.22059,0.61086,5.42101086242752e-20,0.16814,0.16759,1.60225,3.41601,0.26195,6,0.24327,0.05272,-3.5068,-6.29633
"13","2013_Q2",12.8353125,"Up",134273000,-83576000,50697000,-31668000,-15066000,-16602000,19029000,123000,123000,123000,19152000,11178000,30330000,-10596000,19734000,19734000,19734000,19734000,127506000,127506000,51747000,51747000,30289000,5834000,10204000,209542000,271711000,450393000,-178682000,13956000,4815000,9141000,305658000,515200000,41686000,27590000,8458000,29947000,29947000,71633000,134816000,54938000,79878000,134816000,206449000,4229000,386346000,308751000,308751000,515200000,19734000,15232000,-7646000,1134000,28454000,-20780000,17452000,17452000,-38232000,-38232000,-31000,-20786000,-76149920.8613385,7668000,7668000,7668000,34261000,0,25211000,0.37757,0.14172,0.14697,0.06392,0.0383,1.27754,2.92522,0.66866,0,0.23279,0.23204,1.58397,3.64222,0.2974,7,0.04449,0.05684,-3.72161,-6.70061
"14","2013_Q3",13.39875,"Up",133992000,-79576000,54416000,-33685000,-16929000,-16756000,20731000,130000,130000,130000,20861000,8645000,29506000,-10366000,19140000,19140000,19140000,19140000,141554000,141554000,49602000,49602000,25514000,4811000,6695000,216670000,266136000,440389000,-174253000,13914000,4815000,9099000,290841000,507511000,16977000,8818000,8159000,30059000,30059000,47036000,133417000,54803000,78614000,133417000,180453000,4497000,403785000,327058000,327058000,507511000,19140000,17094000,-6845000,-7510000,21879000,-15972000,22952000,22952000,-38924000,-38924000,42000,-6130000,-1701000.00000003,14048000,14048000,14048000,37825000,-4.65661287307739e-10,24709000,0.40611,0.15472,0.14284,0.05852,0.03771,1.29096,4.60647,0.55175,8.67361737988404e-19,0.22573,0.22508,1.58028,3.85727,0.29141,7,0.04526,0.05366,-3.74234,-6.82813
"15","2013_Q4",15.31828125,"Up",130644000,-78817000,51827000,-30304000,-15117000,-15187000,21523000,125000,125000,125000,21648000,4476000,26124000,-10258000,15866000,15866000,15866000,15866000,171065000,164215000,48112000,48112000,27123000,4806000,5689000,246300000,272688000,449894000,-177206000,14119000,4815000,9304000,291152000,537452000,36360000,28825000,7535000,30169000,30169000,66529000,129061000,55345000,73716000,129061000,195590000,4681000,417951000,341862000,341862000,537452000,15866000,15283000,-3677000,-4612000,22860000,1658000,16347000,16347000,-14689000,-14689000,-206000,1502000,-1701000,22661000,22661000,22661000,36806000,0,44110000,0.3967,0.16475,0.12144,0.04641,0.02952,2.78016,3.70214,0.57213,0,0.18702,0.18657,1.53994,4.02963,0.51994,6,0.0373,0.09367,-4.64775,-7.94801
"16","2014_Q1",19.5660655737705,"Up",183348000,-109082000,74266000,-56517000,-21796000,-34721000,17749000,-124000,-124000,84000,17625000,8971000,26596000,-10754000,15842000,15842000,15842000,15842000,17763000,17763000,84400000,84400000,37943000,6999000,11061000,144300000,449259000,622864000,-173605000,131282000,98686000,13850000,580541000,724841000,39539000,26912000,12627000,49029000,49029000,88568000,163620000,61948000,101672000,238620000,327188000,6804000,432034000,397653000,397653000,724841000,15842000,22040000,-3456000,3616000,38042000,-7788000,35562000,35562000,-43350000,-43350000,-630000,-108093000,-76401000,-146452000,-146452000,-146452000,39789000,7.5e+07,46371000,0.40505,0.0968,0.0864,0.03984,0.02186,2.92709,1.62926,0.8228,0.10347,0.18327,0.18285,2.12113,4.60039,0.53646,5,0.03033,0.07288,1.43851,3.2248
"17","2014_Q2",20.2606349206349,"Up",224481000,-134170000,90311000,-71666000,-24573000,-47093000,18645000,-119000,-119000,36000,18526000,2043000,20569000,-6490000,14079000,14079000,14079000,14079000,16931000,16931000,91165000,91165000,36317000,7955000,12410000,147700000,443739000,638351000,-194612000,132307000,100212000,13940000,576046000,723746000,38399000,26539000,11860000,47583000,47583000,85982000,165529000,65260000,100269000,227529000,313511000,7065000,444355000,410235000,410235000,723746000,14079000,24849000,1934000,-8873000,31989000,-16720000,4840000,4840000,-21560000,-21560000,-90000,-19821000,-1.3e+07,-832000,-832000,-832000,43494000,6.2e+07,24391000,0.40231,0.08306,0.06272,0.03432,0.01945,1.73244,1.7178,0.76422,0.08567,0.16053,0.16014,2.55953,4.67749,0.27811,5,0.02208,0.03824,1.03621,2.41722
"18","2014_Q3",21.6825,"Up",226784000,-130578000,96206000,-69424000,-26668000,-42756000,26782000,-26000,-26000,106000,26756000,13860000,40616000,-14144000,26472000,26472000,26472000,26472000,16142000,16142000,88158000,88158000,43305000,9730000,19265000,150702000,469022000,649612000,-180590000,131674000,100212000,13899000,600696000,751398000,56493000,44077000,11572000,47081000,47081000,103574000,169590000,72184000,97406000,212590000,316164000,7350000,469069000,435234000,435234000,751398000,26472000,26930000,-7188000,-54999.9999999981,46159000,-26232000,24592000,24592000,-50824000,-50824000,41000,-26191000,-20757000,-789000,-789000,-789000,53712000,4.3e+07,41569000,0.42422,0.11809,0.11673,0.06082,0.03523,1.5703,1.45502,0.72642,0.05723,0.30175,0.30116,2.58508,4.96118,0.47384,5,0.04358,0.06417,0.50004,1.00284
"19","2014_Q4",23.73421875,"Up",217093000,-122122000,94971000,-69937000,-27755000,-42182000,25034000,-76000,-76000,21000,24958000,11257000,36215000,-13477000,22738000,22738000,22738000,22738000,23323000,23323000,87235000,87235000,39052000,10089000,13973000,151874000,462437000,645279000,-182842000,137310000,100212000,20127000,599747000,751621000,52821000,35733000,15095000,47605000,47605000,100426000,173840000,78103000,95737000,194840000,295266000,4545000,490048000,456355000,456355000,751621000,22738000,28017000,-5876000,5990000,50869000,-13700000,35004000,35004000,-48704000,-48704000,-6228000,-19928000,-23760000,7181000,7181000,7181000,53051000,2.1e+07,58818000,0.43747,0.11531,0.10474,0.04983,0.03025,2.58677,1.5123,0.64701,0.02794,0.25904,0.25854,2.47318,5.19891,0.67007,6,0.03762,0.09032,-0.04379,-0.09279
"20","2015_Q1",23.8016393442623,"Up",202997000,-110517000,92480000,-64617000,-29570000,-35047000,27863000,-30000,-30000,32000,27833000,6384000,34217000,-12672000,21545000,21545000,21545000,21545000,17303000,17303000,77034000,77034000,53839000,10160000,8992000,150232000,480559000,678566000,-198007000,129203000,100212000,12611000,609762000,759994000,22736000,8261000,14475000,45552000,45552000,68288000,190519000,101605000,88914000,215119000,283407000,4965000,509834000,476587000,476587000,759994000,21545000,29833000,17787000,-25729000,43436000,-57055000,26830000,26830000,-83885000,-83885000,7516000,-49539000,83000,-6020000,-6020000,-6020000,57696000,24600000,-12416000,0.45557,0.13726,0.10613,0.04521,0.02835,-0.576280000000001,2.19998,0.59466,0.03237,0.24544,0.24503,2.31254,5.42927,-0.14144,7,0.03623,-0.01795,0.12647,0.26189
"21","2015_Q2",20.1549206349206,"Down",187523000,-105252000,82271000,-64192000,-25974000,-38218000,18079000,12000,12000,31000,18091000,10181000,28272000,-10661000,17611000,17611000,17611000,17611000,52171000,52171000,73744000,73744000,67531000,9424000,34061000,195286000,458310000,655616000,-197306000,126919000,100212000,10953000,585229000,780515000,47462000,33918000,13544000,47754000,47754000,95216000,192573000,102169000,90404000,192573000,287789000,5117000,525686000,492726000,492726000,780515000,17611000,26237000,-11418000,23260000,55690000,20325000,25547000,25547000,-5222000,-5222000,-16547000,3778000,-24600000,34868000,34868000,34868000,44316000,0,98562000,0.43872,0.09641,0.09391,0.03574,0.02256,5.59662,2.05098,0.58408,0,0.2006,0.2002,2.13602,5.61249,1.12269,7,0.0257,0.14382,-1.17725,-2.88572
"22","2015_Q3",19.25546875,"Down",191684000,-105100000,86584000,-60513000,-26876000,-33637000,26071000,62000,62000,62000,26133000,9668000,35801000,-12484000,23317000,23317000,23317000,23317000,79476000,79476000,70460000,70460000,45317000,9399000,16482000,196682000,459123000,667247000,-208124000,126289000,100212000,10929000,585412000,782094000,30309000,16834000,13475000,47615000,47615000,77924000,189460000,101311000,88149000,189460000,267384000,4641000,547243000,514710000,514710000,782094000,23317000,27138000,-9780000,5345000,46020000,-27679000,31802000,31802000,-59481000,-59481000,12488000,-15191000,-3524000,27305000,27305000,27305000,53209000,0,43359000,0.4517,0.13601,0.12164,0.0453,0.02981,1.85954,2.52402,0.51948,0,0.26553,0.26507,2.18287,5.86143,0.49377,6,0.03561,0.06157,-1.49366,-3.04844
"23","2015_Q4",18.04421875,"Down",182532000,-98400000,84132000,-66671000,-28416000,-38255000,17461000,63000,63000,63000,17524000,7401000,24925000,-9812000,15113000,15113000,15113000,15113000,64165000,64165000,64519000,64519000,55922000,9673000,24379000,185167000,456406000,668585000,-212179000,125886000,100212000,11116000,582292000,767459000,37131000,24720000,12411000,48392000,48392000,85523000,189289000,99489000,89800000,189289000,274812000,4849000,560621000,492647000,492647000,767459000,15113000,28678000,-9579000,7025000,41237000,-15261000,31724000,31724000,-46985000,-46985000,-6934000,-22195000,-34353000,-15311000,-15311000,-15311000,46139000,0,47715000,0.46092,0.09566,0.0828,0.03068,0.01969,3.15722,2.16511,0.55783,0,0.17295,0.17275,2.08883,5.63766,0.54603,7,0.02729,0.06997,-1.39069,-3.67476
"24","2016_Q1",16.9340983606557,"Down",174606000,-92280000,82326000,-62397000,-29707000,-32690000,19929000,54000,54000,54000,19983000,7790000,27773000,-10758000,17015000,17015000,17015000,17015000,33232000,33232000,61009000,61009000,42203000,9584000,8316000,136444000,473998000,671946000,-197948000,125588000,100212000,11363000,599586000,736030000,19959000,7516000,12443000,46209000,46209000,66168000,199934000,112118000,87816000,199934000,266102000,5033000,575948000,469928000,469928000,736030000,17015000,29795000,5606000,-4891000,47525000,-45846000,59719000,59719000,-105565000,-105565000,12241000,-33605000,-44853000,-30933000,-30933000,-30933000,49724000,2.3283064365387e-10,9745000,0.4715,0.11414,0.09745,0.03621,0.02312,0.57273,2.06208,0.56626,-2.16840434497101e-19,0.2004,0.20013,2.05644,5.53462,0.11477,6,0.02792,0.01455,-0.66833,-1.66752
"25","2016_Q2",16.801875,"Down",162786000,-86660000,76126000,-57164000,-25705000,-31459000,18962000,75000,75000,75000,19037000,1288000,20325000,-5948000,14377000,14377000,14377000,14377000,69747000,69747000,58497000,58497000,21438000,8180000,13258000,149682000,446697000,666079000,-219382000,130407000,100212000,11457000,577104000,726786000,25676000,6367000,12823000,49464000,49464000,75140000,183098000,93884000,89214000,183098000,258238000,4930000,588659000,468548000,468548000,726786000,14377000,25705000,-7479000,23307000,55910000,918000,3783000,3783000,-2865000,-2865000,-3969000,-3051000,-16344000,36515000,36515000,36515000,44667000,0,74840000,0.46764,0.11648,0.08832,0.03068,0.01978,5.20554,1.99204,0.55115,0,0.17245,0.17226,1.9526,5.62017,0.8977,5,0.02462,0.11485,-1.56149,-3.67825
"26","2016_Q3",17.6975,"Up",160791000,-85918000,74873000,-54878000,-25847000,-29031000,19995000,109000,109000,109000,20104000,4512000,24616000,-8248000,16368000,16368000,16368000,16368000,77607000,77607000,57009000,57009000,28034000,8793000,11468000,162650000,450688000,676170000,-225482000,128751000,100212000,11266000,579439000,742089000,34575000,21535000,13040000,47997000,47997000,82572000,176190000,94337000,81853000,176190000,258762000,4285000,603361000,483327000,483327000,742089000,16368000,25847000,-2998000,-17230000,21987000,-16527000,22961000,22961000,-39488000,-39488000,4066000,-12461000,-1666000,7860000,7860000,7860000,45842000,1.45519152283669e-11,20333000,0.46565,0.12435,0.1018,0.03387,0.02206,1.24224,1.9698,0.53538,2.71050543121376e-20,0.19662,0.19645,1.93149,5.80594,0.24425,5,0.02734,0.03083,-1.69292,-3.88132
"27","2016_Q4",18.9988888888889,"Up",149316000,-81339000,67977000,-49537000,-27271000,-22266000,18440000,124000,124000,124000,18564000,1473000,20037000,-7510000,12527000,12527000,12527000,12527000,100264000,100264000,51704000,51704000,24697000,8747000,9395000,176665000,436756000,679743000,-242987000,128291000,100212000,11353000,565047000,741712000,30502000,16755000,13747000,46242000,46242000,76744000,170705000,93933000,76772000,170705000,247449000,4230000,614221000,494263000,494263000,741712000,12527000,27271000,-1735000,4236000,42299000,-17064000,10562000,10562000,-27626000,-27626000,-911000,-17975000,-1667000,22657000,22657000,22657000,45711000,0,40393000,0.45526,0.1235,0.0839,0.02534,0.01689,3.22448,2.302,0.50064,0,0.15041,0.15031,1.79279,5.93446,0.48499,5,0.02135,0.06074,-2.19343,-5.43731
"28","2017_Q1",19.2137096774194,"Up",140044000,-69557000,70487000,-51521000,-26755000,-24766000,18966000,173000,173000,173000,19139000,1932000,21071000,-7957000,13114000,13114000,13114000,13114000,128507000,128507000,46844000,46844000,26760000,8181000,13841000,202111000,407648000,659053000,-251405000,128469000,100212000,12382000,536117000,738228000,23082000,12355000,10727000,42452000,42452000,65534000,166868000,94657000,72211000,166868000,232402000,4340000,625668000,505826000,505826000,738228000,13114000,26757000,-721000,-3565000,35585000,3865000,19974000,19974000,-16109000,-16109000,814000.000000001,4679000,-1667000,38597000,38597000,38597000,45723000,0,53980000,0.50332,0.13543,0.09364,0.02593,0.01776,4.11621,3.08406,0.45945,0,0.15746,0.15735,1.6815,6.07343,0.64814,6,0.02197,0.08024,-2.81055,-6.77565
"29","2017_Q2",18.8804761904762,"Down",129903000,-71681000,58222000,-44934000,-22930000,-22004000,13288000,288000,288000,288000,13576000,6075000,19651000,-5615000,14036000,14036000,14036000,14036000,159170000,159170000,46221000,46221000,32246000,10379000,21867000,237637000,388493000,640531000,-252038000,125579000,100212000,12190000,514072000,751709000,32795000,16228000,13286000,40654000,40654000,73449000,160015000,92493000,67522000,160015000,233464000,4310000,638037000,518245000,518245000,751709000,14036000,22940000,-5909000,1032000,32099000,3925000,21542000,21542000,-17617000,-17617000,927171.061323417,3925000,-1730000,34294000,34294000,34294000,36228000,0,46800000,0.4482,0.10229,0.10805,0.02708,0.01867,3.33428,3.2354,0.45049,0,0.16852,0.16842,1.55961,6.22203,0.56188,5,0.02315,0.069,-4.39356,-11.97848
"30","2017_Q3",20.6468253968254,"Up",129615000,-69931000,59684000,-44671000,-22604000,-22067000,15013000,425000,425000,425000,15438000,6300000,21738000,-7121000,14617000,14617000,14617000,14617000,171292000,171292000,43844000,43844000,37305000,9586000,24736000,252441000,373805000,620204000,-246399000,124894000,100212000,12199000,498699000,751140000,22078000,10040000,12038000,40236000,40236000,62314000,157518000,93416000,64102000,157518000,219832000,4359000,650987000,531308000,531308000,751140000,14617000,22625000,-4996000,-13512000,18734000,-5183000,27413000,27413000,-32596000,-32596000,-678000,-5861000,-1722000,11151000,11151000,11151000,37638000,1.13686837721616e-13,26064000,0.46047,0.11583,0.11277,0.02751,0.01946,1.78313,4.05111,0.41376,-1.05879118406788e-22,0.17549,0.1754,1.55611,6.37871,0.31292,4,0.02364,0.03784,-4.55104,-11.40958
