"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","short_term_borrowings","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","other_post_retirement_benefits","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_repurchase_of_equity","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",75.0496774193548,"Up",4.118e+09,-3.076e+09,1.042e+09,-6.49e+08,-4.56e+08,-1.86e+08,-7e+06,3.93e+08,8.8e+07,-4e+06,9.4e+07,-2e+06,4.81e+08,4.87e+08,-1.17e+08,3.7e+08,3.7e+08,-1.8e+07,3.52e+08,3.52e+08,1.272e+09,1.033e+09,2.39e+08,2.57e+09,3.273e+09,7.7e+08,2.503e+09,7.115e+09,2.557e+09,2.742e+09,4.43e+08,3.65e+08,9.62e+08,9.72e+08,5.299e+09,1.2414e+10,2.392e+09,1.46e+09,9.32e+08,1.31e+08,5.4e+07,7.86e+08,2.08e+08,4.06e+08,3.309e+09,6.7e+08,1.601e+09,4.17e+08,4.17e+08,1.184e+09,2.271e+09,5.58e+09,2.027e+09,2.027e+09,-1.809e+09,7.068e+09,-8.08e+08,6.478e+09,3.56e+08,6.834e+09,1.2414e+10,3.7e+08,9.1e+07,6.2e+07,8e+06,1.3e+08,-7.6e+07,-1.33e+08,1.82e+08,7.2e+07,-2.06e+08,-1.81e+08,3.9e+08,-1.58e+08,-1.58e+08,3.8e+07,1.95e+08,-1.57e+08,-4e+06,-3.69e+08,-9.4e+07,-2.5e+07,2e+06,-2.7e+07,-4.5e+07,-3.5e+07,-3.5e+07,-1e+07,-1.64e+08,-1.43e+08,-1.43e+08,3.1e+07,-1.12e+08,4.84e+08,8.01e+08,3.1e+08,0.25304,0.09543,0.08548,0.05151,0.02836,0.88068,2.1502,0.81651,0.06452,1.86638,1.86145,21.83457,34.34783,1.64369,0.49841,6,0.04829,0.03356,0.26705,-0.97314,-1.19847
"12","2013_Q1",88.7305,"Up",4.292e+09,-3.326e+09,9.66e+08,-5.77e+08,-3.9e+08,-1.74e+08,-1.3e+07,3.89e+08,9e+07,-2e+06,8.2e+07,1e+07,4.79e+08,4.73e+08,-7.5e+07,3.98e+08,3.98e+08,-2.9e+07,3.69e+08,3.69e+08,1.616e+09,1.369e+09,2.47e+08,2.221e+09,3.33e+09,8.55e+08,2.475e+09,7.167e+09,2.724e+09,2.657e+09,4.45e+08,3.69e+08,8.97e+08,7.64e+08,5.381e+09,1.2548e+10,2.285e+09,1.339e+09,9.46e+08,7.7e+07,1.6e+07,7.74e+08,2.15e+08,3.86e+08,3.136e+09,6.98e+08,1.74e+09,6.76e+08,4.32e+08,1.064e+09,2.438e+09,5.574e+09,2.04e+09,2.04e+09,-1.83e+09,7.343e+09,-9.5e+08,6.603e+09,3.71e+08,6.974e+09,1.2548e+10,3.98e+08,9.9e+07,6.5e+07,7e+06,2.5e+07,3.3e+07,1.83e+08,2.1e+07,3.35e+08,-1.11e+08,-61999999.9999999,7.45e+08,-2.66e+08,-2.66e+08,-1.8e+07,1.1e+08,-1.28e+08,9000000.00000001,-2.63e+08,-9.4e+07,-3e+07,-5e+06,-2.5e+07,-2.5e+07,-2.5e+07,-2.5e+07,5e+06,-1.44e+08,3.38e+08,3.38e+08,-2e+06,3.36e+08,4.88e+08,7.75e+08,4.8e+08,0.22507,0.09063,0.08597,0.05291,0.02941,1.30081,2.2854,0.79925,0.06176,1.95915,1.95575,22.78769,35.05758,2.54848,0.49908,6,0.04879,0.05058,0.25474,-1.72336,-2.16195
"13","2013_Q2",87.51515625,"Down",3.922e+09,-2.965e+09,9.57e+08,-6.25e+08,-4.44e+08,-1.82e+08,1e+06,3.32e+08,9.9e+07,-1e+06,8.2e+07,1.8e+07,4.31e+08,4.31e+08,-1.19e+08,3.12e+08,3.12e+08,-3e+07,2.82e+08,2.82e+08,1.679e+09,1.483e+09,1.96e+08,2.387e+09,3.154e+09,6.58e+08,2.496e+09,7.22e+09,2.769e+09,2.767e+09,4.44e+08,3.66e+08,9.44e+08,1.013e+09,5.536e+09,1.2756e+10,2.361e+09,1.554e+09,8.07e+08,6.7e+07,1.3e+07,8.29e+08,2.3e+08,3.96e+08,3.257e+09,7.36e+08,1.718e+09,4.22e+08,4.22e+08,1.296e+09,2.454e+09,5.711e+09,2.047e+09,2.047e+09,-1.827e+09,7.53e+09,-1.095e+09,6.655e+09,3.9e+08,7.045e+09,1.2756e+10,3.12e+08,9.8e+07,-4.3e+07,7e+06,5e+06,-5.5e+07,6.1e+07,-2.9e+07,-1.77e+08,2.04e+08,6.3e+07,4.28e+08,-1.14e+08,-1.14e+08,5.4e+07,1.87e+08,-1.33e+08,-4.2e+07,-1.43e+08,-9.5e+07,-1.2e+07,1.5e+07,-2.7e+07,-2.7e+07,0,0,4e+06,-1.03e+08,1.82e+08,1.82e+08,-6.8e+07,1.14e+08,4.3e+08,8.03e+08,4.96e+08,0.24401,0.08465,0.0719,0.04003,0.02211,1.75887,2.21676,0.81065,0.06295,1.49682,1.49364,20.81741,35.32378,2.6327,0.50425,5,0.03941,0.05185,0.33688,-2.03721,-2.63855
"14","2013_Q3",95.65046875,"Up",4.525e+09,-3.372e+09,1.153e+09,-6.51e+08,-4.84e+08,-1.77e+08,1e+07,5.02e+08,1.11e+08,2e+06,1.08e+08,1e+06,6.13e+08,6.13e+08,-1.72e+08,4.41e+08,4.41e+08,-2.7e+07,4.14e+08,4.14e+08,1.587e+09,1.382e+09,2.05e+08,2.475e+09,3.342e+09,5.97e+08,2.745e+09,7.404e+09,2.882e+09,2.762e+09,4.5e+08,3.6e+08,9.24e+08,1.028e+09,5.644e+09,1.3048e+10,2.584e+09,1.669e+09,9.15e+08,8.3e+07,4e+07,7.95e+08,2.43e+08,3.93e+08,3.462e+09,7.54e+08,1.739e+09,4.14e+08,4.14e+08,1.325e+09,2.493e+09,5.955e+09,2.065e+09,2.065e+09,-2.112e+09,7.85e+09,-1.099e+09,6.704e+09,3.89e+08,7.093e+09,1.3048e+10,4.41e+08,1.02e+08,-3.8e+07,1.2e+07,1.5e+07,-6.5e+07,2.7e+07,-2.36e+08,-7000000.00000012,1.06e+08,1.64e+08,5.32e+08,-1.61e+08,-1.61e+08,-1.7e+07,9.3e+07,-1.1e+08,7000000.00000001,-2.68e+08,-9.4e+07,1.9e+07,4.1e+07,-2.2e+07,-2.4e+07,-2.89e+08,-2.89e+08,-6e+06,-3.7e+08,-1.06e+08,-1.06e+08,5e+06,-1.01e+08,6.04e+08,8.37e+08,6.42e+08,0.25481,0.11094,0.09149,0.05837,0.03173,1.55072,2.13865,0.83956,0.06415,2.20447,2.19979,24.09478,35.69755,3.41853,0.50053,5,0.05254,0.0664,0.22705,-1.24172,-1.49402
"15","2013_Q4",103.375625,"Up",4.266e+09,-3.233e+09,1.033e+09,-6e+08,-4.16e+08,-1.73e+08,-1.1e+07,4.33e+08,9.5e+07,-2e+06,9.1e+07,6e+06,5.28e+08,5.28e+08,-1.54e+08,3.74e+08,3.74e+08,-1.9e+07,3.55e+08,3.55e+08,2.661e+09,2.499e+09,1.62e+08,2.513e+09,3.352e+09,6.43e+08,2.709e+09,8.526e+09,2.948e+09,2.862e+09,4.57e+08,3.62e+08,9.66e+08,1.077e+09,5.81e+09,1.4336e+10,2.573e+09,1.613e+09,9.6e+08,6.2e+07,1.5e+07,7.55e+08,2.69e+08,3.74e+08,3.39e+09,1.731e+09,1.751e+09,4.07e+08,4.07e+08,1.344e+09,3.482e+09,6.872e+09,2.079e+09,2.079e+09,-2.104e+09,8.089e+09,-9.68e+08,7.096e+09,3.68e+08,7.464e+09,1.4336e+10,3.74e+08,1.05e+08,-3.1e+07,1e+07,5.8e+07,-9.9e+07,-7.5e+07,4.9e+07,-2.2e+07,-5.8e+07,-4.4e+07,3.73e+08,-1.42e+08,-1.42e+08,3.6e+07,1.53e+08,-1.17e+08,-9e+06,-1.34e+08,-1.16e+08,9.52e+08,-2.2e+07,9.74e+08,-1.1e+07,0,0,-1.9e+07,8.17e+08,1.056e+09,1.056e+09,6.1e+07,1.117e+09,5.38e+08,1.793e+09,4.75e+08,0.24215,0.1015,0.08322,0.04756,0.02476,1.33803,2.51504,0.92069,0.12507,1.9086,1.90349,22.93548,38.15054,2.55376,0.62366,5,0.04279,0.04315,0.32676,-1.61338,-2.00462
"16","2014_Q1",108.739508196721,"Up",4.588e+09,-3.451e+09,1.137e+09,-6.64e+08,-4.73e+08,-1.81e+08,-1e+07,4.73e+08,7.4e+07,-1.3e+07,8e+07,7e+06,5.47e+08,5.47e+08,-8.6e+07,4.61e+08,4.61e+08,-2.9e+07,4.32e+08,4.32e+08,2.849e+09,2.699e+09,1.5e+08,2.381e+09,3.409e+09,7.6e+08,2.649e+09,8.639e+09,3.156e+09,2.933e+09,4.61e+08,3.57e+08,9.31e+08,6.7e+08,6.089e+09,1.4728e+10,2.556e+09,1.557e+09,9.99e+08,6.8e+07,1.7e+07,7.44e+08,2.85e+08,3.6e+08,3.368e+09,1.672e+09,1.818e+09,5.88e+08,3.56e+08,1.23e+09,3.49e+09,6.858e+09,2.083e+09,2.083e+09,-2.195e+09,8.406e+09,-7.84e+08,7.51e+09,3.6e+08,7.87e+09,1.4728e+10,4.61e+08,1.02e+08,6e+07,8e+06,2.2e+07,3e+07,1.33e+08,6.8e+07,1.6e+08,-8.9e+07,-6000000.00000006,7.56e+08,-2.59e+08,-2.59e+08,3.4e+07,9.2e+07,-5.8e+07,-4.4e+07,-3.01e+08,-1.15e+08,-4.8e+07,-3.7e+07,-11000000.0000001,-2.8e+07,-9.2e+07,-9.2e+07,-3.7e+07,-2.92e+08,1.63e+08,1.63e+08,3.7e+07,2e+08,5.75e+08,1.74e+09,5.35e+08,0.24782,0.1031,0.09416,0.05489,0.02933,1.23843,2.56502,0.87141,0.11814,2.32536,2.32044,24.69621,40.4247,2.87979,0.61902,6,0.04786,0.04681,0.2662,-1.9287,-2.34461
"17","2014_Q2",118.869682539683,"Up",4.406e+09,-3.307e+09,1.099e+09,-6.76e+08,-4.85e+08,-1.9e+08,-1e+06,4.23e+08,8.8e+07,-1.2e+07,9e+07,1e+07,5.11e+08,5.11e+08,-1.53e+08,3.58e+08,3.58e+08,-2e+07,3.38e+08,3.38e+08,2.307e+09,2.178e+09,1.29e+08,2.58e+09,3.612e+09,6.63e+08,2.949e+09,8.499e+09,3.232e+09,3.02e+09,4.64e+08,3.57e+08,9.66e+08,6.11e+08,6.252e+09,1.4751e+10,2.785e+09,1.887e+09,8.98e+08,6.1e+07,2.4e+07,7.09e+08,2.95e+08,3.45e+08,3.555e+09,1.632e+09,1.83e+09,5.79e+08,3.47e+08,1.251e+09,3.462e+09,7.017e+09,2.086e+09,2.086e+09,-2.6e+09,8.629e+09,-7.55e+08,7.36e+09,3.74e+08,7.734e+09,1.4751e+10,3.58e+08,1.05e+08,-9.2e+07,1e+07,2.2e+07,-1.24e+08,-1.08e+08,-2.32e+08,-1.35e+08,3.02e+08,-4.3e+07,2.63e+08,-1.07e+08,-1.07e+08,2.4e+07,1.08e+08,-8.4e+07,-8e+06,-1.87e+08,-1.15e+08,-1.8e+07,-55531382.3159992,-1.8e+07,-2.5e+07,-4.19e+08,-4.19e+08,-5e+07,-6.02e+08,-5.26e+08,-5.26e+08,5e+06,-5.21e+08,5.28e+08,1.693e+09,4.66e+08,0.24943,0.09601,0.07671,0.0437,0.02291,1.3787,2.39072,0.90729,0.11477,1.83397,1.82999,23.90667,39.93489,2.52849,0.62398,7,0.04024,0.0414,0.34024,-1.16288,-1.45154
"18","2014_Q3",113.84953125,"Down",4.835e+09,-3.63e+09,1.205e+09,-6.98e+08,-5.13e+08,-1.79e+08,-6e+06,5.07e+08,1.35e+08,-9e+06,1.05e+08,3.9e+07,6.42e+08,6.42e+08,-1.7e+08,4.72e+08,4.72e+08,-2.6e+07,4.46e+08,4.46e+08,2.377e+09,2.219e+09,1.58e+08,2.745e+09,3.958e+09,7.7e+08,3.188e+09,9.08e+09,3.329e+09,3.091e+09,4.65e+08,3.53e+08,9.34e+08,6.68e+08,6.42e+09,1.55e+10,2.952e+09,1.905e+09,1.047e+09,6.3e+07,3e+07,7.94e+08,3.16e+08,3.53e+08,3.809e+09,1.627e+09,1.906e+09,5.74e+08,3.41e+08,1.332e+09,3.533e+09,7.342e+09,2.099e+09,2.099e+09,-2.604e+09,8.961e+09,-6.69e+08,7.787e+09,3.71e+08,8.158e+09,1.55e+10,4.72e+08,1.12e+08,-2.39e+08,1.1e+07,-1.1e+08,-1.4e+08,93000000.0000001,-8.9e+07,-8.8e+07,-1.3e+07,2.83e+08,4.38e+08,-1.38e+08,-1.38e+08,-2.4e+07,7.1e+07,-9.5e+07,-6e+06,-2.76e+08,-1.14e+08,-5.2e+07,-4.8e+07,-4e+06,-1.4e+07,-10999999.9999999,-11000000.0000001,2.3e+07,-1.54e+08,8e+06,8e+06,3.3e+07,4.1e+07,6.19e+08,1.69e+09,7.44e+08,0.24922,0.10486,0.09224,0.05467,0.02877,1.66816,2.38383,0.89998,0.10903,2.43982,2.4345,26.44967,42.59847,4.07002,0.62363,4,0.04764,0.0633,0.25561,-1.10985,-1.35503
"19","2014_Q4",112.25265625,"Down",4.89e+09,-3.606e+09,1.284e+09,-7.24e+08,-5.29e+08,-1.98e+08,3e+06,5.6e+08,1.09e+08,-9e+06,9.9e+07,1.9e+07,6.69e+08,6.69e+08,-2.3e+08,4.39e+08,4.39e+08,-1.6e+07,4.23e+08,4.23e+08,2.381e+09,2.328e+09,5.3e+07,2.833e+09,3.854e+09,7.95e+08,3.059e+09,9.068e+09,3.464e+09,3.112e+09,4.65e+08,3.46e+08,9.81e+08,6.19e+08,6.576e+09,1.5644e+10,3.12e+09,1.93e+09,1.19e+09,1.05e+08,7.8e+07,8.13e+08,3.28e+08,3.51e+08,4.038e+09,1.584e+09,1.925e+09,5.67e+08,3.33e+08,1.358e+09,3.509e+09,7.547e+09,2.111e+09,2.111e+09,-2.779e+09,9.243e+09,-8.27e+08,7.748e+09,3.49e+08,8.097e+09,1.5644e+10,4.39e+08,1.13e+08,2e+06,6e+06,5.1e+07,-5.5e+07,1.33e+08,8.5e+07,-7.9e+07,2.7e+07,1e+08,6.87e+08,-1.64e+08,-1.64e+08,1.03e+08,1.37e+08,-3.4e+07,-1.5e+07,-1.77e+08,-1.41e+08,-4e+06,7e+06,-1.1e+07,-3.3e+07,-1.75e+08,-1.75e+08,-2.3e+07,-3.43e+08,1.67e+08,1.67e+08,-5.8e+07,1.09e+08,6.73e+08,1.689e+09,8.72e+08,0.26258,0.11452,0.0865,0.05224,0.02704,2.06147,2.24567,0.93207,0.10796,2.32162,2.31527,26.83864,42.5247,4.78595,0.77387,8,0.04816,0.07446,0.33333,-1.02823,-1.23571
"20","2015_Q1",112.512295081967,"Up",5.09e+09,-3.817e+09,1.273e+09,-7.68e+08,-5.68e+08,-1.87e+08,-1.3e+07,5.05e+08,1.07e+08,-1.1e+07,7.6e+07,4.2e+07,6.12e+08,6.12e+08,-1.45e+08,4.67e+08,4.67e+08,-2.3e+07,4.44e+08,4.44e+08,2.394e+09,2.301e+09,9.3e+07,2.866e+09,3.795e+09,8.49e+08,2.946e+09,9.055e+09,3.686e+09,3.023e+09,4.79e+08,3.43e+08,9.81e+08,5.83e+08,6.709e+09,1.5764e+10,3.148e+09,1.881e+09,1.267e+09,1.09e+08,8.6e+07,7.64e+08,4.01e+08,3.63e+08,4.021e+09,1.577e+09,2.073e+09,6.58e+08,3.69e+08,1.415e+09,3.65e+09,7.671e+09,2.126e+09,2.126e+09,-2.844e+09,9.545e+09,-1.078e+09,7.749e+09,3.44e+08,8.093e+09,1.5764e+10,4.67e+08,1.25e+08,5.4e+07,9e+06,6.8e+07,-2.3e+07,2.32e+08,1.47e+08,4.6e+07,-7.2e+07,1.11e+08,8.78e+08,-3.34e+08,-3.34e+08,-4.2e+07,2e+07,-6.2e+07,-3.1e+07,-5.94e+08,-1.42e+08,-5000000.00000001,1e+06,-6e+06,-2.2e+07,-6.5e+07,-6.5e+07,-3.2e+07,-2.44e+08,4e+07,4e+07,-6.7e+07,-2.7e+07,6.3e+08,1.686e+09,6.73e+08,0.2501,0.09921,0.08723,0.05486,0.02817,1.51577,2.25193,0.94786,0.10695,2.44965,2.44336,28.08272,42.75304,3.7131,0.78345,6,0.04944,0.05678,0.31982,-1.12381,-1.40198
"21","2015_Q2",110.357301587302,"Down",4.709e+09,-3.514e+09,1.195e+09,-7.15e+08,-5.17e+08,-1.95e+08,-3e+06,4.8e+08,6.8e+07,-9e+06,6.8e+07,9e+06,5.48e+08,5.48e+08,-1.44e+08,4.04e+08,4.04e+08,-1.7e+07,3.87e+08,3.87e+08,2.112e+09,1.997e+09,1.15e+08,2.936e+09,3.952e+09,7.12e+08,3.24e+09,9e+09,3.637e+09,3.099e+09,4.7e+08,3.4e+08,9.68e+08,6.07e+08,6.736e+09,1.5736e+10,3.181e+09,2.013e+09,1.168e+09,1.04e+08,7.1e+07,7.72e+08,3.93e+08,3.79e+08,4.057e+09,1.602e+09,2.008e+09,6.49e+08,3.59e+08,1.359e+09,3.61e+09,7.667e+09,2.134e+09,2.134e+09,-2.975e+09,9.792e+09,-1.245e+09,7.706e+09,3.63e+08,8.069e+09,1.5736e+10,4.04e+08,1.28e+08,-1.76e+08,5e+06,-1e+06,-1.8e+08,-1.83e+08,-2.76e+08,-9.8e+07,1.47e+08,4.4e+07,1.73e+08,-1e+08,-1e+08,-2.4e+07,7.1e+07,-9.5e+07,0,-1.25e+08,-1.4e+08,-1.6e+07,0,-1.6e+07,-1.8e+07,-1.37e+08,-1.37e+08,-3e+06,-2.96e+08,-2.48e+08,-2.48e+08,-5.6e+07,-3.04e+08,6.08e+08,1.706e+09,4.69e+08,0.25377,0.10193,0.08218,0.04796,0.02459,1.21189,2.21839,0.95018,0.10841,2.14286,2.13812,26.0742,42.66888,2.5969,0.77519,6,0.04473,0.0398,0.36176,-0.66776,-0.84583
"22","2015_Q3",99.7434375,"Down",5.015e+09,-3.683e+09,1.332e+09,-7.03e+08,-5.37e+08,-1.66e+08,0,6.29e+08,7.5e+07,-1.1e+07,9.4e+07,-8e+06,7.04e+08,7.04e+08,-2.08e+08,4.96e+08,4.96e+08,-2.5e+07,4.71e+08,4.71e+08,1.849e+09,1.76e+09,8.9e+07,2.986e+09,4.168e+09,7.46e+08,3.422e+09,9.003e+09,3.653e+09,3.222e+09,4.73e+08,3.39e+08,9.95e+08,6.31e+08,6.875e+09,1.5878e+10,3.145e+09,1.974e+09,1.171e+09,1.01e+08,7e+07,8.07e+08,4.02e+08,4.05e+08,4.053e+09,1.576e+09,2.035e+09,6.42e+08,3.51e+08,1.393e+09,3.611e+09,7.664e+09,2.152e+09,2.152e+09,-3.35e+09,1.0123e+10,-1.071e+09,7.854e+09,3.6e+08,8.214e+09,1.5878e+10,4.96e+08,1.26e+08,-82999999.9999999,1.2e+07,-6.2e+07,-3.3e+07,-1.43e+08,-1.5e+08,-2.9e+07,-5e+07,8.6e+07,3.96e+08,-1.47e+08,-1.47e+08,6e+06,8.4e+07,-7.8e+07,-3e+06,-1.75e+08,-1.4e+08,-3e+06,0,-3e+06,-1.3e+07,-3.77e+08,-3.77e+08,-1.3e+07,-5.33e+08,-3.12e+08,-3.12e+08,7.5e+07,-2.37e+08,7.55e+08,1.677e+09,6.73e+08,0.2656,0.12542,0.09392,0.05734,0.02966,1.42887,2.22132,0.93304,0.10562,2.62835,2.62249,27.98549,43.82812,3.75558,0.78125,6,0.05123,0.05643,0.29724,-0.22781,-0.27345
"23","2015_Q4",81.35671875,"Down",4.62e+09,-3.412e+09,1.208e+09,-7.29e+08,-5.3e+08,-1.97e+08,-2e+06,4.79e+08,8.2e+07,-7e+06,7.8e+07,1.1e+07,5.61e+08,5.61e+08,-1.69e+08,3.92e+08,3.92e+08,-1.2e+07,3.8e+08,3.8e+08,1.723e+09,1.688e+09,3.5e+07,3.059e+09,4.08e+09,9.21e+08,3.159e+09,8.862e+09,3.717e+09,3.218e+09,4.81e+08,3.37e+08,9.59e+08,6.56e+08,6.935e+09,1.5797e+10,3.108e+09,1.824e+09,1.284e+09,5.8e+07,2.7e+07,8.02e+08,4.14e+08,3.88e+08,3.968e+09,1.595e+09,2.153e+09,6.39e+08,3.47e+08,1.514e+09,3.748e+09,7.716e+09,2.162e+09,2.162e+09,-3.486e+09,1.0331e+10,-1.258e+09,7.749e+09,3.32e+08,8.081e+09,1.5797e+10,3.92e+08,1.29e+08,-9e+07,7e+06,-5.7e+07,-4e+07,1.31e+08,2.63e+08,-5.2e+07,-1.49e+08,6.9e+07,5.62e+08,-1.46e+08,-1.46e+08,7.1e+07,7.3e+07,-2e+06,-2.3e+07,-1.77e+08,-1.72e+08,-5.9e+07,-3.8e+07,-2.1e+07,-3.3e+07,-1.36e+08,-1.36e+08,-1.9e+07,-3.86e+08,-1e+06,-1e+06,-7.1e+07,-7.2e+07,6.08e+08,1.653e+09,7.62e+08,0.26147,0.10368,0.08225,0.04702,0.02406,2.00526,2.23337,0.95483,0.10464,2.14689,2.14205,26.10169,43.77966,4.30508,0.97175,5,0.04644,0.0641,0.45263,-0.11513,-0.14614
"24","2016_Q1",79.6196721311475,"Down",4.766e+09,-3.554e+09,1.212e+09,-6.97e+08,-5.08e+08,-1.77e+08,-1.2e+07,5.15e+08,5.8e+07,-1.4e+07,7.5e+07,-3e+06,5.73e+08,2.12e+08,-3.4e+07,1.78e+08,1.78e+08,-1.7e+07,1.61e+08,1.61e+08,1.811e+09,1.711e+09,1e+08,2.707e+09,3.429e+09,6.09e+08,2.82e+09,7.947e+09,3.745e+09,3.442e+09,4.82e+08,3.28e+08,9.75e+08,9.22e+08,7.187e+09,1.5134e+10,2.978e+09,1.706e+09,1.272e+09,6.3e+07,2.4e+07,7.62e+08,4.03e+08,3.59e+08,3.803e+09,1.576e+09,2.005e+09,6.47e+08,3.49e+08,1.358e+09,3.581e+09,7.384e+09,2.167e+09,2.167e+09,-3.735e+09,1.0322e+10,-1.348e+09,7.406e+09,3.44e+08,7.75e+09,1.5134e+10,1.78e+08,1.31e+08,3.92e+08,0,1.2e+07,3.8e+08,2.33e+08,2.66e+08,3.29e+08,-7.8e+07,-2.84e+08,9.34e+08,-3.26e+08,-3.51e+08,-6.5e+07,4.2e+07,-1.07e+08,-3.7e+07,-4.41e+08,-1.7e+08,5e+06,-3e+06,8e+06,-1.2e+07,-2.5e+08,-2.5e+08,-2e+07,-4.35e+08,5.8e+07,5.8e+07,-3.5e+07,23000000.0000001,6.46e+08,1.639e+09,5.87e+08,0.2543,0.10806,0.03378,0.02077,0.01064,3.64596,2.08967,0.95277,0.1083,0.91816,0.91671,27.17988,42.23545,3.34758,0.96949,5,0.02905,0.05152,1.0559,-0.26625,-0.33398
"25","2016_Q2",94.1046875,"Up",4.291e+09,-3.235e+09,1.056e+09,-6.58e+08,-4.9e+08,-1.66e+08,-2e+06,3.98e+08,6.7e+07,-1.3e+07,7.2e+07,8e+06,4.65e+08,4.65e+08,-1.32e+08,3.33e+08,3.33e+08,-1.2e+07,3.21e+08,3.21e+08,1.274e+09,9.15e+08,3.59e+08,2.759e+09,3.435e+09,5.14e+08,2.921e+09,7.468e+09,3.712e+09,3.647e+09,4.85e+08,3.44e+08,1.053e+09,1.002e+09,7.359e+09,1.4827e+10,2.926e+09,1.809e+09,1.117e+09,2.16e+08,1.67e+08,7.75e+08,4.25e+08,3.5e+08,3.917e+09,1.614e+09,2.036e+09,6.37e+08,3.39e+08,1.399e+09,3.65e+09,7.567e+09,2.067e+09,2.067e+09,-4.203e+09,1.0473e+10,-1.417e+09,6.92e+09,3.4e+08,7.26e+09,1.4827e+10,3.33e+08,1.28e+08,-1.32e+08,5e+06,-2e+06,-1.35e+08,-6.2e+07,-9.8e+07,-5.4e+07,1.07e+08,-1.7e+07,2.67e+08,-7.1e+07,-7.1e+07,-2.56e+08,3.5e+07,-2.91e+08,-3.6e+07,-3.88e+08,-1.7e+08,1.4e+08,5e+07,9e+07,-1.5e+07,-5.75e+08,-5.75e+08,-3.1e+07,-6.36e+08,-7.57e+08,-7.57e+08,-3.9e+07,-7.96e+08,5.26e+08,1.83e+09,5.25e+08,0.2461,0.09275,0.07481,0.04421,0.02165,1.63551,1.90656,1.04229,0.12342,1.86845,1.86628,24.97672,40.27939,3.05588,0.98952,3,0.04413,0.04719,0.5296,1.05703,1.39698
