"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",46.1808064516129,"Up",1.116e+09,-3.67e+08,7.49e+08,-4.74e+08,-4.35e+08,-3.9e+07,2.75e+08,-2.1e+07,-2.1e+07,2.54e+08,2.54e+08,-8.2e+07,1.72e+08,3.37e+08,-2.3e+07,3.14e+08,3.14e+08,1.245e+09,1.243e+09,1.338e+09,1.338e+09,4.18e+08,1.58e+08,3.259e+09,4.82e+08,4.202e+09,2.357e+09,1.247e+09,5.98e+08,4.684e+09,7.943e+09,1.112e+09,4.09e+08,7.03e+08,1.846e+09,1.377e+09,4.69e+08,3.358e+09,7.99e+08,1.114e+09,4.89e+08,6.25e+08,1.913e+09,5.271e+09,8.61e+08,-6.201e+09,7.518e+09,-3.92e+08,1.786e+09,8.86e+08,2.672e+09,7.943e+09,1.72e+08,3.9e+07,6.4e+07,2.3e+07,3.9e+07,1.04e+08,-7.4e+07,1.78e+08,3.79e+08,-3.4e+07,-3.4e+07,-8e+06,-4.1e+07,-7.1e+07,-1.5e+08,1.19e+08,-2.69e+08,9e+06,-2.12e+08,1.26e+08,3.84e+08,1.4e+07,3.98e+08,3.14e+08,1.199e+09,4.66e+08,0.67115,0.24642,0.28136,0.11751,0.03953,1.48408,0.97052,1.97268,0.15095,1.12666,1.1033,4.00431,6.40832,1.67205,0.25475,6,0.07723,0.09348,0.22611,-0.1465,-0.16727
"12","2013_Q1",44.8736666666667,"Down",1.046e+09,-3.53e+08,6.93e+08,-3.88e+08,-4.03e+08,-3.7e+07,3.05e+08,-1.8e+07,-1.8e+07,2.87e+08,2.87e+08,-1.01e+08,1.86e+08,-1.92e+08,-2.4e+07,-2.16e+08,-2.16e+08,7.61e+08,7.6e+08,9.54e+08,9.54e+08,2.184e+09,1.27e+08,3.899e+09,3.68e+08,2.785e+09,1.438e+09,1.081e+09,1.68e+08,3.153e+09,7.052e+09,8.6e+08,2.49e+08,6.11e+08,2.35e+09,1.229e+09,1.121e+09,3.667e+09,7.99e+08,9.36e+08,5.29e+08,3.51e+08,1.735e+09,5.402e+09,9.04e+08,-6.145e+09,6.525e+09,-5.17e+08,7.67e+08,8.83e+08,1.65e+09,7.052e+09,1.86e+08,3.7e+07,4.4e+07,2.7e+07,-3.1e+07,-1.35e+08,-1.28e+08,-6999999.99999997,1.32e+08,-2.6e+07,-2.6e+07,-2.1e+07,-4.7e+07,-7.68e+08,2e+07,4.6e+07,-26000000.0000001,8e+06,-6.83e+08,-5.98e+08,-3.71e+08,-4e+06,-3.75e+08,3.42e+08,1.256e+09,2.82e+08,0.66252,0.29159,-0.2065,-0.13091,-0.03063,-1.30556,1.06327,3.27394,0.17811,-0.77698,-0.75869,3.76259,2.75899,1.01439,2.76259,6,0.14368,0.0734,-3.55556,1.44737,1.62295
"13","2013_Q2",48.2234375,"Up",1.181e+09,-3.74e+08,8.07e+08,-5.29e+08,-4.94e+08,-3.5e+07,2.78e+08,-1.5e+07,-1.5e+07,2.63e+08,2.63e+08,-8.9e+07,1.74e+08,7.55e+08,-2e+07,7.35e+08,7.35e+08,1.905e+09,1.905e+09,9.99e+08,9.99e+08,2.77e+08,1.44e+08,3.181e+09,3.45e+08,2.744e+09,1.429e+09,1.054e+09,2.61e+08,3.089e+09,6.27e+09,8.46e+08,2.5e+08,5.96e+08,1.842e+09,1.279e+09,5.63e+08,2.688e+09,7.99e+08,8.91e+08,5.11e+08,3.8e+08,1.69e+09,4.378e+09,6.48e+08,-6.332e+09,7.168e+09,-4.54e+08,1.03e+09,8.62e+08,1.892e+09,6.27e+09,1.74e+08,3.5e+07,1.2e+08,2.1e+07,9.9e+07,-3.76e+08,-4.6e+07,-3.3e+08,-4.7e+07,-2.2e+07,-2.2e+07,0,-2.2e+07,-7.9e+07,-4.26e+08,7.4e+07,-5e+08,-9e+06,-9.71e+08,-1.04e+09,1.168e+09,-2.3e+07,1.145e+09,3.13e+08,7.99e+08,4e+06,0.68332,0.23539,0.62235,0.38848,0.11722,0.00544,1.18341,2.31395,0.12743,2.62032,2.5853,4.21034,3.67201,0.01426,0.28164,5,0.22725,0.00112,0.10748,-3.53355,-3.97842
"14","2013_Q3",54.7303125,"Up",1.25e+09,-3.95e+08,8.55e+08,-4.19e+08,-3.84e+08,-3.5e+07,4.36e+08,-1.6e+07,-1.6e+07,4.2e+08,4.2e+08,-1.47e+08,2.73e+08,2.77e+08,-2.3e+07,2.54e+08,2.54e+08,1.9e+09,1.9e+09,9.57e+08,9.57e+08,2.5e+08,1.19e+08,3.107e+09,3.4e+08,2.713e+09,1.432e+09,1.037e+09,2.44e+08,3.053e+09,6.16e+09,7.14e+08,2.27e+08,4.87e+08,1.681e+09,1.284e+09,3.97e+08,2.395e+09,7.99e+08,8.85e+08,5.11e+08,3.74e+08,1.684e+09,4.079e+09,7.54e+08,-6.378e+09,7.348e+09,-5.01e+08,1.223e+09,8.58e+08,2.081e+09,6.16e+09,2.73e+08,3.5e+07,-4.6e+07,2.6e+07,-7.2e+07,1.1e+07,3.5e+07,-24000000.0000001,2.73e+08,-2.1e+07,-2.1e+07,3.72529029846191e-09,-2.1e+07,-77000000.0000001,33000000.0000001,3.3e+07,-5.96046447753906e-08,-2.9e+07,-7.3e+07,1.79e+08,8000000.00000048,-1.3e+07,-4999999.99999976,4.71e+08,7.99e+08,6.08e+08,0.684,0.3488,0.2032,0.12206,0.04123,2.3937,1.29729,1.96012,0.12971,0.92599,0.91268,4.55705,4.45862,2.21655,0.28071,8,0.08792,0.16149,0.30315,-2.33758,-2.52523
"15","2013_Q4",65.1096875,"Up",1.065e+09,-3.45e+08,7.2e+08,-3.47e+08,-3.38e+08,-3.3e+07,3.73e+08,-1.4e+07,-1.4e+07,3.59e+08,3.59e+08,-1.15e+08,2.44e+08,2.45e+08,-3e+07,2.15e+08,2.15e+08,1.577e+09,1.577e+09,9.57e+08,9.57e+08,2.94e+08,1.64e+08,2.828e+09,3.36e+08,2.684e+09,1.406e+09,1.023e+09,2.55e+08,3.02e+09,5.848e+09,6.89e+08,2.27e+08,4.62e+08,1.67e+09,1.24e+09,4.3e+08,2.359e+09,7.99e+08,8.65e+08,5.06e+08,3.59e+08,1.664e+09,4.023e+09,8.39e+08,-6.686e+09,7.289e+09,-4.65e+08,9.77e+08,8.48e+08,1.825e+09,5.848e+09,2.44e+08,3.3e+07,-7e+06,2.3e+07,-3.3e+07,-2e+07,-4e+06,-1.6e+07,2.5e+08,4e+07,-1.2e+07,-1.5e+07,2.5e+07,-7.6e+07,-2.62e+08,8.8e+07,-3.5e+08,-2.18e+08,-5.56e+08,-2.81e+08,-3.52e+08,2.9e+07,-3.23e+08,4.06e+08,7.99e+08,5.41e+08,0.67606,0.35023,0.20188,0.11781,0.03676,2.51628,1.19881,2.20438,0.13663,0.78812,0.77172,3.90396,3.58138,1.98314,0.27859,7,0.0834,0.15506,0.35349,-1.91626,-2.08579
"16","2014_Q1",71.2406557377049,"Up",1.206e+09,-4.5e+08,7.56e+08,-4.85e+08,-4.15e+08,-3.4e+07,2.71e+08,-1.4e+07,-1.4e+07,2.57e+08,2.57e+08,-7.4e+07,1.83e+08,1.89e+08,-1.7e+07,1.72e+08,1.72e+08,1.56e+09,1.542e+09,9.49e+08,9.49e+08,4.32e+08,2.27e+08,2.941e+09,2.49e+08,2.871e+09,1.409e+09,1.033e+09,1.68e+08,3.12e+09,6.061e+09,6.48e+08,2.1e+08,4.38e+08,1.724e+09,1.268e+09,4.56e+08,2.372e+09,7.99e+08,7.36e+08,2.64e+08,2.66e+08,1.535e+09,3.907e+09,8.59e+08,-6.746e+09,7.384e+09,-1.96e+08,1.301e+09,8.53e+08,2.154e+09,6.061e+09,1.83e+08,3.4e+07,1.9e+08,2.6e+07,1.24e+08,-1.01e+08,-2e+07,-8.1e+07,3.06e+08,-6.3e+07,-6.2e+07,-3.2e+07,-1.12e+08,-7.6e+07,-64999999.9999999,6.3e+07,-1.28e+08,-2e+06,-1.43e+08,51000000.0000001,-4.1e+07,6e+06,-3.5e+07,3.05e+08,7.99e+08,2.15e+08,0.62687,0.22471,0.14262,0.07985,0.02838,1.25,1.23988,1.81383,0.13183,0.63609,0.61871,4.46006,4.81139,0.79512,0.28107,7,0.06723,0.05828,0.44186,-2.49508,-2.80812
"17","2014_Q2",72.0506349206349,"Up",1.196e+09,-3.96e+08,8e+08,-3.8e+08,-3.47e+08,-3.3e+07,4.2e+08,-1.4e+07,-1.4e+07,4.06e+08,4.06e+08,-1.38e+08,2.68e+08,2.75e+08,-2.7e+07,2.48e+08,2.48e+08,1.531e+09,1.531e+09,9.88e+08,9.88e+08,3.45e+08,2.35e+08,2.864e+09,2.42e+08,2.905e+09,1.413e+09,1.036e+09,1.79e+08,3.147e+09,6.011e+09,4.93e+08,2.06e+08,2.87e+08,1.761e+09,1.31e+09,4.51e+08,2.254e+09,7.99e+08,7.41e+08,2.65e+08,4.76e+08,1.54e+09,3.794e+09,7.6e+08,-6.772e+09,7.565e+09,-1.9e+08,1.363e+09,8.54e+08,2.217e+09,6.011e+09,2.68e+08,3.3e+07,1.7e+07,1.7e+07,0,-2.04e+08,-1.2e+07,-1.92e+08,1.14e+08,-2e+07,-2e+07,-1.5e+07,-3.5e+07,-8.2e+07,-7.1e+07,9.3e+07,-1.64e+08,5.7e+07,-9.6e+07,-1.7e+07,-1.1e+07,0,-1.1e+07,4.53e+08,7.99e+08,3.67e+08,0.6689,0.35117,0.20736,0.11186,0.04126,1.47984,1.27063,1.71132,0.13292,0.91244,0.89466,4.40029,5.01472,1.35026,0.30169,5,0.08784,0.09768,0.33065,-1.61589,-1.74286
"18","2014_Q3",75.4315625,"Up",1.302e+09,-4.07e+08,8.95e+08,-4.19e+08,-3.77e+08,-3.3e+07,4.76e+08,-1.4e+07,-1.4e+07,4.62e+08,4.62e+08,-1.52e+08,3.1e+08,3.15e+08,-2.3e+07,2.92e+08,2.92e+08,1.617e+09,1.617e+09,9.9e+08,9.9e+08,3.86e+08,2.77e+08,2.993e+09,2.09e+08,2.855e+09,1.418e+09,1.022e+09,1.85e+08,3.064e+09,6.057e+09,5.86e+08,1.98e+08,3.88e+08,1.666e+09,1.322e+09,3.44e+08,2.252e+09,7.99e+08,7.07e+08,2.6e+08,4.47e+08,1.506e+09,3.758e+09,7.94e+08,-6.904e+09,7.766e+09,-2.14e+08,1.442e+09,8.57e+08,2.299e+09,6.057e+09,3.1e+08,3.3e+07,4e+07,3e+07,8e+06,-5.1e+07,1e+06,-51999999.9999999,3.32e+08,-1.7e+07,-1.7e+07,3.72529029846191e-09,-1.7e+07,-8.2e+07,-1.58e+08,4e+07,-1.98e+08,-1.6e+07,-2.56e+08,5.9e+07,6.7e+07,1.9e+07,8.6e+07,5.09e+08,7.99e+08,5.93e+08,0.6874,0.36559,0.22427,0.12701,0.04821,2.03082,1.32904,1.63462,0.13191,1.07551,1.05759,4.79558,5.31123,2.18416,0.30203,8,0.09829,0.15585,0.28082,-1.60707,-1.71849
"19","2014_Q4",80.92078125,"Up",1.263e+09,-4.02e+08,8.61e+08,-4.96e+08,-4.62e+08,-3.4e+07,3.65e+08,-1.2e+07,-1.2e+07,3.53e+08,3.53e+08,-1.38e+08,2.15e+08,2.18e+08,-2.7e+07,1.91e+08,1.91e+08,1.918e+09,1.918e+09,9.28e+08,9.28e+08,3.42e+08,2.07e+08,3.188e+09,1.99e+08,2.883e+09,1.435e+09,1.012e+09,1.95e+08,3.082e+09,6.27e+09,5.99e+08,1.92e+08,4.07e+08,1.785e+09,1.266e+09,5.19e+08,2.384e+09,7.99e+08,6.87e+08,2.58e+08,4.29e+08,1.486e+09,3.87e+09,8.23e+08,-6.878e+09,7.877e+09,-2.81e+08,1.541e+09,8.59e+08,2.4e+09,6.27e+09,2.15e+08,3.4e+07,9.3e+07,2.5e+07,1.03e+08,3.2e+07,2.3e+07,9e+06,3.74e+08,6.8e+07,-1.5e+07,-5.1e+07,1.7e+07,-8.1e+07,2.6e+07,2.6e+07,0,6e+06,-4.9e+07,3.42e+08,3.44e+08,-4.3e+07,3.01e+08,3.99e+08,7.99e+08,6.37e+08,0.68171,0.28899,0.15123,0.07958,0.03046,3.33508,1.33725,1.6125,0.12743,0.70506,0.69354,4.66224,5.68845,2.35142,0.299,8,0.06999,0.16392,0.42408,-2.80451,-3.06575
"20","2015_Q1",90.73,"Up",1.29e+09,-4.46e+08,8.44e+08,-1.983e+09,-1.958e+09,-3.4e+07,-1.139e+09,-1.9e+07,-1.9e+07,-1.158e+09,-1.167e+09,1.83e+08,-9.84e+08,-8.21e+08,-2.5e+07,-8.46e+08,-8.46e+08,2.5e+09,2.497e+09,9.32e+08,9.32e+08,5.3e+08,1.7e+08,3.962e+09,2.06e+08,2.605e+09,1.387e+09,1.004e+09,1.86e+08,2.811e+09,6.773e+09,2.264e+09,1.91e+08,2.073e+09,1.656e+09,1.254e+09,4.02e+08,3.92e+09,7.95e+08,7.09e+08,3.33e+08,3.36e+08,1.504e+09,5.424e+09,9.05e+08,-6.849e+09,6.946e+09,-5.14e+08,4.88e+08,8.61e+08,1.349e+09,6.773e+09,-9.84e+08,3.4e+07,-2.04e+08,2.8e+07,-2e+07,1.543e+09,-2.1e+07,1.564e+09,3.89e+08,-4e+07,-4e+07,-5000000.00000001,-3e+07,-8.1e+07,3.4e+07,3.4e+07,2.98023223876953e-08,-1.4e+07,-6.1e+07,2.98e+08,6.2e+08,-4.1e+07,5.79e+08,-1.105e+09,7.95e+08,2.15e+08,0.65426,-0.88295,-0.65581,-0.62713,-0.12491,-0.25414,1.01071,4.02076,0.11738,-3.11258,-3.28799,4.74614,1.79544,0.79102,0.29801,6,-0.26814,0.07536,-0.0957399999999999,1.54299,1.49693
"21","2015_Q2",96.8293650793651,"Up",1.273e+09,-4.1e+08,8.63e+08,-3.62e+08,-3.29e+08,-3.3e+07,5.01e+08,-1.6e+07,-1.6e+07,4.85e+08,4.85e+08,-1.56e+08,3.29e+08,3.29e+08,-2.6e+07,3.03e+08,3.03e+08,1.176e+09,1.176e+09,9.92e+08,9.92e+08,5.2e+08,1.91e+08,2.688e+09,2e+08,2.56e+09,1.365e+09,9.86e+08,2.09e+08,2.76e+09,5.448e+09,4.5e+08,1.81e+08,2.69e+08,1.764e+09,1.356e+09,4.08e+08,2.579e+09,7.99e+08,6.71e+08,3.19e+08,3.52e+08,1.47e+09,4.049e+09,8.33e+08,-6.867e+09,7.166e+09,-5.93e+08,5.39e+08,8.6e+08,1.399e+09,5.448e+09,3.29e+08,3.3e+07,1.12e+08,1.8e+07,3.3e+07,-1.823e+09,-6.9e+07,-1.754e+09,-1.349e+09,-1.6e+07,-1.6e+07,-3e+06,-1.9e+07,-9.4e+07,-5.3e+07,5.7e+07,-1.1e+08,2e+06,2.2e+08,-1.148e+09,-1.277e+09,-4.4e+07,-1.321e+09,5.34e+08,1.164e+09,-1.149e+09,0.67793,0.39356,0.23802,0.21658,0.05562,-3.79208,1.04226,2.89421,0.21366,1.10786,1.09663,4.65448,1.97075,-4.2011,0.34369,5,0.12276,-0.35529,0.31023,-0.02247,-0.02395
"22","2015_Q3",91.4365625,"Down",1.342e+09,-4.13e+08,9.29e+08,-3.47e+08,-3.25e+08,-3.3e+07,5.82e+08,-1.6e+07,-1.6e+07,5.66e+08,5.66e+08,-1.84e+08,3.82e+08,3.82e+08,-2.9e+07,3.53e+08,3.53e+08,1.72e+09,1.72e+09,1.063e+09,1.063e+09,4.3e+08,2.27e+08,3.213e+09,2.08e+08,2.592e+09,1.383e+09,9.77e+08,2.32e+08,2.8e+09,6.013e+09,4.68e+08,1.81e+08,2.87e+08,1.772e+09,1.387e+09,3.85e+08,2.24e+09,1.494e+09,6.54e+08,2.85e+08,3.69e+08,2.148e+09,4.388e+09,8.47e+08,-7.011e+09,7.438e+09,-5.11e+08,7.63e+08,8.62e+08,1.625e+09,6.013e+09,3.82e+08,3.3e+07,1.46e+08,1.9e+07,2.2e+07,-1.09e+08,-6.7e+07,-4.2e+07,4.52e+08,-1.2e+07,-2.6e+07,-6e+06,-1.8e+07,-9.1e+07,-1.48e+08,1.6e+07,-1.64e+08,-1.3e+07,73000000.0000001,5.07e+08,5.07e+08,3.7e+07,5.44e+08,6.15e+08,1.494e+09,6.78e+08,0.69225,0.43368,0.26304,0.21723,0.05871,1.92068,1.43438,2.70031,0.24846,1.29257,1.28038,4.91395,2.79385,2.48261,0.33321,8,0.11768,0.1797,0.25779,-0.36748,-0.38832
"23","2015_Q4",88.43140625,"Down",1.323e+09,-4.18e+08,9.05e+08,-5.06e+08,-4.57e+08,-3.8e+07,3.99e+08,-3e+07,-3e+07,3.69e+08,3.8e+08,-9.9e+07,2.81e+08,2.81e+08,-2.8e+07,2.53e+08,2.53e+08,1.441e+09,1.441e+09,9.86e+08,9.86e+08,4.09e+08,2.06e+08,2.836e+09,2.37e+08,5.09e+09,2.968e+09,1.881e+09,2.41e+08,5.327e+09,8.163e+09,6.35e+08,2.11e+08,4.24e+08,1.87e+09,1.453e+09,4.17e+08,2.505e+09,3.489e+09,6.55e+08,2.78e+08,3.77e+08,4.144e+09,6.649e+09,8.53e+08,-7.234e+09,7.592e+09,-5.53e+08,6.58e+08,8.56e+08,1.514e+09,8.163e+09,2.81e+08,3.8e+07,1.05e+08,1.8e+07,8.7e+07,1.17e+08,9.2e+07,2.5e+07,5.41e+08,-3.2e+07,-3.2e+07,-2.387e+09,-2.419e+09,-8.9e+07,-2.23e+08,4e+06,-2.27e+08,-3.8e+07,1.634e+09,-2.44e+08,-2.44e+08,-3.5e+07,-2.79e+08,4.37e+08,3.489e+09,6.21e+08,0.68405,0.30159,0.19123,0.16711,0.03099,2.45455,1.13214,4.39168,0.42742,0.93255,0.92201,4.87652,2.42536,2.28898,0.32805,6,0.06045,0.10976,0.35178,4.6865,5.13283
"24","2016_Q1",84.0006557377049,"Down",1.375e+09,-4.77e+08,8.98e+08,-4.74e+08,-4.21e+08,-5.3e+07,4.24e+08,-4e+07,-4e+07,3.84e+08,3.84e+08,-1.08e+08,2.76e+08,2.76e+08,-2.9e+07,2.47e+08,2.47e+08,1.487e+09,1.481e+09,9.91e+08,9.91e+08,8.18e+08,2.06e+08,3.296e+09,2.7e+08,4.617e+09,2.882e+09,1.522e+09,2.13e+08,4.887e+09,8.183e+09,7.66e+08,2.06e+08,5.6e+08,1.999e+09,1.421e+09,5.78e+08,2.908e+09,3.468e+09,6.44e+08,2.76e+08,3.68e+08,4.112e+09,7.02e+09,8.87e+08,-7.729e+09,7.636e+09,-6e+08,1.94e+08,9.69e+08,1.163e+09,8.183e+09,2.76e+08,5.3e+07,4.9e+07,2.3e+07,-8.8e+07,3.34e+08,-7.4e+07,4.08e+08,7.12e+08,-6.5e+07,-6.5e+07,0,-6.9e+07,-8.9e+07,-4.64e+08,9e+06,-4.73e+08,-1.68e+08,-5.78e+08,6.5e+07,64999999.9999998,-2.5e+07,39999999.9999998,4.77e+08,3.611e+09,8.54e+08,0.65309,0.30836,0.17964,0.21238,0.03018,3.45749,1.13343,6.03611,0.44128,0.91993,0.90809,5.12104,0.72253,3.18063,0.33147,5,0.06202,0.15762,0.36032,4.45283,5.00943
"25","2016_Q2",99.0140625,"Up",1.341e+09,-4.53e+08,8.88e+08,-3.76e+08,-3.34e+08,-4.2e+07,5.12e+08,-4e+07,-4e+07,4.72e+08,4.72e+08,-1.49e+08,3.23e+08,3.23e+08,-2.9e+07,2.94e+08,2.94e+08,1.6e+09,1.6e+09,9.78e+08,9.78e+08,8.7e+08,1.89e+08,3.448e+09,2.51e+08,4.562e+09,2.869e+09,1.488e+09,2.05e+08,4.813e+09,8.261e+09,3.61e+08,1.68e+08,1.93e+08,2.149e+09,1.458e+09,6.91e+08,2.982e+09,3.469e+09,6.2e+08,2.67e+08,3.53e+08,4.089e+09,7.071e+09,8.34e+08,-7.87e+09,7.838e+09,-5.8e+08,2.22e+08,9.68e+08,1.19e+09,8.261e+09,3.23e+08,4.2e+07,4.7e+07,1.4e+07,3.4e+07,-2.27e+08,-7e+06,-2.2e+08,1.85e+08,-1.6e+07,-1.6e+07,-8e+06,-2.4e+07,-9.6e+07,-1.95e+08,3.1e+07,-2.26e+08,-7.9e+07,-4.1e+07,1.2e+08,1.2e+08,-1e+06,1.19e+08,5.54e+08,3.941e+09,4.6e+08,0.66219,0.3818,0.21924,0.24706,0.03559,1.56463,1.15627,5.94202,0.47706,1.10943,1.1003,5.06038,0.83774,1.73585,0.36226,4,0.06781,0.07999,0.32653,4.22563,4.57227
"26","2016_Q3",113.24625,"Up",1.482e+09,-4.7e+08,1.012e+09,-3.61e+08,-3.16e+08,-4.5e+07,6.51e+08,-4.3e+07,-4.3e+07,6.08e+08,6.08e+08,-1.96e+08,4.12e+08,4.12e+08,-2.9e+07,3.83e+08,3.83e+08,1.567e+09,1.567e+09,1.007e+09,1.007e+09,8.85e+08,2.01e+08,3.459e+09,2.42e+08,4.59e+09,2.882e+09,1.483e+09,2.25e+08,4.832e+09,8.291e+09,4.43e+08,1.78e+08,2.65e+08,2.093e+09,1.46e+09,6.33e+08,2.845e+09,3.47e+09,6.31e+08,2.6e+08,3.71e+08,4.101e+09,6.946e+09,8.56e+08,-7.976e+09,8.123e+09,-6.27e+08,3.76e+08,9.69e+08,1.345e+09,8.291e+09,4.12e+08,4.5e+07,3.8e+07,2e+07,1.7e+07,-4e+07,-3.2e+07,-8e+06,4.55e+08,-19999999.9999999,-2e+07,-4.4e+07,-6.4e+07,-9.5e+07,-1.13e+08,3.4e+07,-1.47e+08,-2.8e+07,-3.99e+08,-8e+06,-7999999.99999994,-2.5e+07,-33000000.0000001,6.96e+08,3.779e+09,8.32e+08,0.68286,0.43927,0.25843,0.28476,0.04619,2.17232,1.21582,5.16431,0.4558,1.44802,1.43607,5.60302,1.42155,3.14556,0.35917,4,0.08306,0.14457,0.24804,3.17816,3.39785
"27","2016_Q4",112.954603174603,"Down",1.439e+09,-4.29e+08,1.01e+09,-3.83e+08,-3.36e+08,-4.7e+07,6.27e+08,-3.9e+07,-3.9e+07,5.88e+08,1.31e+09,-3.86e+08,9.24e+08,9.24e+08,-3.2e+07,8.92e+08,8.92e+08,2.399e+09,2.399e+09,9.8e+08,9.8e+08,3.25e+08,1.52e+08,3.704e+09,2.55e+08,4.717e+09,2.958e+09,1.518e+09,2.41e+08,4.972e+09,8.676e+09,8.35e+08,1.99e+08,6.36e+08,1.816e+09,1.408e+09,4.08e+08,3.051e+09,3.563e+09,6.31e+08,2.59e+08,3.72e+08,4.194e+09,7.245e+09,7.79e+08,-8.606e+09,8.924e+09,-6.35e+08,4.62e+08,9.69e+08,1.431e+09,8.676e+09,9.24e+08,4.7e+07,-6.95e+08,2e+07,-7.15e+08,3.41e+08,1.3e+07,3.28e+08,6.17e+08,1.04e+09,-3.1e+07,-9.4e+07,9.46e+08,-9.5e+07,-7.31e+08,1.9e+07,-7.5e+08,-2.2e+07,-6.64e+08,8.99e+08,8.99e+08,-6.7e+07,8.32e+08,6.74e+08,3.963e+09,2.441e+09,0.70188,0.43572,0.61987,0.62334,0.10281,2.73655,1.21403,5.06289,0.45678,3.39293,3.36223,5.47356,1.75732,9.2849,0.36135,7,0.16382,0.40515,0.1065,2.32047,2.49442
"28","2017_Q1",117.937258064516,"Up",1.399e+09,-4.21e+08,9.78e+08,-5e+08,-4.81e+08,-4.7e+07,4.78e+08,-5.9e+07,-5.9e+07,4.19e+08,7.98e+08,-2.29e+08,5.69e+08,5.69e+08,-3.2e+07,5.37e+08,5.37e+08,2.4e+09,2.392e+09,1.122e+09,1.122e+09,1.49e+08,1.49e+08,3.671e+09,2.71e+08,4.727e+09,2.949e+09,1.506e+09,2.72e+08,4.998e+09,8.669e+09,7.43e+08,1.83e+08,5.6e+08,1.868e+09,1.509e+09,3.59e+08,2.611e+09,3.564e+09,7.13e+08,2.74e+08,4.39e+08,4.277e+09,6.888e+09,9.14e+08,-8.701e+09,9.21e+09,-7.73e+08,6.5e+08,1.131e+09,1.781e+09,8.669e+09,5.69e+08,4.7e+07,-2.97e+08,2.2e+07,-3.98e+08,-16000000.0000001,-1.51e+08,1.35e+08,3.03e+08,3.79e+08,-4.8e+07,-3.1e+07,3.13e+08,-9.4e+07,3999999.99999988,4e+06,0,-4.7e+07,-5.58e+08,5.8e+07,57999999.9999998,-6.5e+07,-7e+06,5.25e+08,3.564e+09,1.117e+09,0.69907,0.34167,0.38385,0.30152,0.06194,2.08007,1.40597,3.86749,0.41112,2.07496,2.05275,5.40572,2.51159,4.31607,0.36321,7,0.10416,0.18438,0.17505,2.21714,2.43515
