"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","decrease_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",16.3727419354839,"Up",417809000,-287947000,129862000,-49982000,-22015000,-27967000,79880000,-13299000,-13722000,423000,66581000,66413000,-24081000,42332000,42339000,42339000,42339000,59242000,59242000,239233000,239233000,31766000,23807000,330241000,2582019000,47487000,11988000,35499000,2637434000,2967675000,171146000,171048000,172109000,1131152000,172336000,35060000,1303488000,1475597000,1143271000,348807000,1492078000,1492078000,2967675000,42339000,28612000,5082000,17006000,93039000,-18801000,-144000,-18945000,-60001000,1937000,0,-77982000,-3888000,-3888000,-3888000,108492000,1131152000,130778000,0.31082,0.19119,0.10134,0.02838,0.01427,3.08883,1.91879,0.98895,0.38116,0.36465,0.36091,3.59842,12.85067,1.12634,0.02227,0.04678,9.88008,13.419
"12","2013_Q1",18.1838333333333,"Up",427677000,-296986000,130691000,-50392000,-21985000,-28407000,80299000,-13059000,-13022000,-36999.9999999999,67240000,67137000,-21879000,45258000,45408000,45408000,45408000,62804000,62804000,247084000,247084000,40854000,26383000,350742000,2566482000,50051000,11158000,35723000,2.624e+09,2974742000,164631000,164529000,166458000,1111545000,175119000,35593000,1286664000,1453122000,1147489000,374131000,1521620000,1521620000,2974742000,45408000,28632000,6529000.00000001,-20364000,60205000,-16931000,-689000,-17620000,-20008000,591000,-327000,-38930000,3655000,3655000,3655000,108931000,1111545000,93515000,0.30558,0.18776,0.10617,0.02984,0.01526,2.05944,2.10709,0.95498,0.37366,0.39108,0.38707,3.68341,13.1051,0.80541,0.02327,0.0333,9.62757,13.06045
"13","2013_Q2",20.659375,"Up",416723000,-298222000,118501000,-58609000,-31232000,-27377000,59892000,-12667000,-12566000,-101000,47225000,4.7e+07,134447000,181447000,181092000,181092000,181092000,60330000,60330000,232863000,232863000,25408000,20048000,318601000,2551961000,58822000,11988000,40836000,2617774000,2936375000,218631000,216279000,218710000,1016948000,38815000,38815000,1055763000,1274473000,1160523000,501379000,1661902000,1661902000,2936375000,181092000,27630000,-138302000,26435000,96855000,-11354000,-301000,-11655000,-97415000,9797000,-5430000,-87767000,-2567000,-2567000,-2567000,87522000,1016948000,-31844000,0.28436,0.14372,0.43456,0.10897,0.06167,-0.17584,1.45673,0.76688,0.34633,1.55967,1.54368,3.58907,14.31329,-0.27426,0.0667,-0.01172,10.93003,15.97238
"14","2013_Q3",19.9003125,"Down",425005000,-304001000,121004000,-53035000,-25360000,-27675000,67969000,-11875000,-11912000,37000,56094000,19791000,3377000,23168000,20429000,20429000,20429000,37875000,37875000,233470000,233470000,34385000,28969000,305730000,2538825000,66105000,11158000,45912000,2611430000,2917160000,228674000,228022000,228753000,1.15e+09,37218000,37218000,1187218000,1415971000,1712975000,-211786000,1501189000,1501189000,2917160000,20429000,28097000,40611000,-3132999.99999999,86004000,-15529000,-1554000,-17083000,90212000,6843000,-24000,-91376000,-22455000,-22455000,-22455000,96066000,1.15e+09,74027000,0.28471,0.15993,0.04807,0.01361,0.007,3.62362,1.33651,0.94323,0.39422,0.17595,0.17414,3.6604,12.92914,0.63756,0.07769,0.02754,11.57668,16.36224
"15","2013_Q4",20.97359375,"Up",421466000,-301489000,119977000,-51721000,-23570000,-28151000,68256000,-10194000,-10378000,184000,58062000,57077000,-4571000,52506000,51843000,51843000,51843000,70094000,70094000,220037000,220037000,33149000,27434000,323280000,2546904000,92004000,17229000,71791000,2644902000,2968182000,229260000,228296000,230326000,1.185e+09,45908000,45908000,1230908000,1461234000,1722655000,-215707000,1506948000,1506948000,2968182000,51843000,28275000,4963000,15664000,100745000,-18448000,867000,-53830000,34961000,6444000,0,-14567000,32348000,32348000,32348000,96531000,1.185e+09,98318000,0.28467,0.16195,0.12301,0.0344,0.01747,1.89646,1.40358,0.96966,0.39923,0.4465,0.44192,3.62992,12.97874,0.84677,0.03909,0.03591,11.54972,16.33418
"16","2014_Q1",20.1388524590164,"Down",431103000,-316639000,114464000,-52917000,-23428000,-29489000,61547000,-10290000,-10270000,-20000,51257000,45729000,1742000,47471000,47471000,47471000,47471000,77909000,77909000,244957000,244957000,29868000,20612000,352734000,2546613000,102605000,16110000,83417000,2654691000,3007425000,253520000,252277000,254406000,1.205e+09,45512000,45512000,1250512000,1504918000,1726522000,-224015000,1502507000,1502507000,3007425000,47471000,29489000,5820999.99999999,3119000,85900000,-30196000,-12745000,-42944000,19893000,394000,-1239000,-35260000,7695999.99999999,7695999.99999999,7695999.99999999,91036000,1.205e+09,62217000,0.26551,0.14277,0.11012,0.03159,0.01578,1.31063,1.3865,1.0016,0.40067,0.40885,0.40466,3.71292,12.94049,0.53585,0.03746,0.0226,12.38072,18.31269
"17","2014_Q2",20.265873015873,"Up",404222000,-287380000,116842000,-53776000,-25392000,-28384000,63066000,-9961000,-10348000,387000,53105000,53105000,-1367000,51738000,51738000,51738000,51738000,52681000,52681000,239300000,239300000,26535000,18720000,318516000,2543470000,102336000,16110000,80721000,2650742000,2969258000,228900000,227041000,229288000,1.195e+09,45954000,45954000,1240954000,1470242000,1730970000,-231954000,1499016000,1499016000,2969258000,51738000,28384000,4786000,-18326000,66582000,-26888000,162000,-26726000,-1e+07,1070000,-2768000,-65094000,-25238000,-25238000,-25238000,91450000,1.195e+09,47603000,0.28905,0.15602,0.12799,0.03451,0.01742,0.92008,1.38915,0.9808,0.40246,0.4456,0.44103,3.4814,12.91042,0.40999,0.03942,0.01737,12.49119,18.11307
"18","2014_Q3",21.69515625,"Up",410694000,-287610000,123084000,-55311000,-26559000,-28752000,67773000,-7751000,-8364000,613000,60022000,57784000,-2052000,55732000,55732000,55732000,55732000,46615000,46615000,246894000,246894000,35358000,29007000,328867000,2538996000,101249000,16110000,79264000,2644627000,2973494000,238114000,237438000,238484000,1.195e+09,40380000,40380000,1235380000,1473864000,1735568000,-235938000,1499630000,1499630000,2973494000,55732000,28752000,5636000,-22796000,67324000,-21010000,5829000,-15181000,0,979000,-35000,-58209000,-6066000,-6066000,-6066000,96525000,1.195e+09,54771000,0.2997,0.16502,0.1357,0.03716,0.01874,0.98276,1.37899,0.98282,0.40188,0.48,0.47508,3.53714,12.91571,0.47172,0.04202,0.02003,11.89728,16.94458
"19","2014_Q4",23.024375,"Up",408474000,-282712000,125762000,-55912000,-27635000,-28277000,69850000,-10233000,-10376000,143000,59617000,59617000,-2071000,57546000,57546000,57546000,57546000,48847000,48847000,292466000,292466000,42500000,26925000,383813000,2614264000,99262000,16110000,78615000,2717337000,3101150000,248651000,247762000,248704000,1.24e+09,110153000,110153000,1350153000,1598857000,1740405000,-238112000,1502293000,1502293000,3101150000,57546000,28277000,928000,28032000,114783000,-30019000,-69568000,-99587000,4.5e+07,1248000,-249000,-12964000,2232000,2232000,2232000,98127000,1.24e+09,98211000,0.30788,0.171,0.14088,0.03831,0.01856,1.70665,1.54325,1.06428,0.39985,0.49562,0.49054,3.51802,12.93864,0.84585,0.04093,0.03443,12.13889,17.05301
"20","2015_Q1",25.5591803278689,"Up",423477000,-298433000,125044000,-55355000,-26843000,-28512000,69689000,-10386000,-10447000,61000,59303000,31459000,-1453000,30006000,30006000,30006000,30006000,74393000,74393000,248588000,248588000,29775000,29775000,352756000,2658628000,103039000,16110000,71399000,2764890000,3117646000,318934000,317566000,318988000,1190455000,126703000,39476000,1317158000,1636146000,1749471000,-267971000,1481500000,1481500000,3117646000,30006000,28512000,32647000,83727000,174892000,-52053000,-3340000.00000001,-55393000,-4e+07,5117000,-984000,-93953000,25546000,25546000,25546000,98201000,1190455000,131328000,0.29528,0.16456,0.07086,0.02025,0.00962,4.37672,1.10586,1.10438,0.38184,0.25843,0.25578,3.64724,12.75956,1.13108,0.03193,0.04693,11.36508,16.01489
"21","2015_Q2",23.8934920634921,"Down",4.26e+08,-300662000,125338000,-55557000,-26872000,-28685000,69781000,-10164000,-10190000,26000,59617000,58662000,-1385000,57277000,57277000,57277000,57277000,74022000,74022000,226275000,226275000,42881000,29213000,343178000,2720082000,93894000,15155000,75260000,2816593000,3159771000,316808000,316149000,316808000,1.24e+09,129347000,37740000,1369347000,1686155000,1747897000,-274281000,1473616000,1473616000,3159771000,57277000,28685000,6836000,24388000,117186000,-77883000,-13698000,-91581000,4e+07,-5719000,-9261000,-25976000,-371000,-371000,-371000,98466000,1.24e+09,46356000,0.29422,0.16381,0.13445,0.03887,0.01813,0.80933,1.08324,1.14423,0.39243,0.4933,0.48825,3.66897,12.69166,0.39925,0.04165,0.01631,11.84143,16.7091
"22","2015_Q3",21.43703125,"Down",459295000,-318035000,141260000,-61507000,-23107000,-38400000,79753000,-11797000,-11761000,-36000,67956000,67956000,-2653000,65303000,65303000,65303000,65303000,41069000,41069000,229541000,229541000,51872000,41347000,322482000,2755292000,95400000,15155000,76210000,2852684000,3175166000,308677000,307591000,308677000,1.238e+09,147328000,64352000,1385328000,1694005000,1753817000,-272656000,1481161000,1481161000,3175166000,65303000,38400000,6737000,-12379000,98061000,-60497000,-7278000,-67775000,-2134000,1924000,-171000,-63239000,-32953000,-32953000,-32953000,118153000,1.238e+09,47930000,0.30756,0.17364,0.14218,0.04409,0.02057,0.73396,1.04472,1.1437,0.3899,0.55911,0.5544,3.93235,12.68128,0.41036,0.0448,0.01672,10.13035,15.00797
"23","2015_Q4",18.6390625,"Down",459957000,-326500000,133457000,-68021000,-26791000,-41230000,65436000,-11401000,-11764000,363000,54035000,53334000,-2658000,50676000,50676000,50676000,50676000,78402000,78402000,250537000,250537000,45629000,36233000,374568000,2772743000,101973000,15155000,80942000,2876064000,3250632000,323754000,322271000,323754000,1.32e+09,132997000,60275000,1452997000,1776751000,1759558000,-285677000,1473881000,1473881000,3250632000,50676000,41230000,2728000,-4140000,90494000,-44053000,-8475000,-66323000,74403000,1895000,-22000,13162000,37333000,37333000,37333000,106666000,1.32e+09,61131000,0.29015,0.14227,0.11018,0.03438,0.01559,1.20631,1.15695,1.20549,0.40607,0.43287,0.43027,3.92894,12.58985,0.52218,0.0389,0.02089,11.64005,18.97423
"24","2016_Q1",20.2726229508197,"Up",447835000,-310931000,136904000,-70365000,-27166000,-43199000,66539000,-16276000,-15981000,-295000,50263000,50263000,-1665000,48598000,48598000,48598000,48598000,65291000,65291000,234456000,234456000,42311000,41434000,342058000,2883060000,130216000,35557000,84835000,3013960000,3356018000,319595000,317675000,324595000,1447077000,121598000,58309000,1568675000,1893270000,1763566000,-300818000,1462748000,1462748000,3356018000,48598000,43199000,9996000,-7736000,94057000,-41298000,2267000,-183602000,139536000,146000,-2.3283064365387e-10,76434000,-13111000,-13111000,-13111000,109738000,1452077000,62369000,0.3057,0.14858,0.10852,0.03322,0.01448,1.28337,1.0538,1.29432,0.43268,0.41491,0.41261,3.82343,12.48835,0.53248,0.03683,0.02054,12.63725,20.8417
"25","2016_Q2",23.1703125,"Up",447385000,-313918000,133467000,-68539000,-26480000,-42059000,64928000,-17461000,-17544000,83000,47467000,47467000,-1160000,46307000,46307000,46307000,46307000,54816000,54816000,208304000,208304000,28641000,28641000,291761000,2854109000,127934000,35001000,83984000,2982043000,3273804000,310997000,308576000,317247000,1400128000,109973000,55332000,1510101000,1827348000,1764860000,-318404000,1446456000,1446456000,3273804000,46307000,42059000,5723000,26220000,120309000,-13944000,1507000,-14217000,-49576000,-2449000,-3528000,-116567000,-10475000,-10475000,-10475000,106987000,1406378000,120423000,0.29833,0.14513,0.10351,0.03201,0.01414,2.60054,0.91967,1.26333,0.42959,0.39499,0.3932,3.81614,12.33809,1.02719,0.0376,0.04064,12.63296,20.81632
"26","2016_Q3",17.1596875,"Down",463331000,-316446000,146885000,-69709000,-27364000,-42345000,77176000,-16928000,-16796000,-132000,60248000,60248000,-2665000,57583000,57583000,57583000,57583000,70843000,70843000,221427000,221427000,32995000,32995000,325265000,2870150000,132335000,38415000,86146000,3002485000,3327750000,333998000,332859000,341498000,1448142000,93483000,47875000,1541625000,1883123000,1769496000,-324869000,1444627000,1444627000,3327750000,57583000,42345000,5740000,-12651000,93017000,-17284000,797000,-58325000,45306000,535000,-419000,-18665000,16027000,16027000,16027000,119521000,1455642000,92251000,0.31702,0.16657,0.12428,0.03986,0.0173,1.60205,0.95247,1.30354,0.43743,0.49048,0.48795,3.94657,12.30507,0.78578,0.04043,0.03081,11.58624,17.94339
"27","2016_Q4",14.2161904761905,"Down",474935000,-326349000,148586000,-70623000,-27699000,-42924000,77963000,-16991000,-16937000,-54000,60972000,56962000,-1622000,55340000,55340000,55340000,55340000,42731000,42731000,222420000,222420000,32742000,32742000,297893000,2850219000,137400000,38386000,87041000,2987619000,3285512000,331073000,329446000,339823000,1420155000,81341000,45084000,1501496000,1841319000,1777680000,-333487000,1444193000,1444193000,3285512000,55340000,42924000,401000,-10804000,87861000,-24239000,969000,-23421000,-31109000,561000,-44000,-92552000,-28112000,-28112000,-28112000,120887000,1428905000,87466000,0.31286,0.16416,0.11652,0.03832,0.01684,1.58052,0.87661,1.27498,0.43491,0.4712,0.4702,4.04393,12.29686,0.74475,0.04021,0.0296,11.46669,17.7799
"28","2017_Q1",23.1735483870968,"Up",464134000,-318873000,145261000,-64902000,-25484000,-39418000,80359000,-16864000,-16478000,-386000,63495000,63495000,-2806000,60689000,60689000,60689000,60689000,37711000,37711000,229885000,229885000,31228000,31228000,298824000,2837657000,135123000,38386000,83002000,2972780000,3271604000,262193000,260107000,272193000,1435169000,105279000,51842000,1540448000,1812641000,1781526000,-322563000,1458963000,1458963000,3271604000,60689000,39418000,543000,-26464000,74186000,-29584000,3909000,-25675000,14522000,-15000,-15000,-53531000,-5020000.00000001,-5020000.00000001,-5020000.00000001,119777000,1445169000,66535000,0.31297,0.17314,0.13076,0.0416,0.01855,1.09633,1.09784,1.24242,0.44173,0.5167,0.51566,3.95156,12.42136,0.56647,0.04126,0.02211,11.75065,17.51463
"29","2017_Q2",24.0034920634921,"Up",445684000,-315303000,130381000,-61083000,-24826000,-36257000,69298000,-16507000,-16490000,-17000,52791000,52532000,-2485000,50047000,50047000,50047000,50047000,43164000,43164000,213027000,213027000,25391000,25391000,281582000,2822805000,136231000,38127000,86236000,2959036000,3240618000,243187000,240586000,253187000,1421182000,103088000,53082000,1524270000,1777457000,1785713000,-322552000,1463161000,1463161000,3240618000,50047000,36257000,2455000,2732000,91491000,-14513000,2245000,-19330000,-15118000,-128000,-5089000,-66708000,5453000,5453000,5453000,105555000,1431182000,96259000,0.29254,0.15549,0.11229,0.0342,0.01544,1.92337,1.11215,1.21481,0.44164,0.42491,0.4232,3.78397,12.42262,0.81726,0.03387,0.03211,13.14971,20.0297
"30","2017_Q3",20.7260317460317,"Down",436393000,-307897000,128496000,-63217000,-26417000,-36800000,65279000,-16562000,-16622000,60000,48717000,48717000,-3242000,45475000,45475000,45475000,45475000,46584000,46584000,206848000,206848000,25620000,25620000,279052000,2806078000,139186000,40402000,87247000,2945264000,3224316000,244828000,243975000,254828000,1407196000,98948000,52374000,1506144000,1760972000,1790519000,-327175000,1463344000,1463344000,3224316000,45475000,36800000,937000,8080000,91292000,-20178000,3332000,-23861000,-15096000,687000,-729000,-64011000,3420000,3420000,3420000,102079000,1417196000,93223000,0.29445,0.14959,0.10421,0.03108,0.0141,2.04998,1.09506,1.20339,0.43953,0.38484,0.38347,3.69305,12.3838,0.78892,0.03191,0.03129,13.42697,20.99622
"31","2017_Q4",19.0292063492063,"Down",442845000,-316865000,125980000,-64810000,-28303000,-36507000,61170000,-16964000,-17029000,65000,44206000,43851000,-2673000,41178000,41178000,41178000,41178000,42735000,42735000,241143000,241143000,20178000,20178000,304056000,2799476000,139234000,38728000,85046000,2938710000,3242766000,267573000,266405000,277573000,1411210000,95302000,52159000,1506512000,1784085000,1794750000,-336069000,1458681000,1458681000,3242766000,41178000,36507000,2814000,853000,81352000,-16135000,-7337000,-38569000,2858000,137000,0,-46632000,-3849000,-3849000,-3849000,97677000,1421210000,85068000,0.28448,0.13813,0.09299,0.02823,0.0127,2.06586,1.09541,1.22308,0.43827,0.34842,0.3474,3.74708,12.34246,0.71979,0.03052,0.02859,14.11259,22.53515
"32","2018_Q1",17.4326229508197,"Down",440576000,-309472000,131104000,-65841000,-28276000,-37565000,65263000,-18412000,-18394000,-18000,46851000,46851000,-5511000,41340000,41340000,41340000,41340000,52183000,52183000,254188000,254188000,21119000,21119000,327490000,2546844000,398064000,40927000,344323000,2944908000,3272398000,280838000,277804000,290838000,1437187000,92765000,53030000,1529952000,1820790000,1795895000,-344287000,1451608000,1451608000,3272398000,41340000,37565000,1576000,-3291000,77190000,-21948000,-1161000,-42802000,24704000,-8999.99999999977,-29000,-24940000,9448000,9448000,9448000,102828000,1447187000,83100000,0.29757,0.14813,0.09383,0.02848,0.01263,2.01016,1.12602,1.25433,0.44224,0.34973,0.34891,3.72725,12.28053,0.70302,0.03041,0.02778,13.56638,21.37511
