"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2013_Q2",25.841875,"Up",5.369e+09,-3.893e+09,1.476e+09,-4.93e+08,-3.71e+08,-1.22e+08,9.83e+08,-1.45e+08,-1.45e+08,8.38e+08,-8e+06,8.3e+08,-1.2e+08,7.1e+08,7.1e+08,-4.33e+08,2.77e+08,2.77e+08,1.0127e+10,2.437e+09,7.69e+09,2.028e+09,2.028e+09,1.968e+09,1.474e+09,1.474e+09,1.5597e+10,6.571e+09,4.093e+09,2.089e+09,8.24e+08,1.0664e+10,2.6261e+10,3.269e+09,1.349e+09,1.92e+09,1.164e+10,1.0242e+10,1.4909e+10,4.23e+08,4.23e+08,1.5332e+10,-2.36e+08,5.304e+09,5.068e+09,5.861e+09,1.0929e+10,2.6261e+10,-4.48e+08,1.8e+08,1.9e+08,1.49e+08,7.1e+07,-2.79e+08,-2.79e+08,-2.79e+08,-4e+07,-3e+06,-3.55e+08,-3.78e+08,-1.43e+08,-3.23e+08,-6.07e+08,-6.07e+08,-1.3e+07,-6.2e+08,1.163e+09,4.23e+08,1.153e+09,0.27491,0.18309,0.05159,0.02535,0.01055,4.16245,1.04615,1.40287,0.01611,2.71569,2.71569,52.63725,49.68627,11.30392,0.0244,0.10157,-8.34394,-9.87182
"12","2013_Q3",26.789375,"Up",4.67e+09,-3.887e+09,7.83e+08,-4.43e+08,-3.17e+08,-1.26e+08,3.4e+08,-1.36e+08,-1.36e+08,2.04e+08,-1.4e+07,1.9e+08,-9.7e+07,9.3e+07,92999999.9999999,-39000000.0000001,5.4e+07,5.4e+07,1.2944e+10,3.34e+09,9.604e+09,2.017e+09,2.017e+09,2.029e+09,1.635e+09,1.635e+09,1.8625e+10,6.628e+09,3.991e+09,2.089e+09,7.43e+08,1.0619e+10,2.9244e+10,3.589e+09,1.352e+09,2.237e+09,1.1795e+10,1.033e+10,1.5384e+10,2.414e+09,2.414e+09,1.7798e+10,-2.32e+08,5.488e+09,5.256e+09,6.19e+09,1.1446e+10,2.9244e+10,1.1e+08,1.8e+08,-3e+07,1.66e+08,4.26e+08,-2.33e+08,-2.33e+08,-2.33e+08,1.5e+07,1.3e+07,-2.05e+08,30999999.9999999,5.5e+08,7e+08,9.21e+08,9.21e+08,-6e+06,9.15e+08,5.2e+08,2.414e+09,5.5e+08,0.16767,0.07281,0.01156,0.00472,0.00185,10.18519,1.21067,1.55495,0.08255,0.52941,0.52941,45.78431,51.52941,5.39216,0.00389999999999999,0.03968,-20.25,-30.97059
"13","2013_Q4",39.21125,"Up",5.771e+09,-3.825e+09,1.946e+09,-5.05e+08,-3.71e+08,-1.34e+08,1.441e+09,-1.41e+08,-1.41e+08,1.3e+09,-7e+06,1.293e+09,-5.7e+07,1.236e+09,1.236e+09,-7.64e+08,4.72e+08,4.72e+08,1.5549e+10,3.274e+09,1.2275e+10,1.871e+09,1.871e+09,2.093e+09,1.43e+09,1.43e+09,2.0943e+10,6.763e+09,4.075e+09,2.074e+09,8.68e+08,1.0838e+10,3.1781e+10,3.64e+09,1.359e+09,2.281e+09,1.1776e+10,1.025e+10,1.5416e+10,3.718e+09,3.718e+09,1.9134e+10,-2.23e+08,5.943e+09,5.72e+09,6.927e+09,1.2647e+10,3.1781e+10,-1.18e+08,1.89e+08,-2.39e+08,7.7e+07,-9.1e+07,-2.78e+08,-2.78e+08,-2.78e+08,5.1e+07,-5e+06,-2.26e+08,-1.12e+08,3.73e+08,2.61e+08,-5.6e+07,-5.6e+07,7e+06,-4.9e+07,1.63e+09,3.718e+09,1.486e+09,0.3372,0.2497,0.08179,0.03732,0.01485,3.14831,1.35852,1.51293,0.11699,4.29091,4.25225,52.46364,52,13.50909,0.02884,0.0908,-7.25828,-8.21027
"14","2014_Q1",40.0698360655738,"Up",4.872e+09,-4.204e+09,6.68e+08,-4.8e+08,-3.58e+08,-1.22e+08,1.88e+08,-1.38e+08,-1.38e+08,49999999.9999998,-3.7e+07,12999999.9999998,3.92e+08,4.05e+08,4.05e+08,-1.83e+08,2.22e+08,2.22e+08,1.5523e+10,3.262e+09,1.2261e+10,1.75e+09,1.75e+09,1.902e+09,3.96e+08,3.96e+08,1.9571e+10,8.077e+09,4.097e+09,2.074e+09,9.1e+08,1.2174e+10,3.1745e+10,3.549e+09,1.353e+09,2.196e+09,1.2684e+10,1.129e+10,1.6233e+10,2.203e+09,2.203e+09,1.8436e+10,-2.16e+08,6.308e+09,6.092e+09,7.217e+09,1.3309e+10,3.1745e+10,-8.54e+08,1.93e+08,8.75e+08,96999999.9999999,3.11e+08,-3.71e+08,-3.71e+08,-3.71e+08,-3.11e+08,7.1e+07,-6.7e+08,1.7e+07,5.7e+08,2.7e+08,-8.9e+07,-88999999.9999999,-2e+06,-90999999.9999999,3.81e+08,2.203e+09,-2.85e+08,0.13711,0.0385899999999999,0.04557,0.01668,0.00699,-1.28378000000001,1.20563,1.38523,0.0694,2.01818,2,44.29091,55.38182,-2.59091,0.01431,-0.01837,-34.96063,-70.85106
"15","2014_Q2",37.1109523809524,"Down",4.99e+09,-4.142e+09,8.48e+08,-4.89e+08,-3.6e+08,-1.29e+08,3.59e+08,-1.7e+08,-1.7e+08,1.89e+08,-9e+06,1.8e+08,-1.03e+08,7.7e+07,7.7e+07,-1.06e+08,-2.9e+07,-2.9e+07,1.8188e+10,3.342e+09,1.4846e+10,1.927e+09,1.927e+09,1.964e+09,7.29e+08,7.29e+08,2.2808e+10,8.17e+09,4.208e+09,2.082e+09,1.027e+09,1.2378e+10,3.5186e+10,3.924e+09,1.435e+09,2.489e+09,1.4518e+10,1.3055e+10,1.8442e+10,3.853e+09,3.853e+09,2.2295e+10,-2.18e+08,6.214e+09,5.996e+09,6.895e+09,1.2891e+10,3.5186e+10,-7.7e+07,1.97e+08,-8.87e+08,-3.5e+07,-8.02e+08,-2.82e+08,-2.82e+08,-2.82e+08,-493790092.292718,-1.4e+07,-2.96e+08,1.641e+09,-4.61e+08,1.18e+09,8.2e+07,8.2e+07,-2e+06,8e+07,5.56e+08,3.853e+09,3.42e+08,0.16994,0.07194,-0.00581,-0.00225,-0.00082,-11.7931,1.23674,1.7295,0.1095,-0.26364,-0.26126,45.36364,54.50909,3.10909,-0.00173,0.02043,-25.78237,-39.93036
"16","2014_Q3",39.906875,"Up",6.379e+09,-4.327e+09,2.052e+09,-6.19e+08,-4.56e+08,-1.63e+08,1.433e+09,-1.97e+08,-1.97e+08,1.236e+09,-3.1e+07,1.205e+09,-82000000.0000001,1.123e+09,1.123e+09,-6.34e+08,4.89e+08,4.89e+08,2.056e+10,3.333e+09,1.7227e+10,1.918e+09,1.918e+09,1.998e+09,1.285e+09,1.285e+09,2.5761e+10,8.535e+09,4.263e+09,2.109e+09,1.014e+09,1.2798e+10,3.8559e+10,4.649e+09,1.431e+09,3.218e+09,1.4865e+10,1.3334e+10,1.9514e+10,4.318e+09,4.318e+09,2.3832e+10,-2.05e+08,6.836e+09,6.631e+09,8.096e+09,1.4727e+10,3.8559e+10,-5.72e+08,1.98e+08,-2.806e+09,3.144e+09,-36000000.0000002,-3.05e+08,-3.05e+08,-3.05e+08,-4.02e+08,3.3e+07,-7.52e+08,2.37e+08,5.36e+08,7.73e+08,-1.5e+07,-1.5e+07,6e+06,-9000000.00000001,1.631e+09,4.318e+09,4.552e+09,0.32168,0.22464,0.07666,0.0332,0.01268,9.30879,1.32013,1.61825,0.11198,4.17949,4.17949,54.52137,56.67521,38.90598,0.02568,0.23901,-9.95831,-11.33426
"17","2014_Q4",38.49875,"Down",4.422e+09,-4.218e+09,2.04e+08,-5.97e+08,-4.31e+08,-1.66e+08,-3.93e+08,-2.26e+08,-2.26e+08,-6.19e+08,-2.7e+07,-6.46e+08,1.9e+07,-6.27e+08,-6.27e+08,2.72e+08,-3.55e+08,-3.55e+08,1.7543e+10,3.08e+09,1.4463e+10,1.904e+09,1.904e+09,2.087e+09,1.301e+09,1.301e+09,2.2835e+10,8.807e+09,4.556e+09,2.106e+09,1.337e+09,1.3363e+10,3.6198e+10,3.384e+09,1.596e+09,1.788e+09,1.5142e+10,1.368e+10,1.8526e+10,3.8e+09,3.8e+09,2.2326e+10,-2.15e+08,6.374e+09,6.159e+09,7.713e+09,1.3872e+10,3.6198e+10,2.17e+08,2.06e+08,2.105e+09,-2.309e+09,2.19e+08,-3.99e+08,-3.99e+08,-3.99e+08,-1.56e+08,1.8e+07,-5.37e+08,1.8e+08,-1.2e+08,6e+07,-2.58e+08,-2.58e+08,5e+06,-2.53e+08,-1.87e+08,3.8e+09,-2.914e+09,0.04613,-0.08887,-0.08028,-0.02559,-0.00981,8.20845,1.23259,1.60943,0.10498,-2.95833,-2.95833,36.85,51.325,-24.28333,-0.02009,-0.16489,73.49198,34.96947
"18","2015_Q1",36.3977049180328,"Down",3.366e+09,-3.798e+09,-4.32e+08,-5.33e+08,-3.78e+08,-1.55e+08,-9.65e+08,-2.54e+08,-2.54e+08,-1.219e+09,-1.52e+08,-1.371e+09,2.69e+08,-1.102e+09,-1.102e+09,6.24e+08,-4.78e+08,-4.78e+08,1.7388e+10,2.908e+09,1.448e+10,1.691e+09,1.691e+09,1.879e+09,1.439e+09,1.439e+09,2.2397e+10,8.812e+09,4.581e+09,2e+09,1.493e+09,1.3393e+10,3.579e+10,3.635e+09,1.387e+09,2.248e+09,1.4568e+10,1.3313e+10,1.8203e+10,5.197e+09,5.197e+09,2.34e+10,-2.29e+08,5.672e+09,5.443e+09,6.947e+09,1.239e+10,3.579e+10,-7.11e+08,2.08e+08,1.453e+09,-7.21e+08,2.29e+08,-4.25e+08,-4.25e+08,-4.25e+08,0,5.3e+07,-3.72e+08,7.1e+07,-7.6e+07,-5000000.00000006,-1.48e+08,-1.48e+08,-1.9e+07,-1.67e+08,-7.57e+08,5.197e+09,-2.172e+09,-0.12834,-0.28669,-0.14201,-0.03858,-0.01336,4.54393,1.2304,1.88862,0.14521,-3.91803,-3.91803,27.59016,44.61475,-17.80328,-0.02718,-0.1235,16.10436,12.63316
"19","2015_Q2",35.4201587301587,"Down",4.511e+09,-3.125e+09,1.386e+09,-6.32e+08,-4.77e+08,-1.55e+08,7.54e+08,-2.7e+08,-2.7e+08,4.84e+08,-1.3e+07,4.71e+08,-4.9e+07,4.22e+08,4.22e+08,-2.61e+08,1.61e+08,1.61e+08,1.7737e+10,2.868e+09,1.4869e+10,1.776e+09,1.776e+09,1.937e+09,2.005e+09,2.005e+09,2.3455e+10,9.201e+09,4.585e+09,2.048e+09,1.404e+09,1.3786e+10,3.7241e+10,4.14e+09,1.427e+09,2.713e+09,1.5739e+10,1.4401e+10,1.9879e+10,4.627e+09,4.627e+09,2.4506e+10,-2.31e+08,5.553e+09,5.322e+09,7.413e+09,1.2735e+10,3.7241e+10,-1.03e+08,2.07e+08,1.52e+08,-4.42e+08,-1.86e+08,-3.63e+08,-3.63e+08,-3.63e+08,-2.9e+08,8e+07,-5.73e+08,4.98e+08,2.04e+08,7.02e+08,-5.7e+07,-5.7e+07,1.3e+07,-4.4e+07,9.61e+08,4.627e+09,2.05e+08,0.30725,0.16715,0.03569,0.01264,0.00432,1.27329,1.17989,1.9243,0.12424,1.35294,1.35294,37.90756,44.72269,1.72269,0.00927,0.01181,-13.64204,-17.38727
"20","2015_Q3",30.15140625,"Down",4.984e+09,-3.324e+09,1.66e+09,-6.89e+08,-5.28e+08,-1.61e+08,9.71e+08,-2.87e+08,-2.87e+08,6.84e+08,-3e+07,6.54e+08,-1.13e+08,5.41e+08,5.41e+08,-3.29e+08,2.12e+08,2.12e+08,1.662e+10,2.154e+09,1.4466e+10,2.027e+09,2.027e+09,2.339e+09,1.77e+09,1.77e+09,2.2756e+10,9.666e+09,4.856e+09,2.085e+09,1.631e+09,1.4522e+10,3.7278e+10,4.125e+09,1.549e+09,2.576e+09,1.5789e+10,1.4462e+10,1.9914e+10,3.922e+09,3.922e+09,2.3836e+10,-2.24e+08,5.911e+09,5.687e+09,7.755e+09,1.3442e+10,3.7278e+10,4.6e+07,2.12e+08,1.166e+09,-1.085e+09,3.39e+08,-3.66e+08,-3.66e+08,-3.66e+08,-4.96e+08,-1.9e+07,-9.2e+08,-19000000.0000001,-1.16e+08,-1.35e+08,-7.16e+08,-7.16e+08,2e+06,-7.14e+08,1.183e+09,3.922e+09,-1.55e+08,0.33307,0.19482,0.04254,0.01577,0.00569,-0.731129999999999,1.14271,1.77325,0.10521,1.70968,1.70968,40.19355,45.8629,-1.25,0.01221,-0.00893,-10.73373,-13.07724
"21","2015_Q4",29.60375,"Down",3.212e+09,-3.224e+09,-1.2e+07,-5.86e+08,-4.18e+08,-1.68e+08,-5.98e+08,-2.96e+08,-2.96e+08,-8.94e+08,-2.4e+07,-9.18e+08,-2.2e+07,-9.4e+08,-9.4e+08,5e+08,-4.4e+08,-4.4e+08,1.5702e+10,2.041e+09,1.3661e+10,1.876e+09,1.876e+09,2.318e+09,1.441e+09,1.441e+09,2.1337e+10,9.831e+09,5.284e+09,2.075e+09,2.077e+09,1.5115e+10,3.6452e+10,3.593e+09,1.536e+09,2.057e+09,1.6069e+10,1.4731e+10,1.9662e+10,4.504e+09,4.504e+09,2.4166e+10,-2.35e+08,5.375e+09,5.14e+09,7.146e+09,1.2286e+10,3.6452e+10,1.329e+09,2.22e+08,-9.02e+08,-2.92e+08,3.57e+08,-3.38e+08,-3.38e+08,-3.38e+08,-6.9e+07,4.1e+07,-3.66e+08,6.8e+07,-1.57e+08,-8.9e+07,-9.8e+07,-9.8e+07,-1.5e+07,-1.13e+08,-3.76e+08,4.504e+09,-9.84e+08,-0.00374,-0.18618,-0.13699,-0.03581,-0.01207,2.23636,1.08519,1.96695,0.12356,-3.46457,-3.46457,25.29134,40.47244,-7.74803,-0.02621,-0.05861,29.78191,18.72575
"22","2016_Q1",23.9522950819672,"Down",2.565e+09,-3.068e+09,-5.03e+08,-6.44e+08,-4.85e+08,-1.59e+08,-1.147e+09,-3.01e+08,-3.01e+08,-1.448e+09,-8.18e+08,-2.266e+09,1.16e+08,-2.15e+09,-2.15e+09,1.023e+09,-1.127e+09,-1.127e+09,1.7429e+10,2.078e+09,1.5351e+10,1.685e+09,1.685e+09,2.259e+09,1.282e+09,1.282e+09,2.2655e+10,9.535e+09,4.217e+09,1.504e+09,1.605e+09,1.3752e+10,3.6407e+10,3.239e+09,1.416e+09,1.823e+09,1.5818e+10,1.4617e+10,1.9057e+10,7.317e+09,7.317e+09,2.6374e+10,-2.57e+08,4.244e+09,3.987e+09,6.046e+09,1.0033e+10,3.6407e+10,-1.662e+09,2.22e+08,-1.15e+08,1.793e+09,2.38e+08,-2.92e+08,-2.92e+08,-2.92e+08,5.96046447753906e-08,7.2e+07,-5.26e+08,4.53e+08,-4.8e+07,3.48e+08,6e+07,4.8e+07,-7e+06,40999999.9999999,-9.25e+08,7.317e+09,4.6e+08,-0.1961,-0.44717,-0.43938,-0.11233,-0.03096,-0.408159999999998,1.1888,2.62873,0.20098,-8.73643,-8.73643,19.88372,30.90698,3.56589,-0.06496,0.02651,10.93189,8.81603999999999
"23","2016_Q2",24.46078125,"Up",3.127e+09,-3.123e+09,4e+06,-7.64e+08,-5.18e+08,-2.46e+08,-7.6e+08,-2.41e+08,-2.41e+08,-1.001e+09,-5.92e+08,-1.593e+09,-1.6e+07,-1.609e+09,-1.609e+09,7.72e+08,-8.37e+08,-8.37e+08,1.1902e+10,1.876e+09,1.0026e+10,1.839e+09,1.839e+09,2.896e+09,7.51e+08,7.51e+08,1.7388e+10,1.0572e+10,4.322e+09,1.194e+09,1.916e+09,1.4894e+10,3.2282e+10,4.625e+09,1.813e+09,2.812e+09,1.6439e+10,1.4812e+10,2.1064e+10,2.71e+09,2.71e+09,2.3774e+10,-2.86e+08,2.802e+09,2.516e+09,5.992e+09,8.508e+09,3.2282e+10,-1.055e+09,2.34e+08,5.957e+09,-4.526e+09,6.1e+08,-2.1e+08,-2.1e+08,-2.1e+08,-9.52e+08,-1.6e+07,-1.178e+09,-1e+08,4.64e+08,3.64e+08,-2.04e+08,-1.92e+08,-1e+07,-2.02e+08,-5.26e+08,2.71e+09,-5.246e+09,0.00128,-0.24304,-0.26767,-0.09838,-0.02593,6.26762,0.82548,2.79431,0.08395,-6.64286,-6.64286,24.81746,19.96825,-41.63492,-0.07461,-0.46764,17.47529,12.09474
"24","2016_Q3",23.225625,"Down",4.35e+09,-3.448e+09,9.02e+08,-9.29e+08,-6.15e+08,-3.14e+08,-2.7e+07,-2.02e+08,-2.02e+08,-2.29e+08,-6e+06,-2.35e+08,-5e+07,-2.85e+08,-2.85e+08,2.16e+08,-6.9e+07,-6.9e+07,1.1795e+10,1.92e+09,9.875e+09,1.796e+09,1.796e+09,2.861e+09,6.94e+08,6.94e+08,1.7146e+10,1.1442e+10,3.962e+09,1.188e+09,1.636e+09,1.5404e+10,3.255e+10,4.341e+09,1.763e+09,2.578e+09,1.7164e+10,1.5487e+10,2.1505e+10,2.447e+09,2.447e+09,2.3952e+10,-2.86e+08,2.812e+09,2.526e+09,6.072e+09,8.598e+09,3.255e+10,-2.12e+08,2.55e+08,-4.708e+09,5.047e+09,3.82e+08,-2.11e+08,-2.11e+08,-2.11e+08,-9e+07,-3e+06,-3.04e+08,68999999.9999999,-9.5e+07,-26000000.0000001,5.2e+07,5.2e+07,-8e+06,4.4e+07,2.28e+08,2.447e+09,5.114e+09,0.20736,-0.00620999999999999,-0.01586,-0.00802999999999998,-0.00212,-74.11594,0.7973,2.78576,0.07518,-0.547620000000001,-0.547619999999999,34.52381,20.04762,40.5873,-0.00625,0.46301,-41,346.22222
"25","2016_Q4",24.4631746031746,"Up",4.899e+09,-3.378e+09,1.521e+09,-9.45e+08,-6.03e+08,-3.42e+08,5.76e+08,-2.22e+08,-2.22e+08,3.54e+08,-1.01e+08,2.53e+08,-1.5e+07,2.38e+08,2.38e+08,-2.54e+08,-1.6e+07,-1.6e+07,1.1989e+10,2.002e+09,9.987e+09,1.725e+09,1.725e+09,2.957e+09,6.92e+08,6.92e+08,1.7363e+10,1.1446e+10,4.276e+09,1.141e+09,2.028e+09,1.5722e+10,3.3085e+10,4.192e+09,1.717e+09,2.475e+09,1.7065e+10,1.5385e+10,2.1257e+10,3.03e+09,3.03e+09,2.4287e+10,-2.87e+08,2.775e+09,2.488e+09,6.31e+09,8.798e+09,3.3085e+10,-6.46e+08,2.64e+08,7.24e+08,-1.2e+07,3.3e+08,-1.94e+08,-1.94e+08,-1.94e+08,-3e+06,4.5e+07,-1.83e+08,-2.3e+07,-3.8e+07,-6.1e+07,8.6e+07,8.6e+07,-4e+06,8.2e+07,8.4e+08,3.03e+09,6.49e+08,0.31047,0.11758,-0.00327,-0.00182,-0.00048,-40.5625,0.81681,2.76051,0.09158,-0.11679,-0.12698,35.75912,18.16058,4.73723,-0.00135,0.05487,-10.66548,-15.55382
"26","2017_Q1",26.0751612903226,"Up",-4.997e+09,3.112e+09,-1.885e+09,1.006e+09,7.35e+08,2.71e+08,-8.79e+08,-2.7e+07,-2.7e+07,-9.06e+08,1.08e+08,-7.98e+08,1.69e+08,-6.29e+08,-5.64e+08,3.58e+08,-2.06e+08,-2.06e+08,1.1714e+10,1.833e+09,9.881e+09,1.609e+09,1.609e+09,2.983e+09,2.286e+09,2.286e+09,1.8592e+10,1.0122e+10,4.657e+09,1.136e+09,2.405e+09,1.4779e+10,3.3371e+10,3.66e+09,1.765e+09,1.895e+09,1.7969e+10,1.6356e+10,2.1629e+10,3.725e+09,3.725e+09,2.5354e+10,-2.94e+08,2.448e+09,2.154e+09,5.863e+09,8.017e+09,3.3371e+10,-5.73e+08,2.81e+08,746000000.000001,-1.21e+08,3.33e+08,-2.11e+08,-2.11e+08,-2.11e+08,-6999999.99999997,9.8e+07,-1.89e+08,-9.9e+07,-19000000.0000001,-1.9e+08,-4.6e+07,-1.6e+08,-9e+06,-1.69e+08,-5.98e+08,3.725e+09,-1.099e+09,0.37723,0.17591,0.04122,-0.0257,-0.00617,5.33495,0.85959,3.16253,0.11162,-1.50365,-1.63492,-36.47445,15.72263,-8.0219,-0.01754,-0.0936,13.35953,9.08874
"27","2017_Q2",24.0015873015873,"Down",4.667e+09,-3.688e+09,9.79e+08,-8.75e+08,-6.21e+08,-2.54e+08,1.04e+08,-2.23e+08,-2.23e+08,-1.19e+08,-1.5e+07,-1.34e+08,-2.6e+07,-1.6e+08,-1.6e+08,1.42e+08,-1.8e+07,-1.8e+07,1.2105e+10,2.018e+09,1.0087e+10,1.725e+09,1.725e+09,3.067e+09,2.493e+09,2.493e+09,1.939e+10,1.0136e+10,4.663e+09,1.165e+09,2.415e+09,1.4799e+10,3.4189e+10,5.658e+09,1.883e+09,3.775e+09,1.7947e+10,1.633e+10,2.3605e+10,2.017e+09,2.017e+09,2.5622e+10,-2.89e+08,2.719e+09,2.43e+09,6.137e+09,8.567e+09,3.4189e+10,-6.46e+08,2.48e+08,1.363e+09,-1.376e+09,-4.11e+08,-2.31e+08,-2.31e+08,-2.31e+08,-2.95e+08,5.3e+07,-4.73e+08,5e+07,1.193e+09,1.243e+09,3.59e+08,3.79e+08,9e+06,3.88e+08,3.52e+08,2.017e+09,-1.229e+09,0.20977,0.02228,-0.00386,-0.0021,-0.00053,68.27778,0.82144,2.99078,0.059,-0.13139,-0.14286,34.06569,17.73723,-8.9708,-0.0017,-0.11612,-28.65909,-97
"28","2017_Q3",25.9765079365079,"Up",2.297e+09,-4.32e+08,1.865e+09,-7.2e+07,-1000000.00000024,-7.1e+07,1.793e+09,-1.38e+08,-1.38e+08,1.655e+09,-6.3e+07,1.592e+09,3.1e+07,1.623e+09,1.725e+09,-1.72e+08,1.553e+09,1.553e+09,1.1691e+10,2.389e+09,9.302e+09,1.757e+09,1.757e+09,3.142e+09,2.41e+09,2.41e+09,1.9e+10,9.61e+09,3.947e+09,1.168e+09,1.716e+09,1.3557e+10,3.2557e+10,5.457e+09,2.017e+09,3.44e+09,1.5894e+10,1.4236e+10,2.1351e+10,6.76e+08,6.76e+08,2.2027e+10,-2.53e+08,4.484e+09,4.231e+09,6.299e+09,1.053e+10,3.2557e+10,1.045e+09,2.6e+07,-5.33e+08,-1.349e+09,-5.26e+08,-1e+06,-999999.99999997,-999999.99999997,-8e+06,1.178e+09,9.88e+08,-1.05e+08,-4.4e+07,-1.7e+08,2.92e+08,3.32e+08,-8e+06,3.24e+08,1.819e+09,6.76e+08,4.38e+08,0.81193,0.78058,0.6761,0.14748,0.0477,0.28203000000002,0.88989,2.09183,0.02076,11.33577,12.3254,16.76642,30.88321,3.19708,0.13859,0.03909,-6.05552999999999,-6.14333999999998
"29","2017_Q4",27.5373015873016,"Up",3.504e+09,-2.054e+09,1.45e+09,-4.67e+08,-3.23e+08,-1.44e+08,9.83e+08,-1.64e+08,-1.64e+08,8.19e+08,-1e+06,8.18e+08,-1.8e+07,8e+08,8.29e+08,-2.32e+08,5.97e+08,5.97e+08,1.1786e+10,2.038e+09,9.748e+09,1.853e+09,1.853e+09,3.256e+09,2.005e+09,2.005e+09,1.89e+10,9.631e+09,4.286e+09,1.199e+09,2.015e+09,1.3917e+10,3.2817e+10,5.659e+09,2.093e+09,3.566e+09,1.5357e+10,1.3679e+10,2.1016e+10,6.03e+08,6.03e+08,2.1619e+10,-2.42e+08,5.026e+09,4.784e+09,6.414e+09,1.1198e+10,3.2817e+10,1.2e+07,1.32e+08,-6e+08,3.54e+08,2.3e+07,-1.01e+08,-1.01e+08,-1.01e+08,-1.51e+08,1.88e+08,-1.81e+08,-1.5e+07,-3e+07,-2.15e+08,-3.73e+08,-2.01e+08,1e+06,-2e+08,1.115e+09,6.03e+08,1.386e+09,0.41381,0.28054,0.17038,0.05331,0.01819,2.32161,0.89931,1.93061,0.01837,4.35766,4.7381,25.57664,34.91971,10.11679,0.05059,0.11745,-10.0296,-11.3764
"30","2018_Q1",29.5090163934426,"Up",2.151e+09,-2.084e+09,6.7e+07,-3.73e+08,-3.24e+08,-4.9e+07,-3.06e+08,-1.3e+08,-1.3e+08,-4.36e+08,-1.2e+07,-4.48e+08,5.42e+08,9.4e+07,1.97e+08,1.01e+08,2.98e+08,2.98e+08,1.1179e+10,1.164e+09,1.0015e+10,4.73e+08,4.73e+08,1.73e+09,1.253e+09,1.253e+09,1.4635e+10,5.186e+09,1.198e+10,3.27e+08,1.1109e+10,1.7166e+10,3.1801e+10,1.964e+09,9.8e+08,9.84e+08,1.7412e+10,1.668e+10,1.9376e+10,1.057e+09,1.057e+09,2.0433e+10,-2.35e+08,5.341e+09,5.106e+09,6.262e+09,1.1368e+10,3.1801e+10,-95000000.0000001,6.11e+08,-2.691e+09,2.063e+09,-5.22e+08,-6.58e+08,-6.58e+08,-6.58e+08,-1.52e+08,6.74e+08,8e+07,-1.93e+08,-7.7e+07,-1.15e+08,-5.57e+08,-6.71e+08,8e+06,-6.63e+08,3.05e+08,1.057e+09,1.168e+09,0.0311500000000001,-0.14226,0.13854,0.02621,0.00937,3.91946,0.75532,1.79741,0.03324,2.17518,2.36508,15.70073,37.27007,8.52555,0.02398,0.094,-33.18689,33.07843
