"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","interest_income","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","return_on_invested_capital","net_debt_ebit"
"11","2012_Q4",525.171774193548,"Up",232700000,-39597000,193103000,-53196000,-53196000,139907000,-58508000,-56333000,-58417000,2084000,-2175000,81399000,-652999.999999998,80746000,-29346000,51400000,51400000,51400000,51400000,270503000,270503000,3534751000,3534751000,3805254000,20050000,310565000,133129000,350762000,4156016000,2073478000,2073478000,2632802000,2632802000,890465000,639369000,-6620000,1523214000,1523214000,4156016000,559324000,0.82984,0.60123,0.22089,0.03374,0.01237,1.44532,1.72845,0.13458,5.71128,5.55587,25.85633,169.25108,0.02468,2.06438
"12","2013_Q1",579.3925,"Up",236590000,-38349000,198241000,-60748000,-60748000,137493000,-59500000,-57900000,-59795000,1895000,-1600000,77993000,-1514000,76479000,-11138000,65341000,65341000,65341000,65196000,220130000,220130000,4728804000,4728804000,4948934000,33247000,703781000,190712000,737028000,5685962000,3130797000,3130797000,3921168000,3921168000,913298000,704565000,-6441000,1764794000,1764794000,5685962000,790371000,0.83791,0.58114,0.27557,0.03694,0.01147,1.26211,2.22188,0.139,7.22879,7.0229,26.23259,178.67102,0.02552,4.14742
"13","2013_Q2",604.09921875,"Up",406659000,-118539000,288120000,-124987000,-124987000,163133000,-90811000,-89459000,-89459000,9783419.89732104,-1352000,72322000,-17030000,55292000,-6383000,48909000,48909000,48909000,46338000,663405000,663405000,5688186000,5688186000,6351591000,58863000,837561000,238807000,896424000,7248015000,3453991000,3453991000,5441885000,5441885000,914651000,747141000,-10120000,1806130000,1806130000,7248015000,1987894000,0.70851,0.40115,0.11395,0.02566,0.00639,1.16717,3.01301,0.27427,5.12187,4.97798,44.94914,182.56385,0.01221,8.11907
"14","2013_Q3",754.67578125,"Up",544419000,-149590000,394829000,-225314000,-225314000,169515000,-98549000,-113220000,-113220000,21415239.2116517,14671000,70966000,3192000,74158000,-8496000,65662000,65662000,65662000,63057000,439747000,439747000,5861399000,5861399000,6301146000,62917000,718217000,231224000,781134000,7082280000,3028460000,3028460000,5200538000,5200538000,916755000,821257000,-11814000,1881742000,1881742000,7082280000,2172078000,0.72523,0.31137,0.11582,0.03351,0.0089,1.21163,2.76368,0.30669,6.96721,6.53245,60.1532,190.72872,0.01555,10.21934
"15","2013_Q4",823.10859375,"Up",531240000,-152290000,378950000,-189698000,-189698000,189252000,-121089000,-116885000,-116885000,28401938.9201566,-4204000,68163000,1282000,69445000,-8873000,60572000,60572000,60572000,54725000,357486000,357486000,3917861000,3917861000,4275347000,56837000,979496000,478533000,1036333000,5311680000,917720000,917720000,3510311000,3510311000,866081000,882412000,-7069000,1801369000,1801369000,5311680000,2592591000,0.71333,0.35625,0.10301,0.03038,0.0103,1.21794,1.94869,0.48809,6.04221,5.85807,58.65443,192.27136,0.01245,11.81021
"16","2014_Q1",648.767213114754,"Down",555955000,-134485000,421470000,-206391000,-206391000,215079000,-65370000,-53667000,-76022000,22355000,-11703000,149709000,3875000,153584000,-18309000,135275000,135275000,135275000,134278000,178512000,178512000,6849790000,6849790000,7028302000,53786000,844915000,309143000,898701000,7927003000,4276382000,4276382000,6054051000,6054051000,819779000,1002963000,-10151000,1872952000,1872952000,7927003000,1777669000,0.7581,0.38686,0.24153,0.07169,0.01694,1.16093,3.23236,0.22425,14.84692,14.92729,61.47113,200.41552,0.03678,7.43521
"17","2014_Q2",543.87380952381,"Down",551261000,-149584000,401677000,-199610000,-199610000,202067000,-132617000,-134546000,-139873000,5327000,1929000,69450000,2253000,71703000,-11217000,60486000,60486000,60501000,59504000,242386000,242386000,7124026000,7124026000,7366412000,51553000,768386000,229105000,819939000,8186351000,4615424000,4615424000,6249423000,6249423000,820716000,1062467000,-9542000,1934417000,1936928000,8186351000,1633999000,0.72865,0.36655,0.10794,0.03072,0.00727,1.17873,3.22646,0.1996,6.59716,6.32304,61.11781,207.7289,0.01666,6.88689
"18","2014_Q3",451.8796875,"Down",553074000,-146389000,406685000,-199074000,-199074000,207611000,-130790000,-130655000,-136207000,5552000,-135000,76821000,356000,77177000,-10165000,67012000,67012000,66955000,65958000,259471000,259471000,7314323000,7314323000,7573794000,47990000,743118000,224086000,791108000,8364902000,4411077000,4411077000,6446823000,6446823000,735065000,1128425000,-9171000,1915511000,1918079000,8364902000,2035746000,0.73532,0.37538,0.11926,0.03439,0.00789,1.17481,3.36108,0.24337,7.36748,7.18107,61.77813,207.12665,0.01668,8.55578
"19","2014_Q4",326.9390625,"Down",513698000,-149618000,364080000,-305421000,-305421000,58659000,-130925000,-126456000,-133049000,6593000,-4469000,-72266000,0,-72266000,-2992000,-75258000,-75258000,-75381000,-76189000,299163000,299163000,7274659000,7274659000,7573822000,44907000,736911000,237240000,781818000,8355640000,4724770000,4724770000,6741197000,6741197000,568300000,1052236000,-8784000,1611752000,1614443000,8355640000,2016427000,0.70874,0.11419,-0.14831,-0.04719,-0.00912,1.12351,4.17556,0.24133,-8.74955,-8.74955,58.9931,185.09365,-0.02098,29.27537
"20","2015_Q1",133.895901639344,"Down",493292000,-172678000,320614000,-292633000,-292633000,27981000,-127553000,-127109000,-132628000,5519000,-444000,-99572000,-420201000,-519773000,-2022000,-521795000,-521795000,-521875000,-521875000,129473000,129473000,7526697000,7526697000,7656170000,43310000,567798000,490811000,611108000,8267278000,5142422000,5142422000,7226113000,7226113000,516446000,530361000,-8413000,1038394000,1041165000,8267278000,2083691000,0.64995,0.05672,-1.05794,-0.50124,-0.06313,1.05951,6.94041,0.25204,-62.36957,-67.39045,58.9536,124.09904,-0.16701,69.84089
"21","2015_Q2",145.435714285714,"Up",510444000,-206946000,303498000,-171412000,-171412000,132086000,-115663000,-113821000,-119396000,5575000,-1842000,16423000,26406000,42829000,-8440000,34389000,34389000,34355000,34355000,242332000,242332000,7532130000,7532130000,7774462000,42945000,569367000,500659000,612312000,8386774000,5311527000,5311527000,7265234000,7265234000,519168000,607562000,-7995000,1118735000,1121540000,8386774000,1953707000,0.59458,0.25877,0.0673,0.03063,0.00410000000000001,1.07009,6.47791,0.23295,4.11159,4.05566,61.08963,133.88952,0.01117,12.95652
"22","2015_Q3",126.6140625,"Down",463251000,-158401000,304850000,-193851000,-193851000,110999000,-128805000,-119859000,-124897000,5038000,-8946000,-17806000,30306000,12499999.9999999,-2594000,9906000,9905999.99999994,9738000,9737999.99999994,320080000,320080000,6924371000,6924371000,7244451000,39629000,720559000,623350000,760188000,8004639000,5219178000,5219178000,6859609000,6859609000,527151000,617286000,-2380000,1142057000,1145030000,8004639000,1640431000,0.65807,0.23961,0.02102,0.0085,0.00122,1.0561,5.99077,0.20494,1.16508,1.1482,55.42438,136.63825,0.0035,11.89516
"23","2015_Q4",104.7140625,"Down",404946000,-204157000,200789000,-183569000,-183569000,17220000,-114384000,-112620000,-118313000,5693000,-1764000,-97164000,41246000,-55918000,-10832000,-66750000,-66750000,-66869000,-66869000,458674000,458674000,6834350000,6834350000,7293024000,44885000,673145000,609279000,718030000,8011054000,5579529000,5579529000,6930599000,6930599000,528876000,550373000,-1886000,1077363000,1080455000,8011054000,1351070000,0.49584,0.04252,-0.16513,-0.06189,-0.00835,1.05229,6.41452,0.16865,-7.99573,-7.99573,48.42063,128.82358,-0.0275,51.82323
"24","2016_Q1",68.6508196721311,"Down",362457000,-190111000,172346000,-169737000,-169737000,2609000.00000001,-117844000,-117753000,-119767000,2014000,-91000,-115235000,-14037000,-129272000,-94985000,-224257000,-224257000,-224241000,-224241000,257272000,257272000,6478915000,6478915000,6736187000,57626000,586495000,586495000,644121000,7380308000,5417748000,5417748000,6525670000,6525670000,527396000,325929000,-1763000,851562000,854638000,7380308000,1107922000,0.47549,0.00719999999999998,-0.61867,-0.26238,-0.03038,1.03226,7.6356,0.15012,-26.83181,-27.61845,43.3702,101.8946,-0.11426,326.04446
"25","2016_Q2",30.8671875,"Down",330757000,-191941000,138816000,-136716000,-136716000,2100000,-105400000,-101899000,-106089000,4190000,-3501000,-103300000,1175000.00000001,-102125000,-9076000,-111201000,-111201000,-111331000,-111331000,280513000,280513000,6534092000,6534092000,6814605000,72323000,520182000,520182000,592505000,7407110000,5603965000,5603965000,6668642000,6668642000,523461000,214598000,-1658000,736401000,738468000,7407110000,1064677000,0.41969,0.00635,-0.33659,-0.15076,-0.01503,1.02189,9.03037,0.14374,-13.4506,-13.4506,39.96085,88.96928,-0.06174,373.41143
"26","2016_Q3",40.91015625,"Up",373054000,-188409000,184645000,-196609000,-196609000,-11964000,-85287000,-85893000,-91033000,5140000,605999.999999999,-97251000,853000,-96398000,9180000.00000001,-87218000,-87218000,-87378000,-87378000,218915000,218915000,6757543000,6757543000,6976458000,63057000,448737000,448737000,511794000,7488252000,5751409000,5751409000,6835100000,6835100000,525293000,127220000,-1589000,650924000,653152000,7488252000,1083691000,0.49496,-0.03207,-0.23422,-0.13378,-0.01167,1.02068,10.46479,0.14472,-10.5737,-10.5737,45.14363,78.76895,-0.05031,-72.28151
"27","2016_Q4",70.4952380952381,"Up",359448000,-156493000,202955000,-115185000,-115185000,87770000,-91067000,-105803000,-110961000,5158000,14736000,-3297000,5661000,2364000,7110000,9474000,9474000,9391000,9391000,263534000,263534000,6819294000,6819294000,7082828000,62701000,439921000,439921000,502622000,7585450000,5912382000,5912382000,6922063000,6922063000,525965000,136611000,-1500000,661076000,663387000,7585450000,1009681000,0.56463,0.24418,0.02613,0.01416,0.00124,1.02323,10.43443,0.13311,1.13556,1.13421,43.46444,79.9373,0.00560999999999998,8.50116000000006
"28","2017_Q1",76.2604838709677,"Up",323904000,-124298000,199606000,-113603000,-113603000,86003000,-97008000,-99905000,-104500000,4595000,2897000,-11005000,803000,-10202000,-227999.999999999,-10430000,-10430000,-10444000,-10444000,256549000,256549000,6898266000,6898266000,7154815000,62744000,438104000,438104000,500848000,7655663000,2541267000,2541267000,3566599000,7000380000,528241000,126167000,-1450000,652958000,655283000,7655663000,1025332000,0.61625,0.26552,-0.03224,-0.01594,-0.00136,2.00606,10.68299,0.13393,-1.26287,-1.26437,39.16592,78.95456,-0.00204,8.93903
"29","2017_Q2",47.4666666666667,"Down",321864000,-131972000,189892000,-103960000,-103960000,85932000,-76266000,-80299000,-84062000,3763000,4033000,9666000,-40164000,-30498000,-2125000,-32623000,-32623000,-32724000,-32724000,268320000,268320000,7105433000,7105433000,7373753000,60774000,428617000,428617000,489391000,7863144000,6154334000,6154334000,7239710000,7239710000,529232000,93159000,-1383000,621008000,623434000,7863144000,1085376000,0.58998,0.26698,-0.10167,-0.05249,-0.00416,1.01851,11.61263,0.13803,-3.95609,-3.95609,38.91102,75.07536,-0.01915,9.50817
"30","2017_Q3",43.6190476190476,"Down",311300000,-126055000,185245000,-112856000,-112856000,72389000,-73461000,-76889000,-81128000,4239000,3428000,-1072000,-40536000,-41608000,-2828000,-44436000,-44436000,-44507000,-44507000,251472000,251472000,7224839000,7224839000,7476311000,56409000,399672000,399672000,456081000,7932392000,2299596000,2299596000,3290519000,7352145000,530436000,48652000,-1338000,577750000,580247000,7932392000,990923000,0.59507,0.23254,-0.14297,-0.0767,-0.00561,2.27208,12.67072,0.12492,-5.35607,-5.35607,37.46252,69.5277,-0.0079,10.21496
"31","2017_Q4",50.1880952380952,"Up",284642000,-142784000,141858000,-97269000,-97269000,44589000,-44259000,-43182000,-47281000,4099000,-1077000,330000,-26883000,-26553000,20418000,-6135000,-6135000,-6252000,-6252000,299888000,299888000,7301096000,7301096000,7600984000,42720000,453901000,453901000,496621000,8097605000,2258116000,2258116000,3149906000,7508183000,545701000,42400000,-1293000,586808000,589422000,8097605000,891790000,0.49837,0.15665,-0.02196,-0.01061,-0.00077,2.41308,12.73821,0.11013,-0.72806,-0.72806,33.14711,68.33492,-0.00107,13.27462
"32","2018_Q1",53.6975409836066,"Up",276770000,-100853000,175917000,-182896000,-182896000,-6979000,-156455000,-146903000,-150767000,3864000,-9552000,-163434000,118120000,-45314000,51000,-45263000,-45263000,-44483000,-44483000,259655000,259655000,7551712000,7551712000,7811367000,37006000,554791000,554791000,591797000,8403164000,2361546000,2361546000,3254734000,7856290000,548372000,-2083000,-1249000,545040000,546874000,8403164000,893188000,0.63561,-0.02522,-0.16072,-0.08134,-0.00529,2.4,14.36581,0.10629,-5.09144,-5.09144,31.67856,62.38422,-0.00736,-90.77705
"33","2018_Q2",65.6109375,"Up",260257000,-109493000,150764000,-79879000,-79879000,70885000,-49749000,-48110000,-50810000,2700000,-1639000,21136000,-16171000,4965000,-2348000,2617000,2617000,2548000,2548000,285653000,285653000,7688871000,7688871000,7974524000,33268000,455526000,455526000,488794000,8463318000,2202952000,2202952000,2992783000,7830976000,554760000,76887000,-1208000,630439000,632342000,8463318000,789831000,0.57929,0.27237,0.00979,0.00403000000000001,3e-04,2.66458,12.38408,0.09332,0.28696,0.2838,29.31086,71.00177,0.000409999999999999,7.11261999999999
"34","2018_Q3",61.902380952381,"Down",253581000,-98114000,155467000,-74418000,-74418000,81049000,-76414000,-74148000,-77503000,3355000,-2266000,4634999.99999997,-33040000,-28405000,-1348000,-29753000,-29753000,-29831000,-29831000,228412000,228412000,7743597000,7743597000,7972009000,30619000,417568000,417568000,448187000,8420196000,2.09e+09,2.09e+09,2778030000,7819013000,554139000,47056000,-1171000,600024000,601183000,8420196000,688030000,0.61309,0.31962,-0.11764,-0.04962,-0.00354,2.86966,13.00604,0.08171,-3.34121,-3.34121,28.40224,67.20545,-0.00471,5.67087
"35","2018_Q4",41.1142857142857,"Down",238278000,-95065000,143213000,-81013000,-81013000,62200000,-60292000,-57325000,-61288000,3963000,-2967000,1908000,-42181000,-40273000,-845000,-41118000,-41118000,-41147000,-41147000,254843000,254843000,7781319000,7781319000,8036162000,25873000,399002000,399002000,424875000,8461037000,2022892000,2022892000,2716066000,7900293000,554782000,5909000,-1135000,559556000,560744000,8461037000,693174000,0.60103,0.26104,-0.17268,-0.07338,-0.00486,2.95875,14.08895,0.08193,-4.60672,-4.60672,26.67702,62.64651,-0.00639,7.04712
"36","2019_Q1",28.1508196721311,"Down",310929000,-126661000,184268000,-114396000,-114396000,69872000,92064000,90238000,86230000,4008000,1826000,161936000,-169699000,-7763000,4012000,-3750999.99999999,-2342000,-2342000,-2342000,329132000,329132000,8651306000,8651306000,8980438000,33417000,380361000,380361000,413778000,9394216000,2609533000,2609533000,3440798000,8839511000,555395000,3567000,-4257000,554705000,554705000,9394216000,831265000,0.59264,0.22472,-0.00753000000000004,-0.00422,-0.00025,2.60999,15.93552,0.08849,-0.26218,-0.26512,34.80799,62.0983,-0.00035,7.18647
"37","2019_Q2",26.6880952380952,"Down",303888000,-123394000,180494000,-47713000,-47713000,132781000,-64582000,-65887000,-70445000,4558000,1305000,68199000,-109283000,-41084000,-3410000,-44494000,-44494000,-44494000,-44494000,263188000,263188000,8730534000,8730534000,8993722000,69316000,474172000,474172000,543488000,9537210000,2525803000,2525803000,3410928000,9025616000,556385000,-40911000,-3880000,511594000,511594000,9537210000,885125000,0.59395,0.43694,-0.14642,-0.08697,-0.00467,2.63674,17.64215,0.09281,-4.98119,-4.98119,34.02088,57.27399,-0.00635,4.68393
"38","2019_Q3",27.93515625,"Up",274338000,-103793000,170545000,-80433000,-80433000,90112000,-27081000,-27734000,-31571000,3837000,653000,63031000,-147364000,-84333000,-5404000,-89737000,-89737000,-89737000,-89737000,287724000,287724000,8759627000,8759627000,9047351000,57598000,522844000,522844000,580442000,9627793000,2495458000,2495458000,3459516000,9204899000,557042000,-130648000,-3500000,422894000,422894000,9627793000,964058000,0.62166,0.32847,-0.3271,-0.2122,-0.00932,2.61521,21.76645,0.10013,-10.00517,-10.00517,30.58713,47.15028,-0.01258,7.50548
"39","2019_Q4",24.2015625,"Down",283515000,-110033000,173482000,-69252000,-69252000,104230000,20714000,21509000,17380000,4129000,-795000,124944000,-163261000,-38317000,-4450000,-42767000,-42767000,-42767000,-42767000,345084000,345084000,9054146000,9054146000,9399230000,43974000,513449000,513449000,557423000,9956653000,2651786000,2651786000,3671503000,9575468000,557443000,-173415000,-2843000,381185000,381185000,9956653000,1019717000,0.6119,0.36763,-0.15085,-0.11219,-0.0043,2.56005,25.12026,0.10242,-4.76362,-4.76362,31.57944,42.45846,-0.00585,6.47254
"40","2020_Q1",17.7774193548387,"Down",261634000,-85295000,176339000,-54026000,-54026000,122313000,-17112000,-24913000,-29493000,4580000,7801000,105201000,-67958000,37243000,-2370000,34873000,34873000,34873000,34873000,428339000,428339000,9175126000,9175126000,9804685000,38274000,563240000,563240000,601514000,10406199000,8657312000,8657312000,8657312000,9994188000,558147000,-138542000,-7594000,412011000,412011000,10406199000,1336876000,0.67399,0.4675,0.13329,0.08464,0.00335,1.13253,24.25709,0.12847,3.87889,3.87889,29.10126,45.82753,0.01994,7.42797
"41","2020_Q2",8.5968253968254,"Down",253842000,-80984000,172858000,-56230000,-56230000,116628000,-23259000,-24587000,-29982000,5395000,1328000,93369000,-180714000,-87345000,61856000,-25489000,-25489000,-25489000,-25489000,263555000,263555000,9200914000,9200914000,9464469000,37430000,484125000,484125000,521555000,9986024000,2124171000,2124171000,3233076000,9556167000,554362000,-116993000,-7512000,429857000,429857000,9986024000,1108905000,0.68097,0.45945,-0.10041,-0.0593,-0.00255,2.92739,22.23104,0.11105,-2.83366,-2.83366,28.22008,47.78799,-0.00324,7.24826
"42","2020_Q3",17.9825,"Up",227024000,-82378000,144646000,-62431000,-62431000,82215000,-23251000,-23194000,-26760000,3566000,-57000,58964000,-65120000,-6156000.00000001,8110000,1954000,1954000,1954000,1954000.00000001,313736000,313736000,9266525000,9266525000,9580261000,29695000,700482000,700482000,730177000,10310438000,8718854000,8718854000,9877669000,9877669000,555234000,-115039000,-7426000,432769000,432769000,10310438000,1158815000,0.63714,0.36214,0.00861000000000001,0.00452,0.00019,0.96989,22.82435,0.11239,0.225750000000001,0.225749999999998,26.22857,49.99874,0.00123,10.27889
"43","2020_Q4",25.31890625,"Up",249035000,-92578000,156457000,-56944000,-56944000,99513000,-19669000,-23014000,-26815000,3801000,3345000,79844000,-91218000,-11374000,1954000,-9420000,-9420000,-9420000,-9420000,321455000,321455000,9416308000,9416308000,9737763000,23620000,662468000,662468000,686088000,10423851000,8772403000,8772403000,9999384000,9999384000,556263000,-124459000,-7337000,424467000,424467000,10423851000,1226981000,0.62825,0.39959,-0.03783,-0.02219,-0.000899999999999999,0.97384,23.55751,0.11771,-1.08781,-1.08781,28.75818,49.0168,-0.0057,9.09957
"44","2021_Q1",27.6198360655738,"Up",231011000,-86620000,144391000,-57539000,-57539000,86852000,-20458000,-22573000,-25810000,3237000,2115000,66394000,-67203000,-809000,-6414000,-7223000,-7223000,-7223000,-7223000,284802000,284802000,9590252000,9590252000,10062719000,16925000,571483000,571483000,588408000,10651127000,8273408000,8273408000,8273408000,10235755000,556149000,-131682000,-9095000,415372000,415372000,10651127000,1381059000,0.62504,0.37596,-0.03127,-0.01739,-0.00068,1.21627,24.64238,0.12966,-0.8317,-0.8317,26.60009,47.8286,-0.00304,12.62213
"45","2021_Q2",30.4125396825397,"Up",207594000,-95751000,111843000,-43878000,-43878000,67965000,-24226000,-24516000,-28452000,3936000,290000,43739000,-32100000,11639000,-3096000,8543000,8543000,8543000,8543000,259108000,259108000,9835231000,9835231000,10272548000,14369000,484871000,484871000,499240000,10771788000,8722829000,8722829000,8722829000,10331778000,572587000,-123139000,-9438000,440010000,440010000,10771788000,1608949000,0.53876,0.32739,0.04115,0.01942,0.00079,1.17766,23.48078,0.14937,0.98331,0.96232,23.89431,50.64567,0.00417,19.86083
