"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","short_term_debt","total_current_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repayment_of_debt","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2013_Q3",0.985,"Up",8255719,-5134094,3121625,-1373911,-1373911,1747714,755,1748469,1748469,-361189,1387280,1387280,1387280,1387280,8588086,8493086,7611888,7611888,756007,16955981,1049034,28038,28038,1077072,18033053,2441817,2152175,38463,2480280,65563,2545843,854481,14727239,-94510,15487210,15487210,18033053,1387280,83025,2166,47287,1519758,-18278,-18278,-9759,-9759,1491721,1491721,-10586,1481135,1830739,104026,2220937,0.37812,0.2117,0.16804,0.08958,0.07693,1.60093,6.83632,0.16438,0.00577,0.06129,0.05903,0.36476,0.68426,0.09813,0.08898,0.14245,-4.63423,-4.85438
"12","2013_Q4",1.26484375,"Up",8363709,-5383657,2980052,-1446627,-1446627,1533425,614,1534039,1534039,-287524,1246515,1246515,1246515,1246515,9194619,9099619,8051867,8051867,792819,18039305,1038805,28109,28109,1066914,19106219,2236301,1938551,35357,2271658,58711,2330369,886647,15973754,-84551,16775850,16775850,19106219,1246515,86028,2166,-644045,690664,-75630,-75630,-9958,-9958.00000000001,605076,605076,1457,606533,1619453,94068,1187302,0.35631,0.18334,0.14904,0.0743,0.06524,0.9525,7.94103,0.13891,0.00492,0.05496,0.05015,0.36879,0.73971,0.05235,0.07389,0.07038,-5.61952,-5.93479
"13","2014_Q1",1.38803278688525,"Up",8788190,-5623179,3165011,-1664740,-1664740,1500271,1515,1501786,1503269,-283820,1219449,1219449,1219449,1219449,12117183,12045923,7403987,7403987,767452,20288622,976423,16891,16891,993314,21281936,3148263,2825532,32188,3180451,51724,3232175,933310,17193203,-76752,18049761,18049761,21281936,1219449,94389,45180,1614260,2973278,-30043,-30043,-10156,-10156,2933079,2933079,13225,2946304,1594660,83912,3462697,0.36014,0.17071,0.13876,0.06756,0.0573,2.83956,6.37917,0.17907,0.00394,0.0537,0.05196,0.38701,0.79487,0.15249,0.06725,0.19095,-7.54598,-8.02073
"14","2014_Q2",1.16349206349206,"Down",7007652,-4635451,2372201,-1544581,-1544581,827620,-2.27373675443232e-13,827620,827620,-165687,661933,661933,661933,661933,13846899,13782775,5671395,5671395,658729,20177023,884477,16839,16839,901316,21078339,2263623,1844385,27680,2291303,45873,2337176,980440,17855106,-94383,18741163,18741163,21078339,661933,91655,17100,980964,1751652,0,-7.27595761418343e-12,-10359,-10359,1741293,1741263,-4411,1736852,919275,73553,2065926,0.33852,0.1181,0.09446,0.03532,0.0314,3.12105,8.80592,0.12471,0.00349,0.02906,0.0279,0.30768,0.82284,0.09071,0.03518,0.1098,-14.98284,-16.64211
"15","2014_Q3",0.845,"Down",6574955,-4485041,2089914,-1670651,-1670651,419263,-851,418412,418412,-90634,327778,327778,327778,327778,12896999,12828589,7039270,7039270,712183,20648452,940584,16926,16926,957510,21605962,2380848,2277461,39406,2420254,109848,2530102,967544,18182880,-74564,19075860,19075860,21605962,327778,95850,17100,-1322950,-882222,-65612,-65612,-10294,-10294,-958128,-958098,3912,-954186,515113,149254,-782815,0.31786,0.06377,0.04985,0.01718,0.01517,-2.38825,8.53152,0.13263,0.00691,0.01422,0.01378,0.28531,0.82778,-0.03397,0.01705,-0.04072,-24.74747,-30.40513
"16","2014_Q4",0.8453125,"Up",6836166,-4657930,2178236,-1479976,-1479976,698260,-809,697451,697451,-100391,597060,597060,597060,597060,13863601,13796618,6386019,6386019,807343,21056963,952593,17349,17349,969942,22026905,2225551,2059555,38221,2263772,100674,2364446,984644,18779940,-99845,19662459,19662459,22026905,597060,93882,17100,387642,1095684,-106208,-106208,-10359,-12639,976837,976837,-8808,968029,792142,138895,1173967,0.31863,0.10214,0.08734,0.03037,0.02711,1.96625,9.30172,0.12025,0.00631,0.0259,0.02526,0.29657,0.85301,0.05093,0.03015,0.05929,-17.32607,-19.65558
"17","2015_Q1",0.870327868852459,"Up",7136266,-4803407,2332859,-1413853,-1413853,919006,-174,918832,934689,-107815,826874,826874,826874,826874,15155947,15088070,6385575,6385575,783466,22324988,869041,17055,17055,886096,23211084,2603593,2355034,21994,2625587,74736,2700323,1057741,19606817,-135708,20510761,20510761,23211084,826874,95808,27243,415628,1365553,3113,3113,-42165,-57974,1310692,1310692,-19240,1291452,1014814,96730,1541370,0.3269,0.12878,0.11587,0.04031,0.03562,1.86409,8.50286,0.13165,0.00417,0.03588,0.03499,0.30966,0.89,0.06688,0.04012,0.0748,-14.83939,-16.38642
"18","2015_Q2",0.79031746031746,"Down",5882174,-4176862,1705312,-1376868,-1376868,328444,-1222,327222,327222,-38829,288393,288393,288393,288393,15111944,15046164,6285843,6285843,720791,22118578,812438,16523,16523,828961,22947539,2171860,1887025,21717,2193577,69174,2262751,1078754,19895197,-183723,20684788,20684788,22947539,288393,91396,21000,-283162,117627,-35438,-35438,-5839,-93190,-11001,-11001,-30905,-41906,419840,90891,140069,0.28991,0.05584,0.04903,0.01394,0.01257,0.48569,10.08334,0.10939,0.00396,0.01251,0.01229,0.25514,0.8972,0.00608,0.01388,0.00674,-35.77804,-45.73399
"19","2015_Q3",0.70265625,"Down",5442680,-3756649,1686031,-1294039,-1294039,391992,-760,391232,391232,-32225,359007,359007,359007,359007,14453493,14405483,7107921,7107921,759001,22320415,753967,18608,18608,772575,23092990,1952757,1731792,22073,1974830,63522,2038352,1144203,20254204,-206874,21054638,21054638,23092990,359007,92254,65448,-1084711,-568002,-33745,-33745,-5296,-36751,-638498,-638498,-2183,-640681,484246,85595,-601985,0.30978,0.07202,0.06596,0.01705,0.01555,-1.67681,11.30245,0.09681,0.00371,0.01554,0.01532,0.23567,0.91166,-0.02607,0.01698,-0.02848,-29.67066,-36.65355
"20","2015_Q4",0.6459375,"Down",6181953,-4135716,2046237,-1550915,-1550915,495322,-214,495108,495108,-41135,453973,453973,453973,453973,14042294,14007856,7680494,7680494,872490,22595278,696648,20061,20061,716709,23311987,1730096,1492156,22428,1752524,57782,1810306,1165203,20708177,-226592,21501681,21501681,23311987,453973,90075,21000,-913984,-348936,-33096,-33096,-5385,-13597,-395629,-395629,-1998,-397627,585397,80210,-320548,0.331,0.08012,0.07344,0.02111,0.01947,-0.70609,12.89299,0.08419,0.00344,0.01967,0.0194,0.26781,0.93148,-0.01389,0.02103,-0.01485,-23.85062,-28.18789
"21","2016_Q1",0.570327868852459,"Down",5878054,-3831179,2046875,-1481289,-1481289,565586,13660,579246,579246,-55793,523453,523453,523453,523453,14926816,14893387,7447984,7447984,891905,23266705,853945,18256,18256,872201,24138906,2101066,2061889,22784,2123850,51952,2175802,1144874,21231629,-226580,21963104,21963104,24138906,523453,83735,-20329,585059,1171918,-240085,-240085,-5474,-47186,884647,884647,884,885531,649321,74736,1050088,0.34822,0.09622,0.08905,0.02383,0.02169,2.00608,10.95497,0.09907,0.0031,0.02271,0.02247,0.25506,0.95301,0.04556,0.02375,0.04765,-22.87325,-26.25963
"22","2016_Q2",0.59140625,"Up",4900455,-3142064,1758391,-1374243,-1374243,384148,-2705,381443,381443,-31432,350011,350011,350011,350011,14542200,14515620,7362161,7362161,719666,22624027,1194161,18157,18157,1212318,23836345,1471943,1404334,23140,1495083,46034,1541117,1166927,21581637,-237532,22295228,22295228,23836345,350011,74148,22050,-373887,72322,-414364,-414364,-5562,-34547,-376589,-376589,-1178,-377767,458296,69174,-298523,0.35882,0.07839,0.07142,0.0157,0.01468,-0.852900000000001,15.13229,0.06912,0.0029,0.0152,0.01505,0.21288,0.96854,-0.01297,0.01565,-0.01335,-31.58008,-37.67565
"23","2016_Q3",0.63703125,"Up",5129803,-3605646,1524157,-1429520,-1429520,94637,5130,99767,44767,-7565,37202,37202,37202,37202,14450072,14427747,7704986,7704986,702797,22857855,1322388,32898,32898,1355286,24213141,1729070,1681928,23495,1752565,40027,1792592,1188977,21618839,-163189,22420549,22420549,24213141,37202,79231,77050,-63512,129971,-207458,-207458,-5652,-13926,-91413,-91413,3540,-87873,173868,63522,-89537,0.29712,0.01845,0.00725,0.00166,0.00154,-2.40678,13.04251,0.07995,0.00262,0.00162,0.0016,0.22285,0.97402,-0.00389,0.00165,-0.00398,-82.74409,-152.01824
"24","2016_Q4",0.593174603174603,"Down",4865963,-3440070,1425893,-1546679,-1546679,-120786,2969,-117817,-117817,-12656,-130473,-130473,-130473,-130473,14035894,14008225,7377450,7377450,862022,22275366,1709295,33079,33079,1742374,24017740,1647785,1591382,23851,1671636,33931,1705567,1211027,21488366,-156179,22312173,22312173,24017740,-130473,77679,22050,74865,44121,-464586,-464586,-5740,-12703,-433168,-433168,13646,-419522,-43107,57782,-420172,0.29303,-0.02482,-0.02681,-0.00585,-0.00543,3.22038,13.32549,0.07644,0.00241,-0.00567,-0.00564,0.21143,0.96949,-0.01826,-0.00583,-0.01878,324.26548,115.72626
"25","2017_Q1",0.576774193548387,"Down",4640494,-3565703,1074791,-1524549,-1524549,-449758,-62376,-512134,-512134,-1181,-513315,-513315,-513315,-513315,13793865,13773582,6853123,6853123,981105,21628093,2334029,35579,35579,2369608,23997701,2135588,2090818,22950,2158538,29002,2187540,1233762,20975050,-165915,21810161,21810161,23997701,-513315,81500,9099,885955,463239,-692599,-692599,-5830,-7525,-236885,-236885,2242,-234643,-368258,51952,-173721,0.23161,-0.09692,-0.11062,-0.02354,-0.02139,0.33843,10.01979,0.1003,0.00216,-0.02231,-0.02217,0.20168,0.94788,-0.00755,-0.02348,-0.00795,37.31599,30.55402
"26","2017_Q2",0.475396825396825,"Down",4046291,-3013946,1032345,-1416342,-1416342,-383997,3612,-380385,-380385,-1750,-382135,-382135,-382135,-382135,13692585,13670616,6015011,6015011,807783,20515379,2505291,35563,35563,2540854,23056233,1556618,1510534,21399,1578017,24635,1602652,1255822,20592905,-160528,21453581,21453581,23056233,-382135,109460,22050,436016,185391,-280722,-280722,-5918,-7800,-103131,-103131,165,-102966,-274537,46034,-117493,0.25513,-0.0949,-0.09444,-0.01781,-0.01657,0.30746,13.00073,0.0747,0.002,-0.01658,-0.01655,0.17553,0.93069,-0.0051,-0.01777,-0.00546,49.70751,35.53817
"27","2017_Q3",0.40741935483871,"Down",3921167,-2879977,1041190,-1365758,-1365758,-324568,1911,-322657,-322657,-106,-322763,-322763,-322763,-322763,12725396,12705090,6611800,6611800,747939,20085135,2448015,30060,30060,2478075,22563210,1377350,1376618,21833,1399183,20206,1419389,1277872,20270142,-161535,21143821,21143821,22563210,-322763,100646,22050,-709160,-909227,-43370,-43370,-3995,-12035,-964632,-964632,-894,-965526,-223922,42039,-976346,0.26553,-0.08277,-0.08231,-0.01527,-0.0143,3.02496,14.3549,0.06713,0.00186,-0.01397,-0.01398,0.1697,0.91508,-0.04226,-0.01523,-0.04608,56.64185,39.07766
"28","2017_Q4",0.333548387096774,"Down",3980140,-3052030,928110,-1122364,-1122364,-194254,32622,-161632,-161632,-1349.99999999997,-162982,-162982,-162982,-162982,12229034,12197684,6946495,6946495,855848,20031377,2449146,29698,29698,2478844,22510221,1392734,1390934,13843,1406577,63164,1469741,1297647,20107160,-121669,21040480,21040480,22510221,-162982,88229,683,-404326,-478396,7202.00000000001,7202.00000000003,-42502,-42502,-513696,-513696,6290,-507406,-106025,77007,-501799,0.23319,-0.04881,-0.04095,-0.00775,-0.00724,3.07886,14.24122,0.06985,0.00342,-0.00705,-0.00705,0.1722,0.91032,-0.02171,-0.00772,-0.02376,114.61473,62.55741
"29","2018_Q1",0.377213114754098,"Up",1350000,-509321,840679,-755563,-755563,85116,5606,90722,90722,-660,90062,-547029,-547029,-547029,11618148,11591548,6317390,6317390,3740926,21676464,250612,422925,422925,673537,22350001,1418765,1416698,13949,1542920,59795,1602715,1297647,19560131,137671,20747286,20747286,22350001,90062,-190656,0,380159,279565,307674,307674,-3263,-8768,578471,-601968,-4168,-606136,-105540,73744,582953,0.62273,0.06305,-0.40521,-0.02637,-0.02448,-1.06567,14.04899,0.07725,0.0033,-0.02366,-0.02367,0.0584,0.89755,0.02522,-0.02627,0.028,109.38416,-135.63142
"30","2018_Q2",0.39453125,"Up",4212378,-3129233,1083145,-1063983,-1063983,19162,17849,37011,37011,-2701023,-2664012,-2664012,-2664012,-2664012,13201296,13176240,6053081,6053081,439967,19694344,2291912,423180,423180,2715092,22409436,1470538,1467663,14061,1484599,2756397,4240996,1315197,16896119,218946,18168440,18168440,22409436,-2664012,149748,17550,3978562,1481848,-51114.9999999999,-51115,-3286,-16945,1413788,1413788,10738,1424526,168910,70458,6797380,0.25713,0.00455000000000001,-0.63242,-0.14663,-0.11888,-2.55156,13.26577,0.23343,0.00314,-0.11551,-0.1155,0.18264,0.78774,0.29472,-0.12723,0.32463,-77.7386699999999,-685.25404
"31","2018_Q3",0.448888888888889,"Up",4404411,-3397197,1007214,-1156364,-1156364,-149150,20802,-128348,-128348,0,-128348,-128348,-128348,-128348,13023039,12986820,6567453,6567453,352488,19942980,2145703,422081,422081,2567784,22510764,1937090,1719378,14168,1951258,2537963,4489221,1332747,16767771,182847,18021543,18021543,22510764,-128348,152858,17550,-193343,-151283,-6649,-6649,-3327,-3327,-161259,-161259,-28161,-189420,3708,67131,-196284,0.22868,-0.03386,-0.02914,-0.00712,-0.0057,1.52931,10.22058,0.2491,0.00298,-0.00556,-0.00556,0.19076,0.78052,-0.0085,-0.00624,-0.00954,-3494.04207,86.86495
"32","2018_Q4",0.798196721311475,"Up",5215428,-3607236,1608192,-1239957,-1239957,368235,397948,766183,766183,-35551.9999999995,730631,730631,730631,730631,15227589,15188876,5179579,5179579,488919,20896087,1991967,418737,418737,2410704,23306791,2040081,1787178,14278,2054359,2534506,4588865,1350297,17498402,131049,18717926,18717926,23306791,730631,153736,17549.9999999999,1343033,2244950,0,1.45519152283669e-11,-3347,-3347,2241603,2241603,-39547,2202056,521971,63784,1900556,0.30835,0.0706,0.14009,0.03903,0.03135,2.60125,10.17158,0.24516,0.00274,0.03166,0.03165,0.22601,0.81115,0.08236,0.03436,0.0893699999999999,-29.05105,-41.1797
"33","2019_Q1",0.785166666666667,"Down",3965208,-1976952,1988256,-1138241,-1138241,850015,-1072,848943,848943,-48950,799993,3341463,3341463,3341463,16074395,16029920,5193385,5193385,2144017,23411797,298020,1668495,1668495,1966515,25378312,2551904,2140001,13768,2565672,2548977,5114649,1349293,19111111,107947,20263663,20263663,25378312,2061729,-381741,-1268744,-268075,143169,-58245,-58245,-3989,-1775605,-1690681,1038045,-36835,1001210,468274,59795,190904,0.50143,0.21437,0.8427,0.1649,0.13167,0.05713,9.12502,0.2524,0.00236,0.14468,0.14438,0.17169,0.8774,0.00827,0.14639,0.00836,-34.19921,-18.84037
"34","2019_Q2",0.773220338983051,"Down",4566197,-3087137,1479060,-1046559,-1046559,432501,81474,513975,513975,-42955,471020,471020,471020,471020,15798526,15798526,5456283,5456283,2085982,23340791,274265,1667762,1667762,1942027,25282818,2037699,1583784,13880,2051579,2545468,4597047,1358294,19582131,115789,20685771,20685771,25282818,0,26838.0000000001,475545,-720095,-217712,-3083,41392,-3397,-69152,-245472,-245472,14078,-231394,459339,56398,-220884,0.32392,0.09472,0.10315,0.02277,0.01863,-0.46895,11.37699,0.22223,0.00223,0.02044,0.02037,0.19819,0.89786,-0.00959,0.02026,-0.00950000000000002,-34.27126,-36.3979
"35","2019_Q3",0.696825396825397,"Down",5150344,-3556942,1593402,-1116474,-1116474,476928,305813,782741,782741,-75258,707483,707483,707483,707483,15433111,15433111,6663424,6663424,1566209,23662744,322536,1669055,1669055,1991591,25654335,1925558,1510603,10737,1936295,2360618,4296913,1367296,20289611,92522,21357422,21357422,25654335,0,21844,669091,-1513852,-822917,63277,563277,-58993,-80557,-340197,-340197,-25218,-365415,498772,83405,-876545,0.30938,0.0926,0.13737,0.03313,0.02758,-1.23896,12.22063,0.20119,0.00325,0.03073,0.03064,0.22368,0.92757,-0.03807,0.02982,-0.03694,-30.775,-32.18454
"36","2019_Q4",0.65203125,"Down",4966519,-3400595,1565924,-1205228,-1205228,360696,81844,442540,442540,-11382,431158,431158,431158,431158,14795694,14795694,7802447,7802447,1728577,24326718,306817,1617547,1617547,1924364,26251082,2091667,1749401,10882,2102549,2357842,4460391,1376296,20720769,86205,21790691,21790691,26251082,1.16415321826935e-10,25121,440158,-1092579,-627300,-9401.99999999997,-9402,-2630.99999999999,-3203,-639905,-639905,2488,-637417,385817,80774,-704782,0.3153,0.07263,0.08681,0.01979,0.01642,-1.63463,11.57011,0.20469,0.00308,0.01869,0.01865,0.21526,0.94446,-0.03055,0.01785,-0.02917,-38.13964,-40.79591
"37","2020_Q1",0.670327868852459,"Up",4823851,-3285621,1538230,-1111672,-1111672,426558,57436,483994,483994,-6399,477595,477595,477595,477595,15490174,15490174,8781026,8781026,1703780,25974980,290658,367437,367437,658095,26633075,3315467,1590172,355073,3670540,2355029,6025569,1383416,19473069,143600,20607506,20607506,26633075,2087256,25292,-1602541,-1049817,-539810,-9133,1240867,-2665,-2665,698392,698392,-3912,694480,451850,422152,-600701,0.31888,0.08843,0.09901,0.02318,0.01793,-1.25776,7.07661,0.2924,0.01585,0.02069,0.02065,0.20898,0.89278,-0.02602,0.02048,-0.02576,-33.3474,-35.32467
"38","2020_Q2",0.685238095238095,"Up",4613167,-3027275,1585892,-1049133,-1049133,536759,45436,582195,582195,-55295,526900,526900,526900,526900,15254752,15254752,7716573,7716573,1660859,24632184,908399,619662,619662,1528061,26160245,1781333,1384932,11179.0000000001,1946275,3081567,5027842,1394847,19999968,131866,21132403,21132403,26160245,526900,21032,11430,955657,1515019,-11326,-11326,-2702.00000000006,-1729696,-226003,-226003,-9419,-235422,557791,75406.9999999999,1557417,0.34378,0.11635,0.11422,0.02493,0.02014,2.95581,12.65607,0.23792,0.00288,0.02291,0.02289,0.20055,0.91871,0.06771,0.09297,0.06429,-27.21332,-28.27963
"39","2020_Q3",0.84578125,"Up",5647767,-3778867,1868900,-1148516,-1148516,720384,48584,768968,768968,-81407,687561,687561,687561,687561,15581997,15581997,9976981,9976981,1582722,27141700,250752,1243471,1243471,1494223,28635923,1900020,1423139,655231,2711747,4122515,6834262,1406277,20687529,102133,21801661,21801661,28635923,687561,21579,6512,-2272359,-1556707,-15548,-15548,1928961,1928961,356706,356706,-29461,327245,741963,2004368,-1464537,0.33091,0.12755,0.12174,0.03154,0.02401,-2.13005,10.00894,0.31347,0.06999,0.02989,0.02985,0.24552,0.94776,-0.06367,-0.03904,-0.0551,-18.2996,-18.84777
