"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","short_term_debt","current_portion_of_long_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","net_cash_from_other_acquisitions","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",29.8482258064516,"Up",3.477e+09,-1.667e+09,1.81e+09,-1.033e+09,-7.43e+08,-2.9e+08,7.77e+08,-1.1e+07,-2.5e+07,1.4e+07,7.66e+08,7.66e+08,-1.83e+08,5.83e+08,5.83e+08,5.83e+08,5.83e+08,3.191e+09,3.191e+09,2.324e+09,2.831e+09,7.59e+08,7.59e+08,9.105e+09,5.862e+09,4.858e+09,2.498e+09,8.67e+08,1.493e+09,1.072e+10,1.9825e+10,4.125e+09,3.33e+08,3.17e+08,4.458e+09,5.614e+09,2.563e+09,2.563e+09,8.177e+09,1.2635e+10,6.457e+09,6.83e+08,5.774e+09,-7.421e+09,1.0642e+10,-2.549e+09,7.129e+09,6.1e+07,7.19e+09,1.9825e+10,5.83e+08,5.83e+08,1.79e+08,1.16e+08,3.4e+07,7.8e+07,4e+06,-1.31e+08,-4.2e+07,-3.6e+07,-5.3e+07,7.47e+08,-2.59e+08,-2.59e+08,-1.04e+08,-1.16e+08,-3.63e+08,-1.84e+08,6.22e+08,1.27e+08,4.6e+08,8.44e+08,8.44e+08,-6e+06,8.38e+08,9.56e+08,5.947e+09,7.49e+08,0.52056,0.22347,0.16767,0.08108,0.02941,1.28473,2.0424,1.7573,0.29997,1.06387,1.05616,6.34489,13.00912,1.36679,0.33577,6,0.04885,0.04771,0.31561,2.88285,3.54698
"12","2013_Q1",32.0428333333333,"Up",3.499e+09,-1.761e+09,1.738e+09,-1.215e+09,-9.99e+08,-2.16e+08,5.23e+08,-3.72529029846191e-09,-2.2e+07,2.2e+07,5.23e+08,5.23e+08,-7.2e+07,4.51e+08,4.94e+08,4.94e+08,4.94e+08,3.27e+09,3.27e+09,2.425e+09,2.803e+09,7.62e+08,4.18e+08,9.26e+09,6.098e+09,5.032e+09,2.502e+09,8.14e+08,1.716e+09,1.113e+10,2.039e+10,4.409e+09,3.5e+08,3.23e+08,4.759e+09,5.58e+09,3.073e+09,3.073e+09,8.653e+09,1.3412e+10,6.452e+09,6.83e+08,5.769e+09,-7.592e+09,1.0888e+10,-2.81e+09,6.938e+09,4e+07,6.978e+09,2.039e+10,4.94e+08,4.94e+08,1.78e+08,5.7e+07,3.3e+07,-2.14e+08,2.38e+08,2.16e+08,-1.13e+08,7e+06,3.22e+08,9.45e+08,-3.99e+08,-3.99e+08,1e+06,-2e+07,-3.98e+08,-2.46e+08,1.1e+07,1.99e+08,-4.51e+08,95999999.9999999,95999999.9999999,-1.7e+07,7.9e+07,7.01e+08,5.93e+09,5.9e+08,0.49671,0.14947,0.14118,0.07079,0.02423,1.19433,1.94579,1.92204,0.29083,0.90146,0.88849,6.38504,12.66058,1.07664,0.44891,6,0.0463,0.03692,0.49798,3.79458,5.08604
"13","2013_Q2",33.146875,"Up",3.448e+09,-1.692e+09,1.756e+09,-1.041e+09,-7.95e+08,-2.46e+08,7.15e+08,-2.2e+07,-2.5e+07,3e+06,6.93e+08,6.93e+08,-1.41e+08,5.52e+08,5.52e+08,5.52e+08,5.52e+08,2.689e+09,2.689e+09,2.319e+09,2.963e+09,8.43e+08,8.43e+08,8.814e+09,6.205e+09,5.299e+09,2.506e+09,1.131e+09,1.662e+09,1.1504e+10,2.0318e+10,4.068e+09,7.1e+08,3.77e+08,4.778e+09,5.157e+09,3.382e+09,3.382e+09,8.539e+09,1.3317e+10,6.41e+09,6.83e+08,5.727e+09,-7.886e+09,1.1194e+10,-2.757e+09,6.961e+09,4e+07,7.001e+09,2.0318e+10,5.52e+08,5.52e+08,1.83e+08,4.6e+07,3.2e+07,3.8e+07,-2.4e+07,-3.95e+08,8.5e+07,-1.81e+08,-2.99e+08,3.86e+08,-2.92e+08,-2.92e+08,-5.7e+07,-6.7e+07,-3.49e+08,-2.46e+08,7e+06,1.73e+08,-6e+08,-5.63e+08,-5.63e+08,-1.8e+07,-5.81e+08,8.98e+08,5.867e+09,3.52e+08,0.50928,0.20737,0.16009,0.07885,0.02717,0.63768,1.8447,1.90216,0.28876,1.01284,1.00181,6.32661,12.77248,0.64587,0.45138,5,0.04911,0.02166,0.44565,3.53898,4.44476
"14","2013_Q3",33.83625,"Up",3.669e+09,-1.73e+09,1.939e+09,-1.111e+09,-8.38e+08,-2.73e+08,8.28e+08,-8.5e+07,-1.7e+07,-6.8e+07,7.43e+08,7.43e+08,-1.53e+08,5.9e+08,5.9e+08,5.9e+08,5.9e+08,5.989e+09,5.989e+09,2.342e+09,3.069e+09,7.85e+08,7.85e+08,1.2185e+10,6.361e+09,5.205e+09,2.498e+09,1.053e+09,1.654e+09,1.1566e+10,2.3751e+10,4.105e+09,4.11e+08,3.78e+08,4.516e+09,8.624e+09,3.296e+09,3.296e+09,1.192e+10,1.6436e+10,6.445e+09,6.83e+08,5.762e+09,-7.915e+09,1.1517e+10,-2.765e+09,7.282e+09,3.3e+07,7.315e+09,2.3751e+10,5.9e+08,5.9e+08,1.83e+08,6e+07,4e+07,-1.01e+08,1.21e+08,-70000000.0000001,-7.3e+07,-1.25e+08,1.28e+08,7.63e+08,-3.47e+08,-3.47e+08,-20000000.0000001,-19999999.9999999,-3.67e+08,-2.44e+08,3.178e+09,1.44e+08,2.895e+09,3.291e+09,3.291e+09,9e+06,3.3e+09,1.011e+09,9.035e+09,7.47e+08,0.52848,0.22567,0.16081,0.08066,0.02484,1.2661,2.69818,2.24689,0.38041,1.09057,1.07468,6.78189,13.46026,1.38078,0.45102,6,0.04245,0.03802,0.41356,3.01286,3.67874
"15","2013_Q4",31.84140625,"Down",3.528e+09,-1.747e+09,1.781e+09,-1.205e+09,-9.55e+08,-2.5e+08,5.76e+08,1e+07,-4.5e+07,5.5e+07,5.86e+08,5.86e+08,-1.25e+08,4.61e+08,5.44e+08,5.44e+08,5.44e+08,2.376e+09,2.376e+09,2.766e+09,3.581e+09,8.74e+08,8.74e+08,9.597e+09,7.518e+09,8.135e+09,3.78e+09,2.682e+09,1.673e+09,1.5653e+10,2.525e+10,4.582e+09,4.14e+08,3.72e+08,4.996e+09,8.652e+09,3.856e+09,3.856e+09,1.2508e+10,1.7504e+10,6.468e+09,6.83e+08,5.785e+09,-7.911e+09,1.1792e+10,-2.6e+09,7.749e+09,-3e+06,7.746e+09,2.525e+10,5.44e+08,5.44e+08,2.07e+08,1.48e+08,3.9e+07,1.48e+08,-3.9e+07,6.7e+07,5.8e+07,-1.06e+08,1.15e+08,9.66e+08,-3.98e+08,-3.98e+08,-3.681e+09,-3.685e+09,-4.079e+09,-2.67e+08,-2.13e+08,1.26e+08,-5e+08,-3.613e+09,-3.613e+09,0,-3.613e+09,7.83e+08,9.066e+09,5.77e+08,0.50482,0.16327,0.1542,0.07023,0.02154,1.06066,1.92094,2.25975,0.35905,1.00184,0.98909,6.49724,14.27072,1.06262,0.49171,4,0.03924,0.02792,0.49081,8.54406,11.61458
"16","2014_Q1",33.0619672131148,"Up",-1.232e+09,-81999999.9999998,-1.314e+09,-3.09e+08,-4.96e+08,1.87e+08,-1.623e+09,-2.4e+07,-4.1e+07,1.7e+07,-1.647e+09,-1.647e+09,3.59e+08,-1.288e+09,3.26e+08,3.26e+08,3.26e+08,2.733e+09,2.733e+09,2.911e+09,3.499e+09,1.052e+09,5.48e+08,1.0195e+10,7.832e+09,7.197e+09,4.205e+09,2.294e+09,6.98e+08,1.5029e+10,2.5224e+10,4.208e+09,1.04e+09,8.59e+08,5.248e+09,8.126e+09,3.364e+09,3.364e+09,1.149e+10,1.6738e+10,6.501e+09,6.83e+08,5.818e+09,-7.914e+09,1.1852e+10,-1.976e+09,8.463e+09,2.3e+07,8.486e+09,2.5224e+10,-1.371e+09,3.26e+08,6.2e+07,-5.7e+07,1.1e+07,-2.7e+08,2.02e+08,5.4e+08,-5.4e+07,3.63e+08,2.31e+08,1.083e+09,3.31e+08,3.31e+08,1.16e+08,99000000.000001,-5.67e+08,-2.66e+08,124000000.000001,4.2e+07,-1.5e+08,3.66e+08,3.66e+08,-9e+06,356999999.999998,-1.561e+09,9.166e+09,-1.049e+09,1.06656,1.31737,-0.26461,0.03842,0.01292,-3.21779,1.94264,1.97243,0.36338,0.60037,0.59707,-2.26888,15.58564,-1.93186,0.48987,5,0.02817,-0.04991,0.81595,-4.12108,-3.96365
"17","2014_Q2",35.6279365079365,"Up",3.848e+09,-1.957e+09,1.891e+09,-1.219e+09,-9.1e+08,-3.09e+08,6.72e+08,-1.9e+07,-4.3e+07,2.4e+07,6.53e+08,6.53e+08,-1.46e+08,5.07e+08,5.56e+08,5.56e+08,5.56e+08,2.049e+09,2.049e+09,2.708e+09,3.748e+09,8.83e+08,8.83e+08,9.388e+09,7.962e+09,7.911e+09,4.227e+09,2.268e+09,1.416e+09,1.5873e+10,2.5261e+10,4.468e+09,1.177e+09,1.128e+09,5.645e+09,7.517e+09,3.406e+09,3.406e+09,1.0923e+10,1.6568e+10,6.448e+09,6.83e+08,5.765e+09,-7.973e+09,1.2142e+10,-1.946e+09,8.671e+09,2.2e+07,8.693e+09,2.5261e+10,5.56e+08,5.56e+08,2.36e+08,4.5e+07,3.1e+07,-1.7e+07,3.1e+07,-2.78e+08,2.33e+08,-2.33e+08,-2.78e+08,5.59e+08,-4.21e+08,-4.21e+08,3.7e+07,-5.9e+07,-3.84e+08,-2.66e+08,-4.78e+08,1.42e+08,-8.52e+08,-6.77e+08,-6.77e+08,-7e+06,-6.84e+08,9.08e+08,8.694e+09,3.55e+08,0.49142,0.17464,0.14449,0.06396,0.02201,0.63849,1.66306,1.9059,0.34417,1.02583,1.0146,7.09963,15.99815,0.65498,0.49077,4,0.03953,0.01707,0.47842,7.31828,9.88839
"18","2014_Q3",36.4315625,"Up",4.154e+09,-2.185e+09,1.969e+09,-1.31e+09,-9.88e+08,-3.22e+08,6.59e+08,-5.7e+07,-4.2e+07,-1.5e+07,6.02e+08,6.02e+08,-1.34e+08,4.68e+08,5.2e+08,5.2e+08,5.2e+08,1.866e+09,1.866e+09,2.914e+09,3.836e+09,8.71e+08,8.71e+08,9.487e+09,8.152e+09,7.99e+09,4.226e+09,2.329e+09,1.435e+09,1.6142e+10,2.5629e+10,4.484e+09,1.311e+09,1.125e+09,5.795e+09,7.528e+09,3.619e+09,3.619e+09,1.1147e+10,1.6942e+10,6.468e+09,6.83e+08,5.785e+09,-8.039e+09,1.2378e+10,-2.145e+09,8.662e+09,2.5e+07,8.687e+09,2.5629e+10,5.2e+08,5.2e+08,2.53e+08,1.66e+08,4.1e+07,-1.4e+07,1.39e+08,-3.4e+08,-2.3e+08,-1.27e+08,16999999.9999999,5.99e+08,-4.23e+08,-4.23e+08,-1.19e+08,-1.17e+08,-5.42e+08,-2.65e+08,1.36e+08,1.09e+08,-2.2e+08,-1.63e+08,-1.63e+08,-2e+07,-1.83e+08,9.12e+08,8.839e+09,2.83e+08,0.474,0.15864,0.12518,0.05986,0.02029,0.54423,1.6371,1.95027,0.34488,0.95941,0.94891,7.66421,15.98155,0.52214,0.48893,5,0.03712,0.01338,0.50962,7.64583,10.58118
"19","2014_Q4",35.18671875,"Down",-7.2e+07,-4.14e+08,-4.86e+08,-3.8e+08,-5.57e+08,1.77e+08,-8.66e+08,-8e+06,-3.1e+07,2.3e+07,-8.74e+08,-8.74e+08,2.29e+08,-6.45e+08,4.68e+08,4.68e+08,4.68e+08,2.078e+09,2.078e+09,2.842e+09,3.704e+09,1.007e+09,8.5e+08,9.631e+09,8.448e+09,7.484e+09,4.016e+09,2.185e+09,1.283e+09,1.5932e+10,2.5563e+10,4.46e+09,1.515e+09,1.123e+09,5.99e+09,7.753e+09,3.394e+09,3.394e+09,1.1147e+10,1.7137e+10,6.499e+09,6.83e+08,5.816e+09,-8.004e+09,1.2563e+10,-2.654e+09,8.404e+09,2.2e+07,8.426e+09,2.5563e+10,-7.46e+08,4.68e+08,1.03e+08,-4.9e+07,1.9e+07,9.6e+07,-1.64e+08,2.65e+08,-1.4e+07,1.85e+08,9.4e+07,9.14e+08,2.2e+08,2.2e+08,1.33e+08,1.36e+08,-6.19e+08,-2.82e+08,2.07e+08,7e+07,-5.5e+07,2.4e+08,2.4e+08,-2.8e+07,2.12e+08,-7.63e+08,9.268e+09,-5.07e+08,6.75,12.02778,-6.5,0.05554,0.01831,-1.08333,1.60785,2.03382,0.36256,0.86347,0.85401,-0.13284,15.50554,-0.93542,0.5203,6,0.03557,-0.02404,0.60256,-9.42333,-8.30254
"20","2015_Q1",34.4872131147541,"Down",2.789e+09,-1.582e+09,1.207e+09,-1.016e+09,-8.6e+08,-1.56e+08,1.91e+08,-8.2e+07,-2.9e+07,-5.3e+07,1.09e+08,1.09e+08,18000000.0000001,1.27e+08,9.53e+08,9.53e+08,9.53e+08,2.925e+09,2.925e+09,1.884e+09,1.577e+09,3.776e+09,4.78e+08,1.0162e+10,4.434e+09,1.1542e+10,2.927e+09,1.62e+09,6.995e+09,1.5976e+10,2.6138e+10,2.677e+09,1.698e+09,7.85e+08,6.037e+09,7.331e+09,4.614e+09,4.614e+09,1.1945e+10,1.7982e+10,6.536e+09,6.83e+08,5.853e+09,-7.993e+09,1.3227e+10,-3.65e+09,8.12e+09,3.6e+07,8.156e+09,2.6138e+10,1.27e+08,9.53e+08,2e+08,1.6e+07,3.5e+07,-1.82e+08,1.63e+08,79999999.9999999,-8.2e+07,3.2e+07,1.3e+08,1.143e+09,-3.01e+08,-3.01e+08,-4.7e+07,-5.5e+07,3e+06,-2.82e+08,2.2e+07,3.5e+07,-2.75e+08,8.71e+08,8.71e+08,-2.4e+07,8.47e+08,3.91e+08,9.029e+09,1.52e+08,0.43277,0.0684799999999992,0.341699999999999,0.11685,0.03646,0.1595,1.68329,2.20476,0.34544,1.7583,1.75184,5.14576,14.98155,0.28044,0.5203,7,0.05665,0.00697,0.29591,15.61125,31.95812
"21","2015_Q2",34.2903174603175,"Down",2.403e+09,-1.384e+09,1.019e+09,-9.27e+08,-7.84e+08,-1.43e+08,9.2e+07,5.6e+07,-3e+07,8.6e+07,1.48e+08,1.48e+08,-1.4e+07,1.34e+08,4.3e+08,4.3e+08,4.3e+08,2.53e+09,2.53e+09,2.599e+09,3.501e+09,1.104e+09,1.104e+09,9.734e+09,8.492e+09,6.635e+09,3.694e+09,2.068e+09,8.73e+08,1.5127e+10,2.4861e+10,3.749e+09,2.325e+09,1.74e+08,6.074e+09,7.68e+09,3.819e+09,3.819e+09,1.1499e+10,1.7573e+10,6.505e+09,6.83e+08,5.822e+09,-7.89e+09,1.3352e+10,-4.709e+09,7.258e+09,3e+07,7.288e+09,2.4861e+10,1.34e+08,4.3e+08,1.87e+08,2.9e+07,2.9e+07,4.8e+07,-4.8e+07,-3.78e+08,5e+07,-1.22e+08,-3.06e+08,9.6e+07,-2.14e+08,-2.14e+08,-3e+06,-7e+06,-7.7e+08,-2.82e+08,6.43e+08,2.3e+07,3.84e+08,-2.9e+08,-2.9e+08,-1.05e+08,-3.95e+08,2.79e+08,1.0005e+10,-2.99e+08,0.42405,0.03829,0.17894,0.059,0.0173,-0.69535,1.60257,2.41122,0.40244,0.7919,0.78467,4.42541,13.36648,-0.55064,0.51934,2,0.03372,-0.01416,0.65581,26.79211,81.25
"22","2015_Q3",34.5625,"Up",2.475e+09,-1.454e+09,1.021e+09,-9.34e+08,-7.83e+08,-1.51e+08,8.7e+07,2.1e+07,-3e+07,5.1e+07,1.08e+08,1.08e+08,-3.4e+07,7.4e+07,3.32e+08,3.32e+08,3.32e+08,6.68e+09,6.68e+09,2.852e+09,3.842e+09,1.123e+09,1.123e+09,1.4497e+10,8.967e+09,6.551e+09,3.792e+09,2.084e+09,6.75e+08,1.5518e+10,3.0015e+10,4.148e+09,2.164e+09,6.71e+08,6.312e+09,1.2054e+10,3.628e+09,3.628e+09,1.5682e+10,2.1994e+10,6.543e+09,6.83e+08,5.86e+09,-7.798e+09,1.3389e+10,-4.146e+09,7.988e+09,3.3e+07,8.021e+09,3.0015e+10,7.4e+07,3.32e+08,1.9e+08,-5.4e+07,3.7e+07,3000000.00000003,-9.4e+07,1.41e+08,-2.98023223876953e-08,-4.8e+07,1.89e+08,6.96e+08,-2.1e+08,-2.1e+08,1.3e+07,-1e+06,-5.9e+08,-2.82e+08,4.285e+09,68999999.9999999,4.072e+09,4.178e+09,4.178e+09,-2.8e+07,4.15e+09,2.77e+08,1.4218e+10,2.42e+08,0.41253,0.0351499999999999,0.13414,0.04139,0.01106,0.728920000000003,2.29674,2.74205,0.4737,0.60917,0.60584,4.54128,14.65688,0.44404,0.51743,4,0.02374,0.00936,0.849400000000015,27.213,86.64368
"23","2015_Q4",33.47921875,"Down",2.487e+09,-1.453e+09,1.034e+09,-9.42e+08,-7.94e+08,-1.48e+08,9.2e+07,-1.25e+08,-3.4e+07,-9.1e+07,-3.3e+07,-3.3e+07,3.5e+07,2e+06,1e+06,1e+06,1e+06,6.126e+09,1.97e+09,1.772e+09,1.696e+09,1.544e+09,1.334e+09,1.1138e+10,4.338e+09,4.696e+09,2.72e+09,1.408e+09,5.68e+08,9.034e+09,2.0172e+10,3e+09,2.938e+09,9.76e+08,5.981e+09,3.791e+09,2.555e+09,2.555e+09,6.346e+09,1.2327e+10,6.56e+09,6.83e+08,5.877e+09,-7.697e+09,9.578e+09,-6.17e+08,7.824e+09,2.1e+07,7.845e+09,2.0172e+10,2e+06,1e+06,2.16e+08,1.65e+08,3e+07,1.2e+07,1.23e+08,5.1e+07,-4.5e+07,-3.5e+07,1.31e+08,2.55e+08,-2.34e+08,-2.34e+08,1.9e+07,-1.9e+07,-2.15e+08,-2.83e+08,-2.233e+09,-2.193e+09,-4.709e+09,-4.669e+09,-4.669e+09,-4.1e+07,-4.71e+09,3.08e+08,6.729e+09,9e+07,0.41576,0.03699,4e-04,0.00013,5e-05,90,1.86223,1.57132,0.33358,0.00184,0.00182,4.57169,14.38235,0.16544,0.52022,6,0.01658,0.00525,283,1.95779,6.55435
"24","2016_Q1",35.0118032786885,"Up",2.603e+09,-1.531e+09,1.072e+09,-8.94e+08,-7.33e+08,-1.61e+08,1.78e+08,27000000.0000001,-3.2e+07,5.9e+07,2.05e+08,2.05e+08,-2.2e+07,1.83e+08,2.05e+08,2.05e+08,2.05e+08,7.361e+09,2.213e+09,1.731e+09,1.604e+09,1.1e+09,8.55e+08,1.1796e+10,4.386e+09,4.78e+09,2.687e+09,1.349e+09,7.44e+08,9.166e+09,2.0962e+10,2.666e+09,2.585e+09,8.1e+08,5.75e+09,3.922e+09,2.425e+09,2.425e+09,6.347e+09,1.2097e+10,6.585e+09,6.83e+08,5.902e+09,-7.646e+09,9.683e+09,2.24e+08,8.846e+09,1.9e+07,8.865e+09,2.0962e+10,1.83e+08,2.05e+08,1.66e+08,-1.53e+08,3e+07,-1.13e+08,-7e+07,3e+08,-8999999.99999999,8.7e+07,2.22e+08,7.24e+08,-2.53e+08,-2.53e+08,2.1e+07,-7e+06,-2.32e+08,-6.3e+07,-1.88e+08,22999999.9999995,-228000000.000002,263999999.999999,263999999.999999,-2.1e+07,242999999.999998,3.44e+08,6.507e+09,4.13e+08,0.41183,0.06838,0.07876,0.02312,0.00978,2.01463000000003,2.05148,1.36458,0.31042,0.37409,0.37138,4.75,16.14234,0.75365,0.11496,6,0.01506,0.02321,0.307320000000004,-2.48256,-4.79774999999999
"25","2016_Q2",40.41671875,"Up",2.375e+09,-1.41e+09,9.65e+08,-7.77e+08,-6.41e+08,-1.36e+08,1.88e+08,3.141e+09,-2.8e+07,3.169e+09,3.329e+09,3.329e+09,5.8e+07,3.387e+09,3.38e+09,3.38e+09,3.38e+09,3.443e+09,2.211e+09,1.83e+09,1.682e+09,1.062e+09,9.51e+08,8.017e+09,4.403e+09,4.93e+09,2.727e+09,1.359e+09,8.44e+08,9.333e+09,1.735e+10,2.387e+09,1.289e+09,4.72e+08,3.823e+09,2.068e+09,2.439e+09,2.439e+09,4.507e+09,8.33e+09,6.565e+09,6.83e+08,5.882e+09,-7.434e+09,1.2923e+10,-3.035e+09,9.019e+09,1e+06,9.02e+09,1.735e+10,3.387e+09,3.38e+09,1.89e+08,-3.302e+09,2.3e+07,-7.1e+07,-3.254e+09,-4.48e+08,1.6e+07,-2.6e+07,-4.38e+08,-3.33e+08,-1.84e+08,-1.84e+08,-3e+07,-3.3e+07,-2.01e+08,-6.3e+07,4.91e+08,8.2e+07,5.1e+08,-2.4e+07,-2.4e+07,2.2e+07,-2e+06,3.77e+08,3.357e+09,-3.13e+08,0.40632,0.07916,1.42316,0.37472,0.19481,-0.0926,2.09704,0.9235,0.19349,6.15665,6.12319,4.32605,16.42805,-0.57013,0.11475,5,0.23238,-0.02113,0.01864,-0.22812,-0.45745
"26","2016_Q3",43.57921875,"Up",2.585e+09,-1.613e+09,9.72e+08,-9.04e+08,-7.09e+08,-1.95e+08,6.8e+07,1.15e+09,-1.1e+07,1.161e+09,1.218e+09,1.218e+09,-6000000.00000001,1.212e+09,1.212e+09,1.212e+09,1.212e+09,2.63e+09,2.63e+09,1.813e+09,1.591e+09,7.89e+08,7.11e+08,6.823e+09,4.329e+09,4.83e+09,2.658e+09,1.254e+09,9.18e+08,9.159e+09,1.5982e+10,2.537e+09,1.074e+09,2.83e+08,3.723e+09,2.094e+09,1.655e+09,1.655e+09,3.749e+09,7.472e+09,6.583e+09,6.83e+08,5.9e+09,-7.907e+09,1.4037e+10,-4.204e+09,8.509e+09,1e+06,8.51e+09,1.5982e+10,1.212e+09,1.212e+09,2.06e+08,-8.85e+08,3.1e+07,-7.6e+07,-8.4e+08,41999999.9999999,-5.4e+07,999999.999999985,95000000.0000001,7.42e+08,-1.68e+08,-1.68e+08,-1e+06,-9e+06,-1.69e+08,-6.3e+07,-1.82e+08,9.6e+07,-1.49e+08,4.24e+08,4.24e+08,-5e+06,4.19e+08,2.74e+08,3.168e+09,1.54e+08,0.37602,0.02631,0.46886,0.14242,0.07584,0.127060000000001,1.83266,0.87803,0.19822,2.21572,2.19565,4.72578,15.55576,0.28154,0.11517,5,0.09563,0.01155,0.0519800000000026,1.9635,7.91176
"27","2016_Q4",42.8501587301587,"Down",2.558e+09,-1.487e+09,1.071e+09,-8.85e+08,-7.26e+08,-1.59e+08,1.86e+08,-5.8e+07,-1.4e+07,-4.4e+07,1.28e+08,1.28e+08,-1e+06,1.27e+08,1.3e+08,1.3e+08,1.3e+08,2.597e+09,2.597e+09,1.739e+09,1.568e+09,6.85e+08,6.34e+08,6.589e+09,4.327e+09,4.879e+09,2.679e+09,1.18e+09,1.02e+09,9.206e+09,1.5795e+10,2.499e+09,6e+06,6e+06,2.606e+09,2.834e+09,1.691e+09,1.691e+09,4.525e+09,7.131e+09,6.613e+09,6.83e+08,5.93e+09,-7.813e+09,1.4049e+10,-4.172e+09,8.677e+09,-1.3e+07,8.664e+09,1.5795e+10,1.27e+08,1.3e+08,2.04e+08,1.15e+08,3e+07,-1.51e+08,2.36e+08,9.1e+07,6e+07,1.4e+07,1.7e+07,5.32e+08,-1.67e+08,-1.67e+08,1e+06,-5e+06,-1.66e+08,-7.1e+07,-3.51e+08,6.2e+07,-4.05e+08,-3.9e+07,-3.9e+07,6e+06,-3.3e+07,3.9e+08,2.84e+09,3.15e+08,0.41869,0.07271,0.05082,0.015,0.00823,2.42308,2.5284,0.82306,0.1798,0.23853,0.23551,4.69358,15.9211,0.57798,0.13028,8,0.01523,0.02387,0.54615,0.62308,1.30645
"28","2017_Q1",45.7082258064516,"Up",2.645e+09,-1.543e+09,1.102e+09,-8.2e+08,-6.63e+08,-1.57e+08,2.82e+08,-3e+06,-1.3e+07,10000000.0000001,2.79e+08,2.79e+08,-3.9e+07,2.4e+08,2.43e+08,2.43e+08,2.43e+08,2.801e+09,2.801e+09,1.691e+09,1.43e+09,6.52e+08,6.02e+08,6.574e+09,4.289e+09,4.683e+09,2.595e+09,1.111e+09,9.77e+08,8.972e+09,1.5546e+10,2.612e+09,3000000.00000024,3e+06,2.744e+09,2.779e+09,1.743e+09,1.743e+09,4.522e+09,7.266e+09,6.641e+09,6.83e+08,5.958e+09,-7.995e+09,1.42e+10,-4.556e+09,8.29e+09,-1e+07,8.28e+09,1.5546e+10,2.4e+08,2.43e+08,2.01e+08,3.2e+07,3.1e+07,-4e+06,5000000.00000006,2.13e+08,-7e+06,9.1e+07,1.29e+08,7.13e+08,-2e+08,-2e+08,1.9e+07,-1e+06,-1.79e+08,-7.1e+07,2e+06,3.6e+07,-2.8e+08,2.54e+08,2.54e+08,-5e+07,2.04e+08,4.83e+08,2.782e+09,5.35e+08,0.41664,0.10662,0.09187,0.02935,0.01563,2.20165,2.39577,0.87754,0.17895,0.44751,0.44343,4.87109,15.26703,0.98527,0.13076,9,0.02452,0.04178,0.292179999999999,-0.0393399999999999,-0.0673800000000009
