"","YQ","p","d","revenue","sales_services_revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","interest_income","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","pensions","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","disposition_of_fixed_assets","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","return_on_invested_capital","net_debt_ebit"
"11","2012_Q4",13.0761290322581,"Down",511441000,511441000,-344269000,167172000,-77803000,-13598000,-59781000,89369000,-9930000,-7352000,-7446000,94000,254000,79439000,60408000,102000,60510000,60510000,60510000,60510000,2060999.99999997,2060999.99999997,152826000,152826000,63923000,20846000,10185000,10661000,239656000,1494174000,2278297000,-784123000,58110000,58110000,1626613000,1866269000,180995000,113316000,19126000,48553000,19019000,32783000,32783000,232797000,711865000,245353000,24273000,24273000,221080000,957218000,1190015000,714759000,-38505000,676254000,676254000,1866269000,176157000,-93928000,95000,95000,-94023000,-94023000,-14666000,-121094000,1732000,0,-64366000,-9303000,-9303000,-9303000,730884000,0.32686,0.17474,0.11831,0.08948,0.03242,1.02946,1.75972,0.39163,0.82289,0.82289,6.95518,9.19651,0.07662,8.15521
"12","2013_Q1",14.2148333333333,"Up",549410000,549410000,-360868000,188542000,-81845000,-14798000,-63199000,106697000,-10415000,-7067000,-7058000,-9000.00000000001,262000,96282000,96282000,356000,96638000,96638000,96638000,96638000,28283000,28283000,172724000,172724000,46660000,33645000,20476000,13169000,281312000,1529570000,2361863000,-832293000,56577000,56577000,1674660000,1955972000,160108000,100174000,19998000,39936000,1.9e+07,29219000,29219000,208327000,791613000,250586000,31078000,31078000,219508000,1042199000,1250526000,747710000,-42264000,705446000,705446000,1955972000,124228000,-92278000,0,0,-92278000,-92278000,-2983000,-111961000,79730000,2e+06,13955000,26222000,26222000,26222000,810613000,0.34317,0.1942,0.17589,0.13699,0.04941,1.35034,1.77267,0.41443,1.3142,1.3142,7.47153,9.59349,0.09307,7.33226
"13","2013_Q2",16.1103125,"Up",548055000,548055000,-355509000,192546000,-80230000,-15246000,-64382000,112316000,-10077000,-6484000,-6618000,134000,274000,102239000,102239000,698000,102937000,102937000,102937000,102937000,28677000,28677000,168270000,168270000,50628000,27620000,14874000,12746000,275195000,1548207000,2434704000,-886497000,60611000,60611000,1724343000,1999538000,167766000,97282000,25048000,45436000,19069000,33478000,33478000,220313000,786260000,254338000,31457000,31457000,222881000,1040598000,1260911000,780164000,-41537000,738627000,738627000,1999538000,199478000,-70297000,9000,9000,-70306000,-70306000,-21315000,-121312000,-5284000,-2901000,-77772000,394000,394000,394000,805329000,0.35133,0.20494,0.18782,0.13936,0.05148,1.24911,1.7071,0.40276,1.39986,1.39986,7.4531,10.04473,0.09594,6.91488
"14","2013_Q3",17.52984375,"Up",553571000,553571000,-352408000,201163000,-85594000,-16597000,-68207000,115569000,-11386000,-6040000,-6218000,178000,353000,104183000,104183000,-109000,104074000,104074000,104074000,104074000,8794000,8794000,164190000,164190000,63886000,23428000,9837000,13591000,260298000,1573651000,2511748000,-938097000,57230000,57230000,1759765000,2020063000,164812000,95509000,23848000,45455000,25391000,35305000,35305000,225508000,771638000,248541000,31329000,31329000,217212000,1020179000,1245687000,815187000,-40811000,774376000,774376000,2020063000,174345000,-92724000,-1.45519152283669e-11,-1.45519152283669e-11,-92724000,-92724000,-4131000,-114655000,-8299999.99999999,4.65661287307739e-10,-79573000,-19883000,-19883000,-19883000,797029000,0.36339,0.20877,0.188,0.1344,0.05152,1.15427,1.60863,0.39456,1.41532,1.41532,7.52812,10.53089,0.09635,6.82047
"15","2013_Q4",17.79375,"Up",537229000,537229000,-357599000,179630000,-81628000,-14893000,-66099000,98002000,-11534000,-5916000,-6168000,252000,372000,86468000,86468000,718000,87186000,87186000,87186000,87186000,18871000,18871000,169916000,169916000,69331000,16821000,3680000,13141000,274939000,1586388000,2576521000,-990133000,60976000,60976000,1771709000,2046648000,187535000,107132000,22615000,57788000,81714000,31634000,31634000,300883000,705013000,249204000,31202000,31202000,218002000,954217000,1255100000,831634000,-40086000,791548000,791548000,2046648000,176562000,-79508000,115000,115000,-79623000,-79623000,-3726000,-83234000,-10302000,0,-83251000,10077000,10077000,10077000,786727000,0.33436,0.18242,0.16229,0.11015,0.0426,0.91377,1.58563,0.3844,1.18566,1.18566,7.30588,10.76441,0.08763,7.83511
"16","2014_Q1",19.4418032786885,"Up",566706000,566706000,-365889000,200817000,-83186000,-16961000,-66223000,117631000,-15635000,-7642000,-8040000,398000,892000,101996000,101996000,-2703000,99293000,99293000,99293000,99293000,93654000,93654000,153662000,153662000,44214000,30380000,16186000,14194000,321910000,1614379000,2645872000,-1031493000,55199000,55199000,1799988000,2121898000,146533000,79371000,19061000,48101000,38038000,27980000,27980000,212551000,848385000,209725000,18182000,18182000,191543000,1058110000,1270661000,860956000,-9719000,851237000,851237000,2121898000,154267000,-85102000,1396000,1396000,-86498000,-86498000,-6648000,-106750000,99696000,2200000,27266000,74783000,74783000,74783000,886423000,0.35436,0.20757,0.17521,0.11665,0.04679,1.51451,1.49272,0.41775,1.3503,1.3503,7.70674,11.57613,0.08931,6.73946
"17","2014_Q2",21.7692063492063,"Up",542038000,542038000,-328247000,213791000,-84278000,-17435000,-66841000,129513000,-13609000,-7674000,-8063000,389000,306000,115904000,115904000,-4875582.9276626,115904000,115904000,115904000,115904000,14396000,14396000,199554000,199554000,68751000,24199000,9954000,14245000,306900000,1619150000,2681406000,-1062256000,55879000,55879000,1829058000,2135958000,158338000,83860000,25060000,49418000,44307000,26569000,26569000,229214000,806758000,209830000,17544000,17544000,192286000,1016588000,1245802000,899913000,-9757000,890156000,890156000,2135958000,140099000,-69463000,940678.133789132,940678.133789132,-69463000,-69463000,-5146000,-104609000,-35358000,-2880000,-114748000,-79258000,-79258000,-79258000,851065000,0.39442,0.23894,0.21383,0.13021,0.05426,1.33892,1.39953,0.39845,1.5762,1.5762,7.37128,12.1054,0.09862,6.46012
"18","2014_Q3",23.53484375,"Up",598562000,598562000,-358703000,239859000,-86825000,-19771000,-67052000,153034000,-15381000,-8331000,-8748000,417000,323000,137653000,137653000,-4659299.35859649,137653000,137653000,137653000,137653000,19435000,19435000,174753000,174753000,54491000,20854000,5544000,15310000,269533000,1635285000,2703121000,-1067836000,54669000,54669000,1866460000,2135993000,157402000,89871000,23318000,44213000,249306000,23070000,23070000,429778000,550133000,203921000,16933000,16933000,186988000,754054000,1183832000,962019000,-9858000,952161000,952161000,2135993000,239290000,-85096000,19000,19000,-85115000,-85115000,10865000,-104231000,-51626000,0,-130020000,5039000,5039000,5039000,799439000,0.40073,0.25567,0.22997,0.14457,0.06444,0.62714,1.24331,0.37427,1.87197,1.87197,8.13996,12.94862,0.11048,5.09693
"19","2014_Q4",22.205,"Down",569328000,569328000,-355171000,214157000,-86644000,-16995000,-69646000,127513000,-7535000,-8152000,-8584000,432000,549000,119978000,119978000,-3086224.32569908,119978000,119978000,119978000,119978000,14829000,14829000,175770000,175770000,67896000,16947000,2779000,14168000,275442000,1645465000,2771664000,-1126199000,51071000,51071000,1898160000,2173602000,175491000,98884000,20355000,56252000,231305000,25090000,25090000,431886000,543505000,203715000,16290000,16290000,187425000,747220000,1179106000,1004424000,-9928000,994496000,994496000,2173602000,207004000,-78828000,253000,253000,-79081000,-79081000,-2463000,-106541000,-24629000,0,-105069000,-4606000,-4606000,-4606000,774810000,0.37616,0.22397,0.21074,0.12064,0.0552,0.63777,1.18563,0.35646,1.6316,1.6316,7.7424,13.52434,0.10158,5.96003
"20","2015_Q1",19.2345901639344,"Down",590793000,590793000,-367260000,223533000,-89385000,-18351000,-71027000,134148000,-10470000,-7756000,-8189000,433000,388000,123678000,123678000,-1188432.86186778,123678000,123678000,123694000,123694000,24601000,24601000,184187000,184187000,83155000,48945000,31283000,17662000,340888000,1665206000,2815620000,-1150414000,54354000,54354000,1944171000,2285059000,163243000,85843000,19426000,57974000,231305000,26347000,26347000,420895000,606874000,242243000,40105000,40105000,202138000,849117000,1270012000,1050429000,-35847000,1014582000,1015047000,2285059000,152808000,-73619000,109000,109000,-73728000,-73728000,-137472000,-125841000,63369000,1718000,-17195000,9771999.99999999,9771999.99999999,9772000,838179000,0.37836,0.22706,0.20937,0.12186,0.05413,0.80991,1.25119,0.36681,1.68214,1.68214,8.03431,13.79749,0.0983,6.06478
"21","2015_Q2",15.7528571428571,"Down",560416000,560416000,-341510000,218906000,-95436000,-16846000,-78268000,123470000,-17005000,-7437000,-7968000,531000,118000,106465000,106465000,2000.00000000466,106467000,106467000,106480000,106480000,26395000,26395000,178477000,178477000,114643000,37972000,20398000,17574000,357487000,1670286000,2889878000,-1219592000,71104000,71104000,1973439000,2330926000,161311000,95236000,21289000,44786000,231299000,22260000,22260000,414870000,630287000,247338000,39772000,39772000,207566000,877625000,1292495000,1072764000,-35118000,1037646000,1038431000,2330926000,161622000,-50031000,299000,299000,-50330000,-50330000,2466000,-94447000,23407000,-4432000,-65381000,1794000,1794000,1794000,861586000,0.39061,0.22032,0.19,0.10254,0.04568,0.86168,1.24466,0.36963,1.44804,1.44804,7.6212,14.11114,0.08887,6.76432
"22","2015_Q3",12.959375,"Down",604720000,604720000,-382845000,221875000,-97345000,-17542000,-79801000,124530000,-29666000,-7701000,-8306000,605000,177000,94864000,94864000,-7000,94857000,94857000,94864000,94864000,43279000,43279000,191505000,191505000,88272000,55084000,21774000,33310000,378140000,1656522000,2927115000,-1270593000,73499000,73499000,1951789000,2329929000,134173000,72552000,23097000,38524000,70066000,24691000,24691000,228930000,802946000,246296000,39377000,39377000,206919000,1049242000,1278172000,1084560000,-34395000,1050165000,1051757000,2329929000,177258000,-57484000,-56000,-56000,-57428000,-57428000,-13756000,-83193000,11426000,-2366000,-77181000,16884000,16884000,16884000,873012000,0.36691,0.20593,0.15687,0.0902,0.04072,1.65177,1.21527,0.37469,1.29007,1.29007,8.2237,14.28139,0.08342,6.66292
"23","2015_Q4",10.12703125,"Down",566445000,566445000,-345922000,220523000,-102611000,-17948000,-84661000,117912000,-23833000,-7067000,-7352000,285000,455000,94079000,83384000,-12000,83372000,83372000,83379000,83379000,35936000,35936000,171402000,171402000,123608000,26199000,17740000,8459000,357145000,1879390000,3215566000,-1336176000,220824000,58839000,2148248000,2505393000,172332000,100456000,21032000,50844000,143492000,36066000,36066000,351890000,825491000,276781000,38566000,38566000,238215000,1102272000,1454162000,1082979000,-33669000,1049310000,1051231000,2505393000,190015000,-50148000,1276000,1276000,-51424000,-51424000,2704000,-111186000,1854000,74000,-86172000,-7343000,-7343000,-7343000,968983000,0.38931,0.20816,0.1472,0.07932,0.03328,1.01493,1.38329,0.38676,1.13389,1.13389,7.70319,14.26977,0.07465,7.91308
"24","2016_Q1",6.95049180327869,"Down",542152000,542152000,-350103000,192049000,-96402000,-15148000,-81253000,95647000,-7281000,-7489000,-7527000,38000,205000,88366000,21479000,-4000,21475000,21475000,21475000,21475000,33431000,33431000,122875000,122875000,121081000,37518000,29812000,7706000,314905000,1800275000,3044260000,-1243985000,181597000,45198000,2046381000,2361286000,136555000,83597000,15621000,37337000,258780000,27746000,27746000,423081000,658640000,290202000,39031000,39031000,251171000,948842000,1371923000,1021335000,-34557000,986778000,989363000,2361286000,187447000,-53072000,543000,543000,-53615000,-53615000,-61641000,-67089000,-136401000,101640000,-122863000,-2505000,-2505000,-2505000,917420000,0.35423,0.17642,0.03961,0.02171,0.00909,0.74431,1.38667,0.38853,0.29204,0.29204,7.37283,13.41938,0.04988,9.2422
"25","2016_Q2",8.65390625,"Up",412829000,412829000,-270137000,142692000,-87845000,-17238000,-70607000,54847000,-7548000,-7612000,-7615000,3000,91000,47299000,47299000,9000,47308000,47308000,47310000,47310000,29988000,29988000,119662000,119662000,155344000,31694000,23754000,7940000,336688000,1755821000,3065155000,-1309334000,191759000,55360000,2031814000,2368502000,115994000,63132000,16602000,36260000,260584000,28418000,28418000,404996000,719631000,293183000,38781000,38781000,254402000,1012814000,1417810000,981742000,-34429000,947313000,950692000,2368502000,80594000,-31275000,458000,458000,-31733000,-31733000,-25999000,-57274000,62479000,-493000,-26763000,-3443000,-3443000,-3443000,980215000,0.34564,0.13286,0.1146,0.04976,0.01997,0.83134,1.49135,0.41385,0.64338,0.64338,5.61414,12.88269,0.06118,17.32505
"26","2016_Q3",11.92546875,"Up",439150000,439150000,-257429000,181721000,-91360000,-17663000,-73697000,90361000,-7644000,-7768000,-7770000,2000,161000,82717000,82717000,-6000,82711000,82711000,82713000,82713000,50372000,50372000,151824000,151824000,159868000,22695000,16762000,5933000,384759000,1694840000,3001665000,-1306825000,191587000,55188000,1983097000,2367856000,113808000,58471000,20447000,34890000,714097000,23330000,23330000,851235000,243518000,288883000,38615000,38615000,250268000,532401000,1383636000,1014640000,-34301000,980339000,984220000,2367856000,131748000,-16578000,291000,291000,-16869000,-16869000,-17120000,-33698000,-58989000,34385000,-77666000,20384000,20384000,20384000,957615000,0.4138,0.20576,0.18835,0.08404,0.03493,0.452,1.40582,0.40442,1.12483,1.12483,5.97208,13.33182,0.06087,10.04021
"27","2016_Q4",14.5250793650794,"Up",552074000,552074000,-334583000,217491000,-121060000,-18114000,-101432000,96431000,-6600000,-7998000,-8001000,3000,293000,89831000,89831000,-7000,89824000,89824000,89780000,89780000,21372000,21372000,146209000,146209000,89904000,20812000,18106000,2706000,278297000,1642303000,2994420000,-1352117000,195624000,59225000,1965978000,2244275000,131475000,63465000,22007000,46003000,536190000,24165000,24165000,691830000,237325000,289391000,38239000,38239000,251152000,526716000,1218546000,1054781000,-34174000,1020607000,1025729000,2244275000,282186000,-21658000,7000,7000,-21665000,-21665000,-51046000,-73715000,-185609000,1197000,-237471000,-2.9e+07,-2.9e+07,-2.9e+07,773515000,0.39395,0.17467,0.16262,0.08753,0.04,0.40226,1.18798,0.34466,1.22094,1.22094,7.50776,13.87943,0.06839,7.79981
"28","2017_Q1",14.345,"Down",527400000,527400000,-290640000,236760000,-110287000,-19514000,-90773000,126473000,-6769000,-7281000,-7283000,2000,-1990000,119704000,119704000,-9000,119695000,119695000,119595000,119595000,39782000,39782000,152032000,152032000,61051000,23807000,22050000,1757000,276672000,1585843000,2920988000,-1335145000,191710000,55311000,1916370000,2193042000,124220000,64055000,18273000,41892000,177070000,25581000,25581000,326871000,484986000,287761000,42070000,42070000,245691000,772747000,1099618000,1126414000,-38540000,1087874000,1093424000,2193042000,209016000,-20380000,409000,409000,-20789000,-20789000,-6721000,-27101000,-111687000,1227000,-163505000,18410000,18410000,18410000,662056000,0.44892,0.2398,0.22676,0.10938,0.05453,0.84643,1.00566,0.30189,0.94025,0.94025,4.14638,8.55279,0.08449,4.92021
"29","2017_Q2",13.8879365079365,"Down",461080000,461080000,-271623000,189457000,-81160000,-16033000,-65127000,108297000,-3259000,-7492000,-7516000,24000,533000,105038000,105038000,12000,105050000,105050000,104902000,104902000,87360000,87360000,120290000,120290000,77871000,19851000,18072000,1779000,305372000,1551685000,2940438000,-1388753000,200207000,63808000,1898944000,2204316000,120691000,65583000,18459000,36649000,177458000,24885000,24885000,323034000,447058000,287859000,41300000,41300000,246559000,734917000,1057951000,1178893000,-38287000,1140606000,1146365000,2204316000,177011000,-29893000,453000,453000,-30346000,-30346000,-5952000,-35845000,-31678000,-8686000,-93588000,47578000,47578000,47578000,624516000,0.4109,0.23488,0.22751,0.09151,0.04759,0.94532,0.92287,0.28332,0.82473,0.82473,3.62498,8.96737,0.07681,4.96003
"30","2017_Q3",12.5695238095238,"Down",398720000,398720000,-245232000,153488000,-73964000,-14944000,-59020000,79524000,-8020000,-10561000,-10615000,54000,-375000,71504000,63356000,-4000,63352000,63352000,63230000,63230000,39457000,39457000,118801000,118801000,115017000,17332000,15465000,1867000,290607000,1526006000,2926175000,-1400169000,211213000,74814000,1886811000,2177418000,131890000,68770000,20132000,42988000,103555000,26002000,26002000,261447000,457396000,299008000,40607000,40607000,258401000,756404000,1017851000,1191868000,-38035000,1153833000,1159567000,2177418000,117467000,-37084000,87000.0000000001,87000.0000000001,-37171000,-37171000,-2395000,-39479000,-64159000,-8516000,-125891000,-47903000,-47903000,-47903000,560951000,0.38495,0.19945,0.15858,0.05453,0.02904,1.11153,0.87779,0.25762,0.49711,0.49711,3.13471,9.07136,0.05766,6.55769
