"","YQ","p","d","revenue","net_interest_income","total_interest_income","total_interest_expense","total_non_interest_income","commissions_fees_earned","other_non_interest_income","provision_for_loan_losses","net_revenue_after_provisions","total_non_interest_expense","other_operating_expenses","operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","preferred_dividends","net_income_common","cash_cash_equivalents_short_term_investments","interbank_assets","other_interbank_assets","short_long_term_investments","investment_securities_available_for_sale","other_investments","net_loans","reserve_for_loan_losses","total_loans","goodwill","other_assets","total_assets","total_deposits","interest_bearing_deposits","other_deposits","long_term_debt","long_term_borrowings","other_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization","provision_for_loan_losses_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","net_change_in_investments","net_change_in_loans_interbank","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","net_change_in_deposits","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","operating_margin","net_profit_margin","return_on_equity","return_on_assets","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",43.9208064516129,"Down",4.088e+09,2.399e+09,2.67e+09,-2.71e+08,1.689e+09,4.57e+08,1.216e+09,-2.28e+08,3.86e+09,-2.65e+09,-2.65e+09,1.21e+09,1.21e+09,1.21e+09,-2.85e+08,9.25e+08,9.25e+08,1.4e+07,9.39e+08,-6.3e+07,8.76e+08,4.284e+09,4.045e+09,2.321e+09,7.6324e+10,6.2814e+10,1.0846e+10,1.77825e+11,-4.039e+09,1.81864e+11,9.163e+09,2.7384e+10,3.00803e+11,2.06263e+11,1.41779e+11,6.4484e+10,2.6656e+10,2.6656e+10,1.1474e+10,2.59001e+11,1.8397e+10,2.689e+09,1.5708e+10,-5.18e+08,1.9813e+10,9.91e+08,3.8683e+10,3.119e+09,4.1802e+10,3.00803e+11,9.25e+08,3.07e+08,2.28e+08,-2.8e+07,3.8e+08,1.812e+09,-8.45e+08,3.41e+08,1.12e+08,-3.92e+08,-2.74e+08,-5.69e+08,3.64e+08,-6.68e+08,-1.25e+08,-1.272e+09,1.48e+08,1.48e+08,1.48e+08,1.517e+09,4.1264e+10,0.29599,0.21429,0.02096,0.00291,6.1959,0.13718,1.6654,1.65595,7.77186,73.54183,0.52091,0.00382,0.31279,24.37706,30.56198
"12","2013_Q1",47.9238333333333,"Up",4.069e+09,2.424e+09,2.671e+09,-2.47e+08,1.645e+09,4.52e+08,1.163e+09,-3.18e+08,3.751e+09,-2.733e+09,-2.733e+09,1.018e+09,1.018e+09,1.018e+09,-3.06e+08,7.12e+08,7.12e+08,-6e+06,7.06e+08,-5.4e+07,6.52e+08,5.22e+09,5.447e+09,3.984e+09,7.4379e+10,6.1406e+10,1.0877e+10,1.8182e+11,-4.036e+09,1.85856e+11,9.072e+09,2.7372e+10,3.05107e+11,2.13142e+11,1.43162e+11,6.998e+10,2.7165e+10,2.7165e+10,1.1255e+10,2.63342e+11,1.8473e+10,2.69e+09,1.5783e+10,-5.69e+08,2.0265e+10,8.34e+08,3.9003e+10,2.762e+09,4.1765e+10,3.05107e+11,7.12e+08,2.98e+08,3.18e+08,-29000000.0000001,-1.16e+08,1.183e+09,5.79e+08,-5.438e+09,6.7e+07,-5.628e+09,-2.64e+08,-3.882e+09,4.84e+08,1.92e+09,7.123e+09,5.381e+09,9.36e+08,9.36e+08,9.36e+08,1.316e+09,3.8945e+10,0.25018,0.16024,0.01561,0.00214,6.30533,0.12764,1.2419,1.23485,7.75048,74.29143,0.50286,0.003,0.40491,25.6269,33.12868
"13","2013_Q2",52.90703125,"Up",3.955e+09,2.389e+09,2.611e+09,-2.22e+08,1.566e+09,4.44e+08,1.118e+09,-2.36e+08,3.719e+09,-2.368e+09,-2.368e+09,1.351e+09,1.351e+09,1.351e+09,-3.56e+08,9.95e+08,9.95e+08,8e+06,1.003e+09,-7.5e+07,9.28e+08,3.948e+09,2.815e+09,1.541e+09,7.2612e+10,5.9361e+10,1.1008e+10,1.82676e+11,-3.828e+09,1.86504e+11,9.075e+09,2.7765e+10,3.00812e+11,2.1162e+11,1.46968e+11,6.4652e+10,2.4397e+10,2.4397e+10,1.1764e+10,2.58734e+11,1.8455e+10,2.69e+09,1.5765e+10,-5.52e+08,2.0993e+10,7.67e+08,3.9663e+10,2.415e+09,4.2078e+10,3.00812e+11,9.95e+08,2.83e+08,2.36e+08,1.37e+08,-6.39e+08,1.012e+09,1.241e+09,2.006e+09,1.33e+08,3.38e+09,-2.77e+08,-2.432e+09,7e+06,3.806e+09,-6.768e+09,-5.664e+09,-1.272e+09,-1.272e+09,-1.272e+09,1.634e+09,3.535e+10,0.34159,0.23464,0.02205,0.00308,6.14891,0.11752,1.76426,1.75758,7.51901,75.40494,0.52662,0.00401,0.29849,19.21787,23.24352
"14","2013_Q3",57.36890625,"Up",4.064e+09,2.258e+09,2.469e+09,-2.11e+08,1.806e+09,4.87e+08,1.262e+09,-1.57e+08,3.907e+09,-2.405e+09,-2.405e+09,1.502e+09,1.502e+09,1.502e+09,-3.87e+08,1.115e+09,1.115e+09,-4e+06,1.111e+09,-5.3e+07,1.058e+09,4.051e+09,5.41e+09,3.797e+09,6.9612e+10,5.7449e+10,1.0054e+10,1.86003e+11,-3.772e+09,1.89775e+11,9.075e+09,2.8111e+10,3.04415e+11,2.12279e+11,1.45571e+11,6.6708e+10,2.6771e+10,2.6771e+10,1.2721e+10,2.62474e+11,1.8866e+10,2.693e+09,1.6173e+10,-4.53e+08,2.1828e+10,4.5e+07,4.0286e+10,1.655e+09,4.1941e+10,3.04415e+11,1.115e+09,3e+08,1.57e+08,9.6e+07,-8.84e+08,7.84e+08,1.384e+09,-5.58e+09,1.73e+08,-4.023e+09,-2.85e+08,3.562e+09,4.47e+08,-1.397e+09,1.015e+09,3.342e+09,1.03e+08,1.03e+08,1.03e+08,1.802e+09,3.7474e+10,0.36959,0.26033,0.02523,0.00348,6.25817,0.1231,2.00379,1.99247,7.69697,76.29924,0.53977,0.00441,0.26938,18.54772,22.25233
"15","2013_Q4",57.9753125,"Up",3.92e+09,2.234e+09,2.448e+09,-2.14e+08,1.686e+09,4.86e+08,1.181e+09,-1.37e+08,3.783e+09,-2.394e+09,-2.394e+09,1.389e+09,1.389e+09,1.389e+09,-3.61e+08,1.028e+09,1.028e+09,-2e+06,1.026e+09,-7.1e+07,9.55e+08,4.908e+09,8.958e+09,8.047e+09,6.9166e+10,5.726e+10,1.0303e+10,1.89165e+11,-3.691e+09,1.92856e+11,9.074e+09,2.5132e+10,3.08597e+11,2.16074e+11,1.47327e+11,6.8747e+10,2.8232e+10,2.8232e+10,1.1312e+10,2.65777e+11,1.8945e+10,2.695e+09,1.625e+10,-4.23e+08,2.2561e+10,4.7e+07,4.113e+10,1.69e+09,4.282e+10,3.08597e+11,1.028e+09,3e+08,1.37e+08,1.9e+07,2.616e+09,4.1e+09,-1.767e+09,-5.495e+09,7.6e+07,-7.186e+09,-3.03e+08,2.086e+09,6.4e+07,1.756e+09,3.4e+08,3.943e+09,8.57e+08,8.57e+08,8.57e+08,1.689e+09,3.8391e+10,0.35434,0.24362,0.0223,0.00309,6.20684,0.1244,1.80189,1.78839,7.39623,77.60377,0.5717,0.00408,0.31728,19.82416,24.10583
"16","2014_Q1",63.464262295082,"Up",4.073e+09,2.266e+09,2.479e+09,-2.13e+08,1.807e+09,5.22e+08,1.266e+09,-1.13e+08,3.96e+09,-2.514e+09,-2.514e+09,1.446e+09,1.446e+09,1.446e+09,-3.72e+08,1.074e+09,1.074e+09,-1.3e+07,1.061e+09,-5e+07,1.011e+09,4.043e+09,1.4121e+10,1.2135e+10,7.3927e+10,6.0294e+10,1.056e+10,1.92004e+11,-3.609e+09,1.95613e+11,9.074e+09,2.4807e+10,3.20192e+11,2.20931e+11,1.50625e+11,7.0306e+10,3.3759e+10,3.3759e+10,1.2179e+10,2.76155e+11,1.9055e+10,2.698e+09,1.6357e+10,-4.08e+08,2.3251e+10,4.36e+08,4.2334e+10,1.703e+09,4.4037e+10,3.20192e+11,1.074e+09,2.63e+08,1.13e+08,7.7e+07,-1.868e+09,-3.41e+08,-3.01e+09,-7.843e+09,-2.53e+08,-1.1106e+10,-2.83e+08,7.724e+09,47999999.9999999,3.298e+09,-2.05e+08,1.0582e+10,-8.65e+08,-8.65e+08,-8.65e+08,1.709e+09,4.3045e+10,0.35502,0.24822,0.02296,0.00316,6.27098,0.13443,1.91477,1.88972,7.71402,80.17803,0.53598,0.00404,0.27992,22.82153,26.97234
"17","2014_Q2",66.7930158730159,"Up",3.777e+09,2.195e+09,2.41e+09,-2.15e+08,1.582e+09,5.11e+08,1.063e+09,-9.4e+07,3.683e+09,-2.264e+09,-2.264e+09,1.419e+09,1.419e+09,1.419e+09,-3.59e+08,1.06e+09,1.06e+09,2e+06,1.062e+09,-7e+07,9.92e+08,4.723e+09,1.602e+10,1.4877e+10,7.1362e+10,5.8644e+10,1.0337e+10,1.94712e+11,-3.53e+09,1.98242e+11,9.074e+09,2.5417e+10,3.23423e+11,2.22382e+11,1.52319e+11,7.0063e+10,3.6061e+10,3.6061e+10,1.1906e+10,2.78505e+11,1.9037e+10,2.7e+09,1.6337e+10,-3.82e+08,2.401e+10,6.56e+08,4.3321e+10,1.597e+09,4.4918e+10,3.23423e+11,1.06e+09,2.36e+08,9.4e+07,-4.5e+07,5.75e+08,1.92e+09,1.615e+09,-4.52e+09,-8e+07,-2.985e+09,-3.03e+08,5.26e+08,8.5e+07,1.694e+09,-2.57e+08,1.745e+09,6.8e+08,6.8e+08,6.8e+08,1.655e+09,4.4217e+10,0.37569,0.26264,0.02208,0.00307,6.2003,0.13672,1.86466,1.84045,7.09962,81.43045,0.56955,0.004,0.30544,23.86344,27.83228
"18","2014_Q3",66.9146875,"Up",3.81e+09,2.129e+09,2.356e+09,-2.27e+08,1.681e+09,5.18e+08,1.167e+09,-7.2e+07,3.738e+09,-2.328e+09,-2.328e+09,1.41e+09,1.41e+09,1.41e+09,-3.58e+08,1.052e+09,1.052e+09,-3e+06,1.049e+09,-4.8e+07,1.001e+09,4.892e+09,1.8402e+10,1.6876e+10,6.9413e+10,5.6602e+10,1.0583e+10,1.97531e+11,-3.453e+09,2.00984e+11,9.074e+09,2.5755e+10,3.27064e+11,2.22554e+11,1.51553e+11,7.1001e+10,3.8224e+10,3.8224e+10,1.2362e+10,2.81271e+11,1.9153e+10,2.703e+09,1.645e+10,-5.84e+08,2.4755e+10,8.81e+08,4.4205e+10,1.588e+09,4.5793e+10,3.27064e+11,1.052e+09,2.4e+08,7.2e+07,5e+07,1.36e+08,1.55e+09,2.193e+09,-5.304e+09,-1.86e+08,-3.297e+09,-3.03e+08,2.434e+09,-1.97e+08,-7.66e+08,7.48e+08,1.916e+09,1.69e+08,1.69e+08,1.69e+08,1.65e+09,4.6355e+10,0.37008,0.26273,0.02186,0.00306,6.14223,0.14173,1.88158,1.85714,7.16165,83.09211,0.56955,0.00399,0.3027,25.12909,29.40638
"19","2014_Q4",68.57203125,"Up",3.841e+09,2.104e+09,2.328e+09,-2.24e+08,1.737e+09,5.9e+08,1.147e+09,-5.5e+07,3.786e+09,-2.357e+09,-2.357e+09,1.429e+09,1.429e+09,1.429e+09,-3.91e+08,1.038e+09,1.038e+09,-1e+06,1.037e+09,-7.1e+07,9.66e+08,4.164e+09,2.8008e+10,2.6247e+10,6.8452e+10,5.5039e+10,1.0763e+10,1.97466e+11,-3.406e+09,2.00872e+11,9.074e+09,2.5266e+10,3.34424e+11,2.26304e+11,1.53341e+11,7.2963e+10,4.0844e+10,4.0844e+10,1.2973e+10,2.88429e+11,1.9221e+10,2.703e+09,1.6518e+10,-9.31e+08,2.5464e+10,7.27e+08,4.4481e+10,1.514e+09,4.5995e+10,3.34424e+11,1.038e+09,2.48e+08,5.5e+07,-1.81e+08,-5e+07,1.11e+09,1.152e+09,-9.406e+09,-1.1e+07,-8.265e+09,-3.27e+08,3.348e+09,-3.18e+08,1.788e+09,1.936e+09,6.427e+09,-7.28e+08,-7.28e+08,-7.28e+08,1.677e+09,4.9152e+10,0.37204,0.2515,0.021,0.00289,6.27088,0.14698,1.82609,1.79888,7.26087,84.08507,0.61815,0.00387,0.33851,26.82648,31.48216
"20","2015_Q1",71.8260655737705,"Up",3.947e+09,2.097e+09,2.337e+09,-2.4e+08,1.85e+09,5.56e+08,1.298e+09,-5.2e+07,3.895e+09,-2.539e+09,-2.539e+09,1.356e+09,1.356e+09,1.356e+09,-2.99e+08,1.057e+09,1.057e+09,-2.1e+07,1.036e+09,-4.8e+07,9.88e+08,4.36e+09,3.3631e+10,3.1779e+10,6.8904e+10,5.5823e+10,1.0728e+10,2.01486e+11,-3.331e+09,2.04817e+11,9.103e+09,2.7095e+10,3.45072e+11,2.32234e+11,1.58755e+11,7.3479e+10,4.4906e+10,4.4906e+10,1.3353e+10,2.98998e+11,1.9278e+10,2.705e+09,1.6573e+10,-1.43e+09,2.62e+10,5.03e+08,4.4551e+10,1.523e+09,4.6074e+10,3.45072e+11,1.057e+09,2.64e+08,5.2e+07,2.95e+08,-6.63e+08,1.005e+09,-8.65e+08,-9.559e+09,7.8e+07,-1.0346e+10,-2.99e+08,4.161e+09,-4.94e+08,5.414e+09,7.55e+08,9.537e+09,1.96e+08,1.96e+08,1.96e+08,1.62e+09,5.3411e+10,0.34355,0.25032,0.02144,0.00286,6.48952,0.15478,1.8891,1.85366,7.54685,85.18356,0.5717,0.00373,0.30263,30.2784,36.1733
"21","2015_Q2",75.6492063492064,"Up",3.731e+09,2.072e+09,2.319e+09,-2.47e+08,1.659e+09,5.29e+08,1.088e+09,-5.4e+07,3.677e+09,-2.349e+09,-2.349e+09,1.328e+09,1.328e+09,1.328e+09,-3.24e+08,1.004e+09,1.004e+09,-1e+06,1.003e+09,-7e+07,9.33e+08,4.151e+09,3.3091e+10,3.1198e+10,7.3442e+10,6.0768e+10,1.0523e+10,2.01416e+11,-3.306e+09,2.04722e+11,9.103e+09,2.9294e+10,3.5096e+11,2.36503e+11,1.61559e+11,7.4944e+10,4.6657e+10,4.6657e+10,1.4761e+10,3.04522e+11,1.9215e+10,2.706e+09,1.6509e+10,-1.775e+09,2.6882e+10,7.03e+08,4.5025e+10,1.413e+09,4.6438e+10,3.5096e+11,1.004e+09,2.52e+08,5.4e+07,4.5e+07,-1.095e+09,2.6e+08,-4.377e+09,7.56e+08,-2.65e+08,-3.886e+09,-3.19e+08,-4.4e+07,-4.03e+08,2.804e+09,1.379e+09,3.417e+09,-2.09e+08,-2.09e+08,-2.09e+08,1.58e+09,5.3258e+10,0.35594,0.25007,0.02009,0.00266,6.5576,0.15175,1.79079,1.76371,7.16123,86.42035,0.61228,0.00357,0.34191,31.08038,36.97816
"22","2015_Q3",75.63953125,"Down",3.866e+09,2.052e+09,2.305e+09,-2.53e+08,1.814e+09,5.72e+08,1.234e+09,-4.6e+07,3.82e+09,-2.366e+09,-2.366e+09,1.454e+09,1.454e+09,1.454e+09,-4.1e+08,1.044e+09,1.044e+09,-4e+06,1.04e+09,-4.8e+07,9.92e+08,4.412e+09,3.594e+10,3.3969e+10,7.4227e+10,6.1362e+10,1.0531e+10,2.01881e+11,-3.272e+09,2.05153e+11,9.103e+09,2.7947e+10,3.53945e+11,2.39704e+11,1.62335e+11,7.7369e+10,4.9843e+10,4.9843e+10,1.334e+10,3.08033e+11,1.8789e+10,2.708e+09,1.6081e+10,-2.262e+09,2.7609e+10,3.79e+08,4.4515e+10,1.397e+09,4.5912e+10,3.53945e+11,1.044e+09,2.78e+08,4.6e+07,-2.18e+08,2.46e+08,1.396e+09,-1.344e+09,-3.124e+09,-1.29e+08,-4.597e+09,-3.12e+08,1.634e+09,-1.008e+09,7.76e+08,2.372e+09,3.462e+09,2.61e+08,2.61e+08,2.61e+08,1.732e+09,5.4989e+10,0.3761,0.2566,0.02161,0.0028,6.7092,0.15536,1.91876,1.88952,7.47776,86.10251,0.60348,0.00368,0.31452,29.2015,34.78473
"23","2015_Q4",75.09953125,"Down",3.775e+09,2.062e+09,2.341e+09,-2.79e+08,1.713e+09,5.48e+08,1.174e+09,-8.1e+07,3.694e+09,-2.352e+09,-2.352e+09,1.342e+09,1.342e+09,1.342e+09,-2.69e+08,1.073e+09,1.073e+09,-1.8e+07,1.055e+09,-6.4e+07,9.91e+08,3.835e+09,3.5758e+10,3.4224e+10,8.0464e+10,6.8066e+10,1.0497e+10,2.01746e+11,-3.237e+09,2.04983e+11,9.103e+09,3.0812e+10,3.62125e+11,2.44979e+11,1.6674e+11,7.8239e+10,5.0655e+10,5.0655e+10,1.7011e+10,3.15847e+11,1.8833e+10,2.708e+09,1.6125e+10,-2.837e+09,2.8337e+10,6.15e+08,4.4948e+10,1.33e+09,4.6278e+10,3.62125e+11,1.073e+09,2.72e+08,8.1e+07,1.43e+08,4.08e+08,1.977e+09,-5.229e+09,3.51e+08,-1.73e+08,-5.051e+09,-3.26e+08,-2.044e+09,-5.57e+08,4.405e+09,1.019e+09,2.497e+09,-5.77e+08,-5.77e+08,-5.77e+08,1.614e+09,5.3857e+10,0.3555,0.26252,0.02141,0.00274,6.82499,0.14872,1.94314,1.90577,7.40196,88.13333,0.63922,0.00364,0.32896,30.99257,37.27422
"24","2016_Q1",69.2575409836066,"Down",3.853e+09,2.092e+09,2.358e+09,-2.66e+08,1.761e+09,5.69e+08,1.233e+09,-7.4e+07,3.779e+09,-2.396e+09,-2.396e+09,1.383e+09,1.383e+09,1.383e+09,-3.61e+08,1.022e+09,1.022e+09,-1.4e+07,1.008e+09,-4.3e+07,9.65e+08,4.065e+09,3.0546e+10,3.0546e+10,8.1115e+10,5.576e+10,1.0587e+10,2.03969e+11,-2.727e+09,2.06696e+11,9.103e+09,2.9695e+10,3.58493e+11,2.49002e+11,1.69567e+11,7.9435e+10,4.9962e+10,4.9962e+10,1.3549e+10,3.12513e+11,1.8905e+10,2.708e+09,1.6197e+10,-3.368e+09,2.9043e+10,1.3e+08,4.471e+10,1.27e+09,4.598e+10,3.58493e+11,1.022e+09,2.86e+08,7.4e+07,1.32e+08,3.78e+08,1.892e+09,-4.386e+09,1.799e+09,-1.39e+08,-2.726e+09,-3e+08,-1.913e+09,-5.45e+08,2.827e+09,9.95e+08,1.064e+09,2.3e+08,2.3e+08,2.3e+08,1.669e+09,4.9962e+10,0.35894,0.25045,0.02099,0.00269,6.79672,0.13937,1.89961,1.89216,7.58465,88.01181,0.59055,0.00353,0.31088,27.4997,33.18655
"25","2016_Q2",70.34625,"Up",3.665e+09,2.098e+09,2.407e+09,-3.09e+08,1.567e+09,4.99e+08,1.068e+09,-1.52e+08,3.513e+09,-2.281e+09,-2.281e+09,1.232e+09,1.232e+09,1.232e+09,-2.89e+08,9.43e+08,9.43e+08,-1.9e+07,9.24e+08,-6.5e+07,8.59e+08,3.861e+09,3.0601e+10,2.9478e+10,8.4844e+10,7.2569e+10,1.0391e+10,2.04774e+11,-2.711e+09,2.07485e+11,9.103e+09,2.7449e+10,3.60985e+11,2.50359e+11,1.72208e+11,7.8151e+10,4.9359e+10,4.9359e+10,1.2444e+10,3.14657e+11,1.8747e+10,2.708e+09,1.6039e+10,-3.791e+09,2.9642e+10,5.32e+08,4.513e+10,1.198e+09,4.6328e+10,3.60985e+11,9.43e+08,2.7e+08,1.52e+08,1.87e+08,-1.276e+09,2.76e+08,-1.181e+09,1.54e+08,1.19e+08,-9.08e+08,-3.24e+08,-4.79e+08,-5.33e+08,2.641e+09,-8.77e+08,4.28e+08,-2.04e+08,-2.04e+08,-2.04e+08,1.502e+09,5.1854e+10,0.33615,0.23438,0.01854,0.00238,6.79194,0.14365,1.71457,1.69428,7.31537,90.07984,0.64671,0.00328,0.37718,31.95273,38.95536
"26","2016_Q3",70.7021875,"Up",3.794e+09,2.068e+09,2.384e+09,-3.16e+08,1.726e+09,5.4e+08,1.186e+09,-1.27e+08,3.667e+09,-2.36e+09,-2.36e+09,1.307e+09,1.307e+09,1.307e+09,-3.18e+08,9.89e+08,9.89e+08,-2.3e+07,9.66e+08,-4.3e+07,9.23e+08,4.196e+09,2.8226e+10,2.675e+10,8.4276e+10,7.1801e+10,1.0469e+10,2.06371e+11,-2.685e+09,2.09056e+11,9.103e+09,2.8834e+10,3.61335e+11,2.49778e+11,1.71912e+11,7.7866e+10,5.0407e+10,5.0407e+10,1.2831e+10,3.14636e+11,1.8817e+10,2.709e+09,1.6108e+10,-4.304e+09,3.0309e+10,7.36e+08,4.5558e+10,1.141e+09,4.6699e+10,3.61335e+11,9.89e+08,2.91e+08,1.27e+08,-2000000.00000003,-9.2e+08,4.85e+08,1.38e+08,7.51e+08,-7e+07,8.19e+08,-2.97e+08,3.52e+08,-4.92e+08,-2.96e+08,-2.36e+08,-9.69e+08,3.35e+08,3.35e+08,3.35e+08,1.598e+09,5.2027e+10,0.34449,0.24328,0.01976,0.00255,6.73753,0.14399,1.85714,1.83499,7.6338,91.666,0.59759,0.00338,0.32178,29.93179,36.59602
"27","2016_Q4",86.1857142857143,"Up",3.829e+09,2.095e+09,2.408e+09,-3.13e+08,1.734e+09,5.78e+08,1.156e+09,-8.7e+07,3.742e+09,-2.394e+09,-2.394e+09,1.348e+09,1.348e+09,1.348e+09,-3.42e+08,1.006e+09,1.006e+09,-1.8e+07,9.88e+08,-6.4e+07,9.24e+08,4.531e+09,2.7776e+10,2.7058e+10,9.1731e+10,7.8514e+10,1.0605e+10,2.07827e+11,-2.619e+09,2.10446e+11,9.103e+09,2.8076e+10,3.69348e+11,2.59895e+11,1.77736e+11,8.2159e+10,4.8189e+10,4.8189e+10,1.3184e+10,3.22503e+11,1.8868e+10,2.709e+09,1.6159e+10,-4.765e+09,3.0958e+10,6.46e+08,4.5707e+10,1.138e+09,4.6845e+10,3.69348e+11,1.006e+09,3.56e+08,8.7e+07,-1.79e+08,2.64e+08,1.534e+09,-6.627e+09,-6.8e+08,-2.08e+08,-7.515e+09,-3.38e+08,-2.974e+09,-4.71e+08,5.824e+09,4.275e+09,6.316e+09,3.35e+08,3.35e+08,3.35e+08,1.704e+09,4.9424e+10,0.35205,0.24132,0.01972,0.0025,6.88447,0.13381,1.88571,1.8629,7.81429,93.27959,0.6898,0.00342,0.3658,26.34566,33.30341
"28","2017_Q1",102.025806451613,"Up",3.874e+09,2.13e+09,2.453e+09,-3.23e+08,1.744e+09,5.71e+08,1.173e+09,-6.7e+07,3.807e+09,-2.441e+09,-2.441e+09,1.366e+09,1.366e+09,1.366e+09,-3.19e+08,1.047e+09,1.047e+09,-2.2e+07,1.025e+09,-4.3e+07,9.82e+08,4.879e+09,2.5711e+10,2.5711e+10,8.6675e+10,6.0104e+10,1.0728e+10,2.08244e+11,-2.589e+09,2.10833e+11,9.103e+09,3.1768e+10,3.6638e+11,2.57164e+11,1.76934e+11,8.023e+10,4.853e+10,4.853e+10,1.3832e+10,3.19526e+11,1.936e+10,2.709e+09,1.6651e+10,-5.066e+09,3.167e+10,-2.65e+08,4.5699e+10,1.155e+09,4.6854e+10,3.6638e+11,1.047e+09,2.76e+08,6.7e+07,1.2e+07,-1.97e+08,1.205e+09,2.62e+08,6.93e+08,-6.58e+08,2.97e+08,-3.11e+08,1.805e+09,1.04e+08,-802000000.000001,-1.95e+09,-1.154e+09,3.48e+08,3.48e+08,3.48e+08,1.642e+09,4.853e+10,0.35261,0.25348,0.02096,0.00268,6.81961,0.13246,2.0123,1.98785,7.93852,93.64549,0.6373,0.00353,0.3167,26.58404,31.95534
"29","2017_Q2",100.945714285714,"Down",3.884e+09,2.16e+09,2.52e+09,-3.6e+08,1.724e+09,5.64e+08,1.16e+09,-8.8e+07,3.796e+09,-2.402e+09,-2.402e+09,1.394e+09,1.394e+09,1.394e+09,-3.2e+08,1.074e+09,1.074e+09,-1.7e+07,1.057e+09,-8.4e+07,9.73e+08,5.003e+09,2.7877e+10,2.7877e+10,8.7332e+10,5.9339e+10,1.09e+10,2.10265e+11,-2.561e+09,2.12826e+11,9.103e+09,3.1364e+10,3.70944e+11,2.6071e+11,1.81464e+11,7.9246e+10,5.0183e+10,5.0183e+10,1.4148e+10,3.25041e+11,1.8984e+10,2.709e+09,1.6275e+10,-5.323e+09,3.2372e+10,-2.79e+08,4.5754e+10,1.49e+08,4.5903e+10,3.70944e+11,1.074e+09,2.79e+08,8.8e+07,-4.6e+07,1.95e+08,1.59e+09,-6.01e+08,-4.861e+09,-1.58e+08,-5.62e+09,-3.34e+08,2.53e+09,-6.28e+08,4.53e+09,-1.944e+09,4.154e+09,1.24e+08,1.24e+08,1.24e+08,1.673e+09,5.0183e+10,0.35891,0.25051,0.0212,0.00262,7.08104,0.13528,1.99795,1.97764,7.97536,93.95072,0.68583,0.00352,0.34327,27.00538,32.41033
"30","2017_Q3",108.017142857143,"Up",4.06e+09,2.258e+09,2.674e+09,-4.16e+08,1.802e+09,5.68e+08,1.234e+09,-9.8e+07,3.962e+09,-2.479e+09,-2.479e+09,1.483e+09,1.483e+09,1.483e+09,-3.86e+08,1.097e+09,1.097e+09,-1e+07,1.087e+09,-5.7e+07,1.03e+09,5.039e+09,2.2482e+10,2.2482e+10,8.725e+10,5.8878e+10,1.0819e+10,2.15473e+11,-2.561e+09,2.18034e+11,9.163e+09,3.2783e+10,3.7219e+11,2.59176e+11,1.79626e+11,7.955e+10,5.1204e+10,5.1204e+10,1.5625e+10,3.26005e+11,1.9036e+10,2.71e+09,1.6326e+10,-5.987e+09,3.3133e+10,-9.8e+07,4.6084e+10,1.01e+08,4.6185e+10,3.7219e+11,1.097e+09,2.89e+08,9.8e+07,8.1e+07,-9.35e+08,6.3e+08,1.026e+09,1.433e+09,-2.85e+08,851000000.000001,-3.24e+08,1.114e+09,-6.78e+08,-1.838e+09,2.81e+08,-1.445e+09,3.6e+07,3.6e+07,3.6e+07,1.772e+09,5.1204e+10,0.36527,0.25369,0.0223,0.00277,7.05868,0.13757,2.1281,2.11066,8.38843,95.21488,0.66942,0.00364,0.31456,26.05248,31.12947
"31","2017_Q4",116.935238095238,"Up",4.125e+09,2.345e+09,2.795e+09,-4.5e+08,1.78e+09,6.02e+08,1.178e+09,-1.3e+08,3.995e+09,-2.456e+09,-2.456e+09,1.539e+09,1.539e+09,1.539e+09,-4.13e+08,1.126e+09,1.126e+09,-1.2e+07,1.114e+09,-6.4e+07,1.05e+09,4.736e+09,2.4713e+10,2.4713e+10,8.6003e+10,5.7254e+10,1.1009e+10,2.18504e+11,-2.605e+09,2.21109e+11,9.163e+09,3.2072e+10,3.75191e+11,2.60735e+11,1.80768e+11,7.9967e+10,5.2606e+10,5.2606e+10,1.5398e+10,3.28739e+11,1.9053e+10,2.71e+09,1.6343e+10,-6.462e+09,3.3819e+10,-2.2e+07,4.6388e+10,6.4e+07,4.6452e+10,3.75191e+11,1.126e+09,2.91e+08,1.3e+08,2.8e+07,9.2e+08,2.495e+09,6.94e+08,-5.084e+09,-3.45e+08,-4.735e+09,-4.27e+08,1.251e+09,-5.27e+08,1.142e+09,4.98e+08,1.937e+09,-3.03e+08,-3.03e+08,-3.03e+08,1.83e+09,5.2606e+10,0.37309,0.25455,0.0226,0.0028,7.07696,0.14021,2.19207,2.17391,8.61169,96.84342,0.89144,0.00394,0.40667,26.15847,31.10461
