"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","total_current_liabilities","other_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"21","2016_Q4",2.62603174603175,"Up",4631557,-2183072,2448485,-1725299,-1007716,-402924,-103586,-211073,723186,-3270,-3270,719916,-659521,60395,-21139,39256,39256,39256,39256,953418,953418,3258193,3258193,3984453,1082231,492388,589843,9278295,1144179,208557,24854,1352736,10631031,2732218,2471045,261173,2732218,73000,73000,2805218,3000,7598031,824077,-599295,7825813,7825813,10631031,39256,103586,22393,24691,189926,-41134,-6,-41140,-232989,-232989,-84203,-84203,36862,-47341,826772,0,831468,0.52865,0.15614,0.00848,0.00502,0.00369,21.18066,3.39588,0.35846,0,0.00734,0.00716,0.86647,1.46349,0.15555,0.00497,0.10526,-1.15318,-1.31836
"22","2017_Q1",2.25387096774194,"Down",3263501,-1971276,1292225,-1419928,-778672,-359468,-94950,-186838,-127703,31982,31982,-95721,-788579,-884300,288283,-596017,-596017,-596017,-596017,1103003,1103003,2217840,2217840,4578125,1558293,847032,627694,9457261,1190688,136925,24892,1327613,10784874,3564150,3021618,542532,3564150,0,0,3564150,3000,7599747,228060,-610083,7220724,7220724,10784874,-596017,94950,-37053.9999999999,336493,-201628,-145573,-6,-145579,503896,503896,156689,156689,-7104,149585,-32753,-2.77555756156289e-17,-130116,0.39596,-0.03913,-0.18263,-0.08254,-0.05526,0.218310000000006,2.65344,0.4936,0,-0.11048,-0.11334,0.60495,1.33793,-0.02412,-0.08254,-0.01802,33.6764,8.63725
"23","2017_Q2",2.38111111111111,"Up",5817769,-2907670,2910099,-1434274,-802967,-323243,-88965,-219099,1475825,-2988,-2988,1472837,-1054437,418400,-146440,271960,271960,271960,271960,1143509,1143509,2964288,2964288,3512369,1266608,461428,805180,8886774,1184818,268510,25494,1453328,10340102,2552184,2187020,365164,2552184,65400,65400,2617584,3000,7776860,500020,-557362,7722518,7722518,10340102,271960,88965,225435,-270133,316227,-61267,-5,-61272,-241759,-241759,13196,13196,27310,40506,1564790,0,1379830,0.50021,0.25368,0.04675,0.03522,0.0263,5.07365,3.48203,0.33895,0,0.05071,0.04946,1.0848,1.43941,0.25729,0.03492,0.17718,-0.73077,-0.77483
"24","2017_Q3",2.08285714285714,"Down",3510297,-1745138,1765159,-1459403,-841858,-322155,-102490,-192900,305756,-2567,-2567,303189,-640825,-337636,116573,-221063,-221063,-221063,-221063,1362037,1362037,1637718,1637718,3220009,1800234,1019665,701662,8019998,1624669,268560,25448,1893229,9913227,2342705,2076063,266642,2342705,65400,65400,2408105,3000,7776860,278957,-553695,7505122,7505122,9913227,-221063,102490,14363,895694,791484,-541913,-6,-541919,-34131,-34131,215434,215434,3094.00000000001,218528,408246,0,645454,0.50285,0.0871000000000001,-0.06298,-0.02945,-0.0223,-2.91977,3.42339,0.32086,0,-0.04121,-0.04022,0.65433,1.39841,0.12031,-0.0292,0.08526,-3.33631,-4.45465
"25","2017_Q4",2.04238095238095,"Down",5455088,-2914008,2541080,-1498685,-868228,-321443,-131374,-177640,1042395,-95,-95,1042300,-620264,422036,-128747,293289,293289,293289,293289,1234872,1234872,2953495,2953495,6234692,963261,330137,473394,11386320,2031355,203279,25172,2234634,13620954,5806187,5606448,199739,5806187,65400,65400,5871587,3000,7776860,572246,-602739,7749367,7749367,13620954,293289,131374,56760,180290,661713,-552202,-6,-552208,-207883,-207883,-98378,-98378,-28787,-127165,1173769,0,930604,0.46582,0.19109,0.05376,0.03785,0.02153,3.17299,1.96107,0.75769,0,0.05465,0.05287,1.01653,1.4435,0.17341,0.03753,0.11908,-1.05206,-1.18465
"26","2018_Q1",2.24475409836066,"Up",5356631,-3107631,2249000,-1583237,-836920,-391671,-153723,-200923,665763,-3807,-3807,661956,-948701,-286745,179851,-106894,-106894,-106894,-106894,1518157,1518157,2420656,2420656,5034310,1600958,847442,623345,10574081,2113855,102445,26081,2216300,12790381,4951795,4433665,518130,4951795,38100,38100,4989895,3000,7817420,465352,-485286,7800486,7800486,12790381,-106894,153723,-125204,27560,-50815,-202946,-8,-202954,459371,459371,205602,205602,77683,283285,819486,3.5527136788005e-15,464249,0.41985,0.12429,-0.01996,-0.0137,-0.00836,-4.34308,2.1354,0.63969,2.11758236813575e-22,-0.01992,-0.01896,0.99817,1.45301,0.08651,-0.01364,0.05923,-1.85257,-2.28033
"27","2018_Q2",1.8390625,"Down",5502542,-2746097,2756445,-1621543,-939722,-323280,-162764,-195777,1134902,-3452,-3452,1131450,-943692,187758,-46939,140819,140819,140819,140819,1445845,1445845,2656560,2656560,5034375,1050286,473626,493428,10187066,2161304,106284,26417,2267588,12454654,4266685,3921359,345326,4266685,38100,38100,4304785,3000,7967752,606171,-427054,8149869,8149869,12454654,140819,162764,173357,-220960,255980,-201157,-4,-201161,-172804,-172804,-117985,-117985,45673,-72312,1297666,0,922488,0.50094,0.20625,0.02559,0.01728,0.01131,6.55088,2.38758,0.5282,0,0.02624,0.02539,1.02537,1.51813,0.1719,0.0172,0.11266,-1.11419,-1.27398
"28","2018_Q3",1.73888888888889,"Down",4795863,-2440660,2355203,-1661425,-912606,-378912,-165011,-204896,693778,-2475,-2475,691303,-749442,-58139.0000000002,8684,-49455,-49455,-49455,-49455,1512283,1512283,1783581,1783581,3272914,1833055,975338,759951,8401833,1937586,94145,25451,2031731,10433564,2469592,2211559,258033,2469592,38100,38100,2507692,3000,7967752,556716,-601596,7925872,7925872,10433564,-49455,165011,5625.99999999994,137214,258396,-9522.99999999997,-3,-9525.99999999994,-87293.0000000001,-87293.0000000001,161577,161577,-95139,66437.9999999999,858789,0,977796,0.49109,0.14466,-0.01031,-0.00624,-0.00474,-19.77143,3.40211,0.31639,0,-0.00922,-0.00897000000000002,0.89369,1.47639,0.18221,-0.00621,0.12278,-1.76095,-2.17978
"29","2018_Q4",2.04015873015873,"Up",8579507,-4574205,4005302,-1781437,-1055869,-357177,-174490,-193901,2223865,-2393,-2393,2221472,-744470,1477002,-370658,1106344,1106344,1106344,1106344,1682397,1682397,4141612,4141612,6680081,1292007,750245,541762,13796097,2117447,92156,25274,2209603,16005700,6941402,6605610,335792,6941402,38100,38100,6979502,3000,7967752,1663060,-607614,9026198,9026198,16005700,1106344,174490,73908,-633604,721138,-363921,-2,-363923,-193725,-193725,163490,163490,6624,170114,2398355,0,1771488,0.46685,0.25921,0.12895,0.12257,0.06912,1.60121,1.98751,0.77325,0,0.20616,0.20098,1.59875,1.68143,0.33011,0.12206,0.19544,-0.70148,-0.75652
"30","2019_Q1",2.43377049180328,"Up",5514400,-3059491,2454909,-1523062,-846673,-353497,-193340,-129552,931847,47440,47440,979287,-1059824,-80537,79672.9999999999,-864,-864,-864,-864,1709900,1709900,2049331,2049331,4815215,1778751,1247233,531518,10353197,2317490,65846,25380,2383336,12736533,3431568,2779182,652386,3431568,250900,250900,3682468,3000,7998172,1662196,-609303,9054065,9054065,12736533,-864,193340,108013,-397148,-96659,-402258,-2,-402260,517820,517820,18901,18901,8602,27503,1125187,-9.09494701772928e-13,246108,0.44518,0.16898,-0.000159999999999993,-0.000100000000000031,-7.00000000000006e-05,-284.84722,3.01705,0.40672,-5.42101086242752e-20,-0.000159999999999993,-0.000159999999999938,1.02733,1.68621,0.0458500000000001,-9.00000000000067e-05,0.02645,-1.51966,-1.83496
"31","2019_Q2",2.17920634920635,"Down",6090928,-3228826,2862102,-1709072,-1031228,-340096,-189695,-148053,1153030,-3021,-3021,1150009,-1137692,12317,-3079,9238,9238,9238,9238,1555676,1555676,2569519,2569519,6318051,1058893,611332,447561,11502139,2286971,523665,483356,2810636,14312775,4341014,3908605,432409,4512631,557284,557284,5069915,3000,8179422,1671434,-610996,9242860,9242860,14312775,9238,189695,181337,-190725,189545,-160353,-1,-160354,-198056,-183056,-153865,-153865,-359,-154224,1342725,0,994726,0.4699,0.1893,0.00152,0.001,0.00065,107.67764,2.54888,0.54852,0,0.00172,0.00166,1.13199,1.71721,0.18487,0.00094,0.1015,-1.1586,-1.34921
"32","2019_Q3",1.898125,"Down",5277066,-2646430,2630636,-1696872,-993308,-366219,-188300,-149045,933764,-572.000000000007,-571.999999999993,933192,-831288,101904,-28204,73700,73700,73700,73700,1492347,1492347,1796953,1796953,5307009,2033640,1317230,716410,10629949,2141635,484539,443015,2626174,13256123,3196435,2831790,364645,3369611,535094,535094,3904705,3000,8179422,1745134,-576138,9351418,9351418,13256123,73700,188300,-19091,-203675,39234,-31535,-2,-31537,-93240,-93240,-85543,-85543,22214,-63329,1122064,0,915058,0.4985,0.17695,0.01397,0.00787999999999999,0.00556,12.41598,3.15465,0.41755,-8.67361737988404e-19,0.01368,0.01332,0.97964,1.73545,0.16987,0.00745,0.09256,-1.33,-1.59821
"33","2019_Q4",1.9703125,"Up",9649335,-5152688,4496647,-1730990,-1005687,-357258,-191712,-176333,2765657,-449,-449,2765208,-1004171,1761037,-440259,1320778,1320778,1320778,1320778,1906612,1906612,5828054,5828054,6967980,1557570,1025954,531616,16260216,2338426,434417,395775,2772843,19033059,7433111,6930930,502181,7952589,511030,511030,8463619,3000,8179422,3065912,-678894,10569440,10569440,19033059,1320778,191712,175539,-919163,768866,-414390,-1,-414391,132277,132277,486752,486752,-72487,414265,2957369,350000,2064075,0.46601,0.28662,0.13688,0.12496,0.06939,1.56277,2.04464,0.80076,0.01839,0.24519,0.24012,1.79131,1.96156,0.38318,0.11555,0.18058,-0.52635,-0.56284
