"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",57.1209677419355,"Down",5.319e+09,-3.947e+09,1.372e+09,-4.74e+08,-4.74e+08,8.98e+08,-2.4e+07,-9e+06,7e+06,-2.2e+07,8.74e+08,8.74e+08,-2.65e+08,6.09e+08,6.09e+08,3e+06,6.12e+08,6.12e+08,1.702e+09,1.702e+09,4.033e+09,4.033e+09,5.989e+09,1.943e+09,5.92e+08,1.065e+09,1.3667e+10,2.818e+09,1.1807e+10,4.431e+09,6.94e+09,1.16e+08,1.4995e+10,2.8662e+10,3.922e+09,1.365e+09,1.94e+08,2.363e+09,1.405e+09,1.037e+09,5.681e+09,1.175e+09,2.123e+09,1.802e+09,3.21e+08,3.298e+09,8.979e+09,8.722e+09,1.0773e+10,7.9e+07,1.9574e+10,1.09e+08,1.9683e+10,2.8662e+10,6.09e+08,1.57e+08,1.5e+07,-6.44e+08,1.37e+08,-1.29e+08,7e+06,-4.13e+08,-5.1e+07,7.9e+07,4e+06,5e+07,-2.26e+08,-2.26e+08,1.1e+07,-2.15e+08,1.055e+09,1.529e+09,5.47e+08,0.25794,0.16883,0.11506,0.03109,0.02135,0.89379,2.40574,0.45618,0.05335,1.43326,1.43662,12.45667,45.84075,1.28103,0.11944,3,0.02841,0.02344,0.08333,-0.16398,-0.19265
"12","2013_Q1",54.892,"Down",2.838e+09,-1.74e+09,1.098e+09,-3.63e+08,-3.63e+08,7.35e+08,-2.9e+07,-1.9e+07,1.5e+07,-2.5e+07,7.06e+08,7.06e+08,-1.46e+08,5.6e+08,6.68e+08,0,6.68e+08,6.68e+08,3.319e+09,3.319e+09,4.32e+09,4.32e+09,5.891e+09,2.148e+09,5.74e+08,1.225e+09,1.5678e+10,2.945e+09,1.2468e+10,4.743e+09,7.172e+09,1.4e+08,1.5806e+10,3.1484e+10,4.126e+09,1.2e+09,3.55e+08,2.571e+09,1.522e+09,1.189e+09,5.649e+09,3.148e+09,2.331e+09,1.997e+09,3.34e+08,5.479e+09,1.1128e+10,8.747e+09,1.1385e+10,1.07e+08,2.0239e+10,1.17e+08,2.0356e+10,3.1484e+10,5.6e+08,1.54e+08,-8.9e+07,1.87e+08,8e+08,-1.87e+08,1.1e+07,-7.65e+08,-5.6e+07,1.622e+09,1.1e+07,1.578e+09,1.613e+09,1.613e+09,4e+06,1.617e+09,8.89e+08,3.149e+09,1.035e+09,0.38689,0.25899,0.23538,0.03282,0.02122,1.5494,2.77536,0.54667,0.10002,1.57176,1.55349,6.67765,47.62118,2.43529,0.13176,5,0.02802,0.04006,0.08383,-0.19123,-0.23129
"13","2013_Q2",54.003125,"Down",5.307e+09,-4.043e+09,1.264e+09,-5.13e+08,-5.13e+08,7.51e+08,-2.7e+07,-2.5e+07,1.9e+07,-2.1e+07,7.24e+08,7.24e+08,-2.24e+08,5e+08,5e+08,2e+06,5.02e+08,5.02e+08,2.441e+09,2.441e+09,4.279e+09,4.279e+09,6.135e+09,2.139e+09,4.74e+08,1.333e+09,1.4994e+10,3.215e+09,1.4937e+10,5.399e+09,9.005e+09,1.38e+08,1.8562e+10,3.3556e+10,4.157e+09,1.283e+09,4.06e+08,2.468e+09,1.389e+09,1.093e+09,5.546e+09,4.349e+09,2.982e+09,2.543e+09,4.39e+08,7.331e+09,1.2877e+10,8.776e+09,1.1831e+10,-5.8e+07,2.0549e+10,1.3e+08,2.0679e+10,3.3556e+10,5e+08,1.74e+08,-3.4e+07,-1.34e+08,5.06e+08,-1.68e+08,8e+06,-2.535e+09,-5.6e+07,1.2e+09,1.3e+07,1.162e+09,-8.67e+08,-8.67e+08,-1.1e+07,-8.78e+08,9.25e+08,4.349e+09,8.47e+08,0.23818,0.14151,0.09459,0.02428,0.01496,1.68725,2.70357,0.62271,0.1296,1.1784,1.1729,12.45775,48.23709,1.98826,0.13146,5,0.01992,0.03024,0.11155,2.0627,2.54061
"14","2013_Q3",58.8528125,"Up",3.749e+09,-2.674e+09,1.075e+09,-4.2e+08,-4.2e+08,6.55e+08,-3e+06,-2.7e+07,1.5e+07,9e+06,6.52e+08,6.52e+08,-1.99e+08,4.53e+08,5.31e+08,0,5.31e+08,5.31e+08,2.327e+09,2.327e+09,4.424e+09,4.424e+09,6.083e+09,2.387e+09,5.79e+08,1.448e+09,1.5221e+10,3.21e+09,1.4805e+10,5.305e+09,8.997e+09,1.08e+08,1.8372e+10,3.3593e+10,4.161e+09,1.232e+09,2.48e+08,2.681e+09,1.458e+09,1.159e+09,5.619e+09,4.12e+09,2.903e+09,2.458e+09,4.45e+08,7.023e+09,1.2642e+10,8.809e+09,1.2251e+10,-2.01e+08,2.0859e+10,9.2e+07,2.0951e+10,3.3593e+10,4.53e+08,1.82e+08,-2.1e+07,-3.81e+08,3.64e+08,-1.16e+08,3.8e+07,-1.29e+08,-1.11e+08,-2.3e+08,0,-3.34e+08,-9.9e+07,-9.9e+07,-1.5e+07,-1.14e+08,8.37e+08,4.12e+09,5.39e+08,0.28674,0.17471,0.14164,0.02534,0.01581,1.01507,2.70884,0.60341,0.12264,1.24648,1.24065,8.80047,48.96479,1.26526,0.26056,4,0.02295,0.01927,0.20904,2.14217,2.7374
"15","2013_Q4",64.164375,"Up",4.863e+09,-3.502e+09,1.361e+09,-4.77e+08,-4.77e+08,8.84e+08,-2.3e+07,-2.4e+07,1.3e+07,-1.2e+07,8.61e+08,8.61e+08,-2.63e+08,5.98e+08,6.36e+08,0,6.36e+08,6.36e+08,2.741e+09,2.741e+09,4.801e+09,4.801e+09,6.078e+09,2.635e+09,6.25e+08,1.64e+09,1.6255e+10,3.333e+09,1.4712e+10,5.18e+09,9.036e+09,1.24e+08,1.8418e+10,3.4673e+10,4.429e+09,1.312e+09,2.6e+08,2.857e+09,1.888e+09,1.553e+09,6.317e+09,3.749e+09,2.882e+09,2.443e+09,4.39e+08,6.631e+09,1.2948e+10,8.85e+09,1.2776e+10,1e+06,2.1627e+10,9.8e+07,2.1725e+10,3.4673e+10,5.98e+08,1.87e+08,6.3e+07,8.3e+07,1.009e+09,-1.5e+08,2.3e+07,-1.48e+08,-1.11e+08,-3.71e+08,4e+06,-4.65e+08,3.96e+08,3.96e+08,1.8e+07,4.14e+08,1.071e+09,3.749e+09,1.267e+09,0.27987,0.18178,0.13078,0.02928,0.01834,1.99214,2.57322,0.596,0.10812,1.49296,1.48598,11.41549,50.76761,2.97418,0.26056,5,0.02634,0.04468,0.17453,0.94118,1.14027
"16","2014_Q1",60.7111475409836,"Down",5.302e+09,-3.898e+09,1.404e+09,-4.95e+08,-4.95e+08,9.09e+08,-2.2e+07,-2.3e+07,1.6e+07,-1.5e+07,8.87e+08,8.87e+08,-2.57e+08,6.3e+08,6.61e+08,-3e+06,6.58e+08,6.58e+08,3.436e+09,3.436e+09,4.896e+09,4.896e+09,5.603e+09,2.488e+09,5.76e+08,1.539e+09,1.6423e+10,3.408e+09,1.4591e+10,5.055e+09,9.049e+09,1.15e+08,1.8389e+10,3.4812e+10,4.594e+09,1.275e+09,5.56e+08,2.763e+09,2.083e+09,1.771e+09,6.678e+09,3.149e+09,2.655e+09,2.292e+09,3.63e+08,5.804e+09,1.2482e+10,8.911e+09,1.3323e+10,-3999999.99999997,2.223e+10,1e+08,2.233e+10,3.4812e+10,6.3e+08,1.95e+08,-1.97e+08,7.82e+08,1.518e+09,-1.8e+08,3.2e+07,-1.52e+08,-1.11e+08,-5.99e+08,1e+07,-6.68e+08,6.98e+08,6.98e+08,-3e+06,6.95e+08,1.104e+09,3.15e+09,1.963e+09,0.26481,0.17144,0.1241,0.02947,0.0189,2.98328,2.45927,0.55898,0.09049,1.5446,1.53738,12.44601,52.1831,4.60798,0.26056,6,0.02733,0.06977,0.16869,-0.25906,-0.31463
"17","2014_Q2",66.1938095238095,"Up",4.889e+09,-3.599e+09,1.29e+09,-4.91e+08,-4.91e+08,7.99e+08,-1.2e+07,-2.2e+07,1e+07,-30230635.3423215,7.87e+08,7.87e+08,-2.39e+08,5.48e+08,5.89e+08,-2489366.05278561,5.89e+08,5.89e+08,3.688e+09,3.688e+09,5.31e+09,5.31e+09,5.659e+09,2.554e+09,7.09e+08,1.52e+09,1.7211e+10,3.437e+09,1.443e+10,4.953e+09,8.875e+09,1.23e+08,1.8269e+10,3.548e+10,4.592e+09,1.391e+09,4.84e+08,2.717e+09,2.506e+09,2.079e+09,7.098e+09,3.149e+09,2.441e+09,2.088e+09,3.53e+08,5.59e+09,1.2688e+10,8.937e+09,1.3801e+10,-4.1e+07,2.2697e+10,9.5e+07,2.2792e+10,3.548e+10,5.48e+08,1.91e+08,9.9e+07,-3.53e+08,4.88e+08,-1.25e+08,7e+06,-1.26e+08,-1.11e+08,-1e+06,2e+06,-1.05e+08,2.57e+08,2.57e+08,-5e+06,2.52e+08,9.9e+08,3.149e+09,7.51e+08,0.26386,0.16343,0.12047,0.02584,0.0166,1.27504,2.42477,0.55669,0.08875,1.37617,1.37296,11.4229,53.03037,1.75467,0.25935,5,0.02466,0.02646,0.18846,-0.54444,-0.67459
"18","2014_Q3",73.91171875,"Up",5.255e+09,-3.805e+09,1.45e+09,-5.37e+08,-5.37e+08,9.13e+08,-2e+07,-2.2e+07,2.3e+07,-2.1e+07,8.93e+08,8.93e+08,-2.84e+08,6.09e+08,6.2e+08,-999999.999999999,6.19e+08,6.19e+08,3.885e+09,3.885e+09,4.427e+09,4.427e+09,5.198e+09,2.493e+09,5.95e+08,1.567e+09,1.6003e+10,3.44e+09,1.4033e+10,4.808e+09,8.64e+09,1.13e+08,1.7824e+10,3.3827e+10,4.295e+09,1.178e+09,2.6e+08,2.857e+09,2.62e+09,2.176e+09,6.915e+09,3.148e+09,2.346e+09,2.002e+09,3.44e+08,5.494e+09,1.2409e+10,9.003e+09,1.2281e+10,4.8e+07,2.1332e+10,8.6e+07,2.1418e+10,3.3827e+10,6.09e+08,1.9e+08,1.1e+07,-2.5e+07,8.71e+08,-1.75e+08,-2.47e+08,-5.28e+08,-1.98e+08,999999.99999994,1e+07,-1.58e+08,1.85e+08,1.85e+08,1.2e+07,1.97e+08,1.103e+09,3.148e+09,1.187e+09,0.27593,0.17374,0.11779,0.0289,0.0183,1.91761,2.31424,0.57937,0.09306,1.44626,1.43619,12.27804,49.84112,2.77336,0.46262,6,0.03036,0.04411,0.31987,-0.66818,-0.80723
"19","2014_Q4",62.67140625,"Down",5.587e+09,-4.059e+09,1.528e+09,-5.4e+08,-5.4e+08,9.88e+08,-4e+06,-2.2e+07,9e+06,9e+06,9.84e+08,9.84e+08,-2.83e+08,7.01e+08,7.01e+08,-2e+06,6.99e+08,6.99e+08,4.091e+09,4.091e+09,4.482e+09,4.482e+09,5.464e+09,2.633e+09,6.19e+08,1.615e+09,1.667e+10,3.377e+09,1.3867e+10,4.695e+09,8.614e+09,1.25e+08,1.76e+10,3.427e+10,4.836e+09,1.259e+09,2.67e+08,3.31e+09,2.214e+09,1.809e+09,7.201e+09,2.995e+09,2.455e+09,2.088e+09,3.67e+08,5.45e+09,1.2651e+10,9.103e+09,1.2782e+10,-3.62e+08,2.1523e+10,9.6e+07,2.1619e+10,3.427e+10,7.01e+08,1.98e+08,6.5e+07,-4.45e+08,5.19e+08,-1.68e+08,1.04e+08,-1.43e+08,-1.98e+08,-2e+06,-3e+06,-1.3e+08,2.46e+08,2.46e+08,-4e+07,2.06e+08,1.186e+09,3.146e+09,8.56e+08,0.27349,0.17684,0.12511,0.03233,0.0204,1.22461,2.31496,0.58518,0.0918,1.63318,1.62558,13.05374,50.28738,2,0.46262,5,0.03295,0.03145,0.28326,-0.7968,-0.95648
"20","2015_Q1",49.125737704918,"Down",5.709e+09,-4.168e+09,1.541e+09,-5.24e+08,-5.24e+08,1.017e+09,-8.3e+07,-2.1e+07,1.6e+07,-7.8e+07,9.34e+08,8.3e+08,-2.33e+08,5.97e+08,5.97e+08,-2e+06,5.95e+08,5.95e+08,3.536e+09,3.536e+09,4.416e+09,4.416e+09,5.281e+09,2.929e+09,6.04e+08,1.878e+09,1.6162e+10,3.362e+09,1.3676e+10,4.444e+09,8.539e+09,1.9e+08,1.74e+10,3.3562e+10,5.138e+09,1.189e+09,4.31e+08,3.518e+09,2.084e+09,1.775e+09,7.374e+09,3.014e+09,2.402e+09,1.972e+09,4.3e+08,5.416e+09,1.279e+10,8.345e+09,1.3181e+10,-8.34e+08,2.0692e+10,8e+07,2.0772e+10,3.3562e+10,5.97e+08,1.99e+08,-8.9e+07,28999999.9999999,7.36e+08,-2.31e+08,3.4e+07,-3.07e+08,-1.96e+08,20000000.0000001,4e+06,-9.5e+08,-5.21e+08,-5.21e+08,-3.4e+07,-5.55e+08,1.216e+09,3.166e+09,1.247e+09,0.26992,0.17814,0.10422,0.02864,0.01773,2.0958,2.19175,0.61573,0.09433,1.39019,1.38372,13.33879,48.34579,2.91355,0.45794,6,0.03003,0.04734,0.32941,-0.30428,-0.36382
"21","2015_Q2",46.9934920634921,"Down",4.82e+09,-3.643e+09,1.177e+09,-6.07e+08,-6.07e+08,5.7e+08,-6.8e+07,-2.1e+07,9e+06,-5.6e+07,5.02e+08,5.02e+08,-1.89e+08,3.13e+08,3.13e+08,-3e+06,3.1e+08,3.1e+08,3.024e+09,3.024e+09,4.024e+09,4.024e+09,5.378e+09,2.873e+09,5.69e+08,1.926e+09,1.5299e+10,3.216e+09,1.3549e+10,4.29e+09,8.509e+09,1.91e+08,1.7125e+10,3.2424e+10,4.72e+09,9.88e+08,4.32e+08,3.3e+09,1.796e+09,1.497e+09,6.667e+09,4.094e+09,2.541e+09,2.014e+09,5.27e+08,6.635e+09,1.3302e+10,7.049e+09,1.3306e+10,-1.318e+09,1.9037e+10,8.5e+07,1.9122e+10,3.2424e+10,3.13e+08,1.9e+08,7.5e+07,-4.64e+08,1.14e+08,-1.3e+08,4e+06,-1.49e+08,-1.85e+08,1.079e+09,-3e+06,-4.36e+08,-4.71e+08,-4.71e+08,-4.1e+07,-5.12e+08,7.6e+08,4.245e+09,3.55e+08,0.24419,0.11826,0.06432,0.01621,0.00956,1.14516,2.29474,0.69564,0.13092,0.76167,0.75795,11.84275,46.77396,0.87224,0.45455,4,0.01911,0.0137,0.59677,1.60658,2.14211
"22","2015_Q3",37.76796875,"Down",3.909e+09,-3.054e+09,8.55e+08,-4.17e+08,-4.17e+08,4.38e+08,-4.7e+07,-2.4e+07,7e+06,-3e+07,3.91e+08,3.91e+08,-1.05e+08,2.86e+08,2.86e+08,3e+06,2.89e+08,2.89e+08,2.544e+09,2.544e+09,3.476e+09,3.476e+09,5.394e+09,2.753e+09,5.62e+08,1.81e+09,1.4167e+10,3.25e+09,1.3481e+10,4.257e+09,8.507e+09,1.82e+08,1.7058e+10,3.1225e+10,3.899e+09,8.47e+08,2.4e+07,3.028e+09,1.622e+09,1.269e+09,5.672e+09,4.154e+09,2.394e+09,1.976e+09,4.18e+08,6.548e+09,1.222e+10,6.629e+09,1.3417e+10,-1.119e+09,1.8927e+10,7.8e+07,1.9005e+10,3.1225e+10,2.86e+08,1.9e+08,1.31e+08,-4.13e+08,1.94e+08,-1.04e+08,2e+06,-1.23e+08,-1.78e+08,6e+07,2e+06,-5.61e+08,-4.9e+08,-4.9e+08,9999999.99999999,-4.8e+08,6.28e+08,4.305e+09,2.16e+08,0.21873,0.11205,0.07393,0.01521,0.00926,0.7474,2.49771,0.64299,0.13787,0.74677,0.74677,10.10078,48.90698,0.55814,0.45995,4,0.01817,0.0084,0.61592,2.80414,4.02055000000001
"23","2015_Q4",34.760625,"Down",3.306e+09,-2.663e+09,6.43e+08,-3.54e+08,-3.54e+08,2.89e+08,-4.2e+07,-2.2e+07,0,-2e+07,2.47e+08,1.92e+08,-3.6e+07,1.56e+08,1.56e+08,-1e+06,1.55e+08,1.55e+08,1.846e+09,1.846e+09,3.325e+09,3.325e+09,5.172e+09,2.59e+09,5.3e+08,1.669e+09,1.2933e+10,3.122e+09,1.3242e+10,4.087e+09,8.465e+09,1.7e+08,1.6695e+10,2.9628e+10,3.653e+09,7.31e+08,1.12e+08,2.81e+09,1.538e+09,1.18e+09,5.193e+09,3.981e+09,2.248e+09,1.826e+09,4.22e+08,6.229e+09,1.1422e+10,6.205e+09,1.3398e+10,-1.477e+09,1.8126e+10,8e+07,1.8206e+10,2.9628e+10,1.56e+08,1.84e+08,-1.9e+07,8.9e+07,4.1e+08,-9.8e+07,1.8e+07,-1.06e+08,-1.74e+08,-3.24e+08,-1e+06,-9.42e+08,-6.38e+08,-6.38e+08,-6e+07,-6.98e+08,4.73e+08,3.983e+09,5e+08,0.19449,0.08742,0.04688,0.00851,0.00523,3.22581,2.49047,0.62738,0.13443,0.40576,0.4047,8.65445,47.45026,1.3089,0.4555,5,0.01346,0.02046,1.12258,4.51797,7.39446
"24","2016_Q1",28.9334426229508,"Down",2.722e+09,-2.334e+09,3.88e+08,-3.86e+08,-3.86e+08,2e+06,-4.2e+07,-2.2e+07,-3e+06,-1.7e+07,-4e+07,-1.674e+09,1.52e+08,-1.522e+09,-1.522e+09,-1e+06,-1.523e+09,-1.523e+09,2.08e+09,2.08e+09,2.926e+09,2.926e+09,4.678e+09,1.741e+09,4.91e+08,1.25e+09,1.1425e+10,3.124e+09,1.1094e+10,3.849e+09,6.98e+09,1.35e+08,1.4545e+10,2.597e+10,3.171e+09,6.23e+08,2.64e+08,2.284e+09,7.85e+08,7.85e+08,3.958e+09,3.907e+09,1.645e+09,1.362e+09,2.83e+08,5.552e+09,9.51e+09,8.009e+09,9.927e+09,-1.553e+09,1.6383e+10,7.7e+07,1.646e+10,2.597e+10,-1.522e+09,1.83e+08,1.631e+09,3.22e+08,6.14e+08,-1.21e+08,1e+06,-1.36e+08,-1.73e+08,-53000000.0000001,1e+06,-2.24e+08,2.54e+08,2.54e+08,-2e+07,2.34e+08,1.85e+08,3.909e+09,2.34e+08,0.14254,0.000729999999999981,-0.55952,-0.09253,-0.05864,-0.15364,2.88656,0.57776,0.15052,-4.09409,-4.12737,7.3172,44.04032,0.62903,0.46505,4,-0.06132,0.01063,-0.11359,9.88648999999999,914.5
"25","2016_Q2",30.751875,"Up",2.189e+09,-1.945e+09,2.44e+08,-4.33e+08,-4.33e+08,-1.89e+08,-4.7e+07,-2e+07,-6e+06,-2.1e+07,-2.36e+08,-2.36e+08,1.18e+08,-1.18e+08,-1.18e+08,-1e+06,-1.19e+08,-1.19e+08,1.759e+09,1.759e+09,2.212e+09,2.212e+09,4.534e+09,1.543e+09,5.03e+08,1.04e+09,1.0048e+10,3.303e+09,1.1079e+10,3.8e+09,7.003e+09,1.32e+08,1.4706e+10,2.4754e+10,2.724e+09,4.67e+08,1.99e+08,2.058e+09,7.04e+08,7.04e+08,3.435e+09,3.372e+09,1.514e+09,1.239e+09,2.75e+08,4.886e+09,8.321e+09,8.028e+09,9.635e+09,-1.308e+09,1.6355e+10,7.8e+07,1.6433e+10,2.4754e+10,-1.18e+08,1.75e+08,-4.6e+07,6.1e+08,6.21e+08,-8.4e+07,2e+06,-1.03e+08,-1.73e+08,-6.84e+08,-5e+06,-8.61e+08,-3.43e+08,-3.43e+08,2.2e+07,-3.21e+08,-1.4e+07,3.379e+09,3.94e+08,0.11147,-0.08634,-0.05436,-0.00724,-0.00481,-3.31092,2.92518,0.50636,0.1365,-0.31733,-0.31733,5.83733,43.61333,1.05067,0.46133,4,0.00253,0.01848,-1.45378,-115.71429,-8.57143
"26","2016_Q3",32.19984375,"Up",1.724e+09,-1.689e+09,3.5e+07,-3.05e+08,-3.05e+08,-2.7e+08,-6.8e+07,-2.7e+07,-7e+06,-3.4e+07,-3.38e+08,-3.38e+08,1.21e+08,-2.17e+08,-2.17e+08,0,-2.17e+08,-2.17e+08,1.661e+09,1.661e+09,2.044e+09,2.044e+09,4.287e+09,1.212e+09,4.22e+08,7.9e+08,9.204e+09,3.277e+09,1.0989e+10,3.709e+09,6.986e+09,1.47e+08,1.458e+10,2.3784e+10,2.282e+09,4.34e+08,7.4e+07,1.774e+09,6.53e+08,6.53e+08,2.947e+09,3.268e+09,1.383e+09,1.103e+09,2.8e+08,4.651e+09,7.598e+09,8.044e+09,9.399e+09,-1.325e+09,1.6118e+10,6.8e+07,1.6186e+10,2.3784e+10,-2.17e+08,1.78e+08,-2.8e+07,1.95e+08,1.28e+08,-7.7e+07,1e+06,-9.1e+07,-1.9e+07,-1.01e+08,-9e+06,-1.29e+08,-91999999.9999999,-91999999.9999999,-6e+06,-98000000.0000001,-9.2e+07,3.28e+09,-9.5e+07,0.0203,-0.15661,-0.12587,-0.01341,-0.00912,0.43779,3.12318,0.46942,0.13791,-0.57867,-0.578670000000001,4.59733,42.98133,-0.25333,0.05067,4,-0.0095,-0.00455999999999999,-0.0875599999999999,-17.59783,-5.99630000000005
"27","2016_Q4",34.9868253968254,"Up",1.646e+09,-1.567e+09,7.9e+07,-2.93e+08,-2.93e+08,-2.14e+08,-5.8e+07,-2.2e+07,-6e+06,-3e+07,-2.72e+08,-1.244e+09,-1.2e+08,-1.364e+09,-1.364e+09,2e+06,-1.362e+09,-1.362e+09,1.51e+09,1.51e+09,1.808e+09,1.808e+09,4.161e+09,1.232e+09,4.67e+08,7.65e+08,8.711e+09,3.261e+09,9.911e+09,3.626e+09,6.015e+09,1.35e+08,1.3483e+10,2.2194e+10,2.059e+09,3.96e+08,3.5e+07,1.628e+09,5.5e+08,5.5e+08,2.615e+09,3.21e+09,1.481e+09,1.155e+09,3.26e+08,4.691e+09,7.306e+09,8.083e+09,8.018e+09,-1.283e+09,1.4818e+10,7e+07,1.4888e+10,2.2194e+10,-1.364e+09,1.76e+08,1.136e+09,1.1e+08,5.8e+07,-6e+07,1e+06,-8.3e+07,-1.9e+07,-1.12e+08,4e+06,-1.26e+08,-1.51e+08,-1.51e+08,0,-1.51e+08,-3.8e+07,3.216e+09,1.32e+08,0.048,-0.13001,-0.82746,-0.09148,-0.06137,-0.09692,3.33117,0.49073,0.1449,-3.632,-3.632,4.38933,39.51467,0.352,0.05067,4,-0.06857,0.00674,-0.01395,-44.89474,-7.97196
"28","2017_Q1",37.4646774193548,"Up",1.692e+09,-2.151e+09,-4.59e+08,-3.07e+08,-3.07e+08,-7.66e+08,-3.9e+07,-2.1e+07,-2e+06,-1.6e+07,-8.05e+08,-8.05e+08,8.8e+07,-7.17e+08,-7.17e+08,3e+06,-7.14e+08,-7.14e+08,1.408e+09,1.408e+09,2.083e+09,2.083e+09,3.325e+09,1.06e+09,3.95e+08,6.65e+08,7.876e+09,3.15e+09,9.807e+09,3.53e+09,6.067e+09,1.24e+08,1.3264e+10,2.114e+10,2.101e+09,4.14e+08,1.19e+08,1.568e+09,4.4e+08,4.4e+08,3.047e+09,2.708e+09,1.382e+09,1.064e+09,3.18e+08,4.09e+09,7.137e+09,8.107e+09,7.285e+09,-1.452e+09,1.394e+10,6.3e+07,1.4003e+10,2.114e+10,-7.17e+08,1.74e+08,5.67e+08,1.29e+08,1.53e+08,-6.3e+07,2.2e+07,-2.11e+08,-1.9e+07,-3e+06,-5e+06,-2.5e+07,-8.3e+07,-8.3e+07,-1.9e+07,-1.02e+08,-5.92e+08,3.214e+09,-6.14e+08,-0.27128,-0.45272,-0.42199,-0.05099,-0.03377,0.85994,2.58484,0.50968,0.15203,-1.88391,-1.88391,4.46438,36.781,-1.62005,0.05013,4,-0.03737,-0.03301,-0.02661,-3.05068000000001,-2.3577
"29","2017_Q2",33.2185714285714,"Down",1.741e+09,-1.532e+09,2.09e+08,-3.06e+08,-3.06e+08,-9.7e+07,-3.6e+07,-2.1e+07,-1087293.75040718,-1.5e+07,-1.33e+08,-1.33e+08,1.3e+07,-1.2e+08,-1.2e+08,-2e+06,-1.22e+08,-1.22e+08,1.479e+09,1.479e+09,1.978e+09,1.978e+09,3.254e+09,1.033e+09,3.8e+08,6.53e+08,7.744e+09,3.108e+09,9.75e+09,3.467e+09,6.065e+09,1.31e+08,1.316e+10,2.0904e+10,1.983e+09,3.88e+08,8.3e+07,1.512e+09,3.63e+08,3.63e+08,2.852e+09,2.707e+09,1.36e+09,1.043e+09,3.17e+08,4.067e+09,6.919e+09,8.139e+09,7.138e+09,-1.356e+09,1.3921e+10,6.4e+07,1.3985e+10,2.0904e+10,-1.2e+08,1.75e+08,5.9e+07,-3e+06,1.11e+08,-4.2e+07,6e+06,-4.2e+07,-1.9e+07,-2e+06,-1e+06,-1.3e+07,5.6e+07,5.6e+07,1.5e+07,7.1e+07,7.8e+07,3.213e+09,2e+07,0.12005,-0.05572,-0.07007,-0.00872,-0.00584,-0.16393,2.71529,0.49474,0.1537,-0.32447,-0.32447,4.63032,37.02394,0.05319,0.05053,4,-0.00555,0.00108,-0.15574,22.23077,-17.87629
