"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"30","2017_Q3",57.8179365079365,"Down",126463000,-21141000,105322000,-79727000,-13275000,-66452000,25595000,-1316000,-4886000,3570000,24279000,24279000,-8736000,15543000,15543000,15543000,15543000,102916000,102916000,35252000,35252000,41147000,69980000,15679000,49184000,249295000,1299185000,84946000,159078000,156094000,1543209000,1792504000,49366000,34047000,15319000,4404000,29870000,20870000,83640000,580687000,66800000,386116000,90151000,971125000,1054765000,737739000,737739000,1792504000,15543000,13275000,3942000,-6996000,25764000,-26052000,-76000.0000000001,-28746000,-10661000,-1087000,-28000.0000000001,-11776000,-14758000,-14758000,-14758000,38870000,394842000,14558000,0.83283,0.20239,0.12291,0.02107,0.00867,0.93663,2.98057,1.42973,0.22027,0.44834,0.44834,3.64783,21.28011,0.41993,0.30752,0.01529,0.0085,0.6859,7.51032,11.40559
"31","2017_Q4",58.4126984126984,"Up",139539000,-20923000,118616000,-76619000,-13372000,-63247000,41997000,216000,-4727000,4943000,42213000,42213000,-15584000,26629000,26629000,26629000,26629000,104733000,104733000,38129000,38129000,46610000,65885000,12406000,46772000,255357000,1312400000,86455000,155788000,152317000,1554643000,1.81e+09,46250000,31519000,14731000,11428000,26904000,18616000,84582000,582765000,65616000,390064000,92195000,972171000,1056753000,753247000,753247000,1.81e+09,26629000,13372000,1150000,-12021000,29130000,-21718000,-691000,-23715000,-11181000,5907000,-49000,-5323000,92000,92000,92000,55369000,400834000,37214000,0.85006,0.30097,0.19084,0.03535,0.01471,1.3975,3.01905,1.40293,0.22146,0.76811,0.76811,4.02501,21.72744,1.07344,0.32252,0.02177,0.02143,0.41988,5.34778,7.05053
"32","2018_Q1",51.3913114754098,"Down",140274000,-39626000,100648000,-75451000,-13471000,-61980000,25197000,-2456000,-4817000,2361000,22741000,22741000,13393000,36134000,36134000,36134000,36134000,107952000,107952000,42299000,42299000,43793000,96587000,26535000,61235000,290631000,1341357000,67772000,155422000,148086000,1564551000,1855182000,65491000,47645000,17846000,28452000,32571000,24391000,126514000,552320000,69088000,226048000,223194000,950481000,1076995000,778187000,778187000,1855182000,36134000,13471000,-10520000,-3858000,35227000,-41425000,-42999.9999999999,-45686000,-11180000,25902000,-231000,14491000,4032000,4032000,4032000,38668000,426613000,-20008000,0.71751,0.17963,0.2576,0.04643,0.01948,-0.55372,2.29722,1.38398,0.22996,1.04229,1.04229,4.04621,22.44684,-0.57713,0.32249,0.02693,-0.01139,0.3094,8.24095,12.64678
"33","2018_Q2",52.93796875,"Up",157632000,-51526000,106106000,-79918000,-13623000,-66295000,26188000,180000,-4739000,4919000,26368000,26368000,-6367000,20001000,20001000,20001000,20001000,101157000,101157000,43307000,43307000,36718000,67558000,14956000,51219000,248740000,1366214000,72176000,156448000,146817000,1594838000,1843578000,47913000,35026000,12887000,27477000,30840000,21890000,106230000,553208000,69030000,225202000,226636000,950341000,1056571000,787007000,787007000,1843578000,20001000,13623000,-3664000,17018000,46978000,-37631000,-35000,-39543000,-11181000,-2103000,0,-13284000,-5849000,-5849000,-5849000,39811000,424610000,25565000,0.67312,0.16613,0.12688,0.02541,0.01085,1.27819,2.34152,1.34252,0.23032,0.57693,0.57693,4.5469,22.70125,0.73742,0.32252,0.01767,0.01449,0.55902,8.12471,12.35119
"34","2018_Q3",59.2226984126984,"Up",124262000,-24813000,99449000,-75218000,-13872000,-61346000,24231000,-52000,-4783000,4731000,24179000,24179000,-5828000,18351000,18351000,18351000,18351000,95579000,95579000,35473000,35473000,41809000,69449000,16042000,52015000,242310000,1420262000,72083000,158790000,146834000,1651135000,1893445000,53297000,37498000,15799000,32702000,32427000,23567000,118426000,564743000,69249000,227168000,238436000,980841000,1099267000,794178000,794178000,1893445000,18351000,13872000,-737999.999999999,13155000,44640000,-62758000,633000,-63528000,-11180000,24090000,0,12910000,-5978000,-5978000,-5978000,38103000,448800000,-5672000.00000001,0.80032,0.195,0.14768,0.02311,0.00969,-0.30908,2.04609,1.38416,0.23703,0.52934,0.52934,3.58434,22.9081,-0.16361,0.32249,0.01634,-0.00314,0.60923,9.27016,14.57724
"35","2018_Q4",58.495873015873,"Down",137795000,-21714000,116081000,-76283000,-14259000,-62024000,39798000,-695000,-5025000,4330000,39103000,39103000,-9597000,29506000,29506000,29506000,29506000,133855000,133855000,41693000,41693000,45428000,59736000,12239000,45742000,280712000,1459462000,73445000,160678000,146412000,1693585000,1974297000,66773000,50340000,16433000,4527000,27189000,17839000,98489000,569427000,69346000,230040000,243121000,1063825000,1162314000,811983000,811983000,1974297000,29506000,14259000,1139000,1910000,46814000,-48612000,-230000,-50363000,-11701000,50683000,-659000,38323000,34774000,34774000,34774000,54057000,498925000,16952000,0.84242,0.28882,0.21413,0.03634,0.01495,0.57453,2.85019,1.43145,0.25271,0.8511,0.8511,3.9747,23.42169,0.48898,0.33752,0.02191,0.00902,0.39656,6.75343,9.17307
"36","2019_Q1",58.7170491803279,"Up",140079000,-93863000,46216000,-22226000,-14658000,-7567999.99999999,23990000,-1987000,-5062000,3075000,22003000,22003000,-5642000,16361000,16361000,16361000,16361000,83102000,83102000,43593000,43593000,41995000,71870000,16215000,52575000,240560000,1509437000,7.8e+07,160621000,160621000,1748058000,1988618000,66586000,46158000,20428000,17553000,36489000,27939000,120628000,558003000,67483000,232770000,233770000,1051346000,1171974000,816644000,816644000,1988618000,16361000,14658000,3699000,-20110000,14608000,-63196000,-6499000,-64894000,-11700000,11877000,-3000,174000,-50112000,-50112000,-50112000,38648000,510896000,-39016000,0.32993,0.17126,0.1168,0.02003,0.00823,-2.3847,1.99423,1.43511,0.25691,0.47193,0.47193,4.04058,23.55613,-1.12542,0.33749,0.01488,-0.02069,0.71512,11.06898,17.83218
"37","2019_Q2",63.7515873015873,"Up",167569000,-57170000,110399000,-79887000,-17139000,-62748000,30512000,-796000,-5647000,4851000,29716000,29716000,-5709000,24007000,24007000,24007000,24007000,82402000,82402000,47682000,47682000,32278000,58916000,12436000,46480000,221278000,1521806000,79382000,181100000,181100000,1782288000,2003566000,62173000,40356000,21817000,10579000,39725000,30995000,112477000,569856000,66116000,232352000,248508000,569856000,682333000,1321233000,1321233000,2003566000,24007000,17139000,-1382000,13431000,53195000,-31933000,-206000,-32879000,-11701000,-8129000,-999000,-20829000,-513000,-513000,-513000,47651000,10579000,34858000,0.65883,0.18209,0.14327,0.01817,0.01198,1.45199,1.96732,0.51644,0.00528,0.69248,0.69248,4.83354,38.11102,1.00548,0.33752,0.01878,0.01833,0.4874,-1.50727,-2.35393
"38","2019_Q3",69.7096875,"Up",122147000,-19278000,102869000,-83088000,-18091000,-64997000,19781000,-730000,-5749000,5019000,19051000,19051000,-3504000,15547000,15547000,15547000,15547000,69913000,69913000,35606000,35606000,40582000,65499000,15478000,50021000,211600000,1550051000,82677000,181758000,181758000,1814486000,2026086000,58341000,40957000,17384000,28105000,41779000,31109000,128225000,573847000,65347000,236756000,249844000,573847000,702072000,1324014000,1324014000,2026086000,15547000,18091000,-1306000,357000,32689000,-47159000,50000,-49755000,-11700000,16366000,-193999.999999998,4472000,-12594000,-12594000,-12594000,37872000,28105000,-5426000,0.84217,0.16194,0.12728,0.01174,0.00767,-0.349010000000001,1.65022,0.53026,0.01387,0.44845,0.44845,3.52334,38.19124,-0.15651,0.33749,0.01415,-0.00282000000000001,0.75256,-1.10393,-2.11354
"39","2019_Q4",72.1340625,"Up",138198000,-18993000,119205000,-80466000,-18193000,-62273000,38739000,-627000,-5831000,5204000,38112000,38112000,-7454000,30658000,30658000,30658000,30658000,61112000,61112000,35805000,35805000,47760000,59719000,11518000,48201000,204396000,1612975000,85681000,163921000,163921000,1862577000,2066973000,55799000,39139000,16660000,59132000,37120000,26730000,152051000,573529000,64274000,240219000,250436000,573529000,725580000,1341393000,1341393000,2066973000,25210000,18193000,2399000,-22666000,23136000,-49297000,-321000,-46232000,23401000,29858000,-16940000,36319000,13223000,13223000,13223000,56932000,59132000,-7577000,0.86257,0.28032,0.22184,0.02286,0.01483,-0.24715,1.34426,0.54092,0.02861,0.88433,0.88433,3.98633,38.69254,-0.21856,-0.675,0.00368,-0.00384,-0.76329,-0.03478,-0.05111
"40","2020_Q1",70.1572580645161,"Down",140941000,-77762000,63179000,-41301000,-18139000,-23162000,21878000,-2099000,-5836000,3737000,19779000,19779000,-3117000,16662000,16662000,16662000,16662000,23481000,23481000,40482000,40482000,45282000,72396000,16892000,55504000,181641000,1642683000,88492000,168848000,155218000,1900023000,2081664000,75157000,55161000,19996000,19659000,34004000,23904000,128820000,573427000,68665000,244065000,245357000,1097168000,1225988000,855676000,855676000,2081664000,22110000,18139000,-4423000,-14371000,21455000,-35647000,-7844000,-43491000,-47842000,-5648000,16295000,-37195000,-59231000,-59231000,-59231000,40017000,543400000,-6884000,0.44827,0.15523,0.11822,0.01947,0.008,-0.41316,1.41004,1.43277,0.26104,0.48062,0.48062,4.06545,24.68201,-0.19857,1.38,0.0327,-0.00349,2.87132,12.99245,23.76447
"41","2020_Q2",61.7077777777778,"Down",149873000,-50990000,98883000,-67443000,-18167000,-49276000,31440000,-390000,-6061000,5671000,31050000,31050000,-5013000,26037000,26037000,26037000,26037000,17451000,17451000,39352000,39352000,40724000,64666000,11888000,52778000,162193000,1653103000,89330000,168071000,151591000,1910504000,2072697000,55999000,39188000,16811000,22686000,32321000,21581000,111006000,569585000,68647000,246770000,241298000,1092199000,1203205000,869492000,869492000,2072697000,26037000,18167000,-1783000,11398000,53819000,-46758000,-2041000,-48799000,-12221000,1845000,-664000,-11040000,-6020000,-6020000,-6020000,49607000,545300000,19260000,0.65978,0.20978,0.17373,0.02995,0.01256,0.73972,1.46112,1.3838,0.26309,0.75104,0.75104,4.32309,25.08054,0.55556,0.35252,0.01928,0.00971,0.46937,10.64062,16.78909
"42","2020_Q3",61.56421875,"Down",117040000,-25887000,91153000,-69633000,-18434000,-51199000,21520000,1011000,-5914000,6925000,22531000,22531000,-3740000,18791000,18791000,18791000,18791000,51642000,51642000,33879000,33879000,46082000,86147000,14887000,71260000,217750000,1686159000,91698000,168112000,149003000,1945969000,2163719000,61085000,40701000,20384000,19714000,28824000,18394000,109623000,577469000,68550000,251771000,247198000,1098925000,1208548000,955171000,955171000,2163719000,18791000,18434000,1040000,-6634000,31631000,-38459000,-1435000,-39894000,-12747000,-4161000,-366000,62361000,54098000,54098000,54098000,39954000,541170000,-1399000,0.77882,0.18387,0.16055,0.01967,0.00868,-0.07445,1.98635,1.26527,0.25011,0.53022,0.53022,3.30248,26.95178,-0.0394799999999998,0.35968,0.01521,-0.000669999999999999,0.67836,12.25229,22.74758
"43","2020_Q4",65.9078125,"Up",135211000,-27466000,107745000,-69421000,-18592000,-50829000,38324000,770000,-5765000,6535000,39094000,39094000,-7300000,31794000,31794000,31794000,31794000,53058000,53058000,39177000,39177000,49423000,58275000,11759000,46516000,199933000,1734161000,93106000,168526000,146678000,1995793000,2195726000,73468000,56054000,17414000,19742000,22270000,12630000,115480000,586279000,68632000,256103000,255204000,1106662000,1222142000,973584000,973584000,2195726000,31794000,18592000,7003000,-6828000,50561000,-53838000,-1829000,-55667000,-13381000,-1168000,-145000,-14694000,-19800000,-19800000,-19800000,56916000,540125000,3550000,0.79687,0.28344,0.23514,0.03266,0.01448,0.11166,1.73132,1.2553,0.24599,0.87894,0.87894,3.7379,26.91466,0.09814,0.36992,0.02151,0.00169,0.42087,8.55765,12.70919
"44","2021_Q1",64.7332786885246,"Down",136509000,-43921000,92588000,-73875000,-18995000,-54880000,18713000,453000,-5781000,6234000,19166000,19166000,-3370000,15796000,15796000,15796000,15796000,44738000,44738000,48684000,48684000,47265000,68832000,15179000,53653000,209519000,1769385000,94676000,180071000,166198000,2044132000,2253651000,75816000,54642000,21174000,57271000,57839000,47679000,190926000,567422000,78168000,253292000,231982000,1086725000,1277651000,9.76e+08,9.76e+08,2253651000,15796000,18995000,-11169000,12810000,36432000,-64084000,-1968000,-66052000,-13380000,36325000,-378000,22567000,-7053000,-7053000,-7053000,37708000,576574000,-10196000,0.67826,0.13708,0.11571,0.01618,0.00701,-0.64548,1.09738,1.30907,0.25584,0.43675,0.43675,3.77441,26.98593,-0.28191,0.36995,0.01376,-0.00481,0.84705,14.10406,28.42067
"45","2021_Q2",72.0269841269841,"Up",167915000,-59970000,107945000,-68891000,-18382000,-50509000,39054000,-3662000,-5740000,2078000,35392000,35392000,-459000,34933000,34933000,34933000,34933000,40239000,40239000,52874000,52874000,38685000,69713000,11210000,58503000,201511000,1791878000,95283000,181565000,163717000,2068726000,2270237000,71399000,53840000,17559000,58800000,53599000,43809000,183798000,570517000,77941000,258491000,232285000,1088728000,1272526000,997711000,997711000,2270237000,34933000,18382000,299000,-9731000,43883000,-34746000,-1089000,-35835000,-13380000,318000,-523000,-13585000,-5537000,-5537000,-5537000,57436000,577011000,13418000,0.64286,0.23258,0.20804,0.03501,0.01539,0.38411,1.09637,1.27545,0.25416,0.96599,0.96593,4.64328,27.58928,0.37104,0.36999,0.02252,0.00625,0.38302,9.34557,13.74435
"46","2021_Q3",75.98453125,"Up",130730000,-33330000,97400000,-74007000,-18595000,-55412000,23393000,339000,-5771000,6110000,23732000,23732000,-881000,22851000,22851000,22851000,22851000,34025000,34025000,46216000,46216000,46061000,65091000,15087000,50004000,191393000,1827320000,97182000,186190000,164500000,2110692000,2302085000,66735000,46625000,20110000,35829000,43125000,36475000,145689000,592664000,77881000,265437000,249346000,1149095000,1294784000,1007301000,1007301000,2302085000,22851000,18595000,3895000,-10691000,34650000,-40921000,-1252000,-42173000,-13381000,15811000,-815000,1614999.99999999,-5908000,-5908000,-5908000,41988000,592260000,-8743000.00000001,0.74505,0.17894,0.1748,0.02269,0.00993,-0.38261,1.31371,1.2854,0.25727,0.63189,0.63185,3.61502,27.85446,-0.24177,0.37002,0.01653,-0.00399,0.58558,13.29511,23.86334
"47","2021_Q4",74.92765625,"Down",145873000,-35912000,109961000,-72363000,-18991000,-53372000,37598000,85000,-6079000,6164000,37683000,37683000,-2766000,34917000,34917000,34917000,34917000,70454000,70454000,56112000,56112000,50527000,56992000,12983000,44009000,234085000,1847366000,99236000,190047000,164453000,2136649000,2370734000,77309000,57431000,19878000,4859000,41375000,41215000,123543000,603595000,77406000,272742000,253447000,1218906000,1342449000,1028285000,1028285000,2370734000,34917000,18991000,-4227000,13083000,62764000,-38475000,-1864000,-40339000,-14013000,27804000,-165000,13626000,36051000,36051000,36051000,56589000,620170000,33963000,0.75381,0.25774,0.23937,0.03396,0.01473,0.97268,1.89477,1.30552,0.26159,0.96554,0.9652,4.03376,28.43473,0.93916,0.3875,0.02173,0.01508,0.40132,9.71418,14.62088
"48","2022_Q1",74.6,"Down",162066000,-64506000,97560000,-80311000,-21015000,-59296000,17249000,-4180000,-6522000,2342000,13069000,13069000,-9000,13060000,13060000,13060000,13060000,17438000,17438000,62299000,62299000,51960000,67674000,20214000,47460000,199371000,1878774000,98754000,195007000,136250000,2172535000,2371906000,87485000,64149000,23336000,10389000,19973000,17833000,117847000,612380000,73085000,275985000,263310000,1226591000,1344438000,1027468000,1027468000,2371906000,13060000,21015000,-4933000,-32912000,-3770000,-39027000,399000,-38628000,-14014000,4296000,-694000,-10412000,-52810000,-52810000,-52810000,38264000,624600000,-33666000,0.60198,0.10643,0.08058,0.01271,0.00551,-2.57779,1.69178,1.3085,0.26333,0.36114,0.36125,4.48154,28.41213,-0.93095,0.38752,0.01196,-0.01487,1.07305,15.86771,35.19984
"49","2022_Q2",78.623064516129,"Up",208938000,-90830000,118108000,-76245000,-21046000,-55199000,41863000,401000,-6571000,6972000,42264000,42264000,-7844000,34420000,34420000,34420000,34420000,26374000,26374000,65411000,65411000,42862000,59786000,15487000,44299000,194433000,1883278000,101365000,198465000,135659000,2183108000,2377541000,63251000,44690000,18561000,4920000,29933000,29803000,98104000,618179000,72881000,281919000,263379000,1231284000,1329388000,1048153000,1048153000,2377541000,34420000,21046000,3380000,3253000,62099000,-30778000,-1391000,-32169000,-14013000,-6711000,-492000,-21216000,8714000,8714000,8714000,62909000,618025000,43228000,0.56528,0.20036,0.16474,0.03284,0.01448,1.2559,1.98191,1.26831,0.25994,0.9518,0.95162,5.77767,28.98413,1.19537,0.3875,0.0212,0.01892,0.40712,9.40487,14.13303
"50","2022_Q3",77.67890625,"Down",152348000,-48814000,103534000,-78076000,-21287000,-56789000,25458000,1233000,-6463000,7696000,26691000,26691000,-4930000,21761000,21761000,21761000,21761000,22807000,22807000,51223000,51223000,60736000,59874000,17820000,42054000,194640000,1934317000,103885000,204389000,137401000,2242591000,2437231000,107661000,88833000,18828000,24251000,28795000,28795000,160707000,627778000,72388000,288727000,266663000,1220467000,1381174000,1056057000,1056057000,2437231000,21761000,21287000,3313000,2816000,49177000,-35181000,-1713000,-36894000,-14014000,-1218000,-120000,-15352000,-3068999.99999999,-3068999.99999999,-3068999.99999999,46745000,616940000,19310000,0.67959,0.1671,0.14284,0.02061,0.00893,0.887369999999999,1.21115,1.30786,0.25313,0.60175,0.60156,4.21281,29.20269,0.53397,0.38752,0.01555,0.00839,0.644,12.71009,23.33777
