"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","return_on_invested_capital","net_debt_ebit"
"12","2013_Q4",8.4378125,"Up",109652000,-82574000,27078000,-17053000,-12068000,-4985000,10025000,-972000,-1909000,937000,9053000,9053000,-2689000,6364000,6364000,-425000,5939000,5939000,197271000,197271000,82573000,82573000,17947000,14476000,14476000,312267000,420535000,146576000,11158000,6935000,567111000,879378000,109654000,84790000,24864000,10696000,120350000,183220000,9993000,9993000,193213000,313563000,498215000,54599000,10009000,562823000,2992000,565815000,879378000,6364000,17591000,7665000,31620000,-15415000,192000,-15223000,-1671000,127000,127000,-27437000,-28981000,-12584000,-12584000,-697000,-13281000,193916000,0.24694,0.09143,0.05416,0.0105,0.00675,2.59466,0.55418,0.22051,0.09777,0.08974,1.80512,9.26534,0.00772,-0.33466
"13","2014_Q1",8.4744262295082,"Up",106009000,-79334000,26675000,-19305000,-12927000,-6378000,7370000,-1385000,-2051000,666000,5985000,5985000,-1074000,4911000,4911000,-71000,4840000,4840000,215615000,215615000,73357000,73357000,18849000,10645000,9563000,318466000,422740000,144723000,12455000,5064000,567463000,885929000,92769000,59210000,33559000,11818000,104587000,182203000,11308000,10301000,193511000,298098000,499472000,59439000,26403000,585314000,2517000,587831000,885929000,4911000,-44424000,5366000,31847000,-18684000,2358000,-16326000,-3324000,169000,169000,-747000,-3902000,11619000,11619000,6725000,18344000,194021000,0.25163,0.06952,0.04566,0.00823,0.00546,3.04499,0.50712,0.219,0.07926,0.08399,1.73612,9.58573,0.0061,-2.92999
"14","2014_Q2",8.67555555555556,"Up",101542000,-78660000,22882000,-17252000,-12278000,-4974000,5630000,-873000,-1984000,1111000,4757000,4757000,-2716000,2041000,2041000,-48000,1993000,1993000,189228000,189228000,72046000,72046000,19566000,11273000,11273000,292113000,434201000,144454000,12317000,6399000,578655000,870768000,105856000,84878000,20978000,9387000,115243000,161080000,13241000,13241000,174321000,289564000,501022000,61432000,17980000,580434000,769999.999999993,581204000,870768000,2041000,17899000,-5743000,14197000,-12184000,-1631000,-13815000,-23554000,518000,518000,-310000.000000004,-23346000,-22964000,-22964000,-3423000,-26387000,170467000,0.22535,0.05545,0.01963,0.00343,0.00229,2.53476,0.49821,0.19577,0.03257,0.03207,1.65918,9.48422,0.00261,-3.33233
"15","2014_Q3",8.4640625,"Down",104882000,-82692000,22190000,-19358000,-13419000,-5939000,2832000,-1222000,-1816000,594000,1610000,17982000,-2031000,15951000,15951000,-411000,15540000,15540000,191828000,191828000,97654000,97654000,21923000,29406000,29406000,340811000,534065000,146134000,12134000,8148000,680199000,1021010000,121174000,82673000,38501000,10231000,131405000,158691000,21175000,21175000,179866000,311271000,496130000,76972000,30019000,603121000,106618000,709739000,1021010000,15951000,2511000,7240000,25702000,-30201000,5229000,-24972000,-1546000,370000,370000,-542000,-1718000,-988000,-988000,3588000,2600000,168922000,0.21157,0.027,0.14817,0.0219,0.01522,2.59359,0.43857,0.16545,0.25321,0.19999,1.70896,9.8273,0.01727,-8.08828
"16","2014_Q4",8.5584375,"Up",124852000,-96202000,28650000,-17593000,-12395000,-5198000,11057000,-1169000,-1810000,641000,9888000,9888000,-2544000,7344000,7344000,-3158000,4186000,4186000,196338000,196338000,102899000,102899000,23661000,30939000,30939000,353837000,547377000,144212000,12263000,7531000,691589000,1045426000,138695000,81977000,56718000,10306000,149001000,156283000,19881000,19881000,176164000,325165000,497186000,81158000,31594000,609938000,110323000,720261000,1045426000,7344000,21630000,-7035000,21939000,-15893000,151000,-15742000,-2332000,155000,155000,-81000.0000000002,-2258000,3939000,3939000,570999.999999999,4510000,166589000,0.22947,0.08856,0.03353,0.00581,0.004,2.37473,0.45145,0.15935,0.06814,0.06705,2.03223,9.92802,0.00462,-2.69051
"17","2015_Q1",8.42262295081967,"Down",124251000,-97627000,26624000,-17348000,-11546000,-5802000,9276000,-573000,-1637000,1064000,8703000,8703000,-2004000,6699000,6699000,-2422000,4277000,4277000,192929000,192929000,94515000,94515000,22478000,26570000,19347000,336492000,550069000,142622000,11036000,8170000,692691000,1029183000,128736000,77779000,50957000,10381000,139117000,131805000,18767000,15722000,150572000,289689000,520841000,85435000,21774000,628050000,111444000,739494000,1029183000,6699000,30010000,-2186000,34523000,-33171000,215000,-32956000,-2350000,255000,255000,-124000,-2219000,-652000,-652000,-2757000,-3409000,142186000,0.21428,0.07466,0.03442,0.00578,0.00416,2.41877,0.39174,0.13815,0.06777,0.06637,1.96886,9.95199,0.00475,-5.47035
"18","2015_Q2",9.37936507936508,"Up",123505000,-95321000,28184000,-16625000,-11944000,-4681000,11559000,-1283000,-1370000,87000.0000000001,10276000,10276000,-3134000,7142000,7142000,-3305000,3837000,3837000,168610000,168610000,99183000,99183000,23786000,28924000,28924000,320503000,593020000,139354000,10746000,6327000,732374000,1052877000,166493000,125628000,40865000,10457000,176950000,129362000,18520000,18520000,147882000,324832000,522242000,89272000,5595000,617109000,110936000,728045000,1052877000,7142000,20854000,-5696000,22300000,-40371000,43000,-40328000,-2367000,768000,768000,-74685.3508390552,-1599000,-19627000,-19627000,-4692000,-24319000,139819000,0.2282,0.09359,0.03107,0.00527,0.00364,1.81126,0.44617,0.1328,0.05808,0.05725,1.86942,9.3408,0.00433,-2.49079
"19","2015_Q3",8.780625,"Down",127309000,-94214000,33095000,-18230000,-12421000,-5809000,14865000,-1457000,-1233000,-224000,13408000,13408000,-1252000,12156000,12156000,-2096000,10060000,10060000,176050000,176050000,97634000,97634000,23233000,24705000,24705000,321622000,602982000,138590000,11520000,6128000,741572000,1063194000,152595000,119624000,32971000,17651000,170246000,119784000,19181000,19181000,138965000,309211000,523536000,99332000,14838000,637706000,116277000,753983000,1063194000,12156000,19464000,3987000,35607000,-27564000,-261000,-27825000,-2384000,427000,427000,-76000,-2033000,5749000,5749000,1691000,7440000,137435000,0.25996,0.11676,0.07902,0.01334,0.00946,1.88916,0.4101,0.12927,0.15189,0.1286,1.92223,9.62866,0.01105,-2.59771
"20","2015_Q4",10.74546875,"Up",131699000,-94456000,37243000,-18683000,-12430000,-6253000,18560000,240000,-1209000,1449000,18800000,18800000,-3389000,15411000,15411000,-3305000,12106000,12106000,191562000,191562000,104701000,104701000,23266000,21037000,21037000,340566000,568921000,136604000,11801000,5483000,705525000,1046091000,144959000,110945000,34014000,16577000,161536000,118457000,20051000,20051000,138508000,300044000,525589000,111438000,-8256000,628771000,117276000,746047000,1046091000,15411000,21147000,-2638000,33920000,-12172000,-64999.9999999998,-12237000,-2401000,1180000,1180000,-95000,-1316000,20367000,20367000,-4855000,15512000,135034000,0.28279,0.14093,0.09192,0.01623,0.01157,2.1083,0.40218,0.12908,0.18217,0.13503,1.98181,9.46175,0.01343,-3.04569
"21","2016_Q1",10.7954098360656,"Up",141693000,-97079000,44614000,-17365000,-12188000,-5177000,27249000,307000,-1178000,1485000,27556000,27556000,-5406000,22150000,22150000,-3528000,18622000,18622000,205867000,205867000,110056000,110056000,24157000,20680000,20680000,360760000,547284000,135332000,13083000,4612000,682616000,1043376000,127197000,79143000,48054000,65495000,192692000,67120000,21498000,19289000,88618000,281310000,527068000,130060000,-10573000,646555000,115511000,762066000,1043376000,22150000,28038000,-8820000,41368000,-24697000,782000,-23915000,-2419000,276000,276000,-8000,-2151000,15302000,15302000,-997000,14305000,132615000,0.31486,0.19231,0.13142,0.02444,0.01785,1.87221,0.36914,0.1271,0.27972,0.23682,2.12835,9.71182,0.02033,-2.68825
"22","2016_Q2",9.92421875,"Down",129956000,-94520000,35436000,-17898000,-12198000,-5700000,17538000,878000,-1174000,2052000,18416000,27201000,-3700000,23501000,23501000,-2499000,21002000,21002000,231444000,231444000,99936000,99936000,21760000,19840000,19840000,372980000,519272000,131098000,10675000,4308000,650370000,1023350000,102410000,69937000,32473000,63955000,166365000,66224000,23298000,23298000,89522000,255887000,530008000,151062000,-28005000,653065000,114398000,767463000,1023350000,23501000,20628000,-741000.000000002,43388000,-21539000,8978000,-12561000,-2437000,2063000,2063000,0,-373999.999999996,30453000,30453000,-4876000,25577000,130179000,0.27268,0.13495,0.16161,0.02737,0.02052,2.24194,0.33342,0.12721,0.31437,0.26539,1.94525,9.7754,0.0228,-5.77403
"23","2016_Q3",9.64265625,"Down",122923000,-91636000,31287000,-16472000,-11024000,-5448000,14815000,-2989000,-964000,-2025000,11826000,11826000,2326000,14152000,14152000,-2298000,11854000,11854000,193978000,193978000,104330000,104330000,24510000,24409000,24409000,347227000,523669000,131012000,11870000,4160000,654681000,1001908000,108311000,65697000,42614000,5806000,114117000,64419000,20600000,20600000,85019000,199136000,539214000,162916000,-8846000,693284000,109488000,802772000,1001908000,14152000,20204000,-12605000,21751000,-13389000,0,-13389000,-52514000,983000,983000,-19000,-51550000,-43188000,-43188000,5722000,-37466000,70225000,0.25453,0.12052,0.09643,0.01477,0.01183,3.04273,0.24806,0.07009,0.17595,0.15292,1.82451,10.29023,0.01327,-8.35322
"24","2016_Q4",10.4901587301587,"Up",123209000,-91759000,31450000,-16629000,-11164000,-5465000,14821000,1239000,-612000,1851000,16060000,16215000,-4762000,11453000,11453000,-3365000,8088000,8088000,291669000,291669000,107494000,107494000,24615000,17643000,17643000,441421000,522192000,36830000,11961000,3919000,559022000,1000443000,91210000,62987000,28223000,5846000,97056000,63054000,20952000,20952000,84006000,181062000,540242000,171004000,-4936000,706310000,113071000,819381000,1000443000,11453000,19270000,-4475000,26248000,-9900000,93459000,83559000,-1325000.00000001,126000,126000,-11890000,-13089000,96718000,96718000,973000,97691000,68900000,0.25526,0.12029,0.06564,0.00987,0.00808,4.54811,0.22097,0.06887,0.11903,0.10883,1.8132,10.3944,0.0089,-15.03063
"25","2017_Q1",11.1185483870968,"Up",107368000,-86835000,20533000,-15232000,-10191000,-5041000,5301000,-69000,-615000,546000,5232000,5232000,1338000,6570000,6570000,-1314000,5256000,5256000,314074000,314074000,92636000,92636000,22081000,12795000,12795000,441586000,506434000,39968000,16322000,3792000,546402000,987988000,75889000,48906000,26983000,5428000,81317000,61860000,19337000,17846000,81197000,162514000,541774000,176260000,-7671000,710363000,115111000,825474000,987988000,6570000,22750000,1430000,30750000,-5332000,13000,-5319000,-1333000,291000,291000,-967000,-2009000,23422000,23422000,-1017000,22405000,67288000,0.19124,0.04937,0.04895,0.00637,0.00532,5.43043,0.19687,0.06811,0.07727,0.0706,1.57836,10.44268,0.00576,-46.55461
"26","2017_Q2",10.5663492063492,"Down",109831000,-86832000,22999000,-14356000,-10871000,-3485000,8643000,-2083000,-559000,-1524000,6560000,6560000,-2050000,4510000,4510000,-2564000,1946000,1946000,329696000,329696000,86025000,86025000,23573000,11244000,11244000,450538000,496676000,40254000,16067000,4093000,536930000,987468000,69872000,47435000,22437000,5465000,75337000,60508000,20215000,20215000,80723000,156060000,543800000,178206000,-9530000,712476000,118932000,831408000,987468000,4510000,20896000,6133000,31539000,-9600000,-395999.999999985,-15396000,-1343000,1113000,1113000,-16000,-246000,15897000,15897000,-275000,15622000,65973000,0.2094,0.07869,0.01772,0.00234,0.00197,5.9803,0.18771,0.06681,0.02854,0.02813,1.61099,10.45054,0.00212,-30.5129
"27","2017_Q3",8.87936507936508,"Down",108297000,-88141000,20156000,-14620000,-10893000,-3727000,5536000,-3621000,-549000,-3072000,1915000,1915000,-431000,1484000,1484000,314000,1798000,1798000,345724000,345724000,91150000,91150000,24537000,11044000,11044000,472455000,503900000,39216000,16199000,3865000,543116000,1015571000,86465000,58205000,28260000,5503000,91968000,59147000,19702000,19702000,78849000,170817000,545704000,180004000,4171000,729879000,114875000,844754000,1015571000,1484000,21346000,-7462000,15368000,-4552000,101000,-4451000,-1352000,1198000,1198000,-7000,-161000,10756000,10756000,5272000,16028000,64650000,0.18612,0.05112,0.0166,0.00213,0.00177,5.13717,0.20221,0.06366,0.02628,0.02591,1.58269,10.66669,0.00194,-50.77204
"28","2017_Q4",9.13285714285714,"Up",111579000,-89862000,21717000,-16450000,-11639000,-4811000,5267000,-135000,-549000,414000,5132000,5132000,-333000,4799000,4799000,-798000,4001000,4001000,340572000,340572000,91812000,91812000,25668000,10558000,10558000,468610000,501720000,38268000,16128000,3820000,539988000,1008598000,73769000,54126000,19643000,5541000,79310000,57776000,16384000,16384000,74160000,153470000,546428000,184005000,8849000,739282000,115846000,855128000,1008598000,4799000,21839000,244000,26882000,-24607000,4000,-24603000,-1362000,218000,218000,-8308000,-9452000,-7173000,-7173000,2021000,-5152000,63317000,0.19463,0.0472,0.03586,0.00468,0.00397,5.90859,0.17947,0.06278,0.05839,0.05767,1.6283,10.7885,0.00428,-52.64002
"29","2018_Q1",8.36639344262295,"Down",120971000,-94528000,26443000,-14021000,-10182000,-3839000,12422000,536000,-578000,1114000,12958000,12958000,-2462000,10496000,10496000,-5111000,5385000,5385000,308021000,308021000,105320000,105320000,23703000,12080000,8918000,449124000,535197000,36473000,15481000,3870000,571670000,1020794000,77137000,50834000,26303000,4639000,81776000,57337000,16386000,16386000,73723000,155499000,548283000,189390000,6891000,744564000,120731000,865295000,1020794000,10496000,27752000,-15204000,23044000,-54040000,424000,-53616000,-1371000,301000,301000,1000,-1069000,-31641000,-31641000,-910000,-32551000,61976000,0.21859,0.10269,0.04451,0.00622,0.00528,5.49212,0.17971,0.06071,0.07848,0.0778,1.76299,10.85101,0.00571,-19.8072
"30","2018_Q2",8.27453125,"Down",123446000,-95784000,27662000,-15854000,-11750000,-4104000,11808000,-4105000,-574000,-3531000,7703000,7703000,1778000,9481000,9481000,-3583000,5898000,5898000,348560000,348560000,104638000,104638000,26997000,12162000,12162000,492357000,548307000,40792000,20583000,3985000,589099000,1081456000,84814000,54973000,29841000,3259000,88073000,57366000,17570000,17570000,74936000,163009000,550017000,195288000,32128000,777433000,141014000,918447000,1081456000,9481000,22363000,-982000,30862000,-10995000,-134000,-11129000,-1381000,798000,798000,11737000,11154000,30887000,30887000,9652000,40539000,60625000,0.22408,0.09565,0.04778,0.00642,0.00545,5.59033,0.17748,0.05606,0.08578,0.08502,1.79545,11.30729,0.00592,-24.38474
"31","2018_Q3",9.29126984126984,"Up",130779000,-97960000,32819000,-17454000,-13637000,-3817000,15365000,3331000,-551000,3882000,18696000,18696000,-3507000,15189000,15189000,-4524000,10665000,10665000,321246000,321246000,124331000,124331000,31936000,22786000,15244000,500299000,563313000,38669000,19925000,4036000,601982000,1102281000,107245000,64944000,42301000,59263000,166508000,0,17707000,17707000,17707000,184215000,553671000,205953000,23756000,783380000,134686000,918066000,1102281000,15189000,22066000,-30209000,7046000,-33134000,570000,-32564000,-1390000,2978000,2978000,-6000,1582000,-23936000,-23936000,-3378000,-27314000,59263000,0.25095,0.11749,0.08155,0.01162,0.00968,3.00465,0.20066,0.05376,0.15391,0.14184,1.88733,11.30533,0.01072,-17.05063
"32","2018_Q4",9.6147619047619,"Up",136391000,-100794000,35597000,-15157000,-12504000,-2653000,20440000,1411000,-557000,1968000,21851000,21851000,-2054000,19797000,19797000,-6792000,13005000,13005000,332739000,332739000,118727000,118727000,31756000,21698000,12598000,504920000,546688000,36404000,18585000,4312000,583092000,1088012000,100949000,62110000,38839000,57893000,158842000,0,15657000,15657000,15657000,174499000,554617000,218958000,4022000,770810000,142703000,913513000,1088012000,19797000,20056000,9196000,49049000,-20243000,16999.9999999998,-20226000,-1399000,-6535000,252000,-2174000,-10108000,18715000,18715000,-7222000,11493000,57893000,0.26099,0.14986,0.09535,0.01424,0.01195,3.17876,0.19102,0.05321,0.18746,0.17281,1.96602,11.11093,0.01318,-13.44648
