"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",15.3004838709677,"Down",1.3457e+10,-4.942e+09,8.515e+09,-4.674e+09,-1.995e+09,-2.605e+09,3.841e+09,2.7e+07,2.7e+07,3.868e+09,5.3e+07,3.921e+09,-9.49e+08,2.972e+09,2.972e+09,2.972e+09,2.972e+09,6.003e+09,3.52e+09,2.483e+09,3.938e+09,3.938e+09,5.319e+09,7.754e+09,6.121e+09,2.3014e+10,2.7157e+10,4.393e+09,1.9877e+10,6.221e+09,9.623e+09,4.033e+09,5.1427e+10,7.4441e+10,6.604e+09,3.188e+09,3.416e+09,5.6e+07,1.1953e+10,7.1e+09,6.119e+09,2.904e+09,3.215e+09,1.3219e+10,2.5172e+10,1.9278e+10,3.0492e+10,-5.01e+08,4.9269e+10,4.9269e+10,7.4441e+10,2.972e+09,1.893e+09,1.21e+08,1.61e+08,5.147e+09,-3.364e+09,-1.293e+09,7.8e+07,-4.852e+09,-1.125e+09,2e+06,-8.81e+08,0,-2.004e+09,-1.709e+09,-1.709e+09,-1.703e+09,5.734e+09,7.156e+09,3.48e+09,0.63276,0.28543,0.22085,0.06032,0.03992,1.17093,1.92537,0.51091,0.09613,0.59464,0.57675,2.69248,9.85774,0.69628,0.22509,5,0.06551,0.05564,0.37853,0.20108,0.30018
"12","2013_Q1",15.6996666666667,"Up",1.3477e+10,-5.66e+09,7.817e+09,-4.662e+09,-1.958e+09,-2.629e+09,3.155e+09,-1.1e+07,-1.1e+07,3.144e+09,6e+07,3.204e+09,-7.36e+08,2.468e+09,2.468e+09,2.468e+09,2.468e+09,1.2477e+10,8.478e+09,3.999e+09,3.833e+09,3.833e+09,4.734e+09,1.0314e+10,8.197e+09,3.1358e+10,2.7983e+10,4.917e+09,2.0093e+10,6.235e+09,9.71e+09,4.148e+09,5.2993e+10,8.4351e+10,7.01e+09,3.023e+09,3.987e+09,3.12e+08,1.2898e+10,1.3136e+10,7.114e+09,3.412e+09,3.702e+09,2.025e+10,3.3148e+10,1.9464e+10,3.2138e+10,-3.99e+08,5.1203e+10,5.1203e+10,8.4351e+10,2.468e+09,2.005e+09,9000000.00000001,1.544e+09,6.026e+09,-2.754e+09,-1.173e+09,-1.218e+09,-5.332e+09,-1.119e+09,6.405e+09,-5.39e+08,-4.8e+08,4.267e+09,4.961e+09,4.961e+09,4.958e+09,5.16e+09,1.3448e+10,4.686e+09,0.58003,0.2341,0.18313,0.0482,0.02926,1.8987,2.43123,0.64738,0.15943,0.49698,0.4844,2.71385,10.31071,0.94362,0.22533,5,0.04998,0.0653,0.4534,0.18818,0.30777
"13","2013_Q2",17.596875,"Up",1.258e+10,-5.514e+09,7.066e+09,-4.547e+09,-1.947e+09,-2.527e+09,2.519e+09,-5e+07,-5e+07,2.469e+09,-2.6e+07,2.443e+09,-3.98e+08,2.045e+09,2.045e+09,2.045e+09,2.045e+09,1.0021e+10,5.698e+09,4.323e+09,3.536e+09,3.536e+09,4.358e+09,1.0762e+10,8.653e+09,2.8677e+10,2.8418e+10,6.007e+09,1.9981e+10,5.807e+09,9.756e+09,4.418e+09,5.4406e+10,8.3083e+10,5.142e+09,2.654e+09,2.488e+09,8.8e+07,1.1798e+10,1.3143e+10,6.948e+09,3.427e+09,3.521e+09,2.0091e+10,3.1889e+10,2.0098e+10,3.1506e+10,-4.1e+08,5.1194e+10,5.1194e+10,8.3083e+10,2.045e+09,2.064e+09,2.64e+08,-8.8e+07,4.285e+09,-2.207e+09,-1.46e+09,-1.517e+09,-5.317e+09,-1.114e+09,-2.24e+08,-9.4e+07,-3.06e+08,-1.738e+09,-2.77e+09,-2.77e+09,-2.78e+09,4.583e+09,1.3231e+10,2.686e+09,0.56169,0.20024,0.16256,0.03995,0.02461,1.31345,2.43067,0.62291,0.15925,0.4133,0.40256,2.54244,10.3464,0.54285,0.22514,5,0.04426,0.03763,0.54474,0.70041,1.27432
"14","2013_Q3",17.31890625,"Down",1.2811e+10,-5.341e+09,7.47e+09,-4.751e+09,-2.165e+09,-2.516e+09,2.719e+09,-3.7e+07,-3.7e+07,2.682e+09,1.1e+07,2.693e+09,-6.93e+08,2e+09,2e+09,2e+09,2e+09,9.992e+09,3.778e+09,6.214e+09,3.474e+09,3.474e+09,4.542e+09,1.104e+10,8.919e+09,2.9048e+10,2.9345e+10,7.003e+09,2.0265e+10,5.62e+09,1.0005e+10,4.64e+09,5.6613e+10,8.5661e+10,5.905e+09,2.864e+09,3.041e+09,2.63e+08,1.1389e+10,1.315e+10,7.282e+09,3.709e+09,3.573e+09,2.0432e+10,3.1821e+10,2.0678e+10,3.3017e+10,1.45e+08,5.384e+10,5.384e+10,8.5661e+10,2e+09,1.991e+09,-5999999.99999994,7.37e+08,4.722e+09,-2.69e+09,-2.303e+09,-1.43e+08,-5.512e+09,-1.123e+09,1.75e+08,-2.21e+08,3.7e+07,-1.132e+09,-1.922e+09,-1.922e+09,-1.92e+09,4.71e+09,1.3413e+10,3.45e+09,0.58309,0.21224,0.15612,0.03715,0.02335,1.725,2.55053,0.59103,0.15658,0.40177,0.3917,2.57352,10.81559,0.69305,0.22559,5,0.0419,0.04629,0.5615,0.72633,1.25818
"15","2013_Q4",18.3621875,"Up",1.3483e+10,-5.069e+09,8.414e+09,-4.786e+09,-1.97e+09,-2.742e+09,3.628e+09,-3.2e+07,-3.2e+07,3.596e+09,3.28e+08,3.924e+09,-9.74e+08,2.95e+09,2.95e+09,2.95e+09,2.95e+09,1.1373e+10,4.881e+09,6.492e+09,3.719e+09,3.719e+09,4.533e+09,1.1725e+10,9.29e+09,3.135e+10,3.0346e+10,8.097e+09,2.0758e+10,5.434e+09,1.0467e+10,4.857e+09,5.9201e+10,9.0551e+10,6.538e+09,2.996e+09,3.542e+09,3.5e+08,1.3875e+10,1.3157e+10,8.067e+09,4.384e+09,3.683e+09,2.1224e+10,3.5099e+10,2.1113e+10,3.3291e+10,1.048e+09,5.5452e+10,5.5452e+10,9.0551e+10,2.95e+09,2.021e+09,-2.25e+08,9.85e+08,5.731e+09,-2.866e+09,1.06e+08,6.8e+07,-3.323e+09,-1.121e+09,8.7e+07,-2.76e+08,4e+06,-1.306e+09,1.102e+09,1.102e+09,1.103e+09,5.649e+09,1.3507e+10,4.742e+09,0.62405,0.26908,0.21879,0.0532,0.03258,1.60746,2.25946,0.63296,0.14916,0.59225,0.57843,2.70689,11.1327,0.95202,0.22506,5,0.05285,0.06156,0.38,0.37777,0.5882
"16","2014_Q1",19.13,"Up",1.3834e+10,-5.263e+09,8.571e+09,-4.906e+09,-2.006e+09,-2.826e+09,3.665e+09,-3.2e+07,-3.2e+07,3.633e+09,-8.2e+07,3.551e+09,-9.26e+08,2.625e+09,2.625e+09,2.625e+09,2.625e+09,1.1646e+10,5.674e+09,5.972e+09,3.582e+09,3.582e+09,4.172e+09,1.2684e+10,1.009e+10,3.2084e+10,3.1428e+10,7.694e+09,2.1152e+10,5.15e+09,1.0513e+10,5.489e+09,6.0274e+10,9.2358e+10,7.113e+09,2.969e+09,4.144e+09,2.81e+08,1.3568e+10,1.3165e+10,7.369e+09,4.397e+09,2.972e+09,2.0534e+10,3.4102e+10,2.1536e+10,3.5477e+10,1.243e+09,5.8256e+10,5.8256e+10,9.2358e+10,2.625e+09,1.956e+09,-4.9e+07,1.506e+09,6.038e+09,-2.984e+09,4.34e+08,-1.146e+09,-3.921e+09,-1.121e+09,59999999.9999999,3.2e+07,-2.93e+08,-1.322e+09,7.95e+08,7.95e+08,7.93e+08,5.621e+09,1.3446e+10,5.069e+09,0.61956,0.26493,0.18975,0.04506,0.02842,1.93105,2.36468,0.58538,0.14559,0.52785,0.5145,2.78182,11.71446,1.0193,0.22542,5,0.04738,0.06411,0.42705,0.32023,0.49113
"17","2014_Q2",21.168253968254,"Up",1.2764e+10,-5.151e+09,7.613e+09,-4.966e+09,-2.047e+09,-2.846e+09,2.647e+09,1.12e+08,1.12e+08,2.759e+09,-8.9e+07,2.67e+09,-7.4e+08,1.93e+09,1.93e+09,1.93e+09,1.93e+09,1.0011e+10,4.777e+09,5.234e+09,3.505e+09,3.505e+09,3.763e+09,1.3275e+10,1.0768e+10,3.0554e+10,3.2502e+10,7.85e+09,2.1026e+10,4.963e+09,1.0617e+10,5.446e+09,6.1378e+10,9.1932e+10,6.008e+09,3.01e+09,2.998e+09,3.6e+07,1.3552e+10,1.3172e+10,7.17e+09,4.302e+09,2.868e+09,2.0342e+10,3.3894e+10,2.2166e+10,3.4716e+10,1.156e+09,5.8038e+10,5.8038e+10,9.1932e+10,1.93e+09,2.007e+09,3.4e+08,-7.76e+08,3.501e+09,-2.689e+09,5.78e+08,-3.86e+08,-2.749e+09,-1.119e+09,-2.45e+08,-6.6e+07,-2.2e+08,-1.65e+09,-8.98e+08,-8.98e+08,-8.97e+08,4.654e+09,1.3208e+10,1.929e+09,0.59644,0.20738,0.15121,0.03325,0.02099,0.99948,2.25457,0.584,0.14367,0.38802,0.37717,2.56614,11.66828,0.38782,0.22497,5,0.03888,0.0246,0.57979,0.68694,1.20778
"18","2014_Q3",26.3790625,"Up",1.3831e+10,-4.914e+09,8.917e+09,-4.992e+09,-2.061e+09,-2.859e+09,3.925e+09,-1.7e+07,-1.7e+07,3.908e+09,1.4e+07,3.922e+09,-1.126e+09,2.796e+09,2.796e+09,2.796e+09,2.796e+09,7.54e+09,3.049e+09,4.491e+09,3.489e+09,3.489e+09,3.943e+09,1.4034e+10,1.1779e+10,2.9006e+10,3.3115e+10,8.228e+09,2.1444e+10,4.697e+09,1.0621e+10,6.126e+09,6.2787e+10,9.1793e+10,6.436e+09,2.96e+09,3.476e+09,1.4e+07,1.2251e+10,1.318e+10,7.115e+09,4.187e+09,2.928e+09,2.0295e+10,3.2546e+10,2.2475e+10,3.5652e+10,1.12e+09,5.9247e+10,5.9247e+10,9.1793e+10,2.796e+09,2.17e+09,1.03e+08,3.84e+08,5.453e+09,-2.828e+09,2.73e+08,-7.11e+08,-4.266e+09,-1.126e+09,-21999999.9999999,-1.554e+09,-2.13e+08,-2.915e+09,-1.728e+09,-1.728e+09,-1.728e+09,6.095e+09,1.3194e+10,4.777e+09,0.64471,0.28378,0.20215,0.04719,0.03046,1.70851,2.36764,0.54933,0.14374,0.56133,0.54577,2.77675,11.8946,0.95904,0.22606,6,0.0493,0.06005,0.40272,0.92765,1.44051
"19","2014_Q4",27.28921875,"Up",1.4554e+10,-5.096e+09,9.458e+09,-4.898e+09,-1.979e+09,-2.842e+09,4.56e+09,-2.5e+07,-2.5e+07,4.535e+09,1.5e+07,4.55e+09,-1.233e+09,3.317e+09,3.317e+09,3.317e+09,3.317e+09,6.594e+09,3.143e+09,3.451e+09,3.647e+09,3.647e+09,4.115e+09,1.3153e+10,1.1479e+10,2.7509e+10,3.3135e+10,8.667e+09,2.1305e+10,4.379e+09,1.0556e+10,6.37e+09,6.3107e+10,9.0616e+10,6.628e+09,2.597e+09,4.031e+09,1.164e+09,1.4904e+10,1.2103e+10,7.536e+09,3.551e+09,3.985e+09,1.9639e+10,3.4543e+10,2.1894e+10,3.3233e+10,9.46e+08,5.6073e+10,5.6073e+10,9.0616e+10,3.317e+09,2.198e+09,8.2e+07,9.6e+07,5.693e+09,-2.445e+09,1.254e+09,4.76e+08,-9.86e+08,-1.095e+09,6.5e+07,-3.606e+09,2.9e+07,-4.607e+09,1e+08,1e+08,9.4e+07,6.758e+09,1.3267e+10,5.642e+09,0.64986,0.31332,0.22791,0.05916,0.03661,1.70093,1.84575,0.61604,0.14641,0.67971,0.65748,2.98238,11.49037,1.15615,0.22439,7,0.05739,0.07339,0.33012,0.98742,1.46338
"20","2015_Q1",26.6483606557377,"Down",1.4721e+10,-5.1e+09,9.621e+09,-5.111e+09,-2.049e+09,-2.99e+09,4.51e+09,-2.7e+07,-2.7e+07,4.483e+09,1.76e+08,4.659e+09,-9.98e+08,3.661e+09,3.661e+09,3.661e+09,3.661e+09,4.991e+09,2.561e+09,2.43e+09,4.427e+09,4.427e+09,4.273e+09,1.4039e+10,1.2081e+10,2.773e+10,3.3238e+10,9.12e+09,2.1812e+10,4.446e+09,1.0861e+10,6.505e+09,6.417e+10,9.19e+10,7.315e+09,2.748e+09,4.567e+09,1.596e+09,1.6011e+10,1.2059e+10,7.965e+09,3.775e+09,4.19e+09,2.0024e+10,3.6035e+10,2.1781e+10,3.3418e+10,6.66e+08,5.5865e+10,5.5865e+10,9.19e+10,3.661e+09,2.174e+09,-2.61e+08,1.97e+08,5.771e+09,-2.143e+09,1.059e+09,-31999999.9999998,-1.904e+09,-1.069e+09,4.37e+08,-3.906e+09,9.9e+07,-4.439e+09,-5.72e+08,-5.72e+08,-5.82e+08,6.684e+09,1.3655e+10,5.736e+09,0.65356,0.30637,0.24869,0.06553,0.03984,1.56679,1.73193,0.64504,0.14859,0.76767,0.74124,3.08681,11.7142,1.20277,0.22416,8,0.06104,0.07403,0.292,1.29623,1.92106
"21","2015_Q2",25.7203174603175,"Down",1.2781e+10,-5.051e+09,7.73e+09,-5.01e+09,-1.953e+09,-2.995e+09,2.72e+09,2.6e+07,2.6e+07,2.746e+09,-7.3e+07,2.673e+09,-6.81e+08,1.992e+09,1.992e+09,1.992e+09,1.992e+09,6.108e+09,4.244e+09,1.864e+09,3.246e+09,3.246e+09,4.418e+09,1.2694e+10,1.0646e+10,2.6466e+10,3.3296e+10,8.224e+09,2.158e+10,4.211e+09,1.0766e+10,6.603e+09,6.31e+10,8.9566e+10,5.8e+09,2.775e+09,3.025e+09,1.121e+09,1.5035e+10,1.2112e+10,7.495e+09,3.462e+09,4.033e+09,1.9607e+10,3.4642e+10,2.2395e+10,3.2461e+10,6.8e+07,5.4924e+10,5.4924e+10,8.9566e+10,1.992e+09,2.099e+09,2.48e+08,7.6e+07,4.415e+09,-2.025e+09,9.83e+08,9.28e+08,-4.49e+08,-1.137e+09,-4.86e+08,-4.09e+08,-2.42e+08,-2.274e+09,1.692e+09,1.692e+09,1.683e+09,4.819e+09,1.3233e+10,3.551e+09,0.6048,0.21282,0.15586,0.03627,0.02224,1.78263,1.76029,0.63073,0.14775,0.42016,0.40537,2.69584,11.5849,0.749,0.23982,7,0.04136,0.04694,0.57078,1.47852,2.61949
"22","2015_Q3",23.18625,"Down",1.3195e+10,-4.947e+09,8.248e+09,-5.104e+09,-1.949e+09,-3.087e+09,3.144e+09,-1.3e+07,-1.3e+07,3.131e+09,-1.48e+08,2.983e+09,-2.77e+08,2.706e+09,2.706e+09,2.706e+09,2.706e+09,7.06e+09,4.454e+09,2.606e+09,3.86e+09,3.86e+09,4.818e+09,1.0972e+10,9.077e+09,2.671e+10,3.2683e+10,8.935e+09,2.2164e+10,4.226e+09,1.1037e+10,6.901e+09,6.3782e+10,9.0492e+10,5.952e+09,2.359e+09,3.593e+09,1.118e+09,1.3529e+10,1.2116e+10,7.152e+09,3.251e+09,3.901e+09,1.9268e+10,3.2797e+10,2.2625e+10,3.4425e+10,6.45e+08,5.7695e+10,5.7695e+10,9.0492e+10,2.706e+09,2.191e+09,-1.38e+08,-1.319e+09,3.44e+09,-1.767e+09,-4.7e+08,1.689e+09,-1.295e+09,-1.146e+09,-6e+06,-5.64e+08,-2.29e+08,-1.945e+09,2e+08,2e+08,2.1e+08,5.335e+09,1.3234e+10,2.526e+09,0.62509,0.23827,0.20508,0.0469,0.0299,0.93348,1.97428,0.56845,0.14624,0.56861,0.55123,2.77264,12.12335,0.53078,0.24081,5,0.04933,0.03235,0.4235,1.15726,1.96374
"23","2015_Q4",27.30796875,"Up",1.4465e+10,-5.354e+09,9.111e+09,-4.905e+09,-1.91e+09,-2.927e+09,4.206e+09,-1.04e+08,-1.04e+08,4.102e+09,1.51e+08,4.253e+09,-1.144e+09,3.109e+09,3.109e+09,3.109e+09,3.109e+09,1.4184e+10,7.065e+09,7.119e+09,4.101e+09,4.101e+09,4.965e+09,1.2955e+10,1.0963e+10,3.6205e+10,3.1597e+10,7.447e+09,2.3303e+10,4.022e+09,1.1026e+10,8.255e+09,6.2347e+10,9.8552e+10,6.209e+09,2.449e+09,3.76e+09,1.129e+09,1.508e+10,2.0059e+10,6.316e+09,2.502e+09,3.814e+09,2.6375e+10,4.1455e+10,2.3001e+10,3.4431e+10,-3.35e+08,5.7097e+10,5.7097e+10,9.8552e+10,3.109e+09,2.275e+09,-2.11e+08,5.62e+08,5.735e+09,-1.206e+09,-4.842e+09,-1.799e+09,-9.167e+09,-1.14e+09,8.005e+09,-8.07e+08,-1.5e+07,6.043e+09,2.611e+09,2.611e+09,2.611e+09,6.481e+09,2.1188e+10,6.981e+09,0.62987,0.29077,0.21493,0.05445,0.03155,2.24542,2.40086,0.72605,0.21499,0.65494,0.63761,3.04719,12.02802,1.47061,0.24015,5,0.05022,0.08252,0.36668,1.0807,1.66524
"24","2016_Q1",24.9959016393443,"Down",1.4914e+10,-5.324e+09,9.59e+09,-5.304e+09,-2.118e+09,-3.119e+09,4.286e+09,-1.4e+07,-1.4e+07,4.272e+09,3.1e+07,4.303e+09,-6.9e+08,3.613e+09,3.613e+09,3.613e+09,3.613e+09,1.799e+10,1.5308e+10,2.682e+09,4.787e+09,4.787e+09,5.167e+09,1.0376e+10,1.0305e+10,3.832e+10,3.1858e+10,7.851e+09,2.343e+10,3.933e+09,1.1332e+10,8.165e+09,6.3139e+10,1.01459e+11,6.161e+09,2.063e+09,4.098e+09,2.634e+09,1.5646e+10,2.0036e+10,4.692e+09,9.54e+08,3.738e+09,2.4728e+10,4.0374e+10,2.3411e+10,3.7614e+10,59999999.9999999,6.1085e+10,6.1085e+10,1.01459e+11,3.613e+09,2.146e+09,2.27e+08,-5.58e+08,5.428e+09,-2.328e+09,4.328e+09,1.25e+09,2.728e+09,-1.133e+09,1.963e+09,-3.55e+08,-3.87e+08,88000000.0000019,8.244e+09,8.244e+09,8.243e+09,6.432e+09,2.267e+10,4.236e+09,0.64302,0.28738,0.24226,0.05915,0.03561,1.17243,2.44919,0.66095,0.22344,0.7653,0.74082,3.15908,12.939,0.89727,0.23999,5,0.05366,0.04789,0.31359,0.72761,1.09193
"25","2016_Q2",25.7415625,"Up",1.3702e+10,-5.572e+09,8.13e+09,-5.562e+09,-2.226e+09,-3.246e+09,2.568e+09,-8.2e+07,-8.2e+07,2.486e+09,2.2e+07,2.508e+09,-4.62e+08,2.046e+09,2.046e+09,2.046e+09,2.046e+09,5.988e+09,3.061e+09,2.927e+09,4.216e+09,4.216e+09,5.751e+09,1.1442e+10,1.1442e+10,2.7397e+10,3.2644e+10,9.474e+09,3.5952e+10,1.114e+10,1.6942e+10,7.87e+09,7.807e+10,1.05467e+11,5.817e+09,3.163e+09,2.654e+09,3.594e+09,1.7526e+10,2.1775e+10,4.992e+09,1.247e+09,3.745e+09,2.6767e+10,4.4293e+10,2.4088e+10,3.6526e+10,5.6e+08,6.1174e+10,6.1174e+10,1.05467e+11,2.046e+09,2.015e+09,3.83e+08,-3.89e+08,4.055e+09,-1.346e+09,1.322e+09,-7.45e+08,-1.552e+10,-1.228e+09,9.56e+08,-4.5e+08,-6e+07,-7.82e+08,-1.2247e+10,-1.2247e+10,-1.2247e+10,4.583e+09,2.5369e+10,3.31e+09,0.59334,0.18742,0.14932,0.03345,0.0194,1.61779,1.56322,0.72405,0.24054,0.43329,0.41969,2.90174,12.9551,0.70097,0.26006,4,0.03577,0.03616,0.6002,4.22889,7.54712
"26","2016_Q3",29.33484375,"Up",1.3533e+10,-5.56e+09,7.973e+09,-5.241e+09,-2.007e+09,-3.145e+09,2.732e+09,-1.26e+08,-1.26e+08,2.606e+09,-9.36e+08,1.67e+09,-3.4e+08,1.33e+09,1.33e+09,1.33e+09,1.33e+09,8.186e+09,3.885e+09,4.301e+09,4.426e+09,4.426e+09,5.8e+09,1.2776e+10,1.2776e+10,3.1188e+10,3.3804e+10,8.961e+09,3.5878e+10,1.0821e+10,1.6992e+10,8.065e+09,7.8643e+10,1.09831e+11,6.965e+09,3.42e+09,3.545e+09,4.56e+09,1.8711e+10,2.4053e+10,5.7e+09,1.293e+09,4.407e+09,2.9753e+10,4.8464e+10,2.4317e+10,3.713e+10,-8e+07,6.1367e+10,6.1367e+10,1.09831e+11,1.33e+09,1.917e+09,1.488e+09,-8.9e+08,3.845e+09,-2.286e+09,-9.37e+08,-4.16e+08,-4.17e+09,-1.233e+09,3.194e+09,-6.2e+08,-1.92e+08,1.149e+09,8.24e+08,8.24e+08,8.24e+08,4.649e+09,2.8613e+10,1.813e+09,0.58915,0.20188,0.09828,0.02167,0.01211,1.36316,1.66683,0.78974,0.26052,0.28124,0.27333,2.8617,12.97674,0.38338,0.26073,4,0.02679,0.01895,0.92707,4.39385,7.47694
"27","2016_Q4",29.8812698412698,"Up",1.5778e+10,-5.795e+09,9.983e+09,-5.149e+09,-2.006e+09,-3.069e+09,4.834e+09,-1.32e+08,-1.32e+08,4.702e+09,-3.84e+08,4.318e+09,-9.4e+08,3.378e+09,3.378e+09,3.378e+09,3.378e+09,8.022e+09,4.752e+09,3.27e+09,4.952e+09,4.952e+09,5.783e+09,1.7459e+10,1.2359e+10,3.6216e+10,3.4707e+10,1.0211e+10,3.1083e+10,9.524e+09,1.3868e+10,7.691e+09,7.6001e+10,1.12217e+11,7.111e+09,3.181e+09,3.93e+09,3.573e+09,2.0093e+10,2.4043e+10,4.966e+09,1.211e+09,3.755e+09,2.9009e+10,4.9102e+10,2.507e+10,3.7645e+10,4e+08,6.3115e+10,6.3115e+10,1.12217e+11,3.378e+09,1.928e+09,4.49e+08,3e+06,5.758e+09,-2.463e+09,3.74e+08,1.68e+08,-2.683e+09,-1.231e+09,-9.9e+08,4e+07,-2.7e+07,-2.208e+09,8.67e+08,8.67e+08,8.67e+08,6.762e+09,2.7616e+10,5.242e+09,0.63272,0.30638,0.2141,0.05352,0.0301,1.55181,1.80242,0.77798,0.24609,0.71356,0.69264,3.33291,13.33228,1.10731,0.26003,4,0.04816,0.05478,0.36442,2.89766,4.05337
"28","2017_Q1",30.4216129032258,"Up",1.6374e+10,-6.227e+09,1.0147e+10,-5.404e+09,-2.138e+09,-3.225e+09,4.743e+09,-3.63e+08,-3.63e+08,4.38e+09,59999999.9999999,4.44e+09,-8.78e+08,3.562e+09,3.562e+09,3.562e+09,3.562e+09,8.785e+09,5.56e+09,3.225e+09,4.69e+09,4.69e+09,5.553e+09,1.648e+10,1.127e+10,3.5508e+10,3.6171e+10,1.0896e+10,3.0752e+10,9.494e+09,1.4099e+10,7.159e+09,7.7819e+10,1.13327e+11,5.94e+09,2.475e+09,3.465e+09,4.634e+09,2.0302e+10,2.0649e+10,6.15e+09,1.73e+09,4.42e+09,2.6799e+10,4.7101e+10,2.5373e+10,4.0747e+10,1.06e+08,6.6226e+10,6.6226e+10,1.13327e+11,3.562e+09,1.93e+09,-1.051e+09,3.709e+09,8.15e+09,-3.53e+09,-1.527e+09,2.002e+09,-3.444e+09,-1.233e+09,-1.941e+09,-4.49e+08,-2.75e+08,-3.898e+09,8.08e+08,8.08e+08,8.08e+08,6.673e+09,2.5283e+10,7.73e+09,0.6197,0.28967,0.21754,0.05379,0.03143,2.17013,1.74899,0.71122,0.2231,0.75227,0.72962,3.45808,13.98648,1.63252,0.2604,4,0.0491,0.07915,0.34615,2.47235,3.47839
"29","2017_Q2",30.307619047619,"Down",1.4796e+10,-5.636e+09,9.16e+09,-5.448e+09,-2.099e+09,-3.311e+09,3.712e+09,-6.9e+07,-6.9e+07,3.643e+09,1.72e+08,3.815e+09,-8.51e+08,2.964e+09,2.964e+09,2.964e+09,2.964e+09,7.992e+09,4.934e+09,3.058e+09,4.921e+09,4.921e+09,5.801e+09,1.7344e+10,1.2206e+10,3.6058e+10,3.6911e+10,1.198e+10,3.0699e+10,9.157e+09,1.4099e+10,7.443e+09,7.959e+10,1.15648e+11,6.138e+09,3.221e+09,2.917e+09,5.073e+09,2.1305e+10,2.0678e+10,6.821e+09,2.285e+09,4.536e+09,2.7499e+10,4.8804e+10,2.589e+10,4.0091e+10,8.63e+08,6.6844e+10,6.6844e+10,1.15648e+11,2.964e+09,1.946e+09,4.39e+08,-1.451e+09,3.898e+09,-1.952e+09,-2.38e+08,-5.88e+08,-2.778e+09,-1.229e+09,4.35e+08,-9.13e+08,-3.9e+07,-1.746e+09,-6.26e+08,-6.26e+08,-6.26e+08,5.658e+09,2.5751e+10,3.106e+09,0.61909,0.25088,0.20032,0.04434,0.02563,1.04791,1.69247,0.73012,0.22267,0.62757,0.60725,3.13275,14.15287,0.65763,0.26022,7,0.04218,0.03124,0.41464,3.13874,4.78421
"30","2017_Q3",30.3273015873016,"Up",1.4763e+10,-5.667e+09,9.096e+09,-5.149e+09,-1.85e+09,-3.262e+09,3.947e+09,3.88e+08,3.88e+08,4.335e+09,2.37e+08,4.572e+09,-1.764e+09,2.808e+09,2.808e+09,2.808e+09,2.808e+09,1.4845e+10,1.1687e+10,3.158e+09,5.397e+09,5.397e+09,6.324e+09,1.4051e+10,1.4051e+10,4.0617e+10,3.813e+10,1.0385e+10,3.2975e+10,8.867e+09,1.4102e+10,1.0006e+10,8.149e+10,1.22107e+11,6.838e+09,3.671e+09,3.167e+09,4.13e+09,1.8782e+10,2.7855e+10,6.845e+09,2.502e+09,4.343e+09,3.47e+10,5.3482e+10,2.5781e+10,4.167e+10,1.174e+09,6.8625e+10,6.8625e+10,1.22107e+11,2.808e+09,1.988e+09,3.65e+08,-4.54e+08,4.707e+09,-2.778e+09,5.59e+08,5e+08,-1.438e+09,-1.287e+09,6.131e+09,-1.199e+09,-1.61e+08,3.484e+09,6.753e+09,6.753e+09,6.753e+09,5.935e+09,3.1985e+10,4.467e+09,0.61613,0.26736,0.19021,0.04092,0.023,1.59081,2.16255,0.77934,0.26194,0.59618,0.57957,3.13439,14.57006,0.94841,0.27325,7,0.03811,0.04157,0.45833,2.88795,4.34254
