"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","interest_income","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_affiliates_net_of_taxes","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accrued_taxes","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",29.1301612903226,"Down",8.46e+08,-6.71e+08,1.75e+08,-8.5e+07,-6.8e+07,-1.7e+07,9e+07,-1.2e+07,-1e+07,-1.1e+07,1e+06,-2e+06,7.8e+07,7.8e+07,-1.6e+07,4e+06,6.6e+07,7e+07,-4e+06,6.6e+07,6.6e+07,4.07e+08,4.07e+08,7.1e+08,4.11e+08,8.9e+07,6.4e+07,1.617e+09,1.073e+09,6.79e+08,276112995.528956,4e+07,1.87e+08,6.9e+07,3.83e+08,1.752e+09,3.369e+09,4.83e+08,4.3e+07,4.4e+08,1.4e+08,6.3e+08,5.59e+08,2.8e+08,1e+07,2.7e+08,8.39e+08,1.469e+09,8e+07,-8e+06,1.63e+09,7.1e+07,1.773e+09,1.27e+08,1.9e+09,3.369e+09,7e+07,3.5e+07,6e+06,-2e+07,9.1e+07,-5.9e+07,-5.9e+07,-5.9e+07,2.8e+07,-2.5e+07,-1.2e+07,1.6e+07,-5e+06,1e+06,-6e+06,-1.2e+07,5.4e+07,5.4e+07,-1.3e+07,4.1e+07,1.25e+08,6.99e+08,6.2e+07,0.20686,0.10638,0.07801,0.03474,0.01959,0.93939,2.56667,0.77316,0.20748,1.04596,1.02484,13.40729,28.09826,0.98257,0.19017,0.02709,0.02154,0.18182,2.336,3.24444
"12","2013_Q1",30.306,"Up",8.39e+08,-6.86e+08,1.53e+08,-1e+08,-8.2e+07,-1.8e+07,5.3e+07,-1.6e+07,-1.5e+07,-1.6e+07,1e+06,-1e+06,3.7e+07,3.7e+07,-3.72529029846191e-09,3e+06,4e+07,4e+07,-4e+06,3.6e+07,3.6e+07,1.2e+08,1.2e+08,6.87e+08,5.33e+08,1.03e+08,6.2e+07,1.443e+09,1.552e+09,1.404e+09,3.3e+08,4.8e+08,9.4e+07,1.15e+08,3.85e+08,2.956e+09,4.399e+09,6.65e+08,5.9e+07,6.06e+08,2.47e+08,9.19e+08,1.172e+09,3.69e+08,5.5e+07,3.14e+08,1.541e+09,2.46e+09,8.4e+07,-8e+06,1.653e+09,8.4e+07,1.813e+09,1.26e+08,1.939e+09,4.399e+09,4e+07,4.5e+07,-2.5e+07,1.71e+08,2.31e+08,-1.03e+08,-1.05e+08,-1.05e+08,3.72529029846191e-09,-1.207e+09,-1.3e+07,6.93e+08,0,0,0,6.8e+08,-2.96e+08,-2.96e+08,9e+06,-2.87e+08,9.8e+07,1.419e+09,1.66e+08,0.18236,0.06317,0.04291,0.01857,0.00818,4.61111,1.57018,1.2687,0.32257,0.56515,0.56075,13.17111,28.46154,2.60597,0.20408,0.01315,0.04454,0.36111,13.2551,24.50943
"13","2013_Q2",29.46234375,"Down",8.2e+08,-6.73e+08,1.47e+08,-9.2e+07,-7.3e+07,-1.9e+07,5.5e+07,-1.4e+07,-1.5e+07,-1.6e+07,1e+06,1e+06,4.1e+07,4.1e+07,-1.9e+07,3e+06,2.5e+07,2.4e+07,-4e+06,2e+07,2e+07,9.1e+07,9.1e+07,6.19e+08,5.87e+08,1.18e+08,8.2e+07,1.415e+09,1.566e+09,1.395e+09,3.18e+08,4.94e+08,9.8e+07,1.16e+08,3.69e+08,2.961e+09,4.376e+09,5.31e+08,2.7e+07,5.04e+08,2.6e+08,7.97e+08,1.241e+09,3.69e+08,5.4e+07,3.15e+08,1.61e+09,2.407e+09,8.6e+07,-8e+06,1.66e+09,1e+08,1.838e+09,1.31e+08,1.969e+09,4.376e+09,2.4e+07,4.9e+07,5e+06,-1.29e+08,-5.1e+07,-6.2e+07,-6.2e+07,-6.2e+07,1.7e+07,-4.5e+07,-1.3e+07,8.2e+07,-2e+06,4e+06,-6e+06,6.7e+07,-2.9e+07,-2.9e+07,8346277.51235515,-2.9e+07,1.04e+08,1.501e+09,-6.8e+07,0.17927,0.06707,0.02439,0.01016,0.00457,-3.4,1.77541,1.22245,0.34301,0.31496,0.31201,12.91339,28.94488,-1.07087,0.20472,0.0086,-0.01771,0.65,13.55769,25.63636
"14","2013_Q3",32.17265625,"Up",8.39e+08,-6.96e+08,1.43e+08,-9.1e+07,-7.7e+07,-1.4e+07,5.2e+07,-1.3e+07,-1.5e+07,-1.6e+07,1e+06,2e+06,3.9e+07,3.9e+07,-1.7e+07,3e+06,2.5e+07,2.3e+07,4e+06,2.7e+07,2.7e+07,8.5e+07,8.5e+07,6.7e+08,5.61e+08,3.31e+08,7e+07,1.647e+09,1.544e+09,1.169e+09,3.16e+08,4.93e+08,1.01e+08,1.16e+08,1.43e+08,2.713e+09,4.36e+09,5.27e+08,2.6e+07,5.01e+08,5.11e+08,1.045e+09,1.002e+09,3.63e+08,5.6e+07,3.07e+08,1.365e+09,2.41e+09,9.1e+07,-8e+06,1.675e+09,7e+07,1.828e+09,1.22e+08,1.95e+09,4.36e+09,2.3e+07,5e+07,2.6e+07,-43999999.9999999,5.5e+07,-6.5e+07,-6.5e+07,-6.5e+07,9e+06,-55999999.9999998,-1.3e+07,11000000.0000001,1e+06,1e+06,0,2e+06,1e+06,1e+06,-7000000.00000001,-6e+06,1.02e+08,1.513e+09,1e+07,0.17044,0.06198,0.03218,0.01385,0.00619,0.37037,1.57608,1.2359,0.34702,0.42386,0.4186,13.17111,28.69702,0.15699,0.20408,0.01045,0.00261,0.48148,14,27.46154
"15","2013_Q4",37.87921875,"Up",9.01e+08,-7.25e+08,1.76e+08,-8.9e+07,-7.2e+07,-1.7e+07,8.7e+07,-1.3e+07,-1.3e+07,-1.5e+07,2e+06,4.65661287307739e-10,7.4e+07,7.4e+07,-1.6e+07,3e+06,6.1e+07,6.2e+07,-3e+06,5.9e+07,5.9e+07,7.6e+07,7.6e+07,6.96e+08,5.22e+08,3.1e+08,5.8e+07,1.604e+09,1.567e+09,1.169e+09,3.1e+08,4.99e+08,1.03e+08,1.16e+08,1.41e+08,2.736e+09,4.34e+09,5.38e+08,2e+07,5.18e+08,4.44e+08,9.88e+08,1.008e+09,3.43e+08,5.9e+07,2.84e+08,1.351e+09,2.339e+09,9.6e+07,-8e+06,1.72e+09,6.7e+07,1.875e+09,1.26e+08,2.001e+09,4.34e+09,6.2e+07,4.5e+07,-2e+06,3.3e+07,1.38e+08,-6.8e+07,-6.8e+07,-6.8e+07,9e+06,-5.9e+07,-1.3e+07,-6.2e+07,1e+06,1e+06,0,-8.1e+07,-2e+06,-2e+06,-7e+06,-9e+06,1.32e+08,1.452e+09,1.13e+08,0.19534,0.09656,0.06548,0.02949,0.01359,1.91525,1.62348,1.16892,0.33456,0.92767,0.91757,14.16667,29.48113,1.77673,0.2044,0.01897,0.02977,0.22034,10.42424,15.81609
"16","2014_Q1",42.1522950819672,"Up",8.96e+08,-7.29e+08,1.67e+08,-9.3e+07,-7.5e+07,-1.8e+07,7.4e+07,-1.8e+07,-1.4e+07,-1.5e+07,1e+06,-4e+06,5.6e+07,5.6e+07,-8e+06,2e+06,5e+07,5.1e+07,-4e+06,4.7e+07,4.7e+07,9.5e+07,9.5e+07,6.33e+08,4.55e+08,3.12e+08,5.8e+07,1.495e+09,1.6e+09,1.138e+09,3.08e+08,5.02e+08,6.8e+07,1.19e+08,1.41e+08,2.738e+09,4.233e+09,5.64e+08,3e+07,5.34e+08,2.78e+08,8.44e+08,1.02e+09,2.86e+08,2.1e+07,2.65e+08,1.306e+09,2.15e+09,1.03e+08,-8e+06,1.755e+09,1.01e+08,1.951e+09,1.32e+08,2.083e+09,4.233e+09,5.1e+07,4.6e+07,-1.5e+07,1.95e+08,2.77e+08,-6.9e+07,-6.9e+07,-6.9e+07,2e+06,-6.7e+07,-1.2e+07,-1.54e+08,3e+06,3e+06,0,-1.94e+08,1.6e+07,1.6e+07,3e+06,1.9e+07,1.2e+08,1.298e+09,2.54e+08,0.18638,0.08259,0.05246,0.02256,0.0111,5.40426,1.77133,1.03217,0.30664,0.72981,0.72197,13.91304,30.29503,3.9441,0.18634,0.01609,0.06927,0.25532,10.025,16.25676
"17","2014_Q2",47.0273015873016,"Up",8.98e+08,-7.19e+08,1.79e+08,-9.2e+07,-7.7e+07,-1.5e+07,8.7e+07,2.2e+07,-1.3e+07,-1.4e+07,1e+06,3.5e+07,1.09e+08,1.09e+08,-2.4e+07,2e+06,8.7e+07,8.6e+07,-6e+06,8e+07,8e+07,1.05e+08,1.05e+08,6.96e+08,5.13e+08,3.01e+08,6.5e+07,1.615e+09,1.641e+09,1.199e+09,3.64e+08,5.59e+08,6.2e+07,7.8e+07,1.36e+08,2.84e+09,4.455e+09,5.25e+08,3.8e+07,4.87e+08,4.4e+08,9.69e+08,1.026e+09,2.96e+08,3.2e+07,2.64e+08,1.322e+09,2.291e+09,1.08e+08,-8e+06,1.822e+09,8.3e+07,2.033e+09,1.31e+08,2.164e+09,4.455e+09,8.6e+07,5.1e+07,-1.9e+07,-1.36e+08,-1.8e+07,-4.2e+07,-4.2e+07,-4.2e+07,-4e+06,-1.19e+08,-1.3e+07,1.67e+08,1e+06,7e+06,-6e+06,1.55e+08,1.8e+07,1.8e+07,-8e+06,1e+07,1.38e+08,1.466e+09,-1.6e+07,0.19933,0.09688,0.08909,0.03697,0.01796,-0.2,1.66667,1.05869,0.32907,1.24611,1.23457,13.98754,31.23053,-0.24922,0.20249,0.02369,-0.00407999999999999,0.1625,9.86232,15.64368
"18","2014_Q3",44.4584375,"Down",8.98e+08,-7.22e+08,1.76e+08,-1.08e+08,-9.2e+07,-1.6e+07,6.8e+07,-2e+07,-1.2e+07,-1.3e+07,1e+06,-8e+06,4.8e+07,4.8e+07,-7e+06,-2e+06,3.9e+07,3.9e+07,-3e+06,3.6e+07,3.6e+07,8.9e+07,8.9e+07,7.12e+08,5.41e+08,3.46e+08,9.4e+07,1.688e+09,1.617e+09,1.182e+09,3.58e+08,5.55e+08,7.5e+07,7.3e+07,1.21e+08,2.799e+09,4.487e+09,5.63e+08,3.5e+07,5.28e+08,3.96e+08,9.62e+08,1.023e+09,3.24e+08,5.1e+07,2.73e+08,1.347e+09,2.309e+09,1.16e+08,-8e+06,1.845e+09,7.7e+07,2.059e+09,1.19e+08,2.178e+09,4.487e+09,3.9e+07,4.9e+07,-2e+06,999999.99999994,8.7e+07,-2.8e+07,-2.8e+07,-2.8e+07,-999999.999999993,-2.9e+07,-1.3e+07,-4.6e+07,3e+06,3e+06,0,-6.6e+07,-8e+06,-8e+06,-8e+06,-1.6e+07,1.17e+08,1.419e+09,9.7e+07,0.19599,0.07572,0.04009,0.01653,0.00802,2.69444,1.75468,1.06015,0.31625,0.56075,0.55215,13.98754,31.61994,1.5109,0.20249,0.0125,0.02474,0.36111,11.36752,19.55882
"19","2014_Q4",36.74484375,"Down",9.4e+08,-7.56e+08,1.84e+08,-9.1e+07,-7.6e+07,-1.5e+07,9.3e+07,-1.3e+07,-1.3e+07,-1.4e+07,1e+06,0,8e+07,8e+07,-2e+07,-2e+06,5.8e+07,5.7e+07,-5e+06,5.2e+07,5.2e+07,1.01e+08,1.01e+08,7.24e+08,5.32e+08,1.44e+08,1.03e+08,1.501e+09,1.616e+09,1.181e+09,3.54e+08,5.55e+08,8e+07,7.1e+07,1.21e+08,2.797e+09,4.298e+09,5.76e+08,3.9e+07,5.37e+08,1.37e+08,7.15e+08,1.026e+09,3.22e+08,4.9e+07,2.73e+08,1.348e+09,2.063e+09,1.22e+08,-8e+06,1.883e+09,9e+07,2.116e+09,1.19e+08,2.235e+09,4.298e+09,5.7e+07,5e+07,-6e+06,1.5e+07,1.16e+08,-4.5e+07,-4.5e+07,-4.5e+07,2.15e+08,1.7e+08,-1.4e+07,-2.57e+08,3e+06,3e+06,9.31322574615479e-10,-2.77e+08,9e+06,9e+06,3e+06,1.2e+07,1.43e+08,1.163e+09,1.33e+08,0.19574,0.09894,0.05532,0.02327,0.0121,2.55769,2.0993,0.92304,0.27059,0.8062,0.8,14.57364,32.35659,2.06202,0.21705,0.01774,0.03575,0.26923,7.42657,11.41935
"20","2015_Q1",36.1277049180328,"Down",9.11e+08,-7.29e+08,1.82e+08,-9.5e+07,-8.1e+07,-1.4e+07,8.7e+07,-1.6e+07,-1.4e+07,-1.4e+07,2.3283064365387e-10,-2e+06,7.1e+07,7.1e+07,-4.1e+07,2e+06,3.2e+07,3.6e+07,-5e+06,3.1e+07,3.1e+07,6.7e+07,6.7e+07,6.88e+08,4.98e+08,1.11e+08,6.9e+07,1.364e+09,1.581e+09,1.139e+09,3.47e+08,5.36e+08,8e+07,6.8e+07,1.08e+08,2.72e+09,4.084e+09,5.61e+08,4.9e+07,5.12e+08,6.8e+07,6.3e+08,1.004e+09,3.59e+08,6.8e+07,2.91e+08,1.363e+09,1.993e+09,1.13e+08,-7e+06,1.9e+09,-6.4e+07,1.969e+09,1.22e+08,2.091e+09,4.084e+09,3.6e+07,5.1e+07,3.8e+07,5e+06,1.3e+08,-5.6e+07,-5.6e+07,-5.6e+07,1.8e+07,-3.8e+07,-1.4e+07,-8.9e+07,-1.1e+07,1e+06,-1.2e+07,-1.14e+08,-2.2e+07,-2.2e+07,-1.2e+07,-3.4e+07,1.38e+08,1.072e+09,1.28e+08,0.19978,0.0955,0.03403,0.01483,0.00759,4.12903,2.16508,0.95313,0.26249,0.47913,0.47401,14.08037,30.01546,1.97836,0.21638,0.01278,0.03634,0.45161,7.28261,11.55172
"21","2015_Q2",35.45,"Down",8.12e+08,-6.55e+08,1.57e+08,-9.3e+07,-7.8e+07,-1.5e+07,6.4e+07,-1.3e+07,-1.2e+07,-1.3e+07,1e+06,-1e+06,5.1e+07,5.1e+07,-3e+06,1e+06,4.9e+07,4.9e+07,-4e+06,4.5e+07,4.5e+07,8.8e+07,8.8e+07,6.43e+08,4.75e+08,1.09e+08,6.7e+07,1.315e+09,1.547e+09,1.115e+09,3.35e+08,5.24e+08,7.9e+07,6.6e+07,1.11e+08,2.662e+09,3.977e+09,4.85e+08,4.8e+07,4.37e+08,1.6e+08,6.46e+08,9.95e+08,3.32e+08,6.7e+07,2.65e+08,1.327e+09,1.973e+09,7.3e+07,-7e+06,1.93e+09,-1.44e+08,1.88e+09,1.24e+08,2.004e+09,3.977e+09,4.9e+07,4.5e+07,1.4e+07,-5.2e+07,5.6e+07,-4.1e+07,-4.1e+07,-4.1e+07,-3e+06,-4.4e+07,-1.4e+07,8.3e+07,-4.5e+07,2e+06,-4.7e+07,2.4e+07,3.6e+07,3.6e+07,-1.5e+07,2.1e+07,1.09e+08,1.155e+09,1.9e+07,0.19335,0.07882,0.05542,0.02246,0.01132,0.42222,2.0356,0.98453,0.29042,0.70203,0.69659,12.66771,28.89236,0.29641,0.21841,0.0169,0.00544,0.31111,9.78899,16.67188
"22","2015_Q3",28.63953125,"Down",6.94e+08,-5.55e+08,1.39e+08,-8.5e+07,-7.1e+07,-1.4e+07,5.4e+07,-1.5e+07,-1.3e+07,-1.4e+07,1e+06,-2e+06,3.9e+07,3.9e+07,-1.4e+07,2e+06,2.7e+07,2.7e+07,-1e+06,2.6e+07,2.6e+07,9.4e+07,9.4e+07,5.67e+08,4.08e+08,1.02e+08,6.3e+07,1.171e+09,1.483e+09,1.078e+09,3.2e+08,5.08e+08,7.4e+07,6.3e+07,1.13e+08,2.561e+09,3.732e+09,4.22e+08,3.6e+07,3.86e+08,1.34e+08,5.57e+08,9.95e+08,3.15e+08,6.3e+07,2.52e+08,1.31e+09,1.867e+09,6.3e+07,-7e+06,1.943e+09,-2.73e+08,1.754e+09,1.11e+08,1.865e+09,3.732e+09,2.7e+07,4.7e+07,999999.99999997,7.4e+07,1.49e+08,-2.9e+07,-2.9e+07,-2.9e+07,-4e+06,-3.3e+07,-1.4e+07,-2.5e+07,-1.1e+07,3e+06,-1.4e+07,-6.1e+07,5.5e+07,5.5e+07,-4.9e+07,5999999.99999999,1.01e+08,1.129e+09,1.6e+08,0.20029,0.07781,0.03746,0.01394,0.00697,6.15385,2.10233,1.00107,0.30252,0.40816,0.404980000000001,10.89482,27.09576,2.51177,0.21978,0.01209,0.04835,0.53846,10.24752,19.16667
"23","2015_Q4",32.8953125,"Up",6.94e+08,-5.44e+08,1.5e+08,-8.2e+07,-6.7e+07,-1.5e+07,6.8e+07,-1.5e+07,-1.2e+07,-1.3e+07,1e+06,-3e+06,5.3e+07,-5.09e+08,6.4e+07,1e+06,-4.44e+08,-4.43e+08,-2e+06,-4.45e+08,-4.45e+08,8.4e+07,8.4e+07,5.63e+08,4.32e+08,9.9e+07,6e+07,1.178e+09,1.427e+09,6.31e+08,1.59e+08,1.57e+08,1.37e+08,6.1e+07,1.17e+08,2.058e+09,3.236e+09,4.14e+08,2.7e+07,3.87e+08,1.53e+08,5.68e+08,9.71e+08,3.01e+08,5.2e+07,2.49e+08,1.272e+09,1.84e+09,6.3e+07,-8e+06,1.464e+09,-2.55e+08,1.292e+09,1.04e+08,1.396e+09,3.236e+09,-4.43e+08,4.8e+07,4.92e+08,-2.4e+07,7.3e+07,-3.3e+07,-3.3e+07,-3.3e+07,-1e+06,-3.4e+07,-1.4e+07,-7e+06,-2.3e+07,1e+06,-2.4e+07,-4.9e+07,-1e+07,-1e+07,0,-1e+07,1.16e+08,1.124e+09,-5e+06,0.21614,0.09798,-0.64121,-0.31877,-0.13752,0.01124,2.07394,1.31805,0.34734,-7.03002,-7.14286,10.96367,19.9684,-0.07899,0.22117,-0.15278,-0.00176999999999999,-0.03146,8.96552,15.29412
"24","2016_Q1",35.9824590163934,"Up",6.71e+08,-5.32e+08,1.39e+08,-8e+07,-6.6e+07,-1.4e+07,5.9e+07,-1.7e+07,-1.2e+07,-1.3e+07,1e+06,-5e+06,4.2e+07,41999999.9999998,-2e+06,0,39999999.9999999,4.1e+07,-1e+06,4e+07,4e+07,7.7e+07,7.7e+07,4.77e+08,3.97e+08,9.7e+07,5.4e+07,1.048e+09,1.383e+09,6.44e+08,1.53e+08,1.54e+08,1.52e+08,5.7e+07,1.28e+08,2.027e+09,3.075e+09,4.17e+08,2.8e+07,3.89e+08,2.3e+07,4.41e+08,9.7e+08,2.99e+08,5.9e+07,2.4e+08,1.269e+09,1.71e+09,6.3e+07,-8e+06,1.478e+09,-2.99e+08,1.261e+09,1.04e+08,1.365e+09,3.075e+09,4.1e+07,4.3e+07,-1e+06,1.38e+08,2.21e+08,-3.8e+07,-3.8e+07,-3.8e+07,-1.3e+07,-5.1e+07,-1.4e+07,-1.29e+08,-1.8e+07,-2e+06,-1.6e+07,-1.7e+08,7.45058059692383e-09,7.45058059692383e-09,-6999999.99999999,-7e+06,1.02e+08,9.93e+08,2.04e+08,0.20715,0.08793,0.05961,0.0293,0.01301,5.1,2.37642,1.25275,0.32293,0.640000000000001,0.64,10.736,19.744,3.264,0.224,0.02032,0.07678,0.35,8.98039,15.52542
"25","2016_Q2",39.155625,"Up",6.03e+08,-5.04e+08,9.9e+07,-8.7e+07,-7.1e+07,-1.6e+07,1.2e+07,-2e+07,-1.2e+07,-1.3e+07,1e+06,-8e+06,-8e+06,-8e+06,5e+06,321422.724313084,-3e+06,-3e+06,-4e+06,-7e+06,-7e+06,8.4e+07,8.4e+07,4.37e+08,3.69e+08,1.09e+08,6.6e+07,9.99e+08,1.315e+09,6.41e+08,1.49e+08,1.53e+08,1.53e+08,5.4e+07,1.32e+08,1.956e+09,2.955e+09,4e+08,2.4e+07,3.76e+08,3.08e+08,7.09e+08,6.7e+08,2.94e+08,5.9e+07,2.35e+08,9.64e+08,1.673e+09,6.3e+07,-8e+06,1.448e+09,-3.44e+08,1.186e+09,9.6e+07,1.282e+09,2.955e+09,-3e+06,4.1e+07,3.4e+07,1.1e+07,8.3e+07,-1.7e+07,-2.4e+07,-2.4e+07,-1e+06,-1.8e+07,-1.4e+07,-1.4e+07,-1.3e+07,1e+06,-1.4e+07,-4.1e+07,2.4e+07,2.4e+07,-1.7e+07,7e+06,5.3e+07,9.78e+08,4.2e+07,0.16418,0.0199,-0.01161,-0.00546000000000001,-0.00237,-6,1.40903,1.30499,0.33096,-0.112,-0.112,9.648,18.544,0.672,0.224,0.00273999999999998,0.01644,-2,16.86792,74.5
"26","2016_Q3",41.87515625,"Up",5.68e+08,-4.18e+08,1.5e+08,-7.3e+07,-6.2e+07,-1.1e+07,7.7e+07,-1.5e+07,-1.2e+07,-1.4e+07,2e+06,-3e+06,6.2e+07,6.2e+07,-1.1e+07,1e+06,5.2e+07,5.2e+07,-4e+06,4.8e+07,4.8e+07,1.78e+08,1.78e+08,4.07e+08,3.44e+08,9.9e+07,5.5e+07,1.028e+09,1.318e+09,6.52e+08,1.49e+08,1.55e+08,1.56e+08,5.7e+07,1.35e+08,1.97e+09,2.998e+09,3.46e+08,1e+07,3.36e+08,3.08e+08,6.55e+08,6.69e+08,2.94e+08,6.1e+07,2.33e+08,9.63e+08,1.618e+09,6.3e+07,-8e+06,1.483e+09,-2.79e+08,1.286e+09,9.4e+07,1.38e+09,2.998e+09,5.2e+07,4.1e+07,-6999999.99999997,1.9e+07,1.05e+08,-1.9e+07,-2.8e+07,-2.8e+07,-4e+06,-2.3e+07,-1.4e+07,-1e+06,-3e+06,2e+06,-5e+06,-2e+07,6.2e+07,6.2e+07,3.2e+07,9.4e+07,1.18e+08,9.77e+08,1.29e+08,0.26408,0.13556,0.08451,0.03478,0.01601,2.6875,1.56947,1.17246,0.32588,0.77047,0.75829,9.11717,20.20867,2.07063,0.22472,0.02339,0.04866,0.29167,6.77119,10.37662
"27","2016_Q4",43.845873015873,"Up",6.21e+08,-4.61e+08,1.6e+08,-7.7e+07,-6.4e+07,-1.3e+07,8.3e+07,-9e+06,-1.2e+07,-1.3e+07,1e+06,3e+06,7.4e+07,7.4e+07,-1.5e+07,1e+06,6e+07,6e+07,-4e+06,5.6e+07,5.6e+07,2.22e+08,2.22e+08,4.34e+08,3.3e+08,9.3e+07,4.4e+07,1.079e+09,1.297e+09,6.57e+08,1.42e+08,1.52e+08,1.72e+08,5.5e+07,1.36e+08,1.954e+09,3.033e+09,3.52e+08,2e+07,3.32e+08,3.08e+08,6.61e+08,6.69e+08,2.93e+08,6.7e+07,2.26e+08,9.62e+08,1.623e+09,6.3e+07,-8e+06,1.523e+09,-2.9e+08,1.315e+09,9.5e+07,1.41e+09,3.033e+09,6e+07,4e+07,-5e+06,1.2e+07,1.07e+08,-2.8e+07,-2.8e+07,-2.8e+07,-1e+06,-2.9e+07,-1.9e+07,0,-5e+06,3e+06,-8e+06,-3.6e+07,4.2e+07,4.2e+07,2e+06,4.4e+07,1.23e+08,9.77e+08,1.22e+08,0.25765,0.13366,0.09018,0.03972,0.01846,2.17857,1.63238,1.15106,0.32212,0.89744,0.8903,9.95192,20.64103,1.95513,0.30449,0.02799,0.04552,0.33929,6.13821,9.09639
"28","2017_Q1",48.6898387096774,"Up",6.19e+08,-4.5e+08,1.69e+08,-9.1e+07,-7.8e+07,-1.3e+07,7.8e+07,-1.2e+07,-1.3e+07,-1.4e+07,1e+06,1e+06,6.6e+07,6.6e+07,-1.3e+07,1e+06,5.4e+07,5.5e+07,-3e+06,5.2e+07,5.2e+07,2e+08,2e+08,4.56e+08,3.42e+08,4.9e+07,4.9e+07,1.047e+09,1.29e+09,6.98e+08,1.4e+08,1.52e+08,2.16e+08,5.3e+07,1.37e+08,1.988e+09,3.035e+09,3.89e+08,2.5e+07,3.64e+08,8e+06,3.97e+08,9.14e+08,3.26e+08,4.1e+07,2.85e+08,1.24e+09,1.637e+09,6.2e+07,-7e+06,1.544e+09,-3.25e+08,1.3e+09,9.8e+07,1.398e+09,3.035e+09,5.5e+07,3.9e+07,-1.5e+07,1.8e+07,9.7e+07,-3.2e+07,-3.2e+07,-3.2e+07,-2e+06,-3.4e+07,-1.8e+07,-5.3e+07,-1.4e+07,4e+06,-1.8e+07,-8.7e+07,-2.4e+07,-2.4e+07,2e+06,-2.2e+07,1.17e+08,9.22e+08,1.16e+08,0.27302,0.12601,0.08401,0.0372,0.01713,2.23077,2.63728,1.17096,0.30379,0.83333,0.82671,9.91987,20.41667,1.85897,0.28846,0.02646,0.04384,0.34615,6.17094,9.25641
"29","2017_Q2",47.2093650793651,"Down",6.11e+08,-4.52e+08,1.59e+08,-7.5e+07,-6.3e+07,-1.2e+07,8.4e+07,-9e+06,-1.1e+07,-1.3e+07,2e+06,2e+06,7.5e+07,7.5e+07,-1.8e+07,2e+06,5.9e+07,5.9e+07,-4e+06,5.5e+07,5.5e+07,1.89e+08,1.89e+08,4.05e+08,3.6e+08,4.7e+07,4.7e+07,1.001e+09,1.236e+09,6.92e+08,1.31e+08,1.47e+08,2.19e+08,5.2e+07,1.43e+08,1.928e+09,2.929e+09,3.89e+08,2e+07,3.69e+08,8e+06,3.97e+08,9.13e+08,3.16e+08,4.1e+07,2.75e+08,1.229e+09,1.626e+09,6.2e+07,-7e+06,1.576e+09,-4.45e+08,1.212e+09,9.1e+07,1.303e+09,2.929e+09,5.9e+07,3.8e+07,2e+06,8e+06,1.07e+08,-2.2e+07,-2.2e+07,-2.2e+07,-1e+06,-2.3e+07,-1.9e+07,0,-1.3e+07,3e+06,-1.6e+07,-3.2e+07,5.2e+07,5.2e+07,-6.3e+07,-1.1e+07,1.22e+08,9.21e+08,1.26e+08,0.26023,0.13748,0.09002,0.04221,0.01878,2.29091,2.52141,1.24789,0.31444,0.88424,0.8758,9.82315,19.06752,2.02572,0.30547,0.02913,0.04961,0.34545,6,8.71429
