"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","other_share_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",41.2201612903226,"Up",1.4141e+10,-6.357e+09,7.784e+09,-4.504e+09,-3.29e+08,-2.15e+08,-1.65e+09,-2.31e+09,3.28e+09,2.93e+08,-1.61e+08,4.2e+07,3.573e+09,1.8e+07,3.591e+09,-1.851e+09,1.74e+09,1.813e+09,1.798e+09,1.798e+09,1.268e+09,1.268e+09,9.021e+09,1.176e+09,4.316e+09,1.686e+09,2.63e+09,1.5781e+10,7.3612e+10,2.35e+10,2.476e+09,1.564e+09,9.02e+08,9.9588e+10,1.15369e+11,1.2819e+10,9.133e+09,2.837e+09,8.49e+08,2.335e+09,1.7383e+10,1.8782e+10,3.1327e+10,3.222e+09,1.4155e+10,1.395e+10,5.0109e+10,6.7492e+10,4.5148e+10,1.8e+07,4.513e+10,-3.6845e+10,3.4764e+10,4.339e+09,4.7406e+10,4.7877e+10,1.15369e+11,1.74e+09,1.813e+09,1.65e+09,3.47e+08,-2.97e+08,3.52e+09,-2.757e+09,2.07e+08,-2.773e+09,-8.08e+08,-1.967e+09,-1.11e+08,2.354e+09,-5.32e+08,2.15e+08,2.15e+08,9e+06,2.24e+08,4.93e+09,2.1117e+10,3.727e+09,0.55046,0.23195,0.12715,0.03755,0.01558,2.07286,0.90784,1.4097,0.18304,1.47321,1.46257,11.5866,38.84267,3.05376,0.66204,5,0.02598,0.03715,0.44939,4.02617,6.05152
"12","2013_Q1",43.144,"Up",1.5569e+10,-7.076e+09,8.493e+09,-5.013e+09,-2.16e+08,-3.45e+08,-1.779e+09,-2.673e+09,3.48e+09,6.2e+08,-1.61e+08,3.01e+08,4.1e+09,-4.78e+08,3.622e+09,-1.78e+09,1.842e+09,1.441e+09,1.426e+09,1.426e+09,3.618e+09,3.618e+09,8.929e+09,9.65e+08,1.0477e+10,9.476e+09,1.001e+09,2.3989e+10,6.7263e+10,2.3489e+10,2.403e+09,1.517e+09,8.86e+08,9.3155e+10,1.17144e+11,1.3379e+10,9.154e+09,3.366e+09,8.59e+08,9.55e+08,1.7443e+10,2.077e+10,3.0504e+10,3.346e+09,1.3185e+10,1.3973e+10,5.1274e+10,6.8717e+10,4.5342e+10,1.8e+07,4.5324e+10,-3.678e+10,3.5338e+10,4.087e+09,4.7987e+10,4.8427e+10,1.17144e+11,1.842e+09,1.441e+09,1.779e+09,6.21e+08,-3.72e+08,3.87e+09,-3.408e+09,6.6e+08,-2.929e+09,-8.09e+08,613999999.999999,54999999.9999998,1.542e+09,1.402e+09,2.343e+09,2.343e+09,7e+06,2.35e+09,5.259e+09,2.1725e+10,3.259e+09,0.54551,0.22352,0.09159,0.02945,0.01217,2.28541,1.37528,1.41898,0.18546,1.16604,1.15772,12.73079,39.23901,2.66489,0.66152,7,0.0222,0.03238,0.56732,3.44305,5.20316
"13","2013_Q2",45.096875,"Up",1.4166e+10,-5.834e+09,8.332e+09,-4.828e+09,-1.65e+08,-2.77e+08,-1.807e+09,-2.579e+09,3.504e+09,2.97e+08,-1.3e+08,6.5e+07,3.801e+09,-1.4e+07,3.787e+09,-1.763e+09,2.024e+09,2.153e+09,2.139e+09,2.139e+09,5.445e+09,5.422e+09,8.703e+09,1.133e+09,8.954e+09,8.759e+09,1.95e+08,2.4235e+10,6.789e+10,2.3315e+10,2.34e+09,1.455e+09,8.85e+08,9.3545e+10,1.1778e+11,1.4079e+10,9.554e+09,3.658e+09,8.67e+08,1.351e+09,1.8315e+10,2.0319e+10,2.9906e+10,3.271e+09,1.3607e+10,1.3028e+10,5.0225e+10,6.854e+10,4.5443e+10,1.8e+07,4.5425e+10,-3.678e+10,3.6662e+10,3.478e+09,4.8803e+10,4.924e+10,1.1778e+11,2.024e+09,2.153e+09,1.807e+09,-2.05e+08,9.82e+08,4.73e+09,-2.257e+09,1.3e+07,-2.433e+09,-8.15e+08,-4.8e+07,-1e+07,5.43e+08,-3.3e+08,1.967e+09,1.967e+09,-1.63e+08,1.804e+09,5.311e+09,2.167e+10,5.799e+09,0.58817,0.24735,0.151,0.04344,0.01816,2.71108,1.32323,1.39196,0.18399,1.74011,1.73071,11.52427,39.70203,4.71758,0.66302,8,0.0293,0.05752,0.38102,3.05498,4.63042
"14","2013_Q3",50.20921875,"Up",1.335e+10,-5.521e+09,7.829e+09,-4.66e+09,-1.93e+08,-3.21e+08,-1.832e+09,-2.314e+09,3.169e+09,5.58e+08,-1.39e+08,2.03e+08,3.727e+09,-31000000.0000001,3.696e+09,-1.63e+09,2.066e+09,2.063e+09,2.05e+09,2.05e+09,3.984e+09,3.909e+09,8.214e+09,1.134e+09,9.27e+09,9.064e+09,2.06e+08,2.2602e+10,6.9438e+10,2.2576e+10,2.331e+09,1.44e+09,8.91e+08,9.4345e+10,1.16947e+11,1.325e+10,9.41e+09,2.813e+09,1.027e+09,5.54e+08,1.6715e+10,2.1167e+10,3.0133e+10,3.203e+09,1.3986e+10,1.2944e+10,5.13e+10,6.8015e+10,4.5549e+10,1.8e+07,4.5531e+10,-3.678e+10,3.7899e+10,1.84e+09,4.8508e+10,4.8932e+10,1.16947e+11,2.066e+09,2.063e+09,1.832e+09,4.75e+08,-6.84e+08,3.741e+09,-3.163e+09,-6.2e+07,-3.415e+09,-8.14e+08,-8.5e+08,5e+06,-1.86e+08,-1.845e+09,-1.519e+09,-1.519e+09,5999999.99999997,-1.513e+09,5.001e+09,2.1721e+10,2.784e+09,0.58644,0.23738,0.15356,0.04189,0.01753,1.35805,1.3522,1.38999,0.18573,1.66697,1.65702,10.85566,39.44468,2.26383,0.66191,7,0.02842,0.02762,0.39707,3.54669,5.59703
"15","2013_Q4",54.60796875,"Up",1.3643e+10,-5.708e+09,7.935e+09,-5.09e+09,-2.49e+08,-3.13e+08,-1.902e+09,-2.626e+09,2.845e+09,6.07e+08,-1.51e+08,4.9e+07,3.452e+09,9.53e+08,4.405e+09,-1.966e+09,2.439e+09,2.496e+09,2.48e+09,2.48e+09,3.883e+09,3.883e+09,8.191e+09,1.268e+09,9.215e+09,9.001e+09,2.14e+08,2.2557e+10,7.1129e+10,2.3792e+10,2.282e+09,1.374e+09,9.08e+08,9.7203e+10,1.1976e+11,1.3244e+10,9.411e+09,2.911e+09,9.22e+08,5.72e+08,1.6335e+10,2.1096e+10,3.0792e+10,2.847e+09,1.4745e+10,1.32e+10,5.1888e+10,6.8223e+10,4.5655e+10,1.8e+07,4.5637e+10,-3.678e+10,3.9526e+10,2.712e+09,5.1113e+10,5.1537e+10,1.1976e+11,2.439e+09,2.496e+09,1.902e+09,-5.22e+08,-1.75e+08,3.705e+09,-2.686e+09,1.29e+08,-2.718e+09,-8.52e+08,-4.8e+07,1.7e+07,-2.02e+08,-1.085e+09,-9.8e+07,-9.8e+07,7.2e+07,-2.6e+07,4.747e+09,2.1668e+10,3.852e+09,0.58162,0.20853,0.18178,0.04812,0.02071,1.55323,1.3809,1.32377,0.18093,2.01453,1.99941,11.08237,41.51971,3.12903,0.69209,7,0.03204,0.03704,0.34355,3.74658,6.25132
"16","2014_Q1",51.24,"Down",1.3254e+10,-5.58e+09,7.674e+09,-5.064e+09,-2.47e+08,-3.21e+08,-1.893e+09,-2.603e+09,2.61e+09,5.19e+08,-1.92e+08,5.7e+07,3.129e+09,-5.71e+08,2.558e+09,-1.05e+09,1.508e+09,2.503e+09,2.487e+09,2.487e+09,6.518e+09,6.246e+09,8.273e+09,1.194e+09,3.038e+09,2.824e+09,2.14e+08,1.9023e+10,7.2827e+10,2.3907e+10,2.3e+09,1.357e+09,9.43e+08,9.9034e+10,1.18057e+11,1.2027e+10,9.25e+09,2.713e+09,6.4e+07,5.89e+08,1.5129e+10,2.1073e+10,2.9363e+10,2.459e+09,1.522e+10,1.1684e+10,5.0436e+10,6.5565e+10,4.5708e+10,1.8e+07,4.569e+10,-3.678e+10,4.116e+10,2.002e+09,5.209e+10,5.2492e+10,1.18057e+11,1.508e+09,2.503e+09,1.893e+09,5.34e+08,-19999999.9999999,3.965e+09,2.789e+09,-4.65e+08,2.261e+09,-8.53e+08,-1.19209289550781e-07,8e+06,-3.028e+09,-3.873e+09,2.353e+09,2.353e+09,1e+07,2.363e+09,4.503e+09,2.1662e+10,8.322e+09,0.579,0.19692,0.18764,0.04738,0.02107,3.3462,1.25739,1.24905,0.18349,2.01574,1.99633,10.74248,42.2194,6.74505,0.69136,5,0.03227,0.08039,0.34298,3.36309,5.8023
"17","2014_Q2",60.1934920634921,"Up",1.5415e+10,-7.127e+09,8.288e+09,-4.916e+09,-1.82e+08,-2.96e+08,-1.892e+09,-2.546e+09,3.372e+09,4.53e+08,-1.71e+08,5.2e+07,3.825e+09,-1.27e+08,3.698e+09,-1.581e+09,2.117e+09,2.137e+09,2.123e+09,2.123e+09,7.73e+09,7.52e+09,8.438e+09,1.221e+09,3.011e+09,2.798e+09,2.13e+08,2.04e+10,7.4025e+10,2.3261e+10,2.339e+09,1.289e+09,1.05e+09,9.9625e+10,1.20025e+11,1.3089e+10,9.534e+09,3.485e+09,7e+07,1.712e+09,1.7117e+10,1.9494e+10,2.9793e+10,2.394e+09,1.5539e+10,1.186e+10,4.9287e+10,6.6404e+10,4.5772e+10,1.8e+07,4.5754e+10,-3.678e+10,4.2428e+10,1.802e+09,5.3222e+10,5.3621e+10,1.20025e+11,2.117e+09,2.137e+09,1.892e+09,1.655e+09,6.14e+08,6.336e+09,-3.847e+09,1.71e+08,-3.698e+09,-8.55e+08,-4.5e+08,-3.2e+07,-1.7e+07,-1.354e+09,1.284e+09,1.284e+09,-1e+07,1.274e+09,5.264e+09,2.1206e+10,3.612e+09,0.53766,0.21875,0.13772,0.03959,0.01769,1.70137,1.1918,1.2384,0.17668,1.71907,1.70842,12.4821,43.09585,2.92477,0.69233,5,0.02846,0.03452,0.40273,2.56003,3.99644
"18","2014_Q3",63.958125,"Up",1.3821e+10,-5.495e+09,8.326e+09,-5.447e+09,-2.18e+08,-5.17e+08,-2.07e+09,-2.642e+09,2.879e+09,7.18e+08,-1.55e+08,2.01e+08,3.597e+09,-1.37e+08,3.46e+09,-1.395e+09,2.065e+09,2.098e+09,2.081e+09,2.081e+09,6.43e+09,6.142e+09,7.983e+09,1.291e+09,3.132e+09,2.911e+09,2.21e+08,1.8836e+10,7.5424e+10,2.4943e+10,2.445e+09,1.272e+09,1.173e+09,1.02812e+11,1.21648e+11,1.2024e+10,9.192e+09,2.77e+09,6.2e+07,1.664e+09,1.6191e+10,1.957e+10,3.0201e+10,2.345e+09,1.6007e+10,1.1849e+10,4.9771e+10,6.5962e+10,4.5944e+10,1.8e+07,4.5926e+10,-3.678e+10,4.3653e+10,2.498e+09,5.5315e+10,5.5686e+10,1.21648e+11,2.065e+09,2.098e+09,2.07e+09,1.09e+08,-7.65e+08,3.551e+09,-4.231e+09,77999999.9999999,-4.194e+09,-8.56e+08,-5.96046447753906e-08,7.8e+07,-1.1e+07,-7.89e+08,-1.432e+09,-1.432e+09,5.4e+07,-1.378e+09,4.949e+09,2.1234e+10,1.348e+09,0.60242,0.20831,0.15057,0.03737,0.01711,0.647769999999998,1.16336,1.18453,0.17455,1.68358,1.67128,11.18152,44.75117,1.09056,0.69252,6,0.02742,0.01258,0.41134,2.99131,5.14205999999999
"19","2014_Q4",55.14546875,"Down",1.208e+10,-4.703e+09,7.377e+09,-5.292e+09,-2.03e+08,-4.59e+08,-2.096e+09,-2.534e+09,2.085e+09,6.84e+08,-1.49e+08,6.9e+07,2.769e+09,-2.16e+08,2.553e+09,-9.04e+08,1.649e+09,2.727e+09,2.704e+09,2.704e+09,5.782e+09,5.408e+09,7.255e+09,1.33e+09,1.886e+09,1.688e+09,1.98e+08,1.6253e+10,7.579e+10,2.4615e+10,2.328e+09,1.202e+09,1.126e+09,1.02733e+11,1.18986e+11,1.0347e+10,8.647e+09,1.655e+09,4.5e+07,1.688e+09,1.4141e+10,1.9499e+10,2.9685e+10,2.219e+09,1.6084e+10,1.1382e+10,4.9184e+10,6.3325e+10,4.6018e+10,1.8e+07,4.6e+10,-3.678e+10,4.5451e+10,5.85e+08,5.5274e+10,5.5661e+10,1.18986e+11,1.649e+09,2.727e+09,2.096e+09,1.89e+08,-9e+07,3.871e+09,-3.217e+09,-2.75e+08,-3.502e+09,-9.07e+08,-5.5e+07,-1.9e+07,8e+06,-9.73e+08,-6.04e+08,-6.04e+08,-1.3e+08,-7.34e+08,4.181e+09,2.1187e+10,1.778e+09,0.61068,0.1726,0.22384,0.04858,0.02273,0.65754,1.14935,1.13769,0.17806,2.18376,2.16765,9.75583,44.63938,1.43592,0.73249,6,0.0339,0.01669,0.33543,3.68453,7.38849
"20","2015_Q1",51.4290163934426,"Down",1.1208e+10,-4.774e+09,6.434e+09,-6.451e+09,-1.32e+08,-7.73e+08,-2.271e+09,-3.275e+09,-16999999.9999998,3.92e+08,-1.73e+08,4.4e+07,3.75e+08,-6.96e+08,-3.21e+08,2.97e+08,-2.4e+07,-24000000.0000005,-3.9e+07,-3.9e+07,5.062e+09,5.062e+09,6.675e+09,1.331e+09,2e+09,1.868e+09,1.32e+08,1.5068e+10,7.5444e+10,2.4335e+10,1.692e+09,8.04e+08,8.88e+08,1.01471e+11,1.16539e+11,9.077e+09,7.982e+09,1.051e+09,4.4e+07,1.82e+08,1.1537e+10,2.2383e+10,3.0346e+10,2.964e+09,1.507e+10,1.2312e+10,5.2729e+10,6.4266e+10,4.6089e+10,1.8e+07,4.6071e+10,-3.678e+10,4.4504e+10,-1.902e+09,5.1911e+10,5.2273e+10,1.16539e+11,-2.4e+07,-24000000.0000005,2.271e+09,1.008e+09,-4.44e+08,2.811e+09,-4.187e+09,6.16e+08,-3.571e+09,-9.07e+08,1.485e+09,7999999.99999999,-4.4e+07,5.42e+08,-2.18e+08,-2.18e+08,-1.28e+08,-3.46e+08,2.254e+09,2.2565e+10,-2.674e+09,0.57405,-0.00151999999999999,-0.00348000000000001,-0.000750000000000001,-0.000329999999999997,68.5641,1.30606,1.22943,0.19363,-0.03145,-0.03125,9.03841,41.86233,-2.15638,0.73143,3,0.00825,-0.02542,-23.25641,7.76531,-1029.58824
"21","2015_Q2",52.3509523809524,"Up",7.716e+09,-3.237e+09,4.479e+09,-4.798e+09,-1.59e+08,-4.82e+08,-2.131e+09,-2.026e+09,-3.19e+08,3.2e+07,-2.02e+08,2.9e+07,-2.87e+08,-6.9e+07,-3.56e+08,6.42e+08,2.86e+08,2.86e+08,2.72e+08,2.72e+08,2.664e+09,2.664e+09,5.246e+09,1.233e+09,1.697e+09,1.564e+09,1.33e+08,1.084e+10,7.422e+10,2.3224e+10,1.758e+09,7.5e+08,1.008e+09,9.9202e+10,1.10042e+11,7.614e+09,6.706e+09,8.64e+08,4.4e+07,1.93e+08,9.563e+09,2.2318e+10,2.9153e+10,2.979e+09,1.4042e+10,1.2132e+10,5.1471e+10,6.1034e+10,4.6154e+10,1.8e+07,4.6136e+10,-3.678e+10,4.3867e+10,-4.589e+09,4.8652e+10,4.9008e+10,1.10042e+11,2.86e+08,2.86e+08,2.131e+09,-2.94e+08,-5.5e+07,2.068e+09,-3.159e+09,-1.55e+08,-3.314e+09,-9.1e+08,-5.7e+07,-3.4e+07,-1.8e+07,-1.019e+09,-2.265e+09,-2.265e+09,-1.33e+08,-2.398e+09,1.812e+09,2.2511e+10,-2.044e+09,0.58048,-0.04134,0.03525,0.00555,0.00247,-7.51471,1.13354,1.24539,0.20457,0.21922,0.21838,6.21861,39.21047,-1.64734,0.7334,4,0.01174,-0.0203,3.34559,10.95309,-62.2163
"22","2015_Q3",41.5365625,"Down",8.293e+09,-3.23e+09,5.063e+09,-5.119e+09,-2.18e+08,-5.49e+08,-2.329e+09,-2.023e+09,-5.6e+07,1.05e+08,-2.1e+08,5.7e+07,4.9e+07,-1.4e+08,-9.1e+07,-7.3e+07,-1.64e+08,-1.64e+08,-1.79e+08,-1.79e+08,3.813e+09,3.813e+09,5.044e+09,1.277e+09,1.81e+09,1.675e+09,1.35e+08,1.1944e+10,7.4387e+10,2.3902e+10,1.77e+09,7.5e+08,1.02e+09,1.00059e+11,1.12003e+11,6.749e+09,5.833e+09,8.8e+08,3.6e+07,1.38e+08,8.734e+09,2.4787e+10,2.9513e+10,2.849e+09,1.4373e+10,1.2291e+10,5.43e+10,6.3034e+10,4.6262e+10,1.8e+07,4.6244e+10,-3.678e+10,4.2779e+10,-3.641e+09,4.862e+10,4.8969e+10,1.12003e+11,-1.64e+08,-1.64e+08,2.329e+09,1.43e+08,-3.34e+08,1.974e+09,-2.286e+09,-1.8e+08,-2.466e+09,-9.09e+08,2.493e+09,-1.2e+07,-1.7e+07,1.555e+09,1.063e+09,1.063e+09,8.6e+07,1.149e+09,2.273e+09,2.4925e+10,-2.74e+08,0.61051,-0.00675000000000001,-0.02158,-0.00366,-0.0016,1.53073,1.36753,1.28722,0.22254,-0.14424,-0.14424,6.68237,39.17726,-0.22079,0.73246,5,0.00706,-0.00265,-5.07821,9.28817,-377
"23","2015_Q4",43.30828125,"Up",7.262e+09,-3.269e+09,3.993e+09,-5.665e+09,-2.93e+08,-1.061e+09,-2.271e+09,-2.04e+09,-1.672e+09,-1.3e+07,-2.4e+08,4e+06,-1.685e+09,-5.6e+07,-1.741e+09,6.85e+08,-1.056e+09,-1.056e+09,-1.071e+09,-1.071e+09,2.413e+09,2.413e+09,4.332e+09,1.143e+09,1.776e+09,1.644e+09,1.32e+08,9.664e+09,7.1828e+10,2.2806e+10,1.651e+09,6.96e+08,9.55e+08,9.6285e+10,1.05949e+11,5.87e+09,5.173e+09,6.59e+08,3.8e+07,1.75e+08,8.287e+09,2.4716e+10,2.8391e+10,2.864e+09,1.3317e+10,1.221e+10,5.3107e+10,6.1394e+10,4.6329e+10,1.8e+07,4.6311e+10,-3.678e+10,4.0786e+10,-6.125e+09,4.421e+10,4.4555e+10,1.05949e+11,-1.056e+09,-1.056e+09,2.271e+09,1.28e+08,5.91e+08,1.934e+09,-2.145e+09,-1.04e+08,-2.249e+09,-9.22e+08,-3e+07,-2.3e+07,-1.5e+07,-9.9e+08,-1.305e+09,-1.305e+09,-9.5e+07,-1.4e+09,5.99e+08,2.4891e+10,-1.64e+09,0.54985,-0.23024,-0.14748,-0.02404,-0.01011,1.53128,1.16616,1.37794,0.23493,-0.86223,-0.86223,5.84643,35.59223,-1.32032,0.74228,4,-0.00152,-0.01676,-0.86088,37.52588,-13.44378
"24","2016_Q1",31.7091803278689,"Down",7.073e+09,-2.69e+09,4.383e+09,-7.076e+09,-2.83e+08,-2.1e+09,-2.382e+09,-2.311e+09,-2.693e+09,-9.69e+08,-2.68e+08,-9e+07,-3.662e+09,-1.389e+09,-5.051e+09,1.614e+09,-3.437e+09,-3.437e+09,-3.45e+09,-3.45e+09,2.368e+09,2.368e+09,4.314e+09,1.124e+09,9.83e+08,7.83e+08,2e+08,8.789e+09,6.6446e+10,2.049e+10,1.759e+09,6.96e+08,1.063e+09,8.8695e+10,9.7484e+10,5.432e+09,4.895e+09,4.99e+08,3.8e+07,1.427e+09,9.256e+09,2.3453e+10,2.4693e+10,2.286e+09,1.0999e+10,1.1408e+10,4.8146e+10,5.7402e+10,4.6375e+10,1.8e+07,4.6357e+10,-3.678e+10,3.6414e+10,-6.247e+09,3.9762e+10,4.0082e+10,9.7484e+10,-3.437e+09,-3.437e+09,2.382e+09,2.875e+09,-2.24e+08,1.596e+09,-5.08e+08,-1.18e+08,-6.26e+08,-9.23e+08,-1.1e+07,-1.3e+07,-2.8e+07,-9.75e+08,-4999999.99999952,-4999999.99999952,-4e+07,-4.5e+07,-3.11e+08,2.488e+10,-2.657e+09,0.61968,-0.38074,-0.48777,-0.08607,-0.03539,0.770140000000001,0.94955,1.43211,0.25522,-2.77391,-2.78452,5.68691,31.96986,-2.13631,0.74212,4,-0.02819,-0.02964,-0.267539999999999,-72.38585,-8.35944999999992
"25","2016_Q2",37.0121875,"Up",5.121e+09,-2.225e+09,2.896e+09,-4.472e+09,-1.86e+08,-5.05e+08,-2.247e+09,-1.534e+09,-1.576e+09,-4.1e+08,-2.81e+08,2e+07,-1.986e+09,-2.38e+08,-2.224e+09,7.68e+08,-1.456e+09,-1.456e+09,-1.469e+09,-1.469e+09,5.173e+09,4.866e+09,3.753e+09,1.072e+09,9.36e+08,7.35e+08,2.01e+08,1.0934e+10,6.6e+10,2.1167e+10,1.733e+09,6.39e+08,1.094e+09,8.89e+10,9.9834e+10,4.866e+09,4.088e+09,7.01e+08,7.7e+07,2.079e+09,8.825e+09,2.7376e+10,2.4226e+10,2.493e+09,1.0332e+10,1.1401e+10,5.1602e+10,6.0427e+10,4.6383e+10,1.8e+07,4.6365e+10,-3.678e+10,3.4632e+10,-5.146e+09,3.9089e+10,3.9407e+10,9.9834e+10,-1.456e+09,-1.456e+09,2.247e+09,-1.19e+08,-2.51e+08,4.21e+08,-1.686e+09,-3.79e+08,-2.065e+09,-3.13e+08,4.53e+09,-4.2e+07,-3.8e+07,4.137e+09,2.493e+09,2.493e+09,5e+06,2.498e+09,6.71e+08,2.9455e+10,-2.034e+09,0.56551,-0.30775,-0.28686,-0.03728,-0.01471,1.38462,1.23898,1.53341,0.29504,-1.18034,-1.18034,4.11472,31.40796,-1.63432,0.2515,4,-0.01242,-0.02185,-0.21307,36.18778,-15.40736
"26","2016_Q3",35.14015625,"Down",5.348e+09,-2.002e+09,3.346e+09,-4.748e+09,-1.67e+08,-6.1e+08,-2.329e+09,-1.642e+09,-1.402e+09,-2.13e+08,-3.12e+08,1.9e+07,-1.615e+09,-2.9e+07,-1.644e+09,5.86e+08,-1.058e+09,-1.058e+09,-1.071e+09,-1.071e+09,4.152e+09,2.863e+09,3.144e+09,1.15e+09,8.13e+08,6.41e+08,1.72e+08,9.259e+09,6.3685e+10,2.1385e+10,1.725e+09,6.39e+08,1.086e+09,8.6795e+10,9.6054e+10,4.372e+09,3.746e+09,5.54e+08,7.2e+07,1.331e+09,7.348e+09,2.7346e+10,2.3529e+10,2.533e+09,9.655e+09,1.1341e+10,5.0875e+10,5.8223e+10,4.6447e+10,1.8e+07,4.6429e+10,-3.678e+10,3.3248e+10,-5.371e+09,3.7544e+10,3.7831e+10,9.6054e+10,-1.058e+09,-1.058e+09,2.329e+09,-4.2e+07,3e+07,1.259e+09,-9.05e+08,-1.217e+09,-2.122e+09,-3.13e+08,-7.63e+08,-2999999.99999999,-4.1e+07,-1.12e+09,-1.983e+09,-1.983e+09,-2e+07,-2.003e+09,9.27e+08,2.8677e+10,-5.34e+08,0.62565,-0.26215,-0.20026,-0.02831,-0.01115,0.498600000000001,1.26007,1.53903,0.29855,-0.86032,-0.86032,4.29595,30.15844,-0.42895,0.25143,3,-0.00842,-0.00593,-0.29225,26.45631,-17.49287
"27","2016_Q4",39.2553968253968,"Up",6.415e+09,-2.819e+09,3.596e+09,-4.772e+09,-2.03e+08,-4.57e+08,-2.425e+09,-1.687e+09,-1.176e+09,-2.85e+08,-3.35e+08,1.1e+08,-1.461e+09,-1.93e+08,-1.654e+09,6.28e+08,-1.026e+09,-1.026e+09,-1.04e+09,-1.04e+09,4.324e+09,4.09e+09,3.163e+09,1.108e+09,1.046e+09,8.89e+08,1.57e+08,9.641e+09,6.1649e+10,2.1283e+10,1.711e+09,5.81e+08,1.13e+09,8.4643e+10,9.4284e+10,4.145e+09,3.686e+09,3.94e+08,6.5e+07,1.336e+09,7.537e+09,2.7353e+10,2.2938e+10,2.471e+09,9.034e+09,1.1433e+10,5.0291e+10,5.7828e+10,4.6498e+10,1.8e+07,4.648e+10,-3.678e+10,3.1896e+10,-5.444e+09,3.617e+10,3.6456e+10,9.4284e+10,-1.026e+09,-1.026e+09,2.425e+09,-1.69e+08,5e+07,1.28e+09,-8.6e+08,1.135e+09,2.75e+08,-3.14e+08,-1.2e+07,-7e+06,-1.4e+07,-3.47e+08,1.208e+09,1.208e+09,1.9e+07,1.227e+09,1.249e+09,2.8689e+10,-1.89e+08,0.56056,-0.18332,-0.16212,-0.02853,-0.01103,0.18173,1.27916,1.58624,0.30428,-0.8347,-0.8347,5.14864,29.0298,-0.15169,0.25201,4,-0.00824,-0.00215,-0.30192,19.50761,-20.71854
"28","2017_Q1",41.2870967741936,"Up",7.116e+09,-2.948e+09,4.168e+09,-4.539e+09,-1.67e+08,-3.43e+08,-2.061e+09,-1.968e+09,-3.71e+08,-3.18e+08,-3.17e+08,-1.49e+08,-6.89e+08,6.81e+08,-8e+06,-11000000.0000001,-1.9e+07,-18999999.9999999,-3.5e+07,-3.5e+07,3.66e+09,3.61e+09,3.249e+09,1.018e+09,6.82e+08,5.17e+08,1.65e+08,8.609e+09,5.8331e+10,2.1091e+10,1.741e+09,5.81e+08,1.16e+09,8.1163e+10,8.9772e+10,4.137e+09,3.631e+09,4.84e+08,2.2e+07,1.089e+09,6.909e+09,2.6186e+10,2.1451e+10,2.552e+09,8.949e+09,9.95e+09,4.7637e+10,5.4546e+10,4.6525e+10,1.8e+07,4.6507e+10,-3.6906e+10,3.1548e+10,-6.193e+09,3.4974e+10,3.5226e+10,8.9772e+10,-1.9e+07,-18999999.9999999,2.061e+09,-2.89e+08,-3.1e+08,1.443e+09,-1.32e+08,1.85e+08,5.3e+07,-3.13e+08,-1.412e+09,-1.37e+08,-4.4e+07,-1.906e+09,-4.1e+08,-4.1e+08,-7e+07,-4.8e+08,1.69e+09,2.7275e+10,1.259e+09,0.58572,-0.05214,-0.00492000000000004,-0.000990000000000001,-0.00039,-35.97143,1.24606,1.54846,0.30383,-0.0280800000000001,-0.02808,5.70947,28.06114,1.01015,0.25113,5,0.00331,0.015,-8.94286,13.97337,-63.65229
