"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2014_Q2",26.5834920634921,"Up",148496000,-100524000,47972000,-43943000,-43943000,4029000,69000,215000,-146000,4098000,4098000,-1600000,2498000,2498000,2498000,2498000,97647000,14661000,82986000,10466000,90870000,9456000,9456000,208439000,121930000,86615000,62539000,4979000,208545000,416984000,43926000,36210000,6745000,21559000,21559000,65485000,50258000,45184000,50258000,115743000,110784000,187869000,2588000,301241000,301241000,416984000,2498000,6331000,838000,-5265000,4402000,-6374000,2178000,-4196000,-3298000,382000,529000,-2846000,-2640000,-2640000,-278000,-2918000,10360000,0,321000,0.32305,0.02713,0.01682,0.00829,0.00599,0.1285,3.183,0.38422,0,0.08407,0.08276,4.99751,10.13802,0.0108,0.00711,0.00091,-9.42539,-24.23604
"12","2014_Q3",29.365,"Up",157858000,-102738000,55120000,-47285000,-47285000,7835000,-16000,158000,-174000,7819000,7819000,-3080000,4739000,4739000,4739000,4739000,94999000,19098000,75901000,15597000,113249000,11474000,11474000,235319000,129418000,86226000,63071000,4428000,215644000,450963000,63381000,53596000,9674000,26179000,26179000,89560000,51988000,48421000,51988000,141548000,113569000,192608000,3238000,309415000,309415000,450963000,4739000,6363000,57000,-5685000,5474000.00000001,-8131000,6591000,-1540000,-135999.999999998,494000,639000,427000,4361000,4361000,75999.9999999999,4437000,14198000,1.4210854715202e-14,3461999.99999999,0.34917,0.04963,0.03002,0.01532,0.01051,0.73053,2.6275,0.45747,0,0.15889,0.15661,5.29263,10.374,0.11607,0.01311,0.00958,-6.69101,-12.12495
"13","2014_Q4",34.17578125,"Up",191145000,-120356000,70789000,-50111000,-50111000,20678000,-416000,171000,-587000,20262000,20262000,-8402000,11860000,11860000,11860000,11860000,94176000,5315000,88861000,12844000,126687000,10857000,10857000,244564000,134749000,86464000,64191000,3715000,221213000,465777000,61047000,49081000,8198000,26836000,26836000,87883000,52700000,49716000,52700000,140583000,115595000,204468000,5131000,325194000,325194000,465777000,11860000,6823000,1587000,-8483000,11787000,-12674000,-13270000,-25944000,432000,432000,-14000,338000,-13819000,-13819000,36000,-13783000,27501000,0,14746000,0.37034,0.10818,0.06205,0.03647,0.02546,1.24334,2.78284,0.43231,0,0.39695,0.3917,6.39752,10.88406,0.49354,0.03138,0.03902,-3.42446,-4.55441
"14","2015_Q1",38.7660655737705,"Up",314052000,-200850000,113202000,-74173000,-74173000,39029000,443000,93000,350000,39472000,39472000,-15377000,24095000,24095000,24095000,24095000,117155000,19634000,97521000,10294000,87182000,10021000,10021000,224652000,132537000,86214000,64195000,4049000,218751000,443403000,33620000,18343000,10581000,27754000,27754000,61374000,46375000,41726000,46375000,107749000,114983000,215961000,4710000,335654000,335654000,443403000,24095000,9650000,4182000,30347000,68274000,-8579000,-33614000,-42193000,-10220000,5027000,201000,-11852000,14229000,14229000,-737000,13492000,48679000,0,85824000,0.36046,0.12428,0.07672,0.07179,0.05434,3.5619,3.66038,0.32101,0,0.80796,0.80039,10.53088,11.25525,2.87788,0.06307,0.22465,-2.40668,-3.00174
"15","2015_Q2",30.7319047619048,"Down",162932000,-112399000,50533000,-46820000,-46820000,3713000,268000,182000,86000,3981000,3981000,-1485000,2496000,2496000,2496000,2496000,107761000,21079000,86682000,11478000,97608000,9874000,9874000,226721000,137740000,89994000,65432000,6759000,227734000,454455000,53383000,42989000,8070000,27045000,27045000,80428000,49888000,46017000,49888000,130316000,116111000,201017000,7011000,324139000,324139000,454455000,2496000,7009000,-885000,7950000,16570000,-6781000,10386000,3605000,-19311000,242000,-62000,-18820000,1355000,1355000,90000,1445000,10722000,0,13376000,0.31015,0.02279,0.01532,0.0077,0.00549,5.35897,2.81893,0.40204,0,0.08648,0.08544,5.6454,11.23104,0.46346,0.00667,0.03576,-10.05046,-29.02262
"16","2015_Q3",22.80390625,"Down",176709000,-115797000,60912000,-49307000,-49307000,11605000,349000,146000,203000,11954000,11954000,-4498000,7456000,7456000,7456000,7456000,113445000,22037000,91408000,16611000,119916000,12365000,12365000,262337000,145873000,87846000,63701000,7515000,233719000,496056000,79682000,66636000,10899000,33338000,33338000,113020000,50430000,47604000,50430000,163450000,120060000,208468000,4078000,332606000,332606000,496056000,7456000,7090000,-891000,290000,13945000,-11520000,-5170999.99999999,-16691000,2751000,2755000,536000,3738000,991999.999999996,991999.999999996,-34000.0000000001,958000,18695000,-1.81898940354586e-12,11963000,0.3447,0.06567,0.04219,0.02242,0.01503,1.60448,2.32116,0.49142,6.7762635780344e-21,0.2591,0.25577,6.14063,11.55805,0.41571,0.01947,0.03123,-6.0682,-9.77553
"17","2015_Q4",16.19875,"Down",222108000,-149186000,72922000,-63579000,-63579000,9343000,-404000,112000,-516000,8939000,8939000,-3255000,5684000,5684000,5684000,5684000,108687000,13785000,94902000,14638000,133411000,12451000,12451000,269187000,147192000,83193000,60551000,7595000,230385000,499572000,75287000,61394000,10131000,32533000,32533000,107820000,47552000,45930000,47552000,155372000,121703000,224195000,-1698000,344200000,344200000,499572000,5684000,9059000,904000,-45686000,-30039000,-8814000,80590000,71776000,-60459000,-2319000,240000,-60112000,-18375000,-18375000,-106000,-18481000,18402000,0,-32843000,0.32832,0.04207,0.02559,0.01651,0.01138,-5.77815,2.49663,0.4514,0,0.19696,0.19488,7.69658,11.92737,-1.13809,0.01451,-0.08384,-5.90626,-11.63299
"18","2016_Q1",18.756393442623,"Up",242434000,-158177000,84257000,-62753000,-62753000,21504000,-517000,89000,-606000,20987000,20987000,-7838000,13149000,13149000,13149000,13149000,75554000,43163000,32391000,12840000,98299000,12204000,12204000,198897000,137233000,78565000,54245000,7920000,215798000,414695000,38451000,21919000,12466000,30691000,30691000,69142000,48596000,48596000,48596000,117738000,135013000,177191000,-15247000,296957000,296957000,414695000,13149000,7252000,7179000,21265000,48845000,-7719000,13759000,6040000.00000001,-14072000,466000,-1013000,-16278000,38607000,38607000,-228000,38379000,28756000,0,50140000,0.34755,0.0887,0.05424,0.04428,0.03171,3.81322,2.87665,0.39648,-5.42101086242752e-20,0.4536,0.44391,8.36325,10.24414,1.72968,0.03805,0.1451,-2.62742,-3.51349
"19","2016_Q2",15.8959375,"Down",172970000,-123012000,49958000,-53899000,-53899000,-3941000,530000,31000,499000,-3411000,-3411000,1274000,-2137000,-2137000,-2137000,-2137000,150854000,11806000,139048000,14401000,104091000,11117000,11117000,280463000,147852000,77232000,55478000,9294000,225084000,505547000,49425000,39525000,9168000,36724000,36724000,86149000,54972000,50430000,54972000,141121000,131715000,244478000,-11767000,364426000,364426000,505547000,-2137000,7222000,-727000,-1653000,2705000,-4485000,-13093000,-17578000,-11722000,526000,-121000,-11843000,-26716000,-26716000,443000,-26273000,3281000,0,-4131000,0.28882,-0.02278,-0.01235,-0.00586,-0.00423,1.93308,3.25556,0.38724,0,-0.07333,-0.07248,5.93562,12.50561,-0.14176,-0.0051,-0.00985,-45.97806,38.2781
"20","2016_Q3",16.57625,"Up",178273000,-123428000,54845000,-55980000,-55980000,-1135000,-229000,28000,-257000,-1364000,-1364000,526000,-838000,-838000,-838000,-838000,80790000,22166000,58624000,15656000,122140000,13189000,13189000,231775000,150204000,75376000,54547000,8966000,225580000,457355000,59298000,46715000,11391000,39373000,39373000,98671000,53566000,49227000,53566000,152237000,132379000,186741000,-14002000,305118000,305118000,457355000,-838000,7114000,-670000,-1868000,3738000.00000001,-7410000,13398000,5988000,-6844000,-8000,0,-6844000,2882000,2882000,-172000,2710000,5979000,4.65661287307739e-10,-3825000,0.30765,-0.00637000000000002,-0.0047,-0.00275,-0.00183,4.56444,2.34897,0.49894,0,-0.0296,-0.02953,6.29695,10.77737,-0.13511,-0.00234000000000001,-0.01066,-13.51229,71.18062
"21","2016_Q4",23.1671428571429,"Up",221391000,-145213000,76178000,-59265000,-59265000,16913000,-26000,-37000,11000,16887000,16887000,-6192000,10695000,10695000,10695000,10695000,49170000,18001000,31169000,14265000,150623000,14199000,14199000,228257000,135325000,89446000,56920000,8093000,224771000,453028000,74398000,58088000,1.2e+07,29858000,29858000,116043000,47554000,47554000,47554000,163597000,139758000,164371000,-14698000,289431000,289431000,453028000,10695000,6842000,34000,-20030000,-2459000,-4934000,1449000,-8880000,-2190000,333000,26000,9872000,-1467000,-1467000,-132000,-1599000,23755000,11787000,4983000,0.34409,0.07639,0.04831,0.03695,0.02361,0.46592,1.967,0.56524,0.02602,0.40409,0.40101,8.36479,10.93554,0.18827,0.03066,0.01429,-1.57369,-2.21031
"22","2017_Q1",19.5790322580645,"Down",263634000,-169613000,94021000,-66115000,-66115000,27906000,206000,10000,196000,28112000,28112000,-9928000,18184000,18184000,18184000,18184000,78826000,20247000,58579000,12538000,106924000,13075000,13075000,211363000,129651000,85669000,56001000,8017000,215320000,426683000,42309000,25529000,14914000,31288000,31288000,73597000,46035000,46035000,46035000,119632000,140984000,182555000,-16488000,307051000,307051000,426683000,18184000,6738000,4950000,14602000,44474000,-3571000,-27474000,-31045000,163000,163000,-39000,-11262000,2167000,2167000,78999.9999999999,2246000,34644000,0,55603000,0.35663,0.10585,0.06897,0.05922,0.04262,3.0578,2.8719,0.38962,-3.46944695195361e-18,0.69753,0.69516,10.11293,11.7784,2.13292,0.0515,0.15748,-2.27531,-2.8247
"23","2017_Q2",15.2757142857143,"Down",181155000,-129106000,52049000,-58283000,-58283000,-6234000,-368000,82000,-450000,-6602000,-6602000,2154000,-4448000,-4448000,-4448000,-4448000,76495000,22320000,54175000,13992000,122406000,13162000,13162000,226055000,132582000,88799000,56761000,8161000,221381000,447436000,64871000,53394000,11410000,30926000,30926000,95797000,46070000,46070000,46070000,141867000,142460000,178107000,-14998000,305569000,305569000,447436000,-4448000,6660000,-370000,2825000,4667000,-7117000,4364000,-2753000,370000,370000,-172000,198000,2112000,2112000,-39000,2073000,426000,0,-6020000,0.28732,-0.03441,-0.02455,-0.01456,-0.00994,1.35342,2.35973,0.46427,0,-0.17661,-0.17661,7.19297,12.13298,-0.23903,-0.01265,-0.01712,-179.56573,12.27061
"24","2017_Q3",13.6047619047619,"Down",192244000,-132449000,59795000,-60558000,-60558000,-763000,69999.9999999999,92000,-22000,-693000,-693000,85000.0000000019,-608000,-608000,-608000,-608000,70724000,17291000,53433000,16334000,141782000,15378000,15378000,244218000,131934000,92715000,60057000,7022000,224649000,468867000,76404000,60652000,15684000,32050000,32050000,108454000,45908000,45908000,45908000,154362000,143682000,177499000,-6676000,314505000,314505000,468867000,-608000,6860000,1035000,-8186000,-899000,-5344000,665000.000000004,-4679000,0,5.82076609134674e-11,0,1.86264514923096e-09,-5578000,-5578000,549000,-5029000,6097000,0,-7518000.00000001,0.31104,-0.00396999999999998,-0.00316,-0.00193,-0.0013,12.36513,2.25181,0.49081,0,-0.0245899999999999,-0.0245899999999999,7.77403,12.71806,-0.30402,-0.00169,-0.02086,-11.5998,92.69201
"25","2017_Q4",19.137619047619,"Up",245757000,-162389000,83368000,-64560000,-64560000,18808000,-216000,110000,-326000,18592000,18592000,-6671000,11921000,11921000,11921000,11921000,85769000,10660000,75109000,15761000,156986000,14372000,14372000,272888000,130898000,92483000,59544000,7452000,223381000,496269000,82912000,61676000,15782000,30533000,30533000,124836000,44850000,44850000,44850000,169686000,145230000,189420000,-8067000,326583000,326583000,496269000,11921000,6818000,1619000,-10257000,10101000,-6611000,-21862000,-28473000,327000,327000,1000,11899000,-6473000,-6473000,-158000,-6631000,25626000,11391000,15429000,0.33923,0.07653,0.04851,0.0365,0.02402,1.29427,2.18597,0.51958,0.02295,0.4824,0.48061,9.94484,13.21556,0.62435,0.03114,0.0403,-2.90244,-3.95459
"26","2018_Q1",21.3614754098361,"Up",308245000,-193583000,114662000,-77713000,-77713000,36949000,157000,211000,-53999.9999999999,37106000,37106000,-17169000,19937000,19937000,19937000,19937000,121905000,24041000,97864000,17027000,125826000,14405000,14405000,279163000,128852000,91495000,62912000,7713000,220347000,499510000,64307000,37861000,20650000,33997000,33997000,99247000,44348000,44348000,44348000,143595000,146523000,209357000,35000,355915000,355915000,499510000,19937000,6950000,8374000,16384000,51645000,-4990000,-23075000,-28065000,1000.00000000012,1000.00000000006,-20000,-10824000,12756000,12756000,625000,13381000,43899000,943000,72462000,0.37198,0.11987,0.06468,0.05602,0.03991,3.63455,2.81281,0.40345,0.00189,0.8276,0.80411,12.79556,14.77439,3.00797,0.04969,0.18061,-2.75546000000001,-3.27376000000001
"27","2018_Q2",24.89015625,"Up",206287000,-143700000,62587000,-64296000,-64296000,-1709000,-199000,283000,-482000,-1908000,-1908000,-699000,-2607000,-2607000,-2607000,-2607000,117981000,29063000,88918000,18466000,128244000,13898000,13898000,278589000,126047000,87068000,60832000,6993000,213115000,491704000,61471000,45980000,15132000,29067000,29067000,95234000,43985000,43985000,43985000,139219000,148591000,208802000,-4908000,352485000,352485000,491704000,-2607000,6970000,2447000,-10688000,-3878000,-3585000,8658000,5073000,621000,621000,-195000,4324000,5519000,5519000,-497000,5022000,5261000,4696000,-8313000,0.3034,-0.00828,-0.01264,-0.0074,-0.0053,3.18872,2.92531,0.39496,0.00955,-0.10499,-0.10499,8.30764,14.19536,-0.33478,-0.0065,-0.02072,-21.53298,66.2873
"28","2018_Q3",26.2203174603175,"Up",218970000,-146436000,72534000,-65837000,-65837000,6697000,487000,238000,249000,7184000,7184000,-2807000,4377000,4377000,4377000,4377000,132909000,41409000,91500000,20554000,149656000,16169000,16169000,319288000,125141000,86038000,59336000,6815000,211179000,530467000,97590000,79370000,15640000,29169000,29169000,132382000,43046000,43046000,43046000,175428000,149961000,213179000,-8101000,355039000,355039000,530467000,4377000,6950000,-114999.999999999,8214000,19426000,-5476000,-2504000,-7980000,-1.16415321826935e-10,-1.16415321826935e-10,0,1096000,12542000,12542000,-196000,12346000,13647000,5623000,19192000,0.33125,0.03058,0.01999,0.01233,0.00825000000000001,4.38474,2.41187,0.49411,0.0106,0.1754,0.17377,8.77459,14.22717,0.76906,0.01084,0.04754,-9.32703,-19.00642
"29","2018_Q4",21.1734920634921,"Down",248795000,-161921000,86874000,-68480000,-68480000,18394000,419000,494000,-75000,18813000,18813000,-4990000,13823000,13823000,13823000,13823000,127876000,29640000,98236000,17521000,186938000,15853000,15853000,348188000,123074000,85457000,58619000,7197000,208531000,556719000,114566000,90060000,21724000,32435000,32435000,147001000,40946000,40946000,40946000,187947000,151658000,227002000,-9888000,368772000,368772000,556719000,13823000,7329000,1662000,-21238000,1576000,-6622000,-7048000,-13670000,278000,278000,0,409000,-11685000,-11685000,-84000,-11769000,25723000,0,2853000,0.34918,0.07393,0.05556,0.03748,0.02483,0.2064,2.36861,0.50966,0,0.5535,0.54721,9.96216,14.76624,0.11424,0.03374,0.00696,-4.97127,-6.95205
"30","2019_Q1",23.7083606557377,"Up",304565000,-190624000,113941000,-76245000,-76245000,37696000,545000,677000,-132000,38241000,38241000,-8629000,29612000,29612000,29612000,29612000,165334000,52422000,112912000,17776000,129268000,14797000,14797000,327175000,120503000,86512000,58813000,7180000,207015000,534190000,62125000,35293000,21015000,30983000,30983000,93108000,40626000,40626000,40626000,133734000,153066000,256614000,-9224000,400456000,400456000,534190000,29612000,6067000,2394000,10209000,48282000,-5345000,-14476000,-19821000,-1.16415321826935e-10,0,-32000,-5709000,22752000,22752000,117000,22869000,43763000,0,57256000,0.37411,0.12377,0.09723,0.07395,0.05543,1.93354,3.51393,0.33395,0,1.18524,1.15817,12.1904,16.0285,2.29171,0.06713,0.12981,-3.77794,-4.38598
"31","2019_Q2",24.2701587301587,"Up",212928000,-146464000,66464000,-65496000,-65496000,968000,1005000,852000,153000,1973000,1973000,-1180000,793000,793000,793000,793000,167980000,60616000,107364000,15083000,135959000,9616000,9616000,328638000,116830000,389268000,57682000,310422000,506098000,834736000,69821000,54454000,15302000,74144000,74144000,143965000,296811000,296811000,296811000,440776000,155104000,251131000,-12275000,393960000,393960000,834736000,793000,6263000,16537000,-13731000,9862000,-3331000,5616000,2285000,-717855.063038498,491613.025809589,-238000,345000,12492000,12492000,-466000,12026000,7231000,0,-8651000,0.31214,0.00455,0.00372,0.00201,0.00095,-10.90921,2.28276,1.11883,0,0.03161,0.03128,8.48657,15.70187,-0.3448,0.00115,-0.01252,-23.23054,-173.53306
