"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",15.4085483870968,"Up",491157000,-297253000,193904000,-123952000,-118536000,-6014000,598000,69952000,-14882000,-14932000,55070000,41850000,-15239000,26611000,26611000,25175000,25175000,394503000,394503000,463114000,463114000,251349000,205710000,1108966000,197929000,1291774000,118821000,966612000,82826000,123075000,1489703000,2598669000,85495000,18723000,66772000,87082000,376543000,375976000,549120000,660463000,235488000,5095000,230393000,895951000,1445071000,1189219000,228581000,-267461000,1150339000,1153598000,2598669000,26611000,19495000,33938000,-2644000,77400000,-18448000,-29369000,413128000,15896000,15896000,-16561000,-89157000,-41126000,-41126000,-681000,-41807000,89447000,747545000,83594000,0.39479,0.14242,0.05126,0.02182,0.00969,3.32052,2.01953,1.25266,0.28766,0.11245,0.10936,2.19388,5.13829,0.37339,0.24655,0.03912,3.94694,5.04692
"12","2013_Q1",16.1455,"Up",507704000,-309826000,197878000,-127083000,-118817000,-6139000,-2127000,70795000,1249000,1256000,72044000,80104000,-25180000,54924000,54924000,53401000,53401000,459228000,459228000,451989000,451989000,217550000,150769000,1128767000,200362000,1276798000,112387000,956064000,91383000,116548000,1477160000,2605927000,40956000,18652000,22304000,86283000,390579000,390041000,517818000,659412000,256916000,6068000,250848000,916328000,1434146000,1204701000,281982000,-318272000,1168411000,1171781000,2605927000,54924000,20636000,2073000,23555000,101188000,-23070000,-43380000,-2936999.99999994,6543000,6543000,-2984000,622000.000000015,58430000,58430000,6295000,64725000,91431000,745695000,117096000,0.38975,0.13944,0.10518,0.04557,0.02049,2.19277,2.17985,1.2239,0.28615,0.23742,0.2296,2.25729,5.19484,0.52062,0.02456,0.05385,3.13315,4.04643
"13","2013_Q2",17.9175,"Up",503848000,-311726000,192122000,-118173000,-113224000,-5551000,602000,73949000,-5067000,-5111000,68882000,65500000,-17248000,48252000,48252000,46737000,46737000,474573000,474573000,460885000,460885000,236529000,173728000,1171987000,197853000,1307170000,117681000,992541000,84763000,111882000,1505023000,2677010000,42517000,16246000,26271000,121462000,347486000,346908000,511465000,658450000,2.49e+08,5747000,243253000,907450000,1418915000,1224284000,328719000,-296909000,1256094000,1258095000,2677010000,48252000,19130000,10101000,-45935000,31548000,-14488000,-61671000,32852000,16060000,16060000,-5037000,43875000,13752000,13752000,1593000,15345000,93079000,779912000,49904000,0.38131,0.14677,0.09276,0.03715,0.01746,1.06776,2.29143,1.12783,0.29134,0.20568,0.20006,2.21738,5.52792,0.21962,0.02044,0.02182,3.28043,4.12905
"14","2013_Q3",18.7940625,"Up",534804000,-332714000,202090000,-124102000,-118403000,-6185000,486000,77988000,-10476000,-10539000,67512000,84696000,-19234000,65462000,65462000,63876000,63876000,519127000,519127000,474765000,474765000,248724000,178159000,1242616000,180606000,1277107000,111787000,962933000,96187000,105866000,1457713000,2700329000,54980000,13915000,41065000,120629000,386405000,386026000,562014000,658510000,283183000,6046000,277137000,941693000,1503707000,1241277000,392595000,-439458000,1194414000,1196622000,2700329000,65462000,19924000,9482000,-18741000,76127000,-10864000,-10864000,2961000,11418000,11418000,-16627000,-2248000,63015000,63015000,-18461000,44554000,97912000,779139000,87541000,0.37788,0.14583,0.11944,0.05338,0.02365,1.37048,2.21101,1.25663,0.28853,0.27865,0.27143,2.33297,5.21038,0.38188,0.02828,0.03875,2.65557,3.334
"15","2013_Q4",17.6209375,"Down",534886000,-329289000,205597000,-119640000,-117005000,-5867000,3232000,85957000,-3422000,-3454000,82535000,93352000,-21921000,71431000,71431000,70262000,70262000,481498000,481498000,477060000,477060000,258561000,179402000,1217119000,168374000,1258642000,106932000,950424000,102878000,98059000,1427016000,2644135000,74217000,15281000,58936000,5640000,401860000,401476000,481717000,657400000,303494000,5539000,297955000,960894000,1442611000,1254422000,462857000,-517791000,1199488000,1201524000,2644135000,71431000,18819000,20763000,14529000,125542000,-8713000,-15118000,-117097000,7911000,7911000,-2521000,-111707000,-1283000,-1283000,-36346000,-37629000,104776000,663040000,132513000,0.38438,0.1607,0.13136,0.05848,0.02657,1.88598,2.52663,1.20065,0.25076,0.30541,0.2973,2.32501,5.21386,0.576,0.03241,0.06112,1.73267,2.11201
"16","2014_Q1",15.9204918032787,"Down",558459000,-345842000,212617000,-140984000,-136178000,-6042000,1236000,71633000,-5174000,-5204000,66459000,62603000,-12697000,49906000,49906000,48842000,48842000,571276000,571276000,505117000,505117000,199751000,139113000,1276144000,173204000,1240019000,99116000,953849000,89305000,97365000,1413223000,2689367000,33419000,18412000,15007000,5668000,422606000,421992000,461693000,656258000,247348000,4464000,242884000,903606000,1365299000,1270654000,511699000,-459614000,1322739000,1324068000,2689367000,49906000,18587000,6641000,3253000,78387000,-11372000,9211000,-10311000,10470000,10470000,4579000,4738000,92336000,92336000,-2558000,89778000,90220000,661926000,94798000,0.38072,0.12827,0.08746,0.03689,0.01816,1.94091,2.76405,1.03114,0.24613,0.21155,0.20545,2.41892,5.72933,0.41061,0.02187,0.04245,1.00477,1.26548
"17","2014_Q2",16.1193650793651,"Up",528190000,-324289000,203901000,-126654000,-122498000,-6018000,1862000,77247000,-6513000,-6533000,70734000,67141000,-16288000,50853000,50853000,50613000,50613000,567266000,567266000,513216000,513216000,222998000,170434000,1303480000,170308000,1229778000,97326000,964088000,76048000,91898000,1400086000,2703566000,40714000,18447000,22267000,5744000,378977000,378416000,425435000,655275000,193764000,4421000,189343000,849039000,1274474000,1269064000,562312000,-402949000,1428427000,1429092000,2703566000,50853000,18359000,10110000,-65081000,14241000,-14427000,-14427000,-2189000,6061000,6061000,-8998000,-5126000,-5312000,-5312000,1302000,-4010000,95606000,661019000,32386000,0.38604,0.14625,0.09582,0.03542,0.01872,0.63988,3.06388,0.89181,0.2445,0.21807,0.21331,2.27576,6.15452,0.13954,0.02216,0.01418,0.98062,1.21368
"18","2014_Q3",16.5240625,"Up",561611000,-340125000,221486000,-148435000,-142715000,-6610000,890000,73051000,-6471000,-6505000,66580000,62751000,-13851000,48900000,48900000,48984000,48984000,376802000,376802000,531117000,531117000,233136000,189018000,1141055000,176282000,1370843000,122395000,1072070000,65866000,110062000,1547125000,2688180000,52638000,17490000,35148000,180850000,406759000,406143000,640247000,654444000,187684000,5431000,182253000,842128000,1482375000,1277287000,306301000,-377887000,1205701000,1205805000,2688180000,48900000,19263000,4810000,5852000,78825000,-15101000,-138802000,170375000,-300357000,2268000,-6718000,-136700000,-196677000,-196677000,6213000,-190464000,92314000,835294000,96916000,0.39438,0.13007,0.08722,0.04062,0.01822,1.97852,1.78221,1.22937,0.31073,0.22517,0.22114,2.58162,5.54238,0.4455,0.02198,0.04348,4.96666,6.27633
"19","2014_Q4",16.611875,"Up",588107000,-354475000,233632000,-160765000,-153148000,-7989000,372000,72867000,-6406000,-6439000,66461000,61790000,-15124000,46666000,46666000,46653000,46653000,399199000,399199000,533793000,533793000,273066000,203684000,1206058000,176173000,1357153000,114925000,1055978000,61933000,123846000,1533326000,2739384000,73554000,17215000,56339000,170821000,427118000,426532000,671493000,653227000,166133000,4832000,161301000,819360000,1490853000,1289048000,352954000,-393471000,1248531000,1248531000,2739384000,46666000,20779000,9316000,8976000,85737000,-18114000,-43114000,-12316000,3537000,3537000,-2033000,-10812000,31811000,31811000,-9414000,22397000,93646000,824048000,99632000,0.39726,0.1239,0.07933,0.03737,0.01703,2.1356,1.79608,1.19409,0.30082,0.21551,0.21154,2.71677,5.76761,0.46025,0.02084,0.0445,4.53676,5.83047
"20","2015_Q1",20.3213114754098,"Up",601530000,-359199000,242331000,-171465000,-167285000,-7926000,3746000,70866000,-12688000,21589000,58178000,57908000,-12156000,45752000,45752000,45752000,45752000,461788000,461788000,525754000,525754000,200966000,155480000,1188508000,175936000,1378093000,114544000,1057214000,59135000,146706000,1554029000,2742537000,29130000,15544000,13586000,139288000,453696000,452457000,622114000,649314000,185973000,6671000,179302000,835287000,1457401000,1298914000,398706000,-412484000,1285136000,1285136000,2742537000,45752000,21206000,13429000,12648000,93035000,-14371000,3521000,-32258000,18278000,18278000,-10801000,-24781000,71775000,71775000,-9186000,62589000,92072000,788602000,102505000,0.40286,0.11781,0.07606,0.0356,0.01668,2.24045,1.91043,1.13404,0.28754,0.21057,0.20669,2.76846,5.91466,0.47177,0.02025,0.04536,3.54955,4.61172
"21","2015_Q2",21.1366666666667,"Up",587153000,-357476000,229677000,-155627000,-148748000,-7341000,462000,74050000,-10790000,458000,63260000,55715000,-11062000,44653000,44653000,44653000,44653000,434310000,434310000,529618000,529618000,216876000,180918000,1180804000,173576000,1381889000,117286000,1052498000,59125000,149930000,1555465000,2736269000,46087000,20416000,25671000,140710000,377922000,376527000,564719000,650790000,182235000,5973000,176262000,833025000,1397744000,1310014000,430055000,-401544000,1338525000,1338525000,2736269000,44653000,20858000,12624000,-53847000,24288000,-13415000,-31794000,-3283000,-6774000,6524000,-5729000,-15786000,-23292000,-23292000,-4186000,-27478000,94908000,791500000,38708000,0.39117,0.12612,0.07605,0.03336,0.01632,0.86686,2.09096,1.04424,0.28926,0.20307,0.20083,2.67018,6.08717,0.17603,0.01931,0.01674,3.76354,4.82363
"22","2015_Q3",21.17453125,"Up",609532000,-366304000,243228000,-153875000,-149230000,-7315000,2670000,89353000,-18881000,810999.999999996,70472000,77905000,-15204000,62701000,62701000,62701000,62701000,441755000,441755000,553566000,553566000,226121000,188898000,1221442000,169631000,1396373000,115757000,1054028000,67709000,149677000,1566004000,2787446000,62868000,15485000,47383000,62010000,407595000,406203000,532473000,759367000,175669000,5590000,170079000,935036000,1467509000,1316695000,424624000,-421382000,1319937000,1319937000,2787446000,62701000,20609000,12346000,-5364000.00000001,90292000,-15973000,-25236000,17160000,-67116000,985000,-929000,-50885000,14171000,14171000,-6726000,7445000.00000001,109962000,821377000,103829000,0.39904,0.14659,0.10287,0.0475,0.02249,1.65594,2.2939,1.1118,0.29467,0.28693,0.28376,2.7893,6.04021,0.47514,0.02706,0.04481,3.4523,4.24856
"23","2015_Q4",23.33859375,"Up",617831000,-375830000,242001000,-154658000,-144723000,-7219000,-2716000,87343000,-5300000,999000,82043000,86253000,-18203000,68050000,68050000,68050000,68050000,467504000,467504000,549438000,549438000,218577000,183048000,1235519000,163848000,1389638000,102933000,1042539000,75587000,162832000,1553486000,2789005000,87140000,15288000,71852000,60622000,438219000,436825000,585981000,747118000,174555000,6266000,168289000,921673000,1507654000,1325092000,415003000,-458744000,1281351000,1281351000,2789005000,68050000,20593000,3342000,47015000,1.39e+08,-14139000,-21380000,-10623000,-75106000,2531000,-398000,-86127000,31493000,31493000,-5744000,25749000,107936000,807740000,159015000,0.39169,0.14137,0.11014,0.05311,0.0244,2.33674,2.10846,1.17661,0.28962,0.31605,0.31274,2.86948,5.95115,0.73854,0.03006,0.07025,3.1522,3.8954
"24","2016_Q1",23.8950819672131,"Up",646528000,-393937000,252591000,-169145000,-165413000,-6638000,2906000,83446000,-2736000,2092000,80710000,81881000,-17468000,64413000,64413000,64413000,64413000,450907000,450907000,590137000,590137000,154025000,154025000,1195069000,175396000,1423024000,98601000,1038346000,99395000,180005000,1598420000,2793489000,34208000,10086000,24122000,60634000,499638000,499638000,594480000,737332000,157321000,2093000,155228000,894653000,1489133000,1344133000,411508000,-451285000,1304356000,1304356000,2793489000,64413000,20739000,3663000,-14954000,73861000,-17160000,-22063000,-3861000,-61833000,6048000,-392000,-66086000,-14288000,-14288000,-2309000,-16597000,104185000,797966000,89539000,0.39069,0.12907,0.09963,0.04938,0.02306,1.39008,2.01028,1.14166,0.28565,0.30284,0.29866,3.03967,6.13246,0.42097,0.02851,0.03963,3.33118,4.15908
"25","2016_Q2",25.945625,"Up",609703000,-372848000,236855000,-161233000,-160149000,-6145000,5061000,75622000,-4105000,878000,71517000,70519000,-12014000,58505000,58505000,58794000,58794000,429795000,429795000,605598000,605598000,198535000,198535000,1233928000,179699000,1429937000,89648000,1055737000,103906000,172331000,1609636000,2843564000,42301000,9222000,33079000,120648000,427420000,427420000,590369000,727538000,172432000,1977000,170455000,899970000,1490339000,1356506000,437043000,-443945000,1349604000,1353225000,2843564000,58505000,19300000,13162000,-100590000,-9623000,-25363000,-31485000,49519000,-28080000,4937000,-1014000,20425000,-20683000,-20683000,-429000,-21112000,94922000,848186000,-19017000,0.38848,0.12403,0.09643,0.04345,0.02068,-0.32345,2.0901,1.10132,0.29828,0.27894,0.27488,2.8926,6.4029,-0.09022,0.02477,-0.00801,4.40773,5.53266
"26","2016_Q3",23.368125,"Down",630523000,-383755000,246768000,-166828000,-165197000,-6493000,4862000,79940000,-5004000,503000,74936000,79744000,-14957000,64787000,64787000,65669000,65669000,407260000,407260000,598228000,598228000,196841000,196841000,1202329000,185643000,1446543000,84421000,1055968000,80114000,219810000,1632186000,2834515000,56284000,12373000,43911000,99158000,417304000,417304000,572746000,717745000,189182000,2840000,186342000,906927000,1479673000,1375765000,448867000,-472568000,1352064000,1354842000,2834515000,64787000,20335000,41632000,-31244000,95510000,-20996000,-31790000,-31988000,-46777000,6610000,-215000,-78980000,-15260000,-15260000,-7275000,-22535000,100275000,816903000,62992000,0.39137,0.12678,0.10415,0.04847,0.02317,0.95923,2.09924,1.09214,0.2882,0.31244,0.30715,2.99995,6.43295,0.29971,0.02781,0.02668,4.0852,5.12438
"27","2016_Q4",22.4784126984127,"Down",648783000,-392432000,256351000,-169227000,-156969000,-7126000,-5132000,87124000,-1227000,5791000,85897000,85243000,-17055000,68188000,68188000,68922000,68922000,419094000,419094000,609522000,609522000,205177000,205177000,1233793000,189795000,1469329000,80010000,1084126000,78898000,220074000,1659124000,2892917000,71074000,10243000,60831000,154170000,4.72e+08,4.72e+08,697244000,707949000,177429000,3632000,173797000,885378000,1582622000,1387813000,361435000,-441011000,1308237000,1310295000,2892917000,68188000,20495000,11600000,49834000,150117000,-17748000,-32327000,44433000,-154887000,1261000,-638000,-111092000,6698000,6698000,5134000,11832000,107619000,862119000,156760000,0.39513,0.13429,0.10623,0.0526,0.02382,2.27446,1.76953,1.20784,0.29801,0.33434,0.32918,3.1472,6.34617,0.76043,0.02933,0.06671,4.11661,5.08499
"28","2017_Q1",23.0124193548387,"Up",681747000,-405672000,276075000,-177984000,-170714000,-7419000,149000,98091000,-3426000,2948000,94665000,94139000,-18072000,76067000,76067000,76299000,76299000,422623000,422623000,615265000,615265000,189149000,189149000,1227037000,193218000,1465625000,78946000,1069408000,70143000,242328000,1658843000,2885880000,33927000,9768000,24159000,199181000,498247000,498247000,731355000,698152000,165205000,2415000,162790000,863357000,1594712000,1386452000,358121000,-457925000,1286648000,1291168000,2885880000,76067000,21606000,18555000,-6460000,109768000,-17272000,-30163000,34464000,-97228000,5420000,-387000,-63151000,16454000,16454000,-12923000,3531000,119697000,897333000,114037000,0.40495,0.14388,0.11192,0.05909,0.02644,1.49461,1.67776,1.23509,0.31094,0.38084,0.37506,3.40292,6.42226,0.56921,0.03242,0.04845,3.96593,4.83949
"29","2017_Q2",24.5493650793651,"Up",622995000,-383337000,239658000,-160562000,-160858000,-7242000,7538000,79096000,-9498000,553000,69598000,64685000,-12245000,52440000,52440000,53338000,53338000,388186000,388186000,602871000,602871000,227635000,227635000,1218692000,212562000,1480476000,69070000,1097329000,61029000,252279000,1693038000,2911730000,42177000,9086000,33091000,54192000,426953000,426953000,523322000,1035778000,167376000,1815000,165561000,1203154000,1726476000,1349189000,219776000,-387321000,1181644000,1185254000,2911730000,52440000,21381000,11485000,-54278000,31028000,-16695000,-29013000,194490000,-212023000,7761000,-12517000,-42007000,-39992000,-39992000,5555000,-34437000,100477000,1089970000,41749000,0.38469,0.12696,0.08562,0.045,0.01832,0.78273,2.32876,1.45663,0.37434,0.26794,0.26319,3.12953,5.93584,0.20972,0.02673,0.01709,6.98452,8.87256
