"","YQ","p","d","revenue","net_premiums_earned","investment_income_loss","other_operating_income","total_realized_investment_gains","other_realized_investment_gains","total_claims_losses","underwriting_expense_acquisition_cost","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","total_investments","fixed_income_trading_afs_short_term_inv","fixed_income_securities_htm","equity_securities","other_investments","cash_cash_equivalents_short_term_investments","deferred_policy_acquisition_costs","other_assets","total_assets","insurance_reserves","reserve_for_outstanding_claims_losses","premium_reserve_unearned","life_policy_benefits","other_short_term_liabilities","long_term_debt","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","net_change_in_investments","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","total_debt","operating_margin","net_profit_margin","return_on_equity","return_on_assets","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","return_on_invested_capital","dividend_payout_ratio","net_debt_ebit"
"11","2012_Q4",60.0059677419355,"Up",5.138e+09,4.665e+09,5.33e+08,-6e+07,-6e+07,-5e+07,-3.177e+09,-1.128e+09,1.7e+07,8.5e+08,-6.3e+07,-6.3e+07,7.87e+08,7.87e+08,-1.47e+08,6.4e+08,6.4e+08,6.4e+08,6.4e+08,5.9817e+10,4.6504e+10,7.493e+09,7.7e+08,5.05e+09,6.9e+08,1.793e+09,2.592e+10,9.3508e+10,5.0486e+10,3.82e+10,7.068e+09,4.414e+09,1.0988e+10,3.36e+09,6.6236e+10,3.09e+08,1.4868e+10,9.759e+09,5.109e+09,9.268e+09,3.014e+09,2.7272e+10,2.7272e+10,9.3508e+10,6.4e+08,1.22e+09,-2.18e+08,1.642e+09,-1.055e+09,-3.77e+08,-1.432e+09,-1.66e+08,1.8e+07,0,-1.48e+08,6.2e+07,6.2e+07,1.1e+07,7.3e+07,4.762e+09,0.16543,0.12456,0.02347,0.00684,2.42872,0.05093,1.88102,1.8674,15.10105,79.24671,0.48789,0.00977,0.25938,4.79059
"12","2013_Q1",65.674,"Up",4.687e+09,3.848e+09,5.67e+08,2.72e+08,2.72e+08,2.79e+08,-2.825e+09,-1.189e+09,2e+07,6.93e+08,-6.3e+07,-6.3e+07,6.3e+08,6.3e+08,1.35e+08,7.65e+08,7.65e+08,7.65e+08,7.65e+08,6.0264e+10,4.7306e+10,7.27e+09,7.44e+08,4.944e+09,6.15e+08,1.873e+09,2.5646e+10,9.2545e+10,4.928e+10,3.7946e+10,6.864e+09,4.47e+09,1.0664e+10,3.36e+09,6.4705e+10,3.09e+08,1.477e+10,9.591e+09,5.179e+09,1.0033e+10,2.887e+09,2.784e+10,2.784e+10,9.2545e+10,7.65e+08,-6.3e+08,8.35e+08,9.7e+08,-6.18e+08,-1.39e+08,-7.57e+08,-3.31e+08,5.3e+07,-1000000.00000003,-2.79e+08,-6.6e+07,-6.6e+07,-9e+06,-75000000.0000001,4.761e+09,0.14786,0.16322,0.02748,0.00827,2.32417,0.05145,2.24469,2.22434,13.75279,80.7826,0.97123,0.01339,0.43268,5.98268
"13","2013_Q2",69.43765625,"Up",4.31e+09,3.573e+09,5.31e+08,2.06e+08,2.06e+08,2.09e+08,-2.057e+09,-1.128e+09,1e+07,1.135e+09,-6e+07,-6e+07,1.075e+09,1.075e+09,-1.22e+08,9.53e+08,9.53e+08,9.53e+08,9.53e+08,6.1359e+10,4.7947e+10,6.867e+09,8.32e+08,5.713e+09,8.55e+08,1.966e+09,2.5127e+10,9.3461e+10,4.8566e+10,3.7082e+10,7.019e+09,4.465e+09,1.0935e+10,4.307e+09,6.521e+10,3.09e+08,1.4518e+10,9.423e+09,5.095e+09,1.0986e+10,2.65e+09,2.8251e+10,2.8251e+10,9.3461e+10,9.53e+08,-2.99e+08,2.59e+08,9.13e+08,-1.099e+09,-3.67e+08,-1.466e+09,-2e+06,-1.33e+08,1e+06,8.13e+08,2.6e+08,2.6e+08,-2e+07,2.4e+08,5.709e+09,0.26334,0.22111,0.03373,0.0102,2.30824,0.06108,2.79654,2.7711,12.64752,81.9947,0.00587,0.01157,0.0021,4.27665
"14","2013_Q3",71.53015625,"Up",4.705e+09,4.067e+09,5.34e+08,1.04e+08,1.04e+08,1.11e+08,-2.36e+09,-1.229e+09,-3.7e+07,1.079e+09,-7.3e+07,-7.3e+07,1.006e+09,1.006e+09,-1.15e+08,8.91e+08,8.91e+08,8.91e+08,8.91e+08,5.969e+10,4.7016e+10,6.576e+09,8.37e+08,5.261e+09,6.79e+08,2.077e+09,2.622e+10,9.3688e+10,4.9696e+10,3.7343e+10,7.851e+09,4.502e+09,1.068e+10,3.807e+09,6.6084e+10,3.09e+08,1.4377e+10,9.249e+09,5.128e+09,1.1877e+10,1.26e+09,2.7604e+10,2.7604e+10,9.3688e+10,8.91e+08,7.27e+08,-7.23e+08,8.95e+08,1.43e+08,-1.053e+09,-9.1e+08,-1.67e+08,-1.7e+07,2.9e+07,-1.55e+08,-1.7e+08,-1.7e+08,-6e+06,-1.76e+08,5.708e+09,0.22933,0.18937,0.03228,0.00951,2.394,0.06093,2.61254,2.5889,13.79574,80.03289,0.48967,0.01275,0.18743,4.6608
"15","2013_Q4",77.700625,"Up",5.172e+09,4.61e+09,5.22e+08,4e+07,4e+07,4.4e+07,-2.793e+09,-1.241e+09,5e+06,1.143e+09,-7.2e+07,-7.2e+07,1.071e+09,1.071e+09,-1.55e+08,9.16e+08,9.16e+08,9.16e+08,9.16e+08,6.0342e+10,4.8529e+10,6.306e+09,8.31e+08,4.676e+09,7.68e+08,2.224e+09,2.6161e+10,9.4584e+10,5.0272e+10,3.7882e+10,7.794e+09,4.596e+09,1.0076e+10,3.807e+09,6.6057e+10,3.09e+08,1.4273e+10,9.073e+09,5.2e+09,1.2793e+10,1.374e+09,2.8527e+10,2.8527e+10,9.4584e+10,9.16e+08,3.83e+08,-3.71e+08,9.28e+08,-6.42e+08,-1.21e+08,-7.63e+08,-1.74e+08,2.9e+07,3.9e+07,-1.06e+08,5.9e+07,5.9e+07,3e+07,8.9e+07,5.709e+09,0.221,0.17711,0.03211,0.00968,2.3156,0.06036,2.68709,2.6621,15.17211,82.77776,0.51043,0.0129,0.18996,4.32283
"16","2014_Q1",77.5867213114754,"Down",5.074e+09,4.363e+09,5.57e+08,1.54e+08,1.54e+08,1.62e+08,-2.653e+09,-1.272e+09,7e+06,1.156e+09,-7e+07,-7e+07,1.086e+09,1.086e+09,-8.8e+07,9.98e+08,9.98e+08,9.98e+08,9.98e+08,6.0928e+10,4.9254e+10,6.098e+09,8.37e+08,4.739e+09,5.79e+08,2.313e+09,2.5664e+10,9.451e+10,4.9597e+10,3.7443e+10,7.539e+09,4.615e+09,1.0071e+10,3.807e+09,6.5376e+10,3.09e+08,1.4137e+10,8.899e+09,5.238e+09,1.3791e+10,1.152e+09,2.9134e+10,2.9134e+10,9.451e+10,9.98e+08,-5.79e+08,8.67e+08,1.286e+09,-1.003e+09,-3e+08,-1.303e+09,-1.74e+08,-3.1e+07,-6.9e+07,-1.61e+08,-1.78e+08,-1.78e+08,-1.1e+07,-1.89e+08,5.708e+09,0.22783,0.19669,0.03426,0.01056,2.24398,0.0604,2.92744,2.89751,14.88361,84.55264,0.5104,0.01388,0.17435,4.43685
"17","2014_Q2",82.8044444444444,"Up",4.419e+09,3.97e+09,5.53e+08,-1.04e+08,-1.04e+08,-9.3e+07,-2.275e+09,-1.263e+09,1.7e+07,8.98e+08,-7.1e+07,-7.1e+07,8.27e+08,8.27e+08,-9.3e+07,7.34e+08,7.34e+08,7.34e+08,7.34e+08,6.2045e+10,4.9611e+10,5.887e+09,8.51e+08,5.696e+09,8.47e+08,2.402e+09,2.5124e+10,9.5179e+10,4.9289e+10,3.6866e+10,7.791e+09,4.632e+09,1.0503e+10,3.808e+09,6.5501e+10,3.09e+08,1.3761e+10,8.724e+09,5.037e+09,1.4525e+10,1.526e+09,2.9678e+10,2.9678e+10,9.5179e+10,7.34e+08,-1.15e+08,6.31e+08,1.25e+09,-3.57e+08,-1.46e+08,-5.03e+08,-2.14e+08,-2.95e+08,0,-4.72e+08,2.75e+08,2.75e+08,-7e+06,2.68e+08,5.709e+09,0.20321,0.1661,0.02473,0.00771,2.20706,0.05998,2.16603,2.14594,13.04042,86.66757,0.63151,0.0112,0.29155,5.41425
"18","2014_Q3",85.2396875,"Up",4.815e+09,4.332e+09,5.56e+08,-7.3e+07,-7.3e+07,-6.1e+07,-2.532e+09,-1.324e+09,2.5e+07,9.84e+08,-7.2e+07,-7.2e+07,9.12e+08,9.12e+08,-1.33e+08,7.79e+08,7.79e+08,7.79e+08,7.79e+08,6.362e+10,5.1601e+10,5.774e+09,9.07e+08,5.338e+09,5.94e+08,2.562e+09,2.5355e+10,9.7447e+10,5.0251e+10,3.7177e+10,8.296e+09,4.778e+09,1.0654e+10,4.057e+09,6.6813e+10,3.09e+08,1.3556e+10,8.501e+09,5.055e+09,1.5304e+10,2.095e+09,3.0634e+10,3.0634e+10,9.7447e+10,7.79e+08,7.64e+08,-6.97e+08,8.46e+08,-6.27e+08,-3.29e+08,-9.56e+08,-2.14e+08,-1.87e+08,-6000000.00000001,-1.53e+08,-2.63e+08,-2.63e+08,1e+07,-2.53e+08,5.908e+09,0.20436,0.16179,0.02543,0.00799,2.18101,0.06063,2.30578,2.28357,14.25205,89.75977,0.63342,0.01144,0.27471,5.40041
"19","2014_Q4",91.6559375,"Up",5.2e+09,4.754e+09,5.66e+08,-1.2e+08,-1.2e+08,-1.16e+08,-2.809e+09,-1.379e+09,1.9e+07,1.031e+09,-7e+07,-7e+07,9.61e+08,9.61e+08,-1.76e+08,7.85e+08,7.85e+08,7.85e+08,7.85e+08,6.3254e+10,4.9148e+10,7.548e+09,5.46e+08,6.012e+09,8.06e+08,2.592e+09,2.5716e+10,9.7557e+10,5.0249e+10,3.7447e+10,8.02e+09,4.782e+09,1.1074e+10,4.057e+09,6.7231e+10,3.09e+08,1.3377e+10,8.278e+09,5.099e+09,1.6089e+10,1.608e+09,3.0326e+10,3.0326e+10,9.7557e+10,7.85e+08,6.58e+08,-3.17e+08,1.126e+09,-2.15e+08,-1.4e+07,-2.29e+08,-2.18e+08,-4.31e+08,0,-6.15e+08,2.82e+08,2.82e+08,-7e+07,2.12e+08,5.908e+09,0.19827,0.15096,0.02589,0.00805,2.21694,0.06056,2.34698,2.32473,15.54688,89.74435,0.65177,0.0116,0.27771,4.94859
"20","2015_Q1",94.0170491803279,"Up",4.737e+09,4.37e+09,5.77e+08,-2.1e+08,-2.1e+08,-1.69e+08,-2.55e+09,-1.354e+09,2.1e+07,8.54e+08,-6.7e+07,-6.7e+07,7.87e+08,7.87e+08,-2.32e+08,5.55e+08,5.55e+08,5.55e+08,5.55e+08,6.2904e+10,4.9395e+10,7.331e+09,5.1e+08,5.668e+09,6.55e+08,2.601e+09,2.6662e+10,9.8248e+10,5.1291e+10,3.8315e+10,8.222e+09,4.754e+09,1.1152e+10,3.357e+09,6.8352e+10,3.09e+08,1.32e+10,8.055e+09,5.145e+09,1.6644e+10,1.191e+09,2.9896e+10,2.9896e+10,9.8248e+10,5.55e+08,5.27e+08,1.92e+08,1.274e+09,-3.5e+07,-7.81e+08,-8.16e+08,-2.16e+08,-3.89e+08,1e+06,-5.37e+08,-79000000.0000001,-79000000.0000001,-7.2e+07,-1.51e+08,4.507e+09,0.18028,0.11716,0.01856,0.00565,2.28633,0.04587,1.67546,1.65623,14.30031,89.31885,0.65207,0.00885,0.38919,4.51054
"21","2015_Q2",90.9593650793651,"Down",4.389e+09,3.927e+09,5.51e+08,-8.9e+07,-8.9e+07,-7.6e+07,-2.264e+09,-1.261e+09,5e+06,8.69e+08,-6.8e+07,-6.8e+07,8.01e+08,8.01e+08,-1.2e+08,6.81e+08,6.81e+08,6.81e+08,6.81e+08,6.3894e+10,5.041e+10,6.982e+09,5.36e+08,5.966e+09,9.48e+08,2.683e+09,2.5847e+10,9.8398e+10,5.0252e+10,3.7326e+10,8.182e+09,4.744e+09,1.1426e+10,4.157e+09,6.8387e+10,3.09e+08,1.287e+10,7.833e+09,5.037e+09,1.7325e+10,1.152e+09,3.0011e+10,3.0011e+10,9.8398e+10,6.81e+08,7.2e+07,3.22e+08,1.075e+09,-8.16e+08,-2.04e+08,-1.02e+09,-2.14e+08,-3.08e+08,-6e+06,3.33e+08,3.88e+08,3.88e+08,-9.5e+07,2.93e+08,6.709e+09,0.19799,0.15516,0.02269,0.00692,2.27873,0.06818,2.07488,2.05311,13.37244,90.49628,0.65202,0.01029,0.31424,6.62946
"22","2015_Q3",89.41703125,"Down",5.048e+09,4.36e+09,5.62e+08,1.26e+08,1.26e+08,1.34e+08,-2.57e+09,-1.305e+09,-1.7e+07,1.156e+09,-7.1e+07,-7.1e+07,1.085e+09,1.085e+09,-1.43e+08,9.42e+08,9.42e+08,9.42e+08,9.42e+08,6.3265e+10,4.8701e+10,8.676e+09,4.98e+08,5.39e+09,7.9e+08,2.806e+09,2.7222e+10,9.984e+10,5.1944e+10,3.823e+10,8.879e+09,4.835e+09,1.1773e+10,4.157e+09,6.9976e+10,3.09e+08,1.268e+10,7.833e+09,4.847e+09,1.8267e+10,6.07e+08,2.9864e+10,2.9864e+10,9.984e+10,9.42e+08,5.17e+08,-6.43e+08,8.16e+08,-3.55e+08,3.55e+08,0,-2.13e+08,-3.96e+08,-9.31322574615479e-10,-9.92e+08,-1.76e+08,-1.76e+08,1.8e+07,-1.58e+08,6.259e+09,0.229,0.18661,0.03154,0.00944,2.34316,0.06269,2.89434,2.86596,15.5102,90.80904,0.65445,0.01312,0.22611,4.73097
"23","2015_Q4",97.9465625,"Up",4.871e+09,4.719e+09,5.49e+08,-3.97e+08,-3.97e+08,-3.67e+08,-2.732e+09,-1.339e+09,-6.3e+07,7.37e+08,-6.8e+07,-6.8e+07,6.69e+08,6.6e+08,-1.32e+08,5.28e+08,5.28e+08,5.28e+08,5.28e+08,6.2384e+10,4.8278e+10,8.564e+09,4.64e+08,5.078e+09,1.038e+09,2.809e+09,2.6239e+10,9.776e+10,5.085e+10,3.7564e+10,8.51e+09,4.776e+09,1.1214e+10,4.157e+09,6.8324e+10,3.09e+08,1.2498e+10,7.833e+09,4.665e+09,1.8795e+10,-1.92e+08,2.9436e+10,2.9436e+10,9.776e+10,5.28e+08,2.24e+08,5.6e+07,8.08e+08,-4.37e+08,3.2e+07,-4.05e+08,-2.17e+08,3.5e+07,1e+06,-1.18e+08,2.85e+08,2.85e+08,-3.7e+07,2.48e+08,6.26e+09,0.1513,0.1084,0.01794,0.0054,2.3211,0.06403,1.62857,1.61382,15.02417,89.83966,0.66932,0.00861,0.41098,7.08548
