"","YQ","p","d","revenue","net_interest_income","total_interest_income","total_interest_expense","total_non_interest_income","trading_account_profits_losses","investment_income_loss","commissions_fees_earned","net_otti_losses_recognised_in_earnings","other_non_interest_income","provision_for_loan_losses","net_revenue_after_provisions","total_non_interest_expense","other_operating_expenses","operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","net_extraordinary_gains_losses","discontinued_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","interbank_assets","fed_funds_sold_repos","other_interbank_assets","short_long_term_investments","trading_securities","other_investments","accounts_notes_receivable","net_loans","reserve_for_loan_losses","total_loans","intangible_assets","goodwill","other_assets","total_assets","total_deposits","interest_bearing_deposits","other_deposits","short_term_debt","securities_sold_under_repo","trading_account_liabilities","short_term_borrowings","payables_broker_dealers","long_term_debt","other_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization","change_in_working_capital","trading_assets_liabilities","net_change_in_operating_loans","other_operating_assets_liabilities","net_cash_from_discontinued_operations_operating","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","capital_expenditures","net_change_in_investments","decrease_in_investments","increase_in_investments","net_change_in_loans_interbank","net_change_in_customer_loans","net_change_in_interbank_assets","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","net_change_in_interbank_transfers","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_long_term_debt","cash_from_repurchase_of_equity","decrease_in_capital_stock","net_change_in_deposits","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"40","2020_Q1",59.7691935483871,"Down",1.9159e+10,1.2778e+10,1.8545e+10,-5.767e+09,6.381e+09,1.412e+09,5.15e+08,3.033e+09,-5e+06,1.426e+09,-2.222e+09,1.6937e+10,-1.1235e+10,-1.1235e+10,5.702e+09,5.702e+09,5.702e+09,-7.03e+08,4.999e+09,-4e+06,-4e+06,4.995e+09,-1.6e+07,4.979e+09,4.979e+09,2.3967e+10,4.21274e+11,2.51322e+11,1.69952e+11,6.44703e+11,2.7614e+11,3.68563e+11,3.9857e+10,6.867e+11,-1.2783e+10,6.99483e+11,4.822e+09,2.2126e+10,1.07709e+11,1.951158e+12,1.07059e+12,8.86087e+11,1.84503e+11,3.79883e+11,1.66339e+11,1.19894e+11,4.5049e+10,4.8601e+10,2.4876e+11,5.7979e+10,1.757212e+12,1.798e+10,1.07871e+11,3.1e+07,1.0784e+11,-6.166e+10,1.65369e+11,-3.6318e+10,1.93242e+11,7.04e+08,1.93946e+11,1.951158e+12,4.979e+09,4.979e+09,1.039e+09,1.488e+10,1.4964e+10,-1.196e+09,1.112e+09,4e+06,2.2521e+10,-7.99e+08,1.77e+08,-9.76e+08,-9.59e+09,6.8168e+10,-7.7758e+10,-9.84e+08,-1.0787e+10,9.803e+09,-1.1282e+10,-1.399e+09,-1.631e+09,9.819e+09,-1.7279e+10,5.829e+09,-1.3131e+10,1.896e+10,-6.576e+09,-3.1e+09,-1.7179e+10,-1.1433e+10,-3.8218e+10,-2.6979e+10,-2.6979e+10,4.55e+08,-2.6524e+10,6.741e+09,6.28643e+11,2.1525e+10,0.29761,0.25988,0.02567,0.00255,4.32316,9.06032,0.32219,2.31624,2.29807,8.91282,81.53238,10.01349,0.65082,0.00327,0.01103,0.28098,89.70123,106.0463
"41","2020_Q2",42.6857142857143,"Down",2.0731e+10,1.1492e+10,1.7139e+10,-5.647e+09,9.239e+09,5.261e+09,4.32e+08,3.021e+09,-5.5e+07,5.8e+08,-6.96e+09,1.3771e+10,-1.0643e+10,-1.0643e+10,3.128e+09,3.128e+09,3.128e+09,-5.8e+08,2.548e+09,-1.8e+07,-1.8e+07,2.53e+09,6e+06,2.536e+09,2.536e+09,2.3755e+10,5.24701e+11,2.62536e+11,2.62165e+11,7.63883e+11,3.65e+11,3.98883e+11,6.8555e+10,7.00179e+11,-2.0841e+10,7.2102e+11,4.56e+09,2.1264e+10,1.12873e+11,2.21977e+12,1.184911e+12,9.86101e+11,1.9881e+11,5.15638e+11,2.22324e+11,1.63995e+11,5.4951e+10,7.4368e+10,2.66098e+11,6.0141e+10,2.026788e+12,1.798e+10,1.07581e+11,3.1e+07,1.0755e+11,-6.4147e+10,1.63438e+11,-3.2521e+10,1.92331e+11,6.51e+08,1.92982e+11,2.21977e+12,2.536e+09,2.536e+09,9.27e+08,-3.5571e+10,-4.4774e+10,-1.393e+09,1.0596e+10,1.8e+07,-2.5533e+10,-4.58e+08,2e+06,-4.6e+08,-3.5056e+10,7.3602e+10,-1.08658e+11,-3.7361e+10,-2.6147e+10,-1.1214e+10,-7.2857e+10,-1.365e+09,8.1733e+10,9.902e+09,5.5985e+10,1.5846e+10,-1.3081e+10,2.8927e+10,-2.925e+09,-4.425e+09,1.14321e+11,-4.06e+08,1.91358e+11,9.2968e+10,9.2968e+10,-9.67e+08,9.2001e+10,4.055e+09,7.81736e+11,-3.1394e+10,0.15089,0.12233,0.01314,0.00114,-12.37934,10.50247,0.35217,1.20883,1.19979,9.88179,83.10739,-14.96449,0.65065,0.00176,-0.01414,0.53825,186.92503,242.32129
"42","2020_Q3",45.2759375,"Up",1.9766e+10,1.108e+10,1.4589e+10,-3.509e+09,8.686e+09,4.157e+09,7.48e+08,2.933e+09,-7.7e+07,9.25e+08,-8.197e+09,1.1569e+10,-1.046e+10,-1.046e+10,1.109e+09,1.109e+09,1.109e+09,-52000000.0000001,1.057e+09,-999999.999999996,-999999.999999996,1.056e+09,0,1.056e+09,1.056e+09,2.2889e+10,5.69801e+11,2.82917e+11,2.86884e+11,7.95564e+11,3.62311e+11,4.33253e+11,70852875651.5911,6.58872e+11,-2.642e+10,6.85292e+11,4.451e+09,2.1399e+10,1.59739e+11,2.232715e+12,1.23366e+12,1.030795e+12,2.02865e+11,4.65709e+11,2.15722e+11,1.49264e+11,4.0156e+10,6.0567e+10,2.79775e+11,6.1269e+10,2.040413e+12,1.798e+10,1.07699e+11,3.1e+07,1.07668e+11,-6.4143e+10,1.63431e+11,-3.3345e+10,1.91622e+11,6.8e+08,1.92302e+11,2.232715e+12,1.056e+09,1.056e+09,9.26e+08,-3.082e+09,-1.2059e+10,1.93e+08,8.784e+09,1e+06,6.325e+09,-8.48e+08,1e+07,-8.58e+08,-3.2545e+10,6.6498e+10,-9.9043e+10,1.4535e+10,3.4916e+10,-2.0381e+10,-1.8832e+10,-1.314e+09,-1.1069e+10,-1.4795e+10,-6602000000.00002,1.0328e+10,-1.9216e+10,2.9544e+10,0,0,4.8749e+10,-1e+06,3.6365e+10,2.3858e+10,2.3858e+10,-5e+06,2.3853e+10,2.035e+09,7.45484e+11,-1842999999.99998,0.05611,0.05343,0.00549,0.00047,-1.74527,10.61046,0.33389,0.50728,0.50471,9.49512,83.41356,-0.88533,0.63121,0.00106,-0.000830000000000001,1.24432,355.08354,651.57349
"43","2020_Q4",46.766875,"Up",1.7302e+10,1.0493e+10,1.3314e+10,-2.821e+09,6.809e+09,2.508e+09,3.04e+08,2.753e+09,-2.6e+07,1.27e+09,-2.384e+09,1.4918e+10,-1.0964e+10,-1.0964e+10,3.954e+09,3.954e+09,3.954e+09,-7.77e+08,3.177e+09,-7e+06,-7e+06,3.17e+09,-2.4e+07,3.146e+09,3.146e+09,2.5308e+10,5.87745e+11,2.89358e+11,2.98387e+11,7.95733e+11,3.48209e+11,4.47524e+11,5.161e+10,6.40485e+11,-2.6426e+10,6.66911e+11,4.804e+09,2.1624e+10,1.0715e+11,2.234459e+12,1.262623e+12,1.047232e+12,2.15391e+11,4.45984e+11,2.07227e+11,1.4699e+11,3.7439e+10,5.4328e+10,2.73254e+11,5.8003e+10,2.039864e+12,1.798e+10,1.07795e+11,3.1e+07,1.07764e+11,-6.4137e+10,1.65303e+11,-3.3065e+10,1.93876e+11,7.19e+08,1.94595e+11,2.234459e+12,3.146e+09,3.146e+09,1.033e+09,-1.0797e+10,1.1814e+10,2.488e+09,-2.5099e+10,7e+06,-3.046e+09,-9.69e+08,1.3e+07,-9.82e+08,2.3e+08,6.8613e+10,-6.8383e+10,9.202e+09,1.5643e+10,-6.441e+09,8.489e+09,-1.345e+09,-1.9308e+10,-2.717e+09,-8.495e+09,-8.096e+09,-1.5224e+10,7.128e+09,0,3e+09,2.8963e+10,-1e+06,8.309e+09,1.3752e+10,1.3752e+10,1.7e+08,1.3922e+10,4.987e+09,7.19238e+11,-6.002e+09,0.22853,0.18183,0.01617,0.00141,-1.90782,10.48261,0.32188,1.51126,1.50217,8.31148,84.49633,-2.88322,0.64611,0.00201,-0.00269,0.42753,139.14778,175.50076
"44","2021_Q1",62.0145901639344,"Up",1.7702e+10,1.1686e+10,1.3047e+10,-1.361e+09,6.016e+09,1.959e+09,2.72e+08,2.678e+09,-1e+07,1.117e+09,46000000.000001,1.7748e+10,-1.2307e+10,-1.2307e+10,5.441e+09,5.441e+09,5.441e+09,-1.116e+09,4.325e+09,6e+06,6e+06,4.331e+09,-2.2e+07,4.309e+09,4.309e+09,2.6349e+10,5.77978e+11,2.94712e+11,2.83266e+11,8.22438e+11,3.75079e+11,4.47359e+11,4.4806e+10,6.50927e+11,-2.4956e+10,6.75883e+11,4.747e+09,2.2162e+10,1.10683e+11,2.26009e+12,1.280671e+12,1.053186e+12,2.27485e+11,4.4755e+11,1.99525e+11,1.68027e+11,2.9514e+10,5.0484e+10,2.71686e+11,5.9983e+10,2.05989e+12,1.948e+10,1.07877e+11,3.1e+07,1.07846e+11,-6.4129e+10,1.68272e+11,-3.2058e+10,1.99442e+11,7.58e+08,2.002e+11,2.26009e+12,4.309e+09,4.309e+09,1.051e+09,-1.375e+09,-5.845e+09,-8.6e+07,4555999999.99999,-6e+06,1.633e+09,-1.121e+09,2.5e+07,-1.146e+09,2.985e+09,6.1801e+10,-5.8816e+10,-1.4022e+10,-8.668e+09,-5.354e+09,-1.2112e+10,-1.328e+09,-5.3835e+10,-7.925e+09,-4.0888e+10,-5.022e+09,-1.5881e+10,1.0859e+10,1.495e+09,1.495e+09,1.8048e+10,3.3183e+10,-2.437e+09,-1.2916e+10,-1.2916e+10,-1.164e+09,-1.408e+10,6.492e+09,7.19236e+11,5.112e+09,0.30737,0.24342,0.02152,0.00191,1.18635,10.28916,0.31823,2.06974,2.05611,8.50281,86.44123,2.45545,0.63788,0.00249,0.00226,0.30819,106.72936,127.34552
"45","2021_Q2",69.245873015873,"Up",1.9667e+10,1.0506e+10,1.2534e+10,-2.028e+09,9.161e+09,3.913e+09,4.01e+08,3.67e+09,-6.9e+07,1.246e+09,2.055e+09,2.1722e+10,-1.1413e+10,-1.1413e+10,1.0309e+10,1.0309e+10,1.0309e+10,-2.332e+09,7.977e+09,-2e+06,-2e+06,7.975e+09,-3.3e+07,7.942e+09,7.942e+09,2.6204e+10,6.1355e+11,3.15072e+11,2.98478e+11,8.33618e+11,3.60659e+11,4.72959e+11,6.0465e+10,6.4435e+11,-2.1638e+10,6.65988e+11,4.741e+09,2.1905e+10,1.09433e+11,2.314266e+12,1.300975e+12,1.061121e+12,2.39854e+11,4.91279e+11,2.19168e+11,1.79117e+11,3.2087e+10,6.0907e+10,2.56335e+11,6.2404e+10,2.110993e+12,2.028e+10,1.07725e+11,3.1e+07,1.07694e+11,-6.5261e+10,1.74816e+11,-3.5011e+10,2.02549e+11,7.24e+08,2.03273e+11,2.314266e+12,7.942e+09,7.942e+09,9.62e+08,1.6729e+10,2.5495e+10,1.561e+09,-1.0327e+10,2e+06,2.3198e+10,-8.2e+08,1e+07,-8.3e+08,-3.0017e+10,8.1048e+10,-1.11065e+11,-1.0104e+10,1.0256e+10,-2.036e+10,-4.0934e+10,-1.356e+09,1.53e+10,2.573e+09,1.9643e+10,-6.916e+09,-2.2432e+10,1.5516e+10,-6.81e+08,8.19e+08,2.0304e+10,-3.12e+08,3.3255e+10,1.5519e+10,1.5519e+10,-4.52e+08,1.5067e+10,1.1271e+10,7.47614e+11,2.9512e+10,0.52418,0.40382,0.03907,0.00343,3.71594,10.38501,0.32305,3.8146,3.78804,9.44621,87.54515,14.17483,0.6513,0.00402,0.01275,0.17074,64.00586,69.97866
"46","2021_Q3",65.9090625,"Down",1.7753e+10,1.0478e+10,1.2463e+10,-1.985e+09,7.275e+09,2.304e+09,1.37e+08,3.374e+09,-1.3e+07,1.473e+09,1.066e+09,1.8819e+10,-1.1471e+10,-1.1471e+10,7.348e+09,7.348e+09,7.348e+09,-1.155e+09,6.193e+09,1e+07,1e+07,6.203e+09,-1e+07,6.193e+09,6.193e+09,2.7117e+10,5.81168e+11,3.09047e+11,2.72121e+11,8.58013e+11,3.7095e+11,4.87063e+11,6.1138e+10,6.57596e+11,-1.9238e+10,6.76834e+11,4.687e+09,2.206e+10,1.16089e+11,2.327868e+12,1.310281e+12,1.059185e+12,2.51096e+11,4.87401e+11,2.21817e+11,1.74706e+11,3.1462e+10,5.9416e+10,2.64575e+11,6.2701e+10,2.124958e+12,1.7995e+10,1.07851e+11,3.1e+07,1.0782e+11,-6.8253e+10,1.79686e+11,-3.512e+10,2.02159e+11,7.51e+08,2.0291e+11,2.327868e+12,6.193e+09,6.193e+09,9.82e+08,-5.594e+09,-1.4718e+10,-4.775e+09,1.3899e+10,-1e+07,365000000.000004,-9.23e+08,1.8e+07,-9.41e+08,-2.9942e+10,6.0282e+10,-9.0224e+10,-6.45e+09,-1.2475e+10,6.025e+09,-3.7177e+10,-1.307e+09,8.557e+09,-6.25e+08,2.649e+09,6.533e+09,-1.9462e+10,2.5995e+10,-5.185e+09,-2.9e+09,9.306e+09,-1.2e+07,1.1359e+10,-2.5453e+10,-2.5453e+10,9e+06,-2.5444e+10,8.33e+09,7.51976e+11,2.968e+09,0.4139,0.34884,0.03052,0.00266,0.47925,10.47242,0.32303,2.97454,2.95383,8.5269,88.45533,1.42555,0.62776,0.00322,0.00127,0.21104,87.01789,98.64711
"47","2021_Q4",63.1440625,"Down",1.6535e+10,9.779e+09,1.265e+10,-2.871e+09,6.756e+09,2.233e+09,1.17e+08,3.399e+09,-3.1e+07,1.038e+09,1.92e+08,1.6727e+10,-1.0865e+10,-1.0865e+10,5.862e+09,5.862e+09,5.862e+09,-1.193e+09,4.669e+09,-1e+06,-1e+06,4.668e+09,-2.4e+07,4.644e+09,4.644e+09,2.8906e+10,6.32598e+11,3.37696e+11,2.94902e+11,8.43763e+11,3.42914e+11,5.00849e+11,5.9487e+10,6.47049e+11,-1.7715e+10,6.64764e+11,4.553e+09,2.1573e+10,1.23947e+11,2.361876e+12,1.347528e+12,1.108409e+12,2.39119e+11,4.78654e+11,2.09184e+11,1.79286e+11,2.9683e+10,6.0501e+10,2.58274e+11,7.581e+10,2.160266e+12,1.7995e+10,1.07953e+11,3.1e+07,1.07922e+11,-7.1246e+10,1.83024e+11,-3.6851e+10,2.00875e+11,7.35e+08,2.0161e+11,2.361876e+12,4.644e+09,4.644e+09,1.035e+09,2.8895e+10,3.2593e+10,1.46e+08,-3.844e+09,1e+06,3.5622e+10,-9.25e+08,1.15e+08,-1.04e+09,-1.4351e+10,6.2234e+10,-7.6585e+10,-1.8683e+10,9.966e+09,-2.8649e+10,-3.3958e+10,-1.296e+09,-1.654e+10,-1.779e+09,-1.2633e+10,-2.128e+09,-1.4578e+10,1.245e+10,-3.067e+09,-3.067e+09,4.4159e+10,-4e+06,2.3252e+10,2.4916e+10,2.4916e+10,-3.46e+08,2.457e+10,6.897e+09,7.36928e+11,3.606e+10,0.35452,0.28086,0.02303,0.00197,7.76486,10.71507,0.31201,2.34037,2.32014,8.33291,92.16348,18.17266,0.65313,0.00251,0.01527,0.27907,102.65652,120.78164
"48","2022_Q1",59.0827419354839,"Down",1.7929e+10,1.1731e+10,1.2828e+10,-1.097e+09,6.198e+09,1.704e+09,1e+07,3.229e+09,-9.6e+07,1.351e+09,4.65e+08,1.8394e+10,-1.4444e+10,-1.4444e+10,3.95e+09,3.95e+09,3.95e+09,-7.71e+08,3.179e+09,0,0,3.179e+09,-6e+06,3.173e+09,3.173e+09,2.7515e+10,5.61806e+11,3.27288e+11,2.34518e+11,8.44767e+11,3.31945e+11,5.12822e+11,5.434e+10,6.51312e+11,-1.6455e+10,6.67767e+11,4.495e+09,2.1299e+10,1.25879e+11,2.291413e+12,1.31723e+12,1.061408e+12,2.55822e+11,4.42217e+11,1.91285e+11,1.61529e+11,2.7973e+10,6.143e+10,2.54374e+11,7.492e+10,2.088741e+12,1.8995e+10,1.08034e+11,3.1e+07,1.08003e+11,-7.124e+10,1.84948e+11,-3.8765e+10,2.01972e+11,7e+08,2.02672e+11,2.291413e+12,3.173e+09,3.173e+09,9.85e+08,-3.118e+09,-6.809e+09,-7.41e+08,4.432e+09,0,2063999999.99999,-1.261e+09,4.7e+07,-1.308e+09,-1.602e+10,6.5264e+10,-8.1284e+10,4.406e+09,-6.002e+09,1.0408e+10,-1.2836e+10,-1.239e+09,-1.315e+10,-1.71e+09,-9.659e+09,-1.781e+09,-1.8478e+10,1.6697e+10,8.47e+08,8.47e+08,-2.8803e+10,-8.249e+09,-5.0594e+10,-6.1366e+10,-6.1366e+10,-4.09e+08,-6.1775e+10,4.935e+09,6.96591e+11,1.327e+09,0.22031,0.17698,0.01566,0.00138,0.418219999999998,10.30602,0.304,1.59905,1.58523,9.03543,92.21237,0.668749999999996,0.6244,0.00193,0.000580000000000001,0.39048,135.57771,169.38633
"49","2022_Q2",48.3383870967742,"Down",1.9186e+10,1.0871e+10,1.3151e+10,-2.28e+09,8.315e+09,4.59e+09,8e+07,2.568e+09,-9e+07,1.167e+09,-7.55e+08,1.8431e+10,-1.3165e+10,-1.3165e+10,5.266e+09,5.266e+09,5.266e+09,-9.41e+08,4.325e+09,-2e+06,-2e+06,4.323e+09,-1.7e+07,4.306e+09,4.306e+09,2.7768e+10,5.89729e+11,3.4541e+11,2.44319e+11,8.72599e+11,3.57997e+11,5.14602e+11,8.9218e+10,6.44276e+11,-1.5393e+10,6.59669e+11,4.522e+09,1.9865e+10,1.46128e+11,2.394105e+12,1.333711e+12,1.081466e+12,2.52245e+11,5.14021e+11,2.04494e+11,1.88059e+11,3.0144e+10,9.1324e+10,2.53954e+11,9.4066e+10,2.195752e+12,1.8995e+10,1.08081e+11,3.1e+07,1.0805e+11,-7.3744e+10,1.87962e+11,-4.3585e+10,1.97709e+11,6.44e+08,1.98353e+11,2.394105e+12,4.306e+09,4.306e+09,1.015e+09,-2.0264e+10,4.57e+08,3.223e+09,-2.3944e+10,2e+06,-1.3544e+10,-1.214e+09,1.5e+07,-1.229e+09,-6.329e+09,8.8192e+10,-9.4521e+10,-2.7089e+10,-8.967e+09,-1.8122e+10,-3.4523e+10,-1.286e+09,2.7987e+10,2.171e+09,1.3209e+10,1.2607e+10,-1.7061e+10,2.9668e+10,-2.833e+09,-2.833e+09,3.4816e+10,-3.3e+08,5.8354e+10,1.0287e+10,1.0287e+10,-2.33e+08,1.0054e+10,6.281e+09,7.67975e+11,-1.4256e+10,0.27447,0.22443,0.02171,0.0018,-3.31073,11.06992,0.32078,2.1839,2.16578,9.73069,90.63955,-7.23031,0.65223,0.00234,-0.00595,0.29865,117.84859,140.56343
"50","2022_Q3",48.22953125,"Down",1.9638e+10,1.1964e+10,1.563e+10,-3.666e+09,7.674e+09,4.525e+09,-5.8e+07,2.452e+09,-9.4e+07,8.49e+08,-1.274e+09,1.8364e+10,-1.2393e+10,-1.2393e+10,5.971e+09,5.971e+09,5.971e+09,-1.182e+09,4.789e+09,-2.21e+08,-2.21e+08,4.568e+09,-2.1e+07,4.547e+09,4.547e+09,2.4902e+10,6.20462e+11,3.61334e+11,2.59128e+11,8.54753e+11,3.40875e+11,5.13878e+11,8.0486e+10,6.41381e+11,-1.5952e+10,6.57333e+11,4.526e+09,1.9597e+10,1.34797e+11,2.380904e+12,1.321848e+12,1.074368e+12,2.4748e+11,5.15453e+11,1.98472e+11,1.80453e+11,4.0054e+10,9.6474e+10,2.57425e+11,8.6552e+10,2.181278e+12,1.8995e+10,1.08241e+11,3.1e+07,1.0821e+11,-7.3988e+10,1.91261e+11,-4.5495e+10,1.99014e+11,6.12e+08,1.99626e+11,2.380904e+12,4.547e+09,4.547e+09,1.074e+09,3.172e+09,9.493e+09,1.281e+09,-7.602e+09,2.21e+08,1.0275e+10,-1.22e+09,1.6e+07,-1.236e+09,1.1128e+10,7.4452e+10,-6.3324e+10,-2.0185e+10,-4.261e+09,-1.5924e+10,-8.778e+09,-1.228e+09,2.3146e+10,9.91e+09,-6.022e+09,1.9258e+10,-1.1378e+10,3.0636e+10,-3.67e+08,-3.67e+08,-9.456e+09,-3999999.99999809,1.2091e+10,1.3588e+10,1.3588e+10,-1.645e+09,1.1943e+10,7.045e+09,7.72878e+11,1.0179e+10,0.30405,0.23154,0.02278,0.00191,2.23862,10.92682,0.32462,2.342,2.32215,10.11486,92.72161,5.24285,0.6325,0.00243,0.00428,0.27007,106.17119,125.26813
