"","YQ","p","d","revenue","net_premiums_earned","investment_income_loss","other_operating_income","total_realized_investment_gains","total_claims_losses","claims_losses","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","total_investments","fixed_income_trading_afs_short_term_inv","loans_mortgages","equity_securities","other_investments","cash_cash_equivalents_short_term_investments","accounts_notes_receivable","property_plant_equipment_net","deferred_policy_acquisition_costs","other_assets","total_assets","insurance_reserves","reserve_for_outstanding_claims_losses","premium_reserve_unearned","life_policy_benefits","other_insurance_reserves","other_short_term_liabilities","long_term_debt","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","non_cash_items","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","net_cash_from_operating_activities","net_change_in_investments","decrease_in_investments","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","change_in_insurance_reserves","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","total_debt","operating_margin","net_profit_margin","return_on_equity","return_on_assets","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","return_on_invested_capital","dividend_payout_ratio","net_debt_ebit"
"11","2012_Q4",32.7012903225806,"Up",8.128e+09,7.26e+09,9.4e+08,-7.2e+07,-7.2e+07,-4.961e+09,-4.293e+09,-2.026e+09,1.141e+09,-9.3e+07,-9.3e+07,1.048e+09,0,1.048e+09,-3.25e+08,7.23e+08,7.23e+08,7.23e+08,7.23e+08,9.8516e+10,7.7729e+10,6.904e+09,3.876e+09,1.0007e+10,6.42e+08,5.108e+09,9.28e+08,3.578e+09,1.8216e+10,1.26988e+11,8.5701e+10,2.0197e+10,1.0494e+10,1.49e+10,4.011e+10,7.573e+09,6.057e+09,1.06151e+11,0,3.163e+09,9e+06,3.154e+09,-1.7368e+10,3.3496e+10,1.546e+09,2.0837e+10,2.0837e+10,1.26988e+11,7.23e+08,3.72e+08,3.28e+08,4.4e+07,-2.51e+08,8.44e+08,1.92e+08,5.505e+09,1.45e+08,-1.07e+08,-1.12e+08,3.4e+07,-1.46e+08,-7.07e+08,8e+06,-9.18e+08,7.1e+07,7.1e+07,7.1e+07,6.057e+09,0.14038,0.08895,0.0347,0.00569,5.09435,0.0477,1.48796,1.47581,16.72772,42.88331,0.22021,0.00695,0.14799,4.74584
"12","2013_Q1",36.9836666666667,"Up",8.547e+09,7.31e+09,1.033e+09,2.04e+08,2.04e+08,-5.863e+09,-5.042e+09,-2.042e+09,6.42e+08,-9.2e+07,-9.2e+07,5.5e+08,-6e+06,5.44e+08,-1.5e+08,3.94e+08,3.94e+08,3.94e+08,3.94e+08,9.7278e+10,7.7017e+10,6.57e+09,4.037e+09,9.654e+09,8.06e+08,5.051e+09,9.89e+08,3.621e+09,1.9202e+10,1.26947e+11,8.5877e+10,2.1288e+10,1.0375e+10,1.4895e+10,3.9319e+10,7.823e+09,6.057e+09,1.06367e+11,-43034386.8552248,3.171e+09,9e+06,3.162e+09,-1.7508e+10,3.3783e+10,1.134e+09,2.058e+10,2.058e+10,1.26947e+11,3.94e+08,-2.57e+08,2.9e+07,-2.86e+08,2.99e+08,4.36e+08,1.193e+09,7.999e+09,1.084e+09,-2.12e+08,-1.59e+08,2.5e+07,-1.84e+08,-9.94e+08,1e+07,-1.356e+09,1.64e+08,1.64e+08,1.64e+08,6.057e+09,0.07511,0.0461,0.01914,0.0031,5.16846,0.04771,0.81675,0.80937,17.71766,42.66169,0.43947,0.00509,0.53807,8.17913
"13","2013_Q2",39.84390625,"Up",8.463e+09,7.349e+09,9.83e+08,1.31e+08,1.31e+08,-5.263e+09,-4.46e+09,-2.048e+09,1.152e+09,-9.8e+07,-9.8e+07,1.054e+09,-2.4e+07,1.03e+09,-3.21e+08,7.09e+08,7.09e+08,7.09e+08,7.09e+08,9.7382e+10,7.5806e+10,6.434e+09,4.439e+09,1.0703e+10,8.2e+08,5.066e+09,9.98e+08,3.66e+09,1.8686e+10,1.26612e+11,8.4712e+10,2.092e+10,1.0218e+10,1.4767e+10,3.8807e+10,7.975e+09,6.556e+09,1.05993e+11,0,3.037e+09,9e+06,3.028e+09,-1.8033e+10,3.4375e+10,1.24e+09,2.0619e+10,2.0619e+10,1.26612e+11,7.09e+08,2.7e+08,2.77e+08,-7e+06,-2.39e+08,7.4e+08,1.96e+08,7.089e+09,1.36e+08,-191936034.826763,-7.22e+08,1.7e+07,-7.39e+08,-6.68e+08,3.6e+07,-8.62e+08,1.4e+07,1.4e+07,1.4e+07,6.556e+09,0.13612,0.08378,0.03439,0.0056,5.14055,0.05178,1.49138,1.47463,17.80185,43.3719,0.401169669516651,0.00598,0.46810988826457,4.97917
"14","2013_Q3",41.39234375,"Up",8.787e+09,7.441e+09,9.84e+08,3.62e+08,3.62e+08,-5.523e+09,-4.741e+09,-2.051e+09,1.213e+09,-9.9e+07,-9.9e+07,1.114e+09,-5e+08,6.14e+08,-1.8e+08,4.34e+08,4.34e+08,4.34e+08,4.34e+08,9.2315e+10,7.1039e+10,6.413e+09,4.505e+09,1.0358e+10,6.34e+08,5.116e+09,9.71e+08,3.914e+09,1.853e+10,1.2148e+11,8.2098e+10,2.0989e+10,1.051e+10,1.4242e+10,3.6357e+10,7.05e+09,5.475e+09,1.01611e+11,2.78e+08,3.114e+09,9e+06,3.105e+09,-1.8225e+10,3.4691e+10,1.1e+07,1.9869e+10,1.9869e+10,1.2148e+11,4.34e+08,5.31e+08,6e+06,5.25e+08,-1.52e+08,8.13e+08,2.499e+09,9.491e+09,2.516e+09,-1.19e+08,1.63e+08,3.21e+08,-1.58e+08,-2.486e+09,-2.2e+07,-3.515e+09,-1.86e+08,-1.86e+08,-1.86e+08,5.975e+09,0.13804,0.04939,0.02184,0.00357,5.11405,0.04919,0.92656,0.916,18.75961,41.82536,0.25406,0.00483,0.27419,4.40313
"15","2013_Q4",44.116875,"Up",8.465e+09,7.556e+09,9.5e+08,-4.1e+07,-4.1e+07,-5.242e+09,-4.427e+09,-1.963e+09,1.26e+09,-8.3e+07,-8.3e+07,1.177e+09,-6.68e+08,5.09e+08,-1.93e+08,3.16e+08,3.16e+08,3.16e+08,3.1e+08,8.0483e+10,6.0295e+10,4.817e+09,4.812e+09,1.0559e+10,1.069e+09,5.341e+09,9.93e+08,3.286e+09,3.1113e+10,1.22285e+11,6.9065e+10,2.0983e+10,1.1016e+10,1.259e+10,2.4476e+10,2.1295e+10,6.217e+09,1.01505e+11,6.5e+08,3.136e+09,9e+06,3.127e+09,-1.8662e+10,3.4885e+10,7.71e+08,2.078e+10,2.078e+10,1.22285e+11,3.16e+08,1.223e+09,1.72e+08,1.051e+09,-2.1e+07,1.518e+09,-3.22e+08,7.125e+09,-4.19e+08,-1.18e+08,-6.7e+07,4.21e+08,-4.88e+08,-6.96e+08,-4e+06,-6.64e+08,4.35e+08,4.35e+08,4.35e+08,6.217e+09,0.14885,0.03662,0.01492,0.00254,4.88474,0.05084,0.67231,0.66367,18.35827,43.65647,0.25591,0.00424,0.38065,4.08571
"16","2014_Q1",44.5916393442623,"Up",8.792e+09,7.624e+09,1.026e+09,1.42e+08,1.42e+08,-5.078e+09,-4.283e+09,-2.327e+09,1.387e+09,-8.7e+07,-8.7e+07,1.3e+09,-5.7e+07,1.243e+09,-4.22e+08,8.21e+08,8.21e+08,8.21e+08,8.1e+08,8.1155e+10,6.091e+10,4.721e+09,5.097e+09,1.0427e+10,6.75e+08,5.237e+09,1.024e+09,3.372e+09,3.2057e+10,1.2352e+11,6.9479e+10,2.1857e+10,1.0932e+10,1.2386e+10,2.4304e+10,2.1321e+10,6.201e+09,1.0204e+11,7.8e+08,3.152e+09,9e+06,3.143e+09,-1.9047e+10,3.558e+10,1.015e+09,2.148e+10,2.148e+10,1.2352e+11,8.21e+08,1.25e+08,1.18e+08,7000000.00000012,2.25e+08,1.171e+09,-5.62e+08,8.707e+09,-6.53e+08,-1.21e+08,-2.57e+08,1.92e+08,-4.49e+08,-5.32e+08,1.6e+07,-9.12e+08,-3.94e+08,-3.94e+08,-3.94e+08,6.201e+09,0.15776,0.09213,0.03771,0.00656,4.75047,0.0502,1.78926,1.76279,19.42125,45.72565,0.26729,0.00911,0.14938,3.98414
"17","2014_Q2",48.1666666666667,"Up",8.684e+09,7.671e+09,9.59e+08,5.4e+07,5.4e+07,-5.554e+09,-4.759e+09,-2.129e+09,1.001e+09,-8.7e+07,-8.7e+07,9.14e+08,-6.5e+07,8.49e+08,-2.49e+08,6e+08,6e+08,6e+08,5.87e+08,8.169e+10,6.1161e+10,4.472e+09,5.297e+09,1.076e+10,1.17e+09,5.271e+09,1.024e+09,3.316e+09,3.182e+10,1.24291e+11,6.923e+10,2.1985e+10,1.0821e+10,1.2435e+10,2.3989e+10,2.1878e+10,6.2e+09,1.02186e+11,1.505e+09,3.026e+09,9e+06,3.017e+09,-1.9922e+10,3.6041e+10,1.455e+09,2.2105e+10,2.2105e+10,1.24291e+11,6e+08,1.44e+08,-6.8e+07,2.12e+08,-2.7e+08,4.74e+08,1.433e+09,9.501e+09,1.376e+09,-1.25e+08,-3.13e+08,8.02e+08,-1.115e+09,-6.81e+08,-2.35e+08,-1.355e+09,4.95e+08,4.95e+08,4.95e+08,6.2e+09,0.11527,0.0676,0.02656,0.00472,4.62276,0.04988,1.31496,1.29638,19.45341,46.14695,0.28002,0.00695,0.21295,5.02498
"18","2014_Q3",50.3915625,"Up",8.86e+09,7.722e+09,8.98e+08,2.4e+08,2.4e+08,-5.767e+09,-5.142e+09,-2.058e+09,1.035e+09,-8.4e+07,-8.4e+07,9.51e+08,4000000.00000003,9.55e+08,-3.1e+08,6.45e+08,6.45e+08,6.45e+08,6.14e+08,8.2563e+10,6.2634e+10,4.174e+09,5.394e+09,1.0361e+10,8.89e+08,5.384e+09,9.9e+08,3.377e+09,1.703e+10,1.10233e+11,6.9694e+10,2.2317e+10,1.1217e+10,1.2688e+10,2.3472e+10,7.041e+09,5.846e+09,8.7361e+10,1.746e+09,3.044e+09,9e+06,3.035e+09,-1.9985e+10,3.6532e+10,1.535e+09,2.2872e+10,2.2872e+10,1.10233e+11,6.45e+08,2.48e+08,-1.27e+08,3.75e+08,-1.66e+08,7.27e+08,-6.66e+08,1.0844e+10,-3.55e+08,-1.38e+08,1.7e+08,3.12e+08,-1.42e+08,-5.75e+08,2.44e+08,-6.53e+08,-2.81e+08,-2.81e+08,-2.81e+08,5.846e+09,0.11682,0.0693,0.02685,0.00557,3.81956,0.05303,1.41377,1.39324,20.40064,48.64379,0.31775,0.00729,0.22476,4.78937
"19","2014_Q4",55.4809375,"Up",8.936e+09,7.819e+09,8.23e+08,2.94e+08,2.94e+08,-5.54e+09,-4.909e+09,-2.098e+09,1.298e+09,-7.8e+07,-7.8e+07,1.22e+09,-3e+07,1.19e+09,-4.09e+08,7.81e+08,7.81e+08,7.81e+08,7.5e+08,8.0721e+10,6.2313e+10,4.143e+09,4.335e+09,9.93e+09,8.85e+08,5.604e+09,1.012e+09,3.516e+09,1.6572e+10,1.0831e+11,6.9408e+10,2.235e+10,1.1728e+10,1.2482e+10,2.2848e+10,6.857e+09,5.195e+09,8.5981e+10,1.746e+09,3.068e+09,9e+06,3.059e+09,-2.0856e+10,3.7164e+10,1.207e+09,2.2329e+10,2.2329e+10,1.0831e+11,7.81e+08,4.54e+08,3.7e+08,8.4e+07,1.29e+08,1.364e+09,1.046e+09,1.803e+10,9.63e+08,-1.53e+08,-8.77e+08,5.5e+07,-9.32e+08,-6.49e+08,-1e+06,-2.331e+09,-4e+06,-4e+06,-4e+06,5.195e+09,0.14526,0.08393,0.03359,0.00692,3.85064,0.04796,1.76678,1.73933,21.05065,48.48763,0.36042,0.0089,0.204,3.32049
"20","2015_Q1",59.7729508196721,"Up",8.759e+09,7.874e+09,7.79e+08,1.06e+08,1.06e+08,-5.251e+09,-4.618e+09,-2.191e+09,1.317e+09,-7.3e+07,-7.3e+07,1.244e+09,-1999999.99999999,1.242e+09,-4.18e+08,8.24e+08,8.24e+08,8.24e+08,7.95e+08,8.1113e+10,6.244e+10,4.188e+09,4.104e+09,1.0381e+10,6.57e+08,5.465e+09,1.031e+09,3.525e+09,1.6688e+10,1.08479e+11,6.9487e+10,2.2923e+10,1.1655e+10,1.238e+10,2.2529e+10,7.152e+09,5.14e+09,8.6175e+10,1.746e+09,3.208e+09,9e+06,3.199e+09,-2.103e+10,3.7842e+10,5.38e+08,2.2304e+10,2.2304e+10,1.08479e+11,8.24e+08,-2.13e+08,29999999.9999999,-2.43e+08,6e+07,6.71e+08,-2.82e+08,1.0183e+10,-3.63e+08,-1.48e+08,-49999999.9999998,6.2e+07,-1.12e+08,-3.57e+08,1.9e+07,-5.36e+08,-2.28e+08,-2.28e+08,-2.28e+08,5.14e+09,0.15036,0.09076,0.03564,0.00733,3.86366,0.04738,1.89106,1.85704,20.83492,48.90105,0.35205,0.00931,0.18616,3.40395
"21","2015_Q2",58.2930158730159,"Down",8.952e+09,7.963e+09,8.5e+08,1.39e+08,1.39e+08,-5.633e+09,-4.993e+09,-2.16e+09,1.159e+09,-7.3e+07,-7.3e+07,1.086e+09,-5e+06,1.081e+09,-4.04e+08,6.77e+08,6.77e+08,6.77e+08,6.48e+08,8.0437e+10,6.1403e+10,4.276e+09,4.166e+09,1.0592e+10,9.16e+08,5.502e+09,1.026e+09,3.527e+09,1.6656e+10,1.08064e+11,6.9177e+10,2.3103e+10,1.1489e+10,1.2318e+10,2.2267e+10,7.21e+09,5.194e+09,8.5885e+10,1.746e+09,3.118e+09,9e+06,3.109e+09,-2.1799e+10,3.8363e+10,7.51e+08,2.2179e+10,2.2179e+10,1.08064e+11,6.77e+08,8e+07,5.9e+07,2.1e+07,-1.91e+08,5.66e+08,1.132e+09,1.2272e+10,1.073e+09,-1.47e+08,-9.46e+08,6.4e+07,-1.01e+09,-3.11e+08,2.4e+07,-1.38e+09,2.59e+08,2.59e+08,2.59e+08,5.194e+09,0.12947,0.07239,0.02922,0.006,3.87236,0.04806,1.55844,1.53336,21.52958,49.14141,0.35354,0.00788,0.22685,3.69111
