"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","interest_dividends_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_cash_from_acquisitions_divestitures","net_cash_from_other_acquisitions","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_long_term_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",14.4462903225806,"Down",3.1459e+10,-1.2602e+10,1.8857e+10,-1.282e+10,-8.308e+09,-4.512e+09,6.037e+09,-7.77e+08,-8.24e+08,4.7e+07,5.26e+09,5.26e+09,-1.741e+09,3.701e+09,3.701e+09,-6.6e+07,3.635e+09,3.635e+09,2.217e+09,2.217e+09,1.2398e+10,1.2398e+10,4.343e+09,1.337e+09,1.8958e+10,1.08217e+11,1.35111e+11,6.9762e+10,5.712e+10,8.229e+09,2.47891e+11,2.66849e+11,2.1447e+10,2.511e+09,1.8936e+10,3.433e+09,5.918e+09,3.709e+09,3.0798e+10,6.0314e+10,7.4463e+10,3.3842e+10,2.9092e+10,1.1529e+10,1.34777e+11,1.65575e+11,9.7477e+10,6.495e+09,9.0982e+10,-2.8533e+10,2.8907e+10,3.106e+09,1.00957e+11,3.17e+08,1.01274e+11,2.66849e+11,3.701e+09,3.701e+09,4.512e+09,4.186e+09,4.08e+09,1.06e+08,-1.068e+09,-1.11e+08,-9.57e+08,1.1331e+10,-4.877e+09,-4.877e+09,-4.877e+09,-6.7e+07,-7.4e+07,-6.9e+07,-4.826e+09,-2.551e+09,-1.007e+09,-1.007e+09,-1.007e+09,0,-3.667e+09,8.4e+07,-3.751e+09,6.32e+08,-6.593e+09,-8.8e+07,-8.8e+07,-8.8e+07,1.0549e+10,6.3747e+10,6.345e+09,0.59942,0.1919,0.11555,0.03589,0.01362,1.74553,0.61556,1.63492,0.23889,0.62976,0.62759,5.45026,17.49075,1.09927,0.44196,7,0.02583,0.02649,0.70179,5.83278,10.19215
"12","2013_Q1",14.9106666666667,"Up",3.2578e+10,-1.7555e+10,1.5023e+10,-2.0981e+10,-1.6409e+10,-4.572e+09,-5.958e+09,-8.08e+08,-8.2e+08,1.2e+07,-6.766e+09,-6.766e+09,2.772e+09,-3.779e+09,-3.779e+09,-7.8e+07,-3.857e+09,-3.857e+09,4.868e+09,4.868e+09,1.2657e+10,1.2657e+10,5.181e+09,1.035e+09,2.2706e+10,1.09767e+11,1.35261e+11,6.9773e+10,5.7384e+10,8.104e+09,2.49609e+11,2.72315e+11,2.305e+10,2.556e+09,2.0494e+10,3.486e+09,5.251e+09,4.225e+09,3.1787e+10,6.6358e+10,8.1475e+10,4.1392e+10,2.8491e+10,1.1592e+10,1.47833e+11,1.7962e+11,9.7533e+10,6.495e+09,9.1038e+10,-3.2888e+10,2.2481e+10,5.236e+09,9.2362e+10,3.33e+08,9.2695e+10,2.72315e+11,-3.779e+09,-3.779e+09,4.572e+09,8.458e+09,-1.694e+09,1.0152e+10,1.269e+09,-7.94e+08,2.063e+09,1.052e+10,-5.846e+09,-5.846e+09,-5.846e+09,-2.72e+08,-2.77e+08,-6.5e+07,-6.429e+09,-2.503e+09,5.861e+09,5.86e+09,-6.91e+08,6.551e+09,-4.361e+09,1.7e+07,-4.378e+09,-9e+06,-1.012e+09,3.079e+09,3.079e+09,3.079e+09,-1.386e+09,6.9844e+10,-8.735e+09,0.46114,-0.18288,-0.11839,-0.04161,-0.01416,2.26471,0.71432,1.93775,0.25648,-0.68145,-0.67953,5.75581,16.31831,-1.54328,0.44222,4,-0.00554999999999999,-0.0358,-0.64895,-46.88023,-10.90567
"13","2013_Q2",15.69515625,"Up",3.1356e+10,-1.2554e+10,1.8802e+10,-1.2862e+10,-8.333e+09,-4.529e+09,5.94e+09,-7.95e+08,-8.27e+08,3.2e+07,5.145e+09,5.145e+09,-1.557e+09,3.773e+09,3.773e+09,-7.3e+07,3.7e+09,3.7e+09,3.875e+09,3.875e+09,1.21e+10,1.21e+10,4.397e+09,1.021e+09,2.0372e+10,1.09702e+11,1.35922e+11,6.9772e+10,5.8529e+10,7.621e+09,2.50622e+11,2.70994e+11,1.9963e+10,2.44e+09,1.7523e+10,3.446e+09,6.377e+09,4.167e+09,2.9786e+10,7.0686e+10,8.2184e+10,4.1663e+10,2.8918e+10,1.1603e+10,1.5287e+11,1.82656e+11,9.7435e+10,6.495e+09,9.094e+10,-3.8568e+10,2.3787e+10,5.344e+09,8.7998e+10,3.4e+08,8.8338e+10,2.70994e+11,3.773e+09,3.773e+09,4.529e+09,4.99e+08,4.33e+08,6.6e+07,-6.02e+08,2.95e+08,-8.97e+08,8.199e+09,-4.252e+09,-4.252e+09,-4.252e+09,-1.04e+09,-1.045e+09,-6.5e+07,-5.357e+09,-2.502e+09,4.832e+09,3.084e+09,-1.791e+09,4.875e+09,-5.855e+09,5.6e+07,-5.911e+09,-3.1e+08,-3.835e+09,-9.93e+08,-9.93e+08,-9.93e+08,1.0469e+10,7.4132e+10,7.172e+09,0.59963,0.18944,0.118,0.04188,0.01365,1.93838,0.68395,2.06769,0.27356,0.67114,0.66908,5.68762,15.96185,1.30092,0.45383,7,0.02535,0.02931,0.67622,6.71096,11.82778
"14","2013_Q3",15.02390625,"Down",3.2075e+10,-1.327e+10,1.8805e+10,-1.2692e+10,-8.121e+09,-4.571e+09,6.113e+09,-5.37e+08,-8.25e+08,2.88e+08,5.576e+09,5.576e+09,-1.914e+09,3.88e+09,3.88e+09,-5.8e+07,3.822e+09,3.822e+09,4.548e+09,4.548e+09,1.2508e+10,1.2508e+10,4.372e+09,1.038e+09,2.1428e+10,1.10734e+11,1.36043e+11,6.977e+10,5.8683e+10,7.59e+09,2.50665e+11,2.72093e+11,2.1839e+10,2.401e+09,1.9438e+10,3.256e+09,6.094e+09,4.029e+09,3.1189e+10,7.1917e+10,8.2672e+10,4.1994e+10,2.94e+10,1.1278e+10,1.54589e+11,1.85778e+11,9.748e+10,6.495e+09,9.0985e+10,-4.1819e+10,2.5212e+10,5.107e+09,8.598e+10,3.35e+08,8.6315e+10,2.72093e+11,3.88e+09,3.88e+09,4.571e+09,562999999.999999,6.48e+08,-8.5e+07,4.98e+08,-5.85e+08,1.083e+09,9.512e+09,-5.413e+09,-5.413e+09,-5.413e+09,6.83e+08,-1.37e+08,2.22e+08,-4.508e+09,-2.428e+09,1.004e+09,1.509e+09,-3.2e+07,1.541e+09,-3.258e+09,4.8e+07,-3.306e+09,3.51e+08,-4.331e+09,673000000.000001,673000000.000001,673000000.000001,1.0684e+10,7.5173e+10,7.683e+09,0.58628,0.19058,0.11916,0.04428,0.01405,2.0102,0.68704,2.15233,0.27628,0.71054,0.70817,5.96298,15.98432,1.42833,0.45138,6,0.0256,0.03147,0.63527,6.61035,11.55325
"15","2013_Q4",15.25609375,"Up",3.2158e+10,-1.3403e+10,1.8755e+10,-1.2567e+10,-7.952e+09,-4.615e+09,6.188e+09,-7.79e+08,-8.29e+08,5e+07,5.409e+09,5.409e+09,-1.595e+09,3.905e+09,3.905e+09,-9.1e+07,3.814e+09,3.814e+09,1.371e+09,1.371e+09,1.2444e+10,1.2444e+10,4.62e+09,1.022e+09,1.8435e+10,1.12424e+11,1.39791e+11,7.0014e+10,6.1324e+10,8.453e+09,2.56164e+11,2.74599e+11,2.2809e+10,2.376e+09,2.0433e+10,7.873e+09,5.501e+09,4.013e+09,3.6183e+10,6.835e+10,8.3936e+10,4.2036e+10,3.0666e+10,1.1234e+10,1.52286e+11,1.88469e+11,9.7516e+10,6.495e+09,9.1021e+10,-4.3731e+10,2.6648e+10,5.282e+09,8.5715e+10,4.15e+08,8.613e+10,2.74599e+11,3.905e+09,3.905e+09,4.615e+09,1.417e+09,1.424e+09,-7e+06,-7.69e+08,-1.5e+08,-6.19e+08,9.168e+09,-5.9e+09,-5.9e+09,-5.9e+09,-2.822e+09,-2.843e+09,-7.3e+07,-8.795e+09,-2.395e+09,3e+08,-3.08e+08,-3.08e+08,-9.5367431640625e-07,-1.913e+09,4e+06,-1.917e+09,4.58e+08,-3.55e+09,-3.177e+09,-3.177e+09,-3.177e+09,1.0803e+10,7.6223e+10,5.729e+09,0.58321,0.19242,0.1186,0.04428,0.01389,1.5021,0.50949,2.18819,0.27758,0.71772,0.71544,6.05154,16.12997,1.07809,0.45069,6,0.02521,0.02326,0.62795,6.92882,12.09632
"16","2014_Q1",14.7573770491803,"Down",3.3163e+10,-1.1964e+10,2.1199e+10,-8.688e+09,-4.008e+09,-4.68e+09,1.2511e+10,-1.233e+09,-1.459e+09,2.26e+08,1.1278e+10,1.1278e+10,-4.262e+09,7.164e+09,7.164e+09,-8.2e+07,7.082e+09,7.082e+09,3.339e+09,3.339e+09,1.2918e+10,1.2918e+10,6.939e+09,9.6e+08,2.3196e+10,1.10968e+11,1.39763e+11,6.9273e+10,6.2212e+10,8.278e+09,2.54591e+11,2.77787e+11,2.3511e+10,2.404e+09,2.1107e+10,5.498e+09,5.986e+09,4.212e+09,3.4995e+10,6.929e+10,8.202e+10,2.9946e+10,3.6308e+10,1.5766e+10,1.5131e+11,1.86305e+11,9.7586e+10,6.495e+09,9.1091e+10,-4.5619e+10,3.1141e+10,7.88e+09,9.0988e+10,4.94e+08,9.1482e+10,2.77787e+11,7.164e+09,7.164e+09,4.68e+09,-3.789e+09,3.84e+09,-7.629e+09,-1.38e+08,-8.89e+08,7.51e+08,7.917e+09,-5.379e+09,-5.379e+09,-5.379e+09,989000000.000001,-8.8e+07,-7.4e+07,-4.464e+09,-2.371e+09,3.022e+09,4.853e+09,-5.567e+09,1.042e+10,-1.888e+09,6e+06,-1.894e+09,-2.48e+08,-1.485e+09,1.968e+09,1.968e+09,1.968e+09,1.7191e+10,7.4788e+10,1.5936e+10,0.63924,0.37726,0.21355,0.07741,0.02549,2.25021,0.66284,2.03652,0.26923,1.34485,1.34077,6.29754,17.27832,3.02619,0.45025,7,0.03807,0.06418,0.33479,4.15619,5.71089
"17","2014_Q2",15.9468253968254,"Up",3.2476e+10,-1.3321e+10,1.9155e+10,-1.2877e+10,-8.26e+09,-4.617e+09,6.278e+09,-7.15e+08,-8.6e+08,1.45e+08,5.563e+09,5.563e+09,-1.917e+09,3.734e+09,3.734e+09,-8.2e+07,3.652e+09,3.652e+09,3.611e+09,3.611e+09,1.312e+10,1.312e+10,7.358e+09,1e+09,2.4089e+10,1.12809e+11,1.44829e+11,6.972e+10,6.6099e+10,9.01e+09,2.61251e+11,2.8534e+11,2.4624e+10,2.39e+09,2.2234e+10,8.301e+09,6.905e+09,4.121e+09,3.983e+10,7.1575e+10,8.2566e+10,3.0029e+10,3.6448e+10,1.6089e+10,1.54141e+11,1.93971e+11,9.7522e+10,6.495e+09,9.1027e+10,-4.6684e+10,3.2402e+10,7.666e+09,9.0906e+10,4.63e+08,9.1369e+10,2.8534e+11,3.734e+09,3.734e+09,4.617e+09,5.74e+08,5.78e+08,-4e+06,-1.26e+08,-4.98e+08,3.72e+08,8.799e+09,-5.716e+09,-5.716e+09,-5.716e+09,-3.11e+08,-6.62e+08,-5.5e+07,-6.082e+09,-2.398e+09,1.103e+09,1.12e+09,-1.867e+09,2.987e+09,-1.224e+09,1.3e+07,-1.237e+09,7.4e+07,-2.445e+09,2.72e+08,2.72e+08,2.72e+08,1.0895e+10,7.9876e+10,6.97e+09,0.58982,0.19331,0.11245,0.03997,0.0128,1.90854,0.6048,2.12294,0.27993,0.69935,0.69721,6.21905,17.4082,1.33473,0.45921,6,0.02384,0.02746,0.65663,7,12.14798
"18","2014_Q3",16.050625,"Up",3.2575e+10,-1.4212e+10,1.8363e+10,-1.2747e+10,-8.197e+09,-4.55e+09,5.616e+09,3.88e+08,-8.81e+08,1.269e+09,6.004e+09,6.004e+09,-2.485e+09,3.621e+09,3.621e+09,-7.4e+07,3.547e+09,3.547e+09,1.1305e+10,1.1305e+10,1.3001e+10,1.3001e+10,8.806e+09,9.28e+08,3.3112e+10,1.1436e+11,1.45835e+11,7.0094e+10,6.6035e+10,9.706e+09,2.60354e+11,2.93466e+11,2.5354e+10,2.388e+09,2.2966e+10,1.0482e+10,7.952e+09,3.99e+09,4.3788e+10,7.357e+10,8.3483e+10,3.007e+10,3.6835e+10,1.6578e+10,1.57053e+11,2.00841e+11,9.7552e+10,6.495e+09,9.1057e+10,-4.6825e+10,3.3554e+10,7.851e+09,9.2132e+10,4.93e+08,9.2625e+10,2.93466e+11,3.621e+09,3.621e+09,4.55e+09,-1.287e+09,-3.2e+07,-1.255e+09,1.186e+09,-68000000.0000001,1.254e+09,8.07e+09,-5.933e+09,-5.933e+09,-5.933e+09,4.375e+09,-1.95e+08,-6.1e+07,-1.619e+09,-2.386e+09,4.087e+09,3.936e+09,-1.641e+09,5.577e+09,-1.45e+08,1.4e+07,-1.59e+08,-3.13e+08,1.243e+09,7.694e+09,7.694e+09,7.694e+09,1.0166e+10,8.4052e+10,7.904e+09,0.56371,0.1724,0.10889,0.03829,0.01209,2.22836,0.75619,2.16832,0.28641,0.68159,0.6795,6.25958,17.704,1.51883,0.45849,6,0.02281,0.03038,0.67268,7.15591,12.95353
"19","2014_Q4",15.850625,"Down",3.2957e+10,-1.4156e+10,1.8801e+10,-1.3014e+10,-8.475e+09,-4.539e+09,5.787e+09,-9.74e+08,-1.016e+09,4.2e+07,4.813e+09,4.813e+09,-1.512e+09,3.299e+09,3.299e+09,-5.7e+07,3.242e+09,3.242e+09,2.458e+09,2.458e+09,1.3445e+10,1.3445e+10,9.932e+09,8.69e+08,2.5835e+10,1.15134e+11,1.46804e+11,7.0131e+10,6.7036e+10,9.637e+09,2.62104e+11,2.87939e+11,2.6504e+10,2.385e+09,2.4119e+10,5.109e+09,8.366e+09,4.038e+09,3.9979e+10,7.0516e+10,8.4325e+10,2.9918e+10,3.7393e+10,1.7014e+10,1.54841e+11,1.9482e+11,9.7559e+10,6.495e+09,9.1064e+10,-4.7037e+10,3.4165e+10,7.926e+09,9.2613e+10,5.06e+08,9.3119e+10,2.87939e+11,3.299e+09,3.299e+09,4.539e+09,1.016e+09,9.04e+08,1.12e+08,-1.3e+08,-7.03e+08,5.73e+08,8.724e+09,-5.18e+09,-5.18e+09,-5.18e+09,-4.3e+07,-1.196e+09,-6e+07,-7.279e+09,-2.386e+09,-7.018e+09,-6.868e+09,-6.868e+09,-9.5367431640625e-07,-2.14e+08,7e+06,-2.21e+08,-6.74e+08,-1.0292e+10,-8.847e+09,-8.847e+09,-8.847e+09,1.0326e+10,7.5625e+10,6.528e+09,0.57047,0.17559,0.09837,0.03482,0.01126,2.01357,0.64621,2.09216,0.26264,0.6237,0.62179,6.3403,17.81697,1.25586,0.45902,6,0.02224,0.0258,0.73597,7.08571,12.64334
"20","2015_Q1",15.7532786885246,"Down",3.4439e+10,-1.8456e+10,1.5983e+10,-1.9332e+10,-1.4765e+10,-4.567e+09,-3.349e+09,-7.31e+08,-8.56e+08,1.25e+08,-4.08e+09,-6.2e+09,2.295e+09,-3.918e+09,-3.918e+09,-8.1e+07,-3.999e+09,-3.999e+09,8.603e+09,8.603e+09,1.4527e+10,1.4527e+10,1.0476e+10,8.31e+08,3.3606e+10,1.12898e+11,1.5008e+11,6.9692e+10,6.6151e+10,1.4237e+10,2.63228e+11,2.96834e+11,2.603e+10,2.438e+09,2.3592e+10,6.056e+09,5.196e+09,4.105e+09,3.7282e+10,7.5778e+10,9.3504e+10,3.7079e+10,3.8436e+10,1.7989e+10,1.69282e+11,2.06564e+11,9.7603e+10,6.495e+09,9.1108e+10,-4.7029e+10,3.1081e+10,8.061e+09,8.9716e+10,5.54e+08,9.027e+10,2.96834e+11,-3.918e+09,-3.918e+09,4.567e+09,1.0618e+10,4.98e+08,1.012e+10,-5.522e+09,5.76e+08,-6.098e+09,5.745e+09,-4.37e+09,-4.37e+09,-4.37e+09,9.61e+08,-1.088e+09,-5.4e+07,-3.357e+09,-2.382e+09,7.445e+09,7.445e+09,-2.4e+07,7.469e+09,5e+06,5e+06,0,-1.311e+09,3.757e+09,6.145e+09,6.145e+09,6.145e+09,1.218e+09,8.1834e+10,-1.0969e+10,0.4641,-0.09724,-0.11612,-0.0443,-0.01347,2.74294,0.9014,2.28829,0.27569,-0.76963,-0.76726,6.62796,17.26629,-2.11104,0.45843,4,-0.00609,-0.0413,-0.59565,60.12397,-21.86653
"21","2015_Q2",16.244126984127,"Up",3.2576e+10,-1.448e+10,1.8096e+10,-1.2539e+10,-7.961e+09,-4.578e+09,5.557e+09,-8.29e+08,-8.99e+08,7e+07,4.728e+09,4.728e+09,-1.389e+09,3.339e+09,3.339e+09,-7.6e+07,3.263e+09,3.263e+09,4.444e+09,4.444e+09,1.3592e+10,1.3592e+10,9.374e+09,9.3e+08,2.741e+10,1.13198e+11,1.67154e+11,7.0341e+10,8.6983e+10,9.83e+09,2.80618e+11,3.08028e+11,2.2859e+10,2.441e+09,2.0418e+10,8.181e+09,6.611e+09,4.221e+09,3.7651e+10,8.8272e+10,9.5001e+10,3.7074e+10,3.8019e+10,1.9908e+10,1.83273e+11,2.20924e+11,9.7472e+10,6.495e+09,9.0977e+10,-4.6804e+10,2.849e+10,7.341e+09,8.6499e+10,6.05e+08,8.7104e+10,3.08028e+11,3.339e+09,3.339e+09,4.578e+09,3.64e+08,2.52e+08,1.12e+08,-1.543e+09,7.39e+08,-2.282e+09,6.738e+09,-3.848e+09,-3.848e+09,-3.848e+09,-1.9506e+10,-1.9514e+10,-1.23e+08,-2.1587e+10,-2.434e+09,1.5976e+10,1.5976e+10,-5.96e+08,1.6572e+10,8e+06,8e+06,50923783.1305824,-2.86e+09,1.069e+10,-4.159e+09,-4.159e+09,-4.159e+09,1.0135e+10,9.6453e+10,6.133e+09,0.5555,0.17059,0.10017,0.03746,0.01059,1.87956,0.728,2.53632,0.31313,0.62714,0.62521,6.26098,16.62477,1.17874,0.46781,5,0.02045,0.02202,0.74594,9.07834,16.55732
"22","2015_Q3",16.244375,"Up",3.3015e+10,-1.5079e+10,1.7936e+10,-1.2163e+10,-7.467e+09,-4.696e+09,5.773e+09,-8.84e+08,-9.32e+08,4.8e+07,4.889e+09,4.889e+09,-1.738e+09,3.184e+09,3.184e+09,-1.02e+08,3.082e+09,3.082e+09,2.0956e+10,2.0956e+10,1.3821e+10,1.3821e+10,8.386e+09,8.34e+08,4.3163e+10,1.14348e+11,1.6869e+11,7.092e+10,8.7307e+10,1.0463e+10,2.83326e+11,3.26489e+11,2.4001e+10,2.441e+09,2.156e+10,8.603e+09,7.923e+09,4.075e+09,4.0527e+10,1.05067e+11,9.3394e+10,3.6638e+10,3.8516e+10,1.824e+10,1.98461e+11,2.38988e+11,9.7527e+10,6.495e+09,9.1032e+10,-4.6793e+10,2.9086e+10,7.039e+09,8.6859e+10,6.42e+08,8.7501e+10,3.26489e+11,3.184e+09,3.184e+09,4.696e+09,8.87e+08,9.92e+08,-1.05e+08,3.93e+08,-3.05e+08,6.98e+08,9.16e+09,-4.48e+09,-4.48e+09,-4.48e+09,-1.376e+09,-1.44e+09,-2.17e+08,-6.073e+09,-2.439e+09,1.5063e+10,1.5063e+10,-2.323e+09,1.7386e+10,1.2e+07,1.2e+07,5.96046447753906e-08,7.89e+08,1.3425e+10,1.6512e+10,1.6512e+10,1.6512e+10,1.0469e+10,1.1367e+11,8.12e+09,0.54327,0.17486,0.09335,0.03522,0.00944,2.63465,1.06504,2.73126,0.34816,0.59223,0.59042,6.34413,16.69075,1.56033,0.46868,4,0.01874,0.02757,0.79137,8.85605,16.05993
"23","2015_Q4",16.39015625,"Up",3.9091e+10,-1.7796e+10,2.1295e+10,-1.5372e+10,-9.107e+09,-6.265e+09,5.923e+09,-1.203e+09,-1.146e+09,-5.7e+07,4.72e+09,4.72e+09,-1.657e+09,3.078e+09,3.078e+09,-8.4e+07,2.994e+09,2.994e+09,6.202e+09,6.202e+09,1.6329e+10,1.6329e+10,1.242e+10,1.166e+09,3.4951e+10,1.22836e+11,2.40458e+11,1.05966e+11,1.01299e+11,3.3193e+10,3.65038e+11,3.99989e+11,3.1172e+10,2.892e+09,2.828e+10,7.535e+09,9.231e+09,4.64e+09,4.7938e+10,1.19395e+11,1.09867e+11,3.6396e+10,5.3044e+10,2.0427e+10,2.29262e+11,2.772e+11,9.6212e+10,6.495e+09,8.9717e+10,-1.2309e+10,3.2627e+10,5.294e+09,1.21824e+11,9.65e+08,1.22789e+11,3.99989e+11,3.078e+09,3.078e+09,6.265e+09,5.06e+08,2.95e+08,2.11e+08,9.48e+08,3.03e+08,6.45e+08,1.0797e+10,-5.028e+09,-5.028e+09,-5.028e+09,-9.733e+09,-9.74e+09,-2.26e+08,-1.5387e+10,-2.438e+09,-7.035e+09,-7.034e+09,-7.043e+09,9e+06,1.13e+08,1.13e+08,0,-8.04e+08,-1.0164e+10,-1.4754e+10,-1.4754e+10,-1.4754e+10,1.2188e+10,1.2693e+11,9.765e+09,0.54475,0.15152,0.07659,0.02438,0.00749,3.26152,0.72909,2.25753,0.31733,0.5054,0.50378,6.59872,20.5644,1.64837,0.41154,4,0.01511,0.02716,0.8143,9.90548,20.38291
"24","2016_Q1",18.1555737704918,"Up",4.2119e+10,-1.9691e+10,2.2428e+10,-1.4861e+10,-8.384e+09,-6.477e+09,7.567e+09,-1.256e+09,-1.143e+09,-1.13e+08,6.311e+09,6.276e+09,-2.221e+09,4.086e+09,4.086e+09,-8e+07,4.006e+09,4.006e+09,5.121e+09,5.121e+09,1.6532e+10,1.6532e+10,1.4339e+10,1.072e+09,3.5992e+10,1.2445e+11,2.40624e+11,1.04568e+11,1.02502e+11,3.3554e+10,3.6668e+11,4.02672e+11,3.3322e+10,2.95e+09,3.0372e+10,7.636e+09,6.858e+09,4.682e+09,4.7816e+10,1.18515e+11,1.12701e+11,3.4262e+10,5.6181e+10,2.2258e+10,2.31216e+11,2.79032e+11,9.6258e+10,6.495e+09,8.9763e+10,-1.2592e+10,3.3671e+10,5.334e+09,1.22671e+11,9.69e+08,1.2364e+11,4.02672e+11,4.086e+09,4.086e+09,6.477e+09,9.66e+08,2.578e+09,-1.612e+09,-2.344e+09,-7.07e+08,-1.637e+09,9.185e+09,-5.862e+09,-5.862e+09,-5.862e+09,-61000000.0000019,-6.5e+07,-2.29e+08,-6.097e+09,-2.889e+09,-77000000.0000019,-7.8e+07,-8e+07,2e+06,-2.59e+08,9999999.99999999,-2.69e+08,-9.44e+08,-4.169e+09,-1.081e+09,-1.081e+09,-1.081e+09,1.4044e+10,1.26151e+11,8.059e+09,0.53249,0.17966,0.09511,0.0324,0.00995,2.01173,0.75272,2.25681,0.31328,0.64811,0.64592,6.81424,19.84639,1.30383,0.4674,6,0.01902,0.02223,0.72117,8.61792,15.99445
"25","2016_Q2",19.7471875,"Up",4.0535e+10,-1.84e+10,2.2135e+10,-1.5004e+10,-8.441e+09,-6.563e+09,7.131e+09,-1.137e+09,-1.207e+09,7e+07,5.994e+09,5.994e+09,-2.122e+09,3.885e+09,3.885e+09,-8.2e+07,3.803e+09,3.803e+09,1.0008e+10,1.0008e+10,1.607e+10,1.607e+10,1.1923e+10,1.378e+09,3.8001e+10,1.23454e+11,2.40589e+11,1.04651e+11,1.03238e+11,3.27e+10,3.65637e+11,4.03638e+11,2.9124e+10,2.955e+09,2.6169e+10,8.399e+09,7.005e+09,4.55e+09,4.4528e+10,1.22104e+11,1.12601e+11,3.4114e+10,5.7489e+10,2.0998e+10,2.34705e+11,2.79233e+11,9.5909e+10,6.495e+09,8.9414e+10,-1.2163e+10,3.4506e+10,5.18e+09,1.23432e+11,9.73e+08,1.24405e+11,4.03638e+11,3.885e+09,3.885e+09,6.563e+09,1.523e+09,1.346e+09,1.77e+08,-4.071e+09,4.3e+07,-4.114e+09,7.9e+09,-4.451e+09,-4.451e+09,-4.451e+09,-8.4e+07,-1.65e+08,-2.18e+08,-4.308e+09,-2.947e+09,3.682e+09,3.682e+09,-2.296e+09,5.978e+09,8.9e+07,8.9e+07,0,4.71e+08,1.295e+09,4.887e+09,4.887e+09,4.887e+09,1.3694e+10,1.30503e+11,7.294e+09,0.54607,0.17592,0.09382,0.03057,0.00942,1.91796,0.85342,2.24455,0.32332,0.61617,0.61438,6.56754,19.99862,1.18178,0.47748,5,0.01837,0.01985,0.77491,8.79911,16.89735
"26","2016_Q3",21.21,"Up",4.052e+10,-1.8475e+10,2.2045e+10,-1.5485e+10,-8.909e+09,-6.576e+09,6.56e+09,-1.167e+09,-1.258e+09,9.1e+07,5.393e+09,5.393e+09,-1.906e+09,3.515e+09,3.515e+09,-1.07e+08,3.408e+09,3.408e+09,7.208e+09,7.208e+09,1.583e+10,1.583e+10,1.2967e+10,1.197e+09,3.6005e+10,1.23537e+11,2.40589e+11,1.05252e+11,1.03205e+11,3.2132e+10,3.65803e+11,4.01808e+11,2.9699e+10,2.953e+09,2.6746e+10,9.528e+09,7.238e+09,4.465e+09,4.6465e+10,1.17308e+11,1.13664e+11,3.4023e+10,5.8216e+10,2.1425e+10,2.30972e+11,2.77437e+11,9.5981e+10,6.495e+09,8.9486e+10,-1.2343e+10,3.495e+10,4.814e+09,1.23402e+11,9.69e+08,1.24371e+11,4.01808e+11,3.515e+09,3.515e+09,6.576e+09,5.62e+08,4.21e+08,1.41e+08,-3.46e+08,-4.07e+08,60999999.999999,1.0307e+10,-5.251e+09,-5.251e+09,-5.251e+09,-2.94e+08,-3.2e+08,-2.19e+08,-5.709e+09,-2.952e+09,-2.671e+09,-2.671e+09,-6.833e+09,4.162e+09,-1.67e+08,3e+07,-1.97e+08,-1.608e+09,-7.398e+09,-2.8e+09,-2.8e+09,-2.8e+09,1.3136e+10,1.26836e+11,9.445e+09,0.54405,0.1619,0.08411,0.0274,0.00848,2.77142,0.77488,2.23072,0.31566,0.55199,0.55012,6.56298,19.98729,1.5298,0.47813,6,0.01743,0.02589,0.8662,9.10688,18.23598
