"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","long_term_investments_receivables","other_long_term_assets","intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2013_Q4",44.1640625,"Up",8.456e+09,-5.373e+09,3.083e+09,-1.932e+09,-4.43e+08,-1.489e+09,1.151e+09,-4.49e+08,-4.58e+08,9e+06,7.02e+08,-1e+06,7.01e+08,-2.34e+08,4.67e+08,4.67e+08,-1.02e+08,3.65e+08,3.65e+08,4.84e+08,4.84e+08,4.924e+09,4.924e+09,1.135e+09,1.228e+09,8.28e+08,7.771e+09,1.3322e+10,3.0472e+10,-1.715e+10,5.27e+08,6.773e+09,5.832e+09,9.41e+08,2.0622e+10,2.8393e+10,4.431e+09,1.582e+09,2.849e+09,9.88e+08,5.419e+09,2.7389e+10,2.629e+09,2.629e+09,3.0018e+10,3.5437e+10,1.825e+09,-9.827e+09,-3.74e+08,-8.376e+09,1.332e+09,-7.044e+09,2.8393e+10,4.67e+08,4.43e+08,9.74e+08,-9.84e+08,9e+08,-4.51e+08,-4.4e+08,7e+06,-8.84e+08,1.18e+08,-1.09e+08,6e+06,2.2e+07,2.2e+07,2.2e+07,1.594e+09,2.8377e+10,3.93e+08,0.36459,0.13612,0.04316,-0.05182,0.01286,1.07671,1.43403,-5.03081,0.99944,0.81592,0.78734,18.90247,-18.72364,0.87851,0.01536,0.0164,17.49875,24.23371
"12","2014_Q1",47.5529508196721,"Up",8.836e+09,-5.529e+09,3.307e+09,-2.054e+09,-4.61e+08,-1.593e+09,1.253e+09,-4.56e+08,-4.56e+08,0,7.97e+08,3e+06,8e+08,-2.46e+08,5.54e+08,5.54e+08,-1.3e+08,4.24e+08,4.24e+08,4.14e+08,4.14e+08,5.208e+09,5.208e+09,1.179e+09,1.236e+09,7.47e+08,8.037e+09,1.3619e+10,3.1073e+10,-1.7454e+10,5.69e+08,6.606e+09,5.903e+09,7.03e+08,2.0794e+10,2.8831e+10,4.909e+09,1.803e+09,3.106e+09,7.86e+08,5.695e+09,2.759e+10,2.474e+09,2.474e+09,3.0064e+10,3.5759e+10,1.39e+09,-9.403e+09,-2.57e+08,-8.27e+09,1.342e+09,-6.928e+09,2.8831e+10,5.54e+08,4.61e+08,1.164e+09,-9.53e+08,1.226e+09,-5.96e+08,-1.6e+07,-6e+07,-6.72e+08,-22000000.0000001,-1.15e+08,-6.24e+08,-7e+07,-7e+07,-7e+07,1.714e+09,2.8376e+10,4.11e+08,0.37426,0.14181,0.04799,-0.0612,0.01471,0.96934,1.41124,-5.16152,0.98422,0.95952,0.92476,19.99597,-18.71511,0.9301,0.01718,0.01718,16.31389,22.31604
"13","2014_Q2",50.4152380952381,"Up",8.832e+09,-5.582e+09,3.25e+09,-2.062e+09,-4.47e+08,-1.615e+09,1.188e+09,-4.51e+08,-4.6e+08,9e+06,7.37e+08,-5.7e+07,6.8e+08,-2.26e+08,4.54e+08,4.54e+08,-1.07e+08,3.47e+08,3.47e+08,8.5e+08,8.5e+08,5.489e+09,5.489e+09,1.187e+09,1.351e+09,8.59e+08,8.877e+09,1.3612e+10,3.1369e+10,-1.7757e+10,5.95e+08,6.725e+09,5.91e+09,8.15e+08,2.0932e+10,2.9809e+10,4.85e+09,1.735e+09,3.115e+09,1.041e+09,5.891e+09,2.7883e+10,2.502e+09,2.502e+09,3.0385e+10,3.6276e+10,1.459e+09,-9.055e+09,-2.32e+08,-7.828e+09,1.361e+09,-6.467e+09,2.9809e+10,4.54e+08,4.47e+08,1.103e+09,-1.561e+09,4.43e+08,-4e+08,4e+06,-1.3e+07,-4.09e+08,5.2e+08,-1.11e+08,4.02e+08,4.36e+08,4.36e+08,4.36e+08,1.635e+09,2.8924e+10,-1e+08,0.36798,0.13451,0.03929,-0.05366,0.01164,-0.28818,1.50687,-5.6094,0.97031,0.7848,0.75855,19.97512,-17.7044,-0.22617,0.01418,-0.00401,17.17064,23.63131
"14","2014_Q3",63.1815625,"Up",9.23e+09,-5.63e+09,3.6e+09,-2.063e+09,-4.54e+08,-1.609e+09,1.537e+09,-4.18e+08,-4.27e+08,9e+06,1.119e+09,-2.15e+08,9.04e+08,-2.72e+08,6.32e+08,6.32e+08,-1.49e+08,4.83e+08,4.83e+08,6.58e+08,6.58e+08,5.472e+09,5.472e+09,1.211e+09,1.431e+09,9.31e+08,8.772e+09,1.3721e+10,3.1841e+10,-1.812e+10,5.76e+08,6.753e+09,5.909e+09,8.44e+08,2.105e+10,2.9822e+10,4.849e+09,1.717e+09,3.132e+09,1.046e+09,5.895e+09,2.7942e+10,2.573e+09,2.573e+09,3.0515e+10,3.641e+10,7.81e+08,-8.572e+09,-1.99e+08,-7.99e+09,1.402e+09,-6.588e+09,2.9822e+10,6.32e+08,4.54e+08,7.54e+08,-5.9e+08,1.25e+09,-5.13e+08,1e+06,5.7e+07,-4.55e+08,-1.6e+08,-8.4e+07,-9.87e+08,-1.92e+08,-1.92e+08,-1.92e+08,1.991e+09,2.8988e+10,1.16e+09,0.39003,0.16652,0.05233,-0.07332,0.0162,2.40166,1.48804,-5.52672,0.97203,1.10069,1.06625,21.03397,-18.20817,2.64349,0.01906,0.04645,14.22903,18.43201
"15","2014_Q4",67.161875,"Up",9.22e+09,-5.75e+09,3.47e+09,-2.116e+09,-4.6e+08,-1.656e+09,1.354e+09,-4.13e+08,-4.27e+08,1.4e+07,9.41e+08,-1.2e+07,9.29e+08,-3.18e+08,6.11e+08,6.11e+08,-9.3e+07,5.18e+08,5.18e+08,5.15e+08,5.15e+08,5.524e+09,5.524e+09,1.258e+09,1.23e+09,9.1e+08,8.527e+09,1.3878e+10,3.2301e+10,-1.8423e+10,6.08e+08,6.812e+09,5.899e+09,9.13e+08,2.1298e+10,2.9825e+10,4.588e+09,1.787e+09,2.801e+09,1.044e+09,5.632e+09,2.7426e+10,2.785e+09,2.785e+09,3.0211e+10,3.5843e+10,8.76e+08,-8.054e+09,-2.06e+08,-7.384e+09,1.366e+09,-6.018e+09,2.9825e+10,6.11e+08,4.6e+08,8.51e+08,-7.94e+08,1.128e+09,-5.69e+08,-6.4e+07,-1.5e+07,-6.48e+08,-5.43e+08,-8e+07,-6.23e+08,-1.43e+08,-1.43e+08,-1.43e+08,1.814e+09,2.847e+10,7.69e+08,0.37636,0.14685,0.05618,-0.08608,0.01737,1.48456,1.51403,-5.95597,0.95457,1.1976,1.15839,21.31634,-17.07157,1.7779,0.02053,0.03047,15.41069,20.64623
"16","2015_Q1",68.6255737704918,"Up",9.636e+09,-5.941e+09,3.695e+09,-2.209e+09,-4.59e+08,-1.75e+09,1.486e+09,-4.18e+08,-4.29e+08,1.1e+07,1.068e+09,-1e+08,9.68e+08,-2.92e+08,6.76e+08,6.76e+08,-1.49e+08,5.27e+08,5.27e+08,5.66e+08,5.66e+08,5.694e+09,5.694e+09,1.279e+09,1.391e+09,1.025e+09,8.93e+09,1.4355e+10,3.298e+10,-1.8625e+10,6.59e+08,7.036e+09,6.416e+09,6.2e+08,2.205e+10,3.098e+10,5.142e+09,2.035e+09,3.107e+09,3.38e+08,5.48e+09,2.9088e+10,2.91e+09,2.91e+09,3.1998e+10,3.7478e+10,4000000.00000012,-7.575e+09,-3.23e+08,-7.894e+09,1.396e+09,-6.498e+09,3.098e+10,6.76e+08,4.59e+08,9.8e+08,-4.88e+08,1.627e+09,-6.94e+08,-6.56e+08,-5.6e+07,-1.406e+09,9.61e+08,-1.31e+08,-1.7e+08,5.1e+07,5.1e+07,5.1e+07,1.945e+09,2.9426e+10,1.055e+09,0.38346,0.15421,0.05469,-0.0811,0.01701,2.0019,1.62956,-5.76762,0.94984,1.22793,1.18749,22.45233,-18.39339,2.4582,0.0204,0.04083,14.83805,19.42127
"17","2015_Q2",76.5579365079365,"Up",9.676e+09,-6.036e+09,3.64e+09,-2.171e+09,-4.73e+08,-1.698e+09,1.469e+09,-4e+08,-4.19e+08,1.9e+07,1.069e+09,9e+06,1.078e+09,-3.58e+08,7.2e+08,7.2e+08,-1.29e+08,5.91e+08,5.91e+08,5.86e+08,5.86e+08,5.928e+09,5.928e+09,1.287e+09,1.329e+09,1.025e+09,9.13e+09,1.4392e+10,3.3293e+10,-1.8901e+10,6.16e+08,7.15e+09,6.415e+09,7.35e+08,2.2158e+10,3.1288e+10,5.135e+09,1.973e+09,3.162e+09,2.037e+09,7.172e+09,2.7406e+10,2.932e+09,2.932e+09,3.0338e+10,3.751e+10,4e+06,-7.28e+09,-3.44e+08,-7.62e+09,1.398e+09,-6.222e+09,3.1288e+10,7.2e+08,4.73e+08,1.138e+09,-1.313e+09,1.018e+09,-4.46e+08,-1.3e+07,2.7e+07,-4.32e+08,-5.1e+07,-1.49e+08,-5.66e+08,2e+07,2e+07,2e+07,1.942e+09,2.9443e+10,5.41e+08,0.37619,0.15182,0.06108,-0.09499,0.01889,0.9154,1.27301,-6.02861,0.94103,1.40665,1.35766,23.02998,-18.13647,1.28764,0.0226,0.02069,14.85942,19.64398
"18","2015_Q3",84.61234375,"Up",9.897e+09,-6.162e+09,3.735e+09,-2.206e+09,-4.69e+08,-1.737e+09,1.529e+09,-4.15e+08,-4.25e+08,1e+07,1.114e+09,-1.3e+08,9.84e+08,-3.19e+08,6.65e+08,6.65e+08,-1.58e+08,5.07e+08,5.07e+08,6.73e+08,6.73e+08,5.804e+09,5.804e+09,1.348e+09,1.468e+09,1.092e+09,9.293e+09,1.456e+10,3.3803e+10,-1.9243e+10,5.86e+08,7.271e+09,6.484e+09,7.87e+08,2.2417e+10,3.171e+10,4.936e+09,1.884e+09,3.052e+09,1.374e+09,6.31e+09,2.8363e+10,2.992e+09,2.992e+09,3.1355e+10,3.7665e+10,4000000.00000003,-7.12e+09,-2.9e+08,-7.406e+09,1.451e+09,-5.955e+09,3.171e+10,6.65e+08,4.69e+08,7.06e+08,-7.83e+08,1.057e+09,-5.58e+08,-59999999.9999999,4.1e+07,-5.77e+08,1.55e+08,2.6e+07,-3.93e+08,8.7e+07,8.7e+07,8.7e+07,1.998e+09,2.9737e+10,9.76e+08,0.37739,0.15449,0.05123,-0.08514,0.01599,1.92505,1.47274,-6.32494,0.93778,1.21762,1.18086,23.76881,-17.78638,2.34398,0.01894,0.03645,14.54655,19.0085
"19","2015_Q4",66.6559375,"Down",9.856e+09,-6.263e+09,3.593e+09,-2.269e+09,-4.82e+08,-1.787e+09,1.324e+09,-4.02e+08,-4.11e+08,9e+06,9.22e+08,-7.9e+07,8.43e+08,-2.7e+08,5.73e+08,5.73e+08,-1.24e+08,4.49e+08,4.49e+08,5.88e+08,5.88e+08,5.827e+09,5.827e+09,1.379e+09,1.427e+09,1.015e+09,9.221e+09,1.4704e+10,3.4207e+10,-1.9503e+10,5.95e+08,7.376e+09,6.54e+09,8.36e+08,2.2675e+10,3.1896e+10,4.936e+09,1.877e+09,3.059e+09,1.377e+09,6.313e+09,2.8375e+10,3.02e+09,3.02e+09,3.1395e+10,3.7708e+10,4e+06,-6.989e+09,-3.09e+08,-7.294e+09,1.482e+09,-5.812e+09,3.1896e+10,5.73e+08,4.82e+08,1.283e+09,-1.237e+09,1.101e+09,-5.67e+08,-8.4e+07,2.9e+07,-6.22e+08,-2.8e+07,-9e+07,-5.64e+08,-8.5e+07,-8.5e+07,-8.5e+07,1.806e+09,2.9752e+10,2.72e+08,0.36455,0.13433,0.04556,-0.07725,0.01408,0.60579,1.46064,-6.48796,0.93278,1.08218,1.05299,23.75489,-17.57997,0.65557,0.01665,0.01009,16.14839,22.02719
"20","2016_Q1",66.7281967213115,"Up",1.0249e+10,-6.292e+09,3.957e+09,-2.314e+09,-4.8e+08,-1.834e+09,1.643e+09,-4.02e+08,-4.1e+08,8e+06,1.241e+09,-1.89e+08,1.052e+09,-3.14e+08,7.38e+08,7.38e+08,-1.56e+08,5.82e+08,5.82e+08,7.41e+08,7.41e+08,5.889e+09,5.889e+09,1.439e+09,1.163e+09,1.163e+09,9.232e+09,1.5014e+10,3.4614e+10,-1.96e+10,6.1e+08,7.888e+09,6.731e+09,1.157e+09,2.3512e+10,3.2744e+10,5.283e+09,2.17e+09,3.113e+09,2.33e+08,5.516e+09,3.0255e+10,3.019e+09,3.019e+09,3.3274e+10,3.879e+10,4e+06,-7.338e+09,-2.65e+08,-7.599e+09,1.553e+09,-6.046e+09,3.2744e+10,7.38e+08,4.8e+08,1.243e+09,-9.03e+08,1.558e+09,-8.04e+08,-1.21e+08,-2.7e+07,-9.52e+08,7.02e+08,-1.44e+08,-4.53e+08,1.53e+08,1.53e+08,1.53e+08,2.123e+09,3.0488e+10,7.3e+08,0.38609,0.16031,0.05679,-0.09626,0.01777,1.2543,1.67368,-6.41581,0.9311,1.43585,1.39964,25.28532,-18.7475,1.80098,0.02119,0.02658,14.01178,18.1053
"21","2016_Q2",75.43234375,"Up",1.026e+10,-6.416e+09,3.844e+09,-2.332e+09,-4.79e+08,-1.853e+09,1.512e+09,-4.04e+08,-4.16e+08,1.2e+07,1.108e+09,-1.3e+07,1.095e+09,-2.84e+08,8.11e+08,8.11e+08,-1.17e+08,6.94e+08,6.94e+08,8.52e+08,8.52e+08,5.88e+09,5.88e+09,1.415e+09,1.054e+09,1.054e+09,9.201e+09,1.5057e+10,3.4978e+10,-1.9921e+10,5.99e+08,7.919e+09,6.713e+09,1.206e+09,2.3575e+10,3.2776e+10,5.172e+09,1.944e+09,3.228e+09,2.26e+08,5.398e+09,3.0328e+10,3.049e+09,3.049e+09,3.3377e+10,3.8775e+10,4e+06,-7.266e+09,-2.94e+08,-7.556e+09,1.557e+09,-5.999e+09,3.2776e+10,8.11e+08,4.79e+08,1.255e+09,-1.146e+09,1.399e+09,-5.09e+08,-5e+06,1.8e+07,-4.96e+08,5.9e+07,-2.3e+08,-7.92e+08,1.11e+08,1.11e+08,1.11e+08,1.991e+09,3.0554e+10,6.2e+08,0.37466,0.14737,0.06764,-0.11569,0.02117,0.89337,1.70452,-6.46358,0.93221,1.75077,1.69031,25.88314,-19.0617,1.56409,0.02514,0.02246,14.91813,19.64418
"22","2016_Q3",73.16828125,"Down",1.0319e+10,-6.409e+09,3.91e+09,-2.357e+09,-4.89e+08,-1.868e+09,1.553e+09,-4.17e+08,-4.27e+08,1e+07,1.136e+09,-4e+06,1.132e+09,-3.41e+08,7.91e+08,7.91e+08,-1.33e+08,6.58e+08,6.58e+08,6.91e+08,6.91e+08,5.669e+09,5.669e+09,1.481e+09,1.254e+09,1.254e+09,9.095e+09,1.5624e+10,3.5873e+10,-2.0249e+10,5.42e+08,7.944e+09,6.694e+09,1.25e+09,2.411e+10,3.3205e+10,5.172e+09,1.934e+09,3.238e+09,2.24e+08,5.396e+09,3.1228e+10,3.079e+09,3.079e+09,3.4307e+10,3.9703e+10,4e+06,-7.767e+09,-3.44e+08,-8.107e+09,1.609e+09,-6.498e+09,3.3205e+10,7.91e+08,4.89e+08,5.65e+08,-4.96e+08,1.349e+09,-6.63e+08,-4.11e+08,1.5e+07,-1.059e+09,8.76e+08,-9e+07,-4.51e+08,-1.61e+08,-1.61e+08,-1.61e+08,2.042e+09,3.1452e+10,1.224e+09,0.37891,0.1505,0.06377,-0.10126,0.01982,1.86018,1.68551,-6.11003,0.94721,1.70288,1.65053,26.70514,-20.98058,3.16766,0.02347,0.04366,15.06415,19.80747
"23","2016_Q4",71.5649206349206,"Down",1.027e+10,-6.439e+09,3.831e+09,-2.391e+09,-4.95e+08,-1.896e+09,1.44e+09,-4.1e+08,-4.32e+08,2.2e+07,1.03e+09,-1.2e+07,1.018e+09,-2.73e+08,7.45e+08,7.45e+08,-1.27e+08,6.18e+08,6.18e+08,6.77e+08,6.77e+08,5.503e+09,5.503e+09,1.503e+09,1.16e+09,1.16e+09,8.843e+09,1.5875e+10,3.6449e+10,-2.0574e+10,5.7e+08,7.839e+09,6.691e+09,1.148e+09,2.4284e+10,3.3127e+10,4.939e+09,1.95e+09,2.989e+09,2.16e+08,5.155e+09,3.1225e+10,2.91e+09,2.91e+09,3.4135e+10,3.929e+10,4e+06,-7.426e+09,-3.41e+08,-7.763e+09,1.6e+09,-6.163e+09,3.3127e+10,7.45e+08,4.95e+08,8.7e+08,-9.04e+08,1.206e+09,-7.12e+08,-2.9e+07,6.2e+07,-6.79e+08,-2.9e+07,-1.57e+08,-5.41e+08,-1.4e+07,-1.4e+07,-1.4e+07,1.935e+09,3.1441e+10,5.92e+08,0.37303,0.14021,0.06018,-0.10028,0.01866,0.95793,1.71542,-6.37514,0.9491,1.63448,1.58666,27.16198,-20.5315,1.56572,0.02192,0.021,15.89871,21.36389
"24","2017_Q1",79.6791935483871,"Up",1.0641e+10,-6.566e+09,4.075e+09,-2.382e+09,-5.03e+08,-1.879e+09,1.693e+09,-4.22e+08,-4.32e+08,1e+07,1.271e+09,2.94e+08,1.565e+09,-4.8e+08,1.085e+09,1.085e+09,-1.65e+08,9.2e+08,9.2e+08,6.46e+08,6.46e+08,5.826e+09,5.826e+09,1.503e+09,1.111e+09,1.111e+09,9.086e+09,1.6352e+10,3.7055e+10,-2.0703e+10,5.42e+08,7.778e+09,6.704e+09,1.074e+09,2.4672e+10,3.3758e+10,5.618e+09,2.318e+09,3.3e+09,2.16e+08,5.834e+09,3.116e+10,2.397e+09,2.397e+09,3.3557e+10,3.9391e+10,4e+06,-6.968e+09,-3.38e+08,-7.302e+09,1.669e+09,-5.633e+09,3.3758e+10,1.085e+09,5.03e+08,7.8e+08,-6.69e+08,1.699e+09,-8.76e+08,-1.05e+08,-2.5e+07,-1.006e+09,-9.1e+07,-9.5e+07,-7.24e+08,-3.1e+07,-3.1e+07,-3.1e+07,2.196e+09,3.1376e+10,1.131e+09,0.38295,0.1591,0.08646,-0.16332,0.02725,1.22935,1.55742,-6.9929,0.92944,2.46345,2.39164,28.49301,-19.55229,3.02844,0.03269,0.04019,13.99362,18.15121
"25","2017_Q2",80.8444444444444,"Up",1.0623e+10,-6.698e+09,3.925e+09,-2.451e+09,-5.21e+08,-1.93e+09,1.474e+09,-4.09e+08,-4.19e+08,1e+07,1.065e+09,1e+06,1.066e+09,-2.89e+08,7.77e+08,7.77e+08,-1.18e+08,6.59e+08,6.59e+08,7.53e+08,7.53e+08,5.664e+09,5.664e+09,1.501e+09,1.119e+09,1.119e+09,9.037e+09,1.6462e+10,3.7588e+10,-2.1126e+10,5.43e+08,7.753e+09,6.754e+09,9.99e+08,2.4758e+10,3.3795e+10,5.251e+09,2.233e+09,3.018e+09,2.12e+08,5.463e+09,3.1302e+10,2.387e+09,2.387e+09,3.3689e+10,3.9152e+10,4e+06,-6.701e+09,-3.2e+08,-7.017e+09,1.66e+09,-5.357e+09,3.3795e+10,7.77e+08,5.21e+08,1.162e+09,-1.18e+09,1.28e+09,-5.71e+08,-8.6e+07,-1.2e+07,-6.69e+08,1.17e+08,-1.97e+08,-5.04e+08,1.07e+08,1.07e+08,1.07e+08,1.995e+09,3.1514e+10,5.33e+08,0.36948,0.13876,0.06204,-0.12302,0.0195,0.8088,1.65422,-7.30857,0.9325,1.77969,1.7343,28.6884,-18.95006,1.43942,0.02309,0.01867,15.41905,20.86906
"26","2017_Q3",76.8509523809524,"Down",1.0733e+10,-6.691e+09,4.042e+09,-2.486e+09,-5.21e+08,-1.965e+09,1.556e+09,-3.98e+08,-4.11e+08,1.3e+07,1.158e+09,2e+06,1.16e+09,-3.65e+08,7.95e+08,7.95e+08,-1.38e+08,6.57e+08,6.57e+08,7.05e+08,7.05e+08,5.782e+09,5.782e+09,1.544e+09,1.306e+09,1.306e+09,9.337e+09,1.6768e+10,3.8306e+10,-2.1538e+10,5.49e+08,7.912e+09,6.771e+09,1.141e+09,2.5229e+10,3.4566e+10,5.558e+09,2.245e+09,3.313e+09,2.13e+08,5.771e+09,3.1448e+10,2.426e+09,2.426e+09,3.3874e+10,3.9645e+10,4e+06,-6.503e+09,-2.93e+08,-6.792e+09,1.713e+09,-5.079e+09,3.4566e+10,7.95e+08,5.21e+08,-6.97e+08,7.85e+08,1.404e+09,-7.33e+08,-1.95e+08,6e+06,-9.22e+08,1.3e+08,-1.18e+08,-5.3e+08,-4.8e+07,-4.8e+07,-4.8e+07,2.077e+09,3.1661e+10,2.494e+09,0.3766,0.14497,0.06121,-0.12936,0.01901,3.79604,1.61792,-7.80567,0.91596,1.79595,1.75053,29.33933,-18.56636,6.8175,0.02265,0.08598,14.90419,19.8946
"27","2017_Q4",76.7685714285714,"Down",1.0696e+10,-6.858e+09,3.838e+09,-2.614e+09,-5.39e+08,-2.075e+09,1.224e+09,-4.14e+08,-4.27e+08,1.3e+07,8.1e+08,-3.2e+07,7.78e+08,-2.48e+08,5.3e+08,5.3e+08,-1.04e+08,4.26e+08,4.26e+08,7.18e+08,7.18e+08,5.98e+09,5.98e+09,1.546e+09,1.204e+09,1.204e+09,9.448e+09,1.7329e+10,3.9262e+10,-2.1933e+10,5.69e+08,8.385e+09,7.357e+09,1.028e+09,2.6283e+10,3.5731e+10,5.409e+09,2.314e+09,3.095e+09,2.02e+08,5.611e+09,3.2751e+10,2.435e+09,2.435e+09,3.5186e+10,4.0797e+10,4e+06,-6.516e+09,-2.68e+08,-6.78e+09,1.714e+09,-5.066e+09,3.5731e+10,5.3e+08,5.39e+08,-1.67e+08,1.06e+08,1.008e+09,-7.29e+08,-8.37e+08,-1.5e+07,-1.581e+09,1.205e+09,-1.1e+08,5.86e+08,1.3e+07,1.3e+07,1.3e+07,1.763e+09,3.2953e+10,1.388e+09,0.35883,0.11444,0.03983,-0.08409,0.01192,3.25822,1.68384,-8.0531,0.92225,1.18306,1.15215,29.70435,-18.82904,3.85468,0.01405,0.04578,18.28417,26.33578
"28","2018_Q1",92.8388524590164,"Up",1.1562e+10,-7.128e+09,4.434e+09,-2.631e+09,-5.5e+08,-2.081e+09,1.803e+09,-4.24e+08,-4.33e+08,9e+06,1.379e+09,-2e+06,1.377e+09,-7.36e+08,6.41e+08,6.41e+08,-1.67e+08,4.74e+08,4.74e+08,7.32e+08,7.32e+08,6.501e+09,6.501e+09,1.573e+09,1.171e+09,1.171e+09,9.977e+09,1.7895e+10,4.0084e+10,-2.2189e+10,6.17e+08,8.104e+09,7.394e+09,7.1e+08,2.6616e+10,3.6593e+10,5.958e+09,2.606e+09,3.352e+09,2e+08,6.158e+09,3.2858e+10,2.572e+09,2.572e+09,3.543e+10,4.1588e+10,4e+06,-6.532e+09,-2.78e+08,-6.806e+09,1.811e+09,-4.995e+09,3.6593e+10,6.41e+08,5.5e+08,5.5e+08,-7e+06,1.734e+09,-9.82e+08,-69000000.0000001,-5.6e+07,-1.107e+09,5.7e+07,-9.4e+07,-6.13e+08,1.4e+07,1.4e+07,1.4e+07,2.353e+09,3.3058e+10,2.1e+09,0.3835,0.15594,0.041,-0.09489,0.01295,4.43038,1.62017,-8.32593,0.9034,1.34268,1.30275,32.75113,-19.27903,5.94857,0.01547,0.06855,13.73821,17.92901
"29","2018_Q2",97.14078125,"Up",1.1423e+10,-7.204e+09,4.219e+09,-2.663e+09,-5.53e+08,-2.11e+09,1.556e+09,-4.22e+08,-4.31e+08,9e+06,1.134e+09,4.05e+08,1.539e+09,-2.57e+08,1.282e+09,1.282e+09,-1.38e+08,1.144e+09,1.144e+09,1.086e+09,1.086e+09,6.332e+09,6.332e+09,1.677e+09,1.296e+09,1.296e+09,1.0391e+10,1.8124e+10,4.0308e+10,-2.2184e+10,6.48e+08,8.136e+09,7.471e+09,6.65e+08,2.6908e+10,3.7299e+10,5.781e+09,2.538e+09,3.243e+09,1.697e+09,7.478e+09,3.1594e+10,2.661e+09,2.661e+09,3.4255e+10,4.1733e+10,4e+06,-6.051e+09,-1.97e+08,-6.244e+09,1.81e+09,-4.434e+09,3.7299e+10,1.282e+09,5.53e+08,-6.7e+07,-4.85e+08,1.283e+09,-6.94e+08,3.88e+08,-2.9e+07,-3.35e+08,2.2e+08,-2.85e+08,-6.11e+08,3.37e+08,3.37e+08,3.54e+08,2.109e+09,3.3291e+10,1.187e+09,0.36934,0.13622,0.10015,-0.25801,0.03067,1.03759,1.38954,-9.41204,0.89254,3.26065,3.17999,32.55807,-17.79678,3.38321,0.0402,0.03766,15.27027,20.6973
"30","2018_Q3",119.890952380952,"Up",1.1529e+10,-7.191e+09,4.338e+09,-2.68e+09,-5.62e+08,-2.118e+09,1.658e+09,-4.29e+08,-4.36e+08,7e+06,1.229e+09,9e+06,1.238e+09,-2.72e+08,9.66e+08,9.66e+08,-1.46e+08,8.2e+08,8.2e+08,8.68e+08,8.68e+08,6.592e+09,6.592e+09,1.636e+09,1.298e+09,1.298e+09,1.0394e+10,1.8544e+10,4.1142e+10,-2.2598e+10,6.48e+08,8.156e+09,7.459e+09,6.97e+08,2.7348e+10,3.7742e+10,5.933e+09,2.457e+09,3.476e+09,1.692e+09,7.625e+09,3.15e+10,2.742e+09,2.742e+09,3.4242e+10,4.1867e+10,3e+06,-5.731e+09,-2.61e+08,-5.989e+09,1.864e+09,-4.125e+09,3.7742e+10,9.66e+08,5.62e+08,-2.9e+07,8.3e+07,1.582e+09,-8.8e+08,-1.27e+08,2.7e+07,-9.8e+08,-1.11e+08,-9.4e+07,-7.97e+08,-1.95e+08,-1.95e+08,-2.18e+08,2.22e+09,3.3192e+10,1.695e+09,0.37627,0.14381,0.07112,-0.19879,0.02173,2.06707,1.36315,-10.14958,0.87944,2.35225,2.30968,33.0721,-17.18005,4.86228,0.02961,0.05329,14.56036,19.49578
