"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_affiliates_net_of_taxes","income_loss_from_continuing_operations","net_extraordinary_gains_losses","discontinued_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_discontinued_operations_operating","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",39.9753225806452,"Up",2.48e+09,-1.088e+09,1.392e+09,-5.29e+08,-5.1e+07,-1.89e+08,-2.72e+08,-1.7e+07,8.63e+08,-1.46e+08,-6.7e+07,-7.9e+07,7.17e+08,7.17e+08,-2.28e+08,-9e+06,4.8e+08,-3.3e+07,-3.3e+07,4.47e+08,-8e+07,3.67e+08,3.67e+08,1.638e+09,1.549e+09,8.9e+07,7.84e+08,7.84e+08,1.562e+09,1.34e+09,1.089e+09,5.324e+09,1.7472e+10,1.397e+09,5.33e+09,1.659e+09,3.671e+09,2.4199e+10,2.9523e+10,1.019e+09,6.12e+08,4.07e+08,2.5e+07,1.527e+09,1.527e+09,2.571e+09,6.099e+09,4.337e+09,4.79e+08,2.186e+09,1.672e+09,1.0436e+10,1.3007e+10,9.093e+09,3.667e+09,5.95e+08,1.3355e+10,3.161e+09,1.6516e+10,2.9523e+10,4.8e+08,2.72e+08,9.7e+07,-2.71e+08,-4e+06,5.74e+08,-8.16e+08,9e+07,-1.1e+07,-7.37e+08,-1.74e+08,-1.5e+07,-1e+06,-1.85e+08,-3.48e+08,-3.48e+08,0,-3.48e+08,1.135e+09,6.124e+09,2.76e+08,0.56129,0.34798,0.14798,0.02222,0.01243,0.75204,2.07079,0.78754,0.20743,0.73992,0.73547,5,26.9254,0.55645,0.35081,0.02005,0.01023,0.47411,3.95242,5.19815
"12","2013_Q1",34.9585,"Down",2.572e+09,-1.227e+09,1.345e+09,-5.15e+08,-5e+07,-1.37e+08,-2.81e+08,-4.7e+07,8.3e+08,2.6e+07,-5.9e+07,8.5e+07,8.56e+08,8.04e+08,-1.3e+08,-1.2e+07,6.62e+08,2.8e+07,2.8e+07,6.9e+08,-2.4e+07,6.66e+08,6.66e+08,1.647e+09,1.561e+09,8.6e+07,8.6e+08,8.6e+08,1.582e+09,1.856e+09,1.661e+09,5.945e+09,1.801e+10,1.446e+09,4.249e+09,4.81e+08,3.768e+09,2.3705e+10,2.965e+10,1.047e+09,6.57e+08,3.9e+08,1e+07,2.084e+09,2.084e+09,3.141e+09,6.288e+09,3.273e+09,5.86e+08,8.58e+08,1.829e+09,9.561e+09,1.2702e+10,9.117e+09,4.166e+09,4.9e+08,1.3773e+10,3.175e+09,1.6948e+10,2.965e+10,6.62e+08,2.81e+08,-6.3e+07,-3.4e+07,-4e+06,8.42e+08,-7.88e+08,-1e+07,-1.2e+07,-8.13e+08,-1.74e+08,1.61e+08,-1.1e+07,-20000000.0000001,9e+06,9e+06,3e+06,1.2e+07,1.111e+09,6.298e+09,4.19e+08,0.52294,0.32271,0.25894,0.0393,0.02246,0.62913,1.89271,0.74947,0.21241,1.34004,1.34545,5.17505,27.71227,0.84306,0.3501,0.03168,0.0158,0.26126,4.18632,5.60361
"13","2013_Q2",27.79328125,"Down",2.188e+09,-1.057e+09,1.131e+09,-4.52e+08,-5.6e+07,-1.11e+08,-2.67e+08,-1.8e+07,6.79e+08,-1.39e+08,-6.5e+07,-7.4e+07,5.4e+08,5.4e+08,-1.8e+08,-4e+06,3.56e+08,95375787.3042739,95375787.3042739,3.56e+08,-4.2e+07,3.14e+08,3.14e+08,1.453e+09,1.378e+09,7.5e+07,7.65e+08,7.65e+08,1.802e+09,1.606e+09,1.309e+09,5.626e+09,1.8151e+10,1.361e+09,4.313e+09,4.73e+08,3.84e+09,2.3825e+10,2.9451e+10,9.89e+08,5.9e+08,3.99e+08,1e+07,1.653e+09,1.653e+09,2.652e+09,6.379e+09,3.295e+09,5.98e+08,8.62e+08,1.835e+09,9.674e+09,1.2326e+10,9.195e+09,4.27e+09,4.29e+08,1.3894e+10,3.231e+09,1.7125e+10,2.9451e+10,3.56e+08,2.67e+08,1.03e+08,-2.87e+08,-6e+06,4.33e+08,-4.85e+08,0,-1.4e+07,-5.07e+08,-2.11e+08,8e+07,2.5e+07,-1.05e+08,-1.79e+08,-1.79e+08,-4e+06,-1.83e+08,9.46e+08,6.389e+09,3.54e+08,0.51691,0.31033,0.14351,0.01834,0.01066,1.12739,2.12142,0.71977,0.21694,0.63179,0.63052,4.40241,27.95573,0.71227,0.42455,0.01958,0.0132,0.67197,5.21776,7.26951
"14","2013_Q3",24.79625,"Down",2.018e+09,-1.682e+09,3.36e+08,-6.09e+08,-5.4e+07,-1.22e+08,-4.15e+08,-1.8e+07,-2.73e+08,-9.6e+07,-7e+07,-2.6e+07,-3.69e+08,-2.631e+09,2.87e+08,-3e+06,-2.347e+09,7.4e+07,7.4e+07,-2.273e+09,2.14e+08,-2.059e+09,-2.059e+09,1.876e+09,1.248e+09,6.28e+08,5.46e+08,5.46e+08,1.541e+09,1.059e+09,8.44e+08,5.022e+09,1.6244e+10,4.85e+08,4.725e+09,1.188e+09,3.537e+09,2.1454e+10,2.6476e+10,8.72e+08,5.51e+08,3.21e+08,4.8e+07,1.278e+09,1.278e+09,2.198e+09,6.726e+09,3.314e+09,5.98e+08,8.06e+08,1.91e+09,1.004e+10,1.2238e+10,9.22e+09,2.077e+09,-7.1e+07,1.1226e+10,3.012e+09,1.4238e+10,2.6476e+10,-2.347e+09,4.15e+08,2.395e+09,-1.7e+08,-5e+06,2.88e+08,-5.86e+08,-2.98023223876953e-08,-7e+06,-5.98e+08,-1.74e+08,3.73e+08,-7999999.99999999,1.92e+08,-1.18e+08,-1.18e+08,-1.2e+07,-1.3e+08,1.42e+08,6.774e+09,-9.01e+08,0.1665,-0.13528,-1.02032,-0.14461,-0.07777,0.43759,2.2848,0.85953,0.25585,-4.14286,-4.14286,4.06036,22.58753,-1.81288,0.3501,-0.07749,-0.03704,-0.0845100000000001,34.49296,-17.94139
"15","2013_Q4",21.65421875,"Down",2.02e+09,-1.078e+09,9.42e+08,-4.94e+08,-4.8e+07,-1.27e+08,-2.99e+08,-2e+07,4.48e+08,1.3e+08,-7.6e+07,2.06e+08,5.78e+08,5.75e+08,-1.61e+08,1e+06,4.15e+08,-2.1e+07,-2.1e+07,3.94e+08,4e+06,3.98e+08,3.98e+08,1.566e+09,1.475e+09,9.1e+07,4.72e+08,4.72e+08,1.587e+09,1.596e+09,1.383e+09,5.221e+09,1.6322e+10,5.4e+08,4.716e+09,1.038e+09,3.678e+09,2.1578e+10,2.6799e+10,9.59e+08,5.45e+08,4.14e+08,5.87e+08,1.712e+09,1.712e+09,3.258e+09,5.949e+09,3.05e+09,3.84e+08,7.58e+08,1.908e+09,8.999e+09,1.2257e+10,9.228e+09,2.361e+09,-5.6e+07,1.1533e+10,3.009e+09,1.4542e+10,2.6799e+10,4.15e+08,2.99e+08,-1.78e+08,-9.3e+07,-3e+06,4.4e+08,-4.02e+08,5.87e+08,-1.7e+07,1.68e+08,-1.24e+08,-2.51e+08,-4e+06,-3.79e+08,2.29e+08,2.29e+08,-2e+06,2.27e+08,7.47e+08,6.536e+09,4.13e+08,0.46634,0.22178,0.19703,0.02737,0.01485,1.03769,1.60252,0.84287,0.24389,0.7992,0.7992,4.05622,23.15863,0.82932,0.249,0.02163,0.01712,0.31156,6.65328,11.09375
"16","2014_Q1",20.2195081967213,"Down",2.188e+09,-1.482e+09,7.06e+08,-5.6e+08,-4.5e+07,-1.09e+08,-3.81e+08,-2.5e+07,1.46e+08,-1.49e+08,-9.2e+07,-56999999.9999999,-3e+06,-2.09e+09,8.09e+08,1e+06,-1.28e+09,7999999.99999999,7999999.99999999,-1.272e+09,8.5e+07,-1.187e+09,-1.187e+09,1.633e+09,1.555e+09,7.8e+07,4.82e+08,4.82e+08,1.522e+09,1.252e+09,1.006e+09,4.889e+09,1.4277e+10,4.39e+08,5.002e+09,1.478e+09,3.524e+09,1.9718e+10,2.4607e+10,8.32e+08,4.78e+08,3.54e+08,5.95e+08,1.313e+09,1.313e+09,2.74e+09,6.145e+09,2.813e+09,3.23e+08,6.35e+08,1.855e+09,8.958e+09,1.1698e+10,9.327e+09,8.48e+08,-1.82e+08,9.993e+09,2.916e+09,1.2909e+10,2.4607e+10,-1.28e+09,3.81e+08,1.821e+09,-5.36e+08,-4e+06,3.82e+08,-3.64e+08,999999.999999881,-1.3e+07,-3.76e+08,-1.01e+08,1.86e+08,-5e+06,8e+07,85999999.9999999,85999999.9999999,-6e+06,79999999.9999999,5.27e+08,6.74e+09,-1.182e+09,0.32267,0.06673,-0.5425,-0.09195,-0.04824,0.99579,1.78431,0.90619,0.27391,-2.374,-2.37876,4.376,19.986,-2.364,0.202,-0.04835,-0.05262,-0.0850900000000001,9.6907,34.97945
"17","2014_Q2",20.572380952381,"Up",1.764e+09,-1.083e+09,6.81e+08,-4.39e+08,-4.5e+07,-7.6e+07,-2.98e+08,-2e+07,2.42e+08,-9.9e+07,-9.3e+07,-6e+06,1.43e+08,1.43e+08,-7.8e+07,1387423.37828107,6.5e+07,-1.7e+07,-1.7e+07,4.8e+07,5.2e+07,1e+08,1e+08,1.558e+09,1.475e+09,8.3e+07,5.25e+08,5.25e+08,1.574e+09,1.59e+09,1.351e+09,5.247e+09,1.4138e+10,3.93e+08,5.02e+09,1.416e+09,3.604e+09,1.9551e+10,2.4798e+10,7.37e+08,4.63e+08,2.74e+08,6.15e+08,1.532e+09,1.532e+09,2.884e+09,6.146e+09,2.887e+09,3.33e+08,6.96e+08,1.858e+09,9.033e+09,1.1917e+10,9.256e+09,9.68e+08,-2.05e+08,1.0019e+10,2.862e+09,1.2881e+10,2.4798e+10,6.5e+07,2.98e+08,1.7e+08,-3.5e+08,-3e+06,1.8e+08,-1.65e+08,2.4e+07,-9e+06,-1.78e+08,-7.7e+07,3e+06,-6e+06,-8e+07,-7.8e+07,-7.8e+07,-2e+06,-8e+07,5.4e+08,6.761e+09,1.03e+08,0.38605,0.13719,0.05669,0.00775999999999998,0.00403,1.03,1.81935,0.92516,0.27264,0.2008,0.2004,3.54217,20.11847,0.20683,0.15462,0.00786,0.00457,0.77,9.63519,21.5
"18","2014_Q3",21.7996875,"Up",1.765e+09,-1.06e+09,7.05e+08,-4.58e+08,-4.8e+07,-8.3e+07,-3.06e+08,-2.1e+07,2.47e+08,-1.55e+08,-9.4e+07,-6.1e+07,9.2e+07,92000000.0000002,53000000.0000001,2e+06,1.47e+08,-2e+06,-2e+06,1.45e+08,3.5e+07,1.8e+08,1.8e+08,1.737e+09,1.653e+09,8.4e+07,4.46e+08,4.46e+08,1.638e+09,1.533e+09,1.246e+09,5.354e+09,1.4043e+10,3.47e+08,5.232e+09,1.611e+09,3.621e+09,1.9622e+10,2.4976e+10,7.19e+08,4.35e+08,2.84e+08,1.12e+08,1.421e+09,1.421e+09,2.252e+09,6.673e+09,2.96e+09,3.45e+08,7.3e+08,1.885e+09,9.633e+09,1.1885e+10,9.434e+09,1.039e+09,-2.42e+08,1.0231e+10,2.86e+09,1.3091e+10,2.4976e+10,1.47e+08,3.06e+08,28000000.0000002,-1.03e+08,-3e+06,3.75e+08,-2.48e+08,-2.98023223876953e-08,-2e+06,-2.5e+08,-1.2e+07,1e+07,5.5e+07,5.3e+07,1.78e+08,1.78e+08,-9.31322574615479e-10,1.78e+08,5.53e+08,6.785e+09,1.49e+08,0.39943,0.13994,0.10198,0.01375,0.00721,0.827780000000001,2.37744,0.90788,0.27166,0.36072,0.36072,3.53707,20.50301,0.2986,0.02405,0.00841,0.00652,0.0666700000000002,9.12839,20.43725
"19","2014_Q4",17.22984375,"Down",1.746e+09,-1.185e+09,5.61e+08,-4.63e+08,-4.5e+07,-8e+07,-3.18e+08,-2e+07,9.8e+07,-7.3e+07,-8.9e+07,1.6e+07,2.5e+07,2.5e+07,4.7e+07,0,7.2e+07,3e+06,3e+06,7.5e+07,1.38e+08,2.13e+08,2.13e+08,1.86e+09,1.778e+09,8.2e+07,3.91e+08,3.91e+08,1.535e+09,1.702e+09,1.379e+09,5.488e+09,1.3901e+10,3.23e+08,5.409e+09,1.76e+09,3.649e+09,1.9633e+10,2.5121e+10,7.22e+08,4.4e+08,2.82e+08,1.43e+08,1.646e+09,1.646e+09,2.511e+09,6.63e+09,2.881e+09,3.18e+08,7.34e+08,1.829e+09,9.511e+09,1.2022e+10,9.452e+09,1.239e+09,-3.1e+08,1.0381e+10,2.718e+09,1.3099e+10,2.5121e+10,7.2e+07,3.18e+08,1.59e+08,-2.21e+08,-4e+06,3.24e+08,-1.62e+08,1e+06,-3e+06,-1.64e+08,-1.3e+07,2e+06,-1.5e+07,-2.6e+07,1.34e+08,1.34e+08,-9e+06,1.25e+08,4.16e+08,6.773e+09,-1.4e+07,0.32131,0.05613,0.12199,0.01626,0.00848,-0.06573,2.18558,0.91778,0.26962,0.42685,0.426,3.499,20.80361,-0.02806,0.02605,0.00993,-0.000620000000000001,0.06103,11.8101,50.13265
"20","2015_Q1",20.0237704918033,"Up",1.544e+09,-5.91e+08,9.53e+08,-4.29e+08,-9.9e+07,-8.3e+07,-1.66e+08,-8.1e+07,5.24e+08,6.3e+07,-5.4e+07,1.17e+08,5.87e+08,5.61e+08,-2.26e+08,-6e+06,3.29e+08,-2.68e+08,-2.68e+08,6.1e+07,-4.6e+07,1.5e+07,1.5e+07,2.476e+09,2.403e+09,7.3e+07,4.76e+08,4.76e+08,1.366e+09,1.121e+09,8.81e+08,5.439e+09,1.365e+10,3.34e+08,5.493e+09,1.79e+09,3.703e+09,1.9477e+10,2.4916e+10,7.87e+08,4.06e+08,3.81e+08,1.66e+08,1.245e+09,1.245e+09,2.198e+09,6.48e+09,3.149e+09,4.92e+08,6.56e+08,2.001e+09,9.629e+09,1.1827e+10,9.51e+09,1.242e+09,-4.78e+08,1.0274e+10,2.815e+09,1.3089e+10,2.4916e+10,3.29e+08,1.66e+08,5.5e+07,-1.6e+07,2.5e+07,5.59e+08,1.96e+08,-2.6e+07,-1.5e+07,8.5e+07,-1.2e+07,-1.02e+08,1.3e+08,-1.2e+07,6.32e+08,6.32e+08,-6e+06,6.26e+08,6.9e+08,6.646e+09,1.096e+09,0.61723,0.33938,0.00971999999999999,0.00115,6e-04,73.06667,2.47452,0.90358,0.26674,0.03,0.03012,3.088,20.548,2.192,0.024,0.00118,0.04789,0.8,6.04348,7.95802
"21","2015_Q2",21.4392063492063,"Up",1.972e+09,-1.027e+09,9.45e+08,-4.31e+08,-5.8e+07,-6.1e+07,-2.89e+08,-2.3e+07,5.14e+08,-9.1e+07,-8.5e+07,-6e+06,4.23e+08,4.23e+08,-1.93e+08,-9e+06,2.21e+08,8e+06,8e+06,2.29e+08,-4.6e+07,1.83e+08,1.83e+08,2.637e+09,2.598e+09,3.9e+07,4.16e+08,4.16e+08,1.437e+09,1.661e+09,1.438e+09,6.151e+09,1.3612e+10,2.72e+08,5.567e+09,1.828e+09,3.739e+09,1.9451e+10,2.5602e+10,7.48e+08,3.76e+08,3.72e+08,2.31e+08,1.855e+09,1.855e+09,2.834e+09,6.221e+09,3.184e+09,4.98e+08,7.07e+08,1.979e+09,9.405e+09,1.2239e+10,9.541e+09,1.413e+09,-4.92e+08,1.0462e+10,2.901e+09,1.3363e+10,2.5602e+10,2.21e+08,2.89e+08,1.91e+08,-7.3e+07,-3e+06,6.25e+08,-2.4e+08,2.9e+07,-3e+06,-2.14e+08,-1.2e+07,-2.05e+08,2.1e+07,-1.96e+08,2.15e+08,2.15e+08,-2e+07,1.95e+08,8.03e+08,6.452e+09,6.83e+08,0.47921,0.26065,0.0928,0.01369,0.00715,3.73224,2.17043,0.91589,0.25201,0.36673,0.366,3.9519,20.96593,1.36874,0.02405,0.00848,0.0297,0.06557,4.75093,7.42218
"22","2015_Q3",15.37171875,"Down",1.908e+09,-1.027e+09,8.81e+08,-4.51e+08,-6.8e+07,-8.1e+07,-2.76e+08,-2.6e+07,4.3e+08,-1.32e+08,-8.2e+07,-5e+07,2.98e+08,2.98e+08,-1.52e+08,-7e+06,1.39e+08,8999999.99999997,8999999.99999997,1.48e+08,-7.6e+07,7.2e+07,7.2e+07,3.341e+09,3.308e+09,3.3e+07,5.55e+08,5.55e+08,1.539e+09,1.121e+09,9.09e+08,6.556e+09,1.3646e+10,2.49e+08,5.51e+09,1.777e+09,3.733e+09,1.9405e+10,2.5961e+10,7.82e+08,3.97e+08,3.85e+08,2.43e+08,1.331e+09,1.331e+09,2.356e+09,6.14e+09,3.197e+09,4.52e+08,7.59e+08,1.986e+09,9.337e+09,1.1693e+10,1.0237e+10,1.474e+09,-4.4e+08,1.1271e+10,2.997e+09,1.4268e+10,2.5961e+10,1.39e+08,2.76e+08,2.21e+08,-1.95e+08,-3000000.00000003,4.38e+08,-3.22e+08,-1.49011611938477e-08,-3e+06,-3.25e+08,-1.1e+07,-7.6e+07,8e+06,5.96e+08,7.09e+08,7.09e+08,1e+06,7.1e+08,7.06e+08,6.383e+09,3.41e+08,0.46174,0.22537,0.03774,0.00505,0.00277,4.73610999999999,2.78268,0.81953,0.24587,0.14257,0.14229,3.77822,22.31881,0.67525,0.02178,0.00348,0.0143,0.15278,4.30878,7.07442
"23","2015_Q4",15.80703125,"Up",7.53e+08,-5.55e+08,1.98e+08,-3.57e+08,-5.4e+07,-6e+07,-2.27e+08,-1.6e+07,-1.59e+08,6e+07,-5.9e+07,1.19e+08,-9.9e+07,-9.9e+07,4.3e+07,-1.8e+07,-7.4e+07,3.59e+08,3.59e+08,2.85e+08,-6.6e+07,2.19e+08,2.19e+08,2.989e+09,2.964e+09,2.5e+07,3.49e+08,3.49e+08,1.548e+09,3.09e+08,1.16e+08,5.195e+09,1.4335e+10,3.78e+08,5.646e+09,1.704e+09,3.942e+09,2.0359e+10,2.5554e+10,8.08e+08,4.35e+08,3.73e+08,2.66e+08,6.17e+08,6.17e+08,1.691e+09,6.085e+09,3.209e+09,4.19e+08,7.63e+08,2.027e+09,9.294e+09,1.0985e+10,1.0255e+10,1.678e+09,-3.89e+08,1.1544e+10,3.025e+09,1.4569e+10,2.5554e+10,-7.4e+07,2.27e+08,-4e+06,8.6e+07,5.75e+08,8.1e+08,-2.01e+08,0,-4.1e+07,-1.113e+09,-1.5e+07,5.4e+07,8.6e+07,-3.9e+07,-3.42e+08,-3.42e+08,-2e+06,-3.44e+08,6.8e+07,6.351e+09,-9e+07,0.26295,-0.21116,0.29084,0.01503,0.00857,-0.41096,3.07215,0.754,0.24853,0.41399,0.41321,1.42344,21.82231,-0.17013,0.02836,0.0097,-0.00373,0.06849,49.44118,-21.14465
"24","2016_Q1",19.927868852459,"Up",1.452e+09,-9.69e+08,4.83e+08,-6.39e+08,-6.1e+07,-8e+07,-3.1e+08,-1.88e+08,-1.56e+08,-1.15e+08,-7.1e+07,-43999999.9999999,-2.71e+08,-3.27e+08,-8.9e+07,-1.1e+07,-4.27e+08,69000000.0000001,69000000.0000001,-3.58e+08,1.04e+08,-2.54e+08,-2.54e+08,2.382e+09,2.363e+09,1.9e+07,2.15e+08,2.15e+08,1.343e+09,1.043e+09,8.3e+07,4.983e+09,1.321e+10,4.02e+08,6.535e+09,1.712e+09,4.823e+09,2.0147e+10,2.513e+10,6.31e+08,3.15e+08,3.16e+08,9e+06,4.87e+08,4.87e+08,1.127e+09,5.854e+09,3.857e+09,4.09e+08,5.38e+08,2.91e+09,9.711e+09,1.0838e+10,1.0274e+10,1.41e+09,-3.34e+08,1.135e+10,2.942e+09,1.4292e+10,2.513e+10,-4.27e+08,3.1e+08,4.25e+08,-2.4e+07,-1.2e+07,2.72e+08,-3.45e+08,-1.7e+07,1.5e+07,-3.89e+08,-1.4e+07,-1999999.99999997,1.8e+07,-59000000.0000001,-1.76e+08,-1.76e+08,-3e+06,-1.79e+08,1.54e+08,5.863e+09,-1.26e+08,0.33264,-0.10744,-0.17493,-0.01777,-0.01011,0.49606,4.42147,0.75833,0.23331,-0.47834,-0.48106,2.73446,21.37476,-0.23729,0.02637,-0.01,-0.00525,-0.05512,22.6039,-22.3141
"25","2016_Q2",28.53,"Up",1.462e+09,-8.51e+08,6.11e+08,-4.07e+08,-5.3e+07,-5.7e+07,-2.76e+08,-2.1e+07,2.04e+08,4e+06,-7.4e+07,7.8e+07,2.08e+08,2.08e+08,-2.27e+08,-5e+06,-2.4e+07,1.59e+08,1.59e+08,1.35e+08,-8.3e+07,5.2e+07,5.2e+07,2.488e+09,2.461e+09,2.7e+07,4.95e+08,4.95e+08,1.574e+09,2.23e+08,2.23e+08,4.78e+09,1.4284e+10,2.4e+08,5.249e+09,1.533e+09,3.716e+09,1.9773e+10,2.4553e+10,6.38e+08,3.67e+08,2.71e+08,3.35e+08,4.85e+08,4.85e+08,1.458e+09,5.369e+09,3.473e+09,4.54e+08,8.65e+08,2.154e+09,8.842e+09,1.03e+10,1.0286e+10,1.449e+09,-3.86e+08,1.1349e+10,2.904e+09,1.4253e+10,2.4553e+10,-2.4e+07,2.76e+08,1.62e+08,-2.57e+08,3.69e+08,5.26e+08,-2.74e+08,1.84e+08,-4e+06,-1.11e+08,-1.3e+07,-4.99e+08,-1.37e+08,-7.42e+08,-3.27e+08,-3.27e+08,6e+06,-3.21e+08,4.8e+08,5.704e+09,1.76e+08,0.41792,0.13953,0.03557,0.00364999999999999,0.00212,3.38462,3.27846,0.72265,0.23231,0.09811,0.09793,2.75849,21.41321,0.33208,0.02453,0.00277,0.00751,0.25,6.7,15.76471
"26","2016_Q3",35.7475,"Up",1.669e+09,-9.02e+08,7.67e+08,-4.46e+08,-6.2e+07,-8.2e+07,-2.81e+08,-2.1e+07,3.21e+08,-8e+07,-6.6e+07,-1.4e+07,2.41e+08,2.41e+08,-2.38e+08,-5e+06,-1999999.99999997,6.4e+07,6.4e+07,6.2e+07,-3.9e+07,2.3e+07,2.3e+07,2.948e+09,2.902e+09,4.6e+07,5.09e+08,5.09e+08,1.681e+09,1.56e+08,1.56e+08,5.294e+09,1.4234e+10,2.37e+08,4.938e+09,1.264e+09,3.674e+09,1.9409e+10,2.4703e+10,6.85e+08,3.48e+08,3.37e+08,1.96e+08,4.79e+08,4.79e+08,1.36e+09,5.375e+09,3.585e+09,4.63e+08,9.26e+08,2.196e+09,8.96e+09,1.032e+10,1.0306e+10,1.458e+09,-3.41e+08,1.1423e+10,2.96e+09,1.4383e+10,2.4703e+10,-2e+06,2.81e+08,3.63e+08,2.6e+07,1.09e+08,7.77e+08,-2.89e+08,-2000000.00000006,8e+06,-2.94e+08,-1.4e+07,-1999999.99999994,3.6e+07,-39999999.9999999,4.43e+08,4.43e+08,-2e+06,4.41e+08,6.02e+08,5.571e+09,5.77e+08,0.45956,0.19233,0.01378,0.0016,0.00093,25.08696,3.89265,0.71751,0.22552,0.0434,0.04315,3.14906,21.55283,1.08868,0.02642,0.00157,0.02451,0.6087,4.35714,8.17134
"27","2016_Q4",29.4825396825397,"Down",1.791e+09,-9.83e+08,8.08e+08,-4.96e+08,-6.3e+07,-7.3e+07,-3.35e+08,-2.5e+07,3.12e+08,-8.9e+07,-6.4e+07,-2.5e+07,2.23e+08,2.23e+08,-9e+07,2e+06,1.35e+08,-4.48e+08,-4.48e+08,-3.13e+08,-4.5e+07,-3.58e+08,-3.58e+08,2.179e+09,2.099e+09,8e+07,2.93e+08,2.93e+08,1.394e+09,3.247e+09,1.23e+08,7.113e+09,1.317e+10,2.39e+08,3.559e+09,1.295e+09,2.264e+09,1.6968e+10,2.4081e+10,6.42e+08,3.04e+08,3.38e+08,5.64e+08,4.56e+08,4.56e+08,1.662e+09,4.552e+09,3.758e+09,3.78e+08,5.63e+08,2.817e+09,8.31e+09,9.972e+09,1.0318e+10,1.086e+09,-3.02e+08,1.1102e+10,3.007e+09,1.4109e+10,2.4081e+10,1.35e+08,3.35e+08,2.33e+08,-1.95e+08,3.48e+08,8.56e+08,-2.69e+08,2e+06,-1.7e+07,-2.97e+08,-1.4e+07,-2.76e+08,-1.3e+07,-4.69e+08,9e+07,9e+07,0,9e+07,6.47e+08,5.116e+09,2.73e+08,0.45114,0.1742,-0.19989,-0.02537,-0.01487,-0.76257,4.27978,0.70678,0.21245,-0.67547,-0.67293,3.37925,20.94717,0.51509,0.02642,-0.01497,0.01188,-0.03911,4.53941,9.41346
"28","2017_Q1",30.1929032258065,"Up",1.758e+09,-1.002e+09,7.56e+08,-5.48e+08,-5.5e+07,-7e+07,-3.21e+08,-1.02e+08,2.08e+08,-9.7e+07,-6.9e+07,-2.8e+07,1.11e+08,-8.92e+08,-2.4e+07,-5e+06,-9.21e+08,9.4e+07,9.4e+07,-8.27e+08,4.81e+08,-3.46e+08,-3.46e+08,2.812e+09,2.756e+09,5.6e+07,3.43e+08,3.43e+08,1.38e+09,1.42e+08,1.42e+08,4.677e+09,1.2485e+10,2.07e+08,3.662e+09,1.331e+09,2.331e+09,1.6354e+10,2.1031e+10,7.77e+08,3.2e+08,4.57e+08,5.66e+08,4.07e+08,4.07e+08,1.75e+09,4.049e+09,3.358e+09,4.11e+08,5.92e+08,2.355e+09,7.407e+09,9.157e+09,1.0339e+10,7.16e+08,-3.34e+08,1.0721e+10,1.153e+09,1.1874e+10,2.1031e+10,-9.21e+08,3.21e+08,1.251e+09,-6.7e+07,4.3e+07,6.27e+08,-2.92e+08,-3999999.99999999,9e+06,6.28e+08,-2.6e+07,-5.35e+08,6999999.99999999,-5.66e+08,6.89e+08,6.89e+08,-2e+06,6.87e+08,5.29e+08,4.615e+09,1.94e+08,0.43003,0.11832,-0.19681,-0.02914,-0.01645,-0.560690000000001,2.67257,0.77118,0.21944,-0.65283,-0.65038,3.31698,20.2283,0.36604,0.04906,-0.01612,0.00977,-0.07514,3.40832,8.66827
