"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"14","2014_Q1",21.0624590163934,"Up",356620000,-255831000,100789000,-72412000,-49883000,-22529000,28377000,-409000,-494000,27968000,23144000,-11712000,11432000,11432000,11432000,11432000,248154000,143009000,105145000,224456000,61017000,33778000,800111000,27194000,266625000,84118000,155916000,26591000,293819000,1093930000,275587000,114531000,1287000,159769000,24496000,24496000,300083000,20064000,13804000,6260000,20064000,320147000,421938000,351776000,69000,773783000,773783000,1093930000,11432000,9109000,1493000,-7926000,14108000,-6341000,35923000,29557000,-61242000,1857000,-63099000,102000,-61140000,-17475000,-17475000,-17475000,37486000,0,34931000,0.28262,0.07957,0.03206,0.01477,0.01045,3.05555,2.6663,0.41374,0,0.30208,0.29717,9.42342,20.44665,0.92303,0.0144,0.044,-6.61991,-8.7449
"15","2014_Q2",20.9484126984127,"Down",349391000,-251466000,97925000,-73467000,-51286000,-22181000,24458000,-51000,-108000,24407000,23448000,-9037000,14411000,14411000,14411000,14411000,240261000,129656000,110605000,201630000,65562000,37047000,798704000,26005000,265387000,79649000,155916000,29822000,291392000,1090096000,257615000,96285000,1744000,159586000,30096000,30096000,287711000,19970000,13917000,6053000,19970000,307681000,432268000,350279000,-132000,782415000,782415000,1090096000,14411000,8743000,4085000,-21685000,5554000,-3085000,-5458000,-8543000,-10517000,5391000,-15908000,153000,-10364000,-13353000,-13353000,-13353000,33201000,0,17468000,0.28027,0.07,0.04125,0.01842,0.01322,1.21213,2.77606,0.39325,0,0.39342,0.3863,9.53838,21.35995,0.47688,0.01796,0.02177,-7.23656,-9.82341
"16","2014_Q3",20.80265625,"Down",337604000,-240418000,97186000,-72549000,-50073000,-22476000,24637000,-178000,-227000,24459000,24403000,-9698000,14705000,14705000,14705000,14705000,242729000,146982000,95747000,194533000,67966000,40947000,788128000,28151000,261713000,75180000,155916000,30617000,289864000,1077992000,249936000,101403000,-4.65661287307739e-10,148533000,33381000,33381000,283317000,20209000,14430000,5779000,20209000,303526000,438186000,336270000,10000,774466000,774466000,1077992000,14705000,8656000,5208000,8593000,37162000,-6333000,15022000,7639000,-27616000,1098000,-28714000,141000,-27475000,17326000,17326000,17326000,33293000,0,45251000,0.28787,0.07298,0.04356,0.01899,0.01364,3.07725,2.78179,0.39192,0,0.4069,0.39951,9.34182,21.4302,1.25214,0.0185,0.05694,-7.29069,-9.85221
"17","2014_Q4",21.2825,"Up",353338000,-251005000,102333000,-74346000,-51009000,-23337000,27987000,2314000,2246000,30301000,28872000,-8847000,20025000,20025000,20025000,20025000,242648000,141820000,100828000,206494000,67959000,40064000,795669000,27629000,258020000,70705000,155916000,31399000,285649000,1081318000,248214000,92091000,1893000,154230000,33937000,33937000,282151000,22614000,15173000,7441000,22614000,304765000,445684000,330719000,150000,776553000,776553000,1081318000,20025000,8999000,3108000,-7294000,24838000,-4003000,-4971000,-8974000,-21072000,2312000,-23384000,46000,-21026000,-5162000,-5162000,-5162000,36986000,0,34536000,0.28962,0.07921,0.05667,0.02579,0.01852,1.72464,2.82001,0.39246,0,0.56182,0.55241,9.91325,21.78697,0.96894,0.02506,0.04321,-6.56054,-8.67003
"18","2015_Q1",20.8416393442623,"Down",353182000,-252708000,100474000,-74109000,-51201000,-22908000,26365000,623000,544000,26988000,-45962000,5609000,-40353000,-40353000,-40353000,-40353000,257129000,141234000,115895000,222883000,67264000,38225000,822965000,29694000,196028000,66230000,81721000,48077000,225722000,1048687000,274093000,106357000,2406000,165330000,30023000,30023000,304116000,23006000,15252000,7754000,23006000,327122000,454179000,267348000,38000,721565000,721565000,1048687000,-40353000,9192000,60593000,11978000,41410000,-5917000,-14952000,-20869000,-21272000,3940000,-25212000,145000,-21127000,-586000,-586000,-586000,35557000,0,36009000,0.28448,0.07465,-0.11426,-0.05592,-0.03848,-0.89235,2.70609,0.45335,0,-1.16385,-1.13937,10.18638,20.81117,1.03856,-0.0542,0.04836,-7.23146,-9.75266
"19","2015_Q2",19.7298412698413,"Down",309157000,-220877000,88280000,-69077000,-48625000,-20452000,19203000,527000,475000,19730000,18026000,-10015000,8011000,8011000,8011000,8011000,247405000,146401000,101004000,200948000,66783000,38080000,769881000,27849000,192129000,61755000,81721000,48653000,219978000,989859000,213622000,66654000,4892000,142076000,23746000,23746000,237368000,22676000,14892000,7784000,22676000,260044000,463008000,266787000,20000,729815000,729815000,989859000,8011000,9215000,3582000,-21173000,-365000,-5633000,15039000,9406000,-3962000,4610000,-8572000,88000,-3874000,5167000,5167000,5167000,28418000,0,11627000,0.28555,0.06211,0.02591,0.01098,0.00809,1.45138,3.24341,0.35631,0,0.23101,0.22704,8.91508,21.04548,0.33528,0.01065,0.01545,-8.70593,-12.88366
"20","2015_Q3",19.1503125,"Down",288782000,-211126000,77656000,-65481000,-44379000,-21102000,12175000,-276000,-343000,11899000,10925000,-7258000,3667000,3666999.99999999,3667000,3667000,212915000,136755000,76160000,188668000,65609000,39133000,713685000,25591000,187507000,57434000,81721000,48352000,213098000,926783000,213652000,71217000,-9.31322574615479e-10,142435000,28412000,28412000,242064000,24831000,15551000,9280000,24831000,266895000,467762000,192183000,-57000,659888000,659888000,926783000,3667000,9477000,5947000,19781000,38872000,-2567000,24998000,22431000,-71101000,1363000,-72464000,152000,-70949000,-9646000,-9646000,-9646000,21652000,0,46124000,0.26891,0.04216,0.0127,0.00556,0.00396,12.57813,2.94833,0.40445,0,0.10852,0.10688,8.54587,19.52794,1.36494,0.00535999999999999,0.06736,-9.8335,-17.48789
"21","2015_Q4",25.4171875,"Up",341893000,-245566000,96327000,-69298000,-47726000,-21572000,27029000,-134000,-199000,26895000,25879000,-10780000,15099000,15099000,15099000,15099000,263848000,202429000,61419000,170013000,60449000,31019000,768483000,23951000,182317000,53191000,81721000,47405000,206268000,974751000,257754000,98171000,5258000,154325000,30722000,30722000,288476000,24814000,14402000,10412000,24814000,313290000,474907000,186597000,-43000,661461000,661461000,974751000,15099000,8644000,1465000,51938000,77146000,-2942000,14804000,11862000,-23346000,3149000,-26495000,12000,-23334000,65674000,65674000,65674000,35673000,0,95449000,0.28175,0.07906,0.04416,0.02283,0.01549,6.32154,2.66394,0.47363,0,0.47215,0.46696,10.69117,20.68423,2.98474,0.022,0.13908,-7.39629,-9.76166
"22","2016_Q1",24.1931147540984,"Down",360863000,-255447000,105416000,-74750000,-51377000,-23373000,30666000,90000,-21000,30756000,30734000,-8927000,21807000,21807000,21807000,21807000,278266000,181945000,96321000,213118000,39117000,39117000,821143000,22384000,207042000,48947000,81721000,76374000,229426000,1050569000,286647000,90546000,1951000,194150000,29125000,29125000,315772000,26087000,14444000,11643000,26087000,341859000,513080000,195627000,3000,708710000,708710000,1050569000,21807000,8514000,2831000,-37655000,-4503000,-2858000,-34884000,-37742000,24642000,34791000,-10149000,-2881000,21761000,-20484000,-20484000,-20484000,39180000,0,7593999.99999999,0.29212,0.08498,0.06043,0.03077,0.02076,0.34824,2.60043,0.48237,0,0.67734,0.65636,11.20867,22.01305,0.23588,0.02968,0.01033,-7.10225,-9.07409
"23","2016_Q2",27.0334375,"Up",310256000,-209691000,100565000,-72263000,-50126000,-22137000,28302000,-132000,-366000,28170000,25482000,-8893000,16589000,16589000,16589000,16589000,333304000,226858000,106446000,215307000,35431000,35431000,802463000,20687000,202101000,44703000,81721000,75677000,222788000,1025251000,248354000,75134000,3631000,169589000,26399000,26399000,274753000,26133000,14694000,11439000,26133000,300886000,522986000,201860000,-481000,724365000,724365000,1025251000,16589000,8508000,4896000,32031000,62024000,-2056000,-10005000,-12061000,-4700000,5306000,-10006000,-350000,-5050000,44913000,44913000,44913000,36810000,0,75678000,0.32414,0.09122,0.05347,0.0229,0.01618,4.56194,2.92067,0.41538,0,0.51013,0.49863,9.54076,22.27513,2.32719,0.0221,0.10084,-9.05471,-11.77669
"24","2016_Q3",34.21734375,"Up",311655000,-213867000,97788000,-70928000,-49124000,-21804000,26860000,-53000,-332000,26807000,25461000,-9427000,16034000,16034000,16034000,16034000,352672000,226011000,126661000,207841000,36363000,36363000,827426000,19273000,194067000,40459000,81721000,71887000,213340000,1040766000,244055000,80714000,-4.65661287307739e-10,163341000,29261000,29261000,273316000,26653000,14913000,11740000,26653000,299969000,539654000,201084000,58999.9999999999,740797000,740797000,1040766000,16034000,8379000,9215000,-5549999.99999999,28078000,-3004000,-20102000,-23106000,-2254000,10992000,-13246000,-3565000,-5819000,-846999.999999985,-846999.999999985,-846999.999999985,35239000,0,36112000,0.31377,0.08619,0.05145,0.02164,0.01541,2.25221,3.02736,0.40493,0,0.49125,0.47873,9.54855,22.69668,1.10641,0.02089,0.04705,-10.008,-13.13001
"25","2016_Q4",33.6011111111111,"Down",338458000,-235336000,103122000,-73383000,-51448000,-21935000,29739000,407000,116000,30146000,30263000,-9144000,21119000,21119000,21119000,21119000,403016000,273720000,129296000,217621000,30519000,30519000,885067000,19476000,192205000,36216000,81721000,74268000,211681000,1096748000,264634000,95991000,1866000,166777000,26515000,26515000,291149000,28403000,15610000,12793000,28403000,319552000,555200000,221754000,242000,777196000,777196000,1096748000,21119000,7714000,3249000,11133000,43215000,-1924000,-2601000,-4525000,9468000,9468000,0,-449000,9019000,47709000,47709000,47709000,37453000,0,55806000,0.30468,0.08787,0.0624,0.02717,0.01926,2.64245,3.03991,0.41116,0,0.64166,0.62274,10.28341,23.61365,1.69556,0.02622,0.06927,-10.76058,-13.55177
"26","2017_Q1",34.3537096774194,"Up",183076000,-110649000,72427000,-47917000,-42889000,-5028000,24510000,776000,416000,25286000,25289000,-8719000,16570000,22109000,22109000,22109000,365982000,240468000,125514000,247862000,35102000,35102000,962785000,19473000,202198000,37899000,85463000,78836000,221671000,1184456000,321352000,112436000,5146000,203770000,35301000,35301000,356653000,30984000,15119000,15865000,30984000,387637000,566340000,228541000,1938000,796819000,796819000,1184456000,16570000,5331000,2977000,-23378000,-15136000,-3247000,3728000,-9067000,-8727000,6273000,-1.5e+07,-322000,-9049000,-33252000,-33252000,-33252000,29841000,0,11935000,0.39561,0.13388,0.12076,0.02775,0.01867,0.539829999999999,2.6995,0.48648,0,0.67076,0.64576,5.55432,24.1746,0.36209,0.02671,0.01442,-12.2644,-14.93195
"27","2017_Q2",28.8136507936508,"Down",323657000,-226725000,96932000,-74106000,-51423000,-22683000,22826000,740000,335000,23566000,23529000,-7535000,15994000,15994000,15994000,15994000,361235000,235668000,125567000,267826000,29959000,29959000,924274000,19348000,198521000,33438000,85463000,79620000,217869000,1142143000,269416000,89765000,9855000,169796000,32507000,32507000,301923000,32190000,15734000,16456000,32190000,334113000,576895000,230733000,402000,808030000,808030000,1142143000,15994000,7866000,5660000,-20259000,9261000,-3434000,-23000,-5594000,-6531000,5100000,-11631000,-1936000,-8467000,-4800000,-4800000,-4800000,30692000,0,14534000,0.29949,0.07053,0.04942,0.01979,0.014,0.90872,3.06129,0.41349,0,0.48549,0.46854,9.82446,24.52738,0.44117,0.01904,0.0173,-11.76968,-15.82559
"28","2017_Q3",29.1788888888889,"Up",330723000,-238787000,91936000,-72768000,-49411000,-23357000,19168000,865000,383000,20033000,19958000,-5376000,14582000,14582000,14582000,14582000,305523000,190676000,114847000,263773000,27705000,27705000,901589000,18829000,195171000,30215000,85463000,79493000,2.14e+08,1115589000,270617000,72886000,-1.86264514923096e-09,197731000,36533000,36533000,307150000,32517000,15721000,16796000,32517000,339667000,584129000,196603000,-4810000,775922000,775922000,1115589000,14582000,6358000,7057000,-33877000,-5880000.00000001,-2728000,10795000,8067000,-43466000,1534000,-4.5e+07,-3713000,-47179000,-44992000,-44992000,-44992000,25526000,0,-5703000.00000001,0.27798,0.05796,0.04409,0.01879,0.01307,-0.3911,2.93534,0.43776,0,0.45073,0.44033,10.22264,23.98374,-0.17628,0.01804,-0.00705,-11.96909,-15.93922
"29","2017_Q4",32.2204761904762,"Up",355483000,-252388000,103095000,-77667000,-54540000,-23127000,25428000,1167000,666000,26595000,26561000,-5767000,20794000,20794000,20794000,20794000,372786000,246573000,126213000,249078000,27711000,27711000,945166000,20228000,195763000,27527000,85463000,82773000,215991000,1161157000,306700000,92863000,5803000,208034000,45627000,45627000,352327000,32315000,14635000,17680000,32315000,384642000,594247000,187030000,-4762000,776515000,776515000,1161157000,20794000,5995000,3731000,67531000,98051000,-3643000,-11179000,-16322000,-25464000,4535000,-29999000,-368000,-25832000,55897000,55897000,55897000,31423000,0,101078000,0.29001,0.07153,0.0585,0.02678,0.01791,4.86092,2.68264,0.49534,0,0.65588,0.64193,11.21256,24.49265,3.18818,0.02571,0.12497,-11.86348,-14.66045
"30","2018_Q1",38.7150819672131,"Up",29306000,-13553000,15753000,-40377000,-37651000,-2726000,-24624000,899000,173000,-23725000,-23824000,-38679000,-62503000,-31934000,-31934000,-31934000,329653000,202727000,126926000,162942000,267951000,24826000,1015664000,17349000,175551000,20640000,64314000,49471000,192900000,1208564000,272561000,91205000,7015000,174341000,151875000,21212000,424436000,53643000,31544000,22099000,53643000,478079000,603168000,128168000,-851000,730485000,730485000,1208564000,-62503000,2310000,23686000,35422000,-13908000,-335000,-6e+05,-5969000,-23428000,3103000,-26531000,-398000.000000001,-23826000,-43703000,-43703000,-43703000,-22314000,0,51452000,0.53753,-0.84024,-1.08967,-0.04372,-0.02642,-1.6112,2.39297,0.65447,0,-1.0174,-0.98165,0.933669999999999,23.27275,1.63923,-0.04073,0.06562,14.77337,13.38747
