"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","additional_paid_in_capital","other_share_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","disposition_of_fixed_assets","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",43.9301612903226,"Down",3964647000,-2738524000,1226123000,-864734000,-864734000,361389000,-29454000,-27726000,331935000,331935000,-124250000,207685000,207685000,207685000,207685000,142580000,142580000,2330436000,145176000,131622000,2618192000,2047434000,5608051000,4338589000,1223407000,46055000,7655485000,10273677000,1593163000,1199727000,997000.000000007,392439000,1633839000,3023367000,881609000,655910000,225699000,3904976000,5538815000,3270936000,2983323000,287613000,1468534000,-4608000,4734862000,4734862000,10273677000,207685000,76138000,10314000,5133000,25065000,-19884000,23257000,-186078000,62218000,147117000,317394000,-148920000,718000,718000,-149638000,-149638000,-148920000,133220000,-180000,-180000,-296442000,3171000,-160051000,8423000,8423000,8423000,437527000,3024258000,436114000,0.30926,0.09115,0.05238,0.04386,0.02022,2.09988,1.60248,1.16979,0.29437,0.62492,0.6218,11.9296,14.24717,1.31226,0.02404,0.05047,6.58629,7.9739
"12","2013_Q1",42.853,"Down",4207621000,-2839822000,1367799000,-845450000,-845450000,522349000,-27460000,-27460000,494889000,494889000,-177467000,317422000,317422000,317422000,317422000,140809000,140809000,2397175000,139129000,139129000,2677113000,2088665000,5601904000,4338589000,1219543000,43772000,7690569000,10367682000,1714432000,1261607000,95387000,357438000,1738547000,2771336000,872469000,647070000,225399000,3643805000,5382352000,3277536000,2991351000,286185000,1710732000,-2938000,4985330000,4985330000,10367682000,317422000,80513000,-25710000,6307000,-26826000,-5191000,68241000,-65333000,63302000,70272000,440466000,-117354000,616000,616000,-117970000,-117970000,-117354000,-252029000,-229000.000000007,-229000,-75017000.0000001,2163000,-324883000,-1771000,-1771000,-1771000,602862000,2772228000,731216000,0.32508,0.12414,0.07544,0.06367,0.03062,2.30361,1.53986,1.07964,0.26739,0.96894,0.96522,12.84385,15.21783,2.23205,0.03678,0.08473,4.36488,5.03766
"13","2013_Q2",47.951875,"Up",4233733000,-2938585000,1295148000,-900148000,-900148000,3.95e+08,-43387000,-24516000,351613000,351613000,-131530000,220083000,220083000,220083000,220083000,155526000,155526000,2414411000,154539000,154539000,2724476000,2177264000,5591957000,4338589000,1215999000,37369000,7769221000,10493697000,1567973000,1138395000,70540000,359038000,1600402000,2835303000,879093000,646462000,232631000,3714396000,5314798000,3279445000,2992981000,286464000,1911160000,-11706000,5178899000,5178899000,10493697000,220083000,80493000,10695000,5310000,7999000,-2614000,-164045000,-16411000,-138227000,-9407000,147226000,-149577000,75000,75000,-149652000,-149652000,-149577000,63961000,177861000,-2119316000,-2e+07,-26893000,17068000,14717000,14717000,14717000,475493000,2836212000,293401000,0.30591,0.0933,0.05198,0.0425,0.02097,1.33314,1.70237,1.02624,0.27028,0.67309,0.67071,12.94819,15.83882,0.89732,0.02474,0.03299,5.6377,6.78655
"14","2013_Q3",50.82921875,"Up",4394651000,-3017361000,1377290000,-964468000,-964468000,412822000,-20631000,-20631000,392191000,392191000,-146716000,245475000,245475000,245475000,245475000,169220000,169220000,2533766000,161757000,153863000,2864743000,2244651000,5590236000,4338589000,1212821000,38826000,7834887000,10699630000,1685690000,1254856000,17980000,412854000,1740190000,2845138000,882826000,647780000,235046000,3727964000,5468154000,3281905000,2998785000,283120000,1960068000,-10497000,5231476000,5231476000,10699630000,245475000,82744000,289000.000000007,5533000,-2836000,-2408000,8381000.00000006,-117003000,127372000,-1988000,336889000,-158691000,182999.999999996,182999.999999996,-158874000,-158874000,-158691000,34780000,-219999.99999997,-220000.000000477,-199981000,696999.999999996,-164504000,13694000,13694000,13694000,495566000,2871065000,491972000,0.3134,0.09394,0.05586,0.04692,0.02294,2.00416,1.64622,1.04524,0.26833,0.75584,0.75383,13.53158,16.10825,1.51483,0.02732,0.05475,5.45204,6.54482
"15","2013_Q4",54.3190625,"Up",4381838000,-3053345000,1328493000,-938252000,-938252000,390241000,-21524000,-21524000,368717000,368717000,-131332000,237385000,237385000,237385000,237385000,165717000,165717000,2591552000,147033000,137247000,2904302000,2287410000,5584262000,4338589000,1210077000,35596000,7871672000,10775974000,1666914000,1251394000,639000,414881000,1753049000,2873967000,874004000,643206000,230798000,3747971000,5501020000,3284797000,3004582000,280215000,2000488000,-10331000,5274954000,5274954000,10775974000,237385000,84435000,-973000,5529000,1320000,-7822000,-44387000,-54076000,7749000,1940000,276460000,-134760000,692000,692000,-135452000,-135452000,-134760000,53776000,-224000,-224000,-199993000,1014000,-145203000,-3503000,-3503000,-3503000,474676000,2924912000,426861000,0.30318,0.08906,0.05417,0.045,0.02203,1.79818,1.65671,1.04286,0.27143,0.73789,0.73598,13.62046,16.39661,1.32685,0.02616,0.04704,5.8128,7.07049
"16","2014_Q1",53.8211475409836,"Down",4493945000,-3059134000,1434811000,-896689000,-896689000,538122000,-22313000,-22313000,515809000,515809000,-193636000,322173000,322173000,322173000,322173000,505566000,505566000,2552993000,147048000,147048000,3205607000,2080305000,5581612000,4338589000,1207645000,35378000,7661917000,10867524000,1714210000,1286484000,59148000,368578000,1811971000,2742788000,910572000,614026000,296546000,3653360000,5465331000,3286650000,3009226000,277424000,2125453000,-9910000,5402193000,5402193000,10867524000,322173000,85165000,-50767000,4589000,-43334000,-12022000,95919000,42547000,40048000,13324000,452490000,193050000,287516000,287516000,-94466000,-94466000,193050000,-106231000,-231000,-231000,-200078000,618000,-305691000,339849000,339849000,339849000,623287000,2818754000,1105892000,0.31928,0.11974,0.07169,0.05964,0.02965,3.4326,1.76913,1.01169,0.25937,1.01284,1.00962,14.12795,16.98328,3.47667,0.03528,0.12111,3.71127,4.29863
"17","2014_Q2",52.8798412698413,"Down",4522081000,-3164335000,1357746000,-978038000,-978038000,379708000,-22267000,-22267000,357441000,357441000,-135043000,222398000,222398000,222398000,222398000,166330000,166330000,2605356000,171660000,171660000,2943346000,2079832000,5578706000,4338589000,1205598000,34519000,7658538000,10601884000,1738784000,1222680000,121277000,394827000,1863318000,3006404000,899935000,600239000,299696000,3906339000,5769657000,3281641000,3016262000,265379000,1560098000,-9512000,4832227000,4832227000,10601884000,222398000,84158000,-18964000,8752000,-18542000,-9174000,-36132000,-51536000,-62361000,77765000,251460000,-83985000,103000,103000,-84088000,-84088000,-83985000,288566000,-1434000,-1434000,-800095000,4818000,-506711000,-339236000,-339236000,-339236000,463866000,3107393000,478792000,0.30025,0.08397,0.04918,0.04602,0.02098,2.15286,1.57963,1.194,0.2931,0.71896,0.71673,14.61891,15.62154,1.54783,0.02516,0.05416,6.34033,7.74559
"18","2014_Q3",55.36671875,"Up",4724039000,-3268465000,1455574000,-1027048000,-1027048000,428526000,-22598000,-22598000,405928000,405928000,-154668000,251260000,251260000,251260000,251260000,172474000,172474000,2788872000,179285000,175048000,3140631000,2106963000,5578200000,4338589000,1203904000,35707000,7685163000,10825794000,1846971000,1395780000,23922000,427269000,1969418000,2881217000,879166000,582883000,296283000,3760383000,5729801000,3293443000,3027985000,265458000,1811358000,-8808000,5095993000,5095993000,10825794000,251260000,85340000,-9051000,9568000,-20338000,1719000,-92085000,-184354000,166743000,-74474000,235464000,-106737000,588999.99999997,588999.99999997,-107326000,-107326000,-106737000,-125238000,-25238000,-25238000,0,2655000,-122583000,6144000.00000012,6144000.00000012,6144000.00000012,513866000,2982230000,469712000,0.30812,0.09071,0.05319,0.04931,0.02321,1.86943,1.5947,1.12437,0.27547,0.8292,0.82682,15.59012,16.81763,1.55013,0.02805,0.05244,5.46788,6.55679
"19","2014_Q4",60.1878125,"Up",4724409000,-3300661000,1423748000,-1029605000,-1029605000,394143000,-21835000,-21835000,372308000,372308000,-135992000,236316000,236316000,236316000,236316000,216155000,216155000,2788996000,173981000,173981000,3179132000,2120572000,5577668000,4338589000,1202651000,36428000,7698240000,10877372000,1870947000,1394873000,33215000,442859000,2010846000,2666022000,856867000,569055000,287812000,3522889000,5533735000,3304116000,3038621000,265495000,2047674000,-8153000,5343637000,5343637000,10877372000,236316000,86261000,15684000,9378000,2936000,3370000,15362000,-3412000,-3872000,22646000,353623000,-96227000,896000,896000,-97123000,-97123000,-96227000,-215242000,-25242000,-25242000,0,1527000,-213715000,43681000,43681000,43681000,480404000,2767063000,535531000,0.30136,0.08343,0.05002,0.04422,0.02173,2.26616,1.58099,1.03557,0.25439,0.77971,0.77708,15.58799,17.63111,1.76696,0.02635,0.05972,5.30992,6.47204
"20","2015_Q1",65.4137704918033,"Up",4939059000,-3373620000,1565439000,-998723000,-998723000,566716000,-21532000,-21532000,545184000,545184000,-189813000,355371000,355371000,355371000,355371000,579823000,579823000,2782521000,170265000,170265000,3532609000,2116075000,5559958000,4338589000,1201870000,19499000,7676033000,11208642000,1861314000,1388154000,59400000,413760000,1962472000,2623965000,912167000,626858000,285309000,3536132000,5498604000,3314320000,3048806000,265514000,2403045000,-7327000,5710038000,5710038000,11208642000,355371000,86594000,40486000,9640000,18210000,12636000,3892999.99999998,5742999.99999997,-3344000.00000003,1493999.99999999,486344000,-84750000,680000,680000,-85430000,-85430000,-84750000,-26553000,-26553000,-26553000,2.98023223876953e-08,-11373000,-37925999.9999999,363668000,363668000,363668000,653310000,2725123000,762266000,0.31695,0.11474,0.07195,0.06224,0.03171,2.14499,1.80008,0.96297,0.24313,1.17243,1.16732,16.29482,18.83842,2.51485,0.03802,0.08155,3.28374,3.78549
"21","2015_Q2",70.0161904761905,"Up",4918672000,-3419967000,1498705000,-1070511000,-1070511000,428194000,-21576000,-21576000,406618000,406618000,-153383000,253235000,253235000,253235000,253235000,225116000,225116000,2839198000,180586000,180586000,3244900000,2135436000,5576214000,4338589000,1201428000,36197000,7711650000,10956550000,1937822000,1435367000,108948000,393507000,2072939000,2614005000,883748000,598248000,285500000,3497753000,5570692000,3330629000,3070518000,260111000,2061798000,-6569000,5385858000,5385858000,10956550000,253235000,87152000,1437000,10125000,-10095000,1407000,28386000,-57103000,40123000,45366000,370210000,-99766000,163000,163000,-99929000,-99929000,-99766000,-25346000,-25346000,-25346000,-534654000,886000,-625151000,-354707000,-354707000,-354707000,515346000,2715314000,597349000,0.3047,0.08705,0.05148,0.04702,0.02311,2.35887,1.56536,1.03432,0.24783,0.84075,0.83828,16.33014,17.88122,1.98322,0.03553,0.06648,4.83209,5.81558
"22","2015_Q3",71.04578125,"Up",5095904000,-3507749000,1588155000,-1112343000,-1112343000,475812000,-20699000,-20699000,455113000,455113000,-172764000,282349000,282349000,282349000,282349000,180525000,180525000,3029731000,214591000,199945000,3424847000,2195857000,5574491000,4338589000,1201241000,34661000,7770348000,11195195000,2021122000,1536610000,41348000,443164000,2154763000,2761794000,859704000,578084000,281620000,3621498000,5776261000,3343605000,3085637000,257968000,2081543000,-6214000,5418934000,5418934000,11195195000,282349000,87582000,-6741000,9517000,-22585000,6327000,-148419000,-189690000,93492000,-52221000,214771000,-147028000,94000,94000,-147122000,-147122000,-147028000,147741000,-25259000,-25259000,-199680000,4772000,-112334000,-44591000.0000001,-44591000.0000001,-44591000.0000001,563394000,2863129000,440711000,0.31165,0.09337,0.05541,0.0521,0.02522,1.56087,1.58943,1.06594,0.25575,0.95492,0.95219,17.23464,18.32715,1.49051,0.03801,0.04821,4.76151,5.63795
"23","2015_Q4",63.32546875,"Down",5067048000,-3530086000,1536962000,-1113103000,-1113103000,423859000,-21720000,-21394000,402139000,402139000,-148818000,253321000,253321000,253321000,253321000,182514000,182514000,3101908000,204353000,192476000,3488775000,2237068000,5562450000,4338589000,1201110000,22751000,7799518000,11288293000,1974097000,1470107000,30462000,473528000,1991583000,3105332000,847785000,568238000,279547000,3953117000,5944700000,3350487000,3095790000,254697000,1999119000,-6013000,5343593000,5343593000,11288293000,253321000,88553000,-17376000,9248000,-26346000,-278000,-100367000,-70480000,-57735000,27848000,224131000,-139279000,556000,556000,-139835000,-139835000,-139279000,262705000,47705000,-451515000,-275077000,-6526000,-82863000,1989000,1989000,1989000,512412000,3106690000,421584000,0.30332,0.08365,0.04999,0.04741,0.02244,1.66423,1.75176,1.11249,0.27521,0.86742,0.86485,17.35047,18.29741,1.44358,0.03412,0.04534,5.70669,6.89894
"24","2016_Q1",70.8683606557377,"Up",5286938000,-3604669000,1682269000,-1069840000,-1069840000,612429000,-23275000,-23275000,589154000,589154000,-212979000,376175000,376175000,376175000,376175000,157947000,157947000,3074153000,200310000,193467000,3432410000,2264062000,5561413000,4338589000,1200994000,21830000,7825475000,11257885000,1994217000,1494225000,32870000,467122000,1995596000,2969175000,915238000,639955000,275283000,3884413000,5880009000,3358138000,3107283000,250855000,2025545000,-5807000,5377876000,5377876000,11257885000,376175000,89144000,81476000,9657000,71152000,666999.999999999,35779000,27272000,29757000,-21250000,582574000,-117310000,610000,610000,-117920000,-117920000,-117310000,-137281000,-281000,-280999.999999881,-290202000,811000,-489831000,-24567000,-24567000,-24567000,701573000,2970554000,833021000,0.31819,0.11584,0.07115,0.06995,0.03341,2.21445,1.71999,1.09337,0.26386,1.30436,1.30019,18.33203,18.64735,2.88843,0.04743,0.08992,4.009,4.59254
"25","2016_Q2",80.99953125,"Up",5265432000,-3652818000,1612614000,-1131871000,-1131871000,480743000,-24081000,-24081000,456662000,456662000,-161538000,295124000,295124000,295124000,295124000,187687000,187687000,3072063000,217596000,210769000,3477346000,2278081000,5560957000,4338589000,1200904000,21464000,7839038000,11316384000,2010068000,1447223000,122148000,440697000,2011594000,2989663000,926744000,647626000,279118000,3916407000,5928001000,3373206000,3124110000,249096000,2020784000,-5607000,5388383000,5388383000,11316384000,295124000,92324000,17354000,10253000,7541000,-440000,-849000,3476000,-55267000,50942000,403953000,-98645000,323000,323000,-98968000,-98968000,-98645000,19503000,-497000,-497000,-230961000,7198000,-275568000,29740000,29740000,29740000,573067000,2991189000,635111000,0.30626,0.0913,0.05605,0.05477,0.02608,2.15201,1.72865,1.10014,0.26432,1.03231,1.02839,18.41794,18.84801,2.22155,0.03937,0.06825,4.8921,5.8316
