"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","long_term_investments_receivables","other_long_term_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",28.2709677419355,"Up",1.2073e+10,-7.93e+09,4.143e+09,-3.394e+09,-3.022e+09,-3.72e+08,7.49e+08,-1.14e+08,-1.14e+08,6.35e+08,6.35e+08,-2.4e+08,3.95e+08,3.95e+08,3.95e+08,3.95e+08,1.3e+09,1.091e+09,2.09e+08,8.995e+09,3e+08,3e+08,1.0595e+10,2.1591e+10,2.1591e+10,3.5e+08,1.417e+09,2.35e+08,1.182e+09,2.3358e+10,3.3953e+10,5.997e+09,5.416e+09,5.81e+08,4.5e+07,2.572e+09,7.88e+08,1.784e+09,8.614e+09,9.004e+09,2.11e+09,1.624e+09,1.1114e+10,1.9728e+10,5.7e+08,5.61e+08,1.3602e+10,5.3e+07,1.4225e+10,1.4225e+10,3.3953e+10,3.95e+08,3.96e+08,9e+06,-8.8e+07,7.12e+08,-2.69e+08,5.09e+08,6.66e+08,-1.57e+08,7e+06,2.49e+08,-1.84e+08,-5.6e+08,-8.38e+08,-2e+06,-1.584e+09,-6.23e+08,-6.23e+08,4e+06,-6.19e+08,1.145e+09,9.049e+09,1.028e+09,0.34316,0.06204,0.03272,0.02777,0.01163,2.60253,1.22997,1.38685,0.26652,0.3508,0.35018,10.72202,12.63321,0.91297,0.16341,8,0.02281,0.0405,0.46582,6.76769,10.34579
"12","2013_Q1",32.1655,"Up",1.1046e+10,-7.261e+09,3.785e+09,-3.22e+09,-2.808e+09,-4.12e+08,5.65e+08,-1.1e+08,-1.1e+08,4.55e+08,4.55e+08,-1.66e+08,2.89e+08,2.89e+08,2.89e+08,2.89e+08,6.66e+08,5.41e+08,1.25e+08,8.6e+09,3.01e+08,3.01e+08,9.567e+09,2.1477e+10,2.1477e+10,2.71e+08,1.351e+09,2.17e+08,1.134e+09,2.3099e+10,3.2666e+10,5.327e+09,4.657e+09,6.7e+08,47000000.0000001,2.334e+09,8.24e+08,1.51e+09,7.708e+09,9.03e+09,2.071e+09,1.616e+09,1.1101e+10,1.8809e+10,5.81e+08,5.55e+08,1.3224e+10,5.2e+07,1.3857e+10,1.3857e+10,3.2666e+10,2.89e+08,4.38e+08,2.2e+07,-4.95e+08,2.54e+08,-2.39e+08,1.63e+08,2.74e+08,-1.11e+08,1.8e+07,-1.2e+08,-1.8e+08,-1.1e+07,-5.03e+08,1.1e+07,-6.83e+08,-5.49e+08,-5.49e+08,-1e+06,-5.5e+08,1.003e+09,9.077e+09,4.35e+08,0.34266,0.05115,0.02616,0.02086,0.00885,1.50519,1.24118,1.35736,0.27787,0.26013,0.25966,9.94239,12.47255,0.39154,0.16202,4,0.01876,0.0174,0.62284,8.38584,14.88673
"13","2013_Q2",34.32890625,"Up",1.3088e+10,-8.533e+09,4.555e+09,-3.574e+09,-3.222e+09,-3.52e+08,9.81e+08,-1.13e+08,-1.13e+08,8.68e+08,8.68e+08,-3.28e+08,5.4e+08,5.4e+08,5.4e+08,5.4e+08,1.199e+09,1.081e+09,1.18e+08,1.0274e+10,3.13e+08,3.13e+08,1.1786e+10,2.1257e+10,2.1257e+10,2.72e+08,1.416e+09,2.28e+08,1.188e+09,2.2945e+10,3.4731e+10,7.508e+09,7.041e+09,4.67e+08,4.7e+07,2.884e+09,1.008e+09,1.876e+09,1.0439e+10,9.026e+09,2.014e+09,1.574e+09,1.104e+10,2.1479e+10,5.82e+08,5.44e+08,1.2618e+10,5.2e+07,1.3252e+10,1.3252e+10,3.4731e+10,5.4e+08,3.76e+08,1.2e+07,1.064e+09,1.992e+09,-1.9e+08,5e+06,8.9e+07,-8.4e+07,-5e+06,-2.63e+08,-1.78e+08,-1.1e+07,-1.006e+09,5e+06,-1.19e+09,5.39e+08,5.39e+08,1e+06,5.4e+08,1.357e+09,9.073e+09,2.559e+09,0.34803,0.07495,0.04126,0.04075,0.01555,4.73889,1.12904,1.62081,0.26124,0.49632,0.49541,12.02941,12.18015,2.35202,0.1636,7,0.0295,0.10514,0.32963,5.80251,8.0265
"14","2013_Q3",38.87,"Up",1.5712e+10,-1.0315e+10,5.397e+09,-3.78e+09,-3.413e+09,-3.67e+08,1.617e+09,-1.1e+08,-1.1e+08,1.507e+09,1.507e+09,-5.65e+08,9.42e+08,9.42e+08,9.42e+08,9.42e+08,1.274e+09,1.085e+09,1.89e+08,9.106e+09,3.09e+08,3.09e+08,1.0689e+10,2.0969e+10,2.0969e+10,3.06e+08,1.444e+09,2.24e+08,1.22e+09,2.2719e+10,3.3408e+10,6.315e+09,5.664e+09,6.51e+08,4.7e+07,2.978e+09,9.85e+08,1.993e+09,9.34e+09,9.015e+09,1.991e+09,1.601e+09,1.1006e+10,2.0346e+10,5.32e+08,5.32e+08,1.2504e+10,2.6e+07,1.3062e+10,1.3062e+10,3.3408e+10,9.42e+08,3.91e+08,1.5e+07,16000000.0000002,1.364e+09,-1.39e+08,-8.4e+07,1.35e+08,-2.19e+08,8e+06,-2.55e+08,-1.74e+08,-1.1e+07,-9.21e+08,3e+06,-1.103e+09,6e+06,6000000.00000012,-2e+06,4e+06,2.008e+09,9.062e+09,2.45e+09,0.3435,0.10291,0.05995,0.07212,0.0282,2.60085,1.14443,1.55765,0.27125,0.88285,0.88202,14.7254,12.2418,2.29616,0.16307,7,0.04628,0.1016,0.18471,3.87849,4.81633
"15","2013_Q4",41.77046875,"Up",1.2957e+10,-8.475e+09,4.482e+09,-3.558e+09,-3.185e+09,-3.73e+08,9.24e+08,-1.25e+08,-1.25e+08,7.99e+08,7.99e+08,-3.01e+08,4.98e+08,4.98e+08,4.98e+08,4.98e+08,1.216e+09,1.101e+09,1.15e+08,9.593e+09,3.36e+08,3.36e+08,1.1145e+10,2.0973e+10,2.0973e+10,4.39e+08,1.52e+09,2.2e+08,1.3e+09,2.2932e+10,3.4077e+10,6.481e+09,5.776e+09,7.05e+08,5.1e+07,2.871e+09,9.44e+08,1.927e+09,9.403e+09,1.009e+10,1.933e+09,1.611e+09,1.2023e+10,2.1426e+10,5.25e+08,5.25e+08,1.2103e+10,2.3e+07,1.2651e+10,1.2651e+10,3.4077e+10,4.98e+08,4e+08,-1.1e+07,-3.84e+08,5.03e+08,-2.19e+08,-6e+07,1.67e+08,-2.27e+08,1e+06,-5.05e+08,-1.91e+08,9.73e+08,-7.53e+08,-9e+06,2e+07,1.8e+07,1.8e+07,-2e+06,1.6e+07,1.324e+09,1.0141e+10,1.022e+09,0.34591,0.07131,0.03843,0.03936,0.01461,2.05221,1.18526,1.69362,0.29759,0.47564,0.47474,12.37536,12.08309,0.97612,0.18243,7,0.02787,0.04133,0.38353,6.74094,9.65909
"16","2014_Q1",41.6460655737705,"Down",1.166e+10,-7.618e+09,4.042e+09,-3.415e+09,-3.045e+09,-3.7e+08,6.27e+08,-1.28e+08,-1.28e+08,4.99e+08,4.99e+08,-1.93e+08,3.06e+08,3.06e+08,3.06e+08,3.06e+08,5.76e+08,3.91e+08,1.85e+08,9.127e+09,3.41e+08,3.41e+08,1.0044e+10,2.0834e+10,2.0834e+10,2.79e+08,1.575e+09,2.52e+08,1.323e+09,2.2688e+10,3.2732e+10,5.793e+09,5.008e+09,7.85e+08,4.35e+08,2.648e+09,8.92e+08,1.756e+09,8.876e+09,1.0086e+10,1.917e+09,1.626e+09,1.2003e+10,2.0879e+10,5.15e+08,5.15e+08,1.1355e+10,-1.7e+07,1.1853e+10,1.1853e+10,3.2732e+10,3.06e+08,3.95e+08,3.8e+07,-4.87e+08,2.52e+08,-3.17e+08,8.9e+07,3.18e+08,-2.29e+08,1e+06,-2.63e+08,-1.9e+08,3.73e+08,-8.65e+08,-1.4e+07,-6.96e+08,-7.07e+08,-7.07e+08,-3e+06,-7.1e+08,1.022e+09,1.0521e+10,4.11e+08,0.34666,0.05377,0.02624,0.02582,0.00935,1.34314,1.13159,1.76149,0.32143,0.29594,0.29508,11.2766,11.46325,0.39749,0.18375,6,0.02042,0.01692,0.62092,9.73092,15.86124
"17","2014_Q2",40.3955555555556,"Down",1.3403e+10,-8.645e+09,4.758e+09,-3.692e+09,-3.319e+09,-3.73e+08,1.066e+09,-1.24e+08,-1.24e+08,9.42e+08,9.42e+08,-3.18e+08,6.24e+08,6.24e+08,6.24e+08,6.24e+08,7.68e+08,6.58e+08,1.1e+08,1.0515e+10,3.86e+08,3.86e+08,1.1669e+10,2.0617e+10,2.0617e+10,3.6e+08,1.583e+09,2.83e+08,1.3e+09,2.256e+10,3.4229e+10,7.552e+09,7.051e+09,5.01e+08,4.7e+07,3.215e+09,1.055e+09,2.16e+09,1.0814e+10,1.008e+10,1.853e+09,1.592e+09,1.1933e+10,2.2747e+10,5.06e+08,5.06e+08,1.0985e+10,-9e+06,1.1482e+10,1.1482e+10,3.4229e+10,6.24e+08,3.98e+08,2e+06,9.7e+08,1.994e+09,-1.78e+08,-6e+06,1.57e+08,-1.63e+08,-5e+06,-2.8e+08,-1.86e+08,-3.98e+08,-8.86e+08,2.3e+07,-1.447e+09,2.67e+08,2.67e+08,0,2.67e+08,1.464e+09,1.0127e+10,2.574e+09,0.355,0.07953,0.04656,0.05435,0.01823,4.125,1.07906,1.9811,0.29586,0.61478,0.61357,13.20493,11.31232,2.53596,0.18325,7,0.03452,0.10971,0.29808,6.39276,8.77955
"18","2014_Q3",43.97875,"Up",1.6598e+10,-1.0863e+10,5.735e+09,-3.915e+09,-3.54e+09,-3.75e+08,1.82e+09,-1.26e+08,-1.26e+08,1.694e+09,1.694e+09,-6.55e+08,1.039e+09,1.039e+09,1.039e+09,1.039e+09,1.129e+09,1.039e+09,9e+07,9.315e+09,3.55e+08,3.55e+08,1.0799e+10,2.0368e+10,2.0368e+10,3.82e+08,1.588e+09,2.76e+08,1.312e+09,2.2338e+10,3.3137e+10,6.826e+09,6.191e+09,6.35e+08,5.4e+07,3.133e+09,1.039e+09,2.094e+09,1.0013e+10,1.0063e+10,1.821e+09,1.634e+09,1.1884e+10,2.1897e+10,4.96e+08,4.96e+08,1.0749e+10,-5e+06,1.124e+10,1.124e+10,3.3137e+10,1.039e+09,4e+08,-2.6e+07,5.16e+08,1.929e+09,-1.82e+08,-1e+06,1.36e+08,-1.37e+08,-2e+06,-2.45e+08,-1.83e+08,-12999999.9999999,-1.097e+09,-1.1e+07,-1.304e+09,3.8e+08,3.8e+08,1e+06,3.81e+08,2.22e+09,1.0117e+10,3.209e+09,0.34552,0.10965,0.0626,0.09244,0.03135,3.08855,1.0785,1.94813,0.30531,1.04422,1.04317,16.68141,11.29648,3.22513,0.18392,7,0.05272,0.13845,0.17613,4.04865,4.93846
"19","2014_Q4",52.34015625,"Up",1.3681e+10,-8.963e+09,4.718e+09,-3.631e+09,-3.256e+09,-3.75e+08,1.087e+09,-1.34e+08,-1.34e+08,9.53e+08,9.53e+08,-3.68e+08,5.85e+08,5.85e+08,5.85e+08,5.85e+08,1.773e+09,1.562e+09,2.11e+08,9.762e+09,3.34e+08,3.34e+08,1.1869e+10,2.018e+10,2.018e+10,3.95e+08,1.588e+09,2.61e+08,1.327e+09,2.2163e+10,3.4032e+10,7.135e+09,6.459e+09,6.76e+08,5.51e+08,3.118e+09,1.029e+09,2.089e+09,1.0804e+10,1.0806e+10,1.692e+09,1.6e+09,1.2498e+10,2.3302e+10,4.87e+08,4.87e+08,1.0271e+10,-2.8e+07,1.073e+10,1.073e+10,3.4032e+10,5.85e+08,4.01e+08,-2.2e+07,-2.03e+08,7.61e+08,-1.83e+08,-1.35e+08,1.65e+08,-3e+08,1e+06,-3.62e+08,-2.28e+08,1.228e+09,-8.77e+08,4e+06,1.27e+08,5.26e+08,5.26e+08,-3e+06,5.23e+08,1.488e+09,1.1357e+10,1.47e+09,0.34486,0.07945,0.04276,0.05452,0.01719,2.51282,1.09857,2.17167,0.33372,0.59816,0.59694,13.98875,10.97137,1.50307,0.23313,6,0.03419,0.06182,0.38974,6.44086,8.81693
"20","2015_Q1",62.9006557377049,"Up",1.2541e+10,-8.194e+09,4.347e+09,-3.528e+09,-3.157e+09,-3.71e+08,8.19e+08,-1.32e+08,-1.32e+08,6.87e+08,6.87e+08,-2.37e+08,4.5e+08,4.5e+08,4.5e+08,4.5e+08,5.91e+08,4.66e+08,1.25e+08,8.911e+09,3.49e+08,3.49e+08,9.851e+09,2.0034e+10,2.0034e+10,3.54e+08,1.482e+09,1.33e+08,1.349e+09,2.187e+10,3.1721e+10,5.897e+09,5.124e+09,7.73e+08,5.52e+08,2.899e+09,9.79e+08,1.92e+09,9.348e+09,1.0806e+10,1.599e+09,1.599e+09,1.2405e+10,2.1753e+10,4.8e+08,4.8e+08,9.591e+09,-1.03e+08,9.968e+09,9.968e+09,3.1721e+10,4.5e+08,3.87e+08,1.23e+08,-7.15e+08,2.45e+08,-2.85e+08,1.27e+08,3.47e+08,-2.2e+08,2e+06,-2.01e+08,-2.25e+08,-11999999.9999998,-9.08e+08,8e+06,-1.137e+09,-1.093e+09,-1.093e+09,-3e+06,-1.096e+09,1.206e+09,1.1358e+10,4.43e+08,0.34662,0.06531,0.03588,0.04514,0.01419,0.98444,1.05381,2.18228,0.35806,0.4668,0.46536,13.00934,10.34025,0.45954,0.2334,5,0.02944,0.01932,0.5,8.92786,13.14652
"21","2015_Q2",62.755873015873,"Down",1.4129e+10,-9.117e+09,5.012e+09,-3.78e+09,-3.415e+09,-3.65e+08,1.232e+09,-1.34e+08,-1.34e+08,1.098e+09,1.098e+09,-4.25e+08,6.73e+08,6.73e+08,6.73e+08,6.73e+08,1.529e+09,1.434e+09,9.5e+07,1.0614e+10,3.93e+08,3.93e+08,1.2536e+10,1.9892e+10,1.9892e+10,3.84e+08,1.503e+09,1.6e+08,1.343e+09,2.1779e+10,3.4315e+10,8.578e+09,8.023e+09,5.55e+08,1.026e+09,3.366e+09,1.153e+09,2.213e+09,1.297e+10,1.0324e+10,1.544e+09,1.544e+09,1.1868e+10,2.4838e+10,4.73e+08,4.73e+08,9.085e+09,-8.1e+07,9.477e+09,9.477e+09,3.4315e+10,6.73e+08,3.91e+08,1.5e+07,1.399e+09,2.478e+09,-2.29e+08,-1e+06,6.4e+07,-6.5e+07,0,-2.41e+08,-2.22e+08,-1e+07,-1.088e+09,5e+07,-1.27e+09,9.67e+08,9.67e+08,1e+06,9.68e+08,1.623e+09,1.135e+10,3.218e+09,0.35473,0.0872,0.04763,0.07101,0.01961,4.78158,0.96654,2.62087,0.33076,0.70842,0.70693,14.87263,9.97579,3.38737,0.23368,6,0.04001,0.14385,0.32987,6.05114,7.97159
"22","2015_Q3",60.76625,"Down",1.7349e+10,-1.1369e+10,5.98e+09,-4.008e+09,-3.632e+09,-3.76e+08,1.972e+09,-1.33e+08,-1.33e+08,1.839e+09,1.839e+09,-7.13e+08,1.126e+09,1.126e+09,1.126e+09,1.126e+09,1.089e+09,9.01e+08,1.88e+08,9.704e+09,3.22e+08,3.22e+08,1.1115e+10,1.9751e+10,1.9751e+10,4.12e+08,1.458e+09,2.54e+08,1.05e+09,2.1621e+10,3.2736e+10,7.79e+09,7.123e+09,6.67e+08,1.014e+09,3.337e+09,1.146e+09,2.191e+09,1.2141e+10,1.0336e+10,1.572e+09,1.572e+09,1.1908e+10,2.4049e+10,4.64e+08,4.64e+08,8.533e+09,-3.1e+08,8.687e+09,8.687e+09,3.2736e+10,1.126e+09,4e+08,-1.2e+07,1.72e+08,1.686e+09,-3.21e+08,-1.21e+08,3.02e+08,-4.23e+08,-2.5e+07,-4.95e+08,-2.18e+08,-2.1e+07,-1.479e+09,0,-1.718e+09,-5.27e+08,-5.27e+08,-6e+06,-5.33e+08,2.372e+09,1.135e+10,2.936e+09,0.34469,0.11367,0.0649,0.12962,0.0344,2.60746,0.91549,2.76839,0.34671,1.20945,1.20686,18.6348,9.33083,3.1536,0.23416,6,0.0622,0.13587,0.19361,4.32589,5.20335
"23","2015_Q4",65.86796875,"Up",1.436e+10,-9.37e+09,4.99e+09,-3.661e+09,-3.287e+09,-3.74e+08,1.329e+09,-1.42e+08,-1.42e+08,1.187e+09,1.187e+09,-4.51e+08,7.36e+08,7.36e+08,7.36e+08,7.36e+08,1.385e+09,1.227e+09,1.58e+08,1.0434e+10,3.21e+08,3.21e+08,1.214e+10,1.9655e+10,1.9655e+10,3.82e+08,1.467e+09,2.95e+08,1.018e+09,2.1504e+10,3.3644e+10,8.023e+09,7.338e+09,6.85e+08,1.058e+09,3.081e+09,1.084e+09,1.997e+09,1.2162e+10,1.153e+10,1.574e+09,1.574e+09,1.3104e+10,2.5266e+10,4.59e+08,4.59e+08,8.298e+09,-3.79e+08,8.378e+09,8.378e+09,3.3644e+10,7.36e+08,4.01e+08,6e+06,-7.61e+08,3.82e+08,-2.43e+08,6e+07,2.22e+08,-1.62e+08,0,-2.5e+08,-2.6e+08,1.208e+09,-7.46e+08,-4e+06,1.98e+08,3.3e+08,3.3e+08,-4e+06,3.26e+08,1.73e+09,1.2588e+10,1.177e+09,0.34749,0.09255,0.05125,0.08785,0.02188,1.59918,0.99819,3.01576,0.37415,0.80174,0.79913,15.6427,9.12636,1.28214,0.28322,6,0.04419,0.05222,0.35326,6.47572,8.42965
"24","2016_Q1",62.8452459016393,"Down",1.3236e+10,-8.648e+09,4.588e+09,-4.15e+09,-3.771e+09,-3.79e+08,4.38e+08,-1.43e+08,-1.43e+08,2.95e+08,2.95e+08,-2.84e+08,1.1e+07,1.1e+07,1.1e+07,1.1e+07,7.12e+08,4.05e+08,3.07e+08,9.458e+09,3.91e+08,3.91e+08,1.0561e+10,1.9577e+10,1.9577e+10,2.22e+08,9.06e+08,2.41e+08,5.11e+08,2.0705e+10,3.1266e+10,6.453e+09,5.633e+09,8.2e+08,1.104e+09,2.935e+09,1.078e+09,1.857e+09,1.0492e+10,1.1545e+10,1.575e+09,1.575e+09,1.312e+10,2.3612e+10,4.55e+08,4.55e+08,7.593e+09,-3.94e+08,7.654e+09,7.654e+09,3.1266e+10,1.1e+07,3.95e+08,6.64e+08,-8.32e+08,2.38e+08,-3.47e+08,1.2e+07,2.96e+08,-2.84e+08,-3e+06,-3.57e+08,-2.57e+08,3.2e+07,-4.87e+08,9e+06,-7.03e+08,-8.22e+08,-8.22e+08,0,-8.22e+08,8.33e+08,1.2649e+10,-6.2e+07,0.34663,0.03309,0.000829999999999997,0.00144,0.00035,-5.63636,1.00658,3.08492,0.40456,0.0121000000000001,0.01209,14.56106,8.42024,-0.0682100000000001,0.28273,6,0.01225,-0.00283,23.36364,14.33013,27.25342
"25","2016_Q2",69.15265625,"Up",1.5234e+10,-9.897e+09,5.337e+09,-3.751e+09,-3.391e+09,-3.6e+08,1.586e+09,-1.56e+08,-1.56e+08,1.43e+09,1.43e+09,-5.46e+08,8.84e+08,8.84e+08,8.84e+08,8.84e+08,4.735e+09,4.561e+09,1.74e+08,1.1055e+10,6.83e+08,6.83e+08,1.6473e+10,1.9463e+10,1.9463e+10,4e+08,8.41e+08,1.54e+08,5.33e+08,2.0704e+10,3.7177e+10,9.436e+09,8.821e+09,6.15e+08,1.083e+09,3.602e+09,1.233e+09,2.369e+09,1.4121e+10,1.4322e+10,1.522e+09,1.522e+09,1.5844e+10,2.9965e+10,4.47e+08,4.47e+08,7.074e+09,-3.09e+08,7.212e+09,7.212e+09,3.7177e+10,8.84e+08,3.83e+08,9.1e+07,1.862e+09,3.22e+09,-1.97e+08,-4.6e+07,2.64e+08,-3.1e+08,-1.06e+08,-3.49e+08,-2.55e+08,2.739e+09,-1.233e+09,3.3e+07,1.284e+09,4.155e+09,4.155e+09,1e+06,4.156e+09,1.969e+09,1.5405e+10,4.18e+09,0.35033,0.10411,0.05803,0.12257,0.02378,4.72851,1.16656,4.15488,0.41437,0.98551,0.98331,16.98328,8.04013,4.65998,0.28428,7,0.04719,0.17316,0.28846,5.41899,6.72762
"26","2016_Q3",69.81984375,"Up",1.826e+10,-1.1971e+10,6.289e+09,-4.237e+09,-3.866e+09,-3.71e+08,2.052e+09,-1.67e+08,-1.67e+08,1.885e+09,1.885e+09,-7.18e+08,1.167e+09,1.167e+09,1.167e+09,1.167e+09,2.156e+09,1.988e+09,1.68e+08,1.0604e+10,5.91e+08,5.91e+08,1.3351e+10,2.0274e+10,2.0274e+10,6.04e+08,2.242e+09,2.5e+08,9.18e+08,2.312e+10,3.6471e+10,8.446e+09,7.696e+09,7.5e+08,1.193e+09,3.544e+09,1.285e+09,2.259e+09,1.3183e+10,1.4618e+10,1.648e+09,1.648e+09,1.6266e+10,2.9449e+10,4.4e+08,4.4e+08,6.839e+09,-3.66e+08,6.913e+09,7.022e+09,3.6471e+10,1.167e+09,3.95e+08,-1.13e+08,-41000000.0000005,1.408e+09,-2.76e+08,-1.98e+08,1.67e+08,-3.65e+08,1.73e+08,-2.585e+09,-2.51e+08,-1.1e+07,-1.139e+09,7e+06,-1.394e+09,-2.571e+09,-2.571e+09,-2e+06,-2.573e+09,2.447e+09,1.5811e+10,2.848e+09,0.34441,0.11238,0.06391,0.16619,0.032,2.44045,1.01274,4.19382,0.43352,1.32163,1.31864,20.6795,7.82899,3.22537,0.28426,6,0.05792,0.11634,0.215079999999996,5.5803,6.65448
"27","2016_Q4",63.8260317460317,"Down",1.5739e+10,-1.0333e+10,5.406e+09,-4.467e+09,-4.083e+09,-3.84e+08,9.39e+08,-1.63e+08,-1.63e+08,7.76e+08,7.76e+08,-3.97e+08,3.79e+08,3.79e+08,3.79e+08,3.79e+08,1.083e+09,9.6e+08,1.23e+08,1.099e+10,6.55e+08,6.55e+08,1.2728e+10,2.0037e+10,2.0037e+10,4.36e+08,2.169e+09,3.31e+08,8.04e+08,2.2642e+10,3.537e+10,8.54e+09,7.836e+09,7.04e+08,8e+08,3.293e+09,1.258e+09,2.035e+09,1.2633e+10,1.4395e+10,1.634e+09,1.634e+09,1.6029e+10,2.8662e+10,4.37e+08,4.37e+08,6.376e+09,-2.14e+08,6.599e+09,6.708e+09,3.537e+10,3.79e+08,4.12e+08,4.51e+08,-6.01e+08,6.41e+08,-3.19e+08,2.13e+08,5.56e+08,-3.43e+08,-1.2e+07,-1.18e+08,-3.09e+08,-6.51e+08,-5.94e+08,8e+06,-1.546e+09,-1.023e+09,-1.023e+09,-5e+06,-1.028e+09,1.351e+09,1.5195e+10,8.28e+08,0.34348,0.05966,0.02408,0.0565,0.01072,2.1847,1.00752,4.27281,0.4296,0.43414,0.43364,18.02864,7.55899,0.94845,0.35395,6,0.02923,0.03518,0.8153,10.4456,15.02875
"28","2017_Q1",69.3740322580645,"Up",1.5784e+10,-1.0352e+10,5.432e+09,-4.163e+09,-3.789e+09,-3.74e+08,1.269e+09,-1.59e+08,-1.59e+08,1.11e+09,1.11e+09,-4.47e+08,6.63e+08,6.63e+08,6.63e+08,6.63e+08,6.58e+08,5.58e+08,1e+08,1.0458e+10,8.84e+08,8.84e+08,1.2e+10,1.9949e+10,1.9949e+10,3.66e+08,2.093e+09,2.22e+08,7.89e+08,2.2408e+10,3.4408e+10,7.441e+09,6.651e+09,7.9e+08,1.305e+09,3.228e+09,1.253e+09,1.975e+09,1.1974e+10,1.4394e+10,1.606e+09,1.606e+09,1.6e+10,2.7974e+10,4.33e+08,4.33e+08,6.241e+09,-2.4e+08,6.434e+09,6.434e+09,3.4408e+10,6.63e+08,4e+08,1.34e+08,-8.49e+08,3.48e+08,-3.38e+08,93000000.0000001,2.67e+08,-1.74e+08,8e+06,-3.09e+08,-3.06e+08,4.83e+08,-4.9e+08,-1.23e+08,-4.36e+08,-3.97e+08,-3.97e+08,-5e+06,-4.02e+08,1.669e+09,1.5699e+10,9.29e+08,0.34415,0.0804,0.042,0.10305,0.01927,1.40121,1.00217,4.34784,0.45626,0.76471,0.76559,18.20531,7.42099,1.07151,0.35294,5,0.04082,0.03913,0.46154,9.01198,11.85264
"29","2017_Q2",74.39,"Up",1.686e+10,-1.106e+10,5.8e+09,-4.241e+09,-3.876e+09,-3.65e+08,1.559e+09,-1.61e+08,-1.61e+08,1.398e+09,9.34e+08,-3.32e+08,6.02e+08,6.02e+08,6.02e+08,6.02e+08,2.047e+09,1.963e+09,8.4e+07,1.2254e+10,9.75e+08,9.75e+08,1.5276e+10,1.9748e+10,1.9748e+10,4.77e+08,2.112e+09,2.72e+08,7.59e+08,2.2337e+10,3.7613e+10,1.063e+10,9.905e+09,7.25e+08,2.95e+08,3.761e+09,1.415e+09,2.346e+09,1.4686e+10,1.577e+10,1.626e+09,1.626e+09,1.7396e+10,3.2082e+10,4.26e+08,4.26e+08,5.346e+09,-2.41e+08,5.531e+09,5.531e+09,3.7613e+10,6.02e+08,3.89e+08,4.44e+08,1.86e+09,3.295e+09,-1.96e+08,-9.4e+07,5.9e+07,-1.53e+08,-1e+06,-2.91e+08,-3.04e+08,-1.01e+08,-1.199e+09,-1e+06,-1.605e+09,1.399e+09,1.399e+09,6e+06,1.405e+09,1.948e+09,1.6065e+10,3.944e+09,0.34401,0.09247,0.03571,0.10884,0.01601,6.5515,1.04017,5.8004,0.42711,0.70245,0.70163,19.67328,6.45391,4.6021,0.35473,5,0.03901,0.16984,0.50498,7.1961,8.99166
