"","YQ","p","d","revenue","sales_services_revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","income_taxes_receivable","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","change_in_working_capital","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",25.9811290322581,"Down",884032000,884016000,-483163000,400869000,-221945000,-26858000,-195087000,178924000,-24082000,-25635000,1553000,154842000,154842000,-25162000,129680000,129680000,114774000,114774000,218467000,218467000,791408000,791408000,294617000,176077000,118540000,1304492000,12812144000,16637626000,-3825482000,343770000,343770000,13155914000,14460406000,697942000,298363000,276146000,144267000,144267000,842209000,4639429000,589446000,235851000,353595000,5228875000,6071084000,785689000,6938434000,-72077000,7631060000,8389322000,14460406000,129680000,195087000,2617000,10942000,-8325000,68174000,68174000,395558000,-617909000,-617909000,-617909000,1.95e+08,4388000,165525000,-56826000,-56826000,-56826000,374011000,4639429000,-150562000,0.45346,0.2024,0.12983,0.01368,0.00794,-1.31181,1.54889,0.72367,0.32084,0.45426,0.45372,3.49891,30.203,-0.59591,0.01087,-0.01106,11.82041,24.7086
"12","2013_Q1",27.458,"Up",-379946000,-379700000,355616000,-24330000,84871000,-24602000,109473000,60541000,-29942000,-28980000,-962000,30599000,28560000,-2076000,26484000,134439000,127577000,127577000,282092000,282092000,743673000,743673000,279560000,167137000,112423000,1305325000,13025972000,16971666000,-3945694000,276477000,276477000,13302449000,14607774000,684501000,350147000,267985000,226948000,226948000,911449000,4634375000,573660000,226045000,347615000,5208035000,6119484000,793661000,7066023000,-115449000,7723166000,8488290000,14607774000,134439000,208842000,5158000,7148000,-4029000,101750000,101750000,450189000,-348705000,-348705000,-348705000,-5192000.00000009,617000.000000001,-37859000,63625000,63625000,63625000,269383000,4634375000,24504000.0000001,0.06404,-0.15934,-0.33578,0.01503,0.00873,0.19207,1.43214,0.72093,0.31725,0.50481,0.50427,-1.50341,30.55981,0.0969600000000003,0.01174,0.00179,16.15649,71.88984
"13","2013_Q2",28.01578125,"Up",970975000,970965000,-507297000,463678000,-231725000,-25569000,-206156000,231953000,-27726000,-27301000,-425000,204227000,202065000,-34352000,167713000,167713000,150060000,150060000,214528000,214528000,887759000,887759000,326278000,210558000,115720000,1428565000,13184865000,17329558000,-4144693000,276528000,276528000,13461393000,14889958000,642978000,319674000,266263000,169207000,169207000,812185000,4844193000,570895000,223500000,347395000,5415088000,6227273000,804289000,7215777000,-112352000,7879908000,8662685000,14889958000,167713000,206156000,7420000,10155000,-2735000,-178737000,-178737000,202552000,-438302000,-438302000,-438302000,209680000,-1422000,168186000,-67564000,-67564000,-67564000,438109000,4844193000,-144578000,0.47754,0.23889,0.15455,0.01732,0.01008,-0.96347,1.75892,0.71886,0.32533,0.59295,0.59232,3.83674,31.1369,-0.57129,0.01303,-0.01027,10.56738,19.9595
"14","2013_Q3",28.61125,"Up",1017385000,1017318000,-520021000,497364000,-239439000,-26850000,-212589000,257925000,-23710000,-24665000,955000,234215000,230150000,-36824000,193326000,193326000,176620000,176620000,166207000,166207000,834576000,834576000,343443000,195162000,148281000,1344226000,13844336000,18198504000,-4354168000,277524000,277524000,14121860000,15466086000,917644000,344468000,249501000,168946000,168946000,1086590000,5276304000,542892000,218513000,324379000,5819196000,6905786000,816061000,7135980000,-116429000,7807466000,8560300000,15466086000,193326000,212589000,5410000,10180000,-4770000,32188000,32188000,443513000,-845056000,-845056000,-845056000,431973000,-45074000,353222000,-48321000,-48321000,-48321000,470514000,5276304000,-305530000,0.48887,0.25352,0.1736,0.02063,0.01142,-1.72987,1.23711,0.80672,0.34115,0.69729,0.69657,4.0166,30.82361,-1.20622,0.0146,-0.02125,10.86067,19.81234
"15","2013_Q4",28.081875,"Down",-175306000,-175240000,142841000,-32465000,14566000,-33777000,48343000,-17899000,-21448000,-23149000,1701000,-39347000,29559000,-3165000,26394000,300459000,281957000,281957000,178370000,178370000,865746000,865746000,330887000,187252000,143635000,1375003000,14072457000,18606931000,-4534474000,281871000,281871000,14354328000,15729331000,782164000,318013000,271799000,202422000,202422000,984586000,5307838000,580091000,187648000,392443000,5887929000,6872515000,829879000,7417890000,-110583000,8108559000,8856816000,15729331000,300459000,223711000,-52820000,13136000,-33895000,44239000,44239000,515589000,-447315000,-508315000,-447315000,31402000,-22917000,-56111000,12163000,12163000,12163000,205812000,5307838000,-194099000,0.18519,0.1021,-1.60837,0.03184,0.01793,-0.6884,1.39653,0.77596,0.33745,1.11288,1.11172,-0.69193,32.00435,-0.76611,0.02347,-0.01316,24.92308,-286.57847
"16","2014_Q1",24.1729508196721,"Down",725089000,725089000,-346298000,378791000,-172912000,-31801000,-141111000,205879000,-29232000,-31185000,1953000,176647000,176647000,-17776000,158871000,188908000,174060000,174060000,114458000,114458000,949069000,949069000,327408000,187139000,140269000,1390935000,14558090000,19198767000,-4640677000,268932000,268932000,14827022000,16217957000,751743000,347214000,276280000,300172000,300172000,1051915000,5556251000,559763000,225455000,334308000,6116014000,7167929000,812820000,7591927000,-82164000,8322583000,9050028000,16217957000,188908000,236966000,75697000,10149000,25445000,39092000,39092000,540663000,-754434000,-754434000,-754434000,248278000,-34198000,149859000,-63912000,-63912000,-63912000,442845000,5556251000,-254721000,0.52241,0.28394,0.24005,0.01923,0.01073,-1.46341,1.32229,0.79203,0.3426,0.68683,0.68618,2.86115,32.84029,-1.00511,0.01571,-0.0168,12.28826,26.432
"17","2014_Q2",23.8088888888889,"Down",795187000,795187000,-374384000,420803000,-171835000,-25637000,-146198000,248968000,-41660000,-40392000,-1268000,207308000,207308000,-35578000,171730000,273242000,256326000,256326000,114735000,114735000,877127000,877127000,379674000,243941000,135733000,1371536000,14825569000,19691578000,-4866009000,247392000,247392000,15072961000,16444497000,678723000,323593000,290550000,215792000,215792000,894515000,5728782000,538488000,221380000,317108000,6267270000,7161785000,817410000,7815082000,-74446000,8558046000,9282712000,16444497000,273242000,245905000,9767000,13022000,-3255000,-23118000,-23118000,505796000,-560788000,-560788000,-560788000,172402000,-20293000,55269000,277000,277000,277000,494873000,5728782000,-53455000,0.52919,0.31309,0.32235,0.02761,0.01559,-0.20854,1.53327,0.77152,0.34837,1.0094,1.00886,3.1314,33.70106,-0.2105,0.02271,-0.00344,11.34442,22.54927
"18","2014_Q3",23.6090625,"Down",803781000,803781000,-388634000,415147000,-179942000,-27080000,-152862000,235205000,-37712000,-36351000,-1361000,197493000,197493000,-34265000,163228000,257462000,234559000,234559000,140537000,140537000,889942000,889942000,381597000,233252000,148345000,1412076000,15273529000,20391892000,-5118363000,304295000,304295000,15577824000,16989900000,642147000,365961000,276186000,258667000,258667000,900814000,6013946000,572307000,233419000,338888000,6586253000,7487067000,831422000,8017321000,-71264000,8777479000,9502833000,16989900000,257462000,254394000,26877000,13495000,13382000,-12706000,-12706000,526027000,-667429000,-667429000,-667429000,285070000,-20965999.9999999,167204000,25802000,25802000,25802000,489599000,6013946000,-156271000,0.51649,0.29262,0.29182,0.02468,0.01381,-0.666229999999999,1.56756,0.78788,0.35397,0.92259,0.92224,3.1615,34.52438,-0.61466,0.0206,-0.00971,11.99637,24.97145
"19","2014_Q4",17.029375,"Down",828796000,828795000,-399315000,429481000,-185848000,-24602000,-161246000,243633000,-34991000,-37751000,2760000,208642000,208642000,-40782000,167860000,147646000,127175000,127175000,68354000,68354000,610134000,610134000,352557000,226262000,126295000,1031045000,12633666000,15304758000,-2671092000,285486000,285486000,12919152000,13950197000,485536000,267811000,217725000,170474000,170474000,656010000,4737081000,455387000,165750000,289637000,5192468000,5848478000,789897000,6634194000,-45768000,7378323000,8101719000,13950197000,147646000,196081000,24168000,10915000,13253000,-11420000,-11420000,356475000,-571744000,-571744000,-571744000,-1276961000,1569651000,143086000,-72183000,-72183000,-72183000,439714000,4737081000,-102668000,0.5182,0.29396,0.15345,0.0157,0.00912,-0.8073,1.57169,0.72188,0.33957,0.501,0.50079,3.26501,29.0666,-0.40446,0.01686,-0.00772,10.61764,19.16295
"20","2015_Q1",14.7737704918033,"Down",804740000,804740000,-404557000,400183000,-196619000,-29452000,-167167000,203564000,-42114000,-40685000,-1429000,161450000,-583978000,3974000,-580004000,-595034000,-609569000,-609569000,68510000,68510000,569096000,569096000,290956000,183466000,107490000,928562000,12112509000,14442922000,-2330413000,245751000,245751000,12358260000,13286822000,524103000,265389000,196750000,144571000,144571000,668674000,4869020000,462094000,120589000,341505000,5331114000,5999788000,698113000,5936035000,-69418000,6564730000,7287034000,13286822000,-595034000,167167000,720006000,8957000,-34379000,97771000,97771000,389910000,-309307000,-309307000,-309307000,131842000,-14909000,-80447000,156000,156000,156000,370731000,4869020000,155221000,0.49728,0.25296,-0.75747,-0.08365,-0.04588,-0.25464,1.38866,0.82335,0.36645,-2.44205,-2.44537,3.22394,26.29953,0.62184,-0.04071,0.0123,12.94877,23.58231
"21","2015_Q2",15.378253968254,"Up",804342000,804342000,-341907000,462435000,-178076000,-23938000,-154138000,284359000,-42462000,-49044000,6582000,241897000,241897000,-43447000,198450000,198450000,178403000,178403000,82203000,82203000,594720000,594720000,185440000,125697000,59743000,862363000,12046683000,14529740000,-2483057000,248927000,248927000,12295610000,13157973000,464253000,246539000,198033000,121170000,121170000,585423000,4862361000,437791000,111122000,326669000,5300152000,5885575000,602614000,6021583000,-74781000,6549416000,7272398000,13157973000,198450000,154138000,1236000,11400000,-10164000,14758000,14758000,368582000,-118317000,-118317000,-118317000,-6769000,-36318000,-236572000,13693000,13693000,13693000,438497000,4862361000,378385000,0.57492,0.35353,0.2218,0.02453,0.01356,2.12096,1.47306,0.8093,0.36954,0.73512,0.73512,3.31435,26.98731,1.55916,0.02158,0.0301,10.90123,16.81029
"22","2015_Q3",12.03609375,"Down",793555000,793555000,-336859000,456696000,-181547000,-22424000,-159123000,275149000,-57896000,-57465000,-431000,217253000,217253000,-39405000,177848000,177848000,159031000,159031000,247683000,247683000,540423000,540423000,222198000,161634000,60564000,1010304000,11970445000,14610963000,-2640518000,223967000,223967000,12194412000,13204716000,492365000,220475000,191590000,111529000,111529000,953894000,4488541000,414883000,104402000,310481000,4903424000,5857318000,612087000,6087800000,-69173000,6630714000,7347398000,13204716000,177848000,159123000,2599000,9747000,-7148000,59726000,59726000,399296000,-90374000,-90374000,-90374000,-23998000,-26630000.0000001,-143442000,165480000,165480000,165480000,434272000,4838541000,443029000,0.57551,0.34673,0.2004,0.02164,0.01204,2.7858,1.05914,0.7972,0.36643,0.65725,0.65725,3.27961,27.40349,1.83096,0.01999,0.03516,10.57139,16.68499
"23","2015_Q4",12.25984375,"Up",896671000,896671000,-310850000,585821000,-175848000,-15196000,-160652000,409973000,-23753000,-54687000,30934000,386220000,386220000,-41789000,344431000,344431000,325807000,325807000,164430000,164430000,530401000,530401000,241046000,174194000,66852000,935877000,11918667000,14717312000,-2798645000,203474000,203474000,12122141000,13058018000,497161000,207892000,244347000,107042000,107042000,904196000,4188727000,372322000,46366000,325956000,4561049000,5465245000,621228000,6320833000,-72032000,6870029000,7592773000,13058018000,344431000,160652000,-49551000,9149000,-58700000,28815000,28815000,484347000,-112262000,-114797000,-112262000,-3.5e+08,-12564000,-455338000,-83253000,-83253000,-83253000,570625000,4488720000,528967000,0.65333,0.45722,0.36335,0.04291,0.02495,1.62356,1.03504,0.7198,0.34375,1.34648,1.34648,3.70571,28.39207,2.18609,0.03361,0.04247,7.57816,10.54774
"24","2016_Q1",8.98147540983607,"Down",857684000,857684000,-313189000,544495000,-175677000,-15285000,-160392000,368818000,-53457000,-52658000,-798999.999999993,315361000,-102937000,-34591000,-137528000,-137528000,-152241000,-152241000,512245000,512245000,498931000,498931000,229442000,173917000,55525000,1240618000,11483623000,14056323000,-2572700000,141404000,141404000,11625027000,12865645000,465586000,223221000,169404000,98074000,98074000,863584000,4162638000,417193000,92797000,324396000,4579831000,5443415000,630903000,6131501000,-63175000,6699229000,7422230000,12865645000,-137528000,160392000,467014000,8876000,39840000,22804000,22804000,512682000,-111584000,-113663000,-111584000,5.96046447753906e-08,-16192000,-53282999.9999999,347815000,347815000,347815000,529210000,4462562000,475021000,0.63484,0.43002,-0.1775,-0.02051,-0.01183,-3.12019,1.43659,0.73339,0.34686,-0.62919,-0.62919,3.54469,27.687,1.9632,-0.00936,0.03861,7.46455,10.71075
"25","2016_Q2",9.50296875,"Up",611973000,611973000,-267254000,344719000,-169259000,-19540000,-149719000,175460000,-57830000,-57100000,-730000,117630000,117630000,6503000,124133000,124133000,105485000,105485000,236198000,236198000,506017000,506017000,209804000,154478000,55326000,952019000,11387676000,14100263000,-2712587000,115217000,115217000,11502893000,12454912000,330960000,142955000,145972000,98469000,98469000,728952000,3864060000,370487000,70750000,299737000,4234547000,4963499000,632803000,6199112000,-60638000,6771277000,7491413000,12454912000,124133000,149719000,-11555000,10958000,-22513000,-89859000,-89859000,172438000,-86293000,-89324000,-86293000,-3e+08,-24646000,-362192000,-276047000,-276047000,-276047000,325179000,4163583000,142524000,0.56329,0.28671,0.17237,0.01408,0.00846999999999999,1.35113,1.30601,0.66256,0.33429,0.43441,0.43441,2.52021,27.8853,0.58694,0.01189,0.01185,12.07761,22.38336
"26","2016_Q3",6.71703125,"Down",894783000,894630000,-258474000,636309000,-169979000,-19033000,-150946000,466330000,-58559000,-57306000,-1253000,407771000,402221000,-56822000,345399000,345399000,322866000,322866000,822978000,822978000,353677000,353677000,153921000,120452000,33469000,1330576000,11276006000,14135376000,-2859370000,132862000,132862000,11408868000,12739444000,415860000,138659000,203403000,80058000,80058000,795560000,3829416000,294687000,4888000,289799000,4124103000,4919663000,641396000,6517161000,-61870000,7096687000,7819781000,12739444000,345399000,150946000,-63738000,8607000,-77895000,254178000,254178000,686785000,-51426000,-69585000,-51426000,-22206999.9999999,-21376000,-48579000.0000001,586780000,586780000,586780000,617276000,4129058000,876850000,0.71113,0.52117,0.36083,0.04129,0.02534,2.71583,1.6725,0.62913,0.32412,1.32748,1.32748,3.67895,29.17842,3.60522,0.02678,0.07162,5.35592,7.08957
"27","2016_Q4",5.88777777777778,"Down",385153000,385306000,-216346000,168807000,-171015000,-15773000,-155242000,-2208000,-52029000,-52569000,540000,-54237000,-54237000,10002000,-44235000,-44235000,-55081000,-55081000,426052000,426052000,319567000,319567000,138165000,102778000,35387000,883784000,11591788000,14604796000,-3013008000,108566000,108566000,11700354000,12584138000,311828000,114392000,151396000,72528000,72528000,684118000,3830224000,311813000,11487000,300326000,4142037000,4826155000,649033000,6457071000,-61169000,7044935000,7757983000,12584138000,-44235000,155242000,25291000,7657000,17634000,-35153000,-35153000,101145000,-472164000,-474364000,-472164000,0,-20915000,-25907000,-396926000,-396926000,-396926000,153034000,4129986000,-364285000,0.43829,-0.00573,-0.14301,-0.0071,-0.00438,6.61362,1.29186,0.62209,0.32819,-0.22646,-0.22646,1.58353,28.9648,-1.49773,-0.00411,-0.02986,24.20334,-1677.50634
