"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share"
"11","2013_Q2",8.60078125,"Down",324229000,-282043000,42186000,-26712000,-21342000,-5370000,15474000,-5297000,-7535000,2238000,10177000,9559000,-3824000,5735000,5735000,5735000,5735000,58633000,58633000,101260000,101260000,237013000,46659000,5904000,443565000,137858000,353852000,175474000,10540000,491710000,935275000,212855000,126233000,86622000,24992000,237847000,404496000,17372000,16306000,421868000,659715000,620640000,-27151000,-317922000,275560000,275560000,935275000,5735000,9776000,6800000,-29977000,-7666000,-2564000,-14006000,-1229000,126000,161000,-35000,-41000,-1144000,-22816000,-22816000,-22816000,25250000,429488000,-3467000,0.13011,0.04773,0.01769,-0.60453,1.86492,2.39409,0.45921,0.08385,0.08332,4.74054,4.02895,-0.05069
"12","2013_Q3",9.54921875,"Up",413126000,-354273000,58853000,-28162000,-22708000,-5454000,30691000,-6910000,-6577000,-333000,23781000,23542000,-9407000,14135000,14135000,14135000,14135000,45415000,45415000,124600000,124600000,243688000,47419000,5579000,461122000,138474000,339848000,170012000,10299000,478322000,939444000,220019000,126027000,93992000,5581000,225600000,404446000,17738000,16729000,422184000,647784000,622693000,-27151000,-303787000,291660000,291660000,939444000,14135000,9531000,13147000,-22507000,14306000,-4015000,-6058000,-20556000,30000,29999.9999999999,0,-940000,-21466000,-13218000,-13218000,-13218000,40222000,410027000,23107000,0.14246,0.07429,0.03421,1.63474,2.04398,2.22102,0.43646,0.20652,0.20527,6.03606,4.26136,0.33761
"13","2013_Q4",10.57796875,"Up",439977000,-378480000,61497000,-27641000,-22187000,-5454000,33856000,-6857000,-6252000,-605000,26999000,26973000,-10737000,16236000,16236000,16236000,16236000,65880000,65880000,130086000,130086000,239606000,40930000,3951000,476502000,139735000,329591000,164559000,10141000,469326000,945828000,226742000,138009000,88733000,4946000,231688000,385101000,19079000,17086000,404180000,635868000,624566000,-27151000,-287551000,309960000,309960000,945828000,16236000,9400000,13896000,7588000,47120000,-4987000,-4987000,-21924000,256000,256000,0,0,-21668000,20465000,20465000,20465000,43256000,390047000,56594000,0.13977,0.07695,0.0369,3.48571,2.05665,2.05145,0.41239,0.23706,0.23526,6.42415,4.52576,0.82633
"14","2014_Q1",11.8434426229508,"Up",458354000,-405767000,52587000,-29417000,-23026000,-5508000,23170000,-6504000,-5944000,-560000,16666000,17549000,-7126000,10423000,10423000,10423000,10423000,113262000,113262000,120358000,120358000,184173000,31208000,9632000,449001000,142082000,321162000,159181000,10613000,463244000,912245000,211509000,112151000,99358000,4854000,216363000,365741000,7762000,6528000,373503000,589866000,626676000,-27151000,-277128000,322379000,322379000,912245000,10423000,9629000,11572000,43285000,74909000,-6481000,-6481000,-21199000,153000,153000,5.82076609134674e-11,0,-21046000,47382000,47382000,47382000,32799000,370595000,76729000,0.11473,0.05055,0.02274,7.36151,2.07522,1.82973,0.40625,0.15213,0.1497,6.68993,4.7053,1.1199
"15","2014_Q2",12.1531746031746,"Up",358120000,-311448000,46672000,-27207000,-21736000,-5471000,19465000,-5685000,-5717000,32000,13780000,13780000,-6484000,7296000,7296000,7296000,7296000,65736000,65736000,118864000,118864000,262915000,28099000,11197000,475614000,140254000,316165000,153746000,11425000,456419000,932033000,220324000,129316000,91008000,4779000,225103000,365854000,9695000,7504000,375549000,600652000,629717000,-28648000,-269832000,331381000,331381000,932033000,7296000,9513000,8823000,-69687000,-44055000,-2078000,-2078000,-1413000,20000,1517000,-1497000,0,-1393000,-47526000,-47526000,-47526000,28978000,370633000,-36303000,0.13033,0.05435,0.02037,-4.97574,2.11287,1.81257,0.39766,0.10625,0.10263,5.21516,4.82577,-0.52867
"16","2014_Q3",12.233125,"Up",486021000,-424408000,61613000,-27758000,-22287000,-5471000,33855000,-6781000,-5733000,-1048000,27074000,27074000,-10835000,16239000,16239000,16239000,16239000,82332000,82332000,131525000,131525000,256083000,22395000,7521000,492335000,136771000,310802000,148364000,12783000,447573000,939908000,220728000,128355000,92373000,4767000,225495000,346563000,18044000,17084000,364607000,590102000,631813000,-28648000,-253592000,349806000,349806000,939908000,16239000,9851000,14381000,-4885000,35586000,-1993000,2149000,-21277000,138000,138000,2.3283064365387e-10,0,-21139000,16596000,16596000,16596000,43706000,351330000,47663000,0.12677,0.06966,0.03341,2.93509,2.18335,1.68694,0.37379,0.23556,0.22694,7.05012,5.07421,0.69139
"17","2014_Q4",10.09765625,"Down",491697000,-430069000,61628000,-26699000,-21228000,-5471000,34929000,-6064000,-5454000,-610000,28865000,28865000,-10558000,18307000,18307000,18307000,18307000,79551000,79551000,151621000,151621000,259794000,24073000,6911000,515039000,137170000,305100000,142718000,12852000,442270000,957309000,236744000,137842000,98902000,1990000,238734000,329816000,18494000,17608000,348310000,587044000,634261000,-28648000,-235285000,370265000,370265000,957309000,18307000,9779000,1499000,-6406000,23179000,-4860000,-4860000,-21234000,134000,134000,0,0,-21100000,-2781000,-2781000,-2781000,44708000,331806000,4.4e+07,0.12534,0.07104,0.03723,2.40345,2.15738,1.58547,0.3466,0.26541,0.25455,7.12852,5.36803,0.6379
"18","2015_Q1",11.9922950819672,"Up",527477000,-464756000,62721000,-28584000,-23119000,-5465000,34137000,-5394000,-5261000,-133000,28743000,28743000,-9655000,19088000,19088000,19088000,19088000,146113000,146113000,135206000,135206000,177144000,27196000,10203000,485659000,142892000,300100000,137100000,13397000,442992000,928651000,184903000,96213000,88690000,1954000,186857000,330573000,20389000,18040000,350962000,537819000,636315000,-28648000,-216198000,390832000,390832000,928651000,19088000,9686000,6752000,42399000,77925000,-10939000,-10968000,-527000,132000,132000,-4.65661287307739e-10,2.91038304567337e-11,-395000,66562000,66562000,66562000,43823000,332527000,84938000,0.11891,0.06472,0.03619,4.44981,2.59909,1.37609,0.35808,0.27665,0.27391,7.64493,5.66448,1.23104
"19","2015_Q2",12.3415873015873,"Up",437597000,-380400000,57197000,-29934000,-24620000,-5314000,27263000,-10555000,-5173000,-5382000,16708000,16708000,-6234000,10474000,10474000,10474000,10474000,125609000,125609000,156892000,156892000,243002000,22424000,6987000,547927000,141247000,295798000,131641000,13697000,437045000,984972000,242528000,142907000,99621000,3828000,246356000,332086000,22316000,19111000,354402000,600758000,639453000,-48577000,-205723000,384214000,384214000,984972000,10474000,9452000,10533000,-26230000,4229000,-2975000,-2975000,-554000,-19210000,719000,-19929000,-1994000,-21758000,-20504000,-20504000,-20504000,36715000,335914000,13744000,0.13071,0.0623,0.02394,1.3122,2.22413,1.5636,0.34104,0.15239,0.14638,6.36681,5.59011,0.19997
"20","2015_Q3",10.89109375,"Down",514831000,-442425000,72406000,-30352000,-25037000,-5315000,42054000,3267000,-4802000,8069000,45321000,45321000,-16673000,28648000,28648000,28648000,28648000,139564000,139564000,142312000,142312000,244170000,43016000,26875000,569062000,134478000,291262000,126504000,14132000,425740000,994802000,242265000,137084000,105181000,6854000,249119000,329184000,22056000,19761000,351240000,600359000,642702000,-70301000,-177075000,394443000,394443000,994802000,28648000,9482000,-6656000,6756000.00000001,38230000,10793000,792999.999999999,-920000,-20596000,1128000,-21724000,-3552000,-25068000,13955000,13955000,13955000,51536000,336038000,85758000,0.14064,0.08169,0.05565,2.99351,2.2843,1.52204,0.33779,0.42384,0.40524,7.61686,5.83573,1.26878
"21","2015_Q4",10.47828125,"Down",531350000,-445328000,86022000,-29633000,-24317000,-5316000,56389000,-4971000,-4784000,-187000,51418000,51418000,-19538000,31880000,31880000,31880000,31880000,197187000,197187000,138950000,138950000,227510000,38037000,18265000,601684000,136533000,286154000,121081000,13968000,422687000,1024371000,243368000,131513000,111855000,3293000,246661000,329704000,21315000,19551000,351019000,597680000,644930000,-71665000,-145195000,426691000,426691000,1024371000,31880000,9525000,-1323000,22150000,62232000,-7192000,-2550000,-3772000,-1252000,112000,-1364000,2965000,-2059000,57623000,57623000,57623000,65914000,332997000,100410000,0.16189,0.10612,0.06,3.14962,2.43932,1.40073,0.32507,0.47923,0.46853,7.98734,6.41409,1.50938
"22","2016_Q1",10.3493442622951,"Down",543711000,-455893000,87818000,-33155000,-26754000,-5314000,54663000,-4799000,-4789000,-10000.0000000009,49864000,49864000,-16577000,33287000,33287000,33287000,33287000,178853000,178853000,152824000,152824000,166982000,30848000,8417000,529507000,140438000,279725000,114616000,14033000,420163000,949670000,172660000,79618000,93042000,38417000,211077000,276760000,22022000,20525000,298782000,509859000,643623000,-90405000,-111907000,439811000,439811000,949670000,33287000,9539000,3525000,-19247000,27104000,-8270000,-2912000,-23833000,-18687000,52999.9999999999,-18740000,-5999.99999999907,-42526000,-18334000,-18334000,-18334000,64202000,315177000,53262000,0.16152,0.10054,0.06122,1.60008,2.5086,1.15927,0.33188,0.50467,0.49548,8.24329,6.66805,0.80751
"23","2016_Q2",11.9128125,"Up",447676000,-368150000,79526000,-31341000,-26353000,-4988000,48185000,-4493000,-4095000,-398000,43692000,43692000,-16168000,27524000,27524000,27524000,27524000,168411000,168411000,159443000,159443000,208209000,12180000,12180000,548243000,138722000,288705000,109548000,15134000,427427000,975670000,218976000,123720000,95256000,3159000,222135000,279438000,22122000,21473000,301560000,523695000,637118000,-99162000,-84384000,451975000,451975000,975670000,27524000,9164000,10410000,-4194000,42904000,-2976000,-2976000,-42895000,-8565000,192000,-8757000,1090000,-50370000,-10442000,-10442000,-10442000,57349000,282597000,66347000,0.17764,0.10763,0.06148,2.41051,2.46806,1.15868,0.28964,0.42321,0.41562,6.8834,6.94951,1.02014
"24","2016_Q3",12.1078125,"Up",471438000,-380374000,91064000,-32193000,-27203000,-4990000,58871000,-4143000,-3937000,-206000,54728000,54728000,-19197000,35531000,35531000,35531000,35531000,187600000,187600000,131951000,131951000,213016000,25328000,25328000,557895000,137722000,290976000,104541000,17706000,428698000,986593000,198503000,109388000,89115000,3086000,201589000,279462000,23302000,22719000,302764000,504353000,642040000,-108792000,-48852000,482240000,482240000,986593000,35531000,8987000,453999.999999998,-11611000,33361000,-5122000,-5122000,-829000,-7736000,1205000,-8941000,-485000,-9050000,19189000,19189000,19189000,67858000,282548000,70322000,0.19316,0.12488,0.07537,1.97917,2.76749,1.04585,0.28639,0.54803,0.5294,7.27146,7.43807,1.08465
"25","2016_Q4",12.0826984126984,"Down",464273000,-380814000,83459000,-28604000,-23621000,-4983000,54855000,-3076000,-3906000,830000,51779000,51779000,-18401000,33378000,33378000,33378000,33378000,189641000,189641000,157941000,157941000,195149000,19438000,19438000,562169000,139456000,290192000,99487000,19159000,429648000,991817000,188196000,104549000,83647000,3030000,191226000,279507000,24150000,23607000,303657000,494883000,645996000,-131144000,-15474000,496934000,496934000,991817000,33378000,9051000,1218000,-13946000,29701000,-6933000,-4665000,-802000,-22097000,944000,-23041000,-96000,-22995000,2041000,2041000,2041000,63906000,282537000,61428000,0.17976,0.11815,0.07189,1.84037,2.93981,0.99587,0.28487,0.52478,0.50548,7.29943,7.81294,0.96579
"26","2017_Q1",17.4288709677419,"Up",462057000,-390572000,71485000,-30864000,-24222000,-4979000,40621000,-5403000,-3725000,-1678000,35218000,35218000,-12218000,2.3e+07,2.3e+07,2.3e+07,2.3e+07,163467000,163467000,153634000,153634000,139953000,24351000,24351000,481405000,134138000,283190000,94405000,20075000,417328000,898733000,163652000,71338000,92314000,2962000,166614000,234874000,24854000,24355000,259728000,426342000,641608000,-169961000,3591000,472391000,472391000,898733000,2.3e+07,9568000,11134000,29082000,72784000,-5292000,-4546000,-57576000,-36327000,2490000,-38817000,-509000,-94412000,-26174000,-26174000,-26174000,50189000,237836000,86197000,0.15471,0.08791,0.04978,3.7477,2.88934,0.90252,0.26463,0.37434,0.3612,7.52034,7.68853,1.40292
"27","2017_Q2",18.8638095238095,"Up",362716000,-303360000,59356000,-29092000,-24591000,-4501000,30264000,-1657000,-2990000,1333000,28607000,28607000,-8434000,20173000,20173000,20173000,20173000,211215000,211215000,117281000,117281000,190220000,17981000,17981000,536697000,132658000,279928000,89927000,21325000,412586000,949283000,205094000,109912000,95182000,50008000,255102000,187715000,25618000,25132000,213333000,468435000,649978000,-186585000,19824000,480848000,480848000,949283000,20173000,8703000,1654000,34770000,65300000,588000,1806000,-822000,-11217000,5408000,-16625000,-354000,-16286000,50820000,50820000,50820000,38967000,237723000,82759000,0.16364,0.08344,0.05562,4.10246,2.10385,0.97419,0.25042,0.33542,0.31824,6.03089,7.99508,1.37604
"28","2017_Q3",18.8811111111111,"Up",435903000,-368224000,67679000,-29011000,-24915000,-4096000,38668000,-2564000,-2888000,324000,36104000,36104000,-13159000,22945000,22945000,22945000,22945000,178633000,178633000,122978000,122978000,199276000,19198000,19198000,520085000,136299000,276027000,85909000,21565000,412326000,932411000,198950000,109595000,89355000,46249000,245199000,187270000,26492000,26006000,213762000,458961000,649351000,-212755000,38930000,473450000,473450000,932411000,22945000,8306000,3125000,-24432000,9944000,-7708000,-7705999.99999999,-8071000,-25947000,221999.999999999,-26169000,4.65661287307739e-10,-37892000,-35654000,-35654000,-35654000,46974000,233519000,27993000,0.15526,0.08871,0.05264,1.22,2.12107,0.9694,0.25045,0.38304,0.36301,7.27694,7.90374,0.46731
"29","2017_Q4",18.7390476190476,"Down",425098000,-364134000,60964000,-25669000,-21573000,-4096000,35295000,3085000,-3187000,6272000,38380000,29676000,-10728000,18948000,18948000,18948000,18948000,153702000,153702000,152603000,152603000,245674000,33453000,33453000,585432000,196275000,597420000,239867000,23662000,793695000,1379127000,242630000,129744000,112886000,46456000,289086000,505732000,96581000,29702000,602313000,891399000,652299000,-216594000,54041000,487728000,487728000,1379127000,18948000,8393000,-2133000,-39333000,-14125000,4327000,-314150000,316930000,-3688000,151000,-3839000,-6118000,303344000,-24931000,-24931000,-24931000,43688000,552188000,19410000,0.14341,0.08303,0.04457,1.02438,2.02511,1.82766,0.40039,0.32119,0.30446,7.20578,8.26742,0.32902
"30","2018_Q1",20.3554098360656,"Up",543444000,-470568000,72876000,-36682000,-32334000,-4348000,36194000,-7142000,-7335000,193000,29052000,28151000,21205000,49356000,49356000,49356000,49356000,191521000,191521000,146836000,146836000,180735000,57299000,57299000,576391000,195363000,579759000,237030000,25265000,775122000,1351513000,237358000,108448000,128910000,46310000,283668000,505103000,56679000,19724000,561782000,845450000,654172000,-244452000,98728000,506063000,506063000,1351513000,49356000,9651000,-11888000,36141000,83260000,-12403000,-12189999.9999999,-1323000,-27849000,9000.00000000012,-27858000,-310999.999999998,-33251000.0000001,37819000,37819000,37819000,45845000,551413000,48378000,0.1341,0.0666,0.09082,0.98018,2.03192,1.67064,0.408,0.84524,0.8017,9.30666,8.6665,0.82849
"31","2018_Q2",18.37890625,"Down",491319000,-427200000,64119000,-38395000,-33454000,-4941000,25724000,462000,-7454000,7916000,26186000,26118000,-4846000,21272000,21272000,21272000,21272000,152529000,152529000,192796000,192796000,236715000,55167000,55167000,637207000,196298000,576043000,231658000,26607000,772341000,1409548000,296993000,168532000,128461000,37391000,334384000,504771000,57122000,20190000,561893000,896277000,649860000,-249864000,115251000,513271000,513271000,1409548000,21272000,10104000,-2530000,-40889000,-12043000,3463000,6523000,-17817000,-4551000,861000,-5412000,0,-27060000,-32580000,-32580000,-32580000,35828000,542162000,3248000,0.1305,0.05236,0.0433,0.15269,1.90561,1.74621,0.38464,0.36807,0.34958,8.50136,8.8812,0.0562
"32","2018_Q3",17.1768253968254,"Down",612690000,-527376000,85314000,-39274000,-34334000,-4940000,46040000,-3114000,-7151000,4037000,42926000,42926000,-11024000,31902000,31902000,31902000,31902000,119215000,119215000,193450000,193450000,234122000,57343000,57343000,604130000,195546000,569455000,226618000,26860000,765001000,1369131000,306518000,183966000,122552000,2161000,308679000,504455000,56782000,19974000,561237000,869916000,624953000,-265865000,142747000,499215000,499215000,1369131000,31902000,10107000,-619999.999999999,11125000,52514000,1846000,1846000.00000001,-63558000,-15952000,49000,-16001000,2.3283064365387e-10,-84089000,-29729000,-29729000,-29729000,56147000,506616000,80142000,0.13924,0.07514,0.05207,2.51213,1.95715,1.74257,0.37003,0.55118,0.53892,10.5857,8.62515,1.38465
"33","2018_Q4",13.4712698412698,"Down",553073000,-487911000,65162000,-48649000,-43712000,-4937000,16513000,-6511000,-7044000,533000,10002000,10002000,-5339000,4663000,4663000,4663000,4663000,104121000,104121000,187558000,187558000,232450000,72558000,72558000,596687000,198876000,554644000,215136000,28464000,753520000,1350207000,306248000,185938000,120310000,2174000,308422000,504101000,57797000,21031000,561898000,870320000,628092000,-288885000,143125000,479887000,479887000,1350207000,4663000,10308000,14932000,-13690000,16213000,-7878000,-7878000,-544000,-22969000,51000,-23020000,0,-27808000,-19473000,-19473000,-19473000,26821000,506275000,10592000,0.11782,0.02986,0.00843,2.2715,1.93464,1.81359,0.37496,0.0821,0.08076,9.73754,8.44901,0.18649
