"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","interest_income","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","short_term_debt","short_term_borrowings","current_portion_of_long_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","disposition_of_fixed_assets","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_cash_from_acquisitions_divestitures","net_cash_from_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",27.5193548387097,"Down",1.234e+10,-4.853e+09,7.487e+09,-4.694e+09,-4.63e+09,-6.4e+07,2.793e+09,2.91e+08,1.6e+07,-1.02e+08,1.18e+08,2.52e+08,2.3e+07,3.084e+09,3.084e+09,-7.55e+08,2.329e+09,2.329e+09,-1.8e+07,2.311e+09,2.311e+09,1.4935e+10,9.615e+09,5.32e+09,8.231e+09,8.231e+09,3.447e+09,3.099e+09,3.099e+09,2.9712e+10,1.5388e+10,1.612e+09,3.9942e+10,1.4256e+10,1.2381e+10,1.138e+09,3.629e+09,5.6942e+10,8.6654e+10,1.0459e+10,9.803e+09,6.56e+08,1.6549e+10,1.6208e+10,3.41e+08,2.7008e+10,1.6181e+10,9.875e+09,5.197e+09,4.678e+09,2.6056e+10,5.3064e+10,1.304e+10,1.76e+09,1.128e+10,-3.4209e+10,5.732e+10,-2.941e+09,3.321e+10,3.8e+08,3.359e+10,8.6654e+10,2.329e+09,2.329e+09,5.14e+08,-2e+06,8.8e+07,1.03e+08,-1.93e+08,8.21e+08,3.662e+09,-6.5e+08,1.6e+07,1.6e+07,-6.66e+08,-6.66e+08,2.005e+09,2.398e+09,-3.194e+09,-1.839e+09,-1.149e+09,2.35e+08,-6.85e+08,3.24e+08,-1.009e+09,5.2e+07,-1.547e+09,2.76e+08,2.76e+08,2e+06,2.78e+08,3.307e+09,3.273e+10,4.233e+09,0.60673,0.22634,0.18728,0.0688,0.02667,1.83167,1.10012,1.57976,0.37771,0.51333,0.50382,2.741,7.37672,0.94025,0.25522,5,0.04541,0.05555,0.49719,5.38101,6.37129
"12","2013_Q1",28.3203333333333,"Up",1.1455e+10,-4.628e+09,6.827e+09,-4.644e+09,-4.43e+09,-2.14e+08,2.183e+09,1.94e+08,3.1e+07,-9.5e+07,1.26e+08,1.82e+08,-1.9e+07,2.377e+09,2.377e+09,-4.87e+08,1.89e+09,1.89e+09,-2.4e+07,1.866e+09,1.866e+09,1.3459e+10,8.442e+09,5.017e+09,7.851e+09,7.851e+09,3.264e+09,5.754e+09,2.781e+09,3.0328e+10,1.4476e+10,1.232e+09,4.0138e+10,1.3932e+10,1.2255e+10,1.15e+09,3.585e+09,5.5846e+10,8.6174e+10,9.151e+09,8.68e+09,4.71e+08,1.7874e+10,1.6297e+10,1.577e+09,2.7821e+10,1.4736e+10,1.0449e+10,4.981e+09,5.468e+09,2.5185e+10,5.3006e+10,1.3139e+10,1.76e+09,1.1379e+10,-3.5009e+10,5.8045e+10,-3.385e+09,3.279e+10,3.78e+08,3.3168e+10,8.6174e+10,1.89e+09,1.89e+09,5.13e+08,6.4e+08,5000000.00000001,4.76e+08,1.59e+08,-2.38e+08,2.805e+09,-7.39e+08,7e+07,7e+07,-8.09e+08,-8.09e+08,-1.1798e+10,3.364e+09,1.1532e+10,-1.005e+09,-2.291e+09,1.2e+08,-7.7e+08,1.7e+08,-9.4e+08,-7000000.00000001,-2.948e+09,-1.148e+09,-1.148e+09,-2.5e+07,-1.173e+09,2.696e+09,3.261e+10,2.206e+09,0.59598,0.19057,0.1629,0.05626,0.02165,1.18221,1.09011,1.59811,0.37842,0.4167,0.40948,2.55806,7.32247,0.49263,0.51161,6,0.05453,0.02894,1.22776,7.10349,8.77279
"13","2013_Q2",30.9171875,"Up",1.1035e+10,-4.324e+09,6.711e+09,-4.303e+09,-4.182e+09,-1.21e+08,2.408e+09,-6.4e+07,1.4e+07,-1.02e+08,1.16e+08,8.7e+07,-1.65e+08,2.344e+09,2.344e+09,-5.75e+08,1.769e+09,1.769e+09,-1.8e+07,1.751e+09,1.751e+09,1.5338e+10,9.162e+09,6.176e+09,8.097e+09,8.097e+09,3.607e+09,4.477e+09,3.294e+09,3.1519e+10,1.4543e+10,1.227e+09,4.1161e+10,1.3984e+10,1.2291e+10,1.114e+09,3.922e+09,5.6931e+10,8.845e+10,9.829e+09,9.447e+09,3.82e+08,2.0827e+10,1.6322e+10,4.505e+09,3.1102e+10,1.4291e+10,1.0163e+10,5.214e+09,4.949e+09,2.4454e+10,5.5556e+10,1.3424e+10,1.76e+09,1.1664e+10,-3.6282e+10,5.8549e+10,-3.211e+09,3.248e+10,4.14e+08,3.2894e+10,8.845e+10,1.769e+09,1.769e+09,4.73e+08,4.2e+08,4.7e+07,1.57e+08,2.16e+08,-2.184e+09,4.78e+08,-4.63e+08,3.5e+07,3.5e+07,-4.98e+08,-4.98e+08,2.887e+09,2.915e+09,-3.642e+09,-1.218e+09,0,2.52e+09,-1.106e+09,4.17e+08,-1.523e+09,2.1e+07,1.435e+09,6.95e+08,6.95e+08,2.5e+07,7.2e+08,2.881e+09,3.5118e+10,8.09e+08,0.60816,0.21821,0.15868,0.05323,0.0198,0.46202,1.01341,1.68894,0.39704,0.39304,0.38653,2.47699,7.29068,0.18159,0,4,0.0224,0.01035,0,6.86567,8.21429
"14","2013_Q3",29.72640625,"Down",1.2749e+10,-4.989e+09,7.76e+09,-4.517e+09,-4.385e+09,-1.32e+08,3.243e+09,2.82e+08,7e+06,-1.22e+08,1.29e+08,2.46e+08,2.9e+07,3.525e+09,3.525e+09,-8.31e+08,2.694e+09,2.694e+09,-1.8e+07,2.676e+09,2.676e+09,1.604e+10,9.406e+09,6.634e+09,8.689e+09,8.689e+09,3.643e+09,4.2e+09,3.055e+09,3.2572e+10,1.4549e+10,1.318e+09,4.1072e+10,1.3951e+10,1.2657e+10,1.098e+09,3.855e+09,5.6939e+10,8.9511e+10,1.0494e+10,1.0047e+10,4.47e+08,2.1507e+10,1.8314e+10,3.193e+09,3.2469e+10,1.4179e+10,1.0232e+10,5.298e+09,4.934e+09,2.4411e+10,5.688e+10,1.375e+10,1.76e+09,1.199e+10,-3.7422e+10,5.9978e+10,-4.083e+09,3.2223e+10,4.08e+08,3.2631e+10,8.9511e+10,2.694e+09,2.694e+09,4.74e+08,-1.19e+08,4.5e+07,-5.7e+07,-1.07e+08,4.29e+08,3.478e+09,-5.49e+08,2.2e+07,2.2e+07,-5.71e+08,-5.71e+08,2.719e+09,2.999e+09,-3.66e+09,-1.49e+09,-1.249e+09,8.05e+08,-9.21e+08,5.34e+08,-1.455e+09,6.6e+07,-1.299e+09,6.89e+08,6.89e+08,-4.45e+08,2.44e+08,3.717e+09,3.5686e+10,4.428e+09,0.60868,0.25437,0.2099,0.08201,0.0299,1.65471,1.00317,1.74313,0.39868,0.60202,0.59112,2.86817,7.24927,0.99618,0.28099,6,0.04997,0.05637,0.46674,5.28545,6.05797
"15","2013_Q4",29.9084375,"Up",1.203e+10,-4.793e+09,7.237e+09,-4.765e+09,-4.424e+09,-3.41e+08,2.472e+09,9.08e+08,4.6e+07,-9e+07,1.36e+08,2.04e+08,6.58e+08,3.38e+09,3.38e+09,-9.25e+08,2.455e+09,2.455e+09,-8e+06,2.447e+09,2.447e+09,1.7257e+10,1.1118e+10,6.139e+09,8.318e+09,8.318e+09,3.321e+09,2.68e+09,2.68e+09,3.1576e+10,1.4548e+10,1.15e+09,4.2158e+10,1.4034e+10,1.2412e+10,1.057e+09,4.27e+09,5.7856e+10,8.9432e+10,1.1008e+10,1.059e+10,4.18e+08,2.2034e+10,1.884e+10,3.194e+09,3.3042e+10,1.4173e+10,9.752e+09,5.307e+09,4.445e+09,2.3925e+10,5.6967e+10,1.3882e+10,1.76e+09,1.2122e+10,-3.8238e+10,6.1187e+10,-4.699e+09,3.2132e+10,3.33e+08,3.2465e+10,8.9432e+10,2.455e+09,2.455e+09,4.97e+08,-2.99e+08,6.3e+07,7.9e+07,-4.41e+08,1.103e+09,3.756e+09,-5.49e+08,7e+06,7e+06,-5.56e+08,-5.56e+08,4.538e+09,4.556e+09,-4.264e+09,-2.75e+08,-1.245e+09,5.29e+08,-7.86e+08,1.28e+08,-9.14e+08,-1.7e+07,-1.519e+09,1.962e+09,1.962e+09,-2.5e+08,1.712e+09,2.969e+09,3.6207e+10,4.448e+09,0.60158,0.20549,0.20341,0.07537,0.02736,1.81774,0.95563,1.75472,0.40486,0.55287,0.54402,2.71803,7.25983,1.00497,0.28129,6,0.04708,0.05672,0.50879,6.38262,7.66586
"16","2014_Q1",29.4785245901639,"Down",1.104e+10,-4.315e+09,6.725e+09,-4.62e+09,-4.319e+09,-3.01e+08,2.105e+09,1.23e+08,4e+06,-1.49e+08,1.53e+08,6.5e+07,5.4e+07,2.228e+09,2.228e+09,-5.2e+08,1.708e+09,1.708e+09,2e+06,1.71e+09,1.71e+09,1.7121e+10,1.0414e+10,6.707e+09,8.02e+09,8.02e+09,3.277e+09,2.886e+09,2.886e+09,3.1304e+10,1.4967e+10,1.119e+09,4.2665e+10,1.4159e+10,1.2312e+10,1.14e+09,4.661e+09,5.8751e+10,9.0055e+10,9.886e+09,9.577e+09,3.09e+08,1.7925e+10,1.6901e+10,1.024e+09,2.7811e+10,1.9154e+10,9.65e+09,6.152e+09,3.498e+09,2.8804e+10,5.6615e+10,1.4036e+10,1.76e+09,1.2276e+10,-3.9091e+10,6.166e+10,-3.432e+09,3.3173e+10,2.67e+08,3.344e+10,9.0055e+10,1.708e+09,1.708e+09,5.33e+08,8.69e+08,7.2e+07,4.69e+08,3.28e+08,-2.8e+08,2.83e+09,-8.78e+08,4.7e+07,4.7e+07,-9.25e+08,-9.25e+08,-1.1616e+10,3.193e+09,1.1263e+10,-1.231e+09,-2.475e+09,8.57e+08,-6.91e+08,2.49e+08,-9.4e+08,-5.3e+07,-2.362e+09,-7.63e+08,-7.63e+08,5.9e+07,-7.04e+08,2.638e+09,3.7079e+10,2e+09,0.60915,0.19067,0.15489,0.05114,0.01899,1.16959,1.1256,1.69303,0.41174,0.38776,0.38161,2.5034,7.52222,0.45351,0.56122,6,0.0522,0.02495,1.44737,7.56558,9.48124
"17","2014_Q2",31.2003174603175,"Up",1.0576e+10,-4.083e+09,6.493e+09,-4.117e+09,-3.989e+09,-1.28e+08,2.376e+09,-1.71e+08,-1e+06,-1.24e+08,1.23e+08,7.1e+07,-2.41e+08,2.205e+09,2.205e+09,-5.79e+08,1.626e+09,1.626e+09,-7e+06,1.619e+09,1.619e+09,1.6049e+10,9.131e+09,6.918e+09,8.617e+09,8.617e+09,3.357e+09,3.029e+09,3.029e+09,3.1052e+10,1.486e+10,2.844e+09,4.2533e+10,1.4148e+10,1.2343e+10,1.104e+09,4.655e+09,6.0237e+10,9.1289e+10,1.0255e+10,9.959e+09,2.96e+08,1.9801e+10,1.825e+10,1.551e+09,3.0056e+10,1.864e+10,9.671e+09,6.257e+09,3.414e+09,2.8311e+10,5.8367e+10,1.4092e+10,1.76e+09,1.2332e+10,-3.9781e+10,6.1937e+10,-3.594e+09,3.2654e+10,2.68e+08,3.2922e+10,9.1289e+10,1.626e+09,1.626e+09,4.73e+08,3.97e+08,3.9e+07,1.3e+07,3.45e+08,-1.43e+09,1.066e+09,-3.81e+08,6.8e+07,6.8e+07,-4.49e+08,-4.49e+08,2.51e+09,2.595e+09,-4.342e+09,-2.213e+09,0,1.359e+09,-6.84e+08,1.91e+08,-8.75e+08,-4.7e+08,2.05e+08,-9.42e+08,-9.42e+08,-3.41e+08,-1.283e+09,2.849e+09,3.8441e+10,1.617e+09,0.61394,0.22466,0.15308,0.04918,0.01773,0.99876,1.03314,1.77289,0.42109,0.36787,0.36268,2.40309,7.41968,0.36742,0,5,0.01998,0.01995,0,7.8596,9.42424
"18","2014_Q3",32.0296875,"Up",1.2574e+10,-4.819e+09,7.755e+09,-4.585e+09,-4.384e+09,-2.01e+08,3.17e+09,2.14e+08,3.7e+07,-1.07e+08,1.44e+08,2.54e+08,-7.7e+07,3.384e+09,3.384e+09,-7.79e+08,2.605e+09,2.605e+09,-1e+07,2.595e+09,2.595e+09,1.8142e+10,1.1618e+10,6.524e+09,9.337e+09,9.337e+09,3.536e+09,2.856e+09,2.856e+09,3.3871e+10,1.4918e+10,3.601e+09,4.3099e+10,1.4082e+10,1.2296e+10,1.059e+09,4.805e+09,6.1618e+10,9.5489e+10,1.1029e+10,1.0575e+10,4.54e+08,2.16e+10,2.0081e+10,1.519e+09,3.2629e+10,1.8643e+10,9.916e+09,6.469e+09,3.447e+09,2.8559e+10,6.1188e+10,1.4435e+10,1.76e+09,1.2675e+10,-4.0572e+10,6.3194e+10,-2.986e+09,3.4071e+10,2.3e+08,3.4301e+10,9.5489e+10,2.605e+09,2.605e+09,4.94e+08,5e+07,7.3e+07,-80000000.0000001,5.7e+07,2.55e+08,3.404e+09,-5.15e+08,6.6e+07,6.6e+07,-5.81e+08,-5.81e+08,3.395e+09,3.642e+09,-3.795e+09,-9.15e+08,-1.342e+09,1.786e+09,-6.19e+08,4.59e+08,-1.078e+09,3.2e+07,-1.43e+08,2.346e+09,2.346e+09,1.41e+08,2.487e+09,3.664e+09,4.0243e+10,4.183e+09,0.61675,0.25211,0.20638,0.07565,0.02718,1.61195,1.03806,1.78385,0.42144,0.59098,0.58262,2.86358,7.75928,0.95263,0.30563,6,0.04661,0.04953,0.51715,6.03193,6.97192
"19","2014_Q4",33.35890625,"Up",1.1976e+10,-4.63e+09,7.346e+09,-4.635e+09,-4.507e+09,-1.28e+08,2.711e+09,-5.1e+07,5.6e+07,-1.13e+08,1.69e+08,2.05e+08,-3.12e+08,2.66e+09,2.66e+09,-5.38e+08,2.122e+09,2.122e+09,-8e+06,2.114e+09,2.114e+09,2.0269e+10,1.1084e+10,9.185e+09,8.526e+09,8.526e+09,3.277e+09,3.38e+09,3.277e+09,3.5452e+10,1.4738e+10,3.737e+09,4.2387e+10,1.3644e+10,1.2188e+10,1.123e+09,4.85e+09,6.0862e+10,9.6314e+10,1.1045e+10,1.0517e+10,5.28e+08,2.1699e+10,1.9175e+10,2.524e+09,3.276e+10,2.0111e+10,9.774e+09,6.391e+09,3.383e+09,2.9885e+10,6.2645e+10,1.4661e+10,1.76e+09,1.2901e+10,-4.1361e+10,6.3972e+10,-3.843e+09,3.3429e+10,2.4e+08,3.3669e+10,9.6314e+10,2.122e+09,2.122e+09,5.1e+08,2.03e+08,3.1e+07,-1.12e+08,2.84e+08,6.74e+08,3.509e+09,-5.72e+08,1.6e+07,1.6e+07,-5.88e+08,-5.88e+08,3.383e+09,3.394e+09,-6.241e+09,-3.43e+09,-1.338e+09,1.653e+09,-6.02e+08,4.08e+08,-1.01e+09,2.9e+07,-2.58e+08,-1.79e+08,-1.79e+08,-3.55e+08,-5.34e+08,3.221e+09,4.181e+10,3.861e+09,0.61339,0.22637,0.17652,0.06279,0.02195,1.8264,1.08217,1.86061,0.4341,0.48232,0.47559,2.73238,7.62697,0.8809,0.30527,6,0.04049,0.04529,0.63292,6.68767,7.94578
"20","2015_Q1",32.8691803278689,"Down",1.0872e+10,-4.357e+09,6.515e+09,-5.064e+09,-4.338e+09,-7.26e+08,1.451e+09,-3.75e+08,1.9e+07,-1.39e+08,1.58e+08,2.39e+08,-6.33e+08,1.076e+09,1.076e+09,-3.05e+08,7.71e+08,7.71e+08,-1e+06,7.7e+08,7.7e+08,1.801e+10,8.958e+09,9.052e+09,8.131e+09,8.131e+09,3.1e+09,3.745e+09,3.066e+09,3.2986e+10,1.4633e+10,3.678e+09,4.0726e+10,1.3222e+10,1.21e+10,1.05e+09,4.407e+09,5.9037e+10,9.2023e+10,9.634e+09,9.234e+09,4e+08,2.2682e+10,1.913e+10,3.552e+09,3.2374e+10,1.9063e+10,1.0025e+10,5.636e+09,4.389e+09,2.9088e+10,6.1462e+10,1.4914e+10,1.76e+09,1.3154e+10,-4.2225e+10,6.3408e+10,-5.777e+09,3.032e+10,2.41e+08,3.0561e+10,9.2023e+10,7.71e+08,7.71e+08,4.99e+08,1.304e+09,6.6e+07,1.39e+08,1.099e+09,6.2e+07,2.636e+09,-7.15e+08,7.3e+07,7.3e+07,-7.88e+08,-7.88e+08,-1.4343e+10,3.503e+09,1.411e+10,-9.48e+08,-2.67e+09,-8.6e+07,-7.25e+08,4.74e+08,-1.199e+09,4.6e+07,-3.435e+09,-1.747e+09,-1.747e+09,-3.79e+08,-2.126e+09,1.95e+09,4.1745e+10,1.602e+09,0.59925,0.13346,0.07082,0.0252,0.00837,2.08052,1.0189,2.01113,0.45364,0.17608,0.17354,2.48617,6.93346,0.36634,0.61056,5,0.04178,0.01946,3.46753,12.17179,16.35768
"21","2015_Q2",32.2236507936508,"Down",1.0711e+10,-4.103e+09,6.608e+09,-4.312e+09,-4.079e+09,-2.33e+08,2.296e+09,-3.15e+08,-2.92e+08,-4.47e+08,1.55e+08,2e+06,-2.5e+07,1.981e+09,1.981e+09,-4.15e+08,1.566e+09,1.566e+09,-9e+06,1.557e+09,1.557e+09,1.6577e+10,8.211e+09,8.366e+09,7.933e+09,7.933e+09,3.219e+09,4.39e+09,3.605e+09,3.2119e+10,1.4346e+10,4.044e+09,4.0507e+10,1.3044e+10,1.1993e+10,1.017e+09,4.602e+09,5.8897e+10,9.1016e+10,9.542e+09,8.853e+09,6.89e+08,1.6423e+10,1.4383e+10,2.04e+09,2.6123e+10,2.6087e+10,9.728e+09,5.432e+09,4.296e+09,3.5815e+10,6.1938e+10,1.5121e+10,1.76e+09,1.3361e+10,-4.2739e+10,6.3524e+10,-7.069e+09,2.8837e+10,2.41e+08,2.9078e+10,9.1016e+10,1.566e+09,1.566e+09,4.73e+08,7.24e+08,6e+07,8e+06,6.56e+08,-1.189e+09,1.574e+09,-4.95e+08,2.1e+07,2.1e+07,-5.16e+08,-5.16e+08,3.372e+09,3.975e+09,-3.689e+09,-8.12e+08,-1.441e+09,6.18e+08,-3.75e+08,2.79e+08,-6.54e+08,2.1e+07,-1.177e+09,-4.15e+08,-4.15e+08,-3.32e+08,-7.47e+08,2.769e+09,4.251e+10,1.5e+09,0.61694,0.21436,0.14536,0.05355,0.01711,0.96339,1.22953,2.13006,0.46706,0.3567,0.3521,2.45384,6.60641,0.34364,0.33013,6,0.03687,0.01845,0.9255,9.36547,11.29486
"22","2015_Q3",31.99375,"Down",1.2156e+10,-4.748e+09,7.408e+09,-4.873e+09,-4.204e+09,-6.69e+08,2.535e+09,1.826e+09,2.1e+07,-1.28e+08,1.49e+08,2e+08,1.605e+09,4.361e+09,4.361e+09,-1.25e+09,3.111e+09,3.111e+09,-3e+06,3.108e+09,3.108e+09,1.7514e+10,8.805e+09,8.709e+09,8.409e+09,8.409e+09,3.224e+09,3.656e+09,3.159e+09,3.2803e+10,1.4365e+10,3.002e+09,4.3368e+10,1.3398e+10,1.1706e+10,9.76e+08,4.517e+09,6.0735e+10,9.3538e+10,1.0434e+10,9.997e+09,4.37e+08,1.8337e+10,1.6306e+10,2.031e+09,2.8852e+10,2.5977e+10,1.0068e+10,5.785e+09,4.283e+09,3.6045e+10,6.4897e+10,1.5246e+10,1.76e+09,1.3486e+10,-4.3288e+10,6.5196e+10,-8.736e+09,2.8418e+10,2.23e+08,2.8641e+10,9.3538e+10,3.111e+09,3.111e+09,4.88e+08,-2.8e+08,5.7e+07,6.35e+08,-9.72e+08,2.25e+08,3.544e+09,-5.86e+08,1.2e+07,1.2e+07,-5.98e+08,-5.98e+08,1.073e+09,2.754e+09,-3.431e+09,-2.944e+09,-1.436e+09,1.902e+09,-5.13e+08,1.31e+08,-6.44e+08,9.4e+07,46999999.9999998,6.47e+08,6.47e+08,-53000000.0000001,5.94e+08,3.023e+09,4.4314e+10,3.912e+09,0.60941,0.20854,0.25568,0.10852,0.03323,1.25869,1.13694,2.26588,0.47375,0.71366,0.70508,2.79127,6.52537,0.89828,0.32974,6,0.05473,0.04712,0.46203,8.86537,10.57199
"23","2015_Q4",34.23078125,"Up",1.1427e+10,-4.577e+09,6.85e+09,-4.471e+09,-4.207e+09,-2.64e+08,2.379e+09,-6.54e+08,1.7e+07,-1.38e+08,1.55e+08,2e+08,-8.71e+08,1.725e+09,1.725e+09,-2.72e+08,1.453e+09,1.453e+09,-4e+06,1.449e+09,1.449e+09,1.916e+10,9.983e+09,9.177e+09,7.642e+09,7.642e+09,2.91e+09,6.882e+09,3.029e+09,3.6594e+10,1.2615e+10,2.43e+09,4.1369e+10,1.2165e+10,1.1357e+10,8.97e+08,4.446e+09,5.6414e+10,9.3008e+10,1.026e+10,9.877e+09,3.83e+08,2.0237e+10,1.7545e+10,2.692e+09,3.1545e+10,2.5949e+10,9.247e+09,5.053e+09,4.194e+09,3.5196e+10,6.6741e+10,1.5475e+10,1.76e+09,1.3715e+10,-4.3822e+10,6.5209e+10,-1.0813e+10,2.6049e+10,2.18e+08,2.6267e+10,9.3008e+10,1.453e+09,1.453e+09,4.82e+08,7.19e+08,5.4e+07,-4.31e+08,1.096e+09,6.18e+08,3.272e+09,-5.39e+08,1.7e+07,1.7e+07,-5.56e+08,-5.56e+08,3.885e+09,4.09e+09,-5.003e+09,-1.657e+09,-1.436e+09,1.619e+09,-3.46e+08,3.22e+08,-6.68e+08,1.15e+08,-4.8e+07,1.567e+09,1.567e+09,-3.89e+08,1.178e+09,2.861e+09,4.6186e+10,3.212e+09,0.59946,0.20819,0.1268,0.05516,0.01558,2.2167,1.16006,2.54087,0.49658,0.33318,0.32939,2.6275,5.98965,0.73856,0.33019,5,0.03531,0.03931,0.99103,9.44635,11.36024
"24","2016_Q1",35.3359016393443,"Up",1e+10,-4.054e+09,5.946e+09,-4.428e+09,-3.937e+09,-4.91e+08,1.518e+09,19999999.9999998,1.1e+07,-1.43e+08,1.54e+08,8.7e+07,-7.8e+07,1.538e+09,1.538e+09,-3.02e+08,1.236e+09,1.236e+09,999999.999999999,1.237e+09,1.237e+09,1.5631e+10,7.309e+09,8.322e+09,8.21e+09,8.21e+09,2.902e+09,6.652e+09,2.752e+09,3.3395e+10,1.2571e+10,3.47e+09,4.056e+10,1.1989e+10,1.1289e+10,8.54e+08,4.11e+09,5.6601e+10,8.9996e+10,9.991e+09,9.66e+09,3.31e+08,1.5805e+10,1.3129e+10,2.676e+09,2.6929e+10,2.8311e+10,8.992e+09,4.691e+09,4.301e+09,3.7303e+10,6.4232e+10,1.5776e+10,1.76e+09,1.4016e+10,-4.5066e+10,6.5018e+10,-1.0174e+10,2.5554e+10,2.1e+08,2.5764e+10,8.9996e+10,1.236e+09,1.236e+09,5.27e+08,1.86e+08,6.5e+07,-1.39e+08,2.6e+08,1.89e+08,2.138e+09,-8.48e+08,3.5e+07,3.5e+07,-8.83e+08,-8.83e+08,-1.2008e+10,3.825e+09,1.2083e+10,-7.73e+08,-1.428e+09,-1.443e+09,-1.085e+09,5.13e+08,-1.598e+09,2.1e+07,-3.935e+09,-2.57e+09,-2.57e+09,-1.04e+08,-2.674e+09,2.045e+09,4.4116e+10,1.688e+09,0.5946,0.1518,0.1237,0.04801,0.01375,1.36459,1.24011,2.49309,0.4902,0.28509,0.28171,2.30468,5.88938,0.38903,0.32911,6,0.03379,0.0214,1.15441,13.9291,18.76482
"25","2016_Q2",36.96875,"Up",1.0282e+10,-4.069e+09,6.213e+09,-4.072e+09,-3.761e+09,-3.11e+08,2.141e+09,-2.47e+08,3e+06,-1.41e+08,1.44e+08,9.2e+07,-3.42e+08,1.894e+09,1.894e+09,-4.01e+08,1.493e+09,1.493e+09,-1e+07,1.483e+09,1.483e+09,1.8751e+10,8.748e+09,1.0003e+10,7.607e+09,7.607e+09,3.052e+09,7.1e+09,3.314e+09,3.651e+10,1.2613e+10,1.186e+09,4.0954e+10,1.1728e+10,1.1396e+10,9.06e+08,4.314e+09,5.4753e+10,9.1263e+10,9.901e+09,9.626e+09,2.75e+08,1.9844e+10,1.4888e+10,4.956e+09,3.0987e+10,2.699e+10,8.157e+09,4.337e+09,3.82e+09,3.5147e+10,6.6134e+10,1.6267e+10,1.76e+09,1.4507e+10,-4.5549e+10,6.4985e+10,-1.0789e+10,2.4914e+10,2.15e+08,2.5129e+10,9.1263e+10,1.493e+09,1.493e+09,4.58e+08,3.33e+08,6.9e+07,-8.1e+07,3.45e+08,-1.68e+09,6.04e+08,-5.07e+08,2.9e+07,2.9e+07,-5.36e+08,-5.36e+08,5.613e+09,6.301e+09,-4.758e+09,3.48e+08,-1.505e+09,1.747e+09,2.4e+07,7.63e+08,-7.39e+08,1.33e+08,3.99e+08,1.351e+09,1.351e+09,8.8e+07,1.439e+09,2.599e+09,4.6834e+10,8.13e+08,0.60426,0.20823,0.14423,0.05902,0.01625,0.54821,1.17824,2.63178,0.51318,0.34265,0.33843,2.37569,5.75647,0.18785,0.34774,3,0.03729,0.01015,1.01483,10.80531,13.11677
