"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","short_term_debt","short_term_borrowings","current_portion_of_long_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_change_in_fixed_assets_intangibles","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_long_term_debt_net","cash_from_repurchase_of_equity","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"28","2017_Q1",60.6703225806452,"Up",3.721e+09,-1.474e+09,2.247e+09,-1.292e+09,-1.253e+09,9.55e+08,-2.1e+07,-2.1e+07,9.34e+08,9.34e+08,-3.06e+08,6.28e+08,6.28e+08,-2.2e+07,6.06e+08,6.06e+08,1.315e+09,1.315e+09,1.411e+09,1.411e+09,1.171e+09,4.41e+08,4.338e+09,3.84e+09,3.945e+09,2.107e+09,1.313e+09,3.01e+08,2.24e+08,7.785e+09,1.2123e+10,1.565e+09,1.124e+09,4.41e+08,1.3e+07,1.3e+07,0,3.305e+09,6.52e+09,2.281e+09,2.46e+08,2.035e+09,8.801e+09,1.2106e+10,3.157e+09,1.466e+09,1.691e+09,-1.9135e+10,1.9922e+10,-4.187e+09,-2.43e+08,2.6e+08,1.7e+07,1.2123e+10,6.28e+08,1.14e+08,1.9e+07,2.1e+07,6000000.00000001,-8e+06,6.3e+07,1.09e+08,-8e+06,-3.8e+07,8.24e+08,-2.01e+08,-2.01e+08,1.55e+08,2.2e+08,-6.5e+07,-3e+06,-5.4e+07,-4.55e+08,1.63e+08,1.63e+08,-4.22e+08,-4.22e+08,2.8e+07,-6.86e+08,8.4e+07,8.4e+07,-6.7e+07,1.7e+07,1.069e+09,6.533e+09,1.237e+09,0.60387,0.25665,0.16286,35.64706,0.04999,2.04125,1.31256,712.11765,0.53889,0.68266,0.67854,4.19173,-0.27374,1.39349,0.51256,8,0.12014,0.14007,0.75083,4.8812,5.46387
"29","2017_Q2",64.7039682539683,"Up",3.762e+09,-1.493e+09,2.269e+09,-1.384e+09,-1.362e+09,8.85e+08,-2.3e+07,-2.3e+07,8.62e+08,8.62e+08,-2.51e+08,6.11e+08,6.11e+08,-4.1e+07,5.7e+08,5.7e+08,1.347e+09,1.347e+09,1.496e+09,1.496e+09,1.189e+09,5.64e+08,4.596e+09,3.883e+09,3.969e+09,2.134e+09,1.312e+09,3.21e+08,2.02e+08,7.852e+09,1.2448e+10,1.695e+09,1.116e+09,5.79e+08,7e+06,7e+06,0,3.809e+09,6.466e+09,2.178e+09,1.98e+08,1.98e+09,8.644e+09,1.2453e+10,3.253e+09,1.466e+09,1.787e+09,-1.9293e+10,1.9782e+10,-4.055e+09,-3.13e+08,3.08e+08,-5e+06,1.2448e+10,6.11e+08,1.09e+08,-8.2e+07,3.5e+07,-5.1e+07,-6.6e+07,5.3e+07,-5.2e+07,9e+06,9.6e+07,6.91e+08,-1.21e+08,-1.21e+08,-3.7e+07,4.8e+07,-8.5e+07,0,-1.58e+08,-3.45e+08,-6.7e+07,-6.7e+07,-3.33e+08,-3.33e+08,2.25e+08,-5.2e+08,1.3e+07,1.3e+07,1.9e+07,3.2e+07,9.94e+08,6.473e+09,1.177e+09,0.60314,0.23525,0.15152,-114,0.04579,2.06491,1.20662,-2490.6,0.52,0.64429,0.63973,4.25229,-0.35379,1.33039,0.38996,8,0.10583,0.13613,0.60526,5.15694,5.79209
"30","2017_Q3",63.171746031746,"Down",3.826e+09,-1.526e+09,2.3e+09,-1.395e+09,-1.283e+09,9.05e+08,-2.4e+07,-2.4e+07,8.81e+08,8.29e+08,-2.69e+08,5.6e+08,5.6e+08,-3.6e+07,5.24e+08,5.24e+08,1.241e+09,1.241e+09,1.526e+09,1.526e+09,1.199e+09,5.89e+08,4.555e+09,3.93e+09,4.095e+09,2.191e+09,1.34e+09,3.6e+08,2.04e+08,8.025e+09,1.258e+10,1.535e+09,1.131e+09,4.04e+08,1.3e+07,1.3e+07,0,3.78e+09,6.506e+09,2.206e+09,1.95e+08,2.011e+09,8.712e+09,1.2492e+10,3.32e+09,1.466e+09,1.854e+09,-1.9565e+10,1.9952e+10,-3.949e+09,-2.42e+08,3.3e+08,8.8e+07,1.258e+10,5.6e+08,1.17e+08,9.2e+07,1.8e+07,-1.3e+07,8.7e+07,-1.55e+08,-1.2e+07,-3.72529029846191e-09,-1.43e+08,6.14e+08,-1.08e+08,-1.08e+08,-5e+07,6.6e+07,-1.16e+08,4e+06,-1.54e+08,-3.71e+08,-1.3e+07,-1.3e+07,-3.27e+08,-3.27e+08,1.12e+08,-5.99e+08,-1.39e+08,-1.39e+08,3.3e+07,-1.06e+08,1.022e+09,6.519e+09,1.028e+09,0.60115,0.23654,0.13696,5.95455,0.04165,1.96183,1.20503,141.95455,0.5182,0.59289,0.58824,4.32903,-0.27382,1.16316,0.41978,7,0.10155,0.11665,0.70802,5.16438,5.83204
"31","2017_Q4",64.3195238095238,"Up",3.974e+09,-1.591e+09,2.383e+09,-1.426e+09,-1.41e+09,9.57e+08,-2.7e+07,-2.7e+07,9.3e+08,9e+08,-2.5e+08,6.5e+08,6.5e+08,-4.3e+07,6.07e+08,6.07e+08,1.38e+09,1.38e+09,1.53e+09,1.53e+09,1.205e+09,6.21e+08,4.736e+09,3.999e+09,4.04e+09,2.216e+09,1.343e+09,2.65e+08,2.16e+08,8.039e+09,1.2775e+10,1.555e+09,1.164e+09,3.91e+08,7e+06,7e+06,0,3.854e+09,6.52e+09,2.134e+09,1.96e+08,1.938e+09,8.654e+09,1.2508e+10,3.398e+09,1.466e+09,1.932e+09,-1.9878e+10,2.0207e+10,-3.835e+09,-1.08e+08,3.75e+08,2.67e+08,1.2775e+10,6.5e+08,1.28e+08,9.3e+07,5.3e+07,6.2e+07,-2.2e+07,1.19e+08,1.4e+07,7e+06,9.8e+07,9.9e+08,-1.53e+08,-1.53e+08,-6.5e+07,3.5e+07,-1e+08,-2e+06,-2.2e+08,-3.54e+08,7e+06,7e+06,-3.95e+08,-3.95e+08,9.4e+07,-6.48e+08,1.22e+08,1.22e+08,1.7e+07,1.39e+08,1.085e+09,6.527e+09,1.301e+09,0.59965,0.24082,0.15274,2.27341,0.04751,2.14333,1.22885,46.84644,0.51092,0.68922,0.68487,4.51232,-0.12263,1.47723,0.40195,6,0.10764,0.14572,0.5832,4.74378,5.37827
"32","2018_Q1",63.7244262295082,"Down",3.892e+09,-1.564e+09,2.328e+09,-1.368e+09,-1.345e+09,9.6e+08,-2.8e+07,-2.8e+07,9.32e+08,8.96e+08,-5.43e+08,3.53e+08,3.53e+08,-3e+07,3.23e+08,3.23e+08,1.535e+09,1.535e+09,1.48e+09,1.48e+09,1.221e+09,4.03e+08,4.639e+09,4.072e+09,3.965e+09,2.218e+09,1.341e+09,1.88e+08,2.18e+08,8.037e+09,1.2676e+10,1.566e+09,1.212e+09,3.54e+08,1.1e+07,1.1e+07,0,3.408e+09,6.566e+09,2.459e+09,2.04e+08,2.255e+09,9.025e+09,1.2433e+10,3.45e+09,1.466e+09,1.984e+09,-2.0181e+10,2.0531e+10,-3.86e+09,-6e+07,3.03e+08,2.43e+08,1.2676e+10,3.53e+08,1.21e+08,4.17e+08,2.1e+07,1.1e+08,2.86e+08,-1.32e+08,3.5e+07,-2.4e+07,-1.43e+08,7.59e+08,-1.71e+08,-1.71e+08,1.96e+08,2.42e+08,-4.6e+07,3.6e+07,61000000.0000001,-4.59e+08,4.4e+07,4.4e+07,-3.44e+08,-3.44e+08,7.6e+07,-6.83e+08,1.37e+08,1.37e+08,1.8e+07,1.55e+08,1.081e+09,6.577e+09,1.321e+09,0.59815,0.24666,0.08299,1.32922,0.02548,4.08978,1.36121,51.16461,0.51885,0.36788,0.36576,4.4328,-0.06834,1.50456,0.52278,7,0.08428,0.14236,1.42105,4.6642,5.25208
"33","2018_Q2",58.26171875,"Down",4.002e+09,-1.594e+09,2.408e+09,-1.425e+09,-1.392e+09,9.83e+08,-3.5e+07,-3.5e+07,9.48e+08,9.24e+08,-2.46e+08,6.78e+08,6.78e+08,-4.4e+07,6.34e+08,6.34e+08,8.51e+08,8.51e+08,1.644e+09,1.644e+09,1.312e+09,4.85e+08,4.292e+09,4.087e+09,4.765e+09,2.572e+09,1.782e+09,1.87e+08,2.24e+08,8.852e+09,1.3144e+10,1.641e+09,1.209e+09,4.32e+08,1.59e+08,1.59e+08,0,3.98e+09,6.55e+09,2.513e+09,2.49e+08,2.264e+09,9.063e+09,1.3043e+10,3.513e+09,1.466e+09,2.047e+09,-2.0441e+10,2.0581e+10,-3.902e+09,-2.49e+08,3.5e+08,1.01e+08,1.3144e+10,6.78e+08,1.29e+08,1.6e+07,2.8e+07,1.3e+07,-2.5e+07,-2.07e+08,-2.11e+08,-3.3e+07,3.7e+07,6.16e+08,-1.18e+08,-1.18e+08,-3.8e+07,0,-3.8e+07,2e+06,-8.81e+08,-3.52e+08,1.47e+08,1.47e+08,-3.51e+08,-3.51e+08,1.19e+08,-4.37e+08,-7.02e+08,-7.02e+08,1.8e+07,-6.84e+08,1.112e+09,6.709e+09,1.033e+09,0.6017,0.24563,0.15842,6.27723,0.04823,1.62934,1.07839,129.13861,0.51042,0.72424,0.72054,4.57162,-0.28444,1.18003,0.4021,6,0.10576,0.1108,0.55521,5.26799,5.95931
"34","2018_Q3",59.7261904761905,"Up",3.886e+09,-1.585e+09,2.301e+09,-1.355e+09,-1.3e+09,9.46e+08,-3.5e+07,-3.5e+07,9.11e+08,8.88e+08,-2.13e+08,6.75e+08,6.75e+08,-3.8e+07,6.37e+08,6.37e+08,8.33e+08,8.33e+08,1.545e+09,1.545e+09,1.254e+09,5.4e+08,4.172e+09,3.908e+09,4.57e+09,2.483e+09,1.735e+09,1.56e+08,1.96e+08,8.478e+09,1.265e+10,1.503e+09,1.121e+09,3.82e+08,3.46e+08,3.46e+08,-1.16415321826935e-10,3.942e+09,6.519e+09,2.378e+09,2.06e+08,2.172e+09,8.897e+09,1.2839e+10,3.547e+09,1.466e+09,2.081e+09,-2.0757e+10,2.0851e+10,-4.164e+09,-5.23e+08,3.34e+08,-1.89e+08,1.265e+10,6.75e+08,1.29e+08,1.9e+07,1.9e+07,-1.1e+07,1.1e+07,-1.42e+08,1.1e+07,3e+06,-1.56e+08,6.81e+08,-9.8e+07,-9.8e+07,-3.9e+07,1.9e+07,-5.8e+07,5e+06,-1.32e+08,-4.04e+08,1.66e+08,1.66e+08,-3.45e+08,-3.45e+08,4.1e+07,-5.42e+08,6999999.99999976,6999999.99999976,-2.5e+07,-1.8e+07,1.075e+09,6.865e+09,1.048e+09,0.59213,0.24344,0.16392,-3.37037,0.05036,1.64521,1.05835,-67.93122,0.54269,0.73076,0.72883,4.45796,-0.59998,1.20225,0.46346,7,0.11498,0.11575,0.63422,5.61116,6.37632
"35","2018_Q4",56.4525396825397,"Down",3.845e+09,-1.576e+09,2.269e+09,-1.395e+09,-1.369e+09,8.74e+08,-3.6e+07,-3.6e+07,8.38e+08,8.2e+08,-2.58e+08,5.62e+08,5.62e+08,-3.9e+07,5.23e+08,5.23e+08,8.41e+08,8.41e+08,1.532e+09,1.532e+09,1.245e+09,5.23e+08,4.141e+09,3.871e+09,4.559e+09,2.539e+09,1.66e+09,1.65e+08,1.95e+08,8.43e+09,1.2571e+10,1.518e+09,1.158e+09,3.6e+08,8.5e+07,8.5e+07,0,3.747e+09,6.519e+09,2.373e+09,3.25e+08,2.048e+09,8.892e+09,1.2639e+10,3.649e+09,1.466e+09,2.183e+09,-2.0916e+10,2.1008e+10,-4.171e+09,-4.3e+08,3.62e+08,-6.8e+07,1.2571e+10,5.62e+08,1.27e+08,1.33e+08,5e+07,7.6e+07,7e+06,7.5e+07,4e+06,-6e+06,7.7e+07,8.97e+08,-1.05e+08,-1.05e+08,-5.4e+07,9e+06,-6.3e+07,-1e+06,-1.61e+08,-3.66e+08,-2.55e+08,-2.55e+08,-2.6e+08,-2.6e+08,1.59e+08,-7.22e+08,1.4e+07,1.4e+07,-6e+06,8e+06,1.001e+09,6.604e+09,1.229e+09,0.59012,0.22731,0.13602,-7.69118,0.0416,2.3499,1.10515,-185.86765,0.52534,0.60198,0.60039,4.42564,-0.49494,1.41459,0.42127,4,0.09979,0.13795,0.69981,5.75724,6.59382
"36","2019_Q1",58.6834426229508,"Up",3.811e+09,-1.558e+09,2.253e+09,-1.362e+09,-1.328e+09,8.91e+08,-3.7e+07,-3.7e+07,8.54e+08,8.32e+08,-1.89e+08,6.43e+08,6.43e+08,-3.7e+07,6.06e+08,6.06e+08,7.26e+08,7.26e+08,1.4e+09,1.4e+09,1.25e+09,4.17e+08,3.793e+09,3.881e+09,4.487e+09,2.53e+09,1.637e+09,1.52e+08,1.68e+08,8.368e+09,1.2161e+10,1.633e+09,1.222e+09,4.11e+08,1.2e+07,1.2e+07,1.16415321826935e-10,3.341e+09,6.354e+09,2.269e+09,2.35e+08,2.034e+09,8.623e+09,1.1964e+10,3.67e+09,1.466e+09,2.204e+09,-2.1196e+10,2.1615e+10,-4.191e+09,-1.02e+08,2.99e+08,1.97e+08,1.2161e+10,6.43e+08,1.26e+08,-2.6e+07,1.2e+07,-5.1e+07,1.3e+07,1.19e+08,1.17e+08,-2.2e+07,2.4e+07,8.62e+08,-1.15e+08,-1.15e+08,1.18e+08,1.28e+08,-1e+07,1e+06,4000000.00000009,-4.69e+08,-2.37e+08,-7.83e+08,4.7e+07,-2.82e+08,-3.19e+08,-9.78e+08,-1.12e+08,-1.12e+08,-3e+06,-1.15e+08,1.017e+09,6.366e+09,1.21e+09,0.59118,0.2338,0.15901,3.07614,0.04983,1.9967,1.13529,60.73096,0.52348,0.69937,0.69896,4.39815,-0.11771,1.39642,0.54126,5,0.12172,0.137,0.77393,5.54572,6.32997
"37","2019_Q2",64.9119047619048,"Up",3.884e+09,-1.597e+09,2.287e+09,-1.408e+09,-1.365e+09,8.79e+08,-4e+07,-4e+07,8.39e+08,8.14e+08,-2.14e+08,6e+08,6e+08,-4e+07,5.6e+08,5.6e+08,8.43e+08,8.43e+08,1.547e+09,1.547e+09,1.278e+09,4.65e+08,4.133e+09,3.821e+09,4.929e+09,2.517e+09,1.612e+09,1.64e+08,6.36e+08,8.75e+09,1.2883e+10,1.615e+09,1.215e+09,4e+08,6e+06,5e+06,1e+06,3.865e+09,6.655e+09,2.573e+09,3.06e+08,2.267e+09,9.228e+09,1.3093e+10,3.707e+09,1.466e+09,2.241e+09,-2.1532e+10,2.1436e+10,-4.163e+09,-5.52e+08,3.42e+08,-2.1e+08,1.2883e+10,6e+08,1.28e+08,-2.7e+07,1.7e+07,5.3e+07,-9.7e+07,-9.6e+07,-1.45e+08,-3.2e+07,8.1e+07,6.05e+08,-7.1e+07,-7.1e+07,-2.7e+07,115707028.655542,-2.7e+07,0,-9.8e+07,-3.66e+08,3.02e+08,3.02e+08,-3.99e+08,-3.99e+08,7.1e+07,-3.92e+08,1.15e+08,1.15e+08,2e+06,1.17e+08,1.007e+09,6.661e+09,1.054e+09,0.58883,0.22631,0.14418,-2.66667,0.04347,1.88214,1.06934,-62.34762,0.51704,0.64965,0.64875,4.5058,-0.64037,1.22274,0.42459,4,0.10262,0.1168,0.65357,5.77756,6.61889
"38","2019_Q3",66.73328125,"Up",3.866e+09,-1.558e+09,2.308e+09,-1.42e+09,-1.369e+09,8.88e+08,-3.8e+07,-3.8e+07,8.5e+08,8.23e+08,-2.05e+08,6.18e+08,6.18e+08,-3.2e+07,5.86e+08,5.86e+08,8.63e+08,8.63e+08,1.59e+09,1.59e+09,1.322e+09,4.8e+08,4.255e+09,3.793e+09,5.103e+09,2.536e+09,1.609e+09,1.67e+08,7.91e+08,8.896e+09,1.3151e+10,1.502e+09,1.209e+09,2.93e+08,5000000.00000001,4e+06,1e+06,3.782e+09,6.64e+09,2.739e+09,3.03e+08,2.436e+09,9.379e+09,1.3161e+10,3.804e+09,1.466e+09,2.338e+09,-2.1682e+10,2.1653e+10,-4.122e+09,-3.47e+08,3.37e+08,-9999999.99999994,1.3151e+10,6.18e+08,1.28e+08,3.3e+07,1.7e+07,-1.49011611938477e-08,1.6e+07,-1.35e+08,-3.3e+07,-3.1e+07,-7.1e+07,6.44e+08,-7.5e+07,-7.5e+07,-3.9e+07,1.4e+07,-5.3e+07,0,-1.14e+08,-4.04e+08,-39000000.0000001,-3.9e+07,-2.65e+08,-2.65e+08,1.96e+08,-5.12e+08,1.8e+07,1.8e+07,2e+06,2e+07,1.016e+09,6.645e+09,1.011e+09,0.597,0.22969,0.15158,-58.6,0.04456,1.72526,1.12507,-1316.1,0.50528,0.68187,0.67966,4.49849,-0.40377,1.1764,0.4701,7,0.10561,0.10785,0.68942,5.69094,6.51126
"39","2019_Q4",63.08421875,"Down",3.928e+09,-1.612e+09,2.316e+09,-1.46e+09,-1.429e+09,8.56e+08,-3.5e+07,-3.5e+07,8.21e+08,7.94e+08,-1.67e+08,6.27e+08,6.27e+08,-4.9e+07,5.78e+08,5.78e+08,9.48e+08,9.48e+08,1.495e+09,1.495e+09,1.371e+09,5.35e+08,4.349e+09,3.689e+09,6.988e+09,3.532e+09,2.535e+09,1.65e+08,7.56e+08,1.0677e+10,1.5026e+10,1.434e+09,1.188e+09,2.46e+08,5.05e+08,5.03e+08,2e+06,4.231e+09,7.646e+09,2.975e+09,5.87e+08,2.388e+09,1.0621e+10,1.4852e+10,3.932e+09,1.466e+09,2.466e+09,-2.19e+10,2.186e+10,-4.216e+09,-3.24e+08,4.98e+08,1.74e+08,1.5026e+10,6.27e+08,1.3e+08,5.4e+07,4.9e+07,2.6e+07,-2.1e+07,1.03e+08,1.13e+08,-6e+06,-4e+06,9.14e+08,-8e+07,-8e+07,-7.2e+07,0,-7.2e+07,0,-1.863e+09,-3.7e+08,1.561e+09,1.561e+09,-3.6e+08,-3.6e+08,2.23e+08,1.054e+09,1.05e+08,1.05e+08,-2e+07,8.5e+07,9.86e+08,8.151e+09,1.176e+09,0.58961,0.21792,0.14715,3.32184,0.03847,2.0346,1.02789,85.35632,0.54246,0.67295,0.67069,4.57329,-0.37723,1.36919,0.43078,5,0.08389,0.10407,0.64014,7.30527,8.41472
"40","2020_Q1",65.6720967741935,"Up",4.015e+09,-1.601e+09,2.414e+09,-1.287e+09,-1.412e+09,1.127e+09,-2.28e+08,-3.2e+07,8.99e+08,8.7e+08,-1.88e+08,6.82e+08,6.82e+08,-3.9e+07,6.43e+08,6.43e+08,8.83e+08,8.83e+08,1.44e+09,1.44e+09,1.4e+09,4.56e+08,4.179e+09,3.75e+09,7.105e+09,3.508e+09,2.667e+09,1.77e+08,7.53e+08,1.0855e+10,1.5034e+10,1.607e+09,1.237e+09,3.7e+08,5.14e+08,2.6e+08,2.54e+08,4.038e+09,7.333e+09,3.105e+09,5.07e+08,2.598e+09,1.0438e+10,1.4476e+10,3.954e+09,1.466e+09,2.488e+09,-2.2063e+10,2.2501e+10,-4.275e+09,1.17e+08,4.41e+08,5.58e+08,1.5034e+10,6.82e+08,1.33e+08,-3.8e+07,1.7e+07,-6.2e+07,7000000.00000001,1.93e+08,8.4e+07,-8e+06,1.17e+08,9.7e+08,-1.09e+08,-1.09e+08,8.5e+07,1.17e+08,-3.2e+07,1910468.26705605,-2.4e+07,-4.74e+08,-3.91e+08,-6.87e+08,3.2e+08,-1.78e+08,-4.75e+08,-1.02e+09,-7.4e+07,-7.4e+07,9e+06,-6.5e+07,1.26e+09,7.847e+09,1.532e+09,0.60125,0.2807,0.16015,1.15233,0.04277,2.38258,1.03492,25.9426500000001,0.52195,0.75108,0.75012,4.68987,0.13667,1.78951,0.55367,6,0.09705,0.1331,0.73717,5.52698,6.17924
"41","2020_Q2",66.5565079365079,"Up",4.097e+09,-1.632e+09,2.465e+09,-1.513e+09,-1.473e+09,9.52e+08,-3.6e+07,-3.6e+07,9.16e+08,8.95e+08,-1.47e+08,7.48e+08,7.48e+08,-3.3e+07,7.15e+08,7.15e+08,8.54e+08,8.54e+08,1.551e+09,1.551e+09,1.301e+09,5.42e+08,4.248e+09,3.487e+09,7.335e+09,3.559e+09,2.822e+09,1.79e+08,7.75e+08,1.0822e+10,1.507e+10,1.701e+09,1.216e+09,4.85e+08,5.1e+08,2.55e+08,2.55e+08,4.443e+09,7.336e+09,2.95e+09,4.15e+08,2.535e+09,1.0286e+10,1.4729e+10,4.089e+09,1.466e+09,2.623e+09,-2.2104e+10,2.2481e+10,-4.579e+09,-1.13e+08,4.54e+08,3.41e+08,1.507e+10,7.48e+08,1.33e+08,-1.13e+08,1.6e+07,-9.9e+07,-3e+07,0,-2.11e+08,2.9e+07,1.82e+08,7.68e+08,-8.2e+07,-8.2e+07,-2.6e+07,1.6e+07,-4.2e+07,5031812.01807989,-4.59e+08,-3.73e+08,1.7e+07,-1773680644.11041,7.7e+07,-2.2e+08,-2.9e+07,-3.08e+08,1e+06,1e+06,-3e+07,-2.9e+07,1.085e+09,7.846e+09,1.15e+09,0.60166,0.23237,0.17452,2.09677,0.04745,1.60839,0.95611,43.19355,0.52064,0.8344,0.83295,4.78119,-0.13187,1.34205,0.43529,7,0.09769,0.10326,0.52168,6.44424,7.34454
"42","2020_Q3",71.86140625,"Up",3.897e+09,-1.528e+09,2.369e+09,-1.423e+09,-1.395e+09,9.46e+08,-3.5e+07,-3.5e+07,9.11e+08,8.91e+08,-2.16e+08,6.75e+08,6.75e+08,-4e+07,6.35e+08,6.35e+08,9.97e+08,9.97e+08,1.231e+09,1.231e+09,1.524e+09,4.6e+08,4.212e+09,3.483e+09,7.446e+09,3.628e+09,2.787e+09,2.24e+08,8.07e+08,1.0929e+10,1.5141e+10,1.689e+09,1.189e+09,5e+08,5.08e+08,2.53e+08,2.55e+08,4.58e+09,6.884e+09,2.945e+09,4e+08,2.545e+09,9.829e+09,1.4409e+10,4.132e+09,1.466e+09,2.666e+09,-2.2075e+10,2.2731e+10,-4.52e+09,2.68e+08,4.64e+08,7.32e+08,1.5141e+10,6.75e+08,1.33e+08,-3.7e+07,1.6e+07,-4.8e+07,-5000000.00000001,2.55e+08,3.32e+08,-2.05e+08,1.28e+08,1.026e+09,-7.7e+07,-7.7e+07,2e+07,2.6e+07,-6e+06,7497921.63557571,-58000000.0000002,-4.11e+08,-5.1e+08,-1045381684.11341,48000000.0000001,-8000000.00000003,39999999.9999999,-8.33e+08,1.35e+08,1.35e+08,8000000.00000001,1.43e+08,1.079e+09,7.392e+09,1.473e+09,0.6079,0.24275,0.16295,0.867489999999999,0.04194,2.31969,0.91965,19.68443,0.48821,0.7407,0.7394,4.54567,0.31261,1.71818,0.47941,6,0.0945,0.13307,0.64724,5.92678,6.76004
"43","2020_Q4",78.34734375,"Up",4.153e+09,-1.613e+09,2.54e+09,-1.522e+09,-1.518e+09,1.018e+09,-3.6e+07,-3.6e+07,9.82e+08,9.67e+08,-2.22e+08,7.45e+08,7.45e+08,-4.7e+07,6.98e+08,6.98e+08,9.89e+08,9.89e+08,1.292e+09,1.292e+09,1.578e+09,5.08e+08,4.367e+09,3.506e+09,7.593e+09,3.711e+09,2.838e+09,2.08e+08,8.36e+08,1.1099e+10,1.5466e+10,1.648e+09,1.225e+09,4.23e+08,2.65e+08,9e+06,2.56e+08,4.481e+09,6.971e+09,2.941e+09,4.06e+08,2.535e+09,9.912e+09,1.4393e+10,4.303e+09,1.466e+09,2.837e+09,-2.228e+10,2.3052e+10,-4.422e+09,6.53e+08,4.2e+08,1.073e+09,1.5466e+10,7.45e+08,1.34e+08,4.5e+07,5.3e+07,2.3e+07,-3.1e+07,3.8e+07,-5.9e+07,-3.8e+07,1.35e+08,9.62e+08,-9e+07,-9e+07,-6.1e+07,0,-6.1e+07,7442687.50204768,-1.51e+08,-3.78e+08,-3.1e+08,-7000000.00000048,-6.3e+07,-3.5e+08,-7.6e+07,-8.27e+08,-1.6e+07,-1.6e+07,8e+06,-8e+06,1.152e+09,7.236e+09,1.322e+09,0.61161,0.24512,0.16807,0.65051,0.04513,1.89398,0.97456,13.41379,0.46786,0.81267,0.8104,4.83525,0.76027,1.53918,0.4401,7,0.09564,0.11751,0.54155,5.42274,6.13654
"44","2021_Q1",74.6801639344262,"Down",4.324e+09,-1.681e+09,2.643e+09,-1.561e+09,-1.633e+09,1.082e+09,-1.7e+08,-5.7e+07,9.12e+08,8.94e+08,-2.02e+08,6.92e+08,6.92e+08,-4.5e+07,6.47e+08,6.47e+08,8.88e+08,8.88e+08,1.264e+09,1.264e+09,1.673e+09,5.13e+08,4.338e+09,3.716e+09,7.866e+09,3.824e+09,2.894e+09,2.91e+08,8.57e+08,1.1582e+10,1.592e+10,4.137e+09,1.393e+09,4.03e+08,2.67e+08,2.58e+08,9e+06,4.404e+09,7.334e+09,3.081e+09,4.26e+08,2.655e+09,1.0415e+10,1.4819e+10,4.435e+09,1.466e+09,2.969e+09,-2.3045e+10,2.3699e+10,-4.346e+09,7.43e+08,3.58e+08,1.101e+09,1.592e+10,6.92e+08,1.39e+08,4.4e+07,59005974.4009833,45992247.055397,-31697492.314534,8.8e+07,-288876327.319152,6463640.1071834,52698175.1116997,9.63e+08,-1.61e+08,2.49e+08,4.8e+07,-4275899.01423172,-56137222.7356388,3e+06,-1.11e+08,-4.92e+08,2.06e+08,217139525.662287,-6.64e+08,-8.98e+08,-1e+06,-9.51e+08,-9.9e+07,-9.9e+07,-2e+06,-1.01e+08,1.221e+09,7.601e+09,1.35e+09,0.61124,0.25023,0.14963,0.58765,0.04064,2.08655,0.98501,13.45958,0.47745,0.75752,0.75346,5.06264,0.86992,1.58061,0.57604,5,0.09666,0.11457,0.76043,5.49795,6.20425
