"","YQ","p","d","revenue","sales_services_revenue","other_revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","interest_income","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","property_plant_equipment","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","long_term_borrowings","other_long_term_liabilities","pension_liabilities","pensions","other_post_retirement_benefits","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","return_on_invested_capital","net_debt_ebit"
"11","2012_Q4",20.9087096774194,"Up",9.909e+09,8.774e+09,1.135e+09,-6.821e+09,3.088e+09,-2.374e+09,-3.56e+08,-3.79e+08,-1.639e+09,7.14e+08,-1.85e+08,-1.98e+08,-2.02e+08,4e+06,1.3e+07,5.29e+08,-5.14e+08,1.5e+07,-9e+06,6e+06,6e+06,6e+06,6e+06,6.68e+09,5.129e+09,1.551e+09,1.862e+09,1.862e+09,6.75e+08,1.557e+09,8.37e+08,1.0774e+10,1.681e+10,1.681e+10,1.0321e+10,4.65e+09,4.523e+09,1.148e+09,2.7131e+10,3.7905e+10,3.516e+09,2.188e+09,1.328e+09,1.824e+09,7.717e+09,7.717e+09,1.3057e+10,1.042e+10,9.592e+09,1.2601e+10,4.249e+09,1.788e+09,2.461e+09,6.703e+09,2.3021e+10,3.6078e+10,7.143e+09,3e+06,7.14e+09,-3.2e+07,-4.965e+09,-3.19e+08,1.827e+09,1.827e+09,3.7905e+10,-2.38e+08,-4.74e+08,2.44e+08,-2.3e+08,-4.87e+08,-2e+06,-4.89e+08,-9.57e+08,-9.57e+08,-9.57e+08,1.2244e+10,0.31164,0.07206,0.00061,0.00328,0.00016,0.82515,19.74713,0.32302,0.01813,0.01813,29.93656,5.51964,0.00022,7.79272
"12","2013_Q1",27.3173333333333,"Up",8.702e+09,7.533e+09,1.169e+09,-6.363e+09,2.339e+09,-2.365e+09,-3.14e+08,-3.85e+08,-1.666e+09,-2.6e+07,-1.67e+08,-1.97e+08,-2.04e+08,7e+06,3e+07,-1.93e+08,-4.39e+08,-6.32e+08,1.2e+07,-6.2e+08,-6.2e+08,-6.2e+08,-6.2e+08,6.543e+09,4.77e+09,1.773e+09,1.338e+09,1.338e+09,6.95e+08,1.473e+09,8.65e+08,1.0049e+10,1.7292e+10,1.7292e+10,1.0287e+10,4.597e+09,4.523e+09,1.167e+09,2.7579e+10,3.7628e+10,4.075e+09,2.312e+09,1.763e+09,1.934e+09,6.809e+09,6.809e+09,1.2818e+10,1.1232e+10,1.044e+10,1.3097e+10,5.014e+09,2.4e+09,2.614e+09,6.54e+09,2.4329e+10,3.7147e+10,7.148e+09,3e+06,7.145e+09,-3.5e+07,-5.586e+09,-1.046e+09,4.81e+08,4.81e+08,3.7628e+10,9e+07,-9.52e+08,5.42e+08,-1.152e+09,7.65e+08,-7.9e+07,7.03e+08,-3.59e+08,-3.59e+08,-3.59e+08,1.3166e+10,0.26879,-0.00299000000000001,-0.07125,-1.28898,-0.01648,0.78398,77.22869,0.3499,-1.87311,-1.87311,26.29003,1.45317,-0.02318,-254.73077
"13","2013_Q2",31.814375,"Up",8.721e+09,7.559e+09,1.162e+09,-6.502e+09,2.219e+09,-2.391e+09,-3.28e+08,-4.08e+08,-1.655e+09,-1.72e+08,-1.62e+08,-1.96e+08,-2.01e+08,5e+06,3.4e+07,-3.34e+08,-9.2e+07,-4.26e+08,9e+06,-4.17e+08,-4.17e+08,-4.17e+08,-4.17e+08,5.39e+09,3.538e+09,1.852e+09,1.679e+09,1.679e+09,6.9e+08,1.389e+09,8.45e+08,9.148e+09,1.7437e+10,1.7437e+10,1.0257e+10,4.561e+09,4.523e+09,1.173e+09,2.7694e+10,3.6842e+10,3.748e+09,2.293e+09,1.455e+09,1.2e+09,7.944e+09,7.944e+09,1.2892e+10,1.0947e+10,1.0182e+10,1.2909e+10,5.017e+09,2.385e+09,2.632e+09,6.407e+09,2.3856e+10,3.6748e+10,7.162e+09,3e+06,7.159e+09,-3.8e+07,-6.003e+09,-1.027e+09,9.4e+07,9.4e+07,3.6842e+10,3.93e+08,-3.66e+08,-6.5e+07,-4.31e+08,-1.161e+09,-3.3e+07,-1.194e+09,-1.232e+09,-1.232e+09,-1.232e+09,1.2147e+10,0.25444,-0.01972,-0.04782,-4.43617,-0.01132,0.70959,390.93617,0.32971,-1.25602,-1.25602,26.26807,0.28313,-0.01658,-39.28488
"14","2013_Q3",32.18125,"Up",1.0001e+10,8.668e+09,1.333e+09,-6.613e+09,3.388e+09,-2.566e+09,-3.47e+08,-4.25e+08,-1.794e+09,8.22e+08,-2.99e+08,-1.88e+08,-1.94e+08,6e+06,-1.11e+08,5.23e+08,-5.2e+07,4.71e+08,-2e+06,4.69e+08,4.69e+08,4.69e+08,4.69e+08,5.964e+09,4.143e+09,1.821e+09,1.732e+09,1.732e+09,5.55e+08,1.37e+09,7.9e+08,9.621e+09,1.7584e+10,1.7584e+10,1.0263e+10,4.523e+09,4.523e+09,1.217e+09,2.7847e+10,3.7468e+10,3.778e+09,2.298e+09,1.48e+09,1.028e+09,8.121e+09,8.121e+09,1.2927e+10,1.0938e+10,1.0214e+10,1.2386e+10,4.579e+09,1.937e+09,2.642e+09,6.265e+09,2.3324e+10,3.6251e+10,7.358e+09,4e+06,7.354e+09,-3.8e+07,-5.534e+09,-5.69e+08,1.217e+09,1.217e+09,3.7468e+10,1.148e+09,-4.38e+08,35999999.9999999,-4.02e+08,-1.29e+08,-1.2e+07,-1.41e+08,6.05e+08,6.05e+08,6.05e+08,1.1966e+10,0.33877,0.08219,0.0469,0.38537,0.01252,0.74426,29.78718,0.31937,1.37135,1.37135,29.24269,3.55848,0.01834,7.3017
"15","2013_Q4",35.02625,"Up",1.0228e+10,8.918e+09,1.31e+09,-6.863e+09,3.365e+09,-2.646e+09,-3.77e+08,-4.35e+08,-1.834e+09,7.19e+08,-1.26e+08,-1.9e+08,-1.95e+08,5e+06,6.4e+07,5.93e+08,-2.11e+08,3.82e+08,-3e+06,3.79e+08,3.79e+08,3.79e+08,3.79e+08,5.736e+09,3.935e+09,1.801e+09,1.693e+09,1.693e+09,6.46e+08,1.314e+09,7e+08,9.389e+09,1.7766e+10,1.7766e+10,1.0105e+10,4.487e+09,4.523e+09,1.095e+09,2.7871e+10,3.726e+10,3.97e+09,2.126e+09,1.844e+09,1.074e+09,7.56e+09,7.56e+09,1.2604e+10,1.0985e+10,1.0204e+10,1.1943e+10,4.456e+09,1.803e+09,2.653e+09,5.914e+09,2.2928e+10,3.5532e+10,7.414e+09,4e+06,7.41e+09,-3.8e+07,-5.155e+09,-4.93e+08,1.728e+09,1.728e+09,3.726e+10,2.37e+08,-5.3e+08,6.4e+07,-4.66e+08,4.6e+07,-2.5e+07,2.1e+07,-2.08e+08,-2.08e+08,-2.08e+08,1.2059e+10,0.329,0.0703,0.03706,0.21933,0.01017,0.74492,20.5625,0.32364,1.06761,0.76411,28.81127,4.86761,0.01473,8.79416
"16","2014_Q1",44.9839344262295,"Up",9.329e+09,7.977e+09,1.352e+09,-6.437e+09,2.892e+09,-2.492e+09,-3.38e+08,-4.21e+08,-1.733e+09,4e+08,-1.23e+08,-1.88e+08,-1.93e+08,5e+06,6.5e+07,2.77e+08,-1.65e+08,1.12e+08,2.8e+07,1.4e+08,1.4e+08,1.4e+08,1.4e+08,5.121e+09,3.22e+09,1.901e+09,1.503e+09,1.503e+09,6.67e+08,1.411e+09,7.04e+08,8.702e+09,1.8047e+10,1.8047e+10,1.0063e+10,4.436e+09,4.523e+09,1.104e+09,2.811e+10,3.6812e+10,3.783e+09,2.087e+09,1.696e+09,1.485e+09,6.839e+09,6.839e+09,1.2107e+10,1.0924e+10,1.0171e+10,1.0797e+10,3.353e+09,1.65e+09,1.703e+09,5.782e+09,2.1721e+10,3.3828e+10,7.429e+09,4e+06,7.425e+09,-3.8e+07,-5.015e+09,6.08e+08,2.984e+09,2.984e+09,3.6812e+10,-3.34e+08,-6.78e+08,2.902e+09,-7.23e+08,3.48e+08,-3.5e+07,3.42e+08,-7.15e+08,-7.15e+08,-7.15e+08,1.2409e+10,0.31,0.04288,0.01501,0.04692,0.0038,0.71876,11.33646,0.33709,0.38567,0.35533,25.69972,8.22039,0.00535,18.22
"17","2014_Q2",43.0938095238095,"Down",8.696e+09,7.384e+09,1.312e+09,-6.425e+09,2.271e+09,-2.568e+09,-3.18e+08,-4.09e+08,-1.841e+09,-2.97e+08,-2.57e+08,-1.82e+08,-1.87e+08,5e+06,-7.5e+07,-5.54e+08,-5.2e+07,-6.06e+08,-3e+06,-6.09e+08,-6.09e+08,-6.09e+08,-6.09e+08,5.024e+09,3.009e+09,2.015e+09,1.609e+09,1.609e+09,6.41e+08,1.514e+09,8.45e+08,8.788e+09,1.8384e+10,1.8384e+10,1.0013e+10,4.402e+09,4.523e+09,1.088e+09,2.8397e+10,3.7185e+10,3.695e+09,2.332e+09,1.363e+09,1.29e+09,8.106e+09,8.106e+09,1.3091e+10,1.0834e+10,1.0098e+10,1.0681e+10,3.327e+09,1.626e+09,1.701e+09,5.746e+09,2.1515e+10,3.4606e+10,7.67e+09,4e+06,7.666e+09,-4.7e+07,-5.624e+09,5.8e+08,2.579e+09,2.579e+09,3.7185e+10,6.94e+08,-3.29e+08,1.37e+08,-4.27e+08,-4.9e+08,1.2e+07,-4.78e+08,-2.11e+08,-2.11e+08,-2.11e+08,1.2124e+10,0.26115,-0.03415,-0.07003,-0.23614,-0.01638,0.6713,13.41838,0.32605,-1.65489,-1.65489,23.63043,7.00815,-0.02399,-23.90572
"18","2014_Q3",46.41109375,"Up",1.0329e+10,8.981e+09,1.348e+09,-6.668e+09,3.661e+09,-2.586e+09,-3.46e+08,-4.17e+08,-1.823e+09,1.075e+09,-1.15e+08,-1.82e+08,-1.86e+08,4e+06,6.7e+07,9.6e+08,-1.69e+08,7.91e+08,-2e+06,7.89e+08,7.89e+08,7.89e+08,7.89e+08,5.796e+09,3.424e+09,2.372e+09,1.665e+09,1.665e+09,6.85e+08,1.473e+09,8.39e+08,9.619e+09,1.8857e+10,1.8857e+10,9.971e+09,4.372e+09,4.523e+09,1.076e+09,2.8828e+10,3.8447e+10,3.901e+09,2.441e+09,1.46e+09,1.266e+09,8.167e+09,8.167e+09,1.3334e+10,1.1054e+10,1.0354e+10,1.0712e+10,3.278e+09,1.589e+09,1.689e+09,5.858e+09,2.1766e+10,3.51e+10,7.64e+09,4e+06,7.636e+09,-4.7e+07,-4.835e+09,5.89e+08,3.347e+09,3.347e+09,3.8447e+10,1.464e+09,-5.81e+08,1.517e+09,-9.05e+08,-84999999.9999999,-5.9e+07,-1.44e+08,4.15e+08,4.15e+08,4.15e+08,1.232e+10,0.35444,0.10408,0.07639,0.23573,0.02052,0.72139,10.487,0.32044,2.10963,1.89663,27.61765,8.9492,0.02991,6.06884
"19","2014_Q4",55.3828125,"Up",1.0563e+10,9.314e+09,1.249e+09,-6.857e+09,3.706e+09,-2.472e+09,-3.75e+08,-4.22e+08,-1.675e+09,1.234e+09,-2.71e+08,-1.78e+08,-1.86e+08,8e+06,-9.3e+07,9.63e+08,-4.3e+07,9.2e+08,4e+06,9.24e+08,9.24e+08,9.24e+08,9.24e+08,5.514e+09,3.117e+09,2.397e+09,1.559e+09,1.559e+09,7e+08,1.452e+09,8.38e+08,9.225e+09,1.8943e+10,1.8943e+10,9.843e+09,4.33e+09,4.523e+09,9.9e+08,2.8786e+10,3.8011e+10,3.736e+09,2.085e+09,1.651e+09,1.439e+09,7.689e+09,7.689e+09,1.2864e+10,1.0655e+10,9.988e+09,1.0628e+10,3.201e+09,1.517e+09,1.684e+09,5.857e+09,2.1283e+10,3.4147e+10,7.624e+09,4e+06,7.62e+09,-2.37e+08,-3.911e+09,3.88e+08,3.864e+09,3.864e+09,3.8011e+10,5.74e+08,-3.62e+08,8.47e+08,-2.98e+08,-3.3e+08,-3.3e+07,-5.83e+08,-3.07e+08,-3.07e+08,-3.07e+08,1.2094e+10,0.35085,0.11682,0.08748,0.23913,0.02431,0.71712,8.83722,0.31817,2.51087,2.30424,28.7038,10.5,0.03476,5.33225
"20","2015_Q1",67.7527868852459,"Up",9.313e+09,8.083e+09,1.23e+09,-6.161e+09,3.152e+09,-2.348e+09,-3.34e+08,-4.31e+08,-1.583e+09,8.04e+08,-6.02e+08,-1.71e+08,-1.76e+08,5e+06,-4.31e+08,2.02e+08,-1.79e+08,22999999.9999999,4999999.99999999,28000000.0000001,28000000.0000001,28000000.0000001,28000000.0000001,4.384e+09,2.002e+09,2.382e+09,1.146e+09,1.146e+09,6.66e+08,1.351e+09,7.74e+08,7.547e+09,1.9467e+10,1.9467e+10,9.581e+09,4.284e+09,4.523e+09,7.74e+08,2.9048e+10,3.6595e+10,3.7e+09,1.882e+09,1.818e+09,1.423e+09,7.385e+09,6.691e+09,1.2508e+10,1.0524e+10,9.953e+09,1.1167e+10,4.159e+09,2.226e+09,1.933e+09,6.008e+09,2.1691e+10,3.4199e+10,7.725e+09,4e+06,7.721e+09,-3.67e+08,-3.883e+09,-1.079e+09,2.396e+09,2.396e+09,3.6595e+10,-9.8e+07,-6.39e+08,6.48e+08,-7.01e+08,-2.93e+08,-6.6e+07,-3.91e+08,-1.19e+09,-1.19e+09,-1.19e+09,1.1947e+10,0.33845,0.08633,0.00301,0.01169,0.00077,0.60337,14.27337,0.32647,0.0747900000000001,0.07491,24.87447,6.39957,0.0011,9.40672
"21","2015_Q2",57.8866666666667,"Down",8.608e+09,7.42e+09,1.188e+09,-5.479e+09,3.129e+09,-2.324e+09,-3.12e+08,-4.29e+08,-1.583e+09,8.05e+08,-2.3e+08,-1.68e+08,-1.73e+08,5e+06,-6.2e+07,5.75e+08,-6.4e+07,5.11e+08,-3e+06,5.08e+08,5.08e+08,5.08e+08,5.08e+08,5.608e+09,3.352e+09,2.256e+09,1.471e+09,1.471e+09,6.31e+08,1.799e+09,8.26e+08,9.509e+09,1.9862e+10,1.9862e+10,9.72e+09,4.257e+09,4.523e+09,9.4e+08,2.9582e+10,3.9091e+10,3.671e+09,2.074e+09,1.597e+09,1.812e+09,8.486e+09,7.838e+09,1.3969e+10,1.0474e+10,9.914e+09,1.164e+10,4.015e+09,2.082e+09,1.933e+09,6.048e+09,2.2114e+10,3.6083e+10,7.936e+09,4e+06,7.932e+09,-5.76e+08,-3.375e+09,-9.77e+08,3.008e+09,3.008e+09,3.9091e+10,1.825e+09,-1.93e+08,7.81e+08,-4.5e+07,-2.2e+08,-1.5e+07,-4.3e+08,1.35e+09,1.35e+09,1.35e+09,1.2286e+10,0.3635,0.09352,0.05901,0.16888,0.013,0.68072,11.99568,0.31429,1.32984,1.32292,22.53403,7.87435,0.01886,8.29565
"22","2015_Q3",56.415625,"Down",9.914e+09,8.676e+09,1.238e+09,-5.89e+09,4.024e+09,-2.524e+09,-3.48e+08,-4.45e+08,-1.731e+09,1.5e+09,-2.48e+08,-1.61e+08,-1.67e+08,6e+06,-8.7e+07,1.252e+09,-5.5e+07,1.197e+09,-4000000.00000012,1.193e+09,1.193e+09,1.193e+09,1.193e+09,4.985e+09,2.796e+09,2.189e+09,1.471e+09,1.471e+09,6.56e+08,1.681e+09,8.81e+08,8.793e+09,2.0701e+10,2.0701e+10,9.873e+09,4.22e+09,4.523e+09,1.13e+09,3.0574e+10,3.9367e+10,4.168e+09,2.322e+09,1.846e+09,1.158e+09,8.484e+09,8.083e+09,1.381e+10,1.0501e+10,9.938e+09,1.0934e+10,3.395e+09,1.468e+09,1.927e+09,5.916e+09,2.1435e+10,3.5245e+10,7.942e+09,4e+06,7.938e+09,-8.26e+08,-2.182e+09,-8.12e+08,4.122e+09,4.122e+09,3.9367e+10,1.752e+09,-1.082e+09,5.23e+08,-1.128e+09,-9.24e+08,-6e+06,-1.18e+09,-5.56e+08,-5.56e+08,-5.56e+08,1.1659e+10,0.40589,0.1513,0.12033,0.28942,0.0303,0.63671,8.55046,0.29616,3.13947,3.13947,26.08947,10.84737,0.04466,4.44933
"23","2015_Q4",57.7409375,"Up",1.0306e+10,8.96e+09,1.346e+09,-5.776e+09,4.53e+09,-2.555e+09,-3.66e+08,-4.69e+08,-1.72e+09,1.975e+09,-2.93e+08,-1.59e+08,-1.64e+08,5e+06,-1.34e+08,1.682e+09,-7.6e+07,1.606e+09,3.21e+09,4.816e+09,4.816e+09,4.816e+09,4.816e+09,5.599e+09,3.427e+09,2.172e+09,1.513e+09,1.513e+09,7.04e+08,2.281e+09,8.19e+08,1.0097e+10,2.1176e+10,2.1176e+10,1.0596e+10,4.193e+09,4.523e+09,1.034e+09,3.1772e+10,4.1869e+10,4.269e+09,2.082e+09,2.187e+09,1.449e+09,7.77e+09,7.441e+09,1.3488e+10,1.0672e+10,9.91e+09,9.154e+09,3.429e+09,1.511e+09,1.918e+09,5.725e+09,1.9826e+10,3.3314e+10,7.945e+09,4e+06,7.941e+09,-1.09e+09,2.634e+09,-9.34e+08,8.555e+09,8.555e+09,4.1869e+10,1.3e+09,-6.59e+08,7.7e+08,-5.46e+08,1.49e+08,-7e+06,-1.23e+08,6.31e+08,6.31e+08,6.31e+08,1.2121e+10,0.43955,0.19164,0.4673,0.56295,0.11503,0.74859,3.8941,0.2895,12.84267,12.80851,27.48267,22.81333,0.16145,3.30228
"24","2016_Q1",53.1029508196721,"Down",9.036e+09,7.729e+09,1.307e+09,-5.337e+09,3.699e+09,-2.487e+09,-3.16e+08,-4.76e+08,-1.695e+09,1.212e+09,-1.76e+08,-1.56e+08,-1.65e+08,9e+06,-2e+07,1.036e+09,-1.31e+08,9.05e+08,-8.2e+07,8.23e+08,8.23e+08,8.23e+08,8.23e+08,5.196e+09,3.006e+09,2.19e+09,1.128e+09,1.128e+09,7.38e+08,7.66e+08,7.4e+08,7.828e+09,2.158e+10,2.158e+10,1.1453e+10,4.136e+09,4.523e+09,7.57e+08,3.3033e+10,4.0861e+10,4.219e+09,1.869e+09,2.35e+09,1.359e+09,6.836e+09,6.712e+09,1.2414e+10,1.04e+10,9.673e+09,9.081e+09,3.37e+09,1.488e+09,1.882e+09,5.711e+09,1.9481e+10,3.1895e+10,7.95e+09,4e+06,7.946e+09,-1.61e+09,3.457e+09,-8.31e+08,8.966e+09,8.966e+09,4.0861e+10,1.115e+09,-7.27e+08,4.97e+08,-8.88e+08,-2.33e+08,-2.2e+07,-7.62e+08,-5.35e+08,-5.35e+08,-5.35e+08,1.1759e+10,0.40936,0.13413,0.09108,0.09179,0.02014,0.63058,3.55733,0.28778,2.24007,2.23885,24.59445,24.40392,0.02761,5.41502
"25","2016_Q2",47.3209375,"Down",8.195e+09,6.99e+09,1.205e+09,-4.933e+09,3.262e+09,-2.423e+09,-3.03e+08,-4.79e+08,-1.641e+09,8.39e+08,-1.55e+08,-1.51e+08,-1.59e+08,8e+06,-4e+06,6.84e+08,-1.9e+08,4.94e+08,-1.81e+08,3.13e+08,3.13e+08,3.13e+08,3.13e+08,3.972e+09,1.795e+09,2.177e+09,1.581e+09,1.581e+09,7.59e+08,9.12e+08,9.12e+08,7.224e+09,2.2006e+10,2.2006e+10,1.1143e+10,4.112e+09,4.523e+09,7.08e+08,3.3149e+10,4.0373e+10,3.887e+09,2.065e+09,1.822e+09,1.409e+09,8.084e+09,8.052e+09,1.338e+10,1.0197e+10,9.472e+09,8.956e+09,3.348e+09,1.469e+09,1.879e+09,5.608e+09,1.9153e+10,3.2533e+10,7.96e+09,4e+06,7.956e+09,-3.113e+09,3.77e+09,-7.77e+08,7.84e+09,7.84e+09,4.0373e+10,1.199e+09,-7.99e+08,6.14e+08,-8.23e+08,-2.19e+08,-2e+06,-1.613e+09,-1.237e+09,-1.237e+09,-1.237e+09,1.1606e+10,0.39805,0.10238,0.03819,0.03992,0.00775,0.53991,4.14962,0.28747,0.88343,0.88268,23.13012,22.12814,0.01102,9.09893
"26","2016_Q3",48.1084375,"Up",9.396e+09,8.103e+09,1.293e+09,-5.296e+09,4.1e+09,-2.606e+09,-3.39e+08,-4.91e+08,-1.776e+09,1.494e+09,-1.29e+08,-1.48e+08,-1.57e+08,9e+06,1.9e+07,1.365e+09,-4.34e+08,9.31e+08,-3.43e+08,5.88e+08,5.88e+08,5.88e+08,5.88e+08,4.685e+09,2.483e+09,2.202e+09,1.45e+09,1.45e+09,7.98e+08,9.11e+08,9.11e+08,7.844e+09,2.2388e+10,2.2388e+10,1.0244e+10,3.677e+09,4.523e+09,6.52e+08,3.2632e+10,4.0476e+10,4.209e+09,2.24e+09,1.969e+09,1.4e+09,8.373e+09,8.366e+09,1.3982e+10,1.0015e+10,9.275e+09,8.695e+09,3.289e+09,1.409e+09,1.88e+09,5.406e+09,1.871e+10,3.2692e+10,7.969e+09,4e+06,7.965e+09,-3.809e+09,4.358e+09,-7.34e+08,7.784e+09,7.784e+09,4.0476e+10,2.547e+09,-8.36e+08,6.36e+08,-8.35e+08,-2.25e+08,-2.2e+07,-1.037e+09,6.75e+08,6.75e+08,6.75e+08,1.1415e+10,0.43636,0.159,0.06258,0.07554,0.01453,0.56101,4.1999,0.28202,1.77912,1.77751,28.42965,23.55219,0.02108,4.50469
"27","2016_Q4",63.7168253968254,"Up",9.913e+09,8.603e+09,1.31e+09,-5.514e+09,4.399e+09,-2.73e+09,-3.45e+08,-5.03e+08,-1.882e+09,1.669e+09,-1.14e+08,-1.36e+08,-1.5e+08,1.4e+07,2.2e+07,1.555e+09,-4.5e+07,1.51e+09,-5.45e+08,9.65e+08,9.65e+08,9.65e+08,9.65e+08,4.856e+09,2.63e+09,2.226e+09,1.481e+09,1.481e+09,8.42e+08,7.91e+08,7.91e+08,7.97e+09,2.2645e+10,2.2645e+10,9.712e+09,3.654e+09,4.523e+09,6.72e+08,3.2357e+10,4.0327e+10,4.42e+09,2.138e+09,2.282e+09,1.093e+09,7.74e+09,7.736e+09,1.3253e+10,1.0364e+10,9.612e+09,8.271e+09,3.147e+09,1.22e+09,1.927e+09,5.124e+09,1.8635e+10,3.1888e+10,7.978e+09,4e+06,7.974e+09,-4.064e+09,5.323e+09,-7.98e+08,8.439e+09,8.439e+09,4.0327e+10,1.138e+09,-6.84e+08,6.94e+08,-7.06e+08,-5.2e+07,-1.6e+07,-3.28e+08,1.04e+08,1.04e+08,1.04e+08,1.1457e+10,0.44376,0.16836,0.09735,0.11435,0.02393,0.60137,3.77865,0.2841,3.01657,3.01374,30.98781,26.38012,0.03426,3.95506
"28","2017_Q1",72.2775806451613,"Up",9.054e+09,9.733e+09,-6.79e+08,-5.288e+09,3.766e+09,-2.679e+09,-4.08e+08,-5.04e+08,-1.767e+09,1.087e+09,-1.73e+08,-1.97e+08,-2.08e+08,1.1e+07,2.4e+07,9.14e+08,-7.6e+07,8.38e+08,-4.7e+08,3.68e+08,3.68e+08,3.68e+08,3.68e+08,4.428e+09,2.179e+09,2.249e+09,1.176e+09,1.176e+09,8.73e+08,8.32e+08,8.32e+08,7.309e+09,2.3318e+10,2.3318e+10,8.934e+09,3.632e+09,4.523e+09,1.24e+08,3.2831e+10,4.014e+10,4.446e+09,2.139e+09,2.307e+09,9.65e+08,6.875e+09,6.875e+09,1.2286e+10,1.074e+10,9.918e+09,8.455e+09,3.473e+09,1.892e+09,1.581e+09,4.982e+09,1.9195e+10,3.1481e+10,6.572e+09,3e+06,6.569e+09,-5.11e+08,3.427e+09,-8.29e+08,8.659e+09,8.659e+09,4.014e+10,6.58e+08,-9.04e+08,8.09e+08,-8.74e+08,-4.7e+07,-1.6e+07,-2.35e+08,-4.51e+08,-4.51e+08,-4.51e+08,1.1705e+10,0.41595,0.12006,0.04065,0.0425,0.00917,0.5949,3.63564,0.2916,1.16862,1.16603,28.75198,27.49762,0.01277,6.69457
"29","2017_Q2",75.5047619047619,"Up",8.426e+09,7.653e+09,7.73e+08,-5.455e+09,2.971e+09,-2.6e+09,-3.19e+08,-5.18e+08,-1.763e+09,3.71e+08,-1.7e+08,-1.51e+08,-1.62e+08,1.1e+07,-1.9e+07,2.01e+08,-5.1e+07,1.5e+08,-5.1e+07,9.9e+07,9.9e+07,9.9e+07,9.9e+07,4.379e+09,2.164e+09,2.215e+09,1.429e+09,1.429e+09,9e+08,1.016e+09,1.016e+09,7.724e+09,2.4241e+10,2.4241e+10,9.48e+09,3.612e+09,4.523e+09,7.47e+08,3.3721e+10,4.1445e+10,3.704e+09,2.135e+09,1.569e+09,8.29e+08,8.129e+09,8.129e+09,1.2662e+10,1.2014e+10,1.1178e+10,8.32e+09,3.459e+09,1.851e+09,1.608e+09,4.861e+09,2.0334e+10,3.2996e+10,6.565e+09,3e+06,6.562e+09,-8.16e+08,3.536e+09,-8.36e+08,8.449e+09,8.449e+09,4.1445e+10,5.47e+08,-6.87e+08,8.18e+08,-6.43e+08,4.09e+08,-6.5e+07,8.6e+07,-1e+07,-1e+07,-1e+07,1.2843e+10,0.3526,0.04403,0.01175,0.01172,0.00239,0.61001,3.90531,0.30988,0.31559,0.31469,26.86006,26.93338,0.00334,22.81402
"30","2017_Q3",66.6150793650794,"Down",1.0008e+10,9.151e+09,8.57e+08,-5.753e+09,4.255e+09,-2.774e+09,-3.85e+08,-5.36e+08,-1.853e+09,1.481e+09,-1.6e+08,-1.54e+08,-1.67e+08,1.3e+07,-6e+06,1.321e+09,-4.4e+07,1.277e+09,-4.56e+08,8.21e+08,8.21e+08,8.21e+08,8.21e+08,4.649e+09,2.371e+09,2.278e+09,1.499e+09,1.499e+09,8.82e+08,1.218e+09,1.218e+09,8.248e+09,2.5017e+10,2.5017e+10,9.042e+09,3.592e+09,4.523e+09,8e+08,3.4059e+10,4.2307e+10,4.037e+09,2.225e+09,1.812e+09,1.551e+09,8.008e+09,8.008e+09,1.3596e+10,1.1612e+10,1.0668e+10,8.245e+09,3.336e+09,1.739e+09,1.597e+09,4.909e+09,1.9857e+10,3.3453e+10,6.58e+09,3e+06,6.577e+09,-1.236e+09,4.354e+09,-8.44e+08,8.854e+09,8.854e+09,4.2307e+10,1.561e+09,-1.088e+09,8.66e+08,-1.035e+09,1.46e+08,-9999999.99999999,-3.18e+08,2.08e+08,2.08e+08,2.08e+08,1.3163e+10,0.42516,0.14798,0.08203,0.09273,0.01941,0.60665,3.77829,0.31113,2.67514,2.66905,32.60997,28.84979,0.02713,5.74882
