"","YQ","p","d","revenue","sales_services_revenue","financing_revenue","cost_of_revenue","cost_of_goods_services","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_long_term_debt_net","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",39.9254838709677,"Down",2.805e+09,2.713e+09,9.2e+07,-1.73e+09,-1.73e+09,1.075e+09,-7.98e+08,-7.98e+08,2.77e+08,-3.8e+07,-3.8e+07,2.39e+08,2.39e+08,-9.3e+07,1.46e+08,1.46e+08,1.46e+08,1.46e+08,1.158e+09,1.158e+09,2.088e+09,2.088e+09,1.65e+09,3.37e+08,1.15e+08,5.233e+09,2.551e+09,4.81e+08,1.75e+08,3.06e+08,3.032e+09,8.265e+09,1.667e+09,1.347e+09,3.2e+08,7.51e+08,7.51e+08,2.424e+09,3.129e+09,8.28e+08,8.28e+08,3.957e+09,6.381e+09,1.622e+09,1.622e+09,3.03e+08,-4.1e+07,1.884e+09,1.884e+09,8.265e+09,1.46e+08,1.07e+08,2e+06,1.1e+07,-1e+06,-8e+06,-1.2e+08,1.36e+08,-2.31e+08,1.3e+07,-3.8e+07,1.35e+08,-1.5e+08,-1.5e+08,6.2e+07,-8.8e+07,-5.4e+07,-2e+06,-2e+06,-6.2e+07,2.6e+07,-2.9e+07,-1.47e+08,-1e+08,-1e+08,-1e+08,3.84e+08,3.135e+09,2.07e+08,0.38324,0.09875,0.05205,0.07749,0.01766,1.41781,2.15883,3.38694,0.37931,0.72673,0.71359,13.96217,9.3778,1.03036,0.26879,6,0.03421,0.0354,0.36986,5.14844,7.13718
"12","2013_Q1",40.0366666666667,"Up",3.698e+09,3.596e+09,1.02e+08,-2.239e+09,-2.239e+09,1.459e+09,-9.61e+08,-9.61e+08,4.98e+08,-4.2e+07,-4.2e+07,4.56e+08,4.56e+08,-1.72e+08,2.84e+08,2.84e+08,2.84e+08,2.84e+08,1.285e+09,1.285e+09,2.129e+09,2.129e+09,1.36e+09,3.07e+08,8e+07,5.081e+09,2.579e+09,4.29e+08,1.75e+08,2.54e+08,3.008e+09,8.089e+09,1.415e+09,1.011e+09,4.04e+08,8.04e+08,8.04e+08,2.226e+09,3.124e+09,8.26e+08,8.26e+08,3.95e+09,6.176e+09,1.645e+09,1.645e+09,3.15e+08,-4.7e+07,1.913e+09,1.913e+09,8.089e+09,2.84e+08,1.15e+08,5.2e+07,1.1e+07,5.3e+07,-1.2e+07,1.52e+08,-15000000.0000001,2.79e+08,-2.91e+08,1.79e+08,6.03e+08,-1.44e+08,-1.44e+08,-3.9e+07,-1.83e+08,-5.4e+07,-1e+06,-1000000.00000001,-2.11e+08,8e+06,-2.7e+07,-2.93e+08,1.27e+08,1.27e+08,1.27e+08,6.13e+08,3.131e+09,7.93e+08,0.39454,0.13467,0.0768,0.14846,0.03511,2.79225,2.28257,3.22844,0.38707,1.43073,1.40455,18.62972,9.63728,3.99496,0.27204,8,0.05758,0.13509,0.19014,3.01142,3.70683
"13","2013_Q2",42.7665625,"Up",2.749e+09,2.657e+09,9.2e+07,-1.673e+09,-1.673e+09,1.076e+09,-8.01e+08,-8.01e+08,2.75e+08,-3.9e+07,-3.9e+07,2.36e+08,2.36e+08,-9.1e+07,1.45e+08,1.45e+08,1.45e+08,1.45e+08,1.19e+09,1.19e+09,2.087e+09,2.087e+09,1.485e+09,3.1e+08,8.4e+07,5.072e+09,2.624e+09,4.39e+08,1.75e+08,2.64e+08,3.063e+09,8.135e+09,1.436e+09,1.206e+09,2.3e+08,8.56e+08,8.56e+08,2.299e+09,3.119e+09,8.29e+08,8.29e+08,3.948e+09,6.247e+09,1.698e+09,1.698e+09,2.35e+08,-4.5e+07,1.888e+09,1.888e+09,8.135e+09,1.45e+08,1.09e+08,3e+06,1.7e+07,-1.1e+07,-3e+06,-9.6e+07,8e+06,-1.43e+08,1.41e+08,-1.02e+08,1.61e+08,-1.49e+08,-1.49e+08,1.8e+07,-1.31e+08,-5.9e+07,-2e+06,-2e+06,-1.43e+08,3.1e+07,7.9e+07,-1.25e+08,-9.5e+07,-9.5e+07,-9.5e+07,3.84e+08,3.126e+09,2.3e+08,0.39142,0.10004,0.05275,0.0768,0.01782,1.58621,2.20618,3.30879,0.38427,0.74131,0.72864,14.05419,9.65235,1.17587,0.30164,5,0.03491,0.03936,0.4069,5.04167,7.04
"14","2013_Q3",43.80296875,"Up",3.196e+09,3.104e+09,9.2e+07,-2.004e+09,-2.004e+09,1.192e+09,-8.57e+08,-8.57e+08,3.35e+08,-3.7e+07,-3.7e+07,2.98e+08,2.98e+08,-1.14e+08,1.84e+08,1.84e+08,1.84e+08,1.84e+08,1.128e+09,1.128e+09,2.369e+09,2.369e+09,1.464e+09,3.33e+08,8.9e+07,5.294e+09,2.81e+09,4.44e+08,1.75e+08,2.69e+08,3.254e+09,8.548e+09,1.717e+09,1.395e+09,3.22e+08,8.37e+08,8.37e+08,2.961e+09,2.715e+09,8.41e+08,8.41e+08,3.556e+09,6.517e+09,1.762e+09,1.762e+09,3.13e+08,-4.4e+07,2.031e+09,2.031e+09,8.548e+09,1.84e+08,1.11e+08,-7e+06,1.7e+07,-2.4e+07,-9.31322574615479e-10,9.8e+07,-2.07e+08,2.4e+07,1.87e+08,9.4e+07,3.86e+08,-2.78e+08,-2.78e+08,-9.5e+07,-3.73e+08,-5.8e+07,-1e+06,-999999.999999998,-8e+06,3.7e+07,-8e+06,-7.5e+07,-6.2e+07,-6.2e+07,-6.2e+07,4.46e+08,3.122e+09,3.8e+08,0.37297,0.10482,0.05757,0.0906,0.02153,2.06522,1.78791,3.20876,0.36523,0.94118,0.92555,16.34783,10.38875,1.94373,0.29668,7,0.04037,0.0634,0.31522,4.47085,5.95224
"15","2013_Q4",44.87203125,"Up",2.884e+09,2.791e+09,9.3e+07,-1.791e+09,-1.791e+09,1.093e+09,-8.4e+08,-8.4e+08,2.53e+08,-3.5e+07,-3.5e+07,2.18e+08,2.18e+08,-8.1e+07,1.37e+08,1.37e+08,1.37e+08,1.37e+08,9.47e+08,9.47e+08,2.146e+09,2.146e+09,1.795e+09,3.65e+08,1.22e+08,5.253e+09,2.88e+09,4.52e+08,1.75e+08,2.77e+08,3.332e+09,8.585e+09,1.806e+09,1.448e+09,3.58e+08,8.21e+08,8.21e+08,3.034e+09,2.711e+09,8.52e+08,8.52e+08,3.563e+09,6.597e+09,1.794e+09,1.794e+09,2.36e+08,-4.2e+07,1.988e+09,1.988e+09,8.585e+09,1.37e+08,1.12e+08,8e+06,1.3e+07,-1e+07,5e+06,-8.6e+07,1.4e+08,-2.66e+08,2.6e+07,1.4e+07,1.71e+08,-1.94e+08,-1.94e+08,6.7e+07,-1.27e+08,-5.9e+07,-2e+06,-2e+06,-1.38e+08,1.7e+07,-2.6e+07,-2.25e+08,-1.81e+08,-1.81e+08,-1.81e+08,3.65e+08,3.118e+09,1.66e+08,0.37899,0.08773,0.0475,0.06891,0.01596,1.21168,1.73138,3.31841,0.36319,0.7051,0.69437,14.84303,10.2316,0.85435,0.30365,6,0.0329,0.02786,0.43066,5.94795,8.58103
"16","2014_Q1",45.0826229508197,"Up",3.711e+09,3.614e+09,9.7e+07,-2.269e+09,-2.269e+09,1.442e+09,-9.55e+08,-9.55e+08,4.87e+08,-5e+07,-5e+07,4.37e+08,4.37e+08,-1.69e+08,2.68e+08,2.68e+08,2.68e+08,2.68e+08,1.194e+09,1.194e+09,2.177e+09,2.177e+09,1.531e+09,3.26e+08,8.7e+07,5.228e+09,2.949e+09,3.97e+08,1.75e+08,2.22e+08,3.346e+09,8.574e+09,1.658e+09,1.263e+09,3.95e+08,8.76e+08,8.76e+08,2.541e+09,3.106e+09,8.47e+08,8.47e+08,3.953e+09,6.494e+09,1.827e+09,1.827e+09,2.92e+08,-3.9e+07,2.08e+09,2.08e+09,8.574e+09,2.68e+08,1.22e+08,5.8e+07,1.1e+07,5.7e+07,-1e+07,1.54e+08,-3.4e+07,2.28e+08,-1.87e+08,1.47e+08,6.02e+08,-1.82e+08,-1.82e+08,-9000000.00000003,-1.91e+08,-5.8e+07,-3e+06,-3e+06,-1.23e+08,1.8e+07,2e+07,-1.64e+08,2.47e+08,2.47e+08,2.47e+08,6.09e+08,3.113e+09,7.5e+08,0.38857,0.13123,0.07222,0.12885,0.03126,2.79851,2.05746,3.12212,0.36307,1.39148,1.36944,19.26791,10.79958,3.89408,0.30114,5,0.05397,0.12417,0.21642,3.15107,3.94045
"17","2014_Q2",48.8509523809524,"Up",2.931e+09,2.837e+09,9.4e+07,-1.822e+09,-1.822e+09,1.109e+09,-8.44e+08,-8.44e+08,2.65e+08,-3.5e+07,-3.5e+07,2.3e+08,2.3e+08,-9e+07,1.4e+08,1.4e+08,1.4e+08,1.4e+08,1.015e+09,1.015e+09,2.167e+09,2.167e+09,1.698e+09,3.27e+08,8.9e+07,5.207e+09,3.011e+09,4.15e+08,1.75e+08,2.4e+08,3.426e+09,8.633e+09,1.642e+09,1.347e+09,2.95e+08,9.82e+08,9.82e+08,2.631e+09,3.11e+09,8.56e+08,8.56e+08,3.966e+09,6.597e+09,1.896e+09,1.896e+09,1.77e+08,-3.7e+07,2.036e+09,2.036e+09,8.633e+09,1.4e+08,1.18e+08,-7e+06,1.3e+07,-1.6e+07,-4e+06,-3.4e+07,-1.6e+07,-1.84e+08,1.31e+08,3.5e+07,2.17e+08,-1.74e+08,-1.74e+08,9e+06,-1.65e+08,-6.3e+07,6e+06,6e+06,-1.57e+08,5e+07,-1.7e+07,-2.31e+08,-1.79e+08,-1.79e+08,-1.79e+08,3.83e+08,3.117e+09,2.65e+08,0.37837,0.09041,0.04777,0.06876,0.01622,1.89286,1.9791,3.24018,0.36106,0.73762,0.72652,15.44257,10.72708,1.39621,0.33193,6,0.03378,0.0441,0.45,5.48825,7.93208
"18","2014_Q3",52.11265625,"Up",3.392e+09,3.296e+09,9.6e+07,-2.129e+09,-2.129e+09,1.263e+09,-9.32e+08,-9.32e+08,3.31e+08,-3.5e+07,-3.5e+07,2.96e+08,2.96e+08,-1.13e+08,1.83e+08,1.83e+08,1.83e+08,1.83e+08,7.72e+08,7.72e+08,2.454e+09,2.454e+09,1.805e+09,3.56e+08,9.6e+07,5.387e+09,3.096e+09,4.23e+08,1.75e+08,2.48e+08,3.519e+09,8.906e+09,1.887e+09,1.529e+09,3.58e+08,9.44e+08,9.44e+08,2.838e+09,3.111e+09,8.56e+08,8.56e+08,3.967e+09,6.805e+09,1.958e+09,1.958e+09,1.79e+08,-3.6e+07,2.101e+09,2.101e+09,8.906e+09,1.83e+08,1.26e+08,-2.4e+07,1.8e+07,-2.7e+07,-1.5e+07,-1.33e+08,-2.05e+08,-7.9e+07,1.1e+08,4.1e+07,1.52e+08,-2.02e+08,-2.02e+08,-9.5e+07,-2.97e+08,-6.2e+07,3e+06,3e+06,-7.8e+07,4.1e+07,3.9e+07,-9.8e+07,-2.43e+08,-2.43e+08,-2.43e+08,4.57e+08,3.118e+09,2.35e+08,0.37235,0.09758,0.05395,0.0871,0.02055,1.28415,1.89817,3.23893,0.3501,0.96519,0.94966,17.8903,11.08122,1.23945,0.327,5,0.04033,0.03868,0.3388,5.13348,7.08761
"19","2014_Q4",55.81671875,"Up",3.14e+09,3.039e+09,1.01e+08,-1.961e+09,-1.961e+09,1.179e+09,-9.17e+08,-9.17e+08,2.62e+08,-3.4e+07,-3.4e+07,2.28e+08,2.28e+08,-8.6e+07,1.42e+08,1.42e+08,1.42e+08,1.42e+08,4.33e+08,4.33e+08,2.253e+09,2.253e+09,2.228e+09,4.23e+08,1.7e+08,5.337e+09,3.223e+09,7.09e+08,4.36e+08,2.73e+08,3.932e+09,9.269e+09,2.05e+09,1.673e+09,3.77e+08,9.5e+08,9.5e+08,3.008e+09,3.119e+09,8.68e+08,8.68e+08,3.987e+09,6.995e+09,2.283e+09,2.283e+09,2.9e+07,-3.8e+07,2.274e+09,2.274e+09,9.269e+09,1.42e+08,1.32e+08,1.1e+07,1.7e+07,4e+06,-1e+07,-1.38e+08,1.27e+08,-3.11e+08,7.3e+07,-2.7e+07,1.47e+08,-2.4e+08,-2.4e+08,6.4e+07,-1.76e+08,-6.4e+07,1.2e+07,1.2e+07,-1.85e+08,2.6e+07,-7.3e+07,-3.1e+08,-3.39e+08,-3.39e+08,-3.39e+08,3.94e+08,3.127e+09,1.02e+08,0.37548,0.08344,0.04522,0.06245,0.01532,0.71831,1.77427,3.07608,0.33736,0.74463,0.72933,16.46565,11.92449,0.53487,0.33561,6,0.03286,0.01627,0.4507,6.83756,10.28244
"20","2015_Q1",60.4404918032787,"Up",4.043e+09,3.938e+09,1.05e+08,-2.494e+09,-2.494e+09,1.549e+09,-1.084e+09,-1.084e+09,4.65e+08,-3.4e+07,-3.4e+07,4.31e+08,4.31e+08,-1.76e+08,2.55e+08,2.55e+08,2.55e+08,2.55e+08,8.27e+08,8.27e+08,2.306e+09,2.306e+09,1.733e+09,3.58e+08,1.02e+08,5.224e+09,3.34e+09,6.81e+08,4.35e+08,2.46e+08,4.021e+09,9.245e+09,1.744e+09,1.328e+09,4.16e+08,1.048e+09,1.048e+09,2.8e+09,3.123e+09,8.82e+08,8.82e+08,4.005e+09,6.805e+09,2.338e+09,2.338e+09,1.66e+08,-6.4e+07,2.44e+09,2.44e+09,9.245e+09,2.55e+08,1.32e+08,5.8e+07,2e+07,4.6e+07,-8e+06,2.59e+08,-6.7e+07,3.98e+08,-2.99e+08,2.27e+08,7.04e+08,-2.45e+08,-2.45e+08,-5999999.99999999,-2.51e+08,-6.2e+07,6e+06,6e+06,-4.9e+07,2.4e+07,4.6e+07,-5.9e+07,3.94e+08,3.94e+08,3.94e+08,5.97e+08,3.131e+09,7.87e+08,0.38313,0.11501,0.06307,0.10451,0.02758,3.08627,1.86571,2.78893,0.33867,1.34281,1.3124,21.29015,12.84887,4.14429,0.32649,6,0.04912,0.12196,0.24314,3.8593,4.95484
"21","2015_Q2",58.332380952381,"Down",3.215e+09,3.115e+09,1e+08,-1.999e+09,-1.999e+09,1.216e+09,-9.71e+08,-9.71e+08,2.45e+08,-3.3e+07,-3.3e+07,2.12e+08,2.12e+08,-8.4e+07,1.28e+08,1.28e+08,1.28e+08,1.28e+08,7.69e+08,7.69e+08,2.266e+09,2.266e+09,2.017e+09,3.66e+08,1.1e+08,5.418e+09,3.445e+09,6.99e+08,4.47e+08,2.52e+08,4.144e+09,9.562e+09,1.885e+09,1.573e+09,3.12e+08,1.057e+09,1.057e+09,2.95e+09,3.138e+09,9.19e+08,9.19e+08,4.057e+09,7.007e+09,2.422e+09,2.422e+09,1.9e+08,-5.7e+07,2.555e+09,2.555e+09,9.562e+09,1.28e+08,1.37e+08,-3e+06,1.9e+07,-1e+07,-1.2e+07,-5.4e+07,1.6e+07,-2.48e+08,2.39e+08,-6.1e+07,2.08e+08,-2.59e+08,-2.59e+08,2e+07,-2.39e+08,-7.1e+07,1.4e+07,1.4e+07,3e+07,5.8e+07,0,-2.7e+07,-5.8e+07,-5.8e+07,-5.8e+07,3.82e+08,3.146e+09,1.53e+08,0.37823,0.07621,0.03981,0.0501,0.01339,1.19531,1.83661,2.74247,0.32901,0.67156,0.65675,16.86779,13.40504,0.80273,0.37251,5,0.03006,0.02311,0.55469,6.22251,9.70204
"22","2015_Q3",58.07609375,"Down",3.701e+09,3.599e+09,1.02e+08,-2.327e+09,-2.327e+09,1.374e+09,-9.97e+08,-9.97e+08,3.77e+08,-3.2e+07,-3.2e+07,3.45e+08,3.45e+08,-1.34e+08,2.11e+08,2.11e+08,2.11e+08,2.11e+08,4.23e+08,4.23e+08,2.632e+09,2.632e+09,2.004e+09,3.73e+08,1.17e+08,5.432e+09,3.57e+09,6.98e+08,4.47e+08,2.51e+08,4.268e+09,9.7e+09,1.978e+09,1.589e+09,3.89e+08,1.145e+09,1.145e+09,3.456e+09,2.808e+09,9.45e+08,9.45e+08,3.753e+09,7.209e+09,2.46e+09,2.46e+09,9.7e+07,-6.6e+07,2.491e+09,2.491e+09,9.7e+09,2.11e+08,1.4e+08,-54999999.9999999,2.2e+07,-1.4e+07,-6.3e+07,-8.9e+07,-2.32e+08,-32000000.0000001,999999.999999881,1.74e+08,2.07e+08,-2.62e+08,-2.62e+08,-8e+07,-3.42e+08,-7.1e+07,-2e+06,-2e+06,-2.26e+08,1.3e+07,8.8e+07,-2.11e+08,-3.46e+08,-3.46e+08,-3.46e+08,5.17e+08,3.141e+09,3e+08,0.37125,0.10186,0.05701,0.0847,0.02175,1.4218,1.57176,2.89402,0.32381,1.11404,1.09044,19.54065,13.15206,1.58395,0.37487,5,0.04288,0.04561,0.33649,5.25725,7.20955
"23","2015_Q4",50.1153125,"Down",3.328e+09,3.239e+09,8.9e+07,-2.142e+09,-2.142e+09,1.186e+09,-1.031e+09,-1.031e+09,1.55e+08,-2.9e+07,-2.9e+07,1.26e+08,1.26e+08,-4.5e+07,8.1e+07,8.1e+07,8.1e+07,8.1e+07,8.21e+08,8.21e+08,2.15e+08,2.15e+08,2.402e+09,4.49e+08,2.02e+08,3.887e+09,3.742e+09,9.57e+08,4.47e+08,5.1e+08,4.699e+09,8.586e+09,2.105e+09,1.688e+09,4.17e+08,1.075e+09,1.075e+09,3.189e+09,2.8e+09,1.189e+09,1.189e+09,3.989e+09,7.178e+09,2.519e+09,2.519e+09,-1.047e+09,-6.4e+07,1.408e+09,1.408e+09,8.586e+09,8.1e+07,1.47e+08,1.253e+09,1.6e+07,-5.4e+07,1.291e+09,-1.51e+08,1.43e+08,-3.27e+08,8.6e+07,-5.3e+07,1.33e+09,-3.36e+08,-3.36e+08,9.86e+08,6.5e+08,-9.74e+08,-5e+06,-5e+06,-2.31e+08,1.9e+07,-3.72e+08,-1.582e+09,3.98e+08,3.98e+08,3.98e+08,3.02e+08,2.809e+09,-1.4e+08,0.35637,0.04657,0.02434,0.05753,0.00943,-1.7284,1.21888,5.09801,0.32716,0.43269,0.42342,17.77778,7.52137,-0.74786,5.20299,6,0.19515,-0.0259,12.02469,6.58278,12.82581
"24","2016_Q1",43.1040983606557,"Down",4.193e+09,4.142e+09,5.1e+07,-2.7e+09,-2.7e+09,1.493e+09,-1.169e+09,-1.169e+09,3.24e+08,-3.1e+07,-3.1e+07,2.93e+08,2.93e+08,-1.13e+08,1.8e+08,1.8e+08,1.8e+08,1.8e+08,5.95e+08,5.95e+08,1.96e+08,1.96e+08,1.945e+09,2.78e+08,2.78e+08,3.014e+09,3.735e+09,9.49e+08,4.35e+08,5.14e+08,4.684e+09,7.698e+09,1.74e+09,1.324e+09,4.16e+08,1.161e+09,1.161e+09,2.911e+09,2.795e+09,1.121e+09,1.121e+09,3.916e+09,6.827e+09,2.539e+09,2.539e+09,-1.61e+09,-5.8e+07,8.71e+08,8.71e+08,7.698e+09,1.8e+08,1.52e+08,2.76e+08,1.3e+07,2.2e+08,43000000.0000002,1.17e+08,1.7e+07,4.04e+08,-3.28e+08,2.4e+07,7.25e+08,-2.25e+08,-2.25e+08,11999999.9999999,-2.13e+08,-69000000.0000002,1e+06,1e+06,-6.71e+08,4e+06,1e+06,-7.38e+08,-2.26e+08,-2.26e+08,-2.26e+08,4.76e+08,2.805e+09,4.81e+08,0.35607,0.07727,0.04293,0.20666,0.02338,2.67222,1.03538,7.83812,0.36438,1.01124,0.99613,23.55618,4.89326,2.70225,0.38764,5,0.05191,0.10027,0.383330000000001,4.64286,6.82099
"25","2016_Q2",37.4065625,"Down",3.249e+09,3.192e+09,5.7e+07,-2.1e+09,-2.1e+09,1.149e+09,-1.043e+09,-1.043e+09,1.06e+08,-3.1e+07,-3.1e+07,7.5e+07,7.5e+07,-2.9e+07,4.6e+07,4.6e+07,4.6e+07,4.6e+07,4.7e+08,4.7e+08,2.24e+08,2.24e+08,2.125e+09,1.73e+08,1.73e+08,2.992e+09,3.789e+09,9.18e+08,4.35e+08,4.83e+08,4.707e+09,7.699e+09,1.776e+09,1.456e+09,3.2e+08,1.15e+09,1.15e+09,2.936e+09,2.776e+09,1.112e+09,1.112e+09,3.888e+09,6.824e+09,2.582e+09,2.582e+09,-1.677e+09,-3e+07,8.75e+08,8.75e+08,7.699e+09,4.6e+07,1.55e+08,9e+06,2e+07,6e+06,-1.7e+07,-3.4e+07,-2.7e+07,-2.12e+08,1.92e+08,1.3e+07,1.76e+08,-2.05e+08,-2.05e+08,3.1e+07,-1.74e+08,-6.3e+07,-2e+06,-2e+06,-2.2e+07,2.8e+07,-4e+07,-1.27e+08,-1.25e+08,-1.25e+08,-1.25e+08,2.61e+08,2.786e+09,5.1e+07,0.35365,0.03263,0.01416,0.05257,0.00597,1.1087,1.01907,7.79886,0.36187,0.26574,0.26181,18.7695,5.05488,0.29463,0.36395,5,0.02284,0.01069,1.36957,8.87356,21.84906
"26","2016_Q3",39.97734375,"Up",3.651e+09,3.592e+09,5.9e+07,-2.359e+09,-2.359e+09,1.292e+09,-1.071e+09,-1.071e+09,2.21e+08,-3e+07,-3e+07,1.91e+08,1.91e+08,-7.4e+07,1.17e+08,1.17e+08,1.17e+08,1.17e+08,8.92e+08,8.92e+08,2.63e+08,2.63e+08,2.032e+09,1.63e+08,1.63e+08,3.35e+09,3.812e+09,9.68e+08,4.35e+08,5.33e+08,4.78e+09,8.13e+09,1.985e+09,1.604e+09,3.81e+08,1.326e+09,1.326e+09,3.321e+09,2.772e+09,1.1e+09,1.1e+09,3.872e+09,7.193e+09,2.612e+09,2.612e+09,-1.635e+09,-4e+07,9.37e+08,9.37e+08,8.13e+09,1.17e+08,1.64e+08,-5e+07,2.7e+07,-5.9e+07,-17999999.9999999,4.49e+08,-3.9e+07,1.53e+08,7e+07,2.65e+08,6.8e+08,-2.02e+08,-2.02e+08,2e+06,-2e+08,-6.5e+07,-3e+06,-3e+06,-6999999.99999988,2000000.00000001,1.7e+07,-5.8e+07,4.22e+08,4.22e+08,4.22e+08,3.85e+08,2.782e+09,7.06e+08,0.35388,0.06053,0.03205,0.12487,0.01439,6.03419,1.00873,7.67663,0.34219,0.67435,0.66934,21.04323,5.40058,4.06916,0.37464,5,0.03777,0.1465,0.55556,4.90909,8.55204
"27","2016_Q4",46.5242857142857,"Up",3.541e+09,3.471e+09,7e+07,-2.261e+09,-2.261e+09,1.28e+09,-1.029e+09,-1.029e+09,2.51e+08,-2.9e+07,-2.9e+07,2.22e+08,2.5e+07,-3.5e+07,-1e+07,-1e+07,-1e+07,-1e+07,5.31e+08,5.31e+08,2.16e+08,2.16e+08,2.411e+09,2.27e+08,2.27e+08,3.385e+09,3.865e+09,7.16e+08,2.38e+08,4.78e+08,4.581e+09,7.966e+09,2.044e+09,1.653e+09,3.91e+08,1.186e+09,1.186e+09,3.241e+09,2.767e+09,1.098e+09,1.098e+09,3.865e+09,7.106e+09,2.651e+09,2.651e+09,-1.742e+09,-4.9e+07,8.6e+08,8.6e+08,7.966e+09,-1e+07,1.61e+08,2.33e+08,2.1e+07,3.9e+07,1.73e+08,-3.62e+08,4.6e+07,-3.34e+08,9.8e+07,-1.72e+08,2.2e+07,-2.18e+08,-2.18e+08,1.4e+07,-2.04e+08,-6.4e+07,-2e+06,-2e+06,-1.1e+07,2.1e+07,-1.02e+08,-1.79e+08,-3.61e+08,-3.61e+08,-3.61e+08,4.12e+08,2.778e+09,-1.33e+08,0.36148,0.07088,-0.00282,-0.01163,-0.00126,13.3,1.04443,8.26279,0.34873,-0.05767,-0.05767,20.42099,4.95963,-0.76701,0.36909,5,0.0114,-0.02808,-6.4,5.45388,8.95219
"28","2017_Q1",38.5077419354839,"Down",4.316e+09,4.243e+09,7.3e+07,-2.72e+09,-2.72e+09,1.596e+09,-1.172e+09,-1.172e+09,4.24e+08,-3.1e+07,-3.1e+07,3.93e+08,3.93e+08,-1.92e+08,2.01e+08,2.01e+08,2.01e+08,2.01e+08,1.007e+09,1.007e+09,1.99e+08,1.99e+08,1.896e+09,1.4e+08,1.4e+08,3.242e+09,3.897e+09,7.19e+08,2.38e+08,4.81e+08,4.616e+09,7.858e+09,1.795e+09,1.34e+09,4.55e+08,1.223e+09,1.223e+09,3.029e+09,2.763e+09,1.196e+09,1.196e+09,3.959e+09,6.988e+09,2.707e+09,2.707e+09,-1.794e+09,-4.3e+07,8.7e+08,8.7e+08,7.858e+09,2.01e+08,1.65e+08,5000000.00000006,2.3e+07,-1e+06,-1.7e+07,4.09e+08,1.7e+07,4.24e+08,-3.44e+08,3.12e+08,7.8e+08,-2.21e+08,-2.21e+08,8e+06,-2.13e+08,-6.4e+07,-3e+06,-3e+06,-1.54e+08,3.2e+07,1.3e+08,-9.1e+07,4.76e+08,4.76e+08,4.76e+08,5.89e+08,2.774e+09,9.69e+08,0.36979,0.09824,0.04657,0.23103,0.02558,4.8209,1.07032,8.03218,0.35302,1.16319,1.12605,24.97685,5.03472,5.60764,0.37037,9,0.05475,0.20021,0.318410000000001,3,4.16745
