"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"30","2018_Q4",58.2496825396825,"Down",2.2787e+10,-2.0457e+10,2.33e+09,-1.272e+09,-4.45e+08,-5.55e+08,-2.72e+08,1.306e+09,-1.44e+08,-2.4e+08,9.6e+07,1.162e+09,1e+06,1.163e+09,-2.22e+08,9.41e+08,9.41e+08,7.37e+08,7.37e+08,4.992e+09,4.992e+09,5.408e+09,5.408e+09,5.339e+09,1.34e+08,1.34e+08,1.5873e+10,2.7717e+10,4.91e+09,4.531e+09,3.713e+09,8.18e+08,3.7158e+10,5.3031e+10,9.166e+09,8.016e+09,4.93e+08,2.6e+07,4.42e+08,4.42e+08,9.634e+09,1.8423e+10,4.94e+09,1.045e+09,3.206e+09,6.89e+08,2.3363e+10,3.2997e+10,1.371e+10,1.4119e+10,-1.68e+08,1.5166e+10,2.0034e+10,5.3031e+10,9.41e+08,5.55e+08,1.06e+08,-4.2e+08,1.182e+09,-8.49e+08,-7.5e+07,-1.377e+09,-2.07e+08,9.94e+08,-3.97e+08,-2.04e+08,186000000.000001,-8999999.99999976,-8999999.99999976,-8999999.99999976,1.861e+09,1.8449e+10,8.14e+08,0.10225,0.05731,0.03234,0.03679,0.0139,1.10448,1.6476,1.64705,0.34789,1.63415,1.61623,50.5255,33.62749,1.80488,0.45898,0.02174,0.01875,0.28087,7.23106,10.30398
"31","2019_Q1",54.1595081967213,"Down",2.2487e+10,-1.9703e+10,2.784e+09,-1.189e+09,-1.005e+09,-5.54e+08,3.7e+08,1.099e+09,-3.38e+08,-3.75e+08,3.7e+07,7.61e+08,0,7.61e+08,-2.39e+08,5.22e+08,1.195e+09,9.51e+08,9.51e+08,1.687e+09,1.687e+09,5.853e+09,5.853e+09,9.837e+09,6.46e+08,6.46e+08,1.8023e+10,4.5058e+10,5.898e+09,2.3961e+10,2.0184e+10,3.777e+09,7.4917e+10,9.294e+10,1.1964e+10,9.366e+09,1.152e+09,5.44e+08,7.08e+08,7.08e+08,1.3216e+10,2.698e+10,7.691e+09,1.509e+09,4.864e+09,1.318e+09,3.4671e+10,4.7887e+10,3.3739e+10,1.4755e+10,-1.44e+08,3.5175e+10,4.5053e+10,9.294e+10,1.195e+09,5.54e+08,1.65e+08,4.27e+08,2.727e+09,-8.64e+08,-1.75e+08,-4.775e+09,-3.17e+08,1.1e+08,-6.75e+08,-3.4e+08,-1.222e+09,-3.27e+09,-3.27e+09,-3.27e+09,1.653e+09,2.7524e+10,1.455e+09,0.1238,0.04887,0.04229,0.02111,0.01023,1.52997,1.36373,1.0629,0.29615,1.3863,1.35085,32.77988,51.27551,2.12099,0.4621,0.0158,0.01813,0.333330000000002,15.63037,23.50955
"32","2019_Q2",47.5314285714286,"Down",2.8081e+10,-2.5756e+10,2.325e+09,-2.19e+09,-8.81e+08,-9.19e+08,-3.9e+08,3.56e+08,-2.07e+08,-3.06e+08,9.9e+07,1.49e+08,2.14e+08,3.63e+08,-1.04e+08,2.59e+08,2.59e+08,-7e+06,-7e+06,8.77e+08,8.77e+08,6.893e+09,6.893e+09,9.833e+09,5.48e+08,5.48e+08,1.8151e+10,4.5091e+10,6.558e+09,2.6636e+10,2.0229e+10,6.407e+09,7.8285e+10,9.6436e+10,1.3055e+10,1.0568e+10,9.58e+08,5.5e+08,1.542e+09,1.542e+09,1.5147e+10,2.7565e+10,9.862e+09,1.567e+09,5.011e+09,3.284e+09,3.7427e+10,5.2574e+10,3.3774e+10,1.4391e+10,-1.51e+08,3.3951e+10,4.3862e+10,9.6436e+10,2.59e+08,9.19e+08,4000000.00000003,4.41e+08,1.623e+09,-1.241e+09,-2.8e+08,-1.52e+09,-3.54e+08,5.73e+08,-8.83e+08,-2.56e+08,-9.2e+08,-8.17e+08,-8.17e+08,-8.17e+08,1.275e+09,2.8115e+10,5.79e+08,0.0828,0.01268,-0.00025,-0.00016,-7.00000000000024e-05,-82.71429,1.19832,1.19862,0.29154,-0.0103999999999997,-0.0103999999999997,41.72511,50.44725,0.86033,0.526,0.00424,0.00707,-50.57143,21.36314,76.51124
"33","2019_Q3",46.2703125,"Down",3.3733e+10,-2.9886e+10,3.847e+09,-1.76e+09,-9.04e+08,-8.86e+08,3e+07,1.931e+09,-2.15e+08,-3.22e+08,1.07e+08,1.716e+09,4e+06,1.72e+09,-3.53e+08,1.367e+09,1.367e+09,1.106e+09,1.106e+09,1.247e+09,1.247e+09,7.603e+09,7.603e+09,9.088e+09,4.58e+08,4.58e+08,1.8396e+10,4.5335e+10,6.729e+09,2.6436e+10,2.0277e+10,6.159e+09,7.85e+10,9.6896e+10,1.2906e+10,1.0905e+10,7.78e+08,5.54e+08,1.43e+09,1.43e+09,1.489e+10,2.7853e+10,1.0087e+10,1.61e+09,5.235e+09,3.242e+09,3.794e+10,5.283e+10,3.3795e+10,1.5146e+10,-1.61e+08,3.4207e+10,4.4066e+10,9.6896e+10,1.367e+09,8.86e+08,5.14e+08,-1.45e+08,2.622e+09,-1.178e+09,-1.87e+08,-1.36e+09,-3.52e+08,2.75e+08,-4.99e+08,-3.45e+08,-9.21e+08,3.41e+08,3.41e+08,3.41e+08,2.817e+09,2.8407e+10,1.847e+09,0.11404,0.05724,0.03279,0.0251,0.01141,1.66998,1.23546,1.19888,0.29317,1.67322,1.64829,51.03328,51.75038,2.79425,0.53253,0.01766,0.02237,0.318260000000002,9.64146,14.06525
"34","2019_Q4",55.46484375,"Up",2.1326e+10,-1.8984e+10,2.342e+09,-1.245e+09,-6.28e+08,-5.7e+08,-4.7e+07,1.125e+09,-2.38e+08,-3.04e+08,6.6e+07,8.87e+08,1999999.99999988,8.89e+08,-1.43e+08,7.46e+08,1.367e+09,1.095e+09,1.095e+09,1.525e+09,1.525e+09,7.461e+09,7.461e+09,9.696e+09,4.57e+08,4.57e+08,1.9139e+10,4.5034e+10,6.725e+09,2.7241e+10,2.1277e+10,5.964e+09,7.9e+10,9.8139e+10,1.3334e+10,1.138e+10,9.39e+08,5.57e+08,1.448e+09,1.448e+09,1.5339e+10,2.8282e+10,1.0894e+10,1.487e+09,6.18e+09,3.227e+09,3.9176e+10,5.4515e+10,3.3135e+10,1.5891e+10,-2.12e+08,3.3738e+10,4.3624e+10,9.8139e+10,7.46e+08,5.7e+08,2.21e+08,1.74e+08,2.787e+09,-1.042e+09,-1.7e+08,-1.695e+09,-3.48e+08,3.72e+08,-4.97e+08,-3.4e+08,-8.13e+08,2.79e+08,2.79e+08,2.79e+08,1.695e+09,2.8839e+10,9.7e+08,0.10982,0.05275,0.05135,0.0251,0.01116,0.885840000000006,1.24773,1.24966,0.29386,1.67176,1.65909,32.55878,51.5084,1.48092,0.5313,0.01731,0.01164,0.31781,16.11445,24.27911
"35","2020_Q1",41.2082258064516,"Down",2.8008e+10,-2.4602e+10,3.406e+09,-1.783e+09,-7.79e+08,-8.5e+08,-1.54e+08,1.53e+09,-1.3e+08,-2.97e+08,4e+07,1.4e+09,-1.139e+09,2.61e+08,-1.84e+08,7.7e+07,2.62e+08,4.43e+08,4.43e+08,1.393e+09,1.393e+09,7.233e+09,7.233e+09,9.804e+09,1.2028e+10,8.93e+08,3.0458e+10,4.087e+10,6.568e+09,2.066e+10,1.565e+10,5.01e+09,6.8098e+10,9.8556e+10,1.2209e+10,1.1222e+10,9.87e+08,7.04e+08,4.035e+09,3.02e+09,1.6948e+10,2.802e+10,1.0481e+10,1.617e+09,6.392e+09,2.472e+09,3.8501e+10,5.5449e+10,3.3167e+10,1.599e+10,-3.2e+08,3.3694e+10,4.3107e+10,9.8556e+10,7.7e+07,8.5e+08,1.201e+09,-1.08e+08,2.409e+09,-1.302e+09,8.16e+08,-1.686e+09,-3.44e+08,-1.9e+07,-6.1e+07,-2.98e+08,-7.22e+08,1e+06,1e+06,1e+06,2.38e+09,2.8724e+10,1.154e+09,0.12161,0.05463,0.01582,0.01028,0.00449,2.60497,1.79714,1.28631,0.29145,0.6847,0.67945,43.28903,52.07728,1.78362,0.53168,0.00956,0.01402,0.77652,11.48361,17.8634
"36","2020_Q2",29.1863492063492,"Down",2.2204e+10,-2.0342e+10,1.862e+09,-1.803e+09,-7.42e+08,-8.63e+08,-1.98e+08,81999999.9999998,-1.565e+09,-3.32e+08,-1.233e+09,-1.483e+09,-1.1004e+10,-1.2487e+10,1.951e+09,-1.0536e+10,-1.0218e+10,-9.234e+09,-9.234e+09,1.69e+09,1.69e+09,5.583e+09,5.583e+09,7.445e+09,9.75e+08,9.75e+08,1.5693e+10,4.5333e+10,5.656e+09,1.9635e+10,1.271e+10,6.925e+09,7.0624e+10,8.6317e+10,1.0311e+10,8.106e+09,1.107e+09,1.71e+09,1.548e+09,1.548e+09,1.3569e+10,2.9899e+10,1.0653e+10,1.703e+09,5.772e+09,3.178e+09,4.0552e+10,5.4121e+10,3.3179e+10,6.38e+09,-3.26e+08,2.4088e+10,3.2196e+10,8.6317e+10,-1.0218e+10,8.63e+08,1.1444e+10,-3.305e+09,-7.68e+08,-9.03e+08,8.7e+07,-1.088e+09,-3.77e+08,2.729e+09,4e+06,-3.35e+08,2.021e+09,1.65e+08,1.65e+08,1.65e+08,9.45e+08,3.1609e+10,-5.214e+09,0.08386,0.00369,-0.41587,-0.28681,-0.10698,0.56465,1.15653,1.68099,0.3662,-14.25,-14.25,34.26543,37.17284,-8.0463,0.58179,-0.11895,-0.07003,-0.04083,31.66032,364.86585
"37","2020_Q3",32.3825,"Up",1.2195e+10,-1.1502e+10,6.93e+08,-1.668e+09,-6.65e+08,-8.33e+08,-1.7e+08,-9.51e+08,-2.62e+08,-3.41e+08,7.9e+07,-1.213e+09,1.447e+09,2.34e+08,-1.5e+08,8.4e+07,2.76e+08,9e+06,9e+06,1.091e+09,1.091e+09,4.361e+09,4.361e+09,8.086e+09,1.105e+09,1.105e+09,1.4643e+10,4.5025e+10,5.74e+09,1.9185e+10,1.271e+10,6.475e+09,6.995e+10,8.4593e+10,8.197e+09,6.11e+09,8.15e+08,1.715e+09,1.592e+09,1.592e+09,1.1504e+10,3.0451e+10,1.0821e+10,1.772e+09,5.914e+09,3.135e+09,4.1272e+10,5.2776e+10,3.3218e+10,6.008e+09,-3.36e+08,2.3741e+10,3.1817e+10,8.4593e+10,2.76e+08,8.33e+08,-1.342e+09,4.29e+08,5.38e+08,-7.35e+08,5e+07,-9.89e+08,-3.78e+08,5.55e+08,2e+06,-3.29e+08,-1.5e+08,-6.01e+08,-6.01e+08,-6.01e+08,-1.18e+08,3.2166e+10,-2.74e+08,0.05683,-0.07798,0.00074,0.00028,0.00011,-30.44444,1.27286,1.65874,0.38024,0.01385,0.01385,18.76154,36.52462,-0.42154,0.58154,0.00517,-0.00366,42,-263.34746,-32.67613
"38","2020_Q4",33.61953125,"Up",1.7408e+10,-1.6673e+10,7.35e+08,-1.681e+09,-6.73e+08,-8.3e+08,-1.78e+08,-9.93e+08,-1.73e+08,-3.59e+08,1.17e+08,-1.166e+09,-2.5e+08,-1.416e+09,4.36e+08,-9.8e+08,-6.09e+08,-8.86e+08,-8.86e+08,6.18e+08,6.18e+08,4.911e+09,4.911e+09,7.403e+09,1.3268e+10,2.199e+09,2.62e+10,3.9757e+10,5.462e+09,1.2601e+10,8.256e+09,4.345e+09,5.782e+10,8.402e+10,8.602e+09,6.701e+09,8.78e+08,2.5e+09,3.144e+09,3.144e+09,1.4246e+10,2.9377e+10,9.883e+09,1.816e+09,5.703e+09,2.364e+09,3.926e+10,5.3506e+10,3.3193e+10,4.744e+09,-3.34e+08,2.2453e+10,3.0514e+10,8.402e+10,-1.49e+09,8.3e+08,316999999.999998,1.222e+09,1.321e+09,-6.19e+08,4e+06,-7.47e+08,-3.78e+08,-2.16e+08,0,-3.55e+08,-9.49e+08,-3.75e+08,-3.75e+08,-3.75e+08,-1.63e+08,3.1877e+10,4e+06,0.04222,-0.05704,-0.0509000000000001,-0.02904,-0.01055,-0.00450999999999979,1.83911,1.75349,0.3794,-1.36518,-1.36518,26.8228,34.5963,0.00616000000000061,0.58243,-0.00703,5.99999999999941e-05,-0.42664,-191.77301,-31.47936
"39","2021_Q1",47.9177049180328,"Up",1.7972e+10,-1.7216e+10,7.56e+08,-1.601e+09,-6.3e+08,-8.49e+08,-1.22e+08,-8.45e+08,-1.82e+08,-3.33e+08,1.02e+08,-1.027e+09,1.084e+09,5.7e+07,1.93e+08,2.5e+08,5.74e+08,2.85e+08,2.85e+08,4.15e+08,4.15e+08,5.76e+09,5.76e+09,7.999e+09,1.4113e+10,2.724e+09,2.8287e+10,3.9035e+10,5.422e+09,1.2414e+10,8.256e+09,4.158e+09,5.6871e+10,8.5158e+10,8.535e+09,7.803e+09,7.32e+08,2.854e+09,4.274e+09,3.169e+09,1.5663e+10,2.873e+10,1.0545e+10,2.121e+09,6.203e+09,2.221e+09,3.9275e+10,5.4938e+10,3.3218e+10,4.65e+09,-5.12e+08,2.2199e+10,3.022e+10,8.5158e+10,2.5e+08,8.49e+08,-4.58e+08,3.07e+08,1.328e+09,-3.8e+08,5.9e+07,-4.33e+08,-3.77e+08,-3.42e+08,4999999.99999999,-3.43e+08,-1.057e+09,-1.62e+08,-1.62e+08,-1.62e+08,4e+06,3.1584e+10,-2.62e+08,0.04207,-0.04702,0.01586,0.00943,0.00335,-0.9193,1.80598,1.81794,0.37089,0.43914,0.43914,27.69183,34.20493,-0.4037,0.58089,0.00915,-0.00362,1.32281,7792.25,-36.88639
"40","2021_Q2",56.1604761904762,"Up",2.2882e+10,-2.1084e+10,1.798e+09,-1.581e+09,-5.75e+08,-8.44e+08,-1.62e+08,2.17e+08,-3.53e+08,-3.53e+08,224555880.104504,-1.36e+08,1250980967.72563,-1.36e+08,-34000000.0000001,-1.7e+08,64000000.0000005,-2.42e+08,-2.42e+08,6.24e+08,6.24e+08,7.468e+09,7.468e+09,8.407e+09,1.3862e+10,2.695e+09,3.0361e+10,3.8491e+10,5.435e+09,1.2364e+10,8.256e+09,4.108e+09,5.629e+10,8.6651e+10,1.0454e+10,9.953e+09,5.01e+08,1.786e+09,3.845e+09,2.811e+09,1.6085e+10,3.0694e+10,1.0393e+10,1.958e+09,6.215e+09,2.22e+09,4.1087e+10,5.7172e+10,3.3232e+10,4.029e+09,-5.11e+08,2.1592e+10,2.9479e+10,8.6651e+10,-1.7e+08,8.44e+08,-6.4e+07,-3.45e+08,4.54e+08,-2.28e+08,99000000.0000002,-2.67e+08,-3.79e+08,8.65e+08,2.3e+07,-794685987.737944,5.09e+08,6.96e+08,6.96e+08,6.96e+08,1.061e+09,3.248e+10,5.22e+08,0.07858,0.00948000000000001,-0.01058,-0.00821000000000001,-0.00278999999999999,-2.15702,1.88753,1.93941,0.37484,-0.371739999999998,-0.37174,35.149,33.16743,0.80184,0.58218,0.00189,0.00721,-1.56612,30.0245100000011,146.80184
"41","2021_Q3",55.6346875,"Down",2.9824e+10,-2.7177e+10,2.647e+09,-1.685e+09,-6.25e+08,-8.71e+08,-1.89e+08,9.62e+08,-3.72e+08,-3.72e+08,310308287.33923,5.9e+08,2999999.99999905,5.93e+08,-5e+06,5.88e+08,8.802e+09,8.512e+09,8.512e+09,1.7257e+10,1.1839e+10,9.771e+09,9.771e+09,8.879e+09,2.685e+09,2.685e+09,3.8592e+10,3.7996e+10,5.424e+09,1.2288e+10,8.256e+09,4.032e+09,5.5708e+10,9.43e+10,1.2821e+10,1.217e+10,6.51e+08,7e+07,6.621e+09,1.402e+09,1.9512e+10,2.825e+10,9.845e+09,1.85e+09,5.704e+09,2.291e+09,3.8095e+10,5.7607e+10,3.3248e+10,1.216e+10,-3.4e+08,2.8921e+10,3.6693e+10,9.43e+10,5.88e+08,8.71e+08,1.38e+08,-6.1e+07,1.38e+09,-2.97e+08,-5.293e+09,1.567e+10,-3.81e+08,-4.169e+09,-9.54e+08,-9.59e+08,-6.463e+09,1.0587e+10,1.0587e+10,1.0587e+10,1.833e+09,2.832e+10,1.48e+09,0.08875,0.03226,0.28541,0.23198,0.09027,0.17387,1.97786,1.56997,0.30032,13.07527,13.07527,45.8126,44.4255,2.27343,0.58525,0.1188,0.01977,0.0447599999999999,6.03546,11.5
"42","2021_Q4",62.75015625,"Up",3.1941e+10,-2.9563e+10,2.378e+09,-1.71e+09,-6.81e+08,-8.36e+08,-1.93e+08,6.68e+08,3.44e+08,-3.28e+08,3.06e+08,1.012e+09,0,1.012e+09,1.8e+07,1.03e+09,1.03e+09,6.94e+08,6.94e+08,1.3226e+10,5.874e+09,9.511e+09,9.511e+09,9.211e+09,2.195e+09,2.175e+09,3.4143e+10,3.763e+10,5.384e+09,1.2143e+10,8.256e+09,3.887e+09,5.5157e+10,8.93e+10,1.3004e+10,1.2196e+10,8.08e+08,73000000.0000001,3.821e+09,1.707e+09,1.6898e+10,2.727e+10,9.168e+09,1.354e+09,5.545e+09,2.269e+09,3.6438e+10,5.3336e+10,3.3266e+10,1.2484e+10,-3.44e+08,2.828e+10,3.5964e+10,8.93e+10,1.03e+09,8.36e+08,-5.79e+08,4.58e+08,-1.148e+09,-3.6e+08,6.069e+09,-2.054e+09,-3.7e+08,-1.018e+09,-9.1e+08,-4.64e+08,-2.762e+09,-5.964e+09,-5.964e+09,-5.964e+09,1.504e+09,2.7343e+10,1.584e+09,0.07445,0.02091,0.0217299999999999,0.0193,0.00777000000000003,2.28242,2.02053,1.48304,0.30619,1.07597,1.06934,49.52093,43.84496,2.45581,0.57364,0.01468,0.02186,0.53314,9.38630000000006,21.13323
"43","2022_Q1",74.8661290322581,"Up",3.5336e+10,-3.2184e+10,3.152e+09,-1.646e+09,-6.56e+08,-8.13e+08,-1.77e+08,1.506e+09,-1.76e+08,-4.3e+08,1.52e+08,1.33e+09,1.8e+07,1.348e+09,-2.43e+08,1.105e+09,1.105e+09,7.74e+08,7.74e+08,1.0839e+10,5.291e+09,1.1034e+10,1.1034e+10,8.055e+09,5.68e+08,5.68e+08,3.0496e+10,3.744e+10,5.409e+09,1.2028e+10,8.256e+09,3.772e+09,5.4877e+10,8.5373e+10,1.4611e+10,1.37e+10,9.11e+08,5.71e+08,2.716e+09,1.485e+09,1.7898e+10,2.4968e+10,8.926e+09,1.015e+09,5.638e+09,2.273e+09,3.3894e+10,5.1792e+10,3.3272e+10,1.2905e+10,-6.7e+07,2.6206e+10,3.3581e+10,8.5373e+10,1.105e+09,8.13e+08,1.05e+08,2.815e+09,3.674e+09,-4.26e+08,-1.2821e+10,1.448e+09,-3.54e+08,-1.951e+09,-2.707e+09,-6.91e+08,-5.703e+09,-5.81e+08,-5.81e+08,-5.81e+08,2.319e+09,2.5539e+10,4.951e+09,0.0892,0.04262,0.0219,0.02305,0.00907,6.39664,1.70388,1.5423,0.29915,1.59588,1.58282,72.85773,54.03299,10.20825,0.7299,0.01658,0.07276,0.45736,6.33894,9.76096
"44","2022_Q2",92.6733870967742,"Up",3.8384e+10,-3.5068e+10,3.316e+09,-1.6e+09,-6.03e+08,-8.05e+08,-1.92e+08,1.716e+09,-2.62e+08,-2.62e+08,-236817916.278133,1.454e+09,-4430378.1974354,1.454e+09,-2.82e+08,1.172e+09,1.172e+09,8.45e+08,8.45e+08,1.0597e+10,7.148e+09,1.5661e+10,1.5661e+10,9.482e+09,6.48e+08,6.48e+08,3.6388e+10,3.7145e+10,5.514e+09,1.1905e+10,8.256e+09,3.649e+09,5.4564e+10,9.0952e+10,2.0767e+10,1.9791e+10,9.76e+08,1.075e+09,3.278e+09,1.587e+09,2.512e+10,2.5634e+10,8.899e+09,1.063e+09,5.571e+09,2.265e+09,3.4533e+10,5.9653e+10,3.3337e+10,1.342e+10,-7.4e+07,2.3972e+10,3.1299e+10,9.0952e+10,1.172e+09,8.05e+08,3.8e+07,4.98e+08,2.513e+09,-4.88e+08,1.294e+09,1.708e+09,-3.3e+08,1.167e+09,-2.75e+09,-1.6e+07,-1.929e+09,2.292e+09,2.292e+09,2.292e+09,2.521e+09,2.6709e+10,2.813e+09,0.08639,0.04471,0.02201,0.027,0.00929,3.32899,1.44857,1.90591,0.29366,1.39669,1.38752,63.44463,39.62314,4.64959,0.54545,0.01756,0.04204,0.39053,6.39111,9.38928
"45","2022_Q3",90.81775,"Down",5.4217e+10,-4.4207e+10,1.001e+10,-1.703e+09,-6.94e+08,-8.19e+08,-1.9e+08,8.307e+09,-3.12e+08,-3.12e+08,-951953748.834399,7.995e+09,2.1e+07,8.016e+09,-1.799e+09,6.217e+09,6.217e+09,5.873e+09,5.873e+09,1.3319e+10,9.078e+09,1.7305e+10,1.7305e+10,1.1048e+10,7.41e+08,7.41e+08,4.2413e+10,3.7062e+10,5.508e+09,1.1754e+10,8.244e+09,3.51e+09,5.4324e+10,9.6737e+10,2.3121e+10,2.2502e+10,6.19e+08,1.087e+09,4.229e+09,1.645e+09,2.8437e+10,2.5687e+10,8.944e+09,1.133e+09,5.542e+09,2.269e+09,3.4631e+10,6.3068e+10,3.3388e+10,1.8983e+10,-6.5e+07,2.6306e+10,3.3669e+10,9.6737e+10,6.217e+09,8.19e+08,4.6e+07,-8.6e+07,6.952e+09,-4.33e+08,-2.33e+09,-1.088e+09,-3.13e+08,-1.9e+07,-3.26e+09,-7.75e+08,-4.367e+09,1.497e+09,1.497e+09,1.497e+09,9.126e+09,2.6774e+10,1.0406e+10,0.18463,0.15322,0.10832,0.17443,0.06071,1.77184,1.49147,1.87318,0.27677,10.41312,10.33979,96.12943,46.64184,18.45035,0.55496,0.08915,0.14997,0.05329,1.47436,1.61972
