"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","selling_marketing","general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","change_in_accounts_receivable","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_long_term_debt_net","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",27.2256451612903,"Up",9.039e+09,-1.909e+09,7.13e+09,-3.712e+09,-1.961e+09,-1.7e+09,-2.61e+08,-1.145e+09,-6.06e+08,3.418e+09,-1.69e+08,-1.9e+08,-1.9e+08,2.1e+07,3.249e+09,-1.01e+08,3.148e+09,-6.51e+08,2.497e+09,2.497e+09,2.497e+09,2.497e+09,2.9742e+10,1.3781e+10,1.5961e+10,4.656e+09,4.656e+09,2.968e+09,1.678e+09,3.7538e+10,2.936e+09,3.3887e+10,7.455e+09,2.3819e+10,9.77e+08,1.636e+09,3.6823e+10,7.4361e+10,2.107e+09,4.42e+08,1.665e+09,9.525e+09,6.285e+09,3.24e+09,1.1632e+10,1.4777e+10,4.686e+09,4.686e+09,1.9463e+10,3.1095e+10,1.7341e+10,2.5116e+10,4.16e+08,4.2873e+10,3.93e+08,4.3266e+10,7.4361e+10,2.497e+09,7.3e+08,1.38e+08,-3.55e+08,-1e+08,-4.7e+07,-2.54e+08,3.01e+09,-1.42e+08,-1.42e+08,1.814e+09,1.0137e+10,-8.323e+09,-5.9e+08,-3.02e+08,-2.55e+08,-2.55e+08,-1.58e+09,7.9e+07,-1.659e+09,1.8e+07,-2.119e+09,3.01e+08,3.01e+08,1.94e+08,4.95e+08,4.148e+09,1.4777e+10,4.302e+09,0.7888,0.37814,0.27625,0.05771,0.03358,1.72287,3.22713,0.71869,0.19872,0.4987,0.49154,1.80527,8.56261,0.8592,0.06032,8,0.04462,0.06858,0.12095,-3.60776,-4.37829
"12","2013_Q1",30.1793333333333,"Up",1.0916e+10,-2.143e+09,8.773e+09,-4.107e+09,-2.241e+09,-1.963e+09,-2.78e+08,-1.226e+09,-6.4e+08,4.666e+09,-2.12e+08,-1.92e+08,-1.92e+08,-2e+07,4.454e+09,-7.1e+07,4.383e+09,-9.31e+08,3.452e+09,3.452e+09,3.452e+09,3.452e+09,3.0676e+10,1.4955e+10,1.5721e+10,6.377e+09,6.377e+09,2.812e+09,1.935e+09,4.0023e+10,3.021e+09,3.5283e+10,7.899e+09,2.5119e+10,5.95e+08,1.67e+09,3.8304e+10,7.8327e+10,2.968e+09,4.38e+08,2.002e+09,9.47e+09,7.035e+09,2.435e+09,1.5388e+10,1.3524e+10,5.328e+09,5.328e+09,1.8852e+10,3.424e+10,1.7489e+10,2.6087e+10,1.12e+08,4.3688e+10,3.99e+08,4.4087e+10,7.8327e+10,3.452e+09,7.76e+08,5.36e+08,-7.07e+08,-2.036e+09,6.33e+08,6.85e+08,4.057e+09,-2.17e+08,-2.17e+08,2.42e+08,9.122e+09,-8.88e+09,-1.844e+09,-2.96e+08,1.7e+09,1.7e+09,-2.179e+09,2.2e+08,-2.399e+09,2.6e+07,-7.49e+08,1.464e+09,1.464e+09,-2.9e+08,1.174e+09,5.442e+09,1.6474e+10,5.449e+09,0.80368,0.42745,0.31623,0.0783,0.04407,1.57851,2.60092,0.77665,0.21032,0.69751,0.68683,2.2057,8.82764,1.10103,0.05981,7,0.05688,0.0827,0.08575,-2.6097,-3.04372
"13","2013_Q2",28.7878125,"Down",8.181e+09,-1.775e+09,6.406e+09,-3.64e+09,-1.82e+09,-1.545e+09,-2.75e+08,-1.201e+09,-6.19e+08,2.766e+09,-1.77e+08,-1.88e+08,-1.88e+08,1.1e+07,2.589e+09,1.13e+08,2.702e+09,-6.68e+08,2.034e+09,2.034e+09,2.034e+09,2.034e+09,3.1607e+10,1.5667e+10,1.594e+10,3.775e+09,3.775e+09,2.642e+09,1.729e+09,3.8172e+10,3.037e+09,3.5349e+10,7.376e+09,2.5288e+10,5.47e+08,2.138e+09,3.8386e+10,7.6558e+10,1.86e+09,3.88e+08,1.472e+09,1.0845e+10,8.316e+09,2.529e+09,1.3955e+10,1.3521e+10,5.346e+09,5.346e+09,1.8867e+10,3.2822e+10,1.7901e+10,2.5117e+10,3.11e+08,4.3329e+10,4.07e+08,4.3736e+10,7.6558e+10,2.034e+09,7.46e+08,3.52e+08,2.539e+09,2.63e+09,-9.43e+08,8.42e+08,5.671e+09,-1.39e+08,-1.39e+08,-1e+07,6.794e+09,-6.804e+09,-5.1e+08,-2.92e+08,-1.7e+09,-1.7e+09,-2.559e+09,5.17e+08,-3.076e+09,3.1e+07,-4.52e+09,6.41e+08,6.41e+08,7.1e+07,7.12e+08,3.512e+09,1.4771e+10,6.58e+09,0.78303,0.3381,0.24862,0.04651,0.02657,3.235,2.73536,0.75046,0.19294,0.41792,0.41182,1.68091,8.90261,1.35196,0.06,7,0.03643,0.10305,0.14356,-4.79385,-6.08677
"14","2013_Q3",28.24734375,"Down",9.094e+09,-1.794e+09,7.3e+09,-3.82e+09,-2.037e+09,-1.774e+09,-2.63e+08,-1.199e+09,-5.84e+08,3.48e+09,-1.91e+08,-1.94e+08,-1.94e+08,3e+06,3.289e+09,-9000000.00000003,3.28e+09,-6.99e+08,2.581e+09,2.581e+09,2.581e+09,2.581e+09,3.3695e+10,1.5912e+10,1.7783e+10,4.401e+09,4.401e+09,2.869e+09,1.976e+09,4.1129e+10,3.093e+09,3.5435e+10,6.873e+09,2.5458e+10,7.82e+08,2.322e+09,3.8528e+10,7.9657e+10,1.918e+09,3.72e+08,1.546e+09,9.179e+09,6.504e+09,2.675e+09,1.2347e+10,1.8507e+10,5.393e+09,5.393e+09,2.39e+10,3.6247e+10,1.8015e+10,2.4746e+10,2.22e+08,4.2983e+10,4.27e+08,4.341e+10,7.9657e+10,2.581e+09,7.18e+08,1.58e+08,-2.662e+09,-5.92e+08,1.53e+08,-2.213e+09,7.95e+08,-2.12e+08,-2.12e+08,-2.041e+09,8.469e+09,-1.051e+10,-2.552e+09,-2.91e+08,4.974e+09,4.974e+09,-2.761e+09,2.35e+08,-2.996e+09,3.3e+07,1.955e+09,1.98e+08,1.98e+08,47000000.0000001,2.45e+08,4.198e+09,1.9757e+10,2.023e+09,0.80273,0.38267,0.28381,0.05946,0.0324,0.783799999999999,3.33109,0.83499,0.24803,0.53861,0.5302,1.89775,8.96974,0.42216,0.06073,5,0.04189,0.02951,0.11275,-3.32015,-4.00517
"15","2013_Q4",30.04328125,"Up",8.958e+09,-1.716e+09,7.242e+09,-3.833e+09,-2.061e+09,-1.801e+09,-2.6e+08,-1.186e+09,-5.86e+08,3.409e+09,-2.44e+08,-2.06e+08,-2.06e+08,-3.8e+07,3.165e+09,-7.5e+07,3.09e+09,-5.86e+08,2.504e+09,2.504e+09,2.504e+09,2.504e+09,3.3407e+10,1.6101e+10,1.7306e+10,4.169e+09,4.169e+09,2.899e+09,2.07e+09,4.0686e+10,3.034e+09,3.573e+10,6.662e+09,2.6102e+10,6.51e+08,2.315e+09,3.8764e+10,7.945e+10,1.918e+09,3.61e+08,1.557e+09,8.748e+09,6.278e+09,2.47e+09,1.1916e+10,1.8502e+10,5.242e+09,5.242e+09,2.3744e+10,3.566e+10,1.8645e+10,2.4549e+10,1.54e+08,4.3348e+10,4.42e+08,4.379e+10,7.945e+10,2.504e+09,7.25e+08,4.36e+08,-4.71e+08,2.31e+08,-1.22e+08,-5.32e+08,3.194e+09,-1.16e+08,-1.16e+08,3.83e+08,7.096e+09,-6.713e+09,-6.65e+08,-8.5e+08,0,0,-1.584e+09,5.48e+08,-2.132e+09,1.25e+08,-2.309e+09,2.2e+08,2.2e+08,-3.1e+07,1.89e+08,4.134e+09,1.9752e+10,4.133e+09,0.80844,0.38055,0.27953,0.05718,0.03152,1.65056,3.4144,0.81434,0.24861,0.52883,0.52037,1.89187,9.1548,0.87286,0.17951,6,0.04876,0.06009,0.33946,-3.3031,-4.00557
"16","2014_Q1",33.3765573770492,"Up",1.0947e+10,-2.094e+09,8.853e+09,-4.076e+09,-2.216e+09,-1.942e+09,-2.74e+08,-1.264e+09,-5.96e+08,4.777e+09,-1.74e+08,-2.09e+08,-2.09e+08,3.5e+07,4.603e+09,2.23e+08,4.826e+09,-1.02e+09,3.806e+09,3.806e+09,3.806e+09,3.806e+09,3.2216e+10,1.4613e+10,1.7603e+10,6.049e+09,6.049e+09,3.187e+09,2.213e+09,4.1692e+10,3.053e+09,3.7067e+10,6.64e+09,2.7343e+10,7.66e+08,2.318e+09,4.012e+10,8.1812e+10,3.181e+09,4.19e+08,1.851e+09,9.691e+09,7.118e+09,2.573e+09,1.2872e+10,1.8494e+10,5.301e+09,5.301e+09,2.3795e+10,3.6667e+10,1.8893e+10,2.5854e+10,-9.9e+07,4.4648e+10,4.97e+08,4.5145e+10,8.1812e+10,3.806e+09,7.42e+08,1.34e+08,-1.18e+08,-2.002e+09,3.71e+08,1.531e+09,4.564e+09,-1.83e+08,-1.83e+08,-3.33e+08,7.8e+09,-8.133e+09,-2.229e+09,1.19209289550781e-07,-1.25e+09,-1.25e+09,-2.59e+09,2.27e+08,-2.817e+09,2.14e+08,-3.626e+09,-1.291e+09,-1.291e+09,-1.97e+08,-1.488e+09,5.519e+09,1.8494e+10,6.238e+09,0.80871,0.43638,0.34768,0.08431,0.04652,1.63899,3.23897,0.81221,0.22605,0.8129,0.80008,2.3381,9.5361,1.33234,0,7,0.05521,0.09048,-1.11022302462516e-16,-2.48632,-2.87251
"17","2014_Q2",36.1834920634921,"Up",8.372e+09,-1.721e+09,6.651e+09,-3.712e+09,-1.88e+09,-1.62e+09,-2.6e+08,-1.237e+09,-5.95e+08,2.939e+09,-2.1e+08,-2.17e+08,-2.17e+08,7e+06,2.729e+09,-6.6e+07,2.663e+09,-4.72e+08,2.191e+09,2.191e+09,2.191e+09,2.191e+09,3.9104e+10,1.9664e+10,1.944e+10,3.45e+09,3.45e+09,2.66e+09,1.723e+09,4.5457e+10,3.052e+09,3.7897e+10,6.914e+09,2.7965e+10,7.22e+08,2.296e+09,4.0949e+10,8.6406e+10,2.363e+09,3.67e+08,1.425e+09,1.063e+10,8.524e+09,2.106e+09,1.4526e+10,2.2575e+10,5.319e+09,5.319e+09,2.7894e+10,4.242e+10,1.9055e+10,2.483e+10,-3.44e+08,4.3541e+10,4.45e+08,4.3986e+10,8.6406e+10,2.191e+09,7.45e+08,1.43e+08,3.213e+09,2.707e+09,-9.94e+08,1.495e+09,6.292e+09,-1.53e+08,-1.53e+08,-2.034e+09,6.515e+09,-8.549e+09,-3.501e+09,-5.54e+08,5.566e+09,5.566e+09,-2.683e+09,2.85e+08,-2.968e+09,1.2e+07,2.341e+09,5.132e+09,5.132e+09,-8.1e+07,5.051e+09,3.684e+09,2.4108e+10,7.216e+09,0.79443,0.35105,0.26171,0.04981,0.02536,3.29347,3.12935,0.9644,0.27901,0.47548,0.46876,1.81684,9.449,1.56597,0.12023,6,0.03739,0.09829,0.25285,-4.07058,-5.10242
"18","2014_Q3",35.70875,"Down",9.275e+09,-1.807e+09,7.468e+09,-3.989e+09,-2.139e+09,-1.877e+09,-2.62e+08,-1.273e+09,-5.77e+08,3.479e+09,-2.07e+08,-2.29e+08,-2.29e+08,2.2e+07,3.272e+09,-6.9e+07,3.203e+09,-6.5e+08,2.553e+09,2.553e+09,2.553e+09,2.553e+09,3.6974e+10,1.4894e+10,2.208e+10,4.192e+09,4.192e+09,2.852e+09,1.889e+09,4.4252e+10,3.039e+09,3.7947e+10,6.521e+09,2.8269e+10,7.6e+08,2.397e+09,4.0986e+10,8.5238e+10,2.517e+09,4.08e+08,1.566e+09,9.068e+09,6.667e+09,2.401e+09,1.311e+10,2.2641e+10,5.421e+09,5.421e+09,2.8062e+10,4.1172e+10,1.9403e+10,2.4386e+10,-2.26e+08,4.3563e+10,5.03e+08,4.4066e+10,8.5238e+10,2.553e+09,7.29e+08,1.41e+08,-2.277e+09,-718000000.000001,4.61e+08,-2.028e+09,1.146e+09,-1.26e+08,-1.26e+08,-2.569e+09,7.44e+09,-1.0009e+10,-3.129e+09,-5.45e+08,0,0,-2.353e+09,4.8e+08,-2.833e+09,3.1e+07,-2.867e+09,-4.85e+09,-4.85e+09,8e+07,-4.77e+09,4.208e+09,2.4166e+10,2.455e+09,0.80518,0.37509,0.27526,0.05794,0.02995,0.961609999999999,3.37544,0.93433,0.28351,0.56308,0.555,2.04566,9.60807,0.54146,0.1202,5,0.04206,0.03333,0.21347,-3.04373,-3.68152
"19","2014_Q4",36.005,"Up",9.308e+09,-1.776e+09,7.532e+09,-3.933e+09,-2.08e+09,-1.829e+09,-2.51e+08,-1.293e+09,-5.6e+08,3.599e+09,-3.17e+08,-2.28e+08,-2.28e+08,-8.9e+07,3.282e+09,-3.2e+07,3.25e+09,-6.85e+08,2.565e+09,2.565e+09,2.565e+09,2.565e+09,3.7225e+10,1.6832e+10,2.0393e+10,4.071e+09,4.071e+09,2.881e+09,1.869e+09,4.4404e+10,3.052e+09,3.9106e+10,6.558e+09,2.9322e+10,7.2e+08,2.506e+09,4.2158e+10,8.6562e+10,2.417e+09,3.96e+08,1.583e+09,9.159e+09,6.473e+09,2.686e+09,1.3092e+10,2.2677e+10,5.558e+09,5.558e+09,2.8235e+10,4.1327e+10,2.0336e+10,2.4606e+10,-2.35e+08,4.4707e+10,5.28e+08,4.5235e+10,8.6562e+10,2.565e+09,7.1e+08,1.9e+08,-4.38e+08,1.7e+07,-1.97e+08,-2.65e+08,3.027e+09,-1.47e+08,-1.47e+08,2.163e+09,9.155e+09,-6.992e+09,6.98e+08,-5.41e+08,0,0,-1.286e+09,7.54e+08,-2.04e+09,9.1e+07,-1.736e+09,1.989e+09,1.989e+09,-5.1e+07,1.938e+09,4.309e+09,2.4193e+10,4.409e+09,0.8092,0.38666,0.27557,0.0567,0.02963,1.71891,3.39169,0.91361,0.27949,0.57051,0.56078,2.07028,9.94373,0.98065,0.12033,5,0.04142,0.0588,0.21092,-3.02437,-3.62101
"20","2015_Q1",38.4534426229508,"Up",1.132e+10,-1.932e+09,9.388e+09,-4.422e+09,-2.506e+09,-2.241e+09,-2.65e+08,-1.348e+09,-5.68e+08,4.966e+09,-3.21e+08,-2.4e+08,-2.4e+08,-8.1e+07,4.645e+09,-5.7e+07,4.588e+09,-9.42e+08,3.646e+09,3.646e+09,3.646e+09,3.646e+09,3.8819e+10,1.7769e+10,2.105e+10,6.087e+09,6.087e+09,3.033e+09,2.119e+09,4.8128e+10,3.061e+09,3.9077e+10,6.137e+09,2.9652e+10,8.37e+08,2.451e+09,4.2138e+10,9.0266e+10,2.827e+09,4.71e+08,1.94e+09,1.0054e+10,7.269e+09,2.785e+09,1.4389e+10,2.2589e+10,5.841e+09,5.841e+09,2.843e+10,4.2819e+10,2.1077e+10,2.5965e+10,-1.64e+08,4.6878e+10,5.69e+08,4.7447e+10,9.0266e+10,3.646e+09,7.24e+08,7.46e+08,-6.6e+08,-1.982e+09,7.78e+08,5.07e+08,4.456e+09,-1.54e+08,-1.54e+08,-1.031e+09,5.735e+09,-6.766e+09,-1.607e+09,-5.38e+08,0,0,-1.356e+09,6.36e+08,-1.992e+09,8.8e+07,-1.806e+09,1.043e+09,1.043e+09,-1.06e+08,937000000.000002,5.69e+09,2.4097e+10,5.818e+09,0.82933,0.43869,0.32208,0.07684,0.04039,1.59572,3.34478,0.90246,0.26696,0.81493,0.79816,2.53017,10.47787,1.3004,0.12025,6,0.05407,0.07518,0.14756,-2.58735,-2.96456
"21","2015_Q2",38.6177777777778,"Up",8.596e+09,-1.681e+09,6.915e+09,-3.858e+09,-1.982e+09,-1.706e+09,-2.76e+08,-1.329e+09,-5.47e+08,3.057e+09,-2.45e+08,-2.61e+08,-2.61e+08,1.6e+07,2.812e+09,-9.4e+07,2.718e+09,-5.34e+08,2.184e+09,2.184e+09,2.184e+09,2.184e+09,5.1616e+10,2.4179e+10,2.7437e+10,3.551e+09,3.551e+09,2.848e+09,2.015e+09,5.8194e+10,3.086e+09,3.8446e+10,5.605e+09,2.9707e+10,9.16e+08,2.218e+09,4.1532e+10,9.9726e+10,2.339e+09,4.23e+08,1.491e+09,1.1038e+10,8.939e+09,2.099e+09,1.3377e+10,3.2567e+10,5.851e+09,5.851e+09,3.8418e+10,5.1795e+10,2.1709e+10,2.5838e+10,-1.93e+08,4.7354e+10,5.77e+08,4.7931e+10,9.9726e+10,2.184e+09,7.07e+08,2.38e+08,3.599e+09,2.506e+09,-1.088e+09,2.171e+09,6.728e+09,-2.01e+08,-2.01e+08,-6.462e+09,3.878e+09,-1.034e+10,-6.7e+09,-5.37e+08,8.445e+09,8.445e+09,-1.412e+09,5.93e+08,-2.005e+09,2.4e+07,6.52e+09,6.548e+09,6.548e+09,-1.38e+08,6.41e+09,3.764e+09,3.2567e+10,7.696e+09,0.80444,0.35563,0.25407,0.04557,0.0219,3.52381,4.3503,1.08062,0.32656,0.49068,0.48021,1.93125,10.63896,1.72905,0.12065,6,0.03151,0.08913,0.24588,-5.06084,-6.23127
"22","2015_Q3",34.35421875,"Down",9.598e+09,-1.899e+09,7.699e+09,-4.126e+09,-2.168e+09,-1.897e+09,-2.71e+08,-1.389e+09,-5.69e+08,3.573e+09,-2.74e+08,-2.83e+08,-2.83e+08,9000000.00000001,3.299e+09,-3e+07,3.269e+09,-7.68e+08,2.501e+09,2.501e+09,2.501e+09,2.501e+09,4.4733e+10,1.6153e+10,2.858e+10,4.326e+09,4.326e+09,2.773e+09,1.866e+09,5.204e+10,3.169e+09,4.3096e+10,7.167e+09,3.3383e+10,4.27e+08,2.119e+09,4.6265e+10,9.8305e+10,2.476e+09,4.9e+08,1.546e+09,9.509e+09,6.816e+09,2.693e+09,1.1985e+10,3.2456e+10,5.902e+09,5.902e+09,3.8358e+10,5.0343e+10,2.2039e+10,2.5972e+10,-4.68e+08,4.7543e+10,4.19e+08,4.7962e+10,9.8305e+10,2.501e+09,7.33e+08,6.1e+07,-2.233e+09,-6.93e+08,2.27e+08,-1.771e+09,1.062e+09,-2.25e+08,-2.25e+08,-8.99e+08,6.275e+09,-7.174e+09,-6.209e+09,-5.33e+08,0,0,-1.775e+09,3.14e+08,-2.089e+09,-1.46e+08,-2.454e+09,-7.601e+09,-7.601e+09,-4.25e+08,-8.026e+09,4.306e+09,3.2456e+10,2.616e+09,0.80215,0.37227,0.26058,0.05215,0.02544,1.04598,4.34209,1.04964,0.33016,0.56622,0.55504,2.17297,10.76364,0.59226,0.12067,4,0.03515,0.03031,0.21311,-2.85114,-3.43605
"23","2015_Q4",34.25171875,"Down",9.326e+09,-1.899e+09,7.427e+09,-3.988e+09,-2.092e+09,-1.84e+09,-2.52e+08,-1.37e+09,-5.26e+08,3.439e+09,-2.33e+08,-2.73e+08,-2.73e+08,4e+07,3.206e+09,-5.6e+07,3.15e+09,-6.54e+08,2.496e+09,2.496e+09,2.496e+09,2.496e+09,4.3777e+10,1.3701e+10,3.0076e+10,4.178e+09,4.178e+09,3.054e+09,2.123e+09,5.1294e+10,3.335e+09,4.4187e+10,6.842e+09,3.4328e+10,6.74e+08,2.343e+09,4.7522e+10,9.8816e+10,2.508e+09,6.26e+08,1.564e+09,9.285e+09,6.443e+09,2.842e+09,1.3792e+10,3.0258e+10,6.234e+09,6.234e+09,3.6492e+10,5.0284e+10,2.2694e+10,2.6165e+10,-7.64e+08,4.8095e+10,4.37e+08,4.8532e+10,9.8816e+10,2.496e+09,7.04e+08,1.47e+08,-1.084e+09,5.4e+07,-3.43e+08,-7.03e+08,2.263e+09,-3.68e+08,-3.68e+08,-9.36e+08,4.889e+09,-5.825e+09,-2.414e+09,-5.3e+08,0,0,-1.447e+09,5.49e+08,-1.996e+09,9.3e+07,-1.884e+09,-2.035e+09,-2.035e+09,-4.17e+08,-2.452e+09,4.143e+09,3.2257e+10,3.345e+09,0.79638,0.36875,0.26764,0.05143,0.02526,1.34014,3.71911,1.0361,0.32643,0.56869,0.55541,2.12486,10.95808,0.76213,0.12076,4,0.03477,0.03844,0.21234,-2.78059,-3.34981
"24","2016_Q1",33.3475409836066,"Down",1.0706e+10,-2.053e+09,8.653e+09,-4.433e+09,-2.49e+09,-2.212e+09,-2.78e+08,-1.436e+09,-5.07e+08,4.22e+09,-2.85e+08,-3.26e+08,-3.26e+08,4.1e+07,3.935e+09,-2.38e+08,3.697e+09,-9.4e+08,2.757e+09,2.757e+09,2.757e+09,2.757e+09,5.4368e+10,2.1716e+10,3.2652e+10,5.618e+09,5.618e+09,2.22e+09,2.22e+09,6.252e+10,3.686e+09,4.4697e+10,6.406e+09,3.4087e+10,1.458e+09,2.746e+09,4.8383e+10,1.10903e+11,2.645e+09,8.06e+08,1.839e+09,1.0562e+10,7.245e+09,3.317e+09,1.5206e+10,3.9959e+10,6.64e+09,6.64e+09,4.6599e+10,6.1805e+10,2.3156e+10,2.6503e+10,-9.96e+08,4.8663e+10,4.35e+08,4.9098e+10,1.10903e+11,2.757e+09,7.17e+08,3.22e+08,7.31e+08,-1.659e+09,1.451e+09,9.57e+08,4.527e+09,-5.97e+08,-5.97e+08,-3.12e+09,4.962e+09,-8.082e+09,-3.724e+09,-6.55e+08,9.897e+09,9.897e+09,-1.651e+09,3.6e+08,-2.011e+09,-1.67e+08,7.424e+09,8.227e+09,8.227e+09,-2.12e+08,8.015e+09,4.937e+09,4.1958e+10,6.011e+09,0.80824,0.39417,0.25752,0.05615,0.02486,2.18027,4.11153,1.25881,0.37833,0.63248,0.61761,2.45607,11.1638,1.37899,0.15026,5,0.03492,0.06153,0.23758,-2.51367,-2.94076
"25","2016_Q2",36.09640625,"Up",8.448e+09,-1.85e+09,6.598e+09,-3.83e+09,-1.988e+09,-1.731e+09,-2.57e+08,-1.39e+09,-4.52e+08,2.768e+09,-3.44e+08,-3.74e+08,-3.74e+08,3e+07,2.424e+09,-1.14e+08,2.31e+09,-5.63e+08,1.747e+09,1.747e+09,1.747e+09,1.747e+09,5.593e+10,1.6739e+10,3.9191e+10,3.475e+09,3.475e+09,2.466e+09,1.795e+09,6.2122e+10,3.896e+09,4.3688e+10,5.955e+09,3.4133e+10,7.89e+08,2.811e+09,4.7584e+10,1.09706e+11,1.806e+09,4.22e+08,1.384e+09,1.1585e+10,9.078e+09,2.507e+09,1.5391e+10,4.005e+10,6.727e+09,6.727e+09,4.6777e+10,6.2168e+10,2.3272e+10,2.4964e+10,-1.139e+09,4.7097e+10,4.41e+08,4.7538e+10,1.09706e+11,1.747e+09,6.71e+08,3.7e+08,3.093e+09,2.15e+09,-1.353e+09,2.246e+09,5.881e+09,-4.46e+08,-4.46e+08,-7.025e+09,4.644e+09,-1.1669e+10,-7.471e+09,-6.5e+08,9653824468.95141,9653824468.95141,-2.62e+09,2.96e+08,-2.916e+09,-2.5e+07,-3.295e+09,-4.885e+09,-4.885e+09,-9.2e+07,-4.977e+09,3.439e+09,4.205e+10,6.649e+09,0.78101,0.32765,0.20679,0.03675,0.01592,3.80595,4.03625,1.30775,0.3833,0.40468,0.39597,1.95691,10.90966,1.54019,0.15057,4,0.02489,0.06903,0.37207,-4.03606,-5.01445
"26","2016_Q3",36.981875,"Up",8.993e+09,-1.853e+09,7.14e+09,-4.096e+09,-2.229e+09,-1.944e+09,-2.85e+08,-1.444e+09,-4.23e+08,3.044e+09,-2.87e+08,-3.71e+08,-3.71e+08,8.4e+07,2.757e+09,-8.9e+07,2.668e+09,-4.7e+08,2.198e+09,2.198e+09,2.198e+09,2.198e+09,5.2335e+10,1.7411e+10,3.4924e+10,3.956e+09,3.956e+09,2.089e+09,2.089e+09,5.8618e+10,3.855e+09,4.401e+10,5.599e+09,3.4171e+10,1.341e+09,2.899e+09,4.7865e+10,1.06483e+11,2.012e+09,4.15e+08,1.597e+09,9.742e+09,6.998e+09,2.744e+09,1.3754e+10,3.994e+10,6.457e+09,6.457e+09,4.6397e+10,6.0151e+10,2.3426e+10,2.3737e+10,-1.239e+09,4.5924e+10,4.08e+08,4.6332e+10,1.06483e+11,2.198e+09,6.33e+08,2.78e+08,-2.593e+09,-5.36e+08,3.93e+08,-2.461e+09,5.16e+08,-1.95e+08,-1.95e+08,4.475e+09,1.0444e+10,-5.969e+09,4.133e+09,-6.36e+08,2343900619.76123,2343900619.76123,-3.075e+09,3.44e+08,-3.419e+09,-6e+07,-3.771e+09,8.78e+08,8.78e+08,-2.06e+08,671999999.999998,3.677e+09,4.194e+10,1.359e+09,0.79395,0.33849,0.24441,0.04744,0.02064,0.61829,4.26189,1.29826,0.39387,0.51852,0.50927,2.12149,10.83369,0.32059,0.15004,3,0.02992,0.01435,0.28935,-2.82703,-3.41491
