"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","interest_dividends_payable","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","pension_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",8.53564516129032,"Up",31719922,-28835645,2884277,-1183506,-1183506,1700771,15530,15530,1716301,1716301,-566243,1150058,1150058,1150058,1150058,16602575,16602575,6687453,6687453,32906704,836314,836314,57033046,11694646,38356834,-26662188,997500,997500,12692146,69725192,5965907,4626855,883928,210000,210000,6175907,1297283,920797,1297283,7473190,36978834,-5475964,30749132,62252002,62252002,69725192,1150058,440099,1423,-1042390,549190,-331022,-15500,-346522,-4283650,-4283650,-4080982,-4080982,-4080982,2140870,0,1333701,0.09093,0.05362,0.03626,0.01847,0.01649,1.15968,9.23476,0.12005,-2.40741243048404e-35,0.16914,0.16914,4.66508,9.15545,0.19615,0.63,0.0855,0.02099,3.72473,-7.75506,-9.76179
"12","2013_Q1",9.59533333333333,"Up",31960024,-28867372,3092652,-1249081,-1249081,1843571,15500,15500,1859071,1859071,-609500,1249571,1249571,1249571,1249571,15923294,15923294,9037548,9037548,39219168,103547,103547,64283557,11278572,38390101,-27111529,1013000,1013000,12291572,76575129,12259582,11181804,543956,52500,52500,12312082,1305428,943149,1305428,13617510,36978834,-5475964,31454749,62957619,62957619,76575129,1249571,449344,8145,-1453645,253415,-33267.9999999999,-15500,-48768.0000000001,-883928,-883928,-679281,-679281,-679281,2292915,1.29246970711411e-26,1415502,0.09677,0.05768,0.0391,0.01985,0.01632,1.13279,5.22118,0.2163,0,0.18378,0.18378,4.70039,9.25923,0.20818,0.13,0.0332,0.02203,0.70739,-6.94456,-8.6372
"13","2013_Q2",8.58828125,"Down",29582144,-27138300,2443844,-1304900,-1304900,1138944,15506,15506,1154450,1154450,-346091,808359,808359,808359,808359,17596293,17596293,8458192,8458192,32021184,11236,11236,58086905,10836261,38404690,-27568429,1028500,1028500,11864761,69951666,5345086,4330037,543956,159625,105000,5504711,1224936,965502,1224936,6729647,36978834,-5475964,31719149,63222019,63222019,69951666,808359,456898,-80492,1062280,2247045,-14590,-15500,-30090,-543956,-543956,1672999,1672999,1672999,1595842,0,2989623,0.08261,0.0385,0.02733,0.01279,0.01156,3.69839,10.55222,0.10644,-3.85185988877447e-34,0.11889,0.11889,4.35067,9.29812,0.43969,0.08,0.02098,0.04639,0.67291,-11.02634,-15.44966
"14","2013_Q3",8.8609375,"Up",26310368,-25232454,1077914,-1045659,-1045659,32254.9999999998,15501,15501,47756,47755.9999999998,-20097,27659,27659,27659,27659,13980750,13980750,7528462,7528462,39497612,357858,357858,61364682,10517791,38543120,-28025329,1044000,1044000,11561791,72926473,8816644,7880535,543956,189713,157500,9006357,1214391,978103,1214391,10220748,36978834,-5475964,31202855,62705725,62705725,72926473,27659,456902,-10545,-3391674,-2917658,-138429,-15500,-153929,-543956,-543956,-3615543,-3615543,-3615543,489157,-2.06795153138257e-25,-3020849,0.04097,0.00123,0.00105,0.00044,0.00038,-109.21758,6.81349,0.163,0,0.00406999999999999,0.00406999999999999,3.86949,9.22218,-0.44428,0.08,0.00894,-0.04726,19.66651,-28.58131,-433.44443
"15","2013_Q4",8.45234375,"Down",28274696,-26427918,1846778,-1121986,-1121986,724792,15501,15501,740293,740293,-252825,487468,487468,487468,487468,17089296,17089296,4938697,4938697,38027470,239459,239459,60294922,10278369,38758198,-28479829,1059500,1059500,11337869,71632791,7156865,6702944,135989,210000,210000,7366865,1208722,995579,1208722,8575587,36978834,-5475964,31554334,63057204,63057204,71632791,487468,454500,-5669,2946781,3883080,-215078,-15500,-230578,-543956,-543956,3108546,3108546,3108546,1179292,0,4163820,0.06532,0.02563,0.01724,0.00773,0.00681,8.54173,8.18461,0.136,-6.16297582203915e-33,0.07169,0.07169,4.15838,9.27388,0.61238,0.08,0.01605,0.06479,1.11588,-14.49115,-23.57821
"16","2014_Q1",7.6472131147541,"Down",31981814,-30287867,1693947,-1115242,-1115242,578705,15504,15504,594209,594209,-204769,389440,389440,389440,389440,15081024,15081024,9347289,9347289,35288559,129796,129796,59846668,11362731,40297332,-28934601,1075000,1075000,12437731,72284399,7718189,7206340,135989,52500,52500,7770689,1203054,1013056,1203054,8973743,36978834,-5475964,31807786,63310656,63310656,72284399,389440,454772,-5668,-1156194,-317650.000000001,-1539134,-15500,-1554634,-135988,-135988,-2008272,-2008272,-2008272,1033477,-1.65436122510606e-24,-1457082,0.05297,0.01809,0.01218,0.00615,0.00539,-3.74147999999998,7.70159,0.14174,0,0.05728,0.05728,4.70359,9.31115,-0.21429,0.02,0.00814,-0.02259,0.349189999999999,-14.59251,-26.05995
"17","2014_Q2",7.55984126984127,"Down",27904521,-26862460,1042061,-1134576,-1134576,-92515,15252,15252,-77263,-77263,-40987,-118250,-118250,-118250,-118250,10788178,10788178,8106496,8106496,38913148,29607,29607,57837429,11440394,40818845,-29378451,1090250,1090250,12530644,70368073,6021842,5562808,135989,105000,105000,6126842,1184814,1032264,1184814,7311656,36978834,-5475964,31553547,63056417,63056417,70368073,-118250,443849,-18240,-3927454,-3620095,-521512,-15250,-536762,-135989,-135989,-4292846,-4292846,-4292846,351334,0,-4056645,0.03734,-0.00332,-0.00424,-0.00188,-0.00168,34.30567,9.44001,0.11595,-9.86076131526265e-32,-0.01739,-0.01739,4.10394,9.27376,-0.59661,0.02,0.000280000000000001,-0.06315,-1.15001,-30.70633,116.61004
"18","2014_Q3",7.58484375,"Up",31544475,-29123545,2420930,-1296853,-1296853,1124077,15282,15282,1139359,1139359,-373704,765655,765655,765655,765655,7227665,7227665,8063309,8063309,40046075,357462,357462,55694511,14401750,44224051,-29822301,1105500,1105500,15507250,71201761,6181673,5424514,135989,157500,157500,6339173,1176505,1051472,1176505,7515678,36978834,-5475964,32183213,63686083,63686083,71201761,765655,443851,-8309,-1205264,-4067,-3405207,-15250,-3420457,-135989,-135989,-3560513,-3560513,-3560513,1567928,2.64697796016969e-23,-2668839,0.07675,0.03563,0.02427,0.01202,0.01075,-3.48569,8.78577,0.11801,0,0.11261,0.11261,4.63927,9.36637,-0.39251,0.02,0.0139,-0.04115,0.17761,-4.60969,-6.42987
"19","2014_Q4",6.88125,"Down",23552637,-22293841,1258796,-976328,-976328,282468,15250,15250,297718,297718,-110074,187644,187644,187644,187644,6960809,6960809,5039602,5039602,50820078,241347,241347,63061836,14727692,45029843,-30302151,1120750,1120750,15848442,78910278,13814344,13476844,135989,190000,190000,14004344,1168196,1070680,1168196,15172540,36978834,-5475964,32234868,63737738,63737738,78910278,187644,479850,-8309,30990,690175,-805792,-15250,-821042,-135989,-135989,-266856,-266856,-266856,762318,0,97590,0.05345,0.01199,0.00797,0.00294,0.00238,0.52008,4.50302,0.23805,-1.57772181044202e-30,0.0276,0.0276,3.46391,9.37396,0.01435,0.02,0.00499,0.0015,0.72472,-9.13111000000001,-24.64282
"20","2015_Q1",5.87475409836066,"Down",25321147,-24964866,356281,-1045535,-1045535,-689254,15256,15256,-673998,-673998,221279,-452719,-452719,-452719,-452719,2225924,2225924,6896186,6896186,40850666,144579,144579,50117355,15517311,46173537,-30656226,1323358,1136000,16840669,66958024,2600111,2148555,67994,51000,51000,2651111,1089888,1089888,1089888,3740999,36978834,-5475964,31714155,63217025,63217025,66958024,-452719,354075,-265666,-3075642,-3439952,-1143694,-15250,-1158944,-135989,-135989,-4734885,-4734885,-4734885,-335179,-4.2351647362715e-22,-4775794,0.01407,-0.02722,-0.01788,-0.00716,-0.00676,10.54914,18.90428,0.05918,0,-0.06658,-0.06658,3.724,9.29738,-0.70238,0.02,-0.00493,-0.07427,-0.30038,6.641,3.22947
"21","2015_Q2",5.94126984126984,"Up",23968569,-21826676,2141893,-1353456,-1353456,788437,17250,17250,805687,805687,-279738,525949,525949,525949,525949,3824429,3824429,5651682,5651682,40169832,18123,18123,49664066,15924591,47008767,-31084176,1305030,1153250,17229621,66893687,2003648,1370147,67994,102000,102000,2105648,1113059,1113059,1113059,3218707,36978834,-5475964,32172110,63674980,63674980,66893687,525949,427950,58749,1506331,2518979,-835230,-17250,-852480,-67994,-67994,1598505,1598505,1598505,1216387,0,2167226,0.08936,0.03289,0.02194,0.00826,0.00786,4.1206,23.58612,0.05055,0,0.07735,0.07735,3.52508,9.36473,0.31874,0.01,0.00917,0.03345,0.12928,-3.14409,-4.85065
"22","2015_Q3",5.51234375,"Down",23165704,-22258001,907703,-1212836,-1212836,-305133,17250,17250,-287883,-287883,94589,-193294,-193294,-193294,-193294,1731596,1731596,7222810,7222810,40416968,341274,341274,49712648,15982596,47494722,-31512126,1286702,1170500,17269298,66981946,2279024,1826194,67994,153000,153000,2432024,1136231,1136231,1136231,3568255,36978834,-5475964,31910821,63413691,63413691,66981946,-193294,427950,58750,-1815039,-1521633,-485955,-17250,-503205,-67995,-67995,-2092833,-2092833,-2092833,122817,6.7762635780344e-21,-2272766,0.03918,-0.01317,-0.00834,-0.00305,-0.00289,11.75808,20.44085,0.05627,0,-0.02843,-0.02843,3.407,9.32631,-0.33426,0.01,-0.00194,-0.03521,-0.35177,-14.09899,5.67489
"23","2015_Q4",5.42015625,"Down",18548247,-17080958,1467289,-1099682,-1099682,367607,328560,328560,696167,696167,-211047,485120,485120,485120,485120,4462271,4462271,4799295,4799295,43169645,230261,230261,52661472,16139293,48070669,-31931376,880374,799750,17019667,69681139,4898918,4498467,67994,180000,180000,5078918,771403,771403,771403,5850321,36978834,-5475964,32327948,63830818,63830818,69681139,485120,419250,53750,2428745,3386865,-575947,-12250,-588197,-67993,-67993,2730675,2730675,2730675,786857,0,2850702,0.07911,0.01982,0.02615,0.0076,0.00696,5.87628,10.36864,0.09165,0,0.07135,0.07135,2.72791,9.38765,0.41926,0.01,0.00856,0.04413,0.14016,-5.67101,-12.1387
"24","2016_Q1",4.71295081967213,"Down",15948862,-15772103,176759,-1004299,-1004299,-827540,12250.0000000001,12250,-815290,-815290,291515,-523775,-523775,-523775,-523775,2796762,2796762,4822386,4822386,41939128,143380,143380,49701656,15968239,48298186,-32329947,1220502,812000,17188741,66890397,2822250,2476699,67994,43500,43500,2865750,785600,785600,785600,3651350,36978834,-5475964,31736177,63239047,63239047,66890397,-523775,398571,-313681,-918861,-1357746,-227517,-12250,-239767,-67996,-67996,-1665509,-1665509,-1665509,-428969,-5.42101086242752e-20,-1866862,0.01108,-0.05189,-0.03284,-0.00828,-0.00783,3.56424,17.34333,0.05774,0,-0.07703,-0.07703,2.34561,9.30062,-0.27456,0.01,-0.00712,-0.02916,-0.12982,6.51973,3.37961
"25","2016_Q2",5.46296875,"Up",22393764,-23646752,-1252988,-1092750,-1092750,-2345738,14750,14750,-2330988,-2330988,869769,-1461219,-1461219,-1461219,-1461219,817844,817844,7347698,7347698,39859532,25274,25274,48050348,15764928,48496874,-32731946,2051746,533750,17816674,65867022,3563168,3181329,67994,87000,87000,3650168,507021,507021,507021,4157189,36978834,-5475964,30206963,61709833,61709833,65867022,-1461219,401999,-26736,-611530,-1697486,-198688,-14750,-213438,-67994,-67994,-1978918,-1978918,-1978918,-1943739,0,-3623726,-0.05595,-0.10475,-0.06525,-0.02368,-0.02218,2.47993,13.16387,0.06737,3.23117426778526e-27,-0.2149,-0.2149,3.29347,9.07572,-0.53294,0.01,-0.02239,-0.05824,-0.04653,0.420759999999992,0.348649999999998
"26","2016_Q3",5.203125,"Down",18317506,-18363217,-45711,-915829,-915829,-961540,14750,14750,-946790,-946790,342908,-603882,-603882,-603882,-603882,7133315,7133315,5202943,5202943,34051404,264758,264758,46652420,15601026,48734973,-33133947,2409408,548500,18010434,64662854,2972956,2603316,67994,130500,130500,3103456,521441,521441,521441,3624897,36978834,-5475964,29535087,61037957,61037957,64662854,-603882,402001,-483482,7321678,6636315,-238099,-14750,-252849,-67995,-67995,6315471,6315471,6315471,-559539,-1.73472347597681e-18,6181132,-0.0025,-0.05249,-0.03297,-0.00989,-0.00934,-10.23566,15.03241,0.05939,0,-0.08881,-0.08881,2.69397,8.9769,0.90906,0.01,-0.00871,0.10041,-0.1126,12.74856,7.41864
"27","2016_Q4",5.18761904761905,"Down",15988745,-15417174,571571,-957305,-957305,-385734,14755,14755,-370979,-370979,134354,-236625,-236625,-236625,-236625,5925920,5925920,4929002,4929002,34563506,182692,182692,45601120,15420722,48953218,-33532496,2558512,563250,17979234,63580354,2141153,1880759,67994,170000,170000,2311153,535862,535862,535862,2847015,36978834,-5475964,29230469,60733339,60733339,63580354,-236625,398549,-119933,-948398,-906407,-218245,-14750,-232995,-67993,-67993,-1207395,-1207395,-1207395,12815,0,-1288182,0.03575,-0.02413,-0.0148,-0.0039,-0.00372,5.44398,19.7309,0.04688,5.16987882845642e-26,-0.0348,-0.0348,2.35148,8.9321,-0.18945,0.01,-0.00275,-0.02102,-0.28734,-462.4206,15.36271
"28","2017_Q1",6.16032258064516,"Up",21056040,-20520534,535506,-1052315,-1052315,-516809,14750,14750,-502059,-502059,125101,-376958,-376958,-376958,-376958,1461695,1461695,8939051,8939051,34918550,113540,113540,45432836,15173164,49097517,-33924353,2657297,578000,17830461,63263297,2314590,2003661,70094,42000,42000,2356590,550282,550282,550282,2906872,37051074,-5475964,28781315,60356425,60356425,63263297,-376958,391857,2625,-4252604,-4235080,-144299,-14750,-159049,-70096,-70096,-4464225,-4464225,-4464225,-124952,0,-4646956,0.02543,-0.02454,-0.0179,-0.00625,-0.00596,12.32752,19.27906,0.04816,0,-0.05378,-0.05378,3.00395,8.61073,-0.66296,0.01,-0.00504,-0.0763,-0.18595,11.69805,2.82831
"29","2017_Q2",5.38936507936508,"Down",23083269,-21539959,1543310,-1038394,-1038394,504916,4375,4375,509291,509291,-144961,364330,364330,364330,364330,3904240,3904240,8259005,8259005,39415741,16793,16793,51595779,15050565,49256982,-34206417,2356888,336375,17407453,69003232,8084039,7748967,70094,84000.0000000001,84000,8168039,306002,306002,306002,8474041,37123314,-5475964,28881841,60529191,60529191,69003232,364330,282064,218921,1811164,2676479,-159465,-4375,-163840,-70094,-70094,2442545,2442545,2442545,786980,0,2583640,0.06686,0.02187,0.01578,0.00602,0.00528,7.09148,6.31679,0.14,0,0.05198,0.05198,3.29317,8.63538,0.36859,0.01,0.00714,0.04247,0.19239,-4.96103999999999,-7.73245
"30","2017_Q3",5.20666666666667,"Down",26077710,-24577299,1500411,-924525,-924525,575886,4375,4375,580261,580261,-184927,395334,395334,395334,395334,3203935,3203935,8783982,8783982,40143166,307169,307169,52438252,14717423,49280256,-34562833,2214282,340750,16931705,69369957,8106110,7680124,70094,114750,114750,8220860,307721,307721,307721,8528581,37195554,-5475964,29121786,60841376,60841376,69369957,395334,356416,243246,-1597558,-602562.000000001,-23274,-4375,-27649,-70094,-70093.9999999998,-700305,-700305,-700305,932302,-2.22044604925031e-16,-503603,0.05754,0.02208,0.01516,0.0065,0.0057,-1.27387,6.37868,0.14018,0,0.0564,0.0564,3.72037,8.67991,-0.0718500000000001,0.01,0.00761,-0.00824,0.1773,-3.43658,-5.56349
"31","2017_Q4",5.36825396825397,"Up",28033521,-26308987,1724534,-1007671,-1007671,716863,4375,4375,721238,721238,-559967,161271,161271,161271,161271,2123803,2123803,7054181,7054181,46399435,380576,380576,55957995,14452081,49372573,-34920492,1536747,206125,15988828,71946823,6897932,6575457,70094,3912000,3912000,10809932,170441,170441,170441,10980373,37267794,-5475964,29174620,60966450,60966450,71946823,161271,357659,570417,-5752692,-4663345,-92317,-4375,-96692,-70095,3679905,-1080132,-1080132,-1080132,1074522,0,-4210520,0.06152,0.02557,0.00575,0.00265,0.00224,-26.10835,5.17654,0.18011,0,0.02301,0.02301,3.99939,8.69776,-0.60069,0.01,0.00378,-0.06887,0.43464,-1.97651,-2.96263
"32","2018_Q1",5.42409836065574,"Up",43962778,-40479136,3483642,-1238913,-1238913,2244729,11775,11775,2256504,2256504,-418035,1838469,1838469,1838469,1838469,4052582,4052582,17458289,17458289,45329434,429101,429101,67269406,14166001,49446701,-35280700,217900,217900,14383901,81653307,10985635,10233431,140189,45000,45000,11030635,2047222,175056,2047222,13077857,37340034,-5475964,36711380,68575450,68575450,81653307,1838469,360208,535298,3100802,5834777,-74128,-11775,-85903,-70095,-3820095,1928779,1928779,1928779,2604937,0,6049646,0.07924,0.05106,0.04182,0.02681,0.02252,3.29058999999999,6.09842,0.19071,0,0.26228,0.26228,6.27194,9.78329,0.86307,0.01,0.02702,0.08566,0.03813,-1.55573,-1.80538
